SA4_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
203,107,1204,3778,4379,4342,4064,2883,1119,401,22284,846,3530,8402,7562,7972,6493,4100,1857,588,41353,210,310,472,414,374,323,199,53,15,2368,76,223,528,648,725,773,625,263,112,3973,1131,4069,9397,8625,9074,7591,4920,2175,708,47682,20,68,184,212,192,254,256,187,77,1452,1460,1337,2628,2598,2888,3102,3384,2792,1735,21917,2732,8994,26615,26634,24355,21940,15639,7560,3259,137724,0,296,4114,3453,2428,1938,1430,523,50,14235,4,142,1505,1875,1695,1510,1290,350,45,8405,4,2737,11516,10821,7558,5561,4616,1701,377,44883,67,1402,4605,5361,5492,4774,4191,1850,456,28206,714,3385,9990,9318,8800,8152,5430,2321,718,48822,225,314,468,513,420,365,309,95,16,2726,73,196,427,574,688,740,760,386,112,3954,1012,3893,10887,10399,9909,9259,6508,2796,846,55505,13,86,160,194,162,200,259,237,79,1390,1038,1237,2581,2436,2353,2456,2994,2700,1660,19450,2134,9792,35364,34535,29593,25701,21292,10157,3513,172072
204,50,538,1868,2292,2691,2665,1905,681,208,12898,553,2250,5165,5006,5599,5050,3113,1147,365,28246,189,249,332,320,303,279,156,34,19,1884,56,145,323,454,513,557,476,163,63,2753,790,2649,5831,5778,6416,5894,3745,1337,447,32883,6,39,98,105,145,164,181,121,40,898,1231,827,1547,1799,2264,2760,2870,2033,1148,16476,2090,4658,12726,14075,15010,15332,11027,4873,2026,81825,0,41,830,924,848,807,649,160,25,4284,5,56,523,768,857,870,716,222,19,4036,0,575,3330,3705,3099,2705,2463,859,207,16944,29,509,2001,2676,2946,3056,2523,1044,236,15019,542,2122,5982,5830,6030,6108,4010,1562,382,32563,142,222,363,307,303,331,242,68,18,1989,64,112,234,276,480,506,513,261,69,2512,745,2456,6574,6409,6814,6938,4763,1890,467,37069,6,25,61,70,97,124,168,108,50,710,947,785,1539,1643,1869,2355,2541,2089,1036,14807,1733,4443,14862,16204,16535,16851,13835,6373,2044,92875
205,69,745,2713,3121,3604,3759,2907,1072,310,18300,668,3553,8817,7778,9151,8237,5546,2318,627,46696,205,367,587,498,442,451,247,57,15,2870,58,245,552,636,734,901,764,259,94,4240,931,4170,9964,8916,10323,9592,6544,2631,734,53803,15,54,161,174,204,242,341,174,80,1438,1849,1433,2783,2922,3767,4510,5027,3664,1816,27772,2875,7411,20847,20521,22572,23721,18460,8585,3181,128179,0,80,1189,1280,1166,1218,990,349,44,6317,0,102,758,999,1066,1187,1138,295,34,5569,0,1075,5369,5022,4134,4095,3803,1461,255,25215,26,630,3179,3821,4163,4528,4080,1693,376,22507,624,3163,10216,9307,9520,10238,7378,3083,711,54250,217,297,581,590,488,542,418,105,31,3260,51,138,393,505,622,830,882,361,101,3899,900,3593,11192,10404,10634,11614,8683,3554,844,61408,16,39,124,149,145,209,290,229,59,1258,1449,1150,2751,2910,3090,3918,4562,3415,1759,25001,2390,6680,24549,24585,24399,26754,23555,10991,3369,147270
206,416,4630,13176,8540,6673,5049,3101,1202,452,43234,676,3883,11229,6612,5783,3959,2191,1116,505,35948,193,457,676,500,386,248,158,39,14,2674,118,475,1284,1098,1165,935,596,275,112,6046,982,4813,13193,8205,7327,5143,2944,1421,639,44668,193,447,1143,684,505,437,433,204,91,4137,2815,6386,16317,8789,6436,5417,4296,2983,1816,55254,4558,37175,137973,76417,50842,36374,21574,8948,3929,377785,0,2201,34164,21682,11853,8148,4876,1802,284,85020,14,487,6035,5332,4715,3778,2375,609,70,23417,34,18117,69565,37619,21958,13978,8788,3310,822,174188,262,4539,12688,9720,7743,6008,4116,1763,515,47362,555,3526,11183,6985,5904,5070,2634,1256,473,37577,187,450,800,501,453,329,235,66,18,3035,73,355,1070,977,1184,1134,797,395,138,6110,814,4333,13058,8460,7539,6526,3663,1717,622,46726,52,323,1054,669,428,354,337,221,78,3525,1279,3789,10962,6634,4600,3930,3236,2603,1635,38661,2456,33792,147531,90124,58829,42718,27393,12023,4021,418891
207,165,2132,4314,4382,5670,4654,3768,2068,869,28032,467,1804,3526,3018,4405,3292,2496,1801,725,21542,124,200,217,208,313,237,155,76,29,1557,66,194,378,527,899,827,705,442,273,4320,658,2201,4122,3755,5616,4362,3363,2317,1027,27421,31,149,401,414,477,450,440,326,169,2849,1156,1380,2714,2213,2595,2404,2700,2730,2079,19969,2046,13669,40846,37844,39120,29387,20090,11438,5559,200004,0,766,10520,10971,8285,5851,3535,1580,371,41873,4,146,1525,2326,3005,2773,1881,688,158,12511,18,7199,19726,19250,17754,12782,8281,4030,1380,90411,127,1996,4032,4459,5724,5349,4363,2700,1011,29747,348,1785,3422,2781,3929,3901,2322,1924,758,21176,111,225,254,238,279,296,185,121,37,1747,66,153,305,448,827,917,840,562,237,4367,529,2161,3989,3465,5032,5118,3352,2605,1034,27292,37,118,295,330,343,370,367,323,141,2324,653,1186,2553,2127,2034,1785,1994,2135,1801,16267,1356,13571,42636,42936,42171,34035,23774,14057,5890,220426
208,155,1724,5510,6759,7333,5661,3944,1831,768,33695,487,2200,5732,5620,6980,5284,3260,1899,929,32396,150,228,272,379,382,288,208,74,21,1996,76,215,540,828,1161,1083,916,414,268,5503,712,2640,6546,6830,8526,6659,4384,2387,1225,39895,35,139,428,500,535,463,471,310,198,3068,1195,1434,3341,3221,3443,3228,3202,3031,2489,24572,2140,12586,44002,47929,45245,32926,20696,10674,5811,222010,0,505,8877,10503,8224,5136,3053,1155,265,37711,5,158,1728,2816,3609,2913,1948,562,122,13867,9,5879,20844,22298,20277,13135,8281,3423,1083,95233,118,1754,4878,6434,8000,6400,4983,2487,928,35988,441,2002,5540,5400,6597,6232,3839,2126,887,33066,157,248,313,357,377,399,267,117,31,2260,64,167,416,751,1170,1263,1037,603,270,5736,659,2419,6265,6512,8145,7896,5146,2839,1182,41063,12,81,294,406,430,392,446,303,190,2562,710,909,2771,2589,2506,2188,2611,2544,2134,18983,1513,11708,45670,51559,51191,38071,26468,13311,5910,245399
209,221,2876,9467,8988,7360,5157,2824,961,288,38141,1097,4696,12657,11249,11446,8232,4688,2174,674,56917,260,448,695,711,603,446,202,41,16,3430,114,422,1055,1289,1426,1175,738,266,102,6591,1464,5568,14413,13249,13476,9855,5633,2489,786,66936,31,182,603,580,484,440,372,173,77,2953,2145,2261,5333,4572,4493,4161,4048,3100,1888,32013,3912,17028,59580,53636,41830,30885,18225,8209,3407,236709,0,712,10254,10998,5462,3214,1906,685,98,33334,4,231,2495,3445,3099,2202,1363,359,56,13253,26,5718,23287,22964,13906,8278,5291,1675,408,81547,120,2732,9146,10851,9283,6473,4019,1529,379,44540,995,4557,13054,12296,12034,9825,5567,2561,719,61607,313,460,731,703,633,554,311,81,18,3809,113,325,817,1188,1550,1455,1003,402,137,6988,1424,5351,14597,14184,14212,11835,6879,3043,868,72406,24,161,454,572,396,379,339,198,61,2594,1395,1870,4634,4244,3565,3284,3210,2678,1710,26583,2996,16776,64873,67256,49918,35668,23007,10176,3585,274251
210,169,2119,6718,6261,5273,3257,1671,644,170,26280,832,3644,9497,8309,8571,5872,3363,1702,509,42310,161,424,601,526,506,329,130,35,9,2708,102,333,878,981,1072,773,489,204,86,4926,1093,4401,10973,9818,10154,6980,3983,1947,604,49940,23,147,510,400,331,314,238,107,62,2123,1835,1790,4198,3621,3578,3221,3247,2516,1354,25353,3172,12166,40127,34950,27881,19301,11408,5842,2360,157195,0,436,6839,6889,2786,1534,803,207,19,19513,8,227,1807,2129,1694,1111,649,160,19,7805,17,4206,17179,15159,8272,4839,2637,831,173,53313,98,2218,7926,8501,6459,4513,2523,919,190,33336,669,3603,10872,9637,9027,7435,4004,1933,589,47773,230,368,698,637,494,417,233,65,12,3154,103,322,817,1021,1163,1017,569,278,79,5360,1000,4295,12386,11288,10681,8867,4805,2279,675,56287,20,115,389,463,337,269,228,145,52,2020,1427,1799,4858,4217,3295,2831,2392,2086,1290,24201,2573,13299,51388,48644,33526,23969,14040,6615,2428,196473
211,222,2733,7774,8758,8966,7279,4795,1818,584,42935,1145,5340,13265,12543,14857,11238,6659,3297,922,69269,276,469,638,689,639,512,338,95,26,3683,114,371,840,1141,1532,1582,1210,554,206,7555,1533,6175,14740,14377,17030,13339,8204,3945,1160,80510,34,121,361,447,533,566,587,321,132,3098,1744,1495,3344,3508,3959,4063,4204,3571,2427,28320,3565,15392,49822,51841,47868,38570,24942,11913,4875,248792,0,332,6812,9154,5403,3425,2068,727,130,28044,12,227,1943,3036,2972,2473,1796,577,80,13119,11,4695,18690,20795,15046,9805,6918,2700,654,79316,129,2393,7111,9303,10003,8254,5913,2770,774,46653,1007,4783,12881,12318,13961,12691,7574,3863,1103,70175,369,428,650,715,628,576,437,157,21,3975,108,305,618,998,1381,1616,1267,684,242,7224,1485,5511,14147,14037,15969,14881,9282,4704,1361,81379,21,77,294,380,347,401,468,345,147,2477,994,1187,2948,3030,3074,3036,3155,3269,2416,23095,2652,14434,51943,59727,52816,42279,29598,15079,5554,274087
212,464,5008,14907,13515,10812,7226,4077,1734,520,58255,1826,7906,18760,17160,17277,12056,6990,3551,916,86441,428,761,1210,1115,979,668,335,74,23,5593,200,650,1572,1910,2079,1727,1176,522,176,10013,2454,9313,21539,20192,20338,14442,8497,4147,1123,102036,76,361,1072,975,881,793,574,336,115,5182,3464,3822,7682,6695,6635,6193,5879,4868,3035,48268,6545,28006,85986,74710,59051,41724,25483,13433,5373,340311,0,1173,16707,16497,7433,4094,2125,803,134,48966,16,417,2945,3618,2919,2080,1317,470,79,13859,38,10025,35120,31372,18591,11013,6758,2649,782,116337,235,5067,15828,17642,13445,9390,5644,2574,771,70596,1538,7346,20884,18732,17949,14432,8352,4096,1223,94554,530,863,1308,1182,1025,842,479,158,36,6425,165,576,1484,1862,2215,2006,1330,719,248,10606,2237,8788,23674,21766,21197,17282,10155,4980,1506,111587,51,301,884,1031,660,574,566,332,147,4545,2576,3825,9748,7704,6082,5358,4909,4393,2794,47383,5157,29596,104904,99626,70313,49792,31472,16206,6201,413270
213,328,4386,15396,13176,9369,5772,2387,667,187,51676,1714,7102,19031,16967,15269,10682,5510,2094,628,79004,356,750,1220,1115,900,599,238,52,5,5248,173,687,1835,2227,1982,1497,812,209,83,9500,2249,8540,22089,20313,18152,12779,6568,2354,711,93751,65,272,1125,991,687,590,402,150,58,4330,3449,4211,10260,8606,7154,6344,5525,3593,1924,51075,6175,25393,93991,81407,53213,35649,18841,7682,3078,325431,0,1108,17898,20088,6952,3169,1486,370,39,51105,17,421,3568,4788,3268,1943,985,206,24,15223,40,8453,38284,38766,18439,8926,4877,1357,250,119386,183,4342,16148,17873,12215,7633,3874,1254,260,63781,1344,6923,19987,19055,16566,12758,7163,2708,697,87198,435,713,1311,1254,1061,832,425,84,13,6124,150,571,1531,2138,2258,1821,1099,336,98,9988,1926,8203,22824,22455,19889,15416,8676,3128,807,103319,42,238,1016,1121,565,510,412,181,35,4123,2901,4028,11855,9912,6631,5285,4602,3258,1895,50375,5113,26794,111598,114998,67953,42882,24917,9756,3314,407319
214,121,1390,4113,4940,5008,4250,3178,1339,424,24767,739,3435,8993,8593,9339,7419,4773,2449,739,46478,189,321,460,477,457,354,254,75,14,2603,78,286,543,774,937,959,798,339,149,4851,1003,4044,9995,9842,10734,8734,5823,2857,908,53932,15,60,172,239,277,329,423,255,96,1859,1368,1200,2399,2676,3132,3340,3862,3342,1891,23221,2528,8132,23826,26686,26467,22854,17924,9535,3768,141725,0,96,1672,2109,1936,1616,1308,504,98,9337,6,101,834,1394,1439,1331,1144,361,45,6664,3,1473,7167,7918,6896,5049,4414,2127,513,35556,69,1133,4186,5578,5881,4977,4152,2077,555,28609,630,2740,9176,9093,9504,8664,5746,2917,825,49295,204,300,437,474,433,451,337,114,28,2787,58,166,472,653,840,900,888,522,151,4648,895,3203,10089,10223,10776,10020,6966,3544,1003,56724,14,53,149,171,188,240,294,263,126,1489,1082,925,2235,2436,2841,2738,3181,3148,2016,20601,2073,6984,26324,29818,29961,25969,21457,12026,4359,158972
215,23,410,1381,1667,1862,1885,1153,399,124,8912,382,1897,4364,3779,4349,3817,2144,808,218,21763,146,250,336,297,276,233,115,13,9,1679,46,146,293,362,432,436,266,83,24,2078,581,2292,4992,4430,5059,4483,2530,907,256,25524,11,41,89,76,103,123,127,71,31,669,1147,841,1890,1747,2238,2627,2705,2127,1236,16570,1770,4224,11337,10731,11522,11323,7615,3884,1760,64162,0,62,697,529,392,303,200,60,12,2262,0,47,398,424,485,462,333,92,6,2234,5,500,2985,2483,1949,1560,1183,434,109,11204,11,413,1608,1821,2021,2066,1519,587,150,10196,336,1732,5107,4349,4344,4571,2782,1004,237,24465,112,206,373,288,242,246,150,57,6,1678,32,98,194,281,356,350,281,105,29,1721,467,2034,5677,4918,4947,5168,3210,1163,275,27859,7,17,90,73,72,79,102,66,35,535,870,723,1790,1693,1784,2148,2333,1885,1138,14364,1362,3801,13237,11938,11642,11781,8885,4287,1722,68654
216,33,394,1380,1482,1652,1513,953,361,113,7871,345,1741,3772,3537,3907,3242,1909,820,224,19490,86,164,235,212,228,187,102,22,11,1246,51,104,244,300,346,307,256,95,38,1739,480,2013,4247,4051,4477,3728,2264,932,268,22473,7,23,104,90,76,89,117,76,30,611,981,637,1428,1462,1776,2053,2234,1789,934,13292,1505,3593,9952,9734,10058,9264,6538,3469,1417,55532,0,64,697,549,410,308,189,61,7,2300,0,30,374,451,468,416,278,77,18,2115,0,484,2716,2316,1752,1349,1094,366,84,10156,17,409,1515,1733,1830,1784,1309,573,123,9292,294,1658,4219,3826,4105,3962,2545,1047,240,21898,130,149,255,246,214,186,136,40,6,1365,28,78,189,224,310,333,247,120,29,1565,454,1889,4666,4298,4635,4476,2923,1206,273,24828,8,22,72,87,52,80,83,59,24,482,753,584,1464,1355,1507,1715,1845,1745,1045,12020,1235,3486,11512,10793,10655,10123,7729,4085,1572,61186
217,27,352,1137,1418,1707,1729,1110,411,127,8017,365,1689,3618,3569,3958,3199,1753,667,214,19036,106,189,276,220,205,202,98,13,0,1306,35,112,254,301,340,369,250,77,30,1771,505,1992,4144,4092,4500,3765,2103,757,254,22115,6,23,51,60,94,106,107,56,26,533,882,598,1031,1150,1645,1966,2021,1609,875,11769,1428,3451,8924,9595,10387,10016,6778,3233,1404,55218,0,32,561,573,526,508,419,105,18,2745,0,40,305,469,490,514,423,99,14,2353,0,423,2527,2472,2123,1756,1620,539,116,11588,11,261,1307,1549,1794,1922,1641,640,146,9278,324,1549,4093,3908,4092,4068,2346,842,208,21430,129,155,251,232,193,205,142,29,8,1347,19,68,160,190,303,326,292,123,39,1517,474,1775,4502,4331,4590,4594,2775,995,249,24291,9,7,58,50,49,78,91,63,26,432,635,417,1022,1122,1238,1516,1764,1464,872,10046,1127,2963,10280,10575,10818,10885,8739,3911,1447,60738
297,0,0,0,0,0,4,0,0,0,4,0,0,4,4,7,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4,9,10,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,0,6,16,3,15,4,0,0,40
299,3,55,121,75,60,51,23,6,0,403,15,95,218,155,127,108,52,14,0,778,4,14,15,8,6,3,4,0,0,58,0,8,24,20,13,17,12,4,0,96,19,115,257,188,150,127,65,14,0,936,0,3,9,10,0,0,8,0,0,42,89,224,517,500,344,236,115,28,15,2072,118,537,1411,972,667,522,263,65,23,4574,0,0,88,77,37,26,13,0,0,239,0,4,20,25,17,21,9,0,0,98,0,44,280,153,107,71,37,8,0,701,4,21,95,66,56,79,42,7,0,372,15,82,227,210,170,141,83,20,0,949,8,19,26,20,17,13,7,0,0,112,0,3,13,17,25,11,11,0,0,90,25,106,270,243,211,161,104,20,0,1148,4,4,8,8,8,8,0,0,0,37,177,217,694,879,659,422,207,45,15,3316,211,400,1458,1448,1099,779,411,85,18,5907
301,205,1020,2877,4058,4359,3285,1771,698,194,18462,1084,2576,6673,6805,7147,5991,3712,1529,452,35970,329,315,346,309,287,256,149,42,15,2048,114,190,423,654,771,802,540,217,107,3809,1525,3079,7445,7766,8199,7050,4402,1787,574,41832,13,58,132,178,247,249,263,118,54,1316,723,622,1378,1630,1854,1949,1965,1690,1226,13032,2482,6317,17917,22025,21688,17486,11208,5146,2269,106535,0,53,1033,2129,2094,1534,886,308,60,8097,7,78,674,1010,1149,933,600,153,32,4635,18,1672,5741,7223,6119,4014,2828,1059,239,28913,313,920,2848,4527,5064,4138,2619,1063,258,21750,1347,2677,6804,7507,7515,7107,4865,2160,528,40497,536,329,401,379,335,320,260,72,16,2646,118,168,364,582,761,832,679,352,80,3930,1992,3169,7571,8461,8610,8251,5800,2588,621,47073,23,40,91,164,218,198,253,158,51,1198,504,572,1263,1483,1606,1589,1703,1562,1223,11516,2867,6510,19218,25001,24858,20660,14692,6887,2491,123175
302,169,1162,3731,3729,3489,2435,1348,630,194,16893,807,2601,6238,5008,4774,3762,2170,1149,414,26918,233,313,380,270,247,178,95,28,8,1748,72,194,480,515,569,493,354,174,66,2929,1111,3109,7098,5790,5590,4432,2619,1353,490,31593,24,57,231,219,213,191,181,130,60,1313,650,955,2089,1763,1640,1442,1437,1539,1458,12978,1980,7652,25628,23482,18548,13357,7927,4538,2449,105555,0,111,2735,4035,2437,1418,861,283,59,11943,0,88,1223,1421,1307,894,541,167,37,5683,8,2595,10984,10688,6938,3899,2299,1013,316,38743,249,1166,3796,4248,4133,3076,1787,839,276,19574,912,2514,6415,5638,5134,4299,2643,1273,478,29306,325,359,412,294,287,213,159,55,15,2117,93,180,396,504,648,604,463,232,75,3191,1331,3049,7220,6435,6068,5118,3263,1562,571,34617,17,50,162,203,216,157,146,109,62,1133,430,726,1941,1607,1306,1147,1100,1231,1153,10630,2037,7790,28061,28635,22402,15707,10000,5206,2482,122319
303,376,2579,5916,5432,4996,3500,2007,773,262,25845,1147,3300,7296,6165,6024,4668,2728,1505,485,33313,364,493,454,382,325,230,130,34,15,2433,135,305,644,770,797,755,526,205,89,4224,1644,4101,8392,7314,7148,5652,3382,1742,593,39968,47,194,545,426,389,361,265,139,64,2431,1222,1907,4000,2796,2651,2228,2006,1819,1411,20039,3343,15855,49022,39180,29958,21109,12020,5885,2698,179073,0,518,8487,10180,5526,3289,1647,539,81,30267,7,209,2148,2478,2175,1466,841,249,46,9620,27,6700,22955,19966,12448,7228,4383,1591,431,75731,463,2394,5902,6327,5740,4358,2724,1171,322,29398,1296,3549,7614,6656,6313,5283,3106,1602,516,35928,551,545,557,415,344,313,194,81,12,3012,149,263,523,778,856,843,675,332,107,4515,1993,4354,8699,7845,7518,6440,3977,2008,634,43451,41,131,396,435,309,297,270,185,63,2128,794,1557,3674,2850,2139,1886,1637,1465,1104,17106,3327,15858,52264,50074,35861,24954,15473,7204,2675,207698
304,207,1095,1889,2641,3096,2351,1595,675,196,13745,754,1585,2958,2719,2833,2066,1321,625,220,15077,257,239,153,134,117,120,95,25,6,1151,71,121,222,333,398,402,378,157,76,2145,1084,1948,3329,3187,3347,2587,1795,808,309,18375,35,90,124,161,206,174,161,122,48,1117,572,883,1191,1125,1174,980,1046,936,968,8869,1909,7809,18255,21151,19305,14171,9582,4231,2049,98476,0,209,2948,5695,4653,3113,2130,916,187,19843,3,80,932,1422,1619,1124,790,255,53,6267,20,3231,8130,10076,8788,5136,3685,1789,448,41311,372,909,1726,2639,3251,2609,1908,1022,284,14722,874,1490,2895,2803,2898,2402,1550,783,271,15961,433,263,188,165,157,110,105,50,15,1484,95,103,171,299,455,427,422,268,101,2337,1400,1853,3254,3260,3511,2940,2079,1097,379,19786,35,52,87,156,176,142,141,117,42,951,342,601,948,948,823,732,739,805,680,6627,2171,6939,18023,24199,22813,15802,11466,6001,2084,109502
305,278,2053,4854,3668,3468,2359,1362,509,130,18678,683,2626,5830,3370,3065,2299,1197,553,202,19832,187,371,359,195,151,134,62,21,7,1491,77,247,546,487,415,457,304,108,45,2692,948,3242,6741,4054,3637,2890,1562,688,257,24018,44,152,410,295,245,219,166,119,41,1690,977,2376,5544,3355,2888,2365,1615,1011,798,20920,2288,15135,48309,32222,25593,17226,9080,3502,1511,154863,0,585,8742,8486,6194,4012,2123,659,100,30901,3,256,2637,2375,2325,1629,873,241,40,10388,22,8554,26939,16793,12569,7345,4208,1518,315,78266,495,2502,5446,4388,4312,3318,1886,842,205,23400,911,3089,6599,4200,3499,3025,1567,681,215,23788,334,459,510,292,204,186,108,46,8,2156,94,219,515,530,594,524,433,200,70,3183,1335,3768,7627,5026,4298,3743,2104,934,288,29121,45,146,442,324,253,208,163,109,46,1731,716,1938,4775,2939,2149,1696,1367,1025,625,17230,2622,17739,56608,40332,32098,21949,12723,5333,1620,191028
