SA4_CODE_2021,C16_15_19_N_mar_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Mar_RegM_M,C16_20_24_Mar_RegM_F,C16_20_24_Mar_RegM_P,C16_20_24_Mar_DFM_M,C16_20_24_Mar_DFM_F,C16_20_24_Mar_DFM_P,C16_20_24_N_mar_M,C16_20_24_N_mar_F,C16_20_24_N_mar_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Mar_RegM_M,C16_25_29_Mar_RegM_F,C16_25_29_Mar_RegM_P,C16_25_29_Mar_DFM_M,C16_25_29_Mar_DFM_F,C16_25_29_Mar_DFM_P,C16_25_29_N_mar_M,C16_25_29_N_mar_F,C16_25_29_N_mar_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Mar_RegM_M,C16_30_34_Mar_RegM_F,C16_30_34_Mar_RegM_P,C16_30_34_Mar_DFM_M,C16_30_34_Mar_DFM_F,C16_30_34_Mar_DFM_P,C16_30_34_N_mar_M,C16_30_34_N_mar_F,C16_30_34_N_mar_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Mar_RegM_M,C16_35_39_Mar_RegM_F,C16_35_39_Mar_RegM_P,C16_35_39_Mar_DFM_M,C16_35_39_Mar_DFM_F,C16_35_39_Mar_DFM_P,C16_35_39_N_mar_M,C16_35_39_N_mar_F,C16_35_39_N_mar_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Mar_RegM_M,C16_40_44_Mar_RegM_F,C16_40_44_Mar_RegM_P,C16_40_44_Mar_DFM_M,C16_40_44_Mar_DFM_F,C16_40_44_Mar_DFM_P,C16_40_44_N_mar_M,C16_40_44_N_mar_F,C16_40_44_N_mar_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Mar_RegM_M,C16_45_49_Mar_RegM_F,C16_45_49_Mar_RegM_P,C16_45_49_Mar_DFM_M,C16_45_49_Mar_DFM_F,C16_45_49_Mar_DFM_P,C16_45_49_N_mar_M,C16_45_49_N_mar_F,C16_45_49_N_mar_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Mar_RegM_M,C16_50_54_Mar_RegM_F,C16_50_54_Mar_RegM_P,C16_50_54_Mar_DFM_M,C16_50_54_Mar_DFM_F,C16_50_54_Mar_DFM_P,C16_50_54_N_mar_M,C16_50_54_N_mar_F,C16_50_54_N_mar_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Mar_RegM_M,C16_55_59_Mar_RegM_F,C16_55_59_Mar_RegM_P,C16_55_59_Mar_DFM_M,C16_55_59_Mar_DFM_F,C16_55_59_Mar_DFM_P,C16_55_59_N_mar_M,C16_55_59_N_mar_F,C16_55_59_N_mar_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Mar_RegM_M,C16_60_64_Mar_RegM_F,C16_60_64_Mar_RegM_P,C16_60_64_Mar_DFM_M,C16_60_64_Mar_DFM_F,C16_60_64_Mar_DFM_P,C16_60_64_N_mar_M,C16_60_64_N_mar_F,C16_60_64_N_mar_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Mar_RegM_M,C16_65_69_Mar_RegM_F,C16_65_69_Mar_RegM_P,C16_65_69_Mar_DFM_M,C16_65_69_Mar_DFM_F,C16_65_69_Mar_DFM_P,C16_65_69_N_mar_M,C16_65_69_N_mar_F,C16_65_69_N_mar_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Mar_RegM_M,C16_70_74_Mar_RegM_F,C16_70_74_Mar_RegM_P,C16_70_74_Mar_DFM_M,C16_70_74_Mar_DFM_F,C16_70_74_Mar_DFM_P,C16_70_74_N_mar_M,C16_70_74_N_mar_F,C16_70_74_N_mar_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Mar_RegM_M,C16_75_79_Mar_RegM_F,C16_75_79_Mar_RegM_P,C16_75_79_Mar_DFM_M,C16_75_79_Mar_DFM_F,C16_75_79_Mar_DFM_P,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_N_mar_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_RegM_P,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_Mar_DFM_P,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_N_mar_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Mar_RegM_M,C16_85_over_Mar_RegM_F,C16_85_over_Mar_RegM_P,C16_85_over_Mar_DFM_M,C16_85_over_Mar_DFM_F,C16_85_over_Mar_DFM_P,C16_85_over_N_mar_M,C16_85_over_N_mar_F,C16_85_over_N_mar_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Marr_reg_marr_M,C16_Tot_Marr_reg_marr_F,C16_Tot_Marr_reg_marr_P,C16_Tot_Mar_de_fa_mar_M,C16_Tot_Mar_de_fa_mar_F,C16_Tot_Mar_de_fa_mar_P,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_N_mar_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Mar_RegM_M,C21_15_19_Mar_RegM_F,C21_15_19_Mar_RegM_P,C21_15_19_Mar_DFM_M,C21_15_19_Mar_DFM_F,C21_15_19_Mar_DFM_P,C21_15_19_N_mar_M,C21_15_19_N_mar_F,C21_15_19_N_mar_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Mar_RegM_M,C21_20_24_Mar_RegM_F,C21_20_24_Mar_RegM_P,C21_20_24_Mar_DFM_M
201,8218,4349,3988,8335,77,163,241,572,825,1400,3556,3204,6756,4198,4194,8396,723,1092,1814,1066,1127,2195,2001,1775,3779,3793,3996,7786,1728,2082,3812,775,786,1561,1161,1228,2388,3662,4102,7765,2146,2426,4566,615,616,1228,1011,1159,2170,3772,4194,7964,2439,2587,5026,720,705,1424,1112,1435,2550,4274,4728,8993,2582,2744,5328,606,646,1257,1223,1578,2800,4413,4969,9380,2626,2823,5451,597,568,1165,1374,1681,3052,4591,5078,9665,2825,2832,5658,456,431,888,1300,1721,3019,4580,4991,9568,2781,2722,5505,356,299,651,1255,1679,2933,4384,4694,9086,2702,2594,5292,260,175,436,1122,1620,2734,4078,4386,8465,2051,1788,3838,133,108,241,841,1323,2163,3022,3220,6248,1416,1048,2459,86,46,133,579,1196,1780,2082,2291,4373,877,557,1436,30,17,44,427,1064,1492,1335,1632,2963,513,249,759,12,7,23,424,1343,1770,952,1601,2550,25476,25716,51194,6317,6437,12745,21695,25905,47604,53487,58054,111544,0,0,0,37,77,115,4627,4253,8879,4665,4335,8996,69,147,221,702
202,8210,4266,4059,8332,108,180,289,614,843,1456,3166,2913,6082,3886,3945,7828,705,1070,1777,980,1074,2055,1836,1706,3544,3519,3850,7367,1711,2092,3794,752,732,1487,1122,1146,2272,3584,3967,7553,2059,2341,4395,594,654,1246,946,1118,2066,3604,4109,7712,2390,2547,4941,613,647,1256,1055,1327,2380,4059,4521,8576,2459,2638,5099,610,600,1210,1236,1488,2725,4298,4730,9029,2568,2863,5424,509,501,1011,1276,1581,2855,4351,4940,9289,2786,2830,5618,403,382,785,1357,1718,3077,4545,4931,9475,2738,2646,5383,396,311,704,1218,1577,2792,4347,4533,8881,2667,2440,5104,227,227,454,1086,1554,2642,3981,4222,8200,1964,1695,3661,143,91,231,786,1251,2038,2891,3032,5929,1455,1166,2620,74,53,125,568,1107,1677,2097,2332,4428,927,589,1512,22,13,33,409,1003,1415,1354,1607,2964,565,297,861,16,9,28,469,1197,1663,1045,1498,2551,25085,25412,50501,5980,6217,12199,20770,24654,45422,51835,56285,108117,0,3,3,46,59,106,4334,4131,8467,4376,4196,8573,75,125,199,551
203,14786,7703,7244,14946,141,303,445,858,1203,2062,6723,5741,12469,7723,7249,14974,1341,2165,3503,1869,2085,3956,3913,3355,7263,7128,7600,14727,3709,4469,8179,1461,1472,2937,2218,2317,4537,7392,8260,15654,4537,4858,9396,1140,1151,2292,1684,2022,3709,7363,8028,15396,5027,5382,10414,1135,1085,2218,1924,2458,4382,8087,8921,17014,4943,5242,10187,916,960,1867,2041,2595,4635,7899,8800,16692,4831,5079,9910,783,834,1617,2156,2784,4945,7768,8701,16468,4946,5040,9985,679,615,1300,1962,2814,4773,7596,8469,16060,4926,4809,9731,521,422,943,1778,2556,4328,7219,7789,15011,4719,4462,9179,323,250,569,1494,2540,4030,6531,7247,13781,3616,3137,6755,207,166,374,1058,2110,3170,4882,5416,10302,2557,2052,4609,114,68,173,773,1977,2743,3443,4091,7527,1643,1179,2822,43,22,62,653,1811,2465,2331,3013,5351,1107,529,1630,25,17,46,783,2351,3135,1916,2894,4810,48052,48717,96765,10113,10439,20552,36809,44572,81381,94979,103724,198706,4,0,12,37,83,120,8512,7852,16366,8548,7940,16489,117,222,337,1000
204,8487,4490,4179,8671,89,202,290,603,832,1433,2831,2178,5012,3525,3210,6736,735,1146,1876,974,1037,2017,1688,1444,3138,3403,3626,7029,1647,2094,3737,796,820,1622,1094,1170,2254,3532,4081,7612,2119,2436,4562,673,712,1386,890,1109,2002,3684,4258,7940,2541,2771,5316,679,701,1380,1087,1357,2447,4311,4833,9142,2759,3018,5776,657,666,1327,1341,1593,2929,4760,5274,10034,3080,3263,6344,626,624,1247,1502,1652,3151,5206,5530,10740,3282,3572,6856,533,527,1054,1560,1766,3321,5374,5857,11232,3398,3322,6719,436,342,774,1431,1618,3051,5267,5281,10549,3287,3078,6363,323,264,588,1332,1578,2910,4941,4914,9861,2510,2171,4676,188,128,312,974,1436,2411,3665,3730,7396,1792,1350,3143,105,50,149,617,1303,1926,2517,2702,5214,1076,691,1769,37,20,62,470,1160,1638,1595,1875,3465,704,314,1019,26,22,43,512,1404,1916,1240,1733,2974,29029,29424,58453,6706,6855,13557,21774,24817,46589,57508,61095,118601,3,0,4,46,89,136,4716,4266,8981,4761,4361,9124,69,137,203,607
205,13605,7241,6614,13860,164,307,471,987,1419,2406,4569,3858,8433,5719,5589,11308,1276,1949,3224,1596,1766,3365,2770,2473,5246,5644,6186,11827,2854,3480,6335,1320,1263,2584,1842,2042,3884,6018,6782,12802,3205,3625,6827,984,1065,2044,1633,1791,3421,5816,6474,12297,3601,4087,7691,1029,1037,2059,1793,2144,3940,6426,7269,13696,4102,4546,8648,1010,1062,2071,2120,2489,4604,7233,8094,15328,4495,4970,9468,923,925,1852,2337,2616,4959,7761,8517,16271,5108,5452,10560,830,821,1660,2437,2799,5240,8377,9077,17453,5318,5410,10728,677,600,1272,2342,2808,5146,8340,8814,17154,5636,5260,10898,503,366,867,2153,2636,4790,8293,8265,16557,4378,3787,8166,276,203,478,1479,2305,3780,6132,6293,12424,3110,2268,5371,124,97,221,1134,2232,3366,4367,4596,8959,1776,1138,2916,64,42,105,830,1933,2763,2674,3107,5782,1132,520,1654,29,16,48,830,2239,3066,1988,2772,4764,46165,46798,92962,10414,10861,21278,35445,40799,76242,92020,98456,190483,0,6,6,59,143,201,7415,6927,14345,7473,7075,14548,108,204,308,1045
206,22494,10755,12155,22912,334,830,1161,2662,3848,6510,22180,25642,47827,25172,30323,55498,3569,5740,9308,9161,10453,19618,22201,22387,44591,34939,38580,73513,9777,11067,20847,8525,7543,16067,13419,14029,27445,31718,32637,64359,9420,9281,18705,4923,4070,8986,7687,8558,16244,22029,21909,43938,8066,8192,16256,3333,2762,6094,5534,6732,12266,16933,17682,34616,7527,7703,15227,2629,2167,4803,5126,6355,11486,15281,16227,31511,6544,6428,12969,1902,1563,3463,4702,5651,10354,13144,13635,26786,5784,5723,11507,1561,1230,2788,4110,5544,9657,11456,12498,23957,5089,4947,10037,1050,808,1856,3294,4772,8060,9425,10529,19953,4737,4358,9095,753,476,1228,2670,4284,6950,8161,9123,17279,3579,2958,6532,339,185,525,1898,3166,5062,5816,6307,12119,2723,2155,4882,174,94,272,1332,3044,4376,4228,5300,9532,1930,1178,3111,76,32,106,986,2718,3701,2994,3927,6918,1388,587,1972,55,27,86,1136,3031,4170,2580,3644,6228,70469,71171,141643,37295,35487,72784,106868,127822,234693,214631,234486,449115,10,15,26,123,193,315,9602,9995,19593,9729,10202,19934,224,481,701,2989
207,22355,11387,11082,22468,140,297,438,672,980,1648,12661,11254,23912,13474,12531,26003,1848,2813,4664,1968,2169,4141,7925,6787,14716,11743,11772,23518,4865,5833,10691,1536,1350,2884,3700,3448,7146,10097,10623,20721,6203,7195,13398,969,860,1829,2208,2464,4670,9377,10521,19898,7408,8233,15643,803,824,1618,1829,2726,4557,10040,11783,21822,8154,9030,17180,749,805,1554,2094,3146,5242,10998,12979,23980,7991,8074,16060,680,644,1328,1934,3267,5203,10611,11980,22592,7231,7041,14270,574,464,1042,1797,3163,4959,9606,10669,20270,6206,5952,12155,413,369,775,1461,2858,4321,8074,9181,17249,5628,5413,11041,289,258,546,1213,2807,4025,7125,8481,15612,4600,4148,8747,194,120,319,959,2602,3565,5749,6874,12631,3747,3031,6775,118,62,185,845,2717,3556,4707,5808,10519,2660,1610,4267,60,36,95,730,2691,3420,3448,4340,7788,1882,910,2784,59,18,69,1093,3627,4713,3030,4547,7576,68558,69584,138138,9130,9010,18140,51777,64584,116359,129459,143180,272640,0,0,3,26,32,63,11343,10832,22176,11371,10868,22238,110,194,299,807
208,21645,11153,10595,21751,144,380,525,728,1051,1781,10749,10119,20865,11621,11551,23171,1854,3072,4924,2411,2820,5236,6923,6100,13022,11187,11993,23185,5815,7197,13011,2277,2064,4344,3543,3542,7086,11642,12800,24442,7858,8592,16445,1645,1643,3286,2498,2768,5261,11990,13003,24997,9172,9892,19059,1485,1487,2970,2472,3365,5841,13126,14743,27865,9434,10141,19574,1428,1426,2852,2675,3872,6546,13534,15437,28970,8433,8375,16814,1103,1077,2182,2633,3754,6388,12177,13209,25386,7475,7236,14707,935,777,1713,2548,3881,6434,10958,11897,22861,6449,5957,12404,656,579,1235,2226,3620,5846,9328,10152,19478,5750,5341,11088,448,359,808,1913,3636,5547,8110,9330,17439,4268,3715,7981,285,169,447,1371,3007,4374,5919,6893,12810,3183,2460,5646,132,92,221,1051,2943,3997,4363,5500,9861,2158,1577,3733,77,44,121,876,2736,3615,3109,4355,7467,1873,882,2755,59,37,91,1303,4265,5574,3232,5185,8418,73861,74828,148689,13698,13680,27375,53899,68146,122050,141461,156649,298111,4,0,3,25,49,70,12205,11751,23957,12234,11800,24032,94,198,292,711
209,26971,14021,13096,27114,300,968,1260,803,1327,2132,14365,12704,27066,15465,15000,30459,3517,5856,9369,2759,3163,5925,10308,7814,18117,16581,16831,33408,9547,11276,20823,2709,2595,5304,5534,4725,10253,17787,18597,36384,10692,11171,21858,2027,2157,4189,3760,3874,7628,16478,17208,33681,10658,10763,21423,1902,1957,3859,3548,4213,7760,16111,16937,33043,10307,10278,20588,1590,1593,3179,3561,4642,8205,15461,16519,31976,9158,9238,18398,1272,1280,2553,3378,4638,8018,13809,15160,28973,8782,8668,17450,1020,884,1899,3098,4436,7532,12899,13984,26882,7858,7591,15441,713,549,1261,2335,3854,6189,10910,11987,22893,7164,6528,13694,423,319,743,1951,3568,5519,9537,10415,19952,5327,4432,9754,226,150,372,1328,2924,4252,6876,7501,14376,3822,2860,6684,108,73,178,1028,2842,3864,4959,5770,10730,2572,1542,4119,57,34,93,860,2635,3492,3492,4213,7703,1443,651,2089,32,16,50,1042,3040,4077,2514,3705,6216,91142,91847,182987,15676,16168,31847,70062,78889,148955,176883,186913,363793,0,7,7,39,82,117,14869,13733,28603,14912,13820,28735,214,604,809,1000
210,21661,11232,10575,21805,317,1141,1459,581,867,1448,10827,8701,19527,11721,10711,22432,2961,4951,7912,1774,1973,3741,7657,5360,13014,12388,12281,24675,7107,8333,15443,1607,1560,3166,4085,3291,7375,12800,13185,25979,7965,8071,16037,1234,1253,2484,2772,2785,5555,11972,12112,24082,7601,7742,15340,1095,1158,2252,2506,3020,5530,11203,11919,23126,7426,7591,15015,1093,1019,2109,2750,3408,6157,11271,12012,23284,7166,6872,14042,885,836,1726,2508,3358,5871,10571,11070,21640,6209,5873,12078,655,578,1235,2200,3107,5310,9062,9562,18619,5245,4977,10224,426,357,784,1709,2678,4387,7377,8010,15391,4743,4480,9218,273,207,484,1361,2538,3898,6375,7222,13601,3725,3091,6820,143,117,263,943,2182,3120,4814,5390,10200,2921,2123,5044,92,58,154,750,2150,2896,3758,4335,8094,1884,1142,3026,51,23,67,653,2126,2774,2588,3283,5875,1184,493,1679,24,6,33,810,2291,3100,2021,2791,4814,66462,66923,133390,9965,10069,20036,52718,57461,110181,129145,134458,263609,4,19,23,26,66,96,12234,11310,23548,12263,11398,23662,303,869,1168,677
211,30009,15609,14591,30200,211,483,697,916,1458,2376,13601,11768,25370,14722,13712,28436,2831,4457,7288,2892,3171,6066,8218,6460,14676,13947,14086,28032,7798,9634,17427,2451,2360,4806,4429,3910,8345,14684,15900,30580,9801,10544,20349,1828,1884,3720,3305,3257,6564,14939,15687,30626,10559,11202,21763,1820,1900,3719,3264,4097,7363,15642,17206,32846,10711,11323,22035,1828,1830,3658,3615,4662,8274,16155,17808,33962,10602,11008,21603,1473,1396,2871,3544,4667,8210,15618,17071,32687,10580,10188,20758,1138,1014,2151,3089,4536,7622,14803,15735,30539,9299,8999,18307,849,692,1539,2600,4464,7060,12755,14152,26906,8533,7774,16309,534,420,960,2147,4179,6330,11223,12372,23593,6278,5345,11620,274,207,479,1562,3633,5196,8111,9183,17293,4282,3242,7524,158,71,221,1212,3280,4491,5647,6588,12241,2630,1662,4295,57,48,97,952,2753,3706,3635,4461,8096,1590,731,2319,31,14,47,1095,3303,4401,2718,4052,6770,95712,96605,192312,16303,16573,32876,68187,79435,147620,180204,192617,372813,3,4,10,56,98,153,15392,13897,29291,15450,14007,29455,142,284,426,1036
212,46030,24178,22216,46400,745,2186,2932,1534,2289,3824,25537,20448,45988,27824,24918,52739,6285,10354,16636,3599,4089,7685,16178,11458,27633,26062,25894,51955,15101,18395,33499,3107,2975,6079,9174,6767,15940,27388,28134,55525,16947,17539,34490,2201,2199,4400,5969,5331,11298,25108,25072,50185,16351,16625,32972,2084,2126,4204,5402,6005,11411,23832,24750,48584,15698,15657,31356,2005,1954,3960,5427,6587,12014,23127,24191,47319,14662,13846,28504,1577,1479,3052,4926,6386,11313,21167,21711,42871,13260,12473,25733,1223,1148,2375,4287,6171,10463,18778,19791,38567,11402,10603,22000,883,673,1558,3570,5555,9123,15853,16832,32683,9966,9112,19071,555,444,998,2858,5269,8125,13378,14820,28196,7750,6480,14224,346,260,607,2140,4413,6558,10234,11152,21384,5805,4330,10133,175,103,277,1611,4117,5732,7590,8553,16139,3782,2284,6065,96,36,133,1233,3811,5044,5113,6133,11245,2285,994,3283,41,29,69,1461,4260,5713,3786,5284,9068,140056,140921,280980,19528,19990,39514,113832,118550,232372,273408,279463,552869,11,37,39,86,174,257,24890,23130,48018,24983,23334,48317,560,1485,2043,1982
213,39871,20589,19604,40193,674,2016,2691,1430,2145,3569,21642,17584,39226,23743,21744,45487,6060,10789,16846,4152,4809,8963,16081,11832,27911,26294,27424,53717,16426,19804,36228,4051,3944,7999,9702,7837,17539,30183,31582,61762,18485,18220,36702,3182,3230,6415,6459,6503,12959,28128,27950,56075,16095,15509,31601,2782,2741,5523,5724,6953,12675,24600,25196,49795,13849,13556,27406,2402,2247,4652,5548,7194,12745,21802,22999,44801,12554,11797,24353,1851,1619,3475,5108,6453,11557,19515,19871,39384,11252,10835,22084,1421,1187,2603,4417,6226,10645,17089,18244,35334,9900,9077,18978,928,738,1665,3698,5524,9223,14531,15336,29867,8453,7275,15729,602,464,1062,2881,4698,7579,11936,12435,24369,5813,4408,10219,308,187,487,1790,3719,5506,7910,8301,16214,3893,2661,6555,140,92,232,1266,3298,4569,5298,6057,11357,2217,1388,3606,62,36,100,1031,2906,3936,3311,4333,7640,1329,572,1904,27,19,46,1011,3079,4093,2374,3671,6048,127026,127958,254975,23425,23595,47026,106840,113195,220038,257290,264748,522041,3,28,25,75,152,230,22654,21486,44147,22740,21664,44404,458,1317,1775,1728
214,15082,7795,7448,15239,112,261,374,721,1117,1837,6124,5393,11514,6958,6765,13724,1136,1877,3013,1776,2036,3806,3695,3178,6868,6602,7086,13690,3219,4116,7333,1663,1667,3326,2193,2171,4366,7072,7951,15024,4177,4693,8876,1327,1257,2587,1868,2109,3980,7375,8063,15440,5074,5351,10425,1305,1412,2719,2179,2600,4778,8560,9369,17926,5244,5584,10831,1268,1278,2542,2413,3092,5504,8927,9951,18881,5030,5135,10162,1002,1004,2009,2509,3081,5588,8545,9214,17765,5108,5149,10254,840,764,1603,2301,3056,5353,8246,8964,17216,4845,4822,9668,625,583,1202,1963,2998,4957,7427,8396,15826,4979,4795,9776,487,376,866,1727,3034,4766,7199,8207,15404,4146,3717,7864,295,220,508,1262,2683,3949,5703,6621,12332,3002,2373,5374,158,104,265,1061,2363,3428,4222,4844,9067,1905,1273,3179,74,46,125,817,2087,2904,2801,3407,6209,1298,603,1903,54,21,75,987,2452,3437,2339,3080,5414,49277,49756,99038,11647,11998,23641,38848,47627,86477,99769,109378,209152,0,5,5,54,96,151,8327,7410,15739,8380,7513,15896,60,119,176,708
215,7890,4223,3836,8058,100,227,320,570,837,1411,2649,2112,4765,3317,3178,6497,756,1117,1873,944,955,1897,1813,1528,3340,3517,3602,7111,1574,1914,3488,667,624,1293,1055,1061,2111,3299,3596,6887,1811,2064,3875,465,497,961,928,935,1861,3210,3496,6701,2082,2370,4450,488,499,987,1024,1111,2140,3602,3982,7583,2426,2689,5115,478,493,975,1250,1312,2561,4154,4495,8651,2645,2877,5525,394,408,801,1373,1342,2713,4413,4629,9042,3005,3055,6054,374,322,696,1458,1397,2852,4827,4774,9605,2914,2847,5763,262,234,495,1329,1257,2587,4508,4338,8838,2762,2559,5318,224,152,372,1141,1308,2443,4124,4010,8137,2064,1823,3889,125,85,205,861,1225,2087,3049,3130,6180,1642,1311,2959,65,39,109,655,1280,1933,2367,2635,5002,1087,693,1785,30,23,50,461,1227,1687,1577,1944,3520,742,379,1127,17,14,25,550,1521,2074,1318,1913,3226,25627,25924,51551,5160,5292,10451,20708,22333,43044,51496,53549,105043,8,6,12,58,89,148,3842,3429,7274,3905,3521,7430,73,152,223,550
216,7425,3984,3564,7555,111,245,356,436,613,1050,2404,1845,4247,2950,2706,5655,702,1045,1748,778,788,1565,1418,1310,2735,2894,3148,6043,1519,1769,3290,535,524,1058,922,899,1822,2974,3196,6167,1629,1903,3532,414,437,851,778,840,1619,2818,3180,5998,1973,2142,4117,452,451,896,961,1048,2010,3383,3638,7022,2164,2383,4542,448,410,860,1105,1100,2207,3717,3895,7609,2348,2489,4834,394,420,812,1106,1184,2287,3847,4086,7936,2493,2452,4938,327,284,609,1102,1121,2223,3919,3858,7777,2394,2384,4774,241,240,477,947,1153,2100,3585,3771,7361,2288,2128,4414,186,146,335,870,1101,1966,3343,3377,6717,1814,1639,3457,130,82,209,693,924,1613,2639,2644,5280,1418,1066,2483,64,42,110,518,965,1480,1997,2074,4068,880,592,1474,29,14,45,391,968,1360,1300,1573,2874,598,294,889,19,16,31,360,1019,1380,970,1324,2297,22323,22547,44875,4465,4539,9008,17533,18955,36484,44323,46039,90364,0,10,8,31,68,102,3789,3314,7108,3825,3390,7218,79,168,247,480
217,6617,3537,3202,6731,66,110,176,464,678,1145,2334,1722,4055,2860,2507,5372,507,801,1306,782,773,1552,1411,1083,2493,2701,2651,5349,1170,1529,2703,550,566,1117,857,827,1683,2581,2925,5507,1554,1771,3318,482,453,930,733,731,1460,2766,2953,5715,1899,2041,3938,440,437,873,847,920,1764,3178,3395,6581,2069,2342,4407,432,461,889,974,1109,2078,3463,3913,7376,2342,2482,4824,416,409,831,1061,1166,2229,3820,4059,7880,2432,2480,4909,342,336,674,1090,1222,2319,3863,4038,7904,2450,2379,4825,290,234,527,992,1134,2122,3732,3751,7479,2369,2152,4524,168,117,285,850,1066,1912,3382,3336,6722,1706,1458,3161,90,58,149,643,998,1642,2439,2510,4946,1202,984,2183,46,29,74,472,1015,1491,1717,2033,3749,795,505,1296,22,12,34,352,985,1338,1171,1502,2667,488,243,729,18,11,29,379,1133,1512,885,1382,2272,21043,21274,42314,4561,4666,9222,16506,18215,34722,42104,44154,86253,0,0,0,33,75,107,3399,3091,6487,3432,3163,6596,32,74,111,468
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,13497,7114,6568,13684,149,288,438,713,1017,1728,4914,4165,9079,5769,5473,11244,1109,1705,2816,1265,1485,2752,2681,2166,4840,5059,5352,10409,2859,3665,6524,1250,1190,2441,1777,1547,3323,5888,6406,12292,3707,4363,8065,944,963,1909,1397,1586,2981,6052,6910,12957,4756,5050,9803,946,962,1910,1493,1901,3398,7193,7916,15110,4620,5187,9811,880,873,1754,1574,2059,3637,7070,8128,15200,4827,4836,9667,733,732,1468,1562,2141,3703,7124,7716,14840,4505,4543,9044,585,579,1169,1478,2063,3542,6568,7184,13756,4117,3973,8084,426,356,780,1320,1979,3300,5859,6300,12167,3807,3527,7341,343,232,570,1172,1984,3155,5323,5743,11067,2955,2457,5412,167,144,308,807,1709,2517,3924,4310,8234,1975,1421,3391,89,56,147,595,1524,2120,2660,3002,5656,1132,707,1839,46,23,74,506,1312,1818,1679,2046,3723,718,337,1056,20,12,38,567,1550,2124,1308,1904,3214,41235,42069,83303,8467,8755,17221,28899,34135,63033,78603,84957,163557,0,3,3,66,99,171,7438,6710,14149,7505,6815,14321,87,168,257,748
