SA4_CODE_2021,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Pre_sch_C21_M,Pre_sch_C21_F,Pre_sch_C21_P,Prim_Govt_C11_M,Prim_Govt_C11_F,Prim_Govt_C11_P,Prim_Govt_C16_M,Prim_Govt_C16_F,Prim_Govt_C16_P,Prim_Govt_C21_M,Prim_Govt_C21_F,Prim_Govt_C21_P,Prim_Cath_C11_M,Prim_Cath_C11_F,Prim_Cath_C11_P,Prim_Cath_C16_M,Prim_Cath_C16_F,Prim_Cath_C16_P,Prim_Cath_C21_M,Prim_Cath_C21_F,Prim_Cath_C21_P,Pri_Oth_No_Gov_C11_M,Pri_Oth_No_Gov_C11_F,Pri_Oth_No_Gov_C11_P,Pri_Oth_No_Gov_C16_M,Pri_Oth_No_Gov_C16_F,Pri_Oth_No_Gov_C16_P,Pri_Oth_No_Gov_C21_M,Pri_Oth_No_Gov_C21_F,Pri_Oth_No_Gov_C21_P,Primary_Tot_Prim_C11_M,Primary_Tot_Prim_C11_F,Primary_Tot_Prim_C11_P,Primary_Tot_Prim_C16_M,Primary_Tot_Prim_C16_F,Primary_Tot_Prim_C16_P,Primary_Tot_Prim_C21_M,Primary_Tot_Prim_C21_F,Primary_Tot_Prim_C21_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Govern_C21_M,Sec_Govern_C21_F,Sec_Govern_C21_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Catholic_C21_M,Sec_Catholic_C21_F,Sec_Catholic_C21_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Oth_Non_Gov_C21_M,Sec_Oth_Non_Gov_C21_F,Sec_Oth_Non_Gov_C21_P,Sec_Tot_Sec_C11_M,Sec_Tot_Sec_C11_F,Sec_Tot_Sec_C11_P,Sec_Tot_Sec_C16_M,Sec_Tot_Sec_C16_F,Sec_Tot_Sec_C16_P,Sec_Tot_Sec_C21_M,Sec_Tot_Sec_C21_F,Sec_Tot_Sec_C21_P,Tert_Voc_TPTP_FTS_15_24_C11_M,Tert_Voc_TPTP_FTS_15_24_C11_F,Tert_Voc_TPTP_FTS_15_24_C11_P,Tert_Voc_TPTP_FTS_15_24_C16_M,Tert_Voc_TPTP_FTS_15_24_C16_F,Tert_Voc_TPTP_FTS_15_24_C16_P,Tert_Voc_TPTP_FTS_15_24_C21_M,Tert_Voc_TPTP_FTS_15_24_C21_F,Tert_Voc_TPTP_FTS_15_24_C21_P,Tert_Voc_TPTP_FTS_25ove_C11_M,Tert_Voc_TPTP_FTS_25ove_C11_F,Tert_Voc_TPTP_FTS_25ove_C11_P,Tert_Voc_TPTP_FTS_25ove_C16_M,Tert_Voc_TPTP_FTS_25ove_C16_F,Tert_Voc_TPTP_FTS_25ove_C16_P,Tert_Voc_TPTP_FTS_25ove_C21_M,Tert_Voc_TPTP_FTS_25ove_C21_F,Tert_Voc_TPTP_FTS_25ove_C21_P,Tert_Voc_TPTP_PTS_15_24_C11_M,Tert_Voc_TPTP_PTS_15_24_C11_F,Tert_Voc_TPTP_PTS_15_24_C11_P,Tert_Voc_TPTP_PTS_15_24_C16_M,Tert_Voc_TPTP_PTS_15_24_C16_F,Tert_Voc_TPTP_PTS_15_24_C16_P,Tert_Voc_TPTP_PTS_15_24_C21_M,Tert_Voc_TPTP_PTS_15_24_C21_F,Tert_Voc_TPTP_PTS_15_24_C21_P,Tert_Voc_TPTP_PTS_25ov_C11_M,Tert_Voc_TPTP_PTS_25ov_C11_F,Tert_Voc_TPTP_PTS_25ov_C11_P,Tert_Voc_TPTP_PTS_25ov_C16_M,Tert_Voc_TPTP_PTS_25ov_C16_F,Tert_Voc_TPTP_PTS_25ov_C16_P,Tert_Voc_TPTP_PTS_25ov_C21_M,Tert_Voc_TPTP_PTS_25ov_C21_F,Tert_Voc_TPTP_PTS_25ov_C21_P,Tert_Voc_F_Pt_stu_st_ns_C11_M,Tert_Voc_F_Pt_stu_st_ns_C11_F,Tert_Voc_F_Pt_stu_st_ns_C11_P,Tert_Voc_F_Pt_stu_st_ns_C16_M,Tert_Voc_F_Pt_stu_st_ns_C16_F,Tert_Voc_F_Pt_stu_st_ns_C16_P,Tert_Voc_F_Pt_stu_st_ns_C21_M,Tert_Voc_F_Pt_stu_st_ns_C21_F,Tert_Voc_F_Pt_stu_st_ns_C21_P,Tert_Voc_Tot_C11_M,Tert_Voc_Tot_C11_F,Tert_Voc_Tot_C11_P,Tert_Voc_Tot_C16_M,Tert_Voc_Tot_C16_F,Tert_Voc_Tot_C16_P,Tert_Voc_Tot_C21_M,Tert_Voc_Tot_C21_F,Tert_Voc_Tot_C21_P,Tert_U_Ft_s_15_24_C11_M,Tert_U_Ft_s_15_24_C11_F,Tert_U_Ft_s_15_24_C11_P,Tert_U_Ft_s_15_24_C16_M,Tert_U_Ft_s_15_24_C16_F,Tert_U_Ft_s_15_24_C16_P,Tert_U_Ft_s_15_24_C21_M,Tert_U_Ft_s_15_24_C21_F,Tert_U_Ft_s_15_24_C21_P,Tert_U_Ft_s_25over_C11_M,Tert_U_Ft_s_25over_C11_F,Tert_U_Ft_s_25over_C11_P,Tert_U_Ft_s_25over_C16_M,Tert_U_Ft_s_25over_C16_F,Tert_U_Ft_s_25over_C16_P,Tert_U_Ft_s_25over_C21_M,Tert_U_Ft_s_25over_C21_F,Tert_U_Ft_s_25over_C21_P,Tert_U_Pt_s_15_24_C11_M,Tert_U_Pt_s_15_24_C11_F,Tert_U_Pt_s_15_24_C11_P,Tert_U_Pt_s_15_24_C16_M,Tert_U_Pt_s_15_24_C16_F,Tert_U_Pt_s_15_24_C16_P,Tert_U_Pt_s_15_24_C21_M,Tert_U_Pt_s_15_24_C21_F,Tert_U_Pt_s_15_24_C21_P,Tert_U_Pt_s_25over_C11_M,Tert_U_Pt_s_25over_C11_F,Tert_U_Pt_s_25over_C11_P,Tert_U_Pt_s_25over_C16_M,Tert_U_Pt_s_25over_C16_F,Tert_U_Pt_s_25over_C16_P,Tert_U_Pt_s_25over_C21_M,Tert_U_Pt_s_25over_C21_F,Tert_U_Pt_s_25over_C21_P,Tert_U_F_Pt_s_s_ns_C11_M,Tert_U_F_Pt_s_s_ns_C11_F,Tert_U_F_Pt_s_s_ns_C11_P,Tert_U_F_Pt_s_s_ns_C16_M,Tert_U_F_Pt_s_s_ns_C16_F,Tert_U_F_Pt_s_s_ns_C16_P,Tert_U_F_Pt_s_s_ns_C21_M,Tert_U_F_Pt_s_s_ns_C21_F,Tert_U_F_Pt_s_s_ns_C21_P,Tert_U_Tot_C11_M,Tert_U_Tot_C11_F,Tert_U_Tot_C11_P,Tert_U_Tot_C16_M,Tert_U_Tot_C16_F,Tert_U_Tot_C16_P,Tert_U_Tot_C21_M,Tert_U_Tot_C21_F,Tert_U_Tot_C21_P,Tert_Tot_Tert_C11_M,Tert_Tot_Tert_C11_F,Tert_Tot_Tert_C11_P,Tert_Tot_Tert_C16_M,Tert_Tot_Tert_C16_F,Tert_Tot_Tert_C16_P,Tert_Tot_Tert_C21_M,Tert_Tot_Tert_C21_F,Tert_Tot_Tert_C21_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F
197,0,0,0,0,0,0,0,0,0,3,0,3,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,8,16,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,6,6,0,0,0,0,0
199,37,39,76,34,17,53,37,31,72,155,138,295,81,104,184,109,126,237,19,14,33,13,9,20,14,12,30,25,17,39,19,19,35,20,17,36,197,174,367,112,136,245,146,161,310,121,118,238,64,34,97,73,93,167,16,13,29,7,8,18,15,15,34,16,14,29,12,18,29,19,8,29,157,145,299,77,55,136,107,124,229,37,39,75,20,23,41,13,16,31,21,31,57,14,25,43,11,34,46,29,34,64,26,13,47,16,20,31,38,71,104,28,50,81,38,54,96,4,0,7,6,0,6,0,0,0,130,175,306,100,120,215,84,123,205,99,135,230,103,126,233,37,60,96,60,60,121,66,74,134,25,50,74,10,11,29,7,11,18,10,7,17,44,65,111,26,44,69,23,44,67,0,7,8,0,8,3,0,0,3,207,281,490,202,256,465,97,158,254,342,456,793,306,379,678,176,286,459,24,32
201,1286,1202,2485,1269,1226,2497,1844,1747,3590,3965,3684,7657,4343,4018,8363,4606,4174,8781,1476,1484,2957,1658,1665,3324,1842,1812,3653,515,511,1023,631,648,1278,717,755,1470,5957,5677,11633,6627,6333,12958,7175,6750,13924,2573,2681,5245,2380,2393,4771,2795,2811,5604,1549,1320,2863,1606,1468,3071,1699,1611,3310,978,1000,1985,957,1027,1986,1149,1279,2432,5095,5002,10090,4939,4886,9824,5653,5699,11355,249,268,512,229,209,436,236,236,470,108,182,293,87,155,238,189,315,502,455,234,686,348,221,571,589,321,909,404,628,1030,330,455,791,610,922,1535,15,8,23,20,10,31,6,10,13,1230,1316,2541,1016,1052,2070,1632,1801,3435,1335,1924,3261,1314,1788,3104,974,1592,2559,392,594,986,449,699,1147,436,802,1236,109,149,260,157,237,399,155,237,391,483,928,1410,527,1034,1566,596,1323,1919,14,12,30,12,10,27,10,11,18,2334,3610,5943,2461,3772,6232,2166,3960,6129,3562,4927,8490,3476,4823,8305,3802,5768,9572,143,189
202,1167,1089,2260,1270,1104,2374,1761,1619,3380,3945,3697,7644,4265,3991,8255,4588,4303,8891,1373,1348,2721,1548,1476,3027,1834,1721,3557,476,476,950,526,529,1057,540,534,1081,5796,5524,11321,6341,5994,12330,6969,6566,13535,2919,2955,5884,2895,2838,5737,3169,3026,6201,1029,1102,2130,1183,1115,2300,1299,1328,2632,694,758,1450,731,763,1491,826,867,1693,4654,4814,9462,4809,4719,9531,5296,5233,10529,351,316,670,253,302,554,279,352,628,120,194,317,135,257,390,231,426,656,484,292,774,382,234,618,579,329,904,455,810,1262,305,522,829,581,849,1430,14,19,35,13,10,16,8,9,20,1421,1625,3047,1094,1321,2411,1673,1965,3640,930,1586,2515,921,1596,2514,758,1361,2120,243,467,712,286,518,804,299,594,888,61,150,211,100,162,261,111,189,303,411,801,1218,390,833,1221,456,1192,1649,10,7,19,5,19,21,4,13,16,1654,3016,4670,1706,3122,4824,1628,3347,4976,3077,4638,7721,2802,4443,7243,3305,5321,8629,118,170
203,2229,1991,4217,2441,2174,4613,3927,3486,7408,7246,6659,13902,7890,7509,15398,9191,8579,17771,2012,2009,4015,2434,2366,4801,2952,3025,5975,1133,1123,2254,1307,1242,2547,1459,1338,2791,10385,9793,20173,11630,11116,22748,13621,12947,26566,4703,4249,8946,4579,3973,8547,5111,4604,9712,1833,2345,4174,2237,2696,4931,2712,3190,5901,2063,1814,3879,2349,2076,4426,2571,2273,4842,8593,8407,17006,9161,8753,17914,10397,10073,20474,612,639,1250,483,567,1050,533,621,1156,219,424,649,219,455,676,482,749,1236,899,532,1428,810,443,1254,1281,653,1932,964,1334,2293,730,994,1724,1307,1713,3015,24,30,59,13,20,33,17,8,32,2720,2955,5677,2262,2471,4736,3622,3744,7372,2093,2739,4831,2898,3561,6457,2857,3957,6809,549,883,1430,989,1197,2193,1217,1584,2799,193,301,495,315,438,750,413,608,1023,708,1344,2052,844,1682,2528,1204,2493,3701,20,25,40,16,34,47,15,16,34,3564,5294,8857,5060,6914,11975,5701,8664,14368,6286,8248,14536,7324,9386,16707,9342,12424,21762,291,297
204,1425,1269,2697,1351,1278,2631,1774,1723,3498,4311,4187,8498,4367,4091,8463,4609,4307,8920,1722,1728,3445,1962,1789,3755,1973,1937,3909,458,490,952,610,685,1301,623,631,1252,6491,6406,12896,6944,6576,13515,7212,6889,14098,3504,3409,6907,3168,3037,6207,3150,3101,6251,1549,1603,3152,1548,1604,3153,1731,1764,3502,579,654,1229,697,758,1450,875,952,1824,5636,5663,11294,5411,5399,10807,5757,5823,11581,403,350,748,356,305,661,377,365,737,164,284,449,130,272,398,228,433,665,689,411,1106,584,369,944,761,490,1252,593,1214,1804,402,752,1156,614,1203,1817,24,15,39,13,14,23,17,8,27,1875,2277,4151,1487,1703,3192,1997,2501,4498,319,708,1025,341,664,1011,379,746,1123,121,287,408,149,368,513,204,480,687,68,145,210,71,150,220,83,189,273,365,766,1133,366,938,1308,495,1116,1609,5,6,13,4,12,15,4,8,13,888,1904,2789,931,2137,3070,1162,2543,3706,2759,4178,6941,2420,3841,6258,3167,5050,8217,307,140
205,2106,1919,4020,1976,1870,3846,2940,2667,5606,7340,6978,14317,7709,7214,14925,8193,7586,15780,1989,1973,3957,2161,2167,4325,2316,2295,4612,777,850,1628,940,912,1858,1056,954,2008,10112,9799,19908,10806,10297,21102,11580,10842,22417,5291,5104,10392,4908,4862,9775,5472,5225,10695,1937,2051,3987,1900,1957,3858,1949,2119,4066,1224,1332,2562,1098,1242,2337,1226,1321,2545,8456,8494,16948,7908,8057,15967,8644,8667,17309,401,573,976,345,438,782,327,431,760,164,446,609,147,409,562,210,565,770,995,747,1741,751,473,1223,1041,700,1738,754,1469,2223,512,991,1508,861,1735,2597,41,28,68,16,19,36,28,17,44,2356,3266,5617,1778,2334,4108,2465,3448,5911,599,1129,1727,716,1229,1945,706,1365,2068,216,472,690,270,665,932,351,834,1186,125,235,358,120,265,392,133,322,461,469,1123,1591,503,1347,1849,609,1710,2317,11,12,19,3,16,22,15,19,28,1415,2968,4381,1623,3523,5144,1812,4254,6062,3771,6231,10004,3399,5853,9252,4283,7703,11984,230,241
206,3121,3038,6164,3408,3248,6653,4535,4318,8851,6915,6360,13271,8952,8278,17232,9808,9378,19186,2670,2739,5405,2780,2888,5670,2637,2486,5120,1770,1984,3752,1865,2089,3952,1754,1922,3672,11348,11081,22424,13597,13255,26851,14217,13808,28022,3921,3555,7473,4878,4493,9370,6260,5815,12069,1860,2132,3992,1969,2222,4193,1998,2142,4138,2549,2776,5321,2763,3128,5889,3099,3482,6573,8329,8459,16790,9608,9843,19451,11360,11445,22807,1673,1642,3312,1428,1509,2939,1488,1516,3009,1255,1412,2669,1639,2073,3717,2405,3113,5518,727,521,1250,646,483,1136,1021,725,1747,1802,2137,3936,1751,2052,3805,3404,4297,7702,52,38,91,32,45,81,15,18,38,5515,5751,11263,5508,6163,11668,8342,9672,18013,12176,15116,27292,18360,23697,42060,13689,17361,31057,5084,5960,11050,7834,8851,16687,7420,8833,16249,817,1186,2004,1053,1448,2495,1500,1921,3428,4545,6942,11484,4814,7147,11964,5547,8515,14066,110,113,215,90,106,193,56,59,113,22737,29307,52049,32151,41253,73400,28209,36690,64905,28253,35059,63309,37657,47417,85072,36593,46397,82987,885,1145
207,3160,3005,6163,3029,2810,5838,3692,3375,7068,8535,7697,16234,9810,8832,18637,10117,9335,19449,2956,2711,5667,2853,2645,5499,2362,2191,4555,1723,2071,3788,1721,2077,3793,1841,2231,4078,13217,12474,25688,14377,13560,27933,14342,13772,28117,5224,4883,10108,5816,5503,11324,6535,5896,12427,2634,2352,4979,2748,2564,5316,2884,2566,5446,4341,4702,9042,4281,4786,9063,4772,5235,10007,12195,11940,24130,12848,12854,25700,14199,13708,27904,1186,872,2053,859,583,1450,722,507,1228,505,649,1159,613,760,1369,813,1012,1820,682,306,993,530,216,746,768,318,1089,794,1084,1879,773,962,1734,1305,1859,3161,30,25,59,16,21,35,17,12,20,3202,2940,6141,2789,2541,5329,3618,3708,7323,8362,8995,17357,10246,10230,20478,8676,9073,17746,2070,1980,4060,2890,2976,5869,2493,2660,5156,613,734,1347,772,810,1580,993,976,1970,1753,2623,4371,1807,2571,4378,1995,2805,4805,76,81,152,44,68,113,22,33,60,12875,14411,27281,15765,16659,32421,14179,15548,29731,16075,17350,33424,18550,19199,37747,17818,19272,37095,362,424
208,3960,3590,7551,3924,3547,7472,4897,4614,9515,9013,8464,17477,10466,9907,20377,10942,10367,21314,3381,3387,6767,3756,3550,7311,3244,3114,6363,3002,3046,6048,3312,3390,6697,3198,3094,6293,15394,14890,30285,17532,16855,34383,17408,16599,34009,4622,4133,8754,4958,4771,9728,6222,5762,11977,2698,2768,5464,2979,3042,6024,3311,3360,6667,4735,4566,9302,5454,5251,10707,6024,5892,11918,12056,11465,23519,13387,13062,26452,15568,15041,30612,1035,834,1870,768,598,1366,770,599,1372,476,635,1110,438,683,1120,575,896,1471,919,369,1287,705,295,994,987,429,1415,943,1366,2304,820,1109,1929,1365,1975,3337,54,32,89,20,17,38,12,8,22,3421,3233,6656,2746,2702,5447,3717,3906,7618,5749,6701,12448,7261,8254,15509,6892,7802,14697,1413,1626,3043,2055,2455,4520,1865,2277,4140,501,602,1101,658,730,1390,849,926,1777,1720,2747,4463,1782,2856,4636,1997,3268,5271,50,53,102,40,67,111,13,24,42,9432,11718,21151,11801,14361,26160,11617,14305,25922,12852,14951,27807,14552,17063,31612,15352,18225,33580,434,394
209,4073,3755,7824,4483,4207,8688,6958,6198,13154,11734,10800,22538,14871,13651,28521,16781,15578,32360,4593,4421,9017,4932,4833,9773,5326,5257,10584,1297,1311,2602,1333,1412,2746,1630,1653,3279,17625,16539,34166,21135,19896,41033,23781,22532,46311,8415,7912,16327,9210,8457,17670,11144,10312,21453,3861,4135,7996,4399,4454,8853,4629,4707,9340,1918,2077,3992,1929,1971,3896,2217,2346,4557,14194,14130,28326,15538,14879,30421,18012,17379,35399,1443,1239,2679,1104,1069,2176,1325,1081,2410,604,859,1462,685,1094,1782,1194,1665,2860,1624,671,2300,1370,550,1927,1961,790,2748,1281,1633,2909,1253,1576,2831,2145,2809,4951,78,55,141,50,23,70,35,21,53,5032,4455,9488,4463,4317,8777,6657,6367,13028,5500,6928,12423,7349,8604,15958,6063,7900,13964,1859,2102,3965,2985,3185,6164,2571,3272,5843,442,675,1119,671,804,1472,717,954,1665,1599,2603,4197,1821,2914,4734,2158,3826,5979,60,67,127,44,64,107,37,31,66,9457,12378,21833,12869,15566,28440,11530,15987,27513,14490,16830,31321,17333,19885,37218,18225,22384,40601,693,735
210,2687,2523,5211,3100,2805,5904,5338,4866,10208,8096,7487,15585,9701,8818,18519,11890,10979,22863,3880,3689,7566,4444,4257,8696,5004,4834,9843,1556,1646,3200,1958,2013,3969,2601,2729,5330,13538,12820,26356,16099,15086,31193,19535,18572,38103,6185,6262,12451,6801,6626,13430,8015,7406,15417,2960,2965,5927,3217,3171,6385,3712,3755,7471,2009,2069,4076,2193,2263,4452,2834,2953,5789,11151,11296,22452,12206,12055,24255,14586,14148,28726,1210,1044,2252,1013,811,1824,1412,1009,2417,514,654,1172,559,827,1387,1155,1487,2643,1179,552,1733,973,445,1417,1475,592,2067,855,1148,2004,851,1063,1916,1664,2381,4044,52,44,96,46,35,77,36,22,56,3813,3446,7262,3442,3173,6619,5739,5488,11235,2799,3635,6436,4377,5031,9409,4320,5745,10057,702,902,1602,1482,1569,3057,1569,2021,3589,294,446,746,446,601,1050,560,670,1232,832,1356,2184,1056,1731,2784,1296,2374,3667,34,48,79,39,46,87,19,35,57,4656,6391,11043,7411,8976,16387,7763,10841,18600,8466,9841,18306,10855,12150,23004,13532,16370,29900,602,619
211,4593,4139,8731,4512,4192,8707,6218,5618,11836,14896,13697,28592,15626,14539,30161,16579,15262,31845,3286,3370,6654,3324,3285,6608,3066,3030,6089,2134,2100,4234,2257,2038,4296,2205,2199,4414,20312,19166,39476,21202,19870,41069,21874,20514,42390,10015,10197,20212,10068,9768,19835,10692,10053,20748,3655,3428,7087,3780,3555,7335,3752,3567,7321,3462,3527,6983,3517,3558,7078,3746,3536,7284,17128,17154,34284,17367,16880,34250,18204,17172,35383,1486,1472,2949,991,1047,2037,943,1032,1972,480,709,1191,532,790,1319,670,1090,1758,2387,1032,3415,1909,731,2642,2307,963,3275,1570,2118,3687,1363,1753,3109,2002,2960,4961,86,45,132,44,29,72,29,18,46,6005,5373,11382,4837,4351,9186,5947,6067,12015,4549,5734,10281,5575,6369,11942,5205,6362,11570,869,1389,2258,1344,1893,3241,1418,2061,3477,469,719,1188,653,858,1510,792,987,1777,1608,2701,4309,1587,2939,4520,1913,3441,5355,55,52,99,27,56,84,19,26,47,7550,10589,18139,9192,12106,21295,9348,12877,22226,13555,15961,29518,14027,16454,30483,15325,18973,34293,445,564
212,5706,5374,11083,6416,5875,12291,10215,9237,19455,18760,17250,36009,22880,21331,44208,27931,25860,53791,5437,5415,10856,6242,6128,12368,6297,6123,12420,2988,3017,6002,3677,3722,7394,4436,4614,9049,27188,25681,52866,32796,31176,63968,38723,36665,75393,14980,13284,28269,16124,14734,30857,18895,17585,36482,4559,4986,9552,5124,5456,10574,5758,6071,11834,4094,4312,8406,4645,4697,9341,5294,5321,10613,23638,22586,46224,25888,24886,50770,30011,29017,59031,2791,2312,5105,2469,2216,4684,2490,2385,4877,1358,1708,3066,1391,1936,3323,2365,3123,5480,2328,1218,3545,2003,993,2998,2836,1359,4195,2139,2923,5064,2000,2756,4754,3600,5309,8911,114,97,218,81,53,136,48,29,80,8732,8270,17001,7937,7951,15892,11344,12205,23541,9338,10233,19568,13891,14707,28595,12296,13887,26180,2362,2492,4847,4111,4320,8432,4365,5112,9470,647,935,1575,1006,1280,2289,1219,1503,2727,1978,2752,4731,2157,3299,5457,2801,4505,7304,133,117,250,92,101,191,74,49,118,14456,16528,30982,21257,23711,44970,20745,25056,45801,23185,24795,47984,29196,31665,60858,32144,37319,69463,1275,1395
213,5281,5058,10337,6519,6153,12675,10940,10144,21083,16262,15020,31281,21627,20009,41638,28017,25863,53882,6502,6712,13215,7743,7899,15643,8784,8821,17606,2539,2474,5009,3274,3365,6643,4521,4687,9207,25303,24203,49506,32646,31269,63917,41402,39428,80836,11933,10999,22937,13916,13094,27014,17602,16053,33651,5019,5707,10727,5650,6543,12192,6333,7181,13508,2763,2732,5495,3032,3019,6047,4059,4161,8218,19716,19440,39160,22599,22658,45259,28041,27427,55471,2120,1849,3969,1766,1556,3319,2469,1828,4295,1192,1348,2538,1186,1808,3000,2550,3097,5641,1859,879,2741,1575,763,2335,2404,1079,3480,1693,2224,3913,1709,2266,3971,3307,5063,8372,120,79,208,73,61,131,40,38,82,6985,6382,13371,6308,6452,12763,10767,11103,21874,5887,7207,13098,9576,10127,19704,8994,11187,20185,2023,2405,4429,3682,4108,7792,3849,5054,8901,656,897,1545,910,1173,2080,1151,1343,2494,2223,3405,5630,2551,3850,6403,2885,4877,7754,95,87,181,84,104,189,50,55,110,10887,13996,24887,16792,19373,36166,16931,22517,39446,17880,20378,38257,23099,25827,48923,27759,33677,61433,1390,1608
214,2548,2287,4835,2538,2277,4811,3491,3141,6633,8572,7771,16341,9114,8725,17838,9644,9009,18652,1476,1402,2872,1636,1574,3214,1597,1499,3095,1155,1205,2364,1184,1179,2365,1046,1078,2119,11200,10373,21578,11934,11485,23418,12298,11589,23888,5418,5300,10713,5528,5161,10692,6288,5814,12100,1442,1443,2883,1577,1608,3178,1755,1762,3518,1692,1930,3622,1752,1871,3623,1835,1975,3803,8556,8672,17225,8861,8641,17495,9884,9561,19448,653,661,1316,462,576,1038,540,638,1177,229,383,603,253,461,709,344,732,1071,1319,564,1884,1037,486,1522,1319,522,1843,897,1440,2330,729,1123,1852,1052,1666,2720,41,27,65,25,28,53,14,13,24,3130,3072,6201,2509,2670,5172,3269,3569,6838,1244,1872,3116,1633,2341,3973,1712,2606,4318,310,583,892,377,801,1175,429,965,1392,141,301,444,197,324,520,253,429,685,591,1202,1800,667,1516,2181,852,1847,2700,24,18,39,17,21,38,8,19,32,2307,3978,6288,2887,5001,7894,3259,5870,9127,5435,7053,12492,5396,7666,13065,6542,9446,15992,324,270
215,1235,1106,2341,1185,1059,2243,1543,1463,2999,4595,4321,8916,4324,3955,8284,4246,3848,8092,1106,1116,2222,1199,1182,2380,1298,1346,2647,411,388,799,468,452,911,471,478,948,6110,5826,11936,5985,5590,11578,6016,5680,11697,4112,3927,8043,3564,3460,7024,3464,3268,6734,923,1035,1962,966,1027,1995,750,889,1634,183,179,358,205,230,439,337,350,687,5220,5141,10356,4734,4725,9457,4551,4515,9065,194,257,455,176,185,355,178,242,423,89,180,269,88,147,233,128,258,382,440,322,763,357,243,606,516,298,810,427,624,1054,335,483,817,414,867,1283,17,12,31,17,7,27,11,15,17,1170,1393,2568,970,1068,2036,1243,1681,2920,202,481,675,246,542,786,283,545,826,71,252,323,111,275,391,130,329,457,61,123,190,72,151,225,64,141,206,244,567,819,219,605,830,236,716,950,0,8,9,6,15,20,3,6,14,590,1434,2018,642,1597,2245,715,1734,2449,1760,2823,4582,1616,2667,4280,1969,3413,5377,123,135
216,999,919,1916,991,903,1898,1432,1235,2668,3656,3412,7065,3594,3217,6807,3638,3276,6910,1494,1420,2913,1597,1593,3192,1655,1776,3431,287,238,522,326,316,638,320,304,621,5433,5069,10499,5512,5129,10643,5621,5360,10976,2832,2895,5728,2362,2237,4598,2195,2127,4324,1231,1269,2498,1473,1435,2901,1722,1669,3390,443,463,909,543,493,1034,555,566,1117,4500,4632,9136,4373,4161,8531,4469,4371,8846,203,258,462,147,236,377,162,233,395,82,220,300,103,227,323,124,318,435,541,286,828,425,250,675,612,397,1009,382,668,1045,264,553,821,448,822,1270,20,9,31,10,12,22,21,13,32,1221,1441,2662,946,1288,2232,1365,1780,3145,178,410,593,282,504,789,310,600,912,72,159,233,91,242,335,127,317,439,49,106,155,44,141,181,56,151,206,203,444,652,178,503,681,252,660,913,5,6,12,5,7,13,3,9,10,506,1134,1641,598,1403,2004,752,1732,2481,1731,2576,4306,1547,2689,4234,2119,3522,5639,106,144
217,993,931,1915,940,838,1786,1262,1218,2474,3368,3081,6451,3257,2857,6120,3010,2761,5774,1414,1474,2894,1582,1600,3180,1706,1647,3350,355,343,699,309,265,565,280,257,541,5138,4902,10041,5152,4715,9868,5000,4677,9675,2725,2533,5254,2342,2167,4508,2299,2163,4468,1366,1468,2832,1296,1435,2728,1364,1506,2868,422,404,828,341,342,683,417,370,786,4512,4405,8919,3973,3944,7918,4080,4040,8116,171,270,441,149,198,348,146,214,357,54,175,227,34,146,176,119,259,382,477,309,789,357,217,569,558,337,890,400,823,1225,257,528,786,449,705,1151,19,19,42,13,12,27,11,8,21,1121,1606,2724,808,1100,1909,1287,1517,2806,332,645,977,271,532,805,230,507,738,115,275,387,120,234,356,140,299,440,43,94,138,45,109,149,54,112,162,193,493,693,224,525,749,275,657,928,9,5,12,3,8,8,0,9,12,689,1517,2201,660,1405,2065,693,1581,2277,1813,3113,4930,1472,2512,3975,1982,3101,5087,85,116
