SA4_CODE_2021,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Pre_sch_C21_M,Pre_sch_C21_F,Pre_sch_C21_P,Prim_Govt_C11_M,Prim_Govt_C11_F,Prim_Govt_C11_P,Prim_Govt_C16_M,Prim_Govt_C16_F,Prim_Govt_C16_P,Prim_Govt_C21_M,Prim_Govt_C21_F,Prim_Govt_C21_P,Prim_Cath_C11_M,Prim_Cath_C11_F,Prim_Cath_C11_P,Prim_Cath_C16_M,Prim_Cath_C16_F,Prim_Cath_C16_P,Prim_Cath_C21_M,Prim_Cath_C21_F,Prim_Cath_C21_P,Pri_Oth_No_Gov_C11_M,Pri_Oth_No_Gov_C11_F,Pri_Oth_No_Gov_C11_P,Pri_Oth_No_Gov_C16_M,Pri_Oth_No_Gov_C16_F,Pri_Oth_No_Gov_C16_P,Pri_Oth_No_Gov_C21_M,Pri_Oth_No_Gov_C21_F,Pri_Oth_No_Gov_C21_P,Primary_Tot_Prim_C11_M,Primary_Tot_Prim_C11_F,Primary_Tot_Prim_C11_P,Primary_Tot_Prim_C16_M,Primary_Tot_Prim_C16_F,Primary_Tot_Prim_C16_P,Primary_Tot_Prim_C21_M,Primary_Tot_Prim_C21_F,Primary_Tot_Prim_C21_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Govern_C21_M,Sec_Govern_C21_F,Sec_Govern_C21_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Catholic_C21_M,Sec_Catholic_C21_F,Sec_Catholic_C21_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Oth_Non_Gov_C21_M,Sec_Oth_Non_Gov_C21_F,Sec_Oth_Non_Gov_C21_P,Sec_Tot_Sec_C11_M,Sec_Tot_Sec_C11_F,Sec_Tot_Sec_C11_P,Sec_Tot_Sec_C16_M,Sec_Tot_Sec_C16_F,Sec_Tot_Sec_C16_P,Sec_Tot_Sec_C21_M,Sec_Tot_Sec_C21_F,Sec_Tot_Sec_C21_P,Tert_Voc_TPTP_FTS_15_24_C11_M,Tert_Voc_TPTP_FTS_15_24_C11_F,Tert_Voc_TPTP_FTS_15_24_C11_P,Tert_Voc_TPTP_FTS_15_24_C16_M,Tert_Voc_TPTP_FTS_15_24_C16_F,Tert_Voc_TPTP_FTS_15_24_C16_P,Tert_Voc_TPTP_FTS_15_24_C21_M,Tert_Voc_TPTP_FTS_15_24_C21_F,Tert_Voc_TPTP_FTS_15_24_C21_P,Tert_Voc_TPTP_FTS_25ove_C11_M,Tert_Voc_TPTP_FTS_25ove_C11_F,Tert_Voc_TPTP_FTS_25ove_C11_P,Tert_Voc_TPTP_FTS_25ove_C16_M,Tert_Voc_TPTP_FTS_25ove_C16_F,Tert_Voc_TPTP_FTS_25ove_C16_P,Tert_Voc_TPTP_FTS_25ove_C21_M,Tert_Voc_TPTP_FTS_25ove_C21_F,Tert_Voc_TPTP_FTS_25ove_C21_P,Tert_Voc_TPTP_PTS_15_24_C11_M,Tert_Voc_TPTP_PTS_15_24_C11_F,Tert_Voc_TPTP_PTS_15_24_C11_P,Tert_Voc_TPTP_PTS_15_24_C16_M,Tert_Voc_TPTP_PTS_15_24_C16_F,Tert_Voc_TPTP_PTS_15_24_C16_P,Tert_Voc_TPTP_PTS_15_24_C21_M,Tert_Voc_TPTP_PTS_15_24_C21_F,Tert_Voc_TPTP_PTS_15_24_C21_P,Tert_Voc_TPTP_PTS_25ov_C11_M,Tert_Voc_TPTP_PTS_25ov_C11_F,Tert_Voc_TPTP_PTS_25ov_C11_P,Tert_Voc_TPTP_PTS_25ov_C16_M,Tert_Voc_TPTP_PTS_25ov_C16_F,Tert_Voc_TPTP_PTS_25ov_C16_P,Tert_Voc_TPTP_PTS_25ov_C21_M,Tert_Voc_TPTP_PTS_25ov_C21_F,Tert_Voc_TPTP_PTS_25ov_C21_P,Tert_Voc_F_Pt_stu_st_ns_C11_M,Tert_Voc_F_Pt_stu_st_ns_C11_F,Tert_Voc_F_Pt_stu_st_ns_C11_P,Tert_Voc_F_Pt_stu_st_ns_C16_M,Tert_Voc_F_Pt_stu_st_ns_C16_F,Tert_Voc_F_Pt_stu_st_ns_C16_P,Tert_Voc_F_Pt_stu_st_ns_C21_M,Tert_Voc_F_Pt_stu_st_ns_C21_F,Tert_Voc_F_Pt_stu_st_ns_C21_P,Tert_Voc_Tot_C11_M,Tert_Voc_Tot_C11_F,Tert_Voc_Tot_C11_P,Tert_Voc_Tot_C16_M,Tert_Voc_Tot_C16_F,Tert_Voc_Tot_C16_P,Tert_Voc_Tot_C21_M,Tert_Voc_Tot_C21_F,Tert_Voc_Tot_C21_P,Tert_U_Ft_s_15_24_C11_M,Tert_U_Ft_s_15_24_C11_F,Tert_U_Ft_s_15_24_C11_P,Tert_U_Ft_s_15_24_C16_M,Tert_U_Ft_s_15_24_C16_F,Tert_U_Ft_s_15_24_C16_P,Tert_U_Ft_s_15_24_C21_M,Tert_U_Ft_s_15_24_C21_F,Tert_U_Ft_s_15_24_C21_P,Tert_U_Ft_s_25over_C11_M,Tert_U_Ft_s_25over_C11_F,Tert_U_Ft_s_25over_C11_P,Tert_U_Ft_s_25over_C16_M,Tert_U_Ft_s_25over_C16_F,Tert_U_Ft_s_25over_C16_P,Tert_U_Ft_s_25over_C21_M,Tert_U_Ft_s_25over_C21_F,Tert_U_Ft_s_25over_C21_P,Tert_U_Pt_s_15_24_C11_M,Tert_U_Pt_s_15_24_C11_F,Tert_U_Pt_s_15_24_C11_P,Tert_U_Pt_s_15_24_C16_M,Tert_U_Pt_s_15_24_C16_F,Tert_U_Pt_s_15_24_C16_P,Tert_U_Pt_s_15_24_C21_M,Tert_U_Pt_s_15_24_C21_F,Tert_U_Pt_s_15_24_C21_P,Tert_U_Pt_s_25over_C11_M,Tert_U_Pt_s_25over_C11_F,Tert_U_Pt_s_25over_C11_P,Tert_U_Pt_s_25over_C16_M,Tert_U_Pt_s_25over_C16_F,Tert_U_Pt_s_25over_C16_P,Tert_U_Pt_s_25over_C21_M,Tert_U_Pt_s_25over_C21_F,Tert_U_Pt_s_25over_C21_P,Tert_U_F_Pt_s_s_ns_C11_M,Tert_U_F_Pt_s_s_ns_C11_F,Tert_U_F_Pt_s_s_ns_C11_P,Tert_U_F_Pt_s_s_ns_C16_M,Tert_U_F_Pt_s_s_ns_C16_F,Tert_U_F_Pt_s_s_ns_C16_P,Tert_U_F_Pt_s_s_ns_C21_M,Tert_U_F_Pt_s_s_ns_C21_F,Tert_U_F_Pt_s_s_ns_C21_P,Tert_U_Tot_C11_M,Tert_U_Tot_C11_F,Tert_U_Tot_C11_P,Tert_U_Tot_C16_M,Tert_U_Tot_C16_F,Tert_U_Tot_C16_P,Tert_U_Tot_C21_M,Tert_U_Tot_C21_F,Tert_U_Tot_C21_P,Tert_Tot_Tert_C11_M,Tert_Tot_Tert_C11_F,Tert_Tot_Tert_C11_P,Tert_Tot_Tert_C16_M,Tert_Tot_Tert_C16_F,Tert_Tot_Tert_C16_P,Tert_Tot_Tert_C21_M,Tert_Tot_Tert_C21_F,Tert_Tot_Tert_C21_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F
509,1004,1042,2044,845,715,1567,964,915,1876,4981,4657,9639,4327,4204,8532,3927,3702,7629,670,668,1334,696,673,1363,688,707,1400,529,549,1074,572,599,1169,589,608,1203,6177,5867,12043,5593,5475,11063,5212,5024,10238,2559,2314,4873,2948,2741,5690,2928,2754,5685,310,386,696,377,359,739,437,464,901,591,498,1084,632,634,1265,653,793,1441,3456,3199,6658,3955,3734,7690,4021,4013,8042,199,215,416,195,157,353,195,174,366,82,202,294,65,150,215,78,197,279,385,293,679,301,251,553,454,246,700,364,975,1346,267,668,935,294,801,1091,11,18,24,8,10,18,9,5,16,1049,1704,2754,843,1240,2076,1031,1425,2450,119,188,308,152,256,405,151,286,438,59,167,227,71,190,257,88,225,314,25,71,92,39,80,121,45,127,175,196,509,700,176,483,666,195,632,826,5,8,12,5,4,12,0,6,3,399,942,1342,442,1011,1453,482,1276,1754,1450,2650,4095,1285,2249,3531,1505,2696,4204,129,93
510,681,621,1305,685,598,1284,842,751,1587,3313,3082,6390,3394,3234,6624,3549,3331,6880,749,768,1515,636,625,1263,671,606,1275,154,138,290,173,184,358,205,161,362,4213,3976,8195,4206,4045,8252,4419,4109,8534,1212,1022,2229,1862,1635,3496,1890,1846,3735,298,323,622,309,327,637,386,394,785,89,91,182,106,102,207,110,148,259,1601,1433,3031,2278,2060,4338,2389,2388,4777,93,56,151,63,46,110,92,77,172,41,59,101,56,62,120,70,101,171,211,200,406,165,162,321,199,161,356,409,614,1021,409,568,975,353,639,988,16,6,22,10,20,27,8,0,10,767,930,1701,698,855,1555,729,977,1700,32,120,152,35,88,131,44,116,155,47,134,181,74,150,226,68,190,255,33,82,111,14,60,71,26,61,86,335,505,845,357,565,926,263,546,806,0,7,8,10,0,7,0,4,4,453,848,1295,490,870,1361,400,911,1311,1222,1777,3001,1190,1726,2920,1126,1890,3017,42,35
511,966,930,1897,745,700,1442,961,985,1951,4067,4021,8092,3839,3633,7471,3471,3165,6636,1020,974,1992,984,1027,2012,910,907,1818,524,533,1064,498,483,984,433,462,899,5617,5527,11146,5323,5146,10467,4824,4552,9372,1840,1770,3614,2233,2085,4319,2127,1987,4116,800,877,1681,922,999,1919,883,950,1833,396,461,853,459,482,941,413,426,839,3037,3104,6145,3612,3566,7178,3428,3372,6796,159,153,311,134,179,312,157,183,334,47,127,171,49,150,204,96,135,233,421,269,691,263,281,542,398,281,689,337,642,979,282,676,955,405,841,1243,14,9,24,12,11,21,6,6,16,978,1200,2183,737,1292,2024,1060,1450,2505,183,182,365,161,200,356,121,211,328,91,153,243,139,190,324,124,241,364,41,95,136,38,100,139,45,104,144,260,492,756,248,561,812,264,620,880,6,8,10,0,8,9,8,4,11,588,923,1515,578,1057,1637,554,1174,1731,1569,2129,3693,1320,2343,3664,1620,2629,4244,48,58
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0,9,0,9,3,0,3,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,5,0,5,5,0,10,9,0,8,12,0,10,7,0,6,13,0,17,0,0
599,10,14,22,11,3,22,22,18,41,69,64,137,45,45,97,94,92,181,10,8,17,10,0,14,13,7,22,21,26,44,13,17,26,23,17,35,100,96,196,75,67,142,121,114,243,33,13,48,20,26,49,39,47,83,0,0,0,0,6,7,4,3,6,6,8,13,6,4,7,9,4,19,47,17,66,28,30,56,51,55,109,4,5,11,3,5,10,13,11,16,14,3,15,14,11,26,9,18,33,11,8,13,0,8,10,11,6,15,19,13,34,9,14,24,7,25,34,3,0,3,0,0,0,0,0,0,51,32,78,35,38,74,44,59,99,31,29,63,31,35,63,14,25,42,13,23,40,21,14,33,13,17,31,0,11,8,0,4,5,0,3,9,26,24,47,10,16,30,15,25,46,0,0,0,0,0,0,3,0,3,69,88,162,65,63,129,52,68,122,117,123,240,99,108,203,96,130,224,8,12
601,895,875,1764,859,850,1706,1662,1564,3223,6169,5571,11740,6907,6282,13190,7234,6525,13759,2009,1983,3998,2040,2150,4192,2131,2278,4409,1051,994,2045,1090,1073,2160,1131,1133,2266,9235,8549,17784,10043,9502,19544,10508,9944,20455,3571,3276,6847,3879,3433,7307,4083,3779,7860,1522,1774,3294,1656,1816,3471,1822,2003,3823,1227,1246,2475,1270,1253,2516,1481,1383,2864,6327,6291,12617,6802,6500,13304,7391,7173,14563,870,832,1700,626,628,1251,541,517,1054,267,414,686,283,469,749,1262,1288,2556,717,422,1139,580,358,937,832,456,1291,742,1088,1831,634,959,1591,1423,1449,2875,29,31,56,20,20,42,19,13,37,2624,2797,5415,2140,2431,4569,4072,3733,7808,2161,2502,4663,2307,2601,4901,1984,2399,4382,859,997,1853,1253,1330,2578,1569,1855,3421,225,292,515,231,329,559,300,416,716,897,1698,2591,1003,1947,2947,1255,2295,3546,19,14,36,11,22,34,14,9,21,4155,5498,9657,4799,6220,11026,5116,6972,12087,6775,8293,15072,6940,8650,15595,9203,10719,19923,142,211
602,646,596,1240,576,510,1084,885,848,1734,4464,4398,8867,4600,4319,8915,4706,4367,9075,783,762,1546,790,813,1604,851,806,1653,665,642,1303,653,629,1276,734,722,1457,5915,5799,11713,6041,5761,11798,6293,5898,12192,2800,2700,5504,2611,2498,5110,2833,2737,5567,705,718,1420,711,708,1423,778,775,1553,805,776,1578,766,781,1550,852,815,1669,4316,4199,8507,4094,3991,8080,4464,4331,8791,568,606,1168,458,446,903,218,261,480,208,340,548,202,316,522,346,465,807,452,253,709,330,282,612,509,302,812,468,653,1117,341,651,994,636,770,1404,18,17,33,15,11,28,9,13,25,1712,1867,3577,1342,1707,3049,1720,1818,3529,1004,1212,2216,1081,1158,2235,721,988,1699,456,570,1022,503,547,1051,507,697,1202,72,173,247,91,146,236,125,206,335,377,840,1212,380,893,1272,469,947,1415,6,13,22,4,12,18,0,3,9,1917,2804,4718,2062,2751,4812,1825,2840,4660,3626,4669,8293,3406,4457,7862,3541,4661,8198,113,133
603,145,133,283,108,111,228,185,207,389,1279,1178,2455,1130,1025,2156,1074,1110,2186,220,236,456,268,270,535,311,315,618,88,134,223,127,127,254,131,121,249,1596,1546,3135,1520,1421,2947,1518,1540,3050,693,604,1298,690,596,1285,724,649,1371,165,196,359,216,204,418,214,217,431,135,93,226,108,97,210,152,138,290,992,896,1883,1009,898,1913,1092,1005,2094,133,106,238,117,112,228,48,64,116,16,44,60,26,39,58,58,64,127,94,53,150,69,43,115,129,79,207,104,145,249,81,149,230,160,217,376,4,0,4,3,3,6,10,0,8,356,352,705,298,345,645,407,428,838,45,95,143,68,98,172,76,117,192,28,63,92,40,90,127,71,105,172,5,9,16,11,11,22,16,30,47,63,182,245,75,193,271,100,256,352,0,5,3,0,4,4,0,3,3,148,350,499,196,399,599,265,506,771,505,704,1206,489,745,1242,678,936,1613,34,48
604,493,418,917,388,329,714,586,547,1134,3581,3381,6962,3557,3397,6949,3529,3411,6939,818,851,1669,914,826,1736,898,813,1712,405,367,770,393,373,768,383,419,803,4804,4597,9406,4866,4598,9458,4818,4647,9461,2320,2174,4498,2155,2103,4259,2397,2341,4733,677,729,1405,658,668,1320,627,676,1303,342,334,671,296,262,559,316,311,630,3340,3234,6569,3108,3027,6132,3348,3334,6679,451,602,1051,373,439,811,227,216,439,88,245,333,81,205,284,168,225,395,421,294,713,309,203,513,429,258,691,374,627,1011,283,445,727,399,613,1007,23,8,37,8,3,13,8,8,15,1367,1773,3142,1054,1302,2352,1226,1319,2550,139,308,451,173,341,518,199,450,647,99,215,315,108,237,347,160,320,485,38,87,125,35,86,126,48,111,158,260,459,721,243,546,779,318,645,965,0,4,6,4,5,7,4,8,9,541,1076,1614,561,1214,1775,724,1532,2256,1906,2846,4753,1609,2512,4128,1956,2862,4813,70,103
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,8,0,3,3,0,0,0,0,0
699,9,0,10,4,0,5,9,5,9,8,19,29,9,10,19,27,15,41,0,0,0,3,0,4,3,0,4,0,0,0,3,4,4,0,3,3,11,25,33,14,14,26,28,18,53,10,7,24,8,4,9,8,19,30,0,3,3,0,3,3,4,0,7,0,0,0,0,3,3,0,0,3,17,11,24,8,13,17,13,19,33,0,9,11,3,6,7,6,0,9,0,4,3,3,0,3,0,4,4,0,0,5,0,5,6,8,9,9,3,5,12,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,15,18,25,5,9,17,21,23,35,6,11,17,4,7,18,0,4,3,7,4,12,12,3,13,8,3,9,0,0,0,0,0,0,0,4,0,3,9,7,0,3,9,4,16,14,0,0,0,0,0,0,0,0,0,15,28,39,17,18,34,13,22,32,25,41,68,25,26,54,30,39,68,0,3
701,924,857,1774,1019,993,2009,1350,1272,2621,3576,3509,7093,4092,3867,7957,4626,4401,9030,608,658,1264,797,679,1471,699,705,1401,655,709,1364,878,860,1740,774,844,1616,4840,4878,9722,5771,5394,11166,6113,5952,12064,2582,2294,4879,2518,2378,4899,2791,2804,5590,457,419,877,603,586,1190,744,701,1444,825,871,1693,871,945,1821,796,811,1604,3865,3583,7449,3996,3915,7909,4333,4317,8648,94,57,156,108,88,195,172,141,312,67,104,170,102,139,243,331,352,680,269,182,447,247,195,438,308,229,532,338,463,807,436,722,1164,620,982,1602,6,4,11,14,16,27,11,5,10,774,816,1592,907,1159,2067,1431,1706,3134,434,661,1097,692,827,1518,675,950,1628,365,573,936,603,917,1515,796,1250,2043,213,355,565,209,345,557,213,364,579,745,1595,2343,889,1801,2692,971,2049,3020,12,16,26,11,19,32,8,11,18,1764,3199,4960,2401,3911,6313,2665,4622,7288,2538,4017,6550,3306,5066,8375,4106,6334,10440,105,105
702,781,770,1554,851,843,1695,853,764,1619,4183,3849,8037,3720,3434,7158,3788,3422,7210,674,645,1326,589,564,1151,588,566,1156,405,376,778,406,414,817,362,365,728,5259,4874,10138,4713,4415,9123,4746,4358,9110,1597,1526,3122,1727,1597,3324,1628,1584,3215,451,455,900,478,397,878,381,412,794,527,603,1128,533,557,1085,505,431,934,2572,2577,5150,2732,2552,5285,2514,2424,4935,61,26,89,52,34,87,41,31,78,59,75,135,36,69,105,65,82,144,143,129,275,94,78,173,109,86,202,262,356,613,183,378,563,266,421,681,5,7,10,10,6,14,5,4,8,530,591,1122,376,567,941,481,624,1106,43,86,125,33,102,139,60,117,179,73,133,204,100,177,277,121,246,370,51,101,152,34,91,124,34,103,137,383,815,1201,358,809,1169,392,806,1195,6,0,7,4,12,15,4,6,10,552,1138,1688,534,1185,1719,610,1275,1881,1080,1728,2813,910,1745,2656,1093,1904,2995,115,129
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
799,4,0,5,3,0,4,5,8,14,23,19,45,21,24,49,56,38,101,0,0,0,6,3,5,0,0,3,6,10,14,0,5,8,13,7,27,31,24,56,30,32,61,77,57,132,0,4,4,3,3,8,12,16,26,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,10,11,17,0,4,4,9,3,16,26,24,48,0,0,0,15,4,25,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,4,12,6,11,3,6,5,4,8,15,0,0,0,0,0,0,0,0,0,9,4,17,23,11,36,9,11,21,6,4,8,6,0,6,0,0,4,7,4,5,0,6,5,13,4,16,0,0,0,0,0,0,0,0,0,4,10,15,3,9,9,4,15,25,0,0,0,0,0,0,0,0,0,9,18,35,12,10,21,20,24,46,20,26,45,37,22,60,20,39,68,0,0
801,2789,2413,5196,3112,2794,5899,4604,4236,8837,8525,8064,16586,10711,9997,20712,12985,12045,25029,3826,3621,7446,4221,3904,8120,4517,4212,8725,1818,1844,3664,2000,1965,3964,2180,2264,4442,14164,13524,27692,16934,15870,32801,19702,18545,38251,6318,6047,12369,6906,6699,13604,8459,7690,16158,3332,3297,6631,3293,3075,6368,3652,3461,7118,2034,2056,4098,2068,2145,4211,2232,2403,4632,11688,11411,23095,12267,11913,24183,14353,13576,27930,786,828,1616,601,602,1204,720,660,1382,427,633,1063,595,776,1370,1064,1137,2198,1438,892,2334,1181,765,1945,1558,964,2518,1756,2331,4091,1439,2157,3594,2465,3222,5689,37,23,58,25,25,45,19,14,30,4448,4714,9160,3832,4319,8159,5833,5992,11821,6692,7259,13954,8134,8989,17125,7624,9093,16718,2354,2188,4543,3376,3118,6499,3185,3511,6698,677,944,1623,763,975,1742,1135,1474,2619,3514,4555,8070,3678,5095,8773,4248,5894,10141,59,35,93,44,49,96,28,25,61,13300,14986,28282,15991,18234,34229,16224,20007,36225,17746,19697,37442,19829,22556,42381,22083,26026,48106,485,290
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,3,5,0,7,3,0,8,8,4,12,12,10,17,6,5,9,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,22,8,9,18,6,5,9,3,8,12,0,0,4,9,23,36,0,0,5,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,6,12,17,4,0,4,11,25,37,0,0,9,0,0,0,0,4,8,6,4,11,0,3,3,0,0,3,0,3,3,5,0,5,0,0,0,0,6,5,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,12,8,18,5,8,8,9,14,21,13,13,28,11,15,30,11,6,21,10,4,10,15,12,18,4,4,9,0,0,0,0,0,0,3,5,5,8,3,11,0,9,6,0,0,8,0,0,0,0,0,0,0,0,0,26,25,55,31,33,64,14,18,35,43,33,73,32,37,71,23,31,54,10,3
901,19,17,41,47,29,78,46,33,81,94,98,193,181,167,341,185,167,358,0,0,0,0,0,0,0,0,0,8,5,12,4,0,4,0,0,0,104,104,207,177,167,346,189,167,353,65,60,130,115,123,239,116,110,230,0,4,0,0,0,4,0,5,4,0,0,3,3,6,11,0,0,3,67,64,135,112,137,247,116,119,234,0,3,3,0,0,0,4,0,7,0,0,0,6,5,10,5,3,7,5,0,5,8,4,6,9,10,17,4,10,17,7,12,15,16,28,41,0,0,0,0,0,0,0,0,0,9,15,20,19,12,33,33,38,72,0,0,3,0,3,0,0,8,11,5,4,3,4,3,9,0,6,6,0,0,0,0,0,0,0,10,5,6,13,20,9,17,26,8,16,28,0,0,0,0,0,0,0,0,3,11,24,30,17,20,36,20,37,57,13,36,52,32,35,69,52,80,131,8,0
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0
