SA4_CODE_2021,C21_20_24_Mar_DFM_F,C21_20_24_Mar_DFM_P,C21_20_24_N_mar_M,C21_20_24_N_mar_F,C21_20_24_N_mar_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_29_Mar_RegM_M,C21_25_29_Mar_RegM_F,C21_25_29_Mar_RegM_P,C21_25_29_Mar_DFM_M,C21_25_29_Mar_DFM_F,C21_25_29_Mar_DFM_P,C21_25_29_N_mar_M,C21_25_29_N_mar_F,C21_25_29_N_mar_P,C21_25_29_Tot_M,C21_25_29_Tot_F,C21_25_29_Tot_P,C21_30_34_Mar_RegM_M,C21_30_34_Mar_RegM_F,C21_30_34_Mar_RegM_P,C21_30_34_Mar_DFM_M,C21_30_34_Mar_DFM_F,C21_30_34_Mar_DFM_P,C21_30_34_N_mar_M,C21_30_34_N_mar_F,C21_30_34_N_mar_P,C21_30_34_Tot_M,C21_30_34_Tot_F,C21_30_34_Tot_P,C21_35_39_Mar_RegM_M,C21_35_39_Mar_RegM_F,C21_35_39_Mar_RegM_P,C21_35_39_Mar_DFM_M,C21_35_39_Mar_DFM_F,C21_35_39_Mar_DFM_P,C21_35_39_N_mar_M,C21_35_39_N_mar_F,C21_35_39_N_mar_P,C21_35_39_Tot_M,C21_35_39_Tot_F,C21_35_39_Tot_P,C21_40_44_Mar_RegM_M,C21_40_44_Mar_RegM_F,C21_40_44_Mar_RegM_P,C21_40_44_Mar_DFM_M,C21_40_44_Mar_DFM_F,C21_40_44_Mar_DFM_P,C21_40_44_N_mar_M,C21_40_44_N_mar_F,C21_40_44_N_mar_P,C21_40_44_Tot_M,C21_40_44_Tot_F,C21_40_44_Tot_P,C21_45_49_Mar_RegM_M,C21_45_49_Mar_RegM_F,C21_45_49_Mar_RegM_P,C21_45_49_Mar_DFM_M,C21_45_49_Mar_DFM_F,C21_45_49_Mar_DFM_P,C21_45_49_N_mar_M,C21_45_49_N_mar_F,C21_45_49_N_mar_P,C21_45_49_Tot_M,C21_45_49_Tot_F,C21_45_49_Tot_P,C21_50_54_Mar_RegM_M,C21_50_54_Mar_RegM_F,C21_50_54_Mar_RegM_P,C21_50_54_Mar_DFM_M,C21_50_54_Mar_DFM_F,C21_50_54_Mar_DFM_P,C21_50_54_N_mar_M,C21_50_54_N_mar_F,C21_50_54_N_mar_P,C21_50_54_Tot_M,C21_50_54_Tot_F,C21_50_54_Tot_P,C21_55_59_Mar_RegM_M,C21_55_59_Mar_RegM_F,C21_55_59_Mar_RegM_P,C21_55_59_Mar_DFM_M,C21_55_59_Mar_DFM_F,C21_55_59_Mar_DFM_P,C21_55_59_N_mar_M,C21_55_59_N_mar_F,C21_55_59_N_mar_P,C21_55_59_Tot_M,C21_55_59_Tot_F,C21_55_59_Tot_P,C21_60_64_Mar_RegM_M,C21_60_64_Mar_RegM_F,C21_60_64_Mar_RegM_P,C21_60_64_Mar_DFM_M,C21_60_64_Mar_DFM_F,C21_60_64_Mar_DFM_P,C21_60_64_N_mar_M,C21_60_64_N_mar_F,C21_60_64_N_mar_P,C21_60_64_Tot_M,C21_60_64_Tot_F,C21_60_64_Tot_P,C21_65_69_Mar_RegM_M,C21_65_69_Mar_RegM_F,C21_65_69_Mar_RegM_P,C21_65_69_Mar_DFM_M,C21_65_69_Mar_DFM_F,C21_65_69_Mar_DFM_P,C21_65_69_N_mar_M,C21_65_69_N_mar_F,C21_65_69_N_mar_P,C21_65_69_Tot_M,C21_65_69_Tot_F,C21_65_69_Tot_P,C21_70_74_Mar_RegM_M,C21_70_74_Mar_RegM_F,C21_70_74_Mar_RegM_P,C21_70_74_Mar_DFM_M,C21_70_74_Mar_DFM_F,C21_70_74_Mar_DFM_P,C21_70_74_N_mar_M,C21_70_74_N_mar_F,C21_70_74_N_mar_P,C21_70_74_Tot_M,C21_70_74_Tot_F,C21_70_74_Tot_P,C21_75_79_Mar_RegM_M,C21_75_79_Mar_RegM_F,C21_75_79_Mar_RegM_P,C21_75_79_Mar_DFM_M,C21_75_79_Mar_DFM_F,C21_75_79_Mar_DFM_P,C21_75_79_N_mar_M,C21_75_79_N_mar_F,C21_75_79_N_mar_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Mar_RegM_M,C21_80_84_Mar_RegM_F,C21_80_84_Mar_RegM_P,C21_80_84_Mar_DFM_M,C21_80_84_Mar_DFM_F,C21_80_84_Mar_DFM_P,C21_80_84_N_mar_M,C21_80_84_N_mar_F,C21_80_84_N_mar_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Mar_RegM_M,C21_85_over_Mar_RegM_F,C21_85_over_Mar_RegM_P,C21_85_over_Mar_DFM_M,C21_85_over_Mar_DFM_F,C21_85_over_Mar_DFM_P,C21_85_over_N_mar_M,C21_85_over_N_mar_F,C21_85_over_N_mar_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Marr_reg_marr_M,C21_Tot_Marr_reg_marr_F,C21_Tot_Marr_reg_marr_P,C21_Tot_Mar_de_fa_mar_M,C21_Tot_Mar_de_fa_mar_F,C21_Tot_Mar_de_fa_mar_P,C21_Tot_N_mar_M,C21_Tot_N_mar_F,C21_Tot_N_mar_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
204,906,1515,3038,2375,5410,3710,3422,7128,626,927,1551,1343,1495,2833,2102,1789,3892,4069,4210,8276,1690,2164,3855,1204,1145,2347,1427,1336,2764,4316,4649,8965,2321,2679,4992,906,932,1837,1128,1287,2412,4352,4893,9246,2479,2763,5243,726,838,1561,1121,1322,2441,4325,4915,9241,2730,2961,5694,780,803,1583,1315,1597,2913,4825,5363,10190,2939,3194,6131,801,807,1609,1556,1795,3352,5295,5800,11096,3368,3515,6890,672,677,1348,1677,1878,3555,5718,6067,11789,3553,3842,7395,575,538,1111,1792,2075,3869,5924,6454,12371,3703,3508,7208,439,310,749,1636,1976,3607,5779,5792,11570,3499,3124,6623,304,234,539,1437,1912,3351,5236,5275,10508,2383,1961,4348,157,97,257,959,1637,2599,3502,3701,7201,1472,946,2419,74,39,116,639,1366,2006,2195,2352,4544,852,377,1229,22,20,43,607,1600,2202,1481,1996,3480,31689,32098,63790,8654,8932,17591,25144,28203,53348,65495,69229,134721
205,1511,2557,5005,4122,9124,6152,5833,11989,1022,1614,2641,2316,2494,4812,3471,3113,6583,6813,7224,14039,2791,3545,6340,1926,2032,3960,2340,2382,4712,7050,7953,15009,3747,4292,8044,1441,1405,2847,1958,2231,4184,7143,7932,15071,3741,3996,7738,1106,1162,2266,1899,2174,4075,6749,7331,14081,4021,4425,8443,1157,1172,2328,2106,2541,4645,7286,8131,15421,4439,4957,9401,1182,1225,2409,2493,2959,5450,8123,9136,17260,5050,5636,10690,1091,1018,2107,2776,3199,5979,8923,9854,18772,5970,6322,12292,962,922,1885,2860,3514,6375,9796,10759,20555,6229,6115,12344,753,619,1372,2765,3490,6254,9745,10216,19968,6106,5417,11527,534,380,911,2515,3277,5796,9157,9077,18233,4231,3398,7629,254,206,455,1509,2694,4202,5995,6287,12284,2616,1631,4245,100,61,160,1035,2324,3354,3750,4008,7755,1369,627,1997,50,26,75,1013,2478,3485,2424,3131,5562,51449,52176,103629,13972,14368,28339,41161,47406,88568,106580,113956,220540
206,4132,7117,19643,21686,41329,22856,26292,49142,2160,3583,5744,11004,12605,23613,23428,24337,47765,36596,40527,77115,7698,9368,17065,11928,10805,22738,16011,16286,32293,35634,36461,72095,9938,10379,20317,6946,5609,12555,9838,10577,20422,26721,26565,53291,8745,8613,17356,4187,3219,7403,6504,7460,13959,19433,19289,38722,8007,7971,15974,2954,2341,5302,5519,7025,12544,16482,17336,33819,7725,7743,15462,2344,1920,4268,5419,6764,12184,15483,16426,31913,6732,6450,13186,1821,1417,3239,4889,5993,10883,13447,13864,27312,6057,5774,11830,1370,1026,2397,4122,5671,9795,11558,12462,24024,5056,4693,9752,871,693,1564,3175,4881,8058,9101,10267,19369,4600,4164,8760,606,396,998,2585,4522,7109,7789,9080,16867,3360,2631,5991,309,151,462,1703,3449,5158,5377,6240,11613,2303,1579,3883,130,60,188,1167,3077,4243,3595,4712,8310,1731,703,2428,50,17,67,1175,3696,4870,2952,4413,7373,74339,74136,148478,47630,44590,92218,114783,135407,250196,236760,254138,490893
207,1096,1906,11943,10548,22492,12858,11837,24697,1053,1719,2775,2540,2963,5503,8186,6641,14826,11782,11314,23096,4228,5508,9732,2351,2110,4454,4295,3883,8177,10872,11492,22366,6884,7899,14785,1247,1245,2489,2662,2999,5659,10791,12142,22933,7650,8185,15833,943,871,1820,2099,2825,4923,10691,11882,22574,8055,8578,16633,820,748,1562,2124,3327,5451,10996,12650,23647,8241,8680,16922,762,734,1489,2405,3639,6044,11406,13050,24459,7823,7671,15495,649,566,1220,2100,3511,5610,10575,11753,22326,7081,6775,13855,539,378,914,1819,3367,5190,9444,10515,19956,6076,5845,11922,339,278,619,1497,3086,4584,7919,9209,17124,5599,5305,10906,224,189,414,1233,3188,4414,7052,8682,15733,4387,3745,8132,154,98,253,1037,3066,4110,5581,6910,12488,3280,2314,5589,81,30,111,920,3125,4038,4283,5461,9744,2476,1106,3587,49,26,69,1277,4121,5399,3796,5255,9056,72944,73516,146468,11522,11358,22886,54937,68150,123096,139408,153028,292439
208,1084,1796,10841,9851,20694,11644,11136,22782,1021,1794,2818,3187,3780,6970,7614,6175,13788,11827,11750,23576,4462,6012,10474,3596,3444,7045,4013,3835,7846,12071,13296,25369,8131,9178,17307,2326,2141,4462,2699,3274,5976,13157,14590,27744,8970,9451,18425,1691,1625,3315,2482,3367,5853,13146,14447,27593,9646,10036,19681,1583,1483,3070,2713,3956,6671,13944,15485,29428,9628,9944,19571,1408,1350,2760,3031,4416,7448,14070,15705,29778,8319,8042,16356,1055,967,2019,2820,4197,7014,12190,13200,25394,7337,6943,14281,858,635,1489,2567,4232,6803,10758,11812,22574,6256,5851,12103,588,519,1106,2120,3975,6094,8959,10341,19300,5700,5157,10857,430,293,729,1877,4076,5953,8010,9528,17540,4076,3343,7421,219,152,367,1363,3490,4854,5657,6983,12637,2774,1869,4649,93,53,144,1028,3125,4157,3902,5045,8947,2053,969,3028,72,34,104,1335,4377,5710,3465,5380,8845,78470,78798,157272,17854,17598,35450,58719,74099,132824,155043,170494,325536
209,1390,2394,14778,12692,27474,15995,14683,30676,2336,4170,6509,3627,4419,8044,11428,8455,19888,17389,17045,34435,8470,11020,19489,4370,4273,8647,6733,5635,12366,19580,20932,40507,12880,13830,26707,2940,2880,5823,4692,4549,9242,20511,21260,41775,11927,11850,23775,2210,2167,4382,3795,4477,8276,17935,18493,36430,10980,10903,21883,1856,1821,3681,4050,4946,8998,16886,17675,34560,10372,10139,20510,1534,1480,3015,3994,5188,9179,15902,16808,32705,9226,9140,18368,1153,1049,2205,3618,5074,8692,13998,15265,29261,8729,8474,17200,886,718,1604,3267,4955,8222,12876,14149,27031,7611,7262,14879,557,418,976,2451,4339,6797,10622,12028,22651,6879,6067,12947,313,235,548,2013,4078,6086,9200,10377,19579,4901,3800,8699,178,106,281,1376,3358,4727,6450,7261,13708,3061,1912,4976,52,38,90,1044,3051,4094,4161,5000,9159,1976,883,2867,32,20,51,1183,3503,4689,3197,4408,7605,99556,100063,199620,20757,21110,41865,79299,88032,167330,199612,209201,408811
210,1066,1747,12315,10042,22356,13294,11975,25274,2484,4692,7176,2634,2986,5623,9605,6474,16077,14725,14149,28872,7833,10248,18082,2783,2642,5427,5498,4202,9700,16113,17098,33209,10932,11248,22180,1793,1723,3513,3496,3411,6905,16213,16385,32596,9483,9122,18605,1297,1285,2583,2843,3301,6141,13620,13706,27329,8148,8028,16177,1139,1101,2245,2746,3594,6337,12034,12724,24760,7790,7788,15585,1015,950,1963,3111,3926,7041,11918,12667,24586,7536,7049,14577,787,703,1495,2781,3813,6587,11102,11565,22666,6388,5895,12283,556,443,997,2347,3505,5848,9292,9836,19130,5342,4819,10163,319,236,554,1750,3115,4867,7404,8168,15575,4653,4252,8902,191,145,333,1406,3013,4415,6248,7405,13655,3461,2590,6050,101,65,169,998,2568,3568,4566,5219,9785,2341,1444,3788,49,25,75,733,2392,3124,3123,3857,6981,1555,643,2201,16,3,20,955,2788,3745,2524,3437,5965,78246,78706,156953,13386,13439,26824,62822,67446,130267,154450,159586,314040
211,1503,2541,13531,11638,25168,14711,13424,28137,1786,2884,4671,3513,4171,7682,8699,6741,15437,14002,13797,27795,7044,8978,16027,3558,3476,7030,4956,4223,9177,15557,16685,32233,10807,12336,23144,2381,2281,4663,3548,3735,7284,16741,18350,35094,11030,11365,22396,1837,1830,3665,3246,3756,6994,16112,16950,33064,10979,11243,22226,1775,1791,3568,3527,4597,8120,16286,17626,33913,10665,10988,21651,1772,1667,3442,3789,5032,8823,16228,17683,33913,10384,10425,20805,1338,1215,2555,3584,4978,8563,15313,16614,31922,10191,9746,19939,986,824,1809,3087,4845,7931,14264,15417,29677,8783,8337,17115,673,531,1199,2500,4758,7255,11952,13625,25573,7981,7154,15134,435,302,739,2125,4755,6878,10545,12210,22753,5716,4635,10354,239,154,392,1558,4047,5605,7514,8835,16346,3533,2363,5899,115,64,178,1199,3436,4638,4846,5870,10714,2102,984,3081,39,22,62,1347,3826,5173,3486,4826,8315,101146,101739,202880,19757,19924,39683,72086,84263,156351,192982,205925,398914
212,2888,4872,26699,21912,48604,29237,26284,55525,5352,9118,14469,5559,6176,11738,21662,14018,35677,32573,29311,61884,14875,19682,34559,4925,4686,9611,11470,8454,19924,31267,32827,64097,21411,23395,44807,3242,3069,6305,7707,6709,14410,32353,33168,65526,19847,19345,39188,2250,2215,4465,5953,6179,12135,28049,27732,55782,17351,17181,34528,2053,1983,4030,5809,6965,12772,25214,26124,51337,16156,15635,31790,1780,1710,3500,5852,7415,13267,23793,24763,48551,14741,13813,28555,1555,1303,2857,5329,7167,12494,21623,22279,43901,13361,12271,25639,1039,871,1913,4490,6925,11411,18892,20072,38959,11277,10315,21598,658,488,1147,3598,6387,9990,15536,17196,32724,9793,8625,18418,399,323,720,2875,6070,8940,13060,15014,28078,7258,5539,12795,256,160,420,2127,5214,7340,9638,10914,20550,4775,3077,7849,127,60,185,1622,4477,6097,6519,7618,14134,3119,1368,4483,57,24,87,1784,5366,7147,4957,6764,11723,159887,160875,320759,25953,26139,52092,131859,136382,268238,317693,323395,641088
213,2530,4256,23551,19271,42818,25734,23115,48847,4639,9027,13671,5459,6382,11843,20533,14317,34851,30636,29728,60365,15653,21815,37473,6106,5986,12089,12007,9588,21591,33773,37388,71161,24726,25755,50483,4321,4188,8507,8217,7903,16125,37266,37846,75114,21292,19470,40759,3144,3032,6172,6450,7322,13777,30883,29826,60707,16742,15618,32361,2666,2528,5196,6230,7908,14133,25635,26054,51691,14141,13593,27726,2222,1945,4167,5968,7880,13854,22330,23417,45747,12780,11667,24444,1563,1304,2872,5327,7287,12614,19672,20258,39929,11283,10693,21978,1157,929,2082,4668,7116,11785,17114,18729,35843,9778,8709,18480,688,454,1145,3819,6376,10191,14287,15535,29813,8301,6842,15150,380,294,675,2855,5374,8228,11535,12512,24051,5273,3621,8900,201,97,304,1788,4218,6004,7263,7941,15207,3067,1760,4825,65,42,108,1284,3379,4665,4416,5181,9599,1717,770,2487,34,15,50,1258,3686,4944,3014,4470,7478,149854,150682,300540,29824,29879,59705,126612,133102,259714,306297,313667,619960
214,1089,1796,6192,5372,11565,6954,6579,13535,757,1243,1998,2212,2623,4832,4062,3273,7331,7029,7132,14162,2907,3817,6720,2428,2423,4849,2599,2457,5053,7936,8693,16627,4526,5239,9761,1769,1762,3528,1987,2286,4279,8280,9287,17566,4746,5168,9913,1402,1394,2794,2044,2466,4514,8186,9030,17221,5363,5453,10811,1373,1375,2749,2440,3031,5467,9176,9855,19031,5291,5611,10907,1261,1288,2548,2663,3462,6129,9220,10363,19577,5205,5242,10445,1033,975,2012,2570,3375,5947,8807,9594,18402,5398,5509,10914,827,714,1537,2365,3459,5829,8592,9688,18283,5220,5103,10324,548,487,1034,2046,3335,5381,7815,8925,16739,5291,4889,10182,409,351,763,1816,3429,5239,7514,8669,16182,4073,3510,7581,268,183,450,1365,2989,4349,5700,6684,12383,2540,1706,4246,121,66,183,959,2483,3440,3618,4251,7868,1685,835,2513,67,39,104,1080,2824,3900,2827,3692,6519,53049,53442,106489,14471,14855,29326,42511,51656,94164,110033,119947,229981
215,856,1410,2978,2266,5246,3597,3281,6880,667,1042,1707,1165,1253,2419,2268,1863,4137,4103,4155,8263,1631,1998,3625,959,899,1853,1565,1455,3019,4148,4342,8496,2022,2235,4250,683,625,1305,1112,1183,2301,3815,4046,7855,1989,2134,4113,480,542,1026,1092,1133,2220,3553,3807,7367,2082,2309,4388,514,519,1029,1134,1302,2435,3727,4125,7857,2391,2679,5069,488,510,999,1463,1413,2875,4339,4607,8942,2711,2908,5617,417,418,842,1540,1585,3128,4667,4916,9588,3148,3065,6223,429,350,777,1550,1558,3109,5133,4971,10106,2807,2676,5484,264,228,493,1366,1455,2828,4437,4364,8800,2654,2399,5042,194,116,311,1181,1475,2650,4021,3983,8007,1889,1545,3431,86,55,140,766,1350,2114,2742,2946,5692,1268,867,2143,41,26,76,547,1314,1860,1863,2207,4069,812,394,1206,22,4,28,609,1611,2220,1442,2010,3450,26140,26404,52542,6349,6496,12845,23017,24395,47409,55505,57293,112802
216,689,1167,2565,2155,4722,3124,3007,6128,561,906,1466,1003,1097,2097,1878,1585,3469,3441,3589,7030,1410,1741,3145,791,771,1562,1182,1229,2408,3383,3735,7112,1860,2068,3929,544,517,1051,954,1007,1963,3353,3590,6943,1810,2020,3827,448,470,917,895,1048,1937,3150,3531,6682,2058,2175,4231,475,473,946,1117,1155,2271,3648,3803,7449,2266,2438,4705,458,445,910,1236,1285,2512,3964,4169,8132,2392,2557,4948,429,424,857,1178,1391,2573,3999,4371,8372,2622,2579,5207,338,301,646,1277,1326,2603,4243,4207,8449,2499,2422,4921,243,229,471,1108,1321,2428,3849,3974,7822,2330,2110,4435,196,149,340,917,1311,2227,3442,3569,7004,1731,1437,3170,114,63,173,707,1107,1811,2547,2606,5159,1180,777,1960,50,38,92,496,1049,1547,1725,1875,3602,691,327,1018,29,16,48,491,1175,1661,1213,1511,2728,23490,23736,47225,5620,5747,11369,19789,21453,41247,48905,50933,99837
217,638,1109,2278,1828,4102,2778,2545,5325,427,655,1086,974,1094,2070,1770,1343,3115,3174,3095,6272,1167,1458,2627,819,823,1642,1097,983,2087,3085,3265,6349,1577,1857,3432,588,604,1197,817,892,1709,2982,3353,6341,1682,1898,3579,522,462,979,865,879,1748,3071,3236,6301,1987,2051,4035,470,516,982,1009,1070,2079,3463,3637,7105,2129,2379,4509,484,497,981,1081,1243,2321,3686,4118,7808,2380,2567,4943,441,426,860,1216,1319,2540,4031,4315,8346,2623,2599,5216,370,339,708,1167,1464,2635,4157,4399,8560,2602,2470,5077,301,243,546,1090,1359,2452,3993,4073,8071,2414,2107,4514,173,124,294,880,1271,2150,3465,3501,6965,1605,1283,2887,95,64,155,648,1167,1811,2346,2510,4850,957,709,1669,34,16,51,455,1046,1504,1448,1770,3220,618,276,887,17,13,34,444,1301,1740,1075,1588,2659,22183,22383,44568,5791,5928,11716,18215,20270,38484,46190,48580,94772
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1034,1781,5293,4207,9499,6128,5407,11539,897,1366,2266,1529,1810,3343,2881,2286,5163,5306,5469,10772,2635,3525,6160,1570,1597,3167,1854,1668,3521,6064,6791,12850,4220,4979,9202,1325,1297,2619,1532,1649,3179,7075,7925,14998,4543,4969,9510,960,1045,1998,1508,1849,3359,7009,7862,14874,5070,5329,10395,981,995,1976,1647,2279,3920,7701,8597,16293,4838,5123,9962,907,875,1785,1757,2353,4109,7503,8358,15854,4899,4823,9720,746,683,1436,1635,2348,3984,7285,7857,15139,4583,4558,9138,581,493,1078,1544,2465,4008,6702,7520,14223,4201,3977,8177,344,303,645,1420,2386,3810,5969,6663,12636,3925,3544,7472,281,202,486,1265,2336,3600,5480,6075,11551,2803,2178,4981,148,105,252,882,1999,2883,3832,4285,8119,1577,1016,2589,66,37,105,605,1598,2201,2247,2655,4896,947,409,1353,33,18,52,637,1777,2422,1620,2205,3825,45218,45959,91183,10309,10596,20901,31896,37917,69808,87423,94467,181891
302,1389,2322,5409,4988,10390,6429,6605,13032,1068,1743,2811,2314,2645,4961,4122,3559,7680,7502,7949,15453,3408,4430,7837,2185,2032,4223,2563,2380,4946,8165,8844,17005,5005,5471,10472,1520,1392,2915,1967,2062,4034,8493,8929,17419,4603,4688,9287,1018,1016,2034,1730,1997,3727,7350,7695,15045,4351,4368,8724,883,811,1699,1750,2318,4069,6988,7500,14490,3923,3928,7853,687,695,1382,1871,2331,4203,6485,6955,13448,3406,3343,6744,585,493,1073,1755,2353,4112,5742,6182,11928,3144,2983,6127,415,349,761,1512,2250,3761,5074,5578,10650,2714,2483,5196,249,203,450,1310,2153,3466,4273,4838,9113,2465,2144,4606,182,104,287,1073,2090,3160,3721,4329,8053,1848,1547,3395,90,63,150,727,1896,2621,2658,3510,6167,1208,896,2110,37,13,56,529,1545,2078,1779,2461,4238,901,423,1326,6,4,14,625,2022,2653,1538,2453,3988,38141,38664,76812,11147,11296,22449,32750,39513,72259,82035,89476,171515
303,2076,3529,11474,10265,21741,13155,12815,25969,1862,3101,4966,3434,3915,7355,9170,7192,16362,14468,14209,28679,6068,7679,13743,3017,2855,5873,5367,4707,10073,14450,15238,29692,8961,9880,18844,1967,1823,3788,3647,3645,7292,14576,15350,29931,8428,8587,17014,1383,1365,2752,2710,3289,6002,12521,13242,25769,7502,7389,14885,1106,984,2092,2649,3411,6062,11255,11781,23034,6606,6596,13197,913,845,1762,2517,3391,5908,10037,10833,20872,5959,5547,11503,665,603,1270,2280,3269,5546,8904,9415,18317,5218,5031,10248,482,397,878,2007,3184,5193,7706,8605,16316,4457,4161,8618,288,220,509,1667,2949,4615,6412,7332,13747,3918,3340,7256,198,131,333,1309,2577,3888,5425,6047,11473,2729,2063,4794,101,69,176,919,2200,3120,3751,4333,8086,1765,1145,2907,52,22,67,666,1854,2521,2484,3022,5507,1090,488,1575,19,11,28,728,2358,3084,1833,2856,4687,64770,65492,130264,15171,15445,30613,57183,63974,121163,137131,144916,282041
304,758,1277,5564,4826,10392,6148,5698,11844,608,931,1538,1233,1454,2686,2912,2295,5206,4752,4681,9432,2052,2855,4902,1124,1130,2256,1587,1423,3012,4762,5406,10167,3921,4681,8600,832,800,1631,1070,1160,2224,5815,6636,12458,4600,4971,9572,712,675,1390,1007,1367,2370,6314,7013,13324,4749,4892,9639,617,621,1244,1052,1662,2707,6412,7185,13592,4281,4148,8433,538,499,1037,960,1566,2525,5779,6216,11991,3516,3383,6903,417,350,769,855,1390,2245,4793,5122,9913,3141,3036,6181,266,220,493,747,1371,2116,4162,4633,8789,2791,2699,5488,195,134,331,639,1322,1961,3633,4158,7785,2726,2486,5213,134,106,241,574,1442,2011,3431,4029,7460,2026,1518,3546,66,44,103,464,1248,1712,2549,2808,5359,1136,753,1895,25,10,38,330,1006,1336,1488,1780,3263,673,321,987,14,9,20,403,1298,1696,1090,1620,2709,36272,36802,73071,6737,6868,13601,24589,29219,53810,67602,72888,140480
305,2897,5031,10030,10881,20910,12308,14054,26358,1100,1804,2905,4832,5365,10194,9209,8629,17840,15138,15804,30940,3580,4459,8041,4271,3737,8009,5816,5346,11164,13662,13540,27207,5091,5557,10654,2510,1988,4500,3933,3714,7651,11538,11267,22799,4924,5100,10022,1535,1254,2785,2768,2949,5716,9217,9303,18521,4987,5118,10107,1191,1042,2228,2593,3015,5609,8771,9183,17943,4778,4695,9471,1030,797,1828,2467,2985,5455,8271,8479,16749,4007,3776,7788,756,577,1329,2146,2578,4728,6910,6933,13846,3272,3026,6298,505,388,886,1719,2264,3981,5492,5677,11170,2627,2312,4938,354,214,578,1316,1998,3309,4300,4521,8826,2202,1830,4026,212,137,351,1062,1761,2824,3479,3726,7202,1444,1106,2554,113,47,159,690,1386,2072,2247,2541,4791,870,532,1400,33,15,50,457,969,1424,1357,1518,2877,519,224,741,22,8,33,415,1261,1671,955,1490,2445,39544,39819,79361,19609,18686,38295,51198,56244,107440,110350,114743,225096
306,1302,2222,4239,3519,7763,5256,5020,10281,785,1289,2071,1848,2211,4063,3297,2949,6241,5925,6456,12379,2075,2836,4914,1825,1963,3792,2334,2431,4763,6228,7245,13473,2964,3732,6698,1513,1503,3020,1933,2255,4189,6407,7492,13906,3331,3957,7290,1163,1294,2448,1909,2375,4280,6400,7620,14019,3663,4157,7826,1198,1197,2395,2173,2728,4905,7039,8085,15130,3922,4095,8019,1144,1129,2278,2333,2794,5131,7405,8017,15429,3957,4073,8030,1044,926,1967,2415,2790,5207,7413,7794,15200,3990,3958,7941,837,691,1530,2433,2797,5230,7259,7442,14702,3739,3501,7237,567,423,990,2166,2514,4684,6475,6437,12913,3490,2853,6348,384,240,628,1828,2268,4095,5701,5365,11067,2438,1831,4266,187,116,305,1135,1803,2931,3757,3751,7507,1369,775,2142,77,32,107,702,1301,2001,2148,2109,4256,806,331,1139,39,14,49,618,1367,1983,1462,1716,3172,36630,37600,74232,12831,13221,26057,36165,39999,76168,85634,90824,176454
307,820,1421,2034,1588,3621,2743,2576,5320,627,896,1521,826,922,1752,1416,1352,2770,2864,3177,6041,1216,1565,2778,646,594,1241,976,919,1891,2832,3077,5908,1607,1938,3544,438,498,936,773,858,1624,2819,3297,6108,1665,1914,3581,377,446,819,760,855,1615,2806,3214,6018,1821,2171,3994,417,450,870,896,937,1841,3140,3559,6697,2167,2338,4508,395,442,837,1092,1037,2128,3656,3818,7469,2219,2402,4618,386,339,723,1153,1095,2246,3761,3827,7595,2418,2519,4940,303,284,584,1153,1116,2271,3868,3921,7791,2353,2204,4555,235,195,435,1104,1075,2185,3695,3475,7169,2180,1863,4035,160,121,284,933,1110,2047,3272,3096,6368,1569,1239,2809,84,68,152,674,987,1659,2323,2297,4619,937,606,1542,51,22,73,430,871,1299,1415,1498,2918,526,230,755,18,5,19,364,873,1235,900,1107,2004,21402,22060,43463,5019,5342,10359,16968,17526,34495,43385,44935,88319
