SA4_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
207,20190,3183,806,24181,12956,5351,526,194,19030,405,270,673,19706,3232,745,23684,13541,5538,477,174,19731,451,283,734,20466,3597,779,24844,13535,5879,524,191,20133,452,250,699,20834,4093,713,25640,10971,5426,593,170,17160,411,272,678,17837,5095,623,23553,6836,4763,500,85,12183,267,254,521,12707,7920,507,21137,2792,3252,351,46,6437,94,125,217,6657,11143,560,18359,965,1871,161,36,3032,9,51,59,3097,13244,551,16894,392,1159,123,63,1731,13,33,41,1774,32842,2191,36811,107730,66759,8491,2282,185265,4366,5415,9783,195046,108436,11169,314649
208,25227,2919,979,29130,16894,6539,692,281,24402,458,229,690,25094,2962,955,29013,18278,6675,619,249,25828,473,245,721,26548,3344,948,30844,17568,7142,712,212,25638,558,291,846,26479,3879,812,31177,13217,6403,707,180,20505,447,258,705,21215,4873,708,26797,8243,5705,701,125,14781,337,267,609,15385,8049,629,24063,3390,3888,450,71,7803,113,137,254,8058,12107,708,20873,1177,2338,216,56,3785,24,66,92,3873,14530,791,19192,426,1226,137,60,1846,9,33,40,1881,32066,2578,36532,133567,74728,10539,2562,221398,4591,4941,9533,230932,105873,12683,349489
209,36123,6035,1748,43916,20124,8870,1036,423,30453,752,425,1179,31632,5177,1498,38303,19143,8298,831,340,28611,693,407,1096,29707,5246,1332,36280,17463,7625,885,331,26307,664,337,1000,27303,5886,1255,34444,13453,6867,945,236,21497,508,333,839,22343,7380,1107,30823,8786,5926,963,170,15844,388,312,694,16538,11095,1054,28687,3254,3287,501,110,7148,93,140,236,7387,15919,974,24277,801,1308,176,56,2339,13,30,48,2385,17638,1059,21083,244,649,98,65,1055,5,26,35,1093,31799,2917,35809,157484,90619,13489,4331,265919,7341,7150,14494,280414,137476,19277,437166
210,26667,6099,1810,34577,14000,5996,698,397,21090,641,386,1029,22118,5408,1496,29029,12628,5576,575,320,19095,622,324,940,20041,4941,1220,26202,11819,5191,711,280,17998,621,338,961,18963,5796,1285,26038,9890,4630,688,215,15421,446,265,710,16132,6800,1034,23962,5827,3623,633,143,10227,312,258,568,10798,8685,869,20343,2015,1899,308,74,4294,69,99,163,4456,11484,692,16636,509,831,117,46,1505,5,20,27,1533,12455,718,14705,179,363,55,40,633,5,13,11,646,23641,2041,26324,113704,63507,9652,4076,190944,6848,5894,12735,203685,114821,17724,336226
211,31106,4450,1203,36756,18800,8545,870,359,28573,508,344,854,29419,4098,1104,34618,19629,8496,886,296,29307,500,314,815,30125,4315,1104,35546,18791,8530,999,349,28663,490,326,813,29482,5007,1036,35530,15862,8157,1045,228,25295,497,321,821,26112,6527,943,33581,10319,7212,1089,181,18807,365,330,693,19495,11079,888,31469,3863,4226,585,92,8765,111,159,271,9030,17582,872,27485,1027,1980,234,49,3299,11,59,69,3366,20321,897,24580,308,948,145,56,1458,7,22,27,1488,37161,3248,41900,155563,91402,13401,3467,263832,5273,6022,11289,275126,135465,15404,425997
212,55191,10748,3386,69322,30680,12578,1289,760,45306,1109,679,1788,47088,9102,2640,58827,28087,11520,1172,603,41378,1065,617,1679,43067,8651,2373,54092,25489,10473,1230,583,37774,990,528,1514,39286,9677,2201,51167,20627,9094,1173,457,31350,841,521,1365,32719,11736,1882,46339,12892,7697,1061,314,21969,672,513,1185,23157,16514,1727,41391,4741,4276,573,148,9742,173,225,397,10134,23371,1490,34998,1091,1819,227,75,3214,23,69,95,3307,25491,1501,30302,390,904,129,106,1532,10,34,41,1569,49074,4226,54873,243400,135805,17648,8094,404944,12425,12438,24864,429807,224215,34913,688939
213,63408,12460,4496,80365,33980,12611,1599,799,48991,1609,841,2450,51438,9850,3453,64750,28486,10787,1299,644,41218,1513,693,2200,43416,8905,2741,55064,23612,9350,1279,575,34824,1223,615,1840,36659,9669,2313,48651,17893,7867,1215,414,27392,1010,573,1578,28969,11529,2044,42546,10923,6634,1047,275,18879,774,621,1397,20272,16122,1641,38033,3720,3116,510,130,7482,199,211,409,7894,22453,1579,31924,788,1124,165,56,2132,16,33,49,2176,22273,1394,25844,154,451,73,55,726,11,28,38,760,33873,3288,37922,243295,126384,19095,8688,397466,15427,12735,28164,425630,204738,38386,668748
214,15470,2491,1040,19001,9351,4627,596,218,14791,255,151,409,15199,2379,954,18530,10543,4903,610,233,16296,291,170,462,16753,2627,1084,20469,10367,4915,778,207,16273,306,167,474,16751,3284,1090,21125,8601,4793,787,179,14359,276,171,453,14808,4279,984,20074,5832,4723,783,134,11477,234,228,460,11937,7235,887,20059,2270,2863,431,72,5645,67,82,148,5796,12037,929,18763,636,1485,180,44,2347,10,29,45,2391,14849,1031,18278,250,751,117,57,1181,7,8,11,1190,27615,3302,32116,81325,51807,8847,2338,144321,3010,2918,5931,150249,89856,14775,254875
215,6664,1445,708,8821,3950,1861,179,119,6117,129,68,191,6310,1287,673,8274,4266,1887,205,131,6490,143,70,214,6704,1439,642,8780,4711,2089,274,160,7239,151,83,233,7478,1824,713,10009,4516,2262,347,122,7240,143,99,248,7488,2469,771,10726,3571,2373,398,131,6478,127,117,243,6717,3860,750,11322,1532,1346,204,69,3155,26,45,65,3223,6068,740,10036,526,698,84,51,1359,8,7,10,1374,7020,734,9130,345,449,71,101,959,0,10,9,972,13395,1827,16194,40561,23264,3391,1681,68899,1638,1261,2904,71797,46440,10302,128539
216,5906,1198,555,7661,3487,1694,190,107,5483,138,78,215,5696,1168,569,7428,4056,1769,199,125,6147,135,63,196,6343,1276,571,8188,4265,1910,299,120,6592,123,62,183,6777,1557,588,8915,3831,2051,340,118,6336,114,83,204,6542,2061,601,9202,2849,1953,355,96,5251,98,75,173,5430,3381,600,9408,1205,1158,205,68,2634,8,28,41,2674,5632,598,8899,379,592,81,42,1099,4,17,21,1115,6313,599,8030,197,318,47,66,634,6,5,11,648,11943,1573,14169,35011,20739,3171,1429,60348,1406,1139,2543,62894,41305,8538,112743
217,5670,851,454,6977,3296,1834,214,116,5468,77,57,134,5606,891,447,6940,3873,1921,239,92,6127,102,57,157,6283,1001,470,7755,4049,2067,322,106,6539,103,82,187,6724,1314,478,8520,3851,2302,370,111,6632,95,81,176,6807,1867,530,9203,2787,2201,404,85,5485,81,100,179,5662,3351,479,9483,1330,1367,215,71,2980,17,30,52,3035,5578,539,9154,550,678,91,79,1400,0,10,10,1409,5998,524,7934,347,416,61,99,926,3,3,8,932,10885,1275,13095,33872,21984,3434,1348,60640,972,944,1914,62553,36849,6867,106267
297,0,0,4,3,3,0,0,0,3,0,0,0,3,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,3,0,5,9,0,0,0,0,4,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,15,0,27,38
299,255,223,452,929,86,39,15,7,145,39,11,52,198,195,413,806,72,47,13,6,142,38,7,44,180,203,341,723,73,41,15,10,140,20,9,31,170,203,299,668,71,49,11,7,133,21,13,29,163,182,217,563,38,48,18,0,95,16,8,17,115,215,189,511,14,18,3,0,37,5,3,10,47,228,148,418,3,10,0,0,11,0,3,0,15,136,41,194,0,3,0,4,11,0,0,0,11,122,48,181,919,646,164,69,1797,329,163,485,2281,2447,3220,7946
301,13609,1669,573,15847,9018,3357,650,138,13161,237,127,360,13522,1639,501,15662,9976,3439,717,171,14299,265,114,379,14676,1898,588,17166,9468,3340,749,136,13696,289,112,401,14095,2139,546,16781,7903,3214,809,115,12041,253,120,374,12415,3223,502,16142,4913,2905,782,93,8691,257,168,426,9116,5707,496,15324,1654,1587,369,37,3652,80,68,151,3804,9373,485,13653,414,789,133,24,1358,4,35,42,1398,10602,491,12494,129,321,51,39,544,7,9,21,560,17256,1826,19642,71355,36799,9071,1530,118757,2911,2444,5356,124111,63396,7840,195353
302,15781,1943,682,18416,9237,3311,667,134,13354,280,122,401,13756,1585,503,15838,8927,2980,613,108,12630,288,130,414,13048,1686,476,15208,7939,2730,657,102,11423,252,134,385,11809,1936,453,14203,6121,2382,703,83,9282,247,132,384,9664,2618,359,12642,3687,2105,580,49,6424,210,121,331,6754,4251,364,11365,1278,1194,291,32,2789,62,60,121,2909,6528,338,9778,327,506,129,8,966,3,20,17,984,7355,335,8680,102,253,54,31,445,4,6,7,452,15295,1455,17200,72261,35281,9235,1478,118257,3106,2514,5613,123873,53140,7442,184450
303,26479,3840,1218,31533,14826,5987,997,276,22080,528,284,808,22888,3181,958,27028,13373,5039,851,208,19475,499,254,753,20221,3100,870,24192,11760,4374,914,194,17246,442,217,661,17902,3353,725,21985,9045,3711,838,163,13760,402,212,615,14380,4381,663,19425,5350,3055,753,100,9255,300,209,509,9765,7032,585,17383,1890,1872,349,56,4162,81,95,180,4338,9850,524,14709,512,884,141,25,1559,7,26,34,1592,10279,442,12312,174,410,68,37,689,0,6,9,697,19641,1371,21711,113991,62219,13641,2980,192826,5694,5218,10913,203741,86779,12279,302801
304,11306,1403,356,13068,8094,2909,599,110,11716,204,136,342,12057,1508,337,13898,8469,2891,583,75,12020,247,122,368,12395,1444,306,14145,7414,2441,561,63,10483,198,101,297,10782,1490,266,12537,5369,2153,519,56,8095,192,101,289,8388,1829,260,10480,3207,1867,461,28,5565,145,105,249,5814,3340,230,9386,1352,1305,241,14,2909,35,56,96,3007,5089,200,8297,441,708,124,12,1291,17,23,42,1331,6449,221,7998,149,401,47,9,607,0,9,10,620,12172,737,13529,56751,30808,8588,908,97063,2236,2722,4957,102019,46388,4474,152886
305,21365,2351,1387,25109,11875,3775,783,127,16565,417,193,614,17180,2088,1041,20304,11546,3401,753,118,15819,423,179,594,16412,2273,890,19574,10746,3108,773,88,14718,399,140,545,15262,2247,834,18347,7923,2828,667,69,11486,333,148,478,11963,2652,691,15314,4474,2400,549,49,7470,229,159,390,7855,4006,629,12490,1708,1560,266,25,3558,56,86,142,3701,5767,502,9965,575,864,127,17,1580,8,32,41,1626,6119,458,8203,222,541,55,16,826,3,12,12,843,10508,1112,12463,108990,50975,13764,1891,175617,4560,4176,8738,184353,55484,13954,253794
306,12460,2110,1550,16109,7607,3662,444,190,11905,352,209,561,12465,2060,1552,16074,8585,3821,446,180,13033,372,198,573,13604,2166,1576,17349,8374,3727,578,200,12874,407,215,617,13493,2699,1515,17711,7248,3731,586,189,11753,412,225,639,12391,3685,1456,17535,5044,3440,595,142,9220,313,246,558,9774,5827,1294,16899,2067,2128,321,65,4584,86,105,186,4771,8942,1201,14919,648,961,90,51,1751,8,35,43,1794,9790,1085,12662,345,495,64,66,974,0,18,21,995,14967,2193,18148,66980,40631,5700,2355,115668,4043,3002,7045,122714,64068,19987,206767
307,5454,916,630,6997,3411,1471,162,109,5146,122,56,178,5326,937,659,6920,3909,1498,196,107,5710,140,64,204,5920,1102,704,7726,4332,1538,221,113,6207,161,75,237,6445,1421,771,8630,3856,1644,261,112,5869,124,77,202,6072,1961,772,8811,3004,1629,243,93,4971,103,90,193,5167,3120,737,9030,1443,1003,154,88,2690,31,34,67,2753,4811,665,8227,653,560,80,55,1354,0,13,13,1370,5313,602,7292,522,414,48,124,1102,0,3,3,1107,9309,1407,11821,35461,17546,2459,1397,56863,1511,1011,2524,59387,34451,9787,103622
308,12035,2049,1475,15554,7408,2714,393,173,10697,317,131,452,11144,1697,1344,14189,7816,2613,418,160,11009,308,144,450,11460,1905,1353,14720,7517,2561,502,193,10768,322,151,475,11244,2234,1331,14810,6767,2612,608,169,10161,337,165,500,10658,3311,1320,15293,4575,2278,566,134,7551,260,188,446,8001,5284,1129,14406,1776,1265,185,65,3294,67,54,118,3417,7332,852,11600,497,519,79,33,1127,7,17,23,1153,7542,731,9425,267,348,36,69,718,3,3,8,722,12039,1657,14415,65997,31070,5300,2229,104599,3624,2426,6055,110652,54151,16122,180921
309,36095,5411,2873,44383,20994,10030,1941,549,33512,816,505,1323,34833,5225,2427,42486,22127,9832,2012,481,34448,896,450,1351,35803,5721,2552,44071,20273,9339,2021,473,32110,901,445,1348,33454,6539,2290,42282,16245,8591,1999,375,27216,822,536,1359,28572,8367,2136,39070,10434,7709,1668,251,20062,699,557,1253,21314,13405,1818,36542,4222,4662,887,112,9886,187,244,438,10323,20624,1754,32703,1324,2594,398,68,4387,41,92,137,4515,25233,1832,31578,451,1230,193,93,1972,13,51,62,2034,42724,5317,50078,170268,110362,26069,5746,312444,9283,8346,17622,330070,163908,34131,528109
310,21102,4955,1560,27618,11799,4499,918,301,17519,534,285,817,18332,4150,1284,23773,11836,4026,1018,279,17155,514,266,779,17938,4288,1214,23432,10840,3843,953,277,15918,498,222,717,16634,4686,1117,22433,8811,3576,917,210,13516,406,249,650,14173,5640,1002,20811,5451,2875,776,140,9238,312,218,531,9771,7970,862,18593,1809,1374,385,63,3623,75,96,170,3796,10760,730,15284,435,626,130,29,1216,13,29,38,1252,10932,714,12907,187,303,56,58,597,3,7,11,606,16928,1840,19374,98578,48518,12404,3293,162797,6537,5024,11558,174357,95390,16520,286265
311,19672,4149,1962,25787,11335,4412,867,298,16911,550,292,850,17755,3750,1501,23012,11395,4134,794,266,16586,558,264,825,17409,3880,1428,22720,10484,3989,827,291,15594,472,256,725,16322,4205,1348,21871,8568,3529,830,201,13131,444,234,677,13804,5010,1016,19829,5667,3129,756,126,9674,337,225,562,10238,7085,901,18226,1977,1685,362,65,4091,86,88,175,4264,10630,791,15685,484,701,125,33,1346,5,22,30,1379,12106,783,14270,145,260,36,30,476,6,11,19,496,16983,1814,19294,94758,48495,10771,3383,157407,6861,4954,11813,169218,91341,18982,279545
312,10036,1242,1689,12970,6303,2199,297,137,8939,173,99,271,9210,1025,1430,11660,6600,2144,322,175,9242,165,81,243,9484,1156,1525,12171,6489,2151,434,157,9230,167,82,246,9477,1418,1522,12408,5611,2083,456,131,8291,204,113,316,8605,2269,1461,12329,3924,1831,370,103,6232,143,98,239,6466,3660,1158,11284,1539,1052,185,57,2833,41,55,93,2928,5217,798,8943,406,445,51,37,946,13,12,19,966,5454,633,7054,183,241,35,48,508,0,3,10,523,8565,1245,10331,56965,24605,4112,1860,87547,2040,1481,3523,91063,36735,17530,145327
313,12094,2696,962,15759,7350,3142,719,182,11393,340,202,549,11933,2565,924,15420,8129,3300,734,193,12356,383,175,560,12915,2869,947,16727,8154,3353,865,172,12551,382,178,567,13117,3333,878,17329,6766,3358,841,139,11104,321,169,488,11593,4488,804,16891,4279,2871,760,105,8010,267,228,497,8512,7466,704,16680,1551,1555,366,52,3525,69,71,142,3665,12288,721,16682,398,698,113,29,1236,11,22,37,1273,14215,804,16289,137,288,45,43,516,4,14,19,538,22104,2096,24741,63089,36718,9015,2130,110957,4348,3154,7497,118448,85865,12476,216792
314,13904,1897,621,16418,8968,3401,638,162,13164,262,143,403,13565,1745,539,15854,9235,3167,690,136,13227,256,120,377,13603,1697,538,15837,8134,2939,731,112,11917,245,110,358,12271,1871,421,14560,6001,2445,658,77,9186,197,121,317,9500,2345,357,12203,3474,2043,496,42,6051,151,118,268,6324,4008,288,10616,1103,1057,272,23,2455,29,42,73,2522,6059,298,8883,273,423,89,9,789,6,17,27,810,6996,268,8073,80,193,33,13,322,3,7,10,336,9889,730,10948,66775,34141,8673,1515,111110,2950,2736,5688,116791,47162,6263,170216
315,3760,1089,617,5466,2250,699,123,89,3154,114,43,158,3310,877,557,4742,2366,623,139,117,3241,147,42,189,3429,840,606,4877,2525,614,159,105,3408,126,37,159,3575,932,638,5145,2347,659,183,72,3264,86,47,137,3402,1092,643,5137,1755,590,150,61,2555,72,47,114,2673,1375,591,4638,837,354,76,44,1313,28,23,44,1354,1651,410,3413,309,175,29,21,536,10,12,17,550,1674,323,2550,181,121,14,42,357,0,0,5,361,2606,546,3515,23638,7616,1715,1181,34149,1402,612,2019,36174,18342,7627,62149
316,19648,3036,1377,24063,11491,6432,1216,272,19406,340,281,619,20027,2878,1399,24299,13171,6868,1384,303,21731,421,274,694,22420,3211,1378,27005,12616,6550,1498,275,20938,421,284,706,21650,4040,1445,27130,10315,6808,1582,213,18919,412,307,719,19641,6075,1283,27004,6446,5918,1454,150,13968,367,382,753,14714,11317,1233,27271,2413,3433,663,75,6589,89,173,265,6852,17522,1094,25470,711,1519,226,48,2507,13,67,80,2584,20795,1207,24592,241,704,110,63,1127,9,23,30,1159,35322,3391,39870,95325,69414,16649,3151,184539,4197,4365,8560,193100,119267,18631,330997
317,8434,1418,536,10386,4770,2141,221,83,7219,164,121,288,7502,1276,415,9197,5263,1955,213,66,7496,161,110,271,7766,1302,469,9532,5154,1922,326,89,7497,169,87,256,7754,1548,455,9757,4368,1802,303,61,6532,147,81,230,6761,2023,463,9247,3046,1790,317,46,5203,106,108,209,5408,3416,392,9221,1071,1058,155,31,2314,27,47,73,2389,5468,452,8314,302,478,42,26,850,9,16,19,872,6514,367,7758,125,292,31,35,486,11,6,15,500,12228,1071,13794,45533,25341,3483,1069,75433,2064,1899,3961,79389,43898,6935,130221
318,12039,2041,1399,15484,7423,2685,338,193,10639,276,128,408,11043,1806,1124,13970,8155,2647,361,172,11338,327,155,486,11818,1943,1217,14977,7903,2611,485,134,11136,297,121,417,11555,2364,1177,15093,6812,2667,511,112,10098,256,143,397,10494,3118,1009,14618,4727,2510,460,90,7786,230,163,390,8177,4807,908,13893,1760,1486,215,64,3531,51,82,133,3656,7539,754,11953,522,648,73,31,1275,6,12,19,1298,8139,631,10066,238,340,33,51,658,0,12,14,666,13140,1451,15259,70495,33896,5137,1967,111495,3284,2555,5833,117332,56903,15705,189937
319,11045,2893,1104,15044,6753,3467,379,220,10820,368,194,564,11390,2895,1065,15340,7896,3688,475,236,12295,465,228,691,12983,3543,1333,17856,8128,4034,652,250,13062,461,243,706,13772,4717,1370,19855,7410,4477,761,200,12849,511,295,811,13661,7352,1483,22496,5193,3924,667,178,9963,520,341,860,10823,11992,1492,24306,2045,2110,291,80,4526,103,119,224,4747,18556,1453,24755,624,933,91,89,1745,13,31,45,1786,20520,1591,23898,406,552,69,122,1150,10,12,18,1167,30980,3358,35512,63587,41390,5675,2667,113315,5111,3484,8593,121907,117757,18587,258256
397,6,0,27,34,5,0,0,3,5,0,0,0,5,3,18,26,9,0,0,0,11,0,0,0,11,0,20,26,4,0,0,0,4,0,0,0,4,0,15,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,5,29,3,0,3,35,11,135,183
399,433,293,354,1077,146,89,38,16,294,41,21,63,357,281,364,1005,129,90,23,6,251,50,31,77,329,308,340,976,133,77,29,10,250,53,23,73,327,353,276,959,128,84,43,8,260,38,25,63,317,504,275,1101,97,72,34,6,213,35,30,65,274,861,226,1367,38,40,10,3,92,9,11,16,117,954,201,1269,7,14,4,0,22,4,0,3,28,715,115,854,0,4,3,0,8,0,0,0,10,394,86,489,1610,1119,371,124,3219,565,286,851,4069,5780,3387,13234
401,17651,2269,683,20605,10869,4868,438,159,16339,326,223,547,16883,2181,651,19713,11282,4914,356,127,16677,362,206,567,17246,2178,652,20079,11094,4840,451,114,16504,290,208,503,17003,2677,628,20310,9352,4610,524,96,14587,301,195,497,15082,3681,596,19366,6170,4506,539,86,11301,232,204,428,11728,6445,558,18734,2515,3052,314,62,5943,70,122,191,6136,10499,546,17180,891,1678,110,46,2721,14,49,57,2783,12829,568,16182,328,927,65,55,1379,11,16,21,1404,26265,1612,29279,90686,60278,6164,1713,158835,3599,4237,7843,166679,86709,9498,262885
402,26903,5742,1397,34037,14120,6580,621,316,21631,695,412,1118,22745,4812,1198,28760,13660,6020,600,279,20554,708,332,1036,21592,4874,1122,27586,13226,5789,712,221,19958,657,342,997,20952,5754,1093,27800,11185,5690,788,193,17853,561,332,894,18749,7385,935,27074,7153,4704,683,127,12660,362,289,658,13315,10643,833,24796,2341,2373,288,70,5067,86,86,167,5241,15216,801,21261,477,877,79,33,1466,11,20,32,1493,16804,804,19103,111,385,50,50,601,3,16,21,624,29326,2496,32444,120741,73832,8567,3331,206463,8214,6605,14818,221279,130144,15928,367357
403,21445,2964,884,25302,12356,6301,608,153,19426,435,265,702,20124,2804,721,23651,13012,5951,552,191,19706,439,242,685,20394,2893,770,24057,12394,5871,653,167,19092,437,233,663,19758,3595,733,24083,10506,5824,758,162,17248,395,257,647,17895,5036,738,23674,7045,5419,754,113,13331,328,271,602,13931,9129,730,23790,2483,2923,348,55,5813,106,113,210,6023,15540,715,22275,568,1313,114,47,2044,7,32,42,2084,17901,711,20695,206,630,71,58,965,5,18,24,990,31116,2031,34130,102392,69934,8274,2065,182662,4916,4720,9636,192304,108610,11087,311995
404,14754,2082,691,17527,7909,3631,371,127,12037,316,187,510,12549,1970,547,15063,7964,3412,308,114,11802,361,178,535,12334,2109,520,14965,8201,3585,350,139,12274,353,198,551,12821,2837,541,16194,6897,3492,432,107,10930,315,169,478,11411,3818,567,15793,4336,3011,417,61,7835,260,201,460,8294,6407,482,15180,1489,1546,182,39,3255,52,56,111,3366,8859,393,12621,367,749,69,27,1209,7,21,26,1238,9754,435,11427,137,348,31,30,553,0,9,9,560,20247,1155,21961,71606,44812,4962,1613,122985,3597,3115,6714,129706,70008,7806,207522
405,4737,878,356,5971,2766,1447,157,67,4429,113,62,176,4608,792,356,5754,3179,1536,163,84,4958,148,67,215,5175,908,432,6513,3473,1837,217,98,5627,162,75,232,5863,1471,452,7773,3234,2026,296,76,5635,173,94,269,5908,2162,524,8586,2582,2048,280,64,4975,142,135,279,5257,3706,508,9473,1120,1102,172,40,2436,26,45,73,2502,6003,515,9020,382,583,42,34,1038,0,5,7,1048,6481,492,8025,206,345,55,60,663,0,8,14,673,10936,1102,12713,27196,18238,2359,941,48741,1495,978,2477,51219,38266,5997,95480
406,3851,925,413,5195,2129,938,123,53,3243,103,43,141,3389,737,376,4489,2372,1019,165,94,3648,123,62,181,3826,836,430,5091,2619,1083,188,82,3976,137,60,195,4177,1016,473,5664,2317,1166,231,85,3789,138,63,207,4000,1385,406,5791,1671,1079,197,57,3007,103,74,177,3182,2122,404,5708,664,553,117,24,1361,21,27,48,1412,3062,312,4785,199,280,31,21,531,0,7,7,538,3321,306,4171,118,136,31,36,315,0,0,0,317,5770,665,6753,21236,11812,1955,868,35871,1342,813,2157,38030,23858,5385,67276
407,7742,1722,599,10066,4690,2445,245,143,7526,155,110,269,7799,1612,583,9989,5233,2639,305,161,8333,206,127,329,8665,1835,690,11189,5891,3078,371,147,9488,218,135,357,9839,2237,770,12848,5404,3351,467,147,9365,213,159,366,9737,3229,809,13775,3997,3298,487,155,7933,192,185,382,8311,5754,829,14897,1853,1866,292,90,4095,41,64,104,4201,9865,881,14956,676,1066,119,74,1929,0,20,20,1944,11507,833,14286,344,663,65,93,1174,11,10,12,1185,19502,1926,22615,45890,31495,3931,1798,83108,2161,1719,3875,86983,65589,10308,162889
497,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,5,12
499,117,90,85,295,32,23,11,0,64,13,12,22,90,72,78,237,31,18,12,0,58,14,6,23,78,80,71,229,47,20,4,0,67,17,5,16,88,85,71,246,28,20,7,3,62,14,10,18,85,92,67,241,15,15,12,4,42,15,9,20,62,143,51,265,4,15,0,0,23,0,0,3,20,148,35,205,0,3,3,0,9,0,0,0,14,112,28,150,0,0,0,0,4,0,0,0,4,67,8,79,351,264,70,38,724,152,112,266,989,1266,719,2975
