SA4_CODE_2021,C11_F_CL_Tot_15_19,C11_F_CL_Tot_20_24,C11_F_CL_Tot_25_34,C11_F_CL_Tot_35_44,C11_F_CL_Tot_45_54,C11_F_CL_Tot_55_64,C11_F_CL_Tot_65_74,C11_F_CL_Tot_75_84,C11_F_CL_Tot_85over,C11_F_CL_Tot_Tot,C11_F_LE_ID_15_19,C11_F_LE_ID_20_24,C11_F_LE_ID_25_34,C11_F_LE_ID_35_44,C11_F_LE_ID_45_54,C11_F_LE_ID_55_64,C11_F_LE_ID_65_74,C11_F_LE_ID_75_84,C11_F_LE_ID_85over,C11_F_LE_ID_Tot,C11_F_LE_NS_15_19,C11_F_LE_NS_20_24,C11_F_LE_NS_25_34,C11_F_LE_NS_35_44,C11_F_LE_NS_45_54,C11_F_LE_NS_55_64,C11_F_LE_NS_65_74,C11_F_LE_NS_75_84,C11_F_LE_NS_85over,C11_F_LE_NS_Tot,C11_F_Tot_15_19_yrs,C11_F_Tot_20_24_yrs,C11_F_Tot_25_34_yrs,C11_F_Tot_35_44_yrs,C11_F_Tot_45_54_yrs,C11_F_Tot_55_64_yrs,C11_F_Tot_65_74_yrs,C11_F_Tot_75_84_yrs,C11_F_Tot_85over,C11_F_Tot_Tot,C16_F_Post_Deg_15_19_yrs,C16_F_Post_Deg_20_24_yrs,C16_F_Post_Deg_25_34_yrs,C16_F_Post_Deg_35_44_yrs,C16_F_Post_Deg_45_54_yrs,C16_F_Post_Deg_55_64_yrs,C16_F_Post_Deg_65_74_yrs,C16_F_Post_Deg_75_84_yrs,C16_F_Post_Deg_85over,C16_F_Post_Deg_Tot,C16_F_GrDip_GrCe_15_19,C16_F_GrDip_GrCe_20_24,C16_F_GrDip_GrCe_25_34,C16_F_GrDip_GrCe_35_44,C16_F_GrDip_GrCe_45_54,C16_F_GrDip_GrCe_55_64,C16_F_GrDip_GrCe_65_74,C16_F_GrDip_GrCe_75_84,C16_F_GrDip_GrCe_85over,C16_F_GrDip_GrCe_Tot,C16_F_BD_15_19,C16_F_BD_20_24,C16_F_BD_25_34,C16_F_BD_35_44,C16_F_BD_45_54,C16_F_BD_55_64,C16_F_BD_65_74,C16_F_BD_75_84,C16_F_BD_85over,C16_F_BD_Tot,C16_F_AdD_DL_15_19,C16_F_AdD_DL_20_24,C16_F_AdD_DL_25_34,C16_F_AdD_DL_35_44,C16_F_AdD_DL_45_54,C16_F_AdD_DL_55_64,C16_F_AdD_DL_65_74,C16_F_AdD_DL_75_84,C16_F_AdD_DL_85over,C16_F_AdD_DL_Tot,C16_F_CL_C_III_IV_15_19,C16_F_CL_C_III_IV_20_24,C16_F_CL_C_III_IV_25_34,C16_F_CL_C_III_IV_35_44,C16_F_CL_C_III_IV_45_54,C16_F_CL_C_III_IV_55_64,C16_F_CL_C_III_IV_65_74,C16_F_CL_C_III_IV_75_84,C16_F_CL_C_III_IV_85over,C16_F_CL_C_III_IV_Tot,C16_F_CL_C_I_II_15_19,C16_F_CL_C_I_II_20_24,C16_F_CL_C_I_II_25_34,C16_F_CL_C_I_II_35_44,C16_F_CL_C_I_II_45_54,C16_F_CL_C_I_II_55_64,C16_F_CL_C_I_II_65_74,C16_F_CL_C_I_II_75_84,C16_F_CL_C_I_II_85over,C16_F_CL_C_I_II_Tot,C16_F_CL_CL_nfd_15_19,C16_F_CL_CL_nfd_20_24,C16_F_CL_CL_nfd_25_34,C16_F_CL_CL_nfd_35_44,C16_F_CL_CL_nfd_45_54,C16_F_CL_CL_nfd_55_64,C16_F_CL_CL_nfd_65_74,C16_F_CL_CL_nfd_75_84,C16_F_CL_CL_nfd_85over,C16_F_CL_CL_nfd_Tot,C16_F_CL_Tot_15_19,C16_F_CL_Tot_20_24,C16_F_CL_Tot_25_34,C16_F_CL_Tot_35_44,C16_F_CL_Tot_45_54,C16_F_CL_Tot_55_64,C16_F_CL_Tot_65_74,C16_F_CL_Tot_75_84,C16_F_CL_Tot_85over,C16_F_CL_Tot_Tot,C16_F_LE_ID_15_19,C16_F_LE_ID_20_24,C16_F_LE_ID_25_34,C16_F_LE_ID_35_44,C16_F_LE_ID_45_54,C16_F_LE_ID_55_64,C16_F_LE_ID_65_74,C16_F_LE_ID_75_84,C16_F_LE_ID_85over,C16_F_LE_ID_Tot,C16_F_LE_NS_15_19,C16_F_LE_NS_20_24,C16_F_LE_NS_25_34,C16_F_LE_NS_35_44,C16_F_LE_NS_45_54,C16_F_LE_NS_55_64,C16_F_LE_NS_65_74,C16_F_LE_NS_75_84,C16_F_LE_NS_85over,C16_F_LE_NS_Tot,C16_F_Tot_15_19_yrs,C16_F_Tot_20_24_yrs,C16_F_Tot_25_34_yrs,C16_F_Tot_35_44_yrs,C16_F_Tot_45_54_yrs,C16_F_Tot_55_64_yrs,C16_F_Tot_65_74_yrs,C16_F_Tot_75_84_yrs,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_Post_Deg_15_19_yrs,C21_F_Post_Deg_20_24_yrs,C21_F_Post_Deg_25_34_yrs,C21_F_Post_Deg_35_44_yrs,C21_F_Post_Deg_45_54_yrs,C21_F_Post_Deg_55_64_yrs,C21_F_Post_Deg_65_74_yrs,C21_F_Post_Deg_75_84_yrs,C21_F_Post_Deg_85over,C21_F_Post_Deg_Tot,C21_F_GrDip_GrCe_15_19,C21_F_GrDip_GrCe_20_24,C21_F_GrDip_GrCe_25_34,C21_F_GrDip_GrCe_35_44,C21_F_GrDip_GrCe_45_54,C21_F_GrDip_GrCe_55_64,C21_F_GrDip_GrCe_65_74,C21_F_GrDip_GrCe_75_84,C21_F_GrDip_GrCe_85over,C21_F_GrDip_GrCe_Tot,C21_F_BD_15_19,C21_F_BD_20_24,C21_F_BD_25_34,C21_F_BD_35_44,C21_F_BD_45_54,C21_F_BD_55_64,C21_F_BD_65_74,C21_F_BD_75_84,C21_F_BD_85over,C21_F_BD_Tot,C21_F_AdD_DL_15_19,C21_F_AdD_DL_20_24,C21_F_AdD_DL_25_34,C21_F_AdD_DL_35_44,C21_F_AdD_DL_45_54,C21_F_AdD_DL_55_64,C21_F_AdD_DL_65_74,C21_F_AdD_DL_75_84,C21_F_AdD_DL_85over,C21_F_AdD_DL_Tot,C21_F_CL_C_III_IV_15_19,C21_F_CL_C_III_IV_20_24,C21_F_CL_C_III_IV_25_34,C21_F_CL_C_III_IV_35_44,C21_F_CL_C_III_IV_45_54,C21_F_CL_C_III_IV_55_64,C21_F_CL_C_III_IV_65_74,C21_F_CL_C_III_IV_75_84,C21_F_CL_C_III_IV_85over,C21_F_CL_C_III_IV_Tot
203,615,1663,3261,3090,2936,1853,715,302,111,14549,18,45,127,191,245,265,202,139,41,1280,688,421,739,957,1217,1367,1608,1762,1100,9845,1365,3908,10886,11426,10141,8070,4655,3026,1495,54980,3,79,951,1088,708,608,327,56,15,3833,3,73,723,888,832,756,370,90,19,3758,3,1202,4941,4582,3044,2478,1459,509,126,18341,60,754,2292,2650,2585,2357,1480,600,255,13031,425,1521,3142,2690,2868,1942,885,228,85,13774,127,172,297,280,253,226,131,34,10,1537,57,138,304,401,484,472,360,156,57,2426,601,1827,3742,3377,3610,2629,1369,422,147,17735,6,35,98,92,114,143,157,107,49,804,718,597,1115,1101,1367,1650,1912,1694,1159,11317,1394,4565,13868,13785,12263,10620,7076,3463,1771,68809,0,113,2156,1971,1288,983,648,176,9,7339,4,124,1122,1356,1212,974,785,202,26,5798,3,1598,6932,6481,4402,3158,2471,896,193,26145,31,809,2741,3145,3279,2889,2253,1001,280,16425,367,1473,3693,3500,3288,2891,1427,388,101,17128
204,420,1077,2180,2191,2195,1505,499,162,47,10279,6,34,62,113,174,203,154,90,44,890,469,227,419,595,811,989,1081,1137,664,6404,914,1912,5512,6375,6588,5574,3121,1879,873,32749,0,28,296,326,326,333,146,24,0,1480,0,34,309,418,474,452,231,53,5,1972,4,369,1795,2001,1441,1505,883,299,91,8377,36,378,1225,1473,1648,1557,1033,387,130,7858,259,903,1941,1758,1817,1464,617,126,68,8959,104,141,222,222,234,204,109,23,19,1264,37,82,197,291,339,367,250,84,48,1684,397,1119,2359,2277,2387,2028,976,233,125,11906,3,14,49,50,74,98,110,69,31,488,607,378,720,870,1139,1403,1573,1157,726,8572,1048,2315,6750,7417,7486,7368,4952,2221,1107,40671,0,30,567,591,493,462,308,53,13,2515,5,50,448,553,608,591,436,125,13,2833,0,392,2190,2475,1987,1685,1353,477,119,10679,15,379,1307,1702,1870,1848,1354,581,143,9197,238,871,2249,2170,2180,2040,1014,242,63,11061
205,533,1837,3557,3197,3173,2163,770,309,77,15622,12,51,133,147,269,336,246,110,55,1361,839,411,803,1073,1353,1754,1952,1864,980,11033,1420,3458,8858,9077,9518,8755,5040,2991,1298,50409,0,35,380,428,407,483,252,47,8,2038,4,41,469,604,593,698,343,72,9,2837,3,619,2738,2557,2003,2243,1392,454,124,12126,43,535,1827,2006,2329,2281,1529,562,184,11308,303,1481,3343,2666,2841,2227,1061,253,91,14261,114,227,393,362,327,321,168,42,10,1967,38,167,344,435,469,552,420,126,42,2601,446,1882,4081,3460,3633,3098,1650,421,152,18825,7,34,80,81,119,139,201,86,53,799,865,655,1234,1352,1829,2352,2701,2143,1168,14296,1374,3795,10808,10489,10913,11306,8063,3778,1702,62229,0,58,797,811,712,688,472,127,17,3680,0,88,617,754,769,828,649,177,18,3902,0,721,3567,3271,2626,2529,2166,823,158,15860,25,442,2174,2446,2720,2809,2271,855,211,13949,277,1337,4022,3574,3417,3247,1696,430,88,18090
206,484,2106,4488,2970,2194,1387,575,266,140,14611,51,166,485,339,306,299,251,128,59,2082,1121,2401,5173,3119,2450,2310,2122,2038,1346,22086,1833,15849,56896,32478,20565,14564,6859,3824,1945,154808,6,1016,13392,7682,4483,3054,1456,280,79,31449,20,284,3850,3048,2464,2074,865,167,29,12800,71,11189,34734,16021,8828,5563,2945,1001,346,80698,256,2556,6742,4481,3755,2904,1703,727,286,23399,350,1801,3927,2231,1929,1203,524,223,117,12306,111,253,357,276,235,166,109,22,11,1535,61,275,689,644,719,535,366,160,81,3527,518,2323,4974,3146,2881,1908,1007,404,206,17370,105,243,574,305,260,253,246,111,64,2159,1511,3358,8104,4148,3121,2772,2233,1701,1181,28126,2485,20973,72374,38840,25787,18524,10460,4383,2185,196007,0,1299,19021,11780,6241,4210,2387,686,110,45737,12,338,3864,3325,2992,2392,1515,409,47,14882,22,10611,37275,19101,11418,6968,4266,1608,409,91683,162,2419,6577,4848,4296,3438,2308,999,319,25373,299,1663,4040,2407,2163,1695,789,295,129,13492
207,343,941,1451,1895,2234,1564,908,534,240,10108,21,86,167,240,374,355,297,238,120,1897,763,742,1107,1091,1313,1345,1689,1996,1854,11910,1244,6791,18121,19674,18225,13031,7612,4955,3009,92660,0,361,4374,3902,2986,1788,893,254,74,14629,5,102,1016,1470,1858,1500,714,229,64,6959,10,3855,10610,9548,8140,5249,2935,1321,533,42211,90,1076,2164,2500,3457,2779,2044,1134,525,15766,205,727,1129,1060,1520,1144,732,330,149,6997,78,95,99,129,198,190,118,48,24,976,36,98,206,307,587,554,503,277,199,2769,321,917,1428,1497,2315,1889,1355,656,374,10748,17,66,206,226,275,256,263,198,112,1621,588,647,1357,1120,1307,1315,1669,1679,1452,11136,1034,7039,21159,20269,20336,14768,9869,5470,3129,103069,0,438,5799,5802,4041,2452,1347,490,129,20497,4,104,983,1471,1929,1746,1145,420,98,7898,7,3981,10529,10546,9685,6447,4031,1976,663,47874,71,912,1990,2464,3420,3258,2547,1453,592,16718,160,704,1130,1001,1468,1448,782,433,174,7299
208,362,1174,2218,2829,2864,1981,974,573,304,13278,13,82,216,338,409,407,304,247,140,2167,843,667,1361,1639,1777,1808,1974,2596,2255,14919,1300,6107,20341,24044,19405,13597,7267,5180,3322,100567,0,308,4165,3984,2833,1640,755,182,53,13931,11,104,1178,1817,2007,1540,664,182,51,7554,13,3434,10836,11226,8600,5335,2631,1095,443,43615,90,926,2983,3868,4385,3282,2167,1046,423,19168,223,824,1890,1829,2392,1640,875,377,214,10270,94,123,149,241,270,203,144,52,17,1290,42,111,287,489,765,677,574,270,211,3423,361,1059,2326,2559,3429,2527,1603,697,436,14986,25,78,217,237,309,259,303,190,127,1743,599,691,1651,1569,1739,1752,1870,1883,1735,13493,1096,6595,23357,25252,23298,16339,9982,5282,3274,114478,0,263,5015,5814,4136,2287,1306,385,94,19297,4,113,1187,1818,2367,1907,1210,357,71,9040,3,3359,11675,12343,11056,6618,4058,1638,563,51310,78,968,2626,3527,4694,3811,2848,1392,517,20458,218,816,1720,1835,2349,2179,1184,477,223,10999
209,743,2340,4429,4434,3990,2202,688,346,118,19301,23,127,295,400,394,340,177,105,44,1892,1251,1041,1999,2109,2199,2233,2211,2083,1502,16628,2107,8082,24038,21812,16452,11031,5194,3232,1871,93823,5,311,4058,3234,1669,1052,421,86,16,10857,3,166,1541,1841,1549,1129,419,85,13,6737,18,3127,11767,9692,5591,3584,1651,482,143,36055,139,1682,5189,5264,4265,2836,1374,498,151,21396,451,1935,4388,3760,3721,2310,882,275,102,17825,145,249,433,471,423,317,147,31,12,2215,75,244,617,785,916,754,445,151,60,4052,670,2428,5439,5012,5058,3382,1476,458,176,24099,12,92,296,298,264,266,226,109,45,1616,1084,1102,2640,2206,2322,2269,2296,1849,1262,17025,1922,8906,30929,27547,20718,14521,7870,3562,1812,117788,0,399,5757,5782,2730,1469,771,228,30,17168,4,175,1851,2402,2100,1435,792,200,29,8996,19,3356,13575,12950,7749,4318,2670,813,203,45650,76,1482,4975,5912,5321,3694,2119,704,223,24517,401,1767,4545,4391,4174,3277,1333,370,121,20385
210,556,1759,3400,3315,2800,1492,497,237,62,14116,22,85,209,271,266,211,150,77,24,1310,1162,836,1613,1755,1786,1750,1775,1704,879,13265,1796,5245,14900,13658,10333,6515,3496,2372,1042,59354,0,167,2132,1613,770,419,141,20,6,5282,11,122,925,954,767,512,189,50,7,3537,18,1901,7198,5771,3128,1852,756,225,74,20930,115,1206,3689,3713,3041,1751,822,320,81,14739,335,1371,3350,2797,2712,1599,575,201,61,13011,74,216,375,357,358,241,84,19,3,1735,54,198,508,610,675,472,296,113,45,2962,459,1790,4238,3768,3748,2305,953,336,110,17704,4,69,232,196,162,168,134,52,40,1060,907,821,1999,1765,1817,1733,1814,1465,863,13187,1518,6078,20424,17779,13439,8746,4814,2467,1175,76442,0,262,3754,3490,1342,692,308,59,4,9907,7,184,1385,1491,1178,687,364,103,14,5406,8,2457,9948,8505,4670,2531,1315,403,91,29930,66,1184,4268,4607,3762,2476,1252,443,87,18150,270,1332,3871,3540,3232,2390,971,251,90,15942
211,983,2773,5151,5344,5432,3615,1375,582,175,25422,19,109,256,423,538,537,396,204,85,2569,1179,678,1213,1698,1995,2327,2502,2521,1960,16070,2309,7783,21976,23611,20257,15274,7905,4515,2541,106172,0,176,2940,2824,1664,1066,454,86,25,9222,6,148,1322,1795,1535,1289,602,149,30,6872,14,2585,9978,9824,6405,4455,2320,820,217,36617,141,1714,4628,5134,5393,4253,2494,879,295,24938,523,2062,4427,4110,4764,3276,1437,419,169,21174,161,251,368,471,450,380,238,56,18,2388,72,221,505,725,1051,993,744,319,142,4776,752,2536,5293,5298,6262,4648,2416,792,327,28339,11,62,180,238,292,347,383,191,75,1785,850,696,1680,1738,2029,2247,2465,2258,1702,15671,1785,7920,26016,26856,23575,18303,11138,5179,2668,123437,0,206,4141,4935,2705,1503,793,209,32,14527,9,191,1444,2145,2021,1527,1058,312,42,8748,8,2742,10836,12053,8580,5267,3478,1345,312,44635,74,1433,4264,5250,5987,4940,3218,1402,410,26969,449,1837,4209,4242,4858,4137,2035,640,189,22599
212,1207,3538,7170,7004,5867,3389,1330,579,174,30253,50,199,505,587,623,582,426,220,88,3276,2056,1560,2978,3169,3358,3303,3302,3106,1898,24738,3515,11945,33913,29343,22406,14850,8346,5140,2454,131918,0,358,5894,4347,2026,1059,411,133,27,14251,22,239,1528,1608,1426,975,439,118,16,6371,28,4903,15596,12181,7096,4415,2045,831,193,47294,277,2781,8079,7616,6317,4036,2067,858,253,32271,725,3069,7157,6191,5754,3392,1419,462,156,28322,206,410,704,737,715,494,235,44,22,3561,120,384,897,1220,1316,1070,705,300,107,6117,1049,3858,8756,8146,7781,4952,2364,809,285,37994,45,182,516,478,438,419,338,187,69,2661,1665,1783,3693,3190,3321,3286,3336,2842,2025,25149,3074,14093,44063,37572,28402,19141,10997,5777,2876,165994,0,589,8894,8399,3371,1688,727,247,51,23971,8,340,2179,2474,1938,1266,719,274,36,9245,18,5601,19589,17336,10097,5680,3393,1274,379,63365,126,2640,8461,9391,7768,5333,3030,1264,411,38433,722,2859,7829,7295,6617,4765,2263,644,215,33210
213,1068,3361,7885,6683,4890,2528,660,271,80,27412,33,183,550,492,467,383,178,100,25,2408,2211,1924,4059,3864,3534,3398,2616,2318,1208,25133,3473,11022,37929,29655,18713,11329,4881,3146,1439,121577,6,354,6235,4504,1777,901,278,47,6,14107,13,205,1934,2077,1412,837,223,52,9,6767,40,4031,17930,13723,6283,3390,1352,335,94,47173,219,2434,8174,7478,5396,3035,1176,319,98,28329,769,2867,7247,6320,5068,2926,958,236,110,26504,186,388,705,711,625,434,162,27,0,3247,84,384,1050,1328,1214,895,442,115,42,5551,1043,3647,9001,8362,6899,4254,1567,378,156,35302,28,109,559,440,349,323,203,66,40,2124,1643,1888,4720,3990,3493,3268,2995,2020,1243,25252,2982,12664,48555,40567,25604,16021,7796,3216,1656,159050,0,568,9706,9680,3215,1470,602,126,11,25381,20,338,2613,3172,2207,1210,543,119,19,10231,18,4807,22330,20664,9751,4591,2434,599,125,65324,96,2270,8445,9528,6995,4260,1941,596,142,34271,557,2644,7756,7718,6250,4160,1647,377,111,31229
214,586,1724,3464,3553,3247,2210,1030,385,146,16347,12,69,161,259,285,329,257,155,56,1587,858,560,878,1367,1552,1728,2082,2180,1461,12677,1532,3824,10399,12239,10686,8848,5961,3696,1897,59092,0,54,635,820,660,545,308,77,10,3115,6,75,559,780,753,677,407,89,12,3350,5,809,3586,4041,2918,2249,1629,632,158,16026,80,932,2671,3012,3048,2503,1632,686,213,14784,309,1351,3195,3007,3152,2197,1083,311,110,14719,103,186,295,329,329,274,186,44,13,1757,40,192,341,483,622,563,486,181,95,3004,457,1728,3832,3817,4102,3034,1754,539,215,19488,11,26,91,126,157,195,257,148,60,1069,654,598,1210,1350,1597,1805,2286,2014,1237,12753,1220,4219,12578,13952,13235,11006,8275,4186,1912,70588,0,63,1137,1312,1122,827,558,155,25,5206,3,95,662,1041,1000,886,679,216,22,4609,3,939,4603,4988,4118,2902,2359,1019,254,21182,48,709,2701,3362,3626,3016,2280,1060,298,17101,279,1017,3115,3261,3448,2992,1547,534,123,16317
215,297,966,1798,1863,1762,1170,359,114,32,8367,7,25,71,103,131,146,107,77,33,694,552,256,498,661,822,956,1064,1183,722,6712,883,1846,4758,5241,5081,4218,2415,1731,897,27072,0,43,193,221,138,112,54,14,3,773,0,29,229,263,316,271,108,19,7,1245,0,399,1641,1402,1051,994,504,207,67,6258,17,278,890,1036,1196,1155,688,252,86,5600,168,751,1581,1413,1506,1124,454,115,44,7158,100,143,221,193,199,158,82,4,8,1096,34,84,186,236,255,268,141,35,19,1259,293,984,1990,1845,1954,1546,677,152,71,9512,8,22,45,47,61,62,68,34,20,356,579,379,777,754,1012,1295,1419,1198,806,8225,901,2134,5756,5568,5740,5433,3515,1870,1050,31969,0,40,436,311,242,167,81,25,6,1303,0,41,324,329,355,329,202,61,4,1645,0,365,2007,1673,1269,1007,748,277,81,7429,8,275,1058,1116,1256,1307,906,372,103,6405,133,747,1942,1702,1698,1555,795,188,41,8800
216,262,805,1549,1534,1470,934,291,117,38,6994,11,27,52,73,130,115,105,61,22,588,460,232,457,565,678,759,916,987,604,5655,758,1616,4282,4429,4253,3343,1968,1414,732,22791,0,33,217,196,161,122,58,13,5,800,0,23,247,281,284,249,90,23,3,1195,0,335,1418,1259,878,771,404,158,35,5249,26,264,913,967,1101,925,523,208,72,4998,169,670,1382,1318,1280,972,379,107,26,6304,48,104,157,138,169,133,65,14,9,847,34,72,141,171,237,178,138,40,28,1045,256,848,1685,1626,1691,1279,583,169,61,8201,3,13,63,50,40,38,68,47,20,345,469,292,662,674,846,1047,1206,989,591,6785,757,1804,5216,5065,5000,4427,2933,1600,781,27569,0,46,442,312,233,173,94,26,3,1332,0,29,301,348,352,278,170,37,9,1531,0,343,1814,1544,1146,846,643,234,52,6621,10,295,1011,1113,1193,1127,754,309,77,5894,127,705,1564,1496,1483,1354,671,155,23,7579
217,286,815,1583,1549,1481,882,299,98,35,7025,5,34,66,101,164,141,116,64,19,705,350,150,308,479,637,767,829,955,571,5042,662,1481,4146,4581,4619,3808,2078,1450,708,23522,0,23,176,205,191,195,94,14,4,902,0,25,209,276,293,273,128,21,8,1227,0,290,1358,1419,1106,1007,590,197,66,6038,17,250,766,879,1093,1063,636,254,93,5051,144,624,1331,1265,1381,1007,384,95,44,6270,61,118,176,153,149,133,56,7,0,861,29,70,152,184,220,223,136,37,17,1075,232,811,1658,1604,1754,1362,579,148,55,8203,4,19,24,27,39,61,62,31,17,285,448,266,469,559,794,1022,1081,942,573,6153,707,1679,4659,4974,5273,4975,3175,1608,813,27858,0,21,363,386,316,282,216,28,9,1622,0,41,257,352,352,345,251,57,11,1666,0,300,1650,1655,1390,1119,943,325,70,7449,7,189,860,984,1142,1237,929,381,93,5817,149,659,1535,1510,1499,1447,634,152,34,7612
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,19,63,99,66,65,48,10,0,0,362,0,0,13,4,5,10,5,0,0,35,68,95,142,104,90,51,27,14,7,599,98,274,683,359,241,186,56,23,11,1937,0,7,53,32,3,3,8,0,0,105,0,0,28,8,13,9,3,0,0,59,0,88,203,66,36,36,21,3,0,453,3,37,57,39,36,28,16,0,0,216,3,47,72,45,38,30,8,0,0,241,4,7,11,6,4,6,0,0,0,34,0,4,19,11,4,11,0,0,0,56,10,60,101,63,49,39,11,3,0,329,0,3,5,4,0,7,3,0,0,19,41,99,200,148,91,86,45,13,17,743,57,294,641,355,226,210,95,21,17,1922,0,4,45,46,21,11,0,0,0,129,0,3,15,18,13,15,7,0,0,69,0,22,167,75,53,36,11,4,0,365,4,19,54,32,28,46,19,5,0,208,11,27,100,72,50,50,24,5,0,336
301,663,1333,2569,2614,2564,1572,536,206,69,12128,17,42,122,203,239,227,173,100,29,1143,563,271,614,814,934,980,956,1005,627,6760,1355,2994,8300,9990,8804,5956,2954,1819,874,43050,0,29,492,849,757,451,224,38,6,2829,4,50,352,521,556,443,186,57,14,2173,3,875,3133,3692,2651,1753,967,299,92,13463,134,653,1906,2480,2530,1761,896,357,103,10834,548,1070,2302,2331,2398,1735,692,155,66,11304,162,173,205,215,213,193,113,25,10,1310,65,112,267,409,500,542,319,110,67,2395,779,1353,2782,2956,3114,2465,1126,293,149,15013,6,27,65,77,152,170,167,61,34,752,359,281,678,758,875,973,1106,1017,827,6867,1286,3269,9399,11330,10628,8010,4667,2135,1213,51933,0,32,689,1254,1078,738,366,100,15,4280,8,68,518,716,773,604,370,84,18,3156,11,1026,3637,4538,3548,2240,1500,497,120,17111,189,581,1886,2738,2980,2367,1379,565,163,12854,663,1056,2394,2722,2815,2394,1237,323,53,13663
302,527,1235,2308,2019,1723,1121,358,177,53,9524,12,42,133,149,207,160,120,75,46,945,408,393,759,807,819,736,892,1207,1028,7054,1030,3520,10831,9833,7193,4760,2568,2019,1323,43092,0,55,1353,1282,743,472,207,46,14,4175,3,71,600,710,560,402,166,43,17,2571,17,1354,5608,4761,2816,1671,787,327,108,17448,111,704,2116,2088,1898,1319,696,347,123,9398,423,1133,2175,1748,1596,1160,429,120,50,8844,95,165,214,177,159,128,62,10,9,1021,34,120,268,309,369,316,191,82,39,1730,559,1417,2658,2237,2131,1604,685,215,94,11593,11,36,99,101,117,119,95,72,36,684,311,466,984,818,806,756,831,966,1052,6981,1007,4098,13401,11988,9075,6352,3465,2026,1441,52853,0,66,1617,2159,1214,649,383,97,18,6205,0,67,861,923,807,516,333,102,26,3643,0,1657,6477,6130,3839,2124,1195,540,191,22153,143,668,2189,2265,2317,1679,954,468,169,10851,481,1123,2359,2071,1966,1531,737,169,62,10494
303,696,1617,3128,2644,2386,1558,495,230,101,12851,30,122,200,257,282,251,152,114,46,1449,794,839,1538,1336,1317,1191,1120,1332,1000,10466,1728,7376,21021,16907,12378,8061,3638,2375,1340,74821,0,265,4328,3087,1767,989,369,64,22,10891,8,127,1144,1184,1021,688,296,84,13,4566,22,3731,11559,8280,4976,3070,1335,465,164,33603,233,1350,3066,2991,2869,1905,1029,426,146,14017,589,1357,2471,2056,2003,1378,573,167,67,10660,193,248,259,233,227,172,83,23,15,1451,74,172,344,458,540,473,315,110,58,2545,851,1780,3073,2744,2772,2024,966,307,138,14653,25,93,270,201,198,217,148,74,50,1263,543,912,1886,1338,1310,1142,1092,1089,947,10256,1684,8252,25322,19831,14924,10033,5234,2504,1479,89262,0,296,4749,5286,2620,1445,624,180,17,15222,8,145,1417,1600,1366,886,526,149,27,6120,12,3835,12757,11013,6757,3785,2115,747,207,41227,279,1247,3037,3390,3197,2480,1523,627,177,15948,644,1574,2703,2425,2350,1744,818,252,79,12589
304,355,785,1186,1191,1188,859,321,130,62,6074,17,47,78,114,201,162,121,77,24,848,390,370,470,500,538,547,530,689,835,4869,867,3748,9094,9938,8560,6135,3055,1658,1127,44179,0,90,1562,1935,1484,1040,506,123,41,6783,0,63,534,814,779,586,328,88,16,3205,7,1994,4492,5051,3640,2371,1405,508,179,19645,128,593,1045,1470,1735,1309,850,352,111,7596,415,650,954,938,1053,667,313,81,45,5124,142,124,82,78,87,94,70,17,3,693,37,60,106,188,276,281,221,90,51,1303,593,828,1146,1206,1413,1043,604,184,102,7121,20,48,51,74,125,96,85,72,32,607,273,447,577,520,577,474,598,592,711,4756,1021,4060,9405,11066,9759,6928,4370,1925,1178,49717,0,119,1689,2958,2213,1319,789,278,46,9418,6,53,618,936,994,695,473,158,30,3968,10,1743,4546,5723,4775,2701,1866,840,222,22417,169,491,956,1456,1760,1435,1085,571,158,8083,442,667,973,999,1122,898,459,126,37,5730
