SA4_CODE_2021,C16_25_34_Need_asst_ns_P,C16_25_34_Tot_M,C16_25_34_Tot_F,C16_25_34_Tot_P,C16_35_44_Need_asst_M,C16_35_44_Need_asst_F,C16_35_44_Need_asst_P,C16_35_44_No_need_asst_M,C16_35_44_No_need_asst_F,C16_35_44_No_need_asst_P,C16_35_44_Need_asst_ns_M,C16_35_44_Need_asst_ns_F,C16_35_44_Need_asst_ns_P,C16_35_44_Tot_M,C16_35_44_Tot_F,C16_35_44_Tot_P,C16_45_54_Need_asst_M,C16_45_54_Need_asst_F,C16_45_54_Need_asst_P,C16_45_54_No_need_asst_M,C16_45_54_No_need_asst_F,C16_45_54_No_need_asst_P,C16_45_54_Need_asst_ns_M,C16_45_54_Need_asst_ns_F,C16_45_54_Need_asst_ns_P,C16_45_54_Tot_M,C16_45_54_Tot_F,C16_45_54_Tot_P,C16_55_64_Need_asst_M,C16_55_64_Need_asst_F,C16_55_64_Need_asst_P,C16_55_64_No_need_asst_M,C16_55_64_No_need_asst_F,C16_55_64_No_need_asst_P,C16_55_64_Need_asst_ns_M,C16_55_64_Need_asst_ns_F,C16_55_64_Need_asst_ns_P,C16_55_64_Tot_M,C16_55_64_Tot_F,C16_55_64_Tot_P,C16_65_74_Need_asst_M,C16_65_74_Need_asst_F,C16_65_74_Need_asst_P,C16_65_74_No_need_asst_M,C16_65_74_No_need_asst_F,C16_65_74_No_need_asst_P,C16_65_74_Need_asst_ns_M,C16_65_74_Need_asst_ns_F,C16_65_74_Need_asst_ns_P,C16_65_74_Tot_M,C16_65_74_Tot_F,C16_65_74_Tot_P,C16_75_84_Need_asst_M,C16_75_84_Need_asst_F,C16_75_84_Need_asst_P,C16_75_84_No_need_asst_M,C16_75_84_No_need_asst_F,C16_75_84_No_need_asst_P,C16_75_84_Need_asst_ns_M,C16_75_84_Need_asst_ns_F,C16_75_84_Need_asst_ns_P,C16_75_84_Tot_M,C16_75_84_Tot_F,C16_75_84_Tot_P,C16_85over_Need_asst_M,C16_85over_Need_asst_F,C16_85over_Need_asst_P,C16_85over_No_need_assist_M,C16_85over_No_need_assist_F,C16_85over_No_need_asst_P,C16_85over_Need_assist_ns_M,C16_85over_Need_assist_ns_F,C16_85over_Need_assist_ns_P,C16_85over_Tot_M,C16_85over_Tot_F,C16_85over_Tot_P,C16_Tot_Need_assist_M,C16_Tot_Need_assist_F,C16_Tot_Need_asst_P,C16_Tot_No_need_assist_M,C16_Tot_No_need_assist_F,C16_Tot_No_need_asst_P,C16_Tot_Need_assist_ns_M,C16_Tot_Need_assist_ns_F,C16_Tot_Need_assist_ns_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_0_4_Need_assist_M,C21_0_4_Need_assist_F,C21_0_4_Need_assist_P,C21_0_4_No_need_assist_M,C21_0_4_No_need_assist_F,C21_0_4_No_need_assist_P,C21_0_4_Need_assist_ns_M,C21_0_4_Need_assist_ns_F,C21_0_4_Need_assist_ns_P,C21_0_4_Tot_M,C21_0_4_Tot_F,C21_0_4_Tot_P,C21_5_14_Need_assist_M,C21_5_14_Need_assist_F,C21_5_14_Need_assist_P,C21_5_14_No_need_assist_M,C21_5_14_No_need_assist_F,C21_5_14_No_need_assist_P,C21_5_14_Need_assist_ns_M,C21_5_14_Need_assist_ns_F,C21_5_14_Need_assist_ns_P,C21_5_14_Tot_M,C21_5_14_Tot_F,C21_5_14_Tot_P,C21_15_19_Need_assist_M,C21_15_19_Need_assist_F,C21_15_19_Need_assist_P,C21_15_19_No_need_assist_M,C21_15_19_No_need_assist_F,C21_15_19_No_need_assist_P,C21_15_19_Need_assist_ns_M,C21_15_19_Need_assist_ns_F,C21_15_19_Need_assist_ns_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Need_assist_M,C21_20_24_Need_assist_F,C21_20_24_Need_assist_P,C21_20_24_No_need_assist_M,C21_20_24_No_need_assist_F,C21_20_24_No_need_assist_P,C21_20_24_Need_assist_ns_M,C21_20_24_Need_assist_ns_F,C21_20_24_Need_assist_ns_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_34_Need_assist_M,C21_25_34_Need_assist_F,C21_25_34_Need_assist_P,C21_25_34_No_need_assist_M,C21_25_34_No_need_assist_F,C21_25_34_No_need_assist_P,C21_25_34_Need_assist_ns_M,C21_25_34_Need_assist_ns_F,C21_25_34_Need_assist_ns_P,C21_25_34_Tot_M,C21_25_34_Tot_F,C21_25_34_Tot_P,C21_35_44_Need_assist_M,C21_35_44_Need_assist_F,C21_35_44_Need_assist_P,C21_35_44_No_need_assist_M,C21_35_44_No_need_assist_F,C21_35_44_No_need_assist_P,C21_35_44_Need_assist_ns_M,C21_35_44_Need_assist_ns_F,C21_35_44_Need_assist_ns_P,C21_35_44_Tot_M,C21_35_44_Tot_F,C21_35_44_Tot_P,C21_45_54_Need_assist_M,C21_45_54_Need_assist_F,C21_45_54_Need_assist_P,C21_45_54_No_need_assist_M,C21_45_54_No_need_assist_F,C21_45_54_No_need_assist_P,C21_45_54_Need_assist_ns_M,C21_45_54_Need_assist_ns_F,C21_45_54_Need_assist_ns_P,C21_45_54_Tot_M,C21_45_54_Tot_F,C21_45_54_Tot_P,C21_55_64_Need_assist_M,C21_55_64_Need_assist_F,C21_55_64_Need_assist_P,C21_55_64_No_need_assist_M,C21_55_64_No_need_assist_F,C21_55_64_No_need_assist_P,C21_55_64_Need_assist_ns_M,C21_55_64_Need_assist_ns_F,C21_55_64_Need_assist_ns_P,C21_55_64_Tot_M,C21_55_64_Tot_F,C21_55_64_Tot_P,C21_65_74_Need_assist_M,C21_65_74_Need_assist_F,C21_65_74_Need_assist_P,C21_65_74_No_need_assist_M,C21_65_74_No_need_assist_F,C21_65_74_No_need_assist_P,C21_65_74_Need_assist_ns_M,C21_65_74_Need_assist_ns_F,C21_65_74_Need_assist_ns_P,C21_65_74_Tot_M,C21_65_74_Tot_F,C21_65_74_Tot_P,C21_75_84_Need_assist_M,C21_75_84_Need_assist_F,C21_75_84_Need_assist_P,C21_75_84_No_need_assist_M
120,4405,28208,28668,56870,247,260,503,20078,21121,41202,1598,1632,3231,21923,23013,44928,394,442,833,16682,18566,35241,1246,1298,2549,18322,20306,38623,558,653,1208,12843,14398,27239,987,1045,2032,14388,16096,30477,797,1051,1848,8373,9357,17734,680,750,1435,9850,11158,21014,1360,2158,3520,3822,4314,8138,364,418,787,5546,6890,12444,1127,2418,3545,966,1208,2174,165,270,431,2258,3896,6153,5319,7528,12852,127229,133369,260598,9887,9965,19850,142435,150862,293303,86,37,127,7580,7223,14804,333,327,662,7999,7587,15584,486,238,723,14072,14200,28271,638,578,1216,15196,15016,30206,154,104,255,6446,6313,12756,274,237,509,6874,6654,13528,119,120,239,10771,10157,20931,735,551,1290,11625,10828,22463,240,253,495,26592,26907,53498,1634,1529,3162,28466,28689,57158,260,244,507,21688,22234,43922,1079,972,2053,23027,23450,46480,353,373,722,17463,19649,37111,748,757,1504,18564,20779,39339,531,658,1187,14812,16341,31149,650,609,1264,15993,17608,33603,940,1300,2238,10092,11657,21753,517,497,1016,11549,13454,25007,1416,2324,3738,4699
121,3749,26918,29902,56815,262,297,557,28022,30941,58961,1659,1681,3343,29943,32919,62853,334,384,718,25379,28278,53660,1370,1462,2829,27083,30124,57207,449,593,1047,19453,21578,41029,1164,1216,2381,21066,23387,44457,651,904,1562,14319,16248,30566,883,1040,1923,15853,18192,34049,1066,1733,2796,7032,8101,15130,493,669,1156,8591,10503,19086,1383,3269,4653,2023,2630,4654,289,539,834,3695,6438,10136,5397,7977,13378,179086,191657,370743,10295,10938,21235,194778,210572,405354,117,75,187,10690,10078,20773,385,343,722,11192,10496,21684,749,388,1133,26480,25433,51913,764,700,1467,27993,26521,54512,247,168,413,11949,11255,23207,343,319,668,12539,11742,24286,171,161,334,10844,10441,21278,359,328,687,11374,10930,22306,279,255,529,23647,26129,49779,987,1051,2036,24913,27435,52341,250,304,554,30040,33674,63719,1073,1116,2182,31363,35094,66457,374,376,745,27470,30651,58125,852,883,1735,28696,31910,60609,474,632,1107,22058,23908,45968,731,710,1443,23263,25250,48514,798,1184,1984,16278,18840,35114,611,694,1305,17687,20718,38403,1429,2213,3640,9120
122,1860,14200,15379,29574,181,198,381,17259,18408,35667,1081,1069,2151,18521,19675,38201,267,278,542,16959,17925,34886,1003,962,1967,18229,19165,37394,317,379,690,12730,13399,26135,799,798,1601,13846,14576,28422,538,595,1131,9487,10415,19907,646,761,1406,10671,11771,22441,814,1238,2058,4718,5397,10119,428,477,907,5960,7112,13082,904,2239,3146,1373,1896,3268,174,354,528,2451,4489,6941,3845,5433,9276,112864,116862,229726,6800,7076,13875,123509,129371,252876,69,44,116,6927,6656,13591,239,227,466,7235,6927,14169,497,221,719,16786,15978,32764,543,534,1081,17826,16733,34559,172,122,299,8011,7450,15465,271,237,503,8454,7809,16263,133,92,229,6789,6242,13025,254,228,489,7176,6562,13740,159,128,284,13280,14096,27372,594,623,1216,14033,14847,28875,165,186,344,16179,17717,33891,639,631,1263,16983,18534,35504,244,283,526,18490,19698,38189,641,651,1292,19375,20632,40004,351,375,728,15135,15553,30684,552,511,1062,16038,16439,32479,551,646,1192,10534,11638,22172,433,415,850,11518,12699,24219,1004,1467,2469,6206
123,2169,17706,19256,36961,422,478,905,16296,17147,33441,1026,1059,2088,17744,18684,36428,582,758,1340,14762,15702,30462,932,954,1890,16276,17414,33688,857,1143,1997,12724,13394,26118,834,919,1755,14415,15456,29869,1149,1178,2328,7869,8197,16068,655,676,1330,9673,10051,19726,746,1226,1976,2723,2878,5601,303,395,700,3772,4499,8280,451,1035,1487,484,668,1154,154,378,536,1089,2081,3175,6741,7275,14019,114380,118063,232441,7606,8004,15606,128727,133342,262065,266,140,410,10336,10027,20364,640,640,1282,11242,10807,22056,1628,777,2407,19766,19545,39304,1271,1306,2578,22665,21628,44287,538,294,834,8870,8618,17485,515,473,982,9923,9385,19300,321,208,532,8721,8361,17079,489,456,942,9531,9025,18548,506,416,923,18040,20017,38061,1059,1167,2223,19605,21600,41205,469,483,953,19604,20489,40090,1135,1120,2256,21208,22092,43295,619,810,1429,16588,16934,33526,917,819,1737,18124,18563,36693,911,1237,2148,13861,14890,28745,677,677,1351,15449,16804,32242,1362,1656,3017,9835,10550,20387,510,548,1060,11707,12754,24464,1178,1715,2899,3821
124,2968,20567,21526,42086,491,535,1025,18366,19256,37618,1407,1299,2714,20264,21090,41357,688,768,1451,17543,18848,36392,1260,1293,2550,19491,20909,40393,1019,1136,2157,15970,17410,33377,1132,1136,2266,18121,19682,37801,1174,1282,2455,10747,11381,22128,847,920,1769,12768,13583,26354,1024,1557,2581,3815,4457,8267,380,516,893,5219,6530,11738,724,1750,2467,696,1034,1727,134,237,366,1554,3021,4571,7785,8527,16317,133188,138438,271628,9492,9497,18987,150465,156462,306933,252,131,387,10568,9910,20477,601,557,1157,11421,10598,22020,1753,808,2563,19935,19792,39729,1247,1233,2479,22935,21833,44777,523,325,847,9424,9064,18490,589,494,1083,10536,9883,20422,387,249,637,9523,9135,18665,676,605,1277,10586,9989,20581,537,506,1045,20191,21565,41754,1531,1478,3010,22259,23549,45804,527,577,1109,20449,21457,41912,1447,1282,2730,22423,23316,45750,767,808,1571,18793,19782,38570,1139,1022,2163,20699,21612,42308,1009,1203,2218,16728,18173,34898,873,770,1647,18610,20146,38760,1388,1583,2970,12753,14001,26750,662,669,1329,14803,16253,31058,1314,1900,3217,5270
125,6953,45289,42704,88000,733,718,1454,31500,28710,60208,2822,2049,4865,35055,31477,66526,1149,1271,2422,23043,23378,46423,1873,1638,3516,26065,26287,52359,1583,1934,3510,18274,18796,37073,1448,1313,2761,21305,22043,43345,1928,2108,4036,11268,11704,22971,912,897,1805,14108,14709,28815,1884,2830,4709,5132,5441,10574,520,639,1154,7536,8910,16437,1312,2807,4119,1221,1591,2815,232,426,658,2765,4824,7588,10764,13047,23809,200497,193385,393884,16314,14389,30704,227575,220821,448392,260,146,404,15398,14568,29969,1313,1205,2520,16971,15919,32892,1120,513,1639,28031,27426,55455,2332,2173,4507,31483,30112,61601,371,235,610,11853,11080,22931,846,786,1637,13070,12101,25171,309,205,519,17390,15361,32751,1636,1144,2777,19335,16710,36044,566,490,1048,43201,40656,83861,4269,3172,7443,48036,44318,92360,692,678,1364,37856,34637,72494,3420,2559,5984,41968,37874,79837,1019,1224,2241,24871,24852,49722,2072,1586,3652,27962,27662,55620,1638,2040,3679,20761,21323,42082,1499,1338,2840,23898,24701,48592,2263,2735,4993,13468,14136,27607,974,938,1914,16705,17809,34513,2261,3369,5630,6059
126,1371,14147,14704,28850,150,172,319,11874,12538,24412,600,535,1135,12624,13245,25866,248,276,521,10590,11573,22165,493,457,949,11331,12306,23637,319,470,792,8900,9747,18651,412,434,847,9631,10651,20285,406,550,955,5991,6324,12317,318,351,669,6715,7225,13948,690,1228,1910,2885,3347,6229,220,277,499,3795,4852,8639,786,1671,2448,901,1267,2165,108,208,317,1795,3146,4930,3242,4719,7962,81708,84584,166291,3882,3978,7862,88832,93281,182120,54,26,84,5133,5071,10213,240,223,461,5427,5320,10759,369,160,532,11395,10949,22344,416,371,785,12180,11480,23661,105,79,179,5063,4772,9834,155,161,312,5323,5012,10329,90,70,157,6286,5987,12276,255,266,520,6631,6323,12954,177,148,323,14852,15725,30579,732,718,1456,15761,16591,32358,175,171,346,14818,15576,30391,637,602,1244,15630,16349,31980,216,281,497,11366,12219,23588,440,394,830,12022,12894,24919,363,482,849,10050,11024,21080,412,395,807,10825,11901,22731,539,790,1327,7377,8112,15492,302,318,619,8218,9220,17441,789,1346,2133,3353
127,3901,28174,29965,58133,835,917,1748,24040,25876,49916,1785,1823,3604,26660,28616,55277,1491,1823,3308,23727,23854,47579,1714,1676,3390,26932,27353,54278,2221,2940,5156,18597,19006,37604,1399,1446,2849,22217,23392,45607,2563,2869,5432,10210,10426,20642,910,937,1843,13683,14232,27921,2210,3363,5577,4101,4154,8260,495,567,1067,6806,8084,14899,1176,2328,3503,782,832,1613,158,279,431,2116,3439,5545,13069,15733,28804,174432,176614,351039,13125,12999,26122,200626,205346,405963,298,161,461,15087,14246,29336,1192,1121,2318,16577,15528,32111,1526,682,2210,30615,29627,60246,2336,2100,4431,34477,32409,66887,544,296,833,15048,14365,29416,993,875,1870,16585,15536,32117,414,240,655,15298,14851,30145,996,890,1886,16708,15981,32683,668,557,1226,30425,32147,62568,2083,2135,4221,33176,34839,68011,913,948,1860,28869,30697,59568,2003,2031,4035,31785,33676,65464,1451,1796,3253,25888,27188,53078,1617,1570,3192,28956,30554,59513,2686,3294,5984,22926,22875,45803,1542,1396,2937,27154,27565,54724,3345,4225,7572,13554,14078,27632,1018,1031,2050,17917,19334,37252,2834,3956,6789,5159
128,1341,12711,13476,26182,202,234,437,13669,14570,28239,714,684,1400,14585,15488,30075,251,300,555,13701,14577,28277,684,674,1356,14636,15551,30186,351,459,812,12222,12863,25085,662,638,1303,13235,13960,27200,535,638,1170,8558,9239,17795,467,503,966,9560,10380,19933,727,1156,1884,3961,4595,8554,275,333,602,4963,6084,11043,824,1988,2815,1162,1600,2768,132,235,368,2118,3823,5946,3980,5355,9333,97607,101178,198782,4829,4935,9764,106416,111468,217877,85,49,134,6504,6212,12717,215,222,435,6804,6483,13283,649,298,947,13990,13289,27284,487,412,902,15126,13999,29130,235,126,357,6805,6481,13285,197,164,359,7237,6771,14006,167,78,246,6245,6049,12300,212,157,369,6624,6284,12920,202,163,367,12171,12777,24953,515,515,1031,12888,13455,26347,190,222,416,13898,15116,29017,551,516,1066,14639,15854,30496,261,311,573,14618,15622,30241,529,473,1002,15408,16406,31812,395,482,881,12981,13776,26766,448,374,832,13824,14632,28471,607,794,1400,9965,10765,20735,359,391,744,10931,11950,22879,872,1370,2240,5139
197,6,10,22,29,0,0,0,19,16,35,0,0,0,19,16,31,3,0,5,23,25,46,0,4,5,26,29,53,0,5,9,19,41,63,3,3,10,22,49,74,6,5,10,36,54,89,3,4,9,45,63,110,0,0,3,11,16,34,4,6,7,15,22,43,3,0,4,0,3,3,0,0,0,3,3,11,22,18,34,141,199,334,16,27,47,179,244,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,758,1617,1094,2703,37,28,64,740,421,1159,493,177,672,1270,626,1898,61,56,117,645,424,1068,443,175,614,1149,655,1801,74,52,133,599,537,1132,315,142,451,988,731,1721,59,35,90,499,355,858,163,88,248,721,478,1195,19,22,40,98,71,174,40,28,66,157,121,283,9,27,36,9,10,19,10,8,17,28,45,74,334,243,575,4789,3589,8386,2226,1099,3328,7349,4931,12288,6,3,11,157,113,276,87,90,181,250,206,460,24,9,35,200,218,413,167,182,344,391,409,798,8,9,20,156,180,337,91,91,174,255,280,532,12,13,17,267,274,542,136,135,267,415,422,829,25,26,52,723,667,1392,414,333,749,1162,1026,2187,34,27,65,586,434,1025,480,286,761,1100,747,1859,42,41,83,531,428,960,433,197,629,1006,666,1678,73,51,129,569,500,1069,308,149,460,950,700,1648,39,31,71,476,312,787,130,64,195,645,407,1055,20,12,35,115
201,1300,8534,8987,17517,289,328,616,8051,8711,16765,704,665,1367,9044,9704,18748,450,530,977,8944,9743,18689,832,792,1627,10226,11065,21292,733,722,1451,8783,9472,18252,798,825,1629,10314,11019,21331,790,720,1514,6960,7445,14407,791,759,1548,8541,8924,17473,657,924,1585,3053,3417,6471,384,439,824,4094,4780,8885,470,1189,1660,677,1032,1712,141,236,378,1288,2457,3746,4685,5126,9813,66256,69712,135967,5861,5841,11705,76802,80679,157488,110,63,168,4330,4302,8633,247,271,517,4687,4636,9323,822,420,1241,9701,9502,19204,723,589,1310,11246,10511,21757,325,207,526,4583,4423,9001,294,296,591,5202,4926,10126,235,177,413,4255,4264,8516,304,264,573,4794,4705,9501,371,308,676,9233,9575,18805,631,596,1226,10235,10479,20702,342,380,716,8837,9745,18582,626,586,1206,9805,10711,20511,500,604,1103,9664,10365,20026,754,620,1370,10918,11589,22505,739,809,1547,9625,10542,20164,679,560,1237,11043,11911,22951,1011,1053,2063,8520,9255,17777,635,555,1194,10166,10863,21034,1008,1168,2181,3945
202,1546,8365,8745,17108,288,268,554,7630,8503,16133,818,707,1525,8736,9478,18208,422,396,817,8478,9456,17938,935,790,1721,9835,10642,20478,548,563,1111,8800,9348,18151,843,838,1682,10191,10749,20947,721,638,1364,6678,7123,13797,733,712,1444,8132,8473,16602,581,844,1422,3112,3419,6533,423,499,927,4116,4762,8881,493,1106,1596,735,1003,1739,225,398,620,1453,2507,3962,4271,4584,8850,63809,67591,131393,6614,6226,12842,74694,78401,153087,106,61,168,4295,4135,8432,280,268,547,4681,4464,9144,859,419,1279,9293,9093,18384,649,607,1260,10801,10119,20919,294,195,489,4175,4179,8347,270,281,549,4739,4655,9392,203,128,333,3926,3988,7912,311,237,542,4440,4353,8790,325,269,591,8327,9125,17452,814,607,1424,9466,10001,19470,292,332,617,8529,9432,17956,708,612,1322,9529,10376,19900,427,455,881,9128,9959,19085,753,618,1372,10308,11032,21340,586,707,1293,9394,10424,19819,719,661,1386,10699,11792,22501,844,916,1755,8576,9117,17691,608,555,1158,10028,10588,20611,889,1130,2021,4048
203,2520,16646,17441,34087,395,452,848,15524,16735,32263,1377,1051,2427,17296,18238,35535,607,697,1307,15595,17131,32729,1286,1150,2434,17488,18978,36463,833,989,1823,14760,16100,30862,1191,1240,2423,16784,18329,35108,1182,1053,2233,11351,12823,24170,1058,1067,2127,13591,14943,28529,1146,1748,2897,5221,6065,11287,588,729,1318,6955,8542,15504,1008,2313,3315,1364,1855,3220,292,497,789,2664,4665,7326,7319,8480,15794,118694,125398,244087,9805,9239,19046,135818,143117,278930,170,88,260,9129,8708,17840,432,410,836,9731,9206,18936,1463,728,2196,18236,17783,36018,1044,997,2045,20743,19508,40257,542,311,848,8430,8232,16663,436,426,865,9408,8969,18372,360,243,596,9006,8813,17819,643,484,1127,10009,9540,19539,517,454,970,19786,20396,40188,1568,999,2569,21871,21849,43726,450,539,989,18594,20327,38919,1318,1041,2360,20362,21907,42274,647,798,1450,17872,19347,37220,1152,906,2057,19671,21051,40725,910,1172,2082,16770,18907,35679,979,841,1824,18659,20920,39586,1387,1581,2970,15104,16726,31831,900,897,1797,17391,19204,36603,1599,2258,3858,6986
204,1466,8317,8809,17118,253,287,543,8129,8984,17110,834,790,1621,9216,10061,19281,437,455,896,9952,10655,20606,932,934,1864,11321,12044,23362,651,694,1340,10724,11165,21892,1050,1005,2051,12425,12864,25280,844,736,1578,8735,8760,17498,855,879,1727,10434,10375,20807,732,1025,1756,3791,4021,7811,460,536,991,4983,5582,10560,562,1248,1807,970,1211,2179,219,382,604,1751,2841,4594,4648,5081,9731,72346,74239,146584,6930,6952,13880,83924,86272,170193,88,50,140,4316,4342,8653,301,268,566,4705,4660,9364,850,452,1299,9720,9672,19395,840,753,1593,11410,10877,22291,296,153,453,4852,4529,9381,366,366,734,5514,5048,10563,191,113,304,4021,3688,7717,382,309,685,4594,4110,8704,309,245,552,8684,8976,17663,709,662,1375,9702,9883,19590,324,315,640,8765,9719,18485,763,688,1448,9852,10722,20571,424,491,912,10058,10936,20995,792,773,1561,11274,12200,23472,723,784,1507,11433,12224,23655,916,828,1744,13072,13836,26908,1039,976,2011,10690,10766,21461,814,678,1493,12543,12420,24963,1106,1345,2452,4993
205,2624,13814,14608,28424,471,517,988,12311,13409,25722,1388,1240,2629,14170,15166,29341,821,905,1726,14909,16162,31072,1622,1496,3121,17352,18563,35917,1117,1216,2334,16702,17945,34651,1662,1634,3298,19481,20795,40280,1497,1387,2886,14576,14762,29335,1554,1522,3073,17627,17671,35297,1274,1688,2963,6512,6809,13327,847,991,1835,8633,9488,18120,928,2063,2986,1498,1860,3363,330,564,899,2756,4487,7249,8146,8997,17140,113171,117771,230936,11856,11479,23333,133173,138247,271413,166,101,259,7241,7008,14244,575,580,1155,7982,7689,15659,1316,632,1945,15577,15122,30701,1390,1341,2724,18283,17095,35369,489,291,783,7098,6963,14062,535,533,1070,8122,7787,15913,363,226,591,6165,5990,12152,539,457,998,7067,6673,13743,565,475,1046,13889,15106,28997,1469,1210,2678,15923,16791,32721,529,614,1145,13725,14862,28584,1529,1270,2801,15783,16746,32526,819,962,1776,15165,16723,31888,1345,1169,2513,17329,18854,36176,1344,1469,2816,18401,20184,38585,1431,1361,2792,21176,23014,44190,1925,1976,3899,18365,18601,36963,1379,1289,2666,21669,21866,43532,1900,2315,4215,8610
206,15998,77709,82120,159834,557,537,1091,40079,40243,80326,4498,4092,8595,45134,44872,90016,786,785,1567,28847,29826,58669,3177,2929,6106,32810,33540,66348,1031,1197,2231,20975,22865,43842,2407,2390,4801,24413,26452,50873,1294,1690,2981,13657,14646,28304,1620,1603,3222,16571,17939,34507,1971,3394,5370,5889,6750,12634,913,1036,1950,8773,11180,19958,1609,3216,4826,1576,1890,3463,398,688,1090,3583,5794,9372,8721,12038,20765,249513,266116,515632,27561,27725,55289,285795,305879,591681,134,70,202,11638,11315,22959,588,625,1211,12360,12010,24369,765,380,1144,19759,19570,39331,1056,1056,2112,21580,21006,42583,298,198,494,10353,11403,21759,554,618,1176,11205,12219,23434,251,351,602,24724,28520,53238,1664,1801,3474,26639,30672,57314,597,853,1452,74788,79392,154187,4933,4948,9884,80318,85193,165518,642,680,1325,47301,46674,93978,3039,2756,5793,50982,50110,101098,810,929,1746,32449,33823,66270,2118,1868,3986,35377,36620,72005,1209,1263,2471,25055,26335,51391,1748,1501,3247,28012,29099,57113,1428,2034,3461,16705,18447,35150,1119,1118,2241,19252,21599,40849,2146,3608,5755,7554
207,2533,23936,24384,48320,285,323,608,19670,22351,42025,1028,1045,2072,20983,23719,44707,394,483,877,21793,24764,46556,1186,1175,2360,23373,26422,49793,532,705,1234,17666,19701,37368,982,1052,2039,19180,21458,40640,770,1130,1898,12800,15055,27859,765,960,1724,14335,17145,31481,1488,2481,3970,7375,8648,16025,651,777,1423,9514,11906,21424,1531,3589,5123,2166,2871,5041,313,628,942,4010,7088,11110,6434,9507,15945,157885,168294,326176,8465,9061,17522,172784,186862,359646,110,48,153,7648,7362,15009,287,292,575,8045,7702,15744,806,380,1186,20557,20074,40635,682,572,1255,22045,21026,43076,290,188,478,11469,11092,22563,350,323,672,12109,11603,23713,234,209,443,13212,12332,25543,567,515,1076,14013,13056,27065,313,321,638,22958,23061,46020,1109,1006,2115,24380,24388,48770,291,321,614,21568,24051,45623,810,819,1624,22669,25191,47868,433,531,963,22401,25524,47928,791,805,1599,23625,26860,50484,622,831,1455,19917,21984,41895,652,687,1344,21191,23502,44690,976,1509,2481,14573,16986,31557,561,643,1204,16110,19138,35247,1853,3124,4976,8552
208,3128,25150,27079,52229,333,405,736,25496,27770,53268,1552,1530,3081,27381,29705,57087,511,625,1142,25882,28460,54345,1574,1538,3114,27967,30623,58596,661,873,1538,20338,21809,42148,1264,1342,2611,22263,24024,46294,960,1327,2286,13855,15803,29658,990,1114,2098,15805,18244,34045,1479,2452,3929,6678,8355,15034,702,928,1628,8859,11735,20590,1750,3991,5743,2321,3292,5611,407,776,1188,4478,8059,12542,7233,10619,17853,176111,187515,363628,10741,11483,22223,194085,209617,403703,119,82,194,10369,10014,20378,324,363,688,10812,10459,21261,926,451,1375,24769,23933,48705,920,880,1803,26615,25264,51881,333,253,591,12073,11721,23789,368,366,733,12774,12340,25117,241,186,425,11729,11418,23141,460,373,829,12430,11977,24406,377,377,753,24022,25300,49327,1184,1102,2278,25583,26779,52356,357,459,814,26333,28945,55270,1031,1025,2054,27721,30429,58144,525,627,1152,27961,30956,58911,983,970,1949,29469,32553,62017,708,985,1690,22909,24704,47616,741,812,1558,24358,26501,50866,1142,1639,2777,16679,19041,35724,686,884,1563,18507,21564,40065,1872,3044,4922,8293
209,4752,37765,38650,76417,752,742,1495,32479,33667,66147,2075,2055,4127,35306,36464,71765,1112,1285,2397,28716,30604,59316,1857,1918,3769,31685,33807,65488,1454,1791,3250,22935,24747,47675,1521,1580,3106,25910,28118,54030,1977,2170,4148,15131,16426,31560,1185,1351,2535,18293,19947,38247,2207,3442,5643,6773,7363,14136,739,945,1687,9719,11750,21471,1595,3034,4629,1469,1903,3373,369,694,1061,3433,5631,9061,11999,14212,26208,217055,222519,439576,14425,15142,29563,243479,251873,495351,268,158,427,16744,15693,32444,789,736,1522,17801,16587,34396,1832,915,2745,32101,31174,63275,1576,1504,3080,35509,33593,69100,607,408,1015,14461,13608,28070,704,614,1315,15772,14630,30410,465,308,768,16023,14906,30933,884,651,1532,17372,15865,33231,744,698,1445,36824,37906,74731,1937,1799,3732,39505,40403,79907,803,869,1670,38080,39105,77180,1733,1638,3368,40616,41612,82221,1214,1372,2586,32020,33394,65413,1427,1312,2733,34661,36078,70726,1698,2115,3816,25657,27780,53439,1156,1102,2257,28511,30997,59510,2291,2988,5283,18202,20045,38249,901,928,1833,21394,23961,45359,2677,4132,6810,8350
