SA4_CODE_2021,C11_M_Post_Deg_15_19_yrs,C11_M_Post_Deg_20_24_yrs,C11_M_Post_Deg_25_34_yrs,C11_M_Post_Deg_35_44_yrs,C11_M_Post_Deg_45_54_yrs,C11_M_Post_Deg_55_64_yrs,C11_M_Post_Deg_65_74_yrs,C11_M_Post_Deg_75_84_yrs,C11_M_Post_Deg_85over,C11_M_Post_Deg_Tot,C11_M_GrDip_GrCe_15_19,C11_M_GrDip_GrCe_20_24,C11_M_GrDip_GrCe_25_34,C11_M_GrDip_GrCe_35_44,C11_M_GrDip_GrCe_45_54,C11_M_GrDip_GrCe_55_64,C11_M_GrDip_GrCe_65_74,C11_M_GrDip_GrCe_75_84,C11_M_GrDip_GrCe_85over,C11_M_GrDip_GrCe_Tot,C11_M_BD_15_19,C11_M_BD_20_24,C11_M_BD_25_34,C11_M_BD_35_44,C11_M_BD_45_54,C11_M_BD_55_64,C11_M_BD_65_74,C11_M_BD_75_84,C11_M_BD_85over,C11_M_BD_Tot,C11_M_AdD_DL_15_19,C11_M_AdD_DL_20_24,C11_M_AdD_DL_25_34,C11_M_AdD_DL_35_44,C11_M_AdD_DL_45_54,C11_M_AdD_DL_55_64,C11_M_AdD_DL_65_74,C11_M_AdD_DL_75_84,C11_M_AdD_DL_85over,C11_M_AdD_DL_Tot,C11_M_CL_C_III_IV_15_19,C11_M_CL_C_III_IV_20_24,C11_M_CL_C_III_IV_25_34,C11_M_CL_C_III_IV_35_44,C11_M_CL_C_III_IV_45_54,C11_M_CL_C_III_IV_55_64,C11_M_CL_C_III_IV_65_74,C11_M_CL_C_III_IV_75_84,C11_M_CL_C_III_IV_85over,C11_M_CL_C_III_IV_Tot,C11_M_CL_C_I_II_15_19,C11_M_CL_C_I_II_20_24,C11_M_CL_C_I_II_25_34,C11_M_CL_C_I_II_35_44,C11_M_CL_C_I_II_45_54,C11_M_CL_C_I_II_55_64,C11_M_CL_C_I_II_65_74,C11_M_CL_C_I_II_75_84,C11_M_CL_C_I_II_85over,C11_M_CL_C_I_II_Tot,C11_M_CL_CL_nfd_15_19,C11_M_CL_CL_nfd_20_24,C11_M_CL_CL_nfd_25_34,C11_M_CL_CL_nfd_35_44,C11_M_CL_CL_nfd_45_54,C11_M_CL_CL_nfd_55_64,C11_M_CL_CL_nfd_65_74,C11_M_CL_CL_nfd_75_84,C11_M_CL_CL_nfd_85over,C11_M_CL_CL_nfd_Tot,C11_M_CL_Tot_15_19,C11_M_CL_Tot_20_24,C11_M_CL_Tot_25_34,C11_M_CL_Tot_35_44,C11_M_CL_Tot_45_54,C11_M_CL_Tot_55_64,C11_M_CL_Tot_65_74,C11_M_CL_Tot_75_84,C11_M_CL_Tot_85over,C11_M_CL_Tot_Tot,C11_M_LE_ID_15_19,C11_M_LE_ID_20_24,C11_M_LE_ID_25_34,C11_M_LE_ID_35_44,C11_M_LE_ID_45_54,C11_M_LE_ID_55_64,C11_M_LE_ID_65_74,C11_M_LE_ID_75_84,C11_M_LE_ID_85over,C11_M_LE_ID_Tot,C11_M_LE_NS_15_19,C11_M_LE_NS_20_24,C11_M_LE_NS_25_34,C11_M_LE_NS_35_44,C11_M_LE_NS_45_54,C11_M_LE_NS_55_64,C11_M_LE_NS_65_74,C11_M_LE_NS_75_84,C11_M_LE_NS_85over,C11_M_LE_NS_Tot,C11_M_Tot_15_19_yrs,C11_M_Tot_20_24_yrs,C11_M_Tot_25_34_yrs,C11_M_Tot_35_44_yrs,C11_M_Tot_45_54_yrs,C11_M_Tot_55_64_yrs,C11_M_Tot_65_74_yrs,C11_M_Tot_75_84_yrs,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_Post_Deg_15_19_yrs,C16_M_Post_Deg_20_24_yrs,C16_M_Post_Deg_25_34_yrs,C16_M_Post_Deg_35_44_yrs,C16_M_Post_Deg_45_54_yrs,C16_M_Post_Deg_55_64_yrs,C16_M_Post_Deg_65_74_yrs,C16_M_Post_Deg_75_84_yrs,C16_M_Post_Deg_85over,C16_M_Post_Deg_Tot,C16_M_GrDip_GrCe_15_19,C16_M_GrDip_GrCe_20_24,C16_M_GrDip_GrCe_25_34,C16_M_GrDip_GrCe_35_44,C16_M_GrDip_GrCe_45_54,C16_M_GrDip_GrCe_55_64,C16_M_GrDip_GrCe_65_74,C16_M_GrDip_GrCe_75_84,C16_M_GrDip_GrCe_85over,C16_M_GrDip_GrCe_Tot,C16_M_BD_15_19,C16_M_BD_20_24,C16_M_BD_25_34,C16_M_BD_35_44,C16_M_BD_45_54,C16_M_BD_55_64,C16_M_BD_65_74,C16_M_BD_75_84,C16_M_BD_85over,C16_M_BD_Tot,C16_M_AdD_DL_15_19,C16_M_AdD_DL_20_24,C16_M_AdD_DL_25_34,C16_M_AdD_DL_35_44,C16_M_AdD_DL_45_54,C16_M_AdD_DL_55_64,C16_M_AdD_DL_65_74,C16_M_AdD_DL_75_84,C16_M_AdD_DL_85over,C16_M_AdD_DL_Tot,C16_M_CL_C_III_IV_15_19,C16_M_CL_C_III_IV_20_24,C16_M_CL_C_III_IV_25_34,C16_M_CL_C_III_IV_35_44,C16_M_CL_C_III_IV_45_54,C16_M_CL_C_III_IV_55_64,C16_M_CL_C_III_IV_65_74,C16_M_CL_C_III_IV_75_84,C16_M_CL_C_III_IV_85over,C16_M_CL_C_III_IV_Tot,C16_M_CL_C_I_II_15_19,C16_M_CL_C_I_II_20_24,C16_M_CL_C_I_II_25_34,C16_M_CL_C_I_II_35_44,C16_M_CL_C_I_II_45_54,C16_M_CL_C_I_II_55_64,C16_M_CL_C_I_II_65_74,C16_M_CL_C_I_II_75_84,C16_M_CL_C_I_II_85over,C16_M_CL_C_I_II_Tot,C16_M_CL_CL_nfd_15_19,C16_M_CL_CL_nfd_20_24,C16_M_CL_CL_nfd_25_34,C16_M_CL_CL_nfd_35_44,C16_M_CL_CL_nfd_45_54,C16_M_CL_CL_nfd_55_64,C16_M_CL_CL_nfd_65_74,C16_M_CL_CL_nfd_75_84,C16_M_CL_CL_nfd_85over,C16_M_CL_CL_nfd_Tot,C16_M_CL_Tot_15_19,C16_M_CL_Tot_20_24,C16_M_CL_Tot_25_34,C16_M_CL_Tot_35_44,C16_M_CL_Tot_45_54,C16_M_CL_Tot_55_64,C16_M_CL_Tot_65_74,C16_M_CL_Tot_75_84,C16_M_CL_Tot_85over,C16_M_CL_Tot_Tot,C16_M_LE_ID_15_19,C16_M_LE_ID_20_24,C16_M_LE_ID_25_34,C16_M_LE_ID_35_44,C16_M_LE_ID_45_54,C16_M_LE_ID_55_64,C16_M_LE_ID_65_74,C16_M_LE_ID_75_84,C16_M_LE_ID_85over,C16_M_LE_ID_Tot
203,0,32,408,618,644,503,295,83,18,2601,0,22,175,313,343,347,137,31,8,1373,3,673,2467,2454,1896,1635,746,285,85,10242,17,353,1057,1455,1479,1537,883,400,91,7274,409,1822,4251,5016,4873,3903,2522,1396,365,24568,109,146,176,108,91,69,37,9,6,766,22,79,148,145,171,239,118,47,17,993,539,2056,4574,5267,5139,4220,2683,1453,396,26325,12,36,102,135,152,140,133,81,33,821,788,587,1114,1262,1308,1198,1129,1134,504,9015,1365,3749,9906,11506,10960,9571,5998,3463,1131,57645,0,53,718,876,786,657,471,148,28,3738,0,20,274,385,374,453,258,56,11,1825,8,891,3008,3001,2121,1985,1308,429,126,12887,52,446,1484,1724,1757,1709,1400,524,150,9259,421,2006,5262,4872,5104,4559,3217,1629,503,27576,82,142,174,128,121,99,61,18,5,829,27,91,223,242,239,302,271,115,49,1544,531,2234,5658,5246,5463,4956,3547,1761,558,29951,5,34,93,120,78,109,99,82,27,654
204,0,0,91,168,219,234,140,38,7,892,0,3,66,184,195,228,104,6,5,784,0,161,739,860,810,948,432,140,55,4148,5,145,476,772,934,1044,571,219,34,4197,291,1221,2751,3387,3694,3027,1784,769,200,17127,110,127,121,94,67,71,31,8,0,620,19,53,102,93,133,156,83,31,12,684,421,1393,2969,3570,3899,3257,1897,814,208,18431,9,24,59,81,97,119,74,62,15,545,502,310,565,656,855,926,869,803,294,5776,939,2046,4973,6281,7002,6760,4079,2072,620,34778,0,9,130,203,262,281,212,53,14,1163,0,7,89,159,207,260,180,43,5,951,0,166,773,980,792,1022,678,221,66,4717,15,157,646,824,1043,1113,872,299,79,5041,286,1339,3223,3247,3779,3591,2491,1024,302,19289,81,114,115,95,68,75,49,12,4,619,20,66,127,160,176,192,224,72,15,1065,390,1525,3466,3503,4027,3862,2768,1108,323,20969,7,24,47,51,67,70,69,57,12,408
205,0,3,172,263,272,333,213,63,12,1324,0,6,118,178,258,335,122,27,4,1056,4,287,1250,1178,1210,1271,624,229,50,6093,9,187,694,991,1227,1435,940,390,64,5936,351,2110,4808,5498,6158,5208,3466,1517,359,29470,94,129,197,132,113,94,41,8,4,823,20,70,132,140,181,236,157,51,6,990,469,2313,5132,5771,6452,5538,3662,1577,369,31287,21,48,116,115,140,194,173,81,16,907,874,647,1255,1320,1387,1606,1536,1280,472,10379,1370,3492,8738,9819,10944,10713,7267,3651,986,56978,7,15,211,294,304,393,321,102,28,1664,3,15,130,191,281,329,276,38,10,1270,0,291,1311,1318,1091,1466,1057,332,81,6937,21,214,882,1115,1275,1473,1379,512,122,6992,369,2075,5477,5113,6311,6015,4480,2061,534,32431,92,141,191,137,111,127,74,17,0,900,15,74,207,199,266,346,347,133,46,1640,476,2288,5876,5457,6690,6492,4902,2213,582,34973,11,17,76,92,85,106,141,86,23,640
206,0,396,6875,5049,3335,2358,1145,296,58,19508,0,107,1823,1775,1231,835,217,53,8,6038,25,5335,24536,12648,6866,4713,1947,684,195,56951,83,1972,5514,3552,2284,1953,960,366,90,16771,300,2025,5991,4322,3516,2308,1381,812,308,20967,91,173,380,214,134,86,38,9,3,1126,51,153,448,410,347,231,104,42,12,1794,437,2350,6822,4939,3994,2628,1526,863,326,23883,27,178,487,363,282,212,140,85,32,1807,1281,2940,6670,3999,2915,2498,1898,1535,679,24412,1852,13277,52721,32325,20906,15192,7827,3880,1391,149370,3,653,10391,6883,4343,2912,1861,549,123,27729,3,136,2028,1830,1427,1153,489,91,17,7177,48,7610,29743,14723,8362,5575,3190,1041,347,70641,155,2072,6435,4057,2919,2144,1395,472,171,19832,328,2081,7302,4379,3852,2752,1666,895,388,23638,80,200,321,225,149,87,48,22,10,1141,55,203,593,454,448,401,228,107,33,2517,461,2492,8216,5059,4449,3236,1942,1024,423,27298,93,210,564,377,247,181,186,95,23,1980
207,0,202,2688,2911,3207,2215,1199,416,106,12951,0,55,533,911,1036,768,287,95,22,3703,9,2706,8032,7260,6768,4790,2334,1129,408,33442,77,1188,2052,2001,2124,2055,1490,836,252,12081,235,1111,2188,2549,2876,1962,2052,1267,399,14643,79,101,123,95,87,83,45,29,4,640,28,82,172,196,262,232,154,83,37,1243,340,1297,2481,2833,3222,2272,2252,1381,440,16522,13,72,182,180,219,183,146,126,62,1184,830,917,1471,1106,1231,1091,1103,1234,720,9718,1276,6435,17446,17199,17812,13389,8815,5210,2014,89602,7,255,3726,3797,3559,2720,1650,591,173,16478,3,52,561,841,1044,944,499,143,44,4129,11,3177,9000,7522,7165,5328,3136,1461,521,37326,76,1060,2149,1883,2221,1878,1728,937,345,12270,263,1076,2399,1955,2882,2150,1766,1469,580,14544,50,108,120,77,113,52,36,24,4,581,31,96,174,220,313,270,198,171,74,1541,340,1278,2693,2257,3302,2477,2002,1664,653,16668,14,84,189,183,200,197,177,126,57,1232
208,0,130,2546,2887,2506,1663,795,272,73,10876,0,40,587,986,970,710,235,67,13,3614,13,2062,7574,8370,6646,4472,1881,897,330,32243,52,1020,2444,2921,2556,2357,1357,767,249,13713,291,1464,3424,4336,4579,3272,2228,1463,588,21642,89,119,143,137,123,85,41,21,8,766,28,86,222,280,303,305,157,78,32,1490,407,1670,3791,4751,4998,3663,2421,1561,630,23896,20,73,222,242,248,218,154,125,68,1358,967,881,1697,1655,1672,1478,1328,1362,878,11910,1457,5871,18855,21805,19595,14553,8181,5058,2239,97620,3,197,3057,3586,3240,2152,1280,398,117,14019,0,46,547,923,1138,886,471,113,26,4148,12,2569,8402,9087,7606,5362,2905,1140,444,37520,61,799,2526,2891,2947,2379,1778,785,350,14521,259,1379,3837,3788,4588,3646,2387,1523,712,22126,62,101,127,144,108,84,58,18,3,706,34,101,254,339,399,406,339,148,63,2078,353,1579,4215,4269,5097,4134,2785,1692,788,24910,9,64,213,263,223,208,164,118,67,1330
209,0,131,2164,1891,1482,1102,475,122,24,7400,0,54,500,776,684,567,167,49,3,2801,4,1819,6792,5583,3881,2710,940,322,80,22138,43,1274,3116,2995,2480,1942,958,322,103,13232,604,2903,6785,7749,6998,5116,3121,1457,381,35114,125,172,262,207,157,123,37,6,4,1087,37,140,325,348,372,268,123,50,17,1684,765,3213,7367,8313,7520,5503,3283,1517,399,37884,24,120,311,301,273,236,125,85,31,1501,1342,1316,2415,2150,2078,1895,1539,1433,647,14819,2183,7926,22665,22006,18404,13963,7486,3858,1287,99769,0,194,3282,3197,1911,1370,773,235,29,10994,0,47,600,891,798,756,335,59,14,3504,24,2293,8515,7394,4504,3370,1739,536,148,28520,83,1197,4278,3723,3091,2323,1449,468,137,16747,643,2762,8274,7485,7726,5921,3802,1903,568,39091,116,199,263,243,185,133,55,17,6,1216,36,180,439,503,509,423,295,115,39,2535,801,3138,8976,8237,8422,6468,4158,2032,611,42838,18,99,312,285,218,176,147,64,24,1339
210,0,53,1021,850,652,405,132,31,6,3154,0,17,249,359,372,250,60,30,4,1348,9,938,3661,3027,2128,1217,501,155,30,11673,32,876,2092,1935,1674,1225,600,228,46,8719,502,2103,4871,5596,5387,3709,2359,1203,310,26040,122,125,225,154,109,66,27,10,0,841,32,106,251,280,245,189,96,33,6,1232,653,2338,5342,6033,5741,3969,2477,1247,319,28118,15,84,222,227,219,150,103,62,20,1097,1264,999,1761,1713,1674,1401,1306,1215,407,11746,1975,5308,14350,14141,12459,8625,5183,2964,837,65846,0,99,1859,1789,893,581,267,59,11,5548,4,42,324,497,397,341,130,35,5,1784,13,1386,5285,4229,2589,1822,784,232,64,16413,55,909,3028,2548,2233,1507,849,330,88,11541,499,2273,6147,5513,5861,4278,2793,1503,448,29301,84,210,215,167,151,88,44,11,4,976,49,134,371,372,396,307,201,94,37,1959,635,2610,6737,6045,6406,4669,3027,1613,489,32229,15,74,273,204,169,143,101,49,25,1062
211,3,55,1160,1697,1608,1198,538,165,33,6453,0,28,429,777,851,723,272,72,11,3160,9,1574,5983,5621,4595,3562,1536,519,163,23562,49,1035,2786,3214,3245,3029,1803,679,162,15998,696,3568,8225,9880,9947,7346,4794,2198,502,47154,161,225,310,189,201,164,83,42,4,1373,46,178,289,362,419,438,249,106,39,2122,899,3963,8829,10434,10570,7950,5122,2343,549,50656,18,96,236,298,338,318,246,153,47,1749,1263,818,1376,1748,1830,1754,1522,1468,754,12524,2235,7568,20794,23791,23041,18528,11034,5388,1715,114098,0,96,2003,2558,1926,1504,863,285,58,9294,0,35,507,829,848,935,477,132,18,3785,8,1831,6857,6921,5004,4077,2441,787,229,28143,80,1013,3148,3626,3579,3030,2300,937,286,17993,628,3275,8841,8436,10096,7966,5222,2880,754,48096,116,219,270,223,185,135,97,36,8,1291,42,152,336,414,483,593,468,234,67,2783,779,3644,9450,9073,10765,8690,5788,3148,833,52169,14,62,186,204,243,214,198,127,53,1311
212,0,181,3173,2648,2075,1278,595,187,27,10166,4,60,556,751,725,550,219,55,5,2915,23,2907,9592,7217,5209,3359,1397,615,161,30489,119,2549,5448,4319,3525,2620,1589,692,160,21027,921,4030,9728,11216,10480,7569,4815,2337,518,51617,247,311,430,306,261,143,86,39,7,1827,75,200,457,485,410,433,204,101,10,2377,1243,4537,10617,12005,11148,8150,5100,2478,534,55814,41,181,587,579,498,348,241,166,53,2702,2214,2081,3601,3163,3113,2778,2509,2139,823,22425,3644,12505,33572,30681,26291,19084,11655,6330,1769,145532,0,283,4758,4815,2715,1694,906,296,59,15523,0,78,659,889,838,717,387,99,17,3689,37,3650,12355,9501,6294,4203,2261,875,264,39433,187,2229,6836,5894,4495,3188,2017,879,267,25985,1098,4837,11608,10971,11523,8665,5565,3091,761,58119,222,347,504,378,265,179,98,33,4,2027,86,268,677,693,765,649,472,219,71,3893,1405,5455,12789,12044,12554,9492,6130,3343,834,64044,33,179,553,499,447,377,237,147,45,2520
213,0,138,3771,2618,1316,683,217,45,9,8803,3,43,736,865,668,401,90,20,4,2825,18,2090,10141,7789,4078,2229,711,185,42,27291,108,2091,5144,4147,3004,1935,708,219,50,17408,842,3863,9885,10162,9078,6582,3223,1432,401,45455,166,298,487,367,215,138,39,11,3,1720,50,236,543,545,426,304,133,47,4,2292,1052,4394,10918,11068,9720,7019,3396,1491,405,49472,32,159,630,493,445,311,197,84,23,2383,2315,2511,5366,4410,3758,3259,2301,1555,622,26091,3535,11429,36703,31392,22988,15837,7623,3602,1160,134263,3,301,5116,5617,2041,1118,489,92,10,14784,3,69,857,1168,751,603,240,38,0,3736,23,3031,13046,11241,5592,3306,1387,336,67,38036,114,1952,7220,5698,3975,2734,1211,352,88,23346,946,4228,11787,10647,10204,7759,4548,1858,512,52495,172,361,519,401,279,164,76,24,5,2002,82,303,781,902,766,601,372,97,36,3947,1202,4898,13086,11952,11250,8527,4996,1978,550,58451,34,164,566,545,334,268,193,83,21,2204
214,0,12,195,430,482,448,336,126,25,2052,0,9,148,263,318,333,142,42,10,1265,6,390,1670,2095,1709,1517,1022,500,137,9043,25,391,1201,1540,1518,1605,1206,578,161,8223,420,2013,4887,5968,5857,4378,3133,1685,438,28772,104,153,185,101,98,71,45,28,3,788,31,92,174,157,198,214,148,68,20,1103,551,2255,5240,6230,6153,4668,3323,1776,470,30666,16,44,136,192,199,157,144,85,49,1029,955,559,1007,1345,1473,1339,1422,1312,672,10080,1561,3664,9610,12082,11855,10064,7598,4411,1512,62357,0,18,322,554,636,575,474,199,44,2823,3,22,171,323,353,426,287,78,15,1688,7,465,1871,2468,1989,1732,1527,666,209,10935,41,459,1443,1931,1959,1745,1547,659,215,9984,422,2085,5802,5589,6187,5225,3689,2133,629,31759,88,139,163,147,129,81,65,26,6,848,33,91,200,289,320,392,314,153,56,1849,544,2312,6162,6029,6639,5699,4070,2316,684,34453,3,36,82,106,123,129,170,107,40,792
215,0,10,83,103,102,119,42,9,0,471,0,6,53,91,121,146,37,6,0,462,4,131,681,662,562,491,194,73,8,2814,5,132,441,616,602,606,311,114,28,2850,247,1150,2241,2593,2967,2150,1254,534,122,13267,72,105,129,91,63,45,16,4,0,527,20,43,75,88,114,129,37,19,3,526,335,1307,2440,2778,3135,2318,1312,554,127,14317,9,14,52,69,88,89,66,32,12,430,527,335,660,833,966,1010,929,866,340,6463,879,1929,4418,5153,5583,4777,2891,1655,525,27810,0,9,89,135,95,117,71,21,0,543,0,4,65,94,122,136,76,12,5,510,0,147,773,691,526,575,304,101,32,3149,6,130,491,626,662,729,462,150,46,3318,217,1138,2781,2363,2848,2696,1687,690,180,14606,53,108,115,104,76,77,38,12,0,585,15,56,108,122,180,166,123,49,0,821,281,1309,3004,2588,3105,2942,1847,756,186,16008,10,21,43,31,44,59,62,35,13,311
216,0,3,95,106,111,91,36,15,6,461,0,8,54,90,109,103,31,8,0,398,0,138,604,575,488,474,146,55,17,2496,3,73,304,463,494,510,307,123,23,2299,232,961,1983,2486,2504,1826,1184,553,108,11842,46,71,82,73,49,28,21,4,0,366,15,25,70,86,84,78,51,25,5,430,288,1060,2137,2643,2633,1924,1252,577,115,12638,6,22,76,57,52,60,45,38,20,371,479,291,552,694,766,698,834,683,302,5306,777,1591,3817,4620,4656,3865,2657,1502,475,23963,0,16,152,133,135,106,64,20,8,629,0,6,82,94,120,138,60,18,6,525,0,117,678,675,508,501,299,77,26,2885,7,137,464,514,545,590,426,152,43,2876,177,1075,2387,2223,2629,2269,1527,710,189,13183,42,57,75,76,61,51,35,10,3,400,14,32,98,133,103,130,112,52,10,694,227,1163,2561,2429,2790,2453,1677,767,207,14274,6,8,41,38,38,50,51,32,14,273
217,0,6,51,119,132,145,84,27,9,570,0,4,44,97,132,123,43,9,0,462,4,155,597,631,589,598,219,85,21,2896,13,72,328,529,554,645,289,102,24,2551,283,1088,2215,2488,2637,1793,955,455,125,12040,50,58,84,73,54,46,13,6,0,387,17,34,66,77,100,101,53,10,4,454,342,1185,2367,2638,2785,1942,1020,465,131,12883,4,20,54,52,61,66,63,30,5,356,455,202,424,492,643,714,661,649,248,4482,820,1644,3867,4564,4900,4232,2383,1367,427,24198,0,16,69,141,149,166,136,46,6,731,0,0,65,104,130,150,71,16,7,545,5,145,677,726,580,663,417,97,41,3346,12,91,368,543,614,668,474,156,35,2960,222,1065,2293,2309,2573,2189,1376,572,178,12768,42,70,95,64,54,67,41,3,3,446,10,43,103,116,120,151,112,38,14,696,276,1182,2489,2489,2747,2408,1524,611,198,13910,0,7,30,37,50,49,45,27,8,248
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,7,3,6,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4,4,7,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0
299,0,4,50,30,12,6,10,0,0,109,0,3,15,5,8,4,0,0,0,40,0,51,191,98,45,24,8,4,0,422,0,23,65,38,36,26,11,3,0,205,13,65,148,148,111,81,57,9,6,639,6,13,16,3,7,6,0,0,0,48,0,8,10,4,10,0,0,0,0,47,18,93,175,162,123,92,60,7,6,729,0,3,11,5,6,0,0,0,0,29,66,130,275,298,209,88,59,34,8,1162,88,305,781,641,431,249,145,51,12,2696,0,5,59,32,17,15,7,0,0,131,0,0,9,11,8,3,0,0,0,29,0,37,159,64,35,26,17,4,0,343,0,20,64,37,26,30,8,5,0,191,11,42,142,112,87,78,44,9,0,538,0,7,9,0,4,0,0,0,0,21,0,4,9,12,8,4,6,0,0,44,16,55,157,126,104,86,55,13,0,604,0,3,3,7,0,0,0,0,0,22
301,0,12,239,521,608,423,188,58,22,2074,0,7,102,257,265,197,64,17,0,913,0,419,1558,2232,1738,1251,559,193,63,8012,46,251,817,1473,1564,1226,591,219,78,6266,418,1511,3852,4401,4764,3899,2297,1089,272,22497,176,128,177,100,64,55,23,15,0,734,25,60,134,170,145,175,110,44,11,875,617,1699,4159,4669,4979,4130,2424,1148,288,24106,11,46,117,169,196,139,104,73,17,881,608,339,681,916,895,871,738,629,314,5996,1277,2774,7669,10239,10242,8247,4677,2337,776,48249,0,14,282,717,747,545,359,106,30,2805,0,17,122,245,318,281,124,39,7,1158,7,545,1706,2376,1998,1492,946,311,72,9459,71,366,969,1579,1829,1518,874,338,92,7632,537,1512,4367,4473,4751,4260,3019,1373,381,24668,163,141,141,91,70,65,42,13,3,734,44,78,158,245,270,263,225,100,41,1409,750,1724,4662,4810,5083,4581,3279,1490,429,26816,9,35,69,101,98,82,97,54,26,568
302,0,30,706,795,619,433,160,70,7,2825,0,8,211,347,309,200,60,15,6,1159,8,679,3290,2895,1755,1180,491,213,51,10557,64,353,1139,1400,1271,914,457,226,58,5879,286,1332,3384,3269,3046,2426,1595,977,260,16572,106,129,181,114,61,44,27,8,0,663,28,68,158,169,134,164,82,49,10,859,420,1527,3722,3544,3238,2642,1703,1028,267,18102,11,45,153,148,123,128,95,69,28,807,460,494,1037,911,809,716,600,707,434,6162,959,3141,10254,10051,8124,6207,3571,2329,845,45488,0,39,871,1250,880,571,295,96,25,4031,0,22,243,408,419,293,127,41,12,1569,10,818,3802,3574,2193,1439,765,329,73,12998,59,458,1623,1643,1589,1112,656,278,79,7493,382,1463,4063,3260,3174,2599,1733,1033,365,18076,135,149,169,98,88,49,33,15,0,728,37,79,212,206,199,180,163,94,29,1197,549,1695,4441,3557,3464,2830,1927,1138,397,19997,11,25,132,118,94,80,90,57,26,625
303,0,150,2600,2207,1651,991,372,106,15,8100,0,43,449,623,535,326,98,36,5,2106,23,2277,7473,5595,3587,2416,966,357,85,22786,89,1067,2278,2148,1918,1408,734,281,78,9998,382,2047,4678,4222,4134,3204,2083,1137,342,22235,188,167,236,144,91,68,39,15,3,947,37,125,241,240,204,223,114,41,12,1240,605,2340,5159,4603,4437,3492,2233,1191,356,24419,13,104,280,246,212,200,140,83,23,1299,840,1163,2040,1494,1329,1170,852,811,418,10120,1582,7151,20275,16915,13664,10007,5401,2868,976,78834,3,189,3471,3285,2129,1347,629,213,42,11304,3,59,653,690,650,436,197,51,5,2732,23,2703,9017,6677,4236,2845,1527,528,124,27683,145,1226,2854,2438,2130,1595,973,346,115,11826,554,1949,4826,4103,4022,3292,2160,1340,416,22657,177,247,196,152,100,60,47,8,0,982,60,130,297,312,257,282,206,96,30,1678,790,2324,5321,4570,4374,3634,2415,1443,455,25318,25,109,276,230,192,138,124,65,12,1169
304,0,78,1138,1652,1735,1417,721,244,48,7027,0,18,227,429,410,327,109,36,7,1569,12,1499,3724,3592,2827,2196,1103,426,119,15498,56,426,839,1210,1223,990,566,260,65,5636,246,910,1708,1838,1809,1374,920,491,137,9437,102,108,91,59,35,27,24,15,0,456,27,66,86,96,110,133,87,35,13,651,378,1084,1888,1993,1954,1535,1023,537,150,10544,19,45,98,118,79,103,73,54,14,614,402,475,610,515,550,472,356,357,272,4009,871,3619,8534,9506,8780,7038,3957,1916,670,44889,0,49,1283,2031,1921,1459,1023,366,107,8238,0,42,284,431,493,376,183,51,13,1868,8,1561,3578,3770,3163,2261,1552,547,183,16628,80,498,837,1172,1360,1037,748,326,85,6150,331,934,2007,1784,1779,1395,1004,548,169,9957,117,117,68,55,34,28,24,5,3,460,38,63,112,140,121,120,155,68,26,842,491,1121,2186,1985,1930,1539,1184,623,202,11252,14,48,74,90,78,74,71,54,18,513
305,0,156,2291,2305,1844,1221,458,101,31,8402,0,48,631,685,547,339,94,25,4,2372,11,2456,9126,5870,3613,2362,927,312,60,24732,75,776,2197,1619,1300,1001,473,188,36,7665,216,1341,3523,2325,2061,1512,849,458,154,12436,90,171,205,100,67,43,17,0,4,706,19,83,219,177,116,164,68,30,9,882,332,1597,3947,2594,2244,1717,935,493,160,14020,16,86,247,185,145,108,88,41,13,929,569,1294,2724,1584,1218,944,611,467,227,9634,1006,6410,21157,14836,10907,7690,3595,1617,535,67753,4,127,3051,2855,2283,1553,737,213,42,10874,4,97,746,713,671,449,206,42,4,2935,9,2733,10290,6176,4594,2758,1410,430,113,28502,103,952,2398,1717,1630,1081,629,227,42,8768,318,1455,3851,2296,2085,1583,918,480,158,13132,102,161,168,101,47,40,18,4,0,647,42,120,275,195,163,162,131,52,15,1155,461,1729,4287,2592,2295,1781,1074,539,177,14939,16,73,222,167,120,107,78,56,18,850
