SA4_CODE_2021,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Married_P,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Sep_P,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Div_P,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Wid_P,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_Nvr_marrd_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Married_P,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Sep_P,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Div_P,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Wid_P,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_Nvr_marrd_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Married_P,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Sep_P,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Div_P,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Wid_P,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_Nvr_marrd_P,C11_25_29_Tot_M,C11_25_29_Tot_F,C11_25_29_Tot_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Married_P,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Sep_P,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Div_P,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Wid_P,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_Nvr_marrd_P,C11_30_34_Tot_M,C11_30_34_Tot_F,C11_30_34_Tot_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Married_P,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Sep_P,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Div_P,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Wid_P,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_Nvr_marrd_P,C11_35_39_Tot_M,C11_35_39_Tot_F,C11_35_39_Tot_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Married_P,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Sep_P,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Div_P,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Wid_P,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_Nvr_marrd_P,C11_40_44_Tot_M,C11_40_44_Tot_F,C11_40_44_Tot_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Married_P,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Sep_P,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Div_P,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Wid_P,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_Nvr_marrd_P,C11_45_49_Tot_M,C11_45_49_Tot_F,C11_45_49_Tot_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Married_P,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Sep_P,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Div_P,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Wid_P,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_Nvr_marrd_P,C11_50_54_Tot_M,C11_50_54_Tot_F,C11_50_54_Tot_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Married_P,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Sep_P,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Div_P,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Wid_P,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_Nvr_marrd_P,C11_55_59_Tot_M,C11_55_59_Tot_F,C11_55_59_Tot_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Married_P,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Sep_P,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Div_P,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Wid_P,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_Nvr_marrd_P,C11_60_64_Tot_M,C11_60_64_Tot_F,C11_60_64_Tot_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Married_P,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Sep_P,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Div_P,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Wid_P,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_Nvr_marrd_P,C11_65_69_Tot_M,C11_65_69_Tot_F,C11_65_69_Tot_P,C11_70_74_Married_M,C11_70_74_Married_F
123,8,28,41,4,5,10,3,4,3,4,0,3,9375,8836,18212,9395,8877,18273,358,808,1161,21,60,80,9,12,25,10,9,17,7822,7334,15152,8223,8222,16445,2215,3383,5596,112,234,343,80,140,211,9,13,17,5321,4555,9877,7739,8315,16056,4111,4925,9035,195,335,528,221,370,593,13,24,33,3021,2496,5511,7560,8148,15702,5166,5593,10759,292,503,801,431,753,1185,13,50,62,2252,1970,4223,8161,8864,17029,5335,5612,10951,340,551,894,639,1007,1643,19,97,117,1490,1322,2812,7831,8585,16415,5485,5655,11138,399,552,954,846,1255,2107,50,166,213,1134,919,2048,7912,8549,16456,5680,5683,11367,369,505,878,906,1360,2271,83,241,331,777,634,1408,7820,8430,16249,5222,4874,10094,321,357,679,902,1304,2205,129,442,572,480,411,894,7048,7393,14442,4753,4087,8839,285,334,622,735,1096,1831,209,586,796,318,240,557,6300,6342,12644,3113,2413,5528,154,151,310,476,676,1149,195,661,857,183,139,317,4117,4037,8161,1979,1496
124,15,17,34,7,8,11,6,4,10,10,7,11,10459,10071,20531,10491,10110,20603,469,886,1356,38,71,110,14,21,37,8,3,9,9489,8734,18225,10024,9724,19744,2630,3828,6459,158,239,399,90,169,261,4,24,32,6528,5435,11965,9417,9694,19108,4712,5515,10223,257,434,689,282,456,738,7,18,27,3892,3250,7141,9154,9672,18819,5883,6273,12151,330,547,879,549,931,1481,24,45,69,2932,2460,5393,9715,10255,19972,6113,6518,12627,472,646,1113,903,1413,2310,43,103,144,2292,1832,4131,9813,10507,20325,6155,6395,12548,481,686,1167,1138,1711,2848,54,153,208,1799,1472,3269,9625,10415,20039,6583,6924,13505,520,578,1096,1284,1892,3177,106,289,399,1301,1048,2349,9789,10734,20520,6335,5936,12277,425,496,924,1314,1751,3066,144,505,655,903,689,1591,9125,9379,18506,5939,5245,11184,377,343,718,1132,1660,2795,238,718,951,576,474,1048,8255,8434,16693,3973,3287,7260,223,223,444,714,1055,1775,280,900,1181,378,236,613,5569,5707,11270,2664,2077
125,44,152,198,3,5,14,6,6,10,9,8,16,12725,11390,24118,12788,11564,24353,1205,3052,4255,31,116,145,24,79,102,7,15,20,14149,11190,25339,15415,14451,29869,6874,10127,17004,190,428,626,218,313,540,7,26,33,11407,7672,19078,18704,18570,37277,11370,11469,22841,381,494,877,444,669,1123,16,39,53,5685,3987,9677,17899,16669,34572,10335,9994,20328,457,659,1107,669,1069,1737,24,94,120,3669,2656,6330,15156,14466,29623,9253,8900,18157,452,725,1175,937,1574,2515,43,191,234,2675,2053,4726,13358,13447,26808,8880,8511,17393,555,687,1242,1262,1817,3081,67,257,323,2120,1537,3654,12890,12806,25700,8168,7596,15759,575,616,1193,1413,1971,3385,90,457,546,1640,1269,2912,11889,11907,23796,7006,6653,13658,461,529,989,1326,1725,3047,150,665,815,1129,834,1962,10074,10403,20477,6321,5579,11899,367,372,745,1185,1394,2578,219,968,1184,790,604,1396,8874,8921,17795,5040,4146,9182,280,208,486,734,865,1601,253,1179,1436,456,327,779,6761,6727,13485,3806,3062
126,9,10,20,3,0,3,0,0,5,4,0,4,5397,4830,10221,5409,4836,10247,167,374,541,8,11,16,0,7,5,4,4,11,6249,6289,12535,6430,6687,13112,1484,2226,3707,23,57,79,32,58,95,3,3,4,4307,3605,7912,5853,5947,11801,3246,3651,6896,68,87,154,88,168,259,3,11,13,2213,1783,3990,5627,5696,11322,3974,4317,8288,94,142,243,179,305,486,0,19,23,1395,1197,2594,5649,5981,11631,3934,4426,8360,117,209,325,299,525,824,15,36,53,1006,910,1919,5363,6111,11472,4342,4373,8716,155,235,392,405,651,1059,15,89,109,886,746,1634,5817,6093,11905,3938,4126,8064,149,216,368,457,680,1137,33,111,146,708,643,1357,5292,5776,11066,3476,3381,6854,167,189,359,424,739,1167,52,232,288,568,493,1062,4679,5039,9723,3206,2823,6031,106,109,217,442,704,1145,85,318,400,392,363,755,4229,4321,8550,2283,2034,4315,88,69,157,275,449,726,83,447,528,223,270,492,2951,3268,6217,1854,1642
127,36,125,158,9,8,22,0,9,12,14,5,21,14244,13124,27371,14304,13276,27579,671,1993,2664,25,136,160,20,85,109,10,3,13,12168,10512,22685,12892,12733,25630,3669,5909,9580,184,433,622,159,469,625,10,26,33,8571,6379,14954,12603,13216,25815,6350,7967,14314,354,679,1036,473,748,1224,12,55,65,4565,3243,7811,11755,12692,24447,7936,8970,16899,510,821,1326,700,1272,1976,26,121,143,3014,2279,5300,12184,13461,25643,8645,8963,17607,535,799,1332,1008,1605,2616,43,183,228,2302,1758,4066,12539,13309,25846,9282,8670,17948,642,816,1457,1288,1783,3061,57,333,386,1816,1402,3219,13082,12991,26080,8620,8352,16966,622,754,1376,1359,1909,3270,111,529,640,1433,1075,2515,12141,12623,24766,7583,7036,14621,427,574,1001,1106,1504,2607,145,822,969,777,662,1445,10046,10600,20646,6534,5557,12089,409,409,823,922,1151,2069,217,1123,1342,507,351,860,8587,8585,17181,4699,3569,8268,266,225,489,598,679,1275,237,1249,1489,290,190,476,6088,5912,12000,3515,2639
128,5,13,22,7,4,4,0,6,6,0,0,0,6834,6542,13383,6847,6566,13413,142,325,466,9,20,24,8,10,18,6,0,8,6620,6232,12849,6779,6587,13367,1348,2149,3500,43,84,127,40,76,110,4,7,12,4871,4149,9024,6307,6467,12774,3440,4201,7636,101,166,262,167,252,414,0,16,21,2742,2075,4822,6444,6711,13152,4939,5443,10384,185,303,485,340,528,863,12,25,35,1933,1526,3455,7404,7827,15232,5117,5528,10640,224,341,562,509,871,1380,21,38,61,1395,1110,2506,7269,7887,15152,5166,5396,10564,290,382,676,650,1003,1659,39,94,137,1102,879,1977,7248,7757,15007,5307,5394,10698,278,358,634,823,1195,2017,57,172,224,860,588,1446,7313,7704,15015,4995,4838,9826,243,278,518,726,1019,1745,75,257,335,564,391,958,6605,6777,13382,4713,4269,8975,148,195,349,656,962,1615,156,445,601,355,245,593,6025,6111,12137,3662,3190,6848,135,121,253,419,764,1183,161,642,805,180,124,304,4561,4838,9395,2540,2151
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,6,5,9,14,0,0,0,0,0,4,0,0,0,0,0,0,7,12,17,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,6,6
199,0,0,0,0,0,0,0,0,0,0,0,0,388,370,757,388,372,760,11,22,38,9,9,13,3,4,3,0,0,0,682,575,1256,701,608,1314,70,82,151,24,29,52,15,7,23,0,4,4,674,520,1192,783,641,1420,127,132,260,42,49,91,21,16,38,0,0,0,526,318,852,715,520,1235,112,107,220,76,49,121,51,37,86,6,11,11,423,197,616,661,385,1053,140,72,214,77,49,125,97,65,165,4,10,15,389,145,537,708,340,1047,101,85,188,105,51,158,121,78,197,14,9,20,281,94,373,622,319,938,112,103,213,84,40,120,177,108,289,8,12,11,222,96,319,602,355,954,147,168,313,63,31,92,126,98,228,17,19,30,136,43,180,489,357,847,181,193,375,59,24,89,135,71,206,19,34,55,71,36,103,466,355,829,189,138,324,35,11,44,105,37,144,20,15,35,42,11,57,392,211,604,100,71
201,10,9,15,6,5,6,0,4,7,10,5,9,5276,5041,10322,5297,5064,10357,102,232,330,0,19,26,7,10,20,6,9,15,4540,4373,8910,4657,4639,9293,844,1246,2099,51,75,125,34,69,107,3,9,11,2920,2664,5584,3854,4066,7926,1768,2088,3857,83,145,227,98,193,293,4,10,14,1819,1643,3460,3770,4084,7851,2465,2660,5128,148,225,374,263,381,648,9,30,41,1572,1398,2972,4457,4707,9165,2723,3012,5737,244,303,549,425,680,1108,20,55,73,1227,1153,2381,4641,5204,9841,2917,3122,6041,278,351,630,646,898,1546,32,67,101,1113,830,1941,4980,5275,10254,3131,3176,6304,264,319,577,703,1010,1714,46,157,200,827,626,1458,4973,5287,10258,3155,3160,6314,227,246,478,775,1033,1805,75,231,307,614,427,1046,4848,5095,9943,3224,3099,6318,204,192,397,783,891,1667,127,415,542,407,266,673,4736,4867,9605,2594,2377,4969,147,120,270,479,529,1012,174,530,708,275,183,463,3671,3749,7421,1887,1608
202,10,10,16,6,0,5,0,4,8,3,0,3,4881,4799,9673,4892,4819,9709,122,227,350,8,24,35,0,5,13,4,0,8,4134,4021,8156,4271,4285,8554,829,1182,2008,47,90,139,23,50,74,3,7,7,2684,2436,5120,3574,3769,7350,1676,1975,3648,95,148,247,91,147,241,6,14,13,1729,1587,3314,3597,3870,7467,2333,2595,4924,153,225,375,230,323,556,10,22,38,1414,1276,2687,4146,4438,8578,2667,2872,5540,223,268,484,424,641,1062,17,50,70,1200,1071,2271,4536,4893,9429,2790,3119,5912,239,333,572,568,910,1476,29,71,103,973,777,1754,4605,5216,9814,3106,3165,6278,256,311,572,718,975,1693,63,164,230,795,589,1385,4948,5203,10148,3104,3084,6189,245,232,477,772,1007,1784,77,243,327,582,402,980,4784,4970,9747,3190,2959,6151,192,198,393,697,874,1574,114,386,494,394,265,660,4590,4676,9267,2448,2244,4692,133,112,244,515,544,1061,142,485,621,279,168,445,3515,3550,7066,1945,1703
203,13,19,31,9,5,7,9,3,10,0,8,6,8550,7972,16527,8579,8008,16586,206,429,630,18,32,51,7,18,22,14,4,15,7527,7088,14610,7765,7562,15325,1619,2355,3975,62,139,203,56,83,139,4,12,20,5411,4880,10286,7152,7474,14627,3408,4044,7453,166,229,391,174,294,468,7,10,13,3340,2913,6246,7091,7483,14573,4883,5386,10265,283,446,732,398,595,995,16,45,66,2658,2337,4997,8233,8807,17048,5325,5554,10878,386,528,913,671,1091,1762,13,86,98,2083,1761,3842,8471,9023,17494,5325,5575,10896,429,559,986,1031,1488,2521,53,145,197,1572,1279,2855,8408,9043,17451,5446,5573,11016,406,516,920,1166,1680,2850,87,238,324,1151,920,2072,8260,8920,17176,5342,5395,10739,322,396,715,1198,1461,2659,134,399,534,794,572,1369,7788,8222,16010,5559,5357,10919,320,274,596,892,1330,2220,188,659,847,485,339,823,7447,7959,15409,4372,4036,8412,176,164,338,668,880,1543,246,851,1097,300,224,520,5759,6156,11915,3470,2993
204,9,18,23,4,5,6,7,0,7,0,3,3,5798,5243,11041,5819,5266,11084,149,274,425,14,24,40,13,3,21,5,0,5,4089,3263,7353,4274,3572,7836,832,1271,2101,51,99,156,35,63,97,0,4,9,2762,2369,5135,3692,3802,7491,1802,2189,3987,97,145,248,110,209,318,4,8,13,1778,1593,3367,3788,4145,7933,2528,2912,5441,140,252,391,217,382,595,14,26,39,1533,1362,2895,4442,4930,9366,3098,3384,6479,246,357,603,477,721,1193,13,58,75,1338,1002,2343,5174,5518,10689,3435,3649,7088,317,365,690,702,944,1652,43,101,147,1097,820,1915,5607,5887,11485,3600,3941,7542,301,361,666,895,1067,1965,58,174,229,904,630,1539,5753,6178,11933,3888,3860,7747,298,265,562,900,963,1862,114,270,378,638,364,999,5831,5722,11551,3930,3808,7737,248,180,432,924,907,1829,151,414,570,428,242,674,5686,5555,11240,3215,2968,6182,179,131,311,579,575,1155,193,632,820,270,146,420,4437,4458,8895,2498,1995
205,13,23,35,6,9,9,4,9,8,0,4,6,8650,8193,16844,8675,8237,16910,223,454,679,19,48,60,11,18,29,8,3,11,6544,6017,12559,6805,6543,13345,1592,2358,3953,74,151,227,49,101,150,9,4,15,4800,4166,8962,6521,6784,13298,2934,3495,6429,169,274,446,175,232,410,12,24,34,3048,2553,5605,6345,6580,12923,3899,4407,8304,262,394,659,344,592,940,18,43,65,2531,2130,4657,7056,7571,14620,4609,5014,9622,391,544,934,743,1131,1873,23,91,118,2187,1707,3886,7947,8484,16440,5104,5494,10593,444,508,951,1043,1482,2526,50,169,219,1789,1283,3072,8422,8936,17362,5638,6117,11756,444,491,935,1394,1641,3035,116,295,411,1418,982,2399,9007,9524,18532,5969,6190,12161,450,448,899,1451,1676,3129,167,468,639,949,598,1543,8991,9374,18370,6565,6362,12931,388,366,754,1350,1460,2806,226,765,992,699,345,1047,9232,9302,18528,5519,5025,10546,272,208,484,928,987,1913,295,1053,1354,438,187,626,7461,7462,14925,4302,3481
206,42,57,99,10,0,14,4,11,14,13,11,21,10443,10987,21430,10509,11064,21576,628,1279,1904,44,75,118,42,57,96,25,24,49,24032,26685,50712,24762,28120,52883,4685,6767,11454,138,310,447,155,359,519,23,31,55,28920,28778,57699,33938,36245,70176,9754,10317,20071,338,502,842,607,992,1595,18,53,70,19002,17522,36524,29713,29389,59105,9691,9716,19408,482,560,1044,1155,1607,2766,34,59,97,11048,10019,21066,22420,21965,44384,8838,8971,17808,504,672,1176,1594,2059,3650,47,148,190,7664,6493,14154,18645,18341,36986,7483,7376,14855,652,663,1316,1779,2199,3977,73,169,241,5325,4473,9797,15312,14879,30196,6590,6656,13250,662,700,1371,2066,2585,4650,108,347,450,3905,3592,7497,13327,13886,27212,6097,6082,12180,592,568,1158,2030,2560,4584,168,528,699,2685,2376,5064,11574,12115,23684,5740,5494,11235,464,432,895,1885,2423,4311,233,880,1109,1898,1520,3420,10220,10751,20968,4530,3920,8450,333,312,640,1240,1506,2749,277,1120,1399,1218,813,2033,7597,7668,15264,3607,3264
207,19,19,36,7,3,8,10,5,13,10,6,17,11682,11306,22994,11723,11342,23065,285,566,854,21,21,37,5,17,20,17,12,31,13519,12737,26254,13848,13347,27198,2317,3163,5478,47,67,111,57,86,137,6,8,18,9417,7973,17388,11837,11302,23140,4658,5538,10197,93,140,238,156,281,438,11,21,23,4639,3840,8478,9558,9817,19373,6785,7927,14714,144,227,366,326,566,896,11,33,42,2717,2469,5185,9985,11221,21203,8416,9759,18178,272,401,678,550,1033,1584,23,84,107,2133,2004,4139,11401,13281,24680,8830,9474,18307,323,479,799,823,1456,2279,49,120,172,1646,1552,3195,11663,13084,24744,8459,8558,17019,337,474,805,952,1638,2590,83,249,329,1309,1180,2491,11134,12099,23232,7327,7330,14656,269,352,629,874,1529,2404,103,393,501,922,967,1889,9505,10568,20077,6788,6743,13541,232,297,527,795,1467,2262,177,712,885,672,699,1373,8658,9918,18577,5732,5294,11029,173,202,379,582,1002,1581,242,1011,1247,429,507,925,7158,8013,15169,4829,4311
208,17,42,55,0,6,5,9,10,17,3,0,0,11233,10390,21625,11262,10441,21711,286,644,929,20,18,32,14,23,40,5,9,11,12034,11228,23262,12364,11913,24282,2642,3907,6548,67,94,158,57,144,200,6,13,14,9375,8033,17407,12147,12182,24330,5890,6862,12751,132,225,359,220,329,543,7,14,21,5374,4819,10192,11625,12240,23865,8782,9788,18564,249,391,637,459,827,1276,34,45,78,3777,3663,7441,13292,14712,28005,10148,11052,21199,385,619,1006,843,1416,2256,36,102,136,3062,2893,5957,14475,16077,30552,9372,9611,18974,445,583,1023,1141,1897,3037,62,148,213,2334,2077,4411,13350,14312,27659,8656,8577,17237,466,604,1076,1437,2148,3587,91,291,382,1815,1717,3530,12472,13337,25812,7542,7100,14640,347,516,871,1420,2150,3572,116,457,578,1420,1322,2740,10847,11549,22394,7037,6565,13603,370,401,772,1339,2094,3431,197,796,998,933,820,1754,9879,10674,20556,5256,4767,10019,226,237,463,918,1459,2374,237,1029,1261,587,519,1104,7220,8009,15227,4125,3576
209,26,60,85,5,4,13,6,3,13,6,11,15,14248,13680,27924,14297,13753,28050,528,1321,1846,19,62,83,17,38,58,28,13,40,15749,14205,29957,16341,15642,31986,4185,6154,10343,117,247,361,95,213,310,18,18,36,11710,9352,21059,16128,15981,32111,8332,9522,17851,248,461,706,314,493,810,14,27,45,6460,5410,11871,15359,15915,31277,10372,10937,21302,443,666,1104,744,1120,1859,22,87,115,4636,4074,8719,16221,16882,33097,10765,11136,21907,580,900,1478,1150,1738,2892,43,140,184,3610,3073,6681,16152,16991,33141,10021,10277,20297,611,857,1473,1395,2202,3602,74,229,310,2585,2261,4840,14692,15830,30520,9844,9854,19697,586,742,1328,1670,2421,4090,119,418,536,1875,1487,3367,14102,14908,29013,8909,8852,17760,523,582,1104,1432,2080,3512,193,668,860,1191,899,2097,12249,13081,25336,8452,7957,16409,444,444,892,1154,1722,2871,261,999,1261,746,549,1295,11057,11670,22730,6455,5606,12060,274,273,546,722,1108,1832,315,1245,1560,446,350,796,8213,8582,16792,4980,4069
210,20,90,113,8,6,11,3,8,15,9,9,9,11365,10779,22146,11401,10892,22293,523,1414,1939,32,93,124,18,38,57,5,14,17,10799,9026,19824,11381,10587,21966,3278,4769,8051,128,289,415,88,170,255,11,19,28,7577,5682,13255,11081,10930,22011,6181,6891,13073,256,430,696,289,420,709,8,23,32,4261,3443,7706,11008,11209,22210,7225,7780,15006,353,580,936,527,838,1367,14,56,71,2942,2547,5488,11066,11804,22869,7829,8091,15922,459,713,1172,953,1399,2347,24,117,141,2412,1975,4380,11671,12289,23961,7763,7737,15500,487,705,1194,1146,1717,2864,63,193,253,1725,1411,3136,11183,11761,22943,7002,6679,13680,488,587,1069,1194,1583,2777,72,325,398,1192,1001,2195,9950,10175,20127,5898,5908,11808,385,417,805,1113,1378,2490,120,516,638,743,536,1280,8258,8763,17016,5686,5544,11231,307,348,653,839,1108,1953,191,819,1006,483,359,839,7513,8176,15685,4669,4068,8738,210,186,401,522,658,1183,222,1070,1286,292,195,489,5912,6181,12092,3808,3108
211,23,36,62,4,3,12,4,9,15,11,12,24,16835,16256,33095,16881,16315,33200,391,891,1280,20,37,53,12,24,38,11,10,26,15584,14122,29704,16016,15084,31105,3197,4863,8062,85,184,266,78,154,232,7,22,31,10911,9056,19971,14278,14283,28563,7631,9064,16691,238,359,600,302,526,833,16,24,37,6392,5035,11430,14577,15011,29587,10329,11443,21769,448,713,1157,722,1184,1901,34,57,85,4717,4050,8766,16243,17436,33685,11512,12414,23924,627,940,1571,1316,2120,3436,49,130,175,3917,3087,7000,17414,18692,36107,11905,12410,24309,764,978,1743,1767,2782,4551,85,256,341,2717,2017,4732,17243,18432,35673,12068,12057,24123,714,876,1596,1992,2940,4936,134,421,553,1923,1429,3352,16831,17726,34553,10995,10834,21829,552,709,1261,1932,2903,4839,210,674,891,1197,947,2147,14892,16069,30966,10676,10109,20783,462,532,993,1640,2648,4289,307,1069,1375,725,526,1252,13806,14885,28687,8181,7123,15306,301,299,596,1126,1713,2842,374,1428,1804,373,343,717,10361,10910,21268,5793,4666
212,67,140,203,13,8,27,12,20,26,7,9,21,23906,21866,45768,24003,22046,46047,1250,2840,4082,55,132,180,46,68,114,16,27,43,24993,20831,45826,26355,23897,50248,7554,11146,18698,209,424,635,177,422,601,25,49,69,17452,12586,30036,25414,24621,50038,13613,15182,28798,451,727,1176,596,921,1511,21,82,104,8760,6385,15141,23440,23292,46738,15610,16602,32210,684,1052,1734,1079,1827,2906,38,149,189,5997,4624,10614,23407,24249,47653,16112,16826,32942,859,1242,2095,1795,2874,4672,81,290,373,4611,3512,8123,23451,24749,48199,15821,15431,31251,907,1183,2093,2285,3296,5583,121,414,535,3320,2456,5778,22461,22783,45240,14741,14231,28974,919,1090,2011,2396,3469,5858,203,682,889,2300,1580,3880,20558,21055,41609,12946,12377,25323,727,803,1534,2192,2997,5192,297,991,1288,1494,1070,2566,17655,18244,35901,11923,11231,23152,577,638,1218,1871,2608,4475,349,1591,1937,943,656,1598,15651,16720,32376,9477,8415,17895,382,380,758,1307,1658,2962,466,2074,2547,551,395,939,12183,12920,25105,7597,6200
213,44,142,185,10,16,26,6,15,22,8,10,21,20179,19070,39247,20244,19259,39504,1111,2791,3904,64,140,202,37,73,110,17,21,35,21866,18507,40372,23092,21533,44624,7709,11466,19176,252,542,794,238,436,672,22,43,61,18065,13633,31698,26285,26121,52402,14792,16264,31050,554,898,1454,705,1167,1872,25,60,91,10584,8539,19125,26662,26929,53594,16225,16257,32481,817,1248,2067,1347,2155,3502,41,136,177,7353,6038,13393,25786,25838,51621,14818,14864,29683,1047,1437,2488,2002,2909,4911,87,280,369,5347,4467,9813,23294,23963,47258,13750,13174,26928,1049,1316,2364,2413,3156,5571,102,367,468,3621,2792,6416,20940,20811,41745,12389,12083,24476,919,1134,2057,2419,3352,5775,167,663,827,2584,1968,4555,18486,19198,37686,11201,10614,21809,808,872,1681,2249,2832,5084,274,981,1259,1650,1115,2771,16181,16421,32605,9833,8829,18664,642,627,1271,1751,2174,3923,392,1432,1823,1032,645,1672,13645,13705,27354,7041,5645,12682,386,377,770,986,1207,2194,349,1786,2139,590,328,922,9354,9340,18695,5167,3908
214,16,14,29,3,3,5,10,8,13,4,0,4,9096,8489,17585,9137,8509,17643,190,404,594,19,33,56,15,10,28,10,7,13,7779,7093,14871,8015,7551,15562,1457,2323,3779,64,132,196,43,116,157,5,5,8,5431,4873,10308,6996,7450,14447,3373,4009,7381,152,281,431,177,317,498,15,21,33,3605,3053,6658,7320,7678,14998,4935,5453,10390,275,469,747,515,775,1284,18,35,58,3053,2654,5704,8788,9390,18181,5513,6029,11538,440,616,1056,884,1439,2323,30,108,136,2496,2104,4592,9362,10285,19653,5658,5737,11394,573,700,1276,1255,1803,3056,56,157,212,1771,1390,3163,9309,9792,19099,5543,5667,11211,484,565,1049,1451,1985,3444,71,230,308,1326,917,2240,8882,9367,18249,5244,5306,10542,412,456,867,1374,2019,3393,144,387,527,832,619,1456,8008,8784,16789,5735,5641,11373,353,361,715,1291,1914,3204,222,705,929,490,421,912,8091,9045,17137,4970,4823,9788,275,255,533,967,1420,2386,267,999,1268,304,245,548,6783,7741,14525,4035,3417
