SA4_CODE_2021,C21_F_Health_15_19,C21_F_Health_20_24,C21_F_Health_25_34,C21_F_Health_35_44,C21_F_Health_45_54,C21_F_Health_55_64,C21_F_Health_65_74,C21_F_Health_75_84,C21_F_Health_85over,C21_F_Health_Tot,C21_F_Educ_15_19,C21_F_Educ_20_24,C21_F_Educ_25_34,C21_F_Educ_35_44,C21_F_Educ_45_54,C21_F_Educ_55_64,C21_F_Educ_65_74,C21_F_Educ_75_84,C21_F_Educ_85over,C21_F_Educ_Tot,C21_F_MngtCom_15_19,C21_F_MngtCom_20_24,C21_F_MngtCom_25_34,C21_F_MngtCom_35_44,C21_F_MngtCom_45_54,C21_F_MngtCom_55_64,C21_F_MngtCom_65_74,C21_F_MngtCom_75_84,C21_F_MngtCom_85over,C21_F_MngtCom_Tot,C21_F_Soc_cult_15_19,C21_F_Soc_cult_20_24,C21_F_Soc_cult_25_34,C21_F_Soc_cult_35_44,C21_F_Soc_cult_45_54,C21_F_Soc_cult_55_64,C21_F_Soc_cult_65_74,C21_F_Soc_cult_75_84,C21_F_Soc_cult_85over,C21_F_Soc_cult_Tot,C21_F_Creative_art_15_19,C21_F_Creative_art_20_24,C21_F_Creative_art_25_34,C21_F_Creative_art_35_44,C21_F_Creative_art_45_54,C21_F_Creative_art_55_64,C21_F_Creative_art_65_74,C21_F_Creative_art_75_84,C21_F_Creative_art_85over,C21_F_Creative_art_Tot,C21_F_FoodHos_PS_15_19,C21_F_FoodHos_PS_20_24,C21_F_FoodHos_PS_25_34,C21_F_FoodHos_PS_35_44,C21_F_FoodHos_PS_45_54,C21_F_FoodHos_PS_55_64,C21_F_FoodHos_PS_65_74,C21_F_FoodHos_PS_75_84,C21_F_FoodHos_PS_85over,C21_F_FoodHos_PS_Tot,C21_F_MixFld_pr_15_19,C21_F_MixFld_pr_20_24,C21_F_MixFld_pr_25_34,C21_F_MixFld_pr_35_44,C21_F_MixFld_pr_45_54,C21_F_MixFld_pr_55_64,C21_F_MixFld_pr_65_74,C21_F_MixFld_pr_75_84,C21_F_MixFld_pr_85over,C21_F_MixFld_pr_Tot,C21_F_FldStu_ID_15_19,C21_F_FldStu_ID_20_24,C21_F_FldStu_ID_25_34,C21_F_FldStu_ID_35_44,C21_F_FldStu_ID_45_54,C21_F_FldStu_ID_55_64,C21_F_FldStu_ID_65_74,C21_F_FldStu_ID_75_84,C21_F_FldStu_ID_85over,C21_F_FldStu_ID_Tot,C21_F_FldStu_NS_15_19,C21_F_FldStu_NS_20_24,C21_F_FldStu_NS_25_34,C21_F_FldStu_NS_35_44,C21_F_FldStu_NS_45_54,C21_F_FldStu_NS_55_64,C21_F_FldStu_NS_65_74,C21_F_FldStu_NS_75_84,C21_F_FldStu_NS_85over,C21_F_FldStu_NS_Tot,C21_F_Tot_15_19,C21_F_Tot_20_24,C21_F_Tot_25_34,C21_F_Tot_35_44,C21_F_Tot_45_54,C21_F_Tot_55_64,C21_F_Tot_65_74,C21_F_Tot_75_84,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85over,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85over,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85over,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85over,C11_P_ArchBuild_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85over,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85over,C11_P_Health_Tot,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85over,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85over,C11_P_MngtCom_Tot,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85over,C11_P_Soc_cult_Tot,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_art_85over,C11_P_Creative_art_Tot
204,55,421,1639,1563,1556,1739,1339,550,190,9047,30,213,1049,1158,1073,1173,1276,551,92,6612,45,304,1286,1752,1802,1499,814,274,68,7844,75,368,1321,1498,1591,1609,957,225,31,7679,19,85,284,323,224,204,132,51,31,1354,76,280,803,716,613,451,306,125,28,3395,10,14,16,6,4,5,11,0,0,77,5,21,86,100,144,111,69,30,9,567,468,375,745,819,951,1030,1061,1021,638,7107,834,2264,7874,8703,8698,8451,6332,2954,1127,47237,0,44,205,264,256,265,121,37,13,1211,39,73,226,190,193,133,35,0,0,886,112,601,1580,2099,2465,2232,1404,638,162,11280,74,360,688,884,923,761,444,210,55,4401,57,178,571,759,678,484,237,106,27,3104,41,296,1039,1417,1811,1521,797,371,109,7405,5,118,770,943,1259,1681,967,287,78,6097,155,557,1716,2044,1787,1368,574,226,85,8516,110,467,1171,1355,1430,1295,447,110,25,6413,41,141,314,294,260,215,93,53,12,1418
205,82,615,2502,2144,2018,2522,2143,849,222,13099,23,342,1684,1702,1724,1885,2025,892,155,10436,50,422,2061,2546,2397,2130,1371,445,115,11543,79,639,2345,2296,2581,2687,1763,411,64,12876,16,165,525,465,324,362,249,95,28,2243,106,382,1531,1134,907,732,509,217,29,5558,3,4,14,9,12,16,7,4,0,68,4,32,118,162,170,175,116,47,14,844,726,558,1438,1497,1480,1786,2053,1635,1008,12182,1162,3494,13204,13067,12604,13216,10737,4776,1712,73976,5,109,324,310,325,342,183,59,17,1677,29,122,358,240,229,138,38,3,0,1162,152,1071,2736,3553,4274,4017,2768,1265,302,20141,98,703,1456,1517,1601,1284,891,398,102,8045,69,276,1032,1031,815,485,235,105,21,4060,40,529,1612,1793,2439,2282,1170,493,159,10511,17,238,1180,1447,1879,2498,1438,437,108,9235,183,979,2768,2466,2318,2011,1006,404,109,12244,141,688,1788,2063,2272,2024,697,221,26,9926,47,231,521,403,390,354,190,75,34,2243
206,56,1897,10756,5502,3457,3000,1956,886,301,27811,33,598,4496,2838,2705,3192,2902,1078,230,18070,97,3732,17067,11371,7754,4259,2049,543,174,47057,94,2915,13734,8578,6234,4576,3093,1086,214,40523,175,2777,9829,5033,2585,1446,664,254,82,22849,106,919,2764,1545,1076,702,372,179,46,7705,28,86,43,18,17,22,16,12,4,247,33,566,1532,1129,939,594,351,138,41,5329,657,1992,5666,3238,2145,1739,1443,1259,969,19106,1325,18916,77712,45667,30454,21666,13838,5856,2212,217649,38,1345,4897,2993,1870,1275,563,169,64,13207,25,865,6557,3101,1328,508,73,9,0,12472,84,1726,8211,5083,3662,2804,1671,948,368,24558,62,1323,4599,2908,1676,1094,571,261,71,12564,20,255,1251,753,513,266,90,33,7,3192,36,1942,9214,5411,3932,2902,1459,695,220,25813,23,543,4246,3469,3891,3993,1665,567,147,18541,319,6420,25510,14827,7790,4527,1702,589,235,61918,161,3190,15196,10041,6667,5343,2172,671,174,43607,199,3565,11459,5381,2620,1301,445,151,55,25171
207,37,1158,3984,3271,3142,2936,2185,1317,589,18625,7,306,1738,1630,2224,2568,2646,1546,444,13100,55,1534,6122,7632,6978,4206,2146,901,364,29940,68,893,3006,3112,3711,2916,2023,952,276,16946,63,820,1752,1379,1035,640,383,178,97,6346,70,325,790,796,790,511,340,212,80,3909,7,32,16,20,14,23,30,18,12,166,9,162,312,427,563,372,258,144,66,2314,309,573,1275,1074,1013,875,916,1016,1041,8097,665,6953,22033,22897,22475,17317,11970,6781,3163,114256,11,562,1457,1634,1937,1348,761,329,165,8201,44,563,3025,2369,1672,625,92,17,4,8407,49,867,3149,3536,4232,3355,2693,1658,595,20139,60,555,1172,1499,1352,872,748,377,116,6746,19,126,353,371,336,229,109,72,30,1634,34,1109,3511,4108,4500,3385,2069,1277,451,20436,12,320,1560,2263,3365,3607,2203,930,324,14571,264,3675,10272,10669,8742,5322,2608,1378,640,43579,108,1441,3939,4764,4694,3814,1846,784,232,21630,101,1144,2347,1584,1142,746,334,208,73,7679
208,41,931,4197,3773,3588,3061,2065,1127,521,19294,20,406,2279,2410,3151,3282,3058,1331,384,16325,64,1212,5854,8389,7971,4481,2407,916,421,31705,88,924,3787,4472,4707,3322,2219,830,210,20560,86,776,2101,1860,1427,866,449,230,103,7892,88,369,1100,1076,1068,787,525,276,105,5387,4,24,20,13,18,11,26,8,7,126,3,158,402,586,769,412,257,122,59,2770,347,404,1350,1347,1194,979,1165,1246,1304,9338,776,6194,24083,27495,27078,19296,13302,6520,3344,128087,8,450,1542,1897,1726,1168,519,240,101,7648,27,467,2992,2513,1636,636,78,10,0,8372,83,873,3483,4711,5020,4035,2774,1782,717,23471,89,748,1746,2103,1820,1195,682,398,140,8921,5,140,485,547,397,206,113,72,14,1980,37,877,3445,4269,4241,2963,1661,1035,384,18913,14,302,2063,3233,4005,3854,1877,791,284,16412,240,2949,10629,12614,8725,5364,2342,1296,625,44778,132,1333,4575,5857,4764,3689,1562,609,185,22702,113,1074,2582,2157,1482,888,383,220,106,9005
209,88,1612,6186,5117,3677,2703,1701,612,225,21926,41,664,3818,3765,3328,2755,2145,761,168,17443,88,1299,6801,8171,5907,3662,1741,488,160,28314,172,1393,5555,6144,4858,3489,1788,477,84,23964,100,719,2274,2039,1165,514,270,106,35,7219,176,702,2389,2218,1601,949,502,179,44,8765,8,27,30,16,23,18,16,11,3,148,6,127,553,742,559,336,188,63,22,2603,643,803,2296,2122,1651,1506,1485,1300,1004,12805,1378,8498,33998,34877,25379,17512,10580,4281,1852,138349,13,531,1752,1778,1256,941,372,109,34,6781,41,474,3076,2028,967,389,68,8,0,7047,168,1603,5396,6516,6339,4805,2814,1305,375,29325,199,1151,2645,2616,1905,1268,766,329,79,10967,50,229,727,653,465,252,106,20,10,2514,54,1232,4177,4070,3600,2433,907,453,126,17051,16,541,2752,3093,3179,3101,1268,394,125,14469,334,3339,10066,8573,5962,3680,1328,483,192,33964,232,1759,5400,5192,4068,2710,891,300,64,20610,170,1033,2377,1823,921,515,232,88,33,7184
210,73,1163,4452,3047,2047,1500,847,356,95,13601,42,624,3266,2990,2409,1815,1143,414,75,12776,81,994,5342,5969,4029,2509,1068,332,105,20424,114,1185,4392,4370,3307,2096,950,221,29,16659,52,405,1290,1075,549,239,111,66,18,3797,107,547,1889,1634,1067,715,393,119,28,6508,11,32,26,26,13,21,23,3,5,157,11,94,437,552,325,206,121,33,10,1787,657,782,2305,2107,1623,1254,1123,1077,779,11704,1192,6670,26551,24842,17083,11263,6225,2777,1206,97814,10,256,872,902,634,395,145,38,8,3258,61,279,1834,1198,558,204,39,5,3,4186,162,1121,3754,4782,4863,3415,2156,1083,279,21615,166,860,1775,1577,1121,754,444,241,56,6991,18,135,440,417,304,174,80,25,4,1601,37,663,2094,2145,1945,1199,545,226,61,8910,10,333,1694,1963,2038,1632,706,244,58,8667,306,2034,6470,5598,3883,2076,798,337,86,21588,204,1238,3119,2926,2264,1347,380,118,18,11609,70,629,1176,773,366,208,126,58,14,3411
211,112,1536,5253,4577,4212,3582,2533,1161,374,23340,40,667,3506,3691,3528,3215,2877,1358,285,19156,76,1013,5865,8563,6877,4659,2518,913,306,30791,148,1270,4077,4839,4935,4011,2299,677,131,22395,109,628,1647,1646,1095,653,348,161,43,6327,232,747,2017,1770,1603,1036,679,319,75,8479,0,13,29,18,24,11,22,13,6,150,7,109,314,485,510,360,204,90,27,2102,482,570,1499,1582,1409,1337,1388,1610,1497,11373,1279,7407,27190,31349,27165,20749,13828,6687,2908,138549,4,456,1347,1700,1348,1002,477,171,43,6544,67,448,2590,2269,1408,673,129,11,4,7607,200,1644,5540,7624,8459,6914,4414,2081,513,37395,262,1481,3235,3385,2919,2004,1250,578,117,15242,58,397,1116,1103,849,355,169,81,22,4151,66,1334,3813,4422,4535,3309,1621,705,222,20021,15,533,2787,3339,3869,4298,2261,741,180,18026,412,2804,9320,9821,7971,5582,2487,955,336,39694,334,1923,4882,5226,4718,3646,1398,431,119,22677,123,1066,2217,1698,1084,739,380,151,55,7513
212,178,2503,9108,6823,4646,3164,2234,1059,373,30084,86,1138,4998,4915,4038,3049,2347,1119,326,22024,172,2454,12601,14059,9132,5610,2676,1020,347,48086,268,2281,7751,7911,6677,4660,2232,607,133,32529,81,829,2180,1587,877,479,329,140,44,6560,289,1310,3805,3356,2269,1310,792,300,86,13507,25,47,62,40,35,30,35,22,10,305,24,218,771,1043,660,440,261,123,40,3580,1271,1728,4677,3808,2980,2433,2281,2122,1647,22947,2518,14668,53373,50804,35273,23694,14344,7052,3219,204955,24,821,2289,2150,1718,1079,538,210,43,8860,82,926,5631,3629,1777,603,119,15,0,12791,319,2701,9080,10706,10561,7626,4694,2335,551,48569,307,1438,3095,2978,2317,1771,1147,557,105,13720,61,336,1050,899,650,372,191,70,12,3637,99,1604,5054,4686,3946,2965,1461,700,195,20707,29,540,3106,3530,3550,3217,1828,743,175,16712,758,5937,16295,12790,8786,5159,2426,1003,295,53442,396,2462,6863,6422,5160,3163,1174,410,87,26129,169,1194,2480,1462,886,569,326,150,44,7281
213,142,2024,8649,6492,4085,2533,1438,414,134,25916,64,1058,5370,5340,4042,2717,1580,596,120,20892,136,2144,13124,15610,8482,4626,1893,467,104,46585,209,2033,8749,9244,6585,4259,1791,334,51,33245,106,899,2979,2331,1123,534,213,64,15,8258,256,1294,3975,3757,2137,1153,598,186,41,13394,14,47,64,47,33,33,35,13,3,291,15,189,1014,1336,695,368,269,61,15,3965,1356,1787,5795,4902,3168,2355,2145,1615,1191,24310,2366,13144,58523,57990,33975,20266,10782,3990,1758,202791,16,625,2298,2014,1087,597,190,60,12,6892,88,810,6182,3377,1225,407,62,7,0,12153,248,2269,8559,9857,8812,6443,2919,1309,363,40782,252,1349,3479,2753,1775,1241,655,279,87,11879,30,229,871,716,462,245,87,35,10,2676,65,1244,4790,4482,3135,1892,653,271,85,16617,25,587,3560,3356,3028,2292,943,286,75,14159,639,4607,17722,12974,7143,3483,942,324,100,47932,390,2333,7691,6741,4382,2445,662,152,27,24823,99,1187,3103,2083,946,381,126,53,6,7990
214,56,628,2736,2716,2603,2413,1854,927,323,14240,33,339,1987,2136,2026,2020,2124,960,195,11819,82,404,2472,3554,3512,2647,1667,745,237,15323,90,654,2317,2793,2960,2523,1566,517,90,13512,35,260,834,833,646,450,311,171,37,3578,117,439,1393,1230,1037,757,625,286,55,5939,12,14,11,12,12,7,15,11,5,105,8,50,157,230,301,181,161,64,18,1170,546,475,1119,1240,1348,1183,1444,1543,1198,10096,1025,3608,13974,15998,15653,13068,10265,5479,2239,81311,8,120,406,509,424,372,264,121,45,2259,38,180,604,646,416,224,68,12,7,2197,140,832,2610,3671,4072,3460,2721,1501,465,19487,150,835,1866,2093,1722,1274,878,489,103,9402,44,213,658,697,539,229,121,46,20,2579,48,605,2034,2545,2588,1993,1244,656,184,11889,17,208,1432,1770,2062,2393,1477,521,125,10010,254,1169,3500,4105,3417,2815,1754,796,260,18076,209,900,2267,2651,2380,1890,957,318,76,11647,49,366,791,866,536,451,290,149,31,3529
215,28,337,1361,1028,970,1319,931,377,134,6491,4,185,911,794,828,728,741,382,89,4665,39,299,1172,1327,1124,873,396,115,26,5374,64,351,1136,995,1247,1162,643,130,24,5737,17,49,201,193,140,101,59,22,11,792,50,260,706,570,481,326,244,79,22,2730,0,12,28,11,4,7,5,5,0,74,4,26,59,74,55,56,39,10,8,324,413,337,845,827,838,913,1010,911,680,6773,643,1987,6970,6329,6112,5816,4237,2087,1008,35181,0,37,144,173,145,136,44,17,0,691,18,72,151,110,84,72,13,0,0,514,101,558,1230,1411,1617,1391,848,365,95,7617,61,303,489,537,645,492,278,129,32,2966,84,273,840,862,854,488,207,77,31,3706,40,318,901,1150,1527,1211,584,319,106,6154,12,154,789,872,1031,1162,646,213,62,4939,123,539,1453,1535,1178,771,275,96,44,6020,59,340,863,1148,1113,868,245,71,11,4724,11,108,229,206,146,101,57,32,14,898
216,37,358,1262,1016,984,1074,718,338,89,5883,12,189,743,735,724,655,607,288,61,4012,23,223,954,1148,1024,805,428,131,43,4784,60,350,1021,1054,1081,997,552,125,15,5257,3,55,165,115,88,68,51,13,5,563,59,210,687,516,400,294,214,74,13,2465,3,13,18,7,7,3,3,0,0,55,0,15,63,77,77,52,27,14,3,342,333,295,735,719,687,772,845,837,647,5873,570,1838,6148,5837,5468,5052,3602,1874,903,31286,3,30,151,185,141,104,33,20,3,667,13,41,124,79,56,35,7,0,0,363,78,466,1244,1598,1590,1271,852,394,84,7579,66,273,457,562,544,413,266,156,36,2780,37,169,498,555,542,292,143,62,11,2310,24,219,881,1037,1181,890,460,211,67,4967,8,140,595,681,820,972,486,180,52,3933,92,435,1262,1256,1087,704,262,134,48,5285,78,339,817,933,854,692,222,55,4,3986,9,78,174,113,92,62,46,20,6,607
217,20,257,1209,1052,1015,1294,983,413,127,6376,17,189,668,780,784,793,866,339,78,4508,36,214,785,1013,1050,823,432,105,30,4489,33,229,880,935,1085,1156,665,149,19,5151,5,53,175,193,165,146,118,33,13,898,87,247,626,540,428,279,172,78,22,2482,0,3,6,3,5,9,5,4,0,33,0,13,42,75,85,60,45,21,18,368,297,183,492,553,571,687,775,718,515,4797,540,1535,5401,5698,5654,5615,4233,1933,840,31441,3,50,152,216,134,154,56,20,8,791,10,34,102,82,74,50,13,3,4,375,103,495,1132,1424,1527,1160,663,322,92,6905,78,367,679,579,646,439,260,130,38,3215,85,229,688,813,720,442,204,62,18,3268,22,236,856,1027,1501,1171,550,284,69,5715,4,105,565,762,907,1168,541,202,52,4316,92,406,1261,1328,1063,746,270,100,34,5302,69,301,717,920,961,844,291,86,13,4201,20,84,222,195,180,140,66,26,4,941
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,16,70,35,37,41,21,0,0,211,0,5,22,27,19,27,8,4,0,115,0,18,78,55,43,35,19,0,0,255,5,22,86,48,38,50,11,5,0,264,0,5,30,18,7,11,6,0,0,77,3,8,38,33,12,10,5,0,0,116,0,0,0,6,0,0,0,0,0,3,5,4,12,4,5,4,4,0,0,32,85,95,311,356,188,118,67,13,11,1242,102,177,705,618,379,303,140,29,11,2459,0,13,52,25,18,3,5,0,0,118,0,10,54,25,13,4,0,0,0,101,7,37,135,113,75,58,40,9,6,488,4,30,56,59,38,22,19,5,0,224,4,10,30,20,7,15,4,0,0,83,0,18,86,52,38,44,9,3,0,260,0,7,43,30,27,35,9,0,0,152,14,90,208,111,63,50,22,8,0,561,4,46,163,83,54,36,3,3,0,399,4,39,122,37,17,15,0,3,0,239
301,195,551,1740,1930,1948,1804,1191,462,171,9993,40,267,1178,1666,1826,1561,1170,457,113,8281,328,620,2521,3775,3740,2672,1337,439,105,15540,204,579,1722,2267,2094,1698,1076,304,41,9987,82,253,558,603,454,259,135,91,30,2467,197,428,973,1013,832,563,387,129,24,4545,14,9,15,9,12,13,7,15,19,120,14,32,78,152,161,124,84,23,12,685,254,281,645,773,737,682,761,795,761,5686,1408,3284,10221,13362,12820,10064,6536,2869,1308,61873,11,120,360,512,433,316,128,41,11,1931,100,149,537,701,424,175,36,3,0,2127,151,792,2552,3522,4128,3273,1945,974,245,17582,94,547,1292,1369,1318,1176,640,286,72,6789,43,92,330,401,339,187,100,34,16,1544,48,347,1253,1826,2055,1365,682,338,123,8033,13,180,1046,1611,1687,1436,691,265,93,7026,348,1146,3361,4407,3726,2262,878,347,120,16595,211,730,1896,1990,1707,1313,502,149,52,8549,129,356,643,600,392,249,148,63,24,2605
302,156,830,3023,2452,1904,1427,866,462,179,11296,28,245,1163,1492,1521,1217,956,475,158,7267,212,822,3702,4308,3277,2025,898,302,109,15670,167,699,2353,2317,1962,1315,772,256,66,9908,78,383,1002,766,436,218,112,49,26,3068,127,431,1041,841,631,360,223,72,22,3755,10,18,25,12,4,7,14,5,8,101,6,55,150,228,187,128,66,30,19,872,210,342,927,775,556,489,506,626,750,5178,1058,4186,14893,14841,11409,7710,4672,2375,1379,62529,12,185,660,559,369,276,107,60,17,2238,83,232,1126,802,444,184,28,0,3,2900,74,692,2543,2862,2689,2128,1304,832,249,13382,75,436,1172,1056,914,694,450,250,64,5112,17,71,311,333,226,114,63,25,3,1159,45,615,2197,2135,1781,1161,626,355,127,9034,15,173,1285,1582,1419,1282,704,317,113,6902,309,1423,4897,4595,3101,1920,759,366,138,17499,194,777,2446,2263,1576,1124,413,170,34,9012,99,415,1010,661,363,209,101,72,18,2953
303,173,1429,5219,4133,2817,2161,1258,602,224,18002,35,416,1992,2304,2566,1969,1551,643,145,11624,395,1732,7015,7660,5146,2973,1412,398,102,26836,203,1291,4026,4130,2950,2010,1126,328,62,16119,130,836,1844,1406,792,443,194,83,36,5768,189,681,1353,1151,826,469,248,120,33,5059,23,43,32,28,17,20,21,6,3,200,22,93,327,396,291,171,122,51,24,1487,400,731,1804,1438,956,866,713,707,701,8313,1693,8267,27079,25935,18191,12227,7164,3148,1401,105107,24,620,1659,1271,907,619,241,90,16,5447,174,537,2654,1808,844,302,38,4,0,6367,132,1319,4575,4378,4374,3260,1912,1016,309,21273,92,686,1868,1653,1326,979,628,295,83,7602,20,120,550,456,333,214,101,34,18,1848,65,1070,4243,3632,3063,1917,912,496,149,15550,23,442,2210,2686,2562,2203,1059,370,117,11678,479,3861,10424,7748,5332,3234,1128,444,178,32823,239,1474,4706,4028,2861,2003,694,238,49,16290,146,1036,2105,1377,730,394,160,94,26,6072
304,118,519,1741,2040,1929,1607,1029,579,197,9753,24,161,842,1307,1600,1392,1366,609,138,7450,235,698,2085,3373,3067,1678,906,321,101,12460,165,667,1639,2212,2066,1312,1008,437,91,9589,73,372,711,774,585,330,175,89,32,3140,136,238,435,449,415,262,145,72,24,2184,37,17,9,4,5,10,4,6,0,93,22,44,100,152,168,114,85,56,20,760,174,247,463,480,371,319,336,363,422,3172,1046,3504,9464,12866,11725,7877,5523,2714,1075,55792,27,570,1215,1135,1009,719,420,172,29,5307,113,264,1025,1020,597,244,45,3,0,3315,54,762,2061,2455,2607,2033,1189,605,172,11937,48,368,800,876,771,606,346,174,42,4029,27,77,327,365,257,168,123,38,10,1395,34,592,1790,2211,2389,1596,933,465,138,10140,7,234,1075,1572,1779,1893,905,314,101,7891,221,1549,3874,4513,3643,2366,1009,392,117,17688,143,945,2402,2564,2059,1841,906,308,72,11244,116,599,1043,794,516,317,155,74,25,3646
305,106,1440,4907,2989,2437,2067,1013,470,128,15557,36,306,1488,1434,1675,1576,1344,508,110,8480,318,2260,7125,5765,4650,2436,1022,291,80,23944,165,1563,4842,3500,2844,1877,1125,344,57,16317,143,1256,2650,1518,1073,534,242,90,35,7543,175,698,1324,690,563,392,195,71,18,4117,30,52,36,10,8,12,9,3,0,164,18,126,323,309,285,179,116,48,13,1415,398,1010,2296,1333,891,728,553,475,354,8040,1431,9956,29050,20240,16120,10707,6030,2425,851,96801,10,668,1861,1111,747,478,227,74,17,5193,88,411,2154,1193,582,239,33,0,0,4710,61,1074,4276,3056,2491,1792,910,433,133,14229,26,572,1965,1397,1082,710,380,160,50,6343,13,117,570,376,264,166,58,26,9,1599,33,1072,4184,3251,2738,1619,798,380,131,14207,14,296,1704,1657,1843,1747,734,246,74,8312,279,2931,9688,7106,4383,2546,837,278,105,28155,129,1538,5696,4008,2821,2104,777,237,44,17356,159,1433,3279,1630,813,448,166,77,21,8016
306,86,550,2249,2016,1993,1879,1195,468,119,10566,31,210,1166,1615,1785,1499,1128,393,77,7903,173,614,2528,2950,2765,2146,1047,282,63,12557,179,515,1864,2197,2210,1806,917,272,22,9985,33,117,414,418,348,280,174,67,16,1869,258,495,1134,1040,977,596,317,103,22,4939,18,19,6,14,9,12,10,3,0,92,17,26,105,157,174,122,77,19,3,707,799,818,2083,1799,1683,1550,1353,937,523,11538,1669,3578,12476,13187,12811,10514,6559,2677,872,64345,8,81,424,523,417,317,166,40,12,1976,64,107,330,292,196,102,31,4,0,1127,159,898,2633,3470,3837,3094,1843,692,144,16773,94,454,1068,1439,1501,1194,675,242,46,6713,55,155,587,618,518,307,153,48,4,2450,42,366,1501,1909,2158,1469,687,286,83,8508,26,186,1172,1618,1752,1556,671,180,47,7221,369,1036,3127,3327,2710,1739,696,179,50,13239,205,541,1905,2195,1811,1272,478,96,30,8536,52,157,501,507,367,284,132,41,9,2058
