SA4_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
203,3950,3220,2272,1386,465,135,14997,1073,3160,3187,3082,2600,1616,449,68,15243,455,1106,1039,676,460,272,109,37,4162,603,1439,1240,922,649,451,224,46,5577,21,21,13,5,5,11,3,3,80,56,217,301,282,216,142,41,20,1275,1072,1227,1289,1117,1094,1370,1362,969,9496,6110,18420,18446,15419,13015,10116,4704,1876,88105,486,980,980,876,701,576,246,42,4893,288,1029,1083,631,426,253,37,3,3744,1115,3939,3441,3860,3898,3622,1783,543,22196,1053,3724,2727,2008,1544,1000,519,165,12730,302,676,831,740,587,392,208,55,3787,1303,5354,4351,3612,3493,2616,1037,347,22111,571,2894,3208,2666,2890,3322,1522,319,17396,1132,5013,6597,5435,4148,2948,1040,241,26558,1537,4460,4355,4183,3538,2384,760,130,21341,821,1788,1708,1099,677,496,171,51,6813,815,2243,1962,1425,1003,662,312,80,8505,44,47,21,16,14,19,11,3,168,114,449,618,576,454,324,129,48,2718,2341,2776,2643,2481,2326,2676,2369,1486,19099,11923,35364,34535,29593
204,1752,1802,1499,814,274,68,7844,444,1321,1498,1591,1609,957,225,31,7679,105,284,323,224,204,132,51,31,1354,360,803,716,613,451,306,125,28,3395,25,16,6,4,5,11,0,0,77,22,86,100,144,111,69,30,9,567,844,745,819,951,1030,1061,1021,638,7107,3094,7874,8703,8698,8451,6332,2954,1127,47237,66,233,359,373,332,354,101,16,1836,75,219,305,227,206,136,29,0,1199,681,1957,2162,2386,2692,2367,1074,262,13576,459,1234,1035,976,1007,754,312,92,5868,283,668,787,846,754,509,188,50,4087,552,1991,1890,1856,2141,1654,669,217,10976,276,1299,1501,1449,1611,1900,825,130,8985,511,1927,2606,2739,2429,1588,546,126,12471,651,1761,1931,2058,2049,1395,388,60,10287,198,485,498,368,334,236,87,45,2253,520,1209,1124,968,762,483,193,37,5304,42,30,15,7,11,11,4,3,125,62,208,246,337,281,191,103,33,1446,1798,1644,1741,1926,2253,2269,1853,979,14453,6179,14862,16204,16535
205,2546,2397,2130,1371,445,115,11543,717,2345,2296,2581,2687,1763,411,64,12876,180,525,465,324,362,249,95,28,2243,496,1531,1134,907,732,509,217,29,5558,10,14,9,12,16,7,4,0,68,35,118,162,170,175,116,47,14,844,1285,1438,1497,1480,1786,2053,1635,1008,12182,4661,13204,13067,12604,13216,10737,4776,1712,73976,163,427,454,462,464,436,156,26,2599,105,425,501,304,332,232,45,9,1954,1141,3373,3257,3860,4862,4555,2194,524,23771,659,2114,1770,1680,1755,1390,645,174,10169,321,955,1192,1110,1003,571,193,44,5396,792,3011,2650,2506,3096,2617,1027,263,15958,442,2030,2195,2167,2502,3015,1350,218,13921,680,3046,3687,3511,3351,2538,899,179,17901,972,3000,2958,3285,3444,2494,679,118,16947,329,860,738,519,554,468,175,43,3681,692,2052,1686,1397,1170,807,350,56,8209,17,22,15,22,27,14,8,0,129,97,264,372,379,435,328,149,45,2072,2672,2970,3108,3196,3766,4087,3108,1667,24563,9076,24549,24585,24399
206,11371,7754,4259,2049,543,174,47057,3014,13734,8578,6234,4576,3093,1086,214,40523,2951,9829,5033,2585,1446,664,254,82,22849,1022,2764,1545,1076,702,372,179,46,7705,113,43,18,17,22,16,12,4,247,599,1532,1129,939,594,351,138,41,5329,2645,5666,3238,2145,1739,1443,1259,969,19106,20239,77712,45667,30454,21666,13838,5856,2212,217649,3107,6868,3779,2619,2016,1234,534,107,20274,1811,7879,5816,2577,1344,483,72,9,19989,2053,12530,6664,4372,3691,2559,1351,504,33719,1359,7418,4111,2726,1775,886,422,112,18812,421,1510,965,643,468,252,90,21,4370,2493,15238,8046,5036,4337,2888,1353,420,39810,790,6164,4009,3591,4265,3928,1475,314,24536,7070,31898,21895,14542,8720,4488,1448,360,90423,4485,21628,13736,9947,7497,5387,1995,398,65071,4726,16910,9116,4624,2526,1184,442,109,39645,1699,5228,3000,1842,1217,572,264,62,13888,203,104,49,26,36,34,18,9,482,927,2690,2042,1610,1043,586,243,63,9200,5111,11479,6883,4662,3781,2908,2322,1540,38674,36247,147531,90124,58829
207,7632,6978,4206,2146,901,364,29940,958,3006,3112,3711,2916,2023,952,276,16946,884,1752,1379,1035,640,383,178,97,6346,390,790,796,790,511,340,212,80,3909,44,16,20,14,23,30,18,12,166,168,312,427,563,372,258,144,66,2314,884,1275,1074,1013,875,916,1016,1041,8097,7618,22033,22897,22475,17317,11970,6781,3163,114256,1179,1858,1599,1845,1886,1298,763,215,10648,818,2716,4081,2667,1626,542,78,10,12541,919,3856,3909,4030,4023,3095,2226,867,22934,632,1853,1530,1604,1258,731,579,183,8368,175,395,365,369,304,204,117,46,1980,1563,5584,4697,4534,4184,3033,1794,805,26194,422,2269,2016,2704,3192,3295,1975,567,16440,3233,11484,13495,12863,8637,4848,2225,785,57561,1592,4751,4671,5682,4598,3446,1697,491,26928,1508,3041,2221,1629,1042,611,295,150,10498,623,1399,1353,1220,851,517,307,107,6378,85,61,52,27,36,53,24,14,344,281,608,730,908,663,435,241,97,3963,1888,2768,2225,2085,1735,1673,1732,1556,15649,14927,42636,42936,42171
208,8389,7971,4481,2407,916,421,31705,1010,3787,4472,4707,3322,2219,830,210,20560,863,2101,1860,1427,866,449,230,103,7892,454,1100,1076,1068,787,525,276,105,5387,26,20,13,18,11,26,8,7,126,165,402,586,769,412,257,122,59,2770,748,1350,1347,1194,979,1165,1246,1304,9338,6971,24083,27495,27078,19296,13302,6520,3344,128087,923,1773,1910,2214,1829,1152,489,143,10444,525,2583,3802,2706,1556,598,83,7,11868,874,4035,4333,4718,4741,3683,2257,928,25570,712,2682,2410,2317,1677,1062,496,198,11555,179,517,475,543,402,192,76,35,2418,1227,5602,5078,4857,4141,2890,1519,690,26003,528,2923,3069,3889,4149,3816,1684,509,20566,2596,10822,15309,15118,9173,5236,2147,789,61188,1602,5874,6561,7141,5074,3727,1461,363,31799,1455,3483,3041,2298,1421,788,378,137,12995,678,1738,1771,1644,1177,720,400,130,8252,56,42,32,31,21,35,19,8,241,247,693,991,1223,750,468,234,104,4718,1624,2913,2774,2487,1955,2090,2072,1865,17786,13224,45670,51559,51191
209,8171,5907,3662,1741,488,160,28314,1567,5555,6144,4858,3489,1788,477,84,23964,823,2274,2039,1165,514,270,106,35,7219,880,2389,2218,1601,949,502,179,44,8765,31,30,16,23,18,16,11,3,148,132,553,742,559,336,188,63,22,2603,1446,2296,2122,1651,1506,1485,1300,1004,12805,9876,33998,34877,25379,17512,10580,4281,1852,138349,1018,2443,2549,1969,1396,935,371,67,10751,887,3678,4882,2129,942,365,43,0,12933,1770,6890,7496,6614,5960,4252,2153,587,35727,1431,4391,3572,2892,1909,1081,570,150,15981,279,832,915,736,475,229,99,12,3587,2134,7912,6669,4759,3575,2242,809,289,28387,857,4733,4752,4176,3573,3007,1133,244,22470,2588,12054,14414,10422,6639,3590,1121,289,51114,2335,8059,8594,6930,4951,2745,803,157,34567,1477,4087,3645,2054,946,486,194,53,12945,1325,3721,3702,2409,1413,759,297,91,13715,78,71,52,30,41,31,24,4,335,260,1049,1423,1100,704,417,155,49,5155,3336,4956,4592,3697,3144,2867,2403,1599,26586,19769,64873,67256,49918
210,5969,4029,2509,1068,332,105,20424,1302,4392,4370,3307,2096,950,221,29,16659,456,1290,1075,549,239,111,66,18,3797,658,1889,1634,1067,715,393,119,28,6508,40,26,26,13,21,23,3,5,157,107,437,552,325,206,121,33,10,1787,1438,2305,2107,1623,1254,1123,1077,779,11704,7856,26551,24842,17083,11263,6225,2777,1206,97814,702,1562,1602,1100,673,416,137,24,6211,674,3012,3566,1331,526,211,29,0,9345,1391,5858,5657,5027,4763,3019,1616,490,27822,1278,3541,2586,1826,1134,655,313,95,11425,174,560,556,448,336,154,64,15,2314,1503,5577,3919,2651,1983,1132,452,115,17331,778,3965,3582,2943,2377,1630,612,116,16002,2024,9722,10748,6988,4490,2156,625,171,36930,1983,6230,6002,4497,2955,1445,376,61,23544,852,2293,1867,931,437,206,116,29,6728,983,3061,2920,1663,1094,570,232,52,10572,72,58,53,25,33,39,12,5,300,211,830,1079,671,457,282,101,38,3673,3270,5116,4502,3414,2709,2113,1938,1214,24273,15877,51388,48644,33526
211,8563,6877,4659,2518,913,306,30791,1422,4077,4839,4935,4011,2299,677,131,22395,742,1647,1646,1095,653,348,161,43,6327,978,2017,1770,1603,1036,679,319,75,8479,18,29,18,24,11,22,13,6,150,120,314,485,510,360,204,90,27,2102,1055,1499,1582,1409,1337,1388,1610,1497,11373,8686,27190,31349,27165,20749,13828,6687,2908,138549,697,1685,2028,1993,1442,1064,446,118,9468,588,2406,4763,2630,1359,581,86,5,12418,1440,5898,7092,7389,7505,5643,3201,934,39103,1614,4352,3684,3355,2644,1536,858,243,18291,442,1097,1154,1089,764,336,139,50,5067,2016,6607,5646,5142,4388,3054,1377,445,28677,856,4375,4571,4415,4161,3904,1940,420,24649,2062,9824,14210,11627,8335,5196,2034,554,53848,2156,5977,6742,6685,5432,3486,1170,265,31912,1378,2966,2832,1846,1090,648,302,89,11151,1259,2827,2739,2378,1633,978,466,116,12396,47,74,36,40,29,42,22,6,291,229,620,916,1002,732,479,220,74,4266,2295,3238,3311,3219,2766,2640,2822,2244,22532,17086,51943,59727,52816
212,14059,9132,5610,2676,1020,347,48086,2549,7751,7911,6677,4660,2232,607,133,32529,921,2180,1587,877,479,329,140,44,6560,1601,3805,3356,2269,1310,792,300,86,13507,81,62,40,35,30,35,22,10,305,245,771,1043,660,440,261,123,40,3580,2996,4677,3808,2980,2433,2281,2122,1647,22947,17188,53373,50804,35273,23694,14344,7052,3219,204955,1746,3863,3284,2443,1735,1118,525,121,14830,1964,7610,9216,3885,1707,551,80,12,25029,3296,13045,12578,11085,10128,6797,3655,1134,61721,2264,5848,4199,3347,2221,1399,833,246,20358,462,1175,1182,923,635,351,133,35,4891,3414,11744,8864,6050,4134,2779,1288,450,38712,1459,6021,5820,4926,3925,3178,1585,471,27383,5024,22388,24329,15850,9765,5178,2076,631,85251,3780,11028,10948,9002,6411,3374,1043,240,45825,1775,3870,2938,1556,884,566,254,78,11913,2320,6277,5919,3518,2112,1158,485,127,21919,156,150,109,70,54,55,35,18,657,464,1463,1970,1359,941,579,279,99,7152,6641,10412,8267,6311,5136,4401,3931,2540,47634,34756,104904,99626,70313
213,15610,8482,4626,1893,467,104,46585,2240,8749,9244,6585,4259,1791,334,51,33245,997,2979,2331,1123,534,213,64,15,8258,1553,3975,3757,2137,1153,598,186,41,13394,62,64,47,33,33,35,13,3,291,209,1014,1336,695,368,269,61,15,3965,3143,5795,4902,3168,2355,2145,1615,1191,24310,15513,58523,57990,33975,20266,10782,3990,1758,202791,1260,3550,3722,2268,1221,754,211,28,13015,1619,9221,12364,3563,1203,356,49,3,28371,2858,12397,13369,9895,8394,5630,2263,584,55394,2195,5649,4603,3108,1867,1094,466,127,19102,269,1006,1128,715,445,229,75,10,3876,2749,11042,8388,5481,3376,1898,549,179,33661,1421,6664,6465,4982,3651,2306,905,163,26557,4303,23016,27969,15002,8080,3694,884,164,83106,3438,12388,12842,9085,5828,2701,620,97,46998,1813,5175,4126,2061,959,407,136,28,14705,2319,6940,6783,3352,1787,915,301,57,22462,144,141,86,60,66,53,26,8,584,414,1910,2589,1451,857,580,181,42,8026,7119,12508,10564,6929,5141,4290,3088,1817,51456,31907,111598,114998,67953
214,3554,3512,2647,1667,745,237,15323,745,2317,2793,2960,2523,1566,517,90,13512,290,834,833,646,450,311,171,37,3578,554,1393,1230,1037,757,625,286,55,5939,26,11,12,12,7,15,11,5,105,55,157,230,301,181,161,64,18,1170,1025,1119,1240,1348,1183,1444,1543,1198,10096,4634,13974,15998,15653,13068,10265,5479,2239,81311,213,521,634,690,572,520,285,71,3508,204,522,870,727,481,269,56,4,3123,810,2801,3200,3820,4060,3574,2274,700,21240,859,2960,2637,2292,1782,1300,679,186,12698,290,675,749,741,561,242,100,38,3396,847,3358,3280,3193,3000,2346,1145,388,17547,438,2479,2709,2600,2658,2949,1377,288,15490,822,3819,5772,5795,4614,3422,1627,442,26321,1106,3165,3658,3883,3366,2384,904,168,18652,547,1372,1399,1032,722,529,272,71,5939,714,1930,1811,1639,1206,867,411,78,8644,42,33,27,18,17,16,21,10,181,112,321,474,586,383,315,157,49,2391,2048,2374,2597,2943,2537,2727,2728,1873,19825,9054,26324,29818,29961
215,1327,1124,873,396,115,26,5374,411,1136,995,1247,1162,643,130,24,5737,60,201,193,140,101,59,22,11,792,312,706,570,481,326,244,79,22,2730,11,28,11,4,7,5,5,0,74,25,59,74,55,56,39,10,8,324,752,845,827,838,913,1010,911,680,6773,2634,6970,6329,6112,5816,4237,2087,1008,35181,41,213,195,199,174,125,30,5,986,51,217,206,91,92,51,14,3,736,577,1738,1403,1357,1623,1288,566,135,8681,286,788,580,516,632,452,179,45,3479,324,816,952,881,857,433,157,40,4451,412,1622,1238,1201,1581,1120,434,151,7759,210,1129,1003,1050,1017,1067,539,121,6129,499,1764,1931,1756,1393,759,209,45,8362,548,1543,1306,1611,1484,849,194,36,7576,105,334,289,209,153,104,47,17,1259,437,1000,835,733,555,372,143,27,4107,18,55,26,8,12,9,5,5,141,44,130,175,171,164,117,37,17,853,1629,1876,1783,1853,2039,2144,1741,1074,14145,5171,13237,11938,11642
216,1148,1024,805,428,131,43,4784,412,1021,1054,1081,997,552,125,15,5257,57,165,115,88,68,51,13,5,563,268,687,516,400,294,214,74,13,2465,10,18,7,7,3,3,0,0,55,15,63,77,77,52,27,14,3,342,632,735,719,687,772,845,837,647,5873,2407,6148,5837,5468,5052,3602,1874,903,31286,76,185,232,194,141,117,25,10,973,82,202,180,98,71,36,10,0,677,555,1574,1431,1607,1684,1326,646,154,8973,294,711,534,591,593,421,201,60,3412,204,537,602,576,569,269,122,32,2916,456,1555,1292,1220,1264,858,397,100,7136,245,964,902,887,905,885,425,88,5307,347,1480,1692,1579,1290,825,277,68,7563,540,1348,1313,1359,1237,745,189,31,6759,123,255,195,141,106,82,33,11,941,367,989,776,644,468,335,125,21,3731,19,31,14,17,5,7,0,0,99,32,116,161,175,148,87,39,15,776,1381,1564,1468,1558,1637,1725,1598,995,11928,4722,11512,10793,10655
217,1013,1050,823,432,105,30,4489,256,880,935,1085,1156,665,149,19,5151,60,175,193,165,146,118,33,13,898,339,626,540,428,279,172,78,22,2482,4,6,3,5,9,5,4,0,33,18,42,75,85,60,45,21,18,368,478,492,553,571,687,775,718,515,4797,2069,5401,5698,5654,5615,4233,1933,840,31441,44,194,223,222,175,175,61,19,1108,44,136,144,101,88,66,14,0,599,435,1233,1262,1425,1481,1170,488,120,7609,299,827,723,594,651,420,190,51,3766,329,730,803,835,764,465,159,39,4120,316,1430,1283,1269,1581,1194,489,149,7704,230,858,974,1010,1118,1280,492,108,6079,360,1241,1494,1608,1312,861,234,48,7161,345,1128,1165,1375,1456,954,231,36,6691,118,322,287,256,204,207,61,15,1461,447,921,829,655,467,290,119,30,3765,8,18,14,7,9,8,5,0,64,39,131,157,180,153,113,53,34,852,1065,1109,1215,1276,1427,1536,1318,806,9754,4085,10280,10575,10818
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3
299,55,43,35,19,0,0,255,22,86,48,38,50,11,5,0,264,5,30,18,7,11,6,0,0,77,16,38,33,12,10,5,0,0,116,4,0,6,0,0,0,0,0,3,3,12,4,5,4,4,0,0,32,180,311,356,188,118,67,13,11,1242,278,705,618,379,303,140,29,11,2459,5,25,12,25,7,5,0,0,78,7,36,30,17,10,0,0,0,93,26,109,79,80,61,49,22,0,409,21,41,40,34,26,21,0,0,177,11,26,16,23,9,6,0,0,86,24,94,58,41,44,22,0,0,280,4,30,28,27,36,19,9,0,151,39,136,109,73,69,38,0,0,467,33,132,75,61,66,27,5,0,400,13,50,45,16,18,9,0,0,153,22,59,57,25,25,14,7,0,205,3,0,4,0,0,0,0,0,11,12,23,11,11,12,4,0,0,72,394,709,887,664,409,201,39,15,3334,608,1458,1448,1099
301,3775,3740,2672,1337,439,105,15540,788,1722,2267,2094,1698,1076,304,41,9987,335,558,603,454,259,135,91,30,2467,629,973,1013,832,563,387,129,24,4545,27,15,9,12,13,7,15,19,120,46,78,152,161,124,84,23,12,685,536,645,773,737,682,761,795,761,5686,4687,10221,13362,12820,10064,6536,2869,1308,61873,197,385,581,642,460,371,149,28,2816,208,537,926,842,428,173,28,0,3145,1100,2707,3512,3767,4097,3110,1636,433,20367,687,1664,1803,1547,1249,1090,514,126,8679,163,268,417,439,335,200,77,11,1906,885,2155,2381,2467,2263,1495,603,203,12462,359,1428,2034,2245,1978,1597,673,149,10464,1655,3767,5870,5987,4492,2515,855,194,25337,1248,2431,3076,2893,2274,1544,511,98,14082,662,958,937,695,439,262,132,44,4124,877,1331,1450,1262,852,564,223,37,6599,53,26,16,20,23,20,21,21,214,110,170,346,375,283,210,79,25,1592,1167,1391,1650,1675,1490,1537,1373,1114,11394,9373,19218,25001,24858
302,4308,3277,2025,898,302,109,15670,865,2353,2317,1962,1315,772,256,66,9908,461,1002,766,436,218,112,49,26,3068,562,1041,841,631,360,223,72,22,3755,30,25,12,4,7,14,5,8,101,58,150,228,187,128,66,30,19,872,550,927,775,556,489,506,626,750,5178,5245,14893,14841,11409,7710,4672,2375,1379,62529,247,735,929,660,416,283,111,35,3413,385,1358,1784,884,405,124,27,0,4966,846,3269,3439,2874,2504,1772,946,387,16038,461,1577,1363,1103,839,528,321,96,6299,115,273,367,316,226,108,55,18,1479,1214,3946,3327,2605,1843,1113,601,223,14865,341,1506,1911,1942,1578,1321,672,193,9462,1787,6123,7199,5611,3589,1849,688,205,27056,1396,3567,3377,2877,1975,1210,436,104,14941,786,1643,1276,741,391,196,89,38,5161,834,1636,1448,1012,609,330,111,41,6019,60,46,29,14,7,16,3,8,185,126,323,447,405,269,158,72,36,1835,1231,2065,1740,1348,1064,995,1064,1080,10581,9829,28061,28635,22402
303,7660,5146,2973,1412,398,102,26836,1492,4026,4130,2950,2010,1126,328,62,16119,965,1844,1406,792,443,194,83,36,5768,867,1353,1151,826,469,248,120,33,5059,65,32,28,17,20,21,6,3,200,112,327,396,291,171,122,51,24,1487,1127,1804,1438,956,866,713,707,701,8313,9954,27079,25935,18191,12227,7164,3148,1401,105107,920,2074,2038,1333,938,642,255,49,8252,791,2871,3453,1856,788,234,35,3,10033,1737,5701,5634,4315,3912,2605,1432,442,25772,685,2302,1970,1524,1123,692,387,121,8801,207,509,550,430,333,177,82,24,2307,2128,7356,5798,3933,2991,1759,819,284,25063,567,2599,2936,3246,2602,2058,912,229,15151,3827,12362,13391,9075,5410,2897,903,225,48079,2442,6217,6023,4577,3116,1918,638,130,25062,1670,3201,2337,1318,727,357,136,59,9808,1391,2434,2026,1393,775,409,192,49,8670,142,76,62,33,31,39,21,3,414,221,645,745,598,355,243,104,50,2953,2460,3919,3119,2225,1850,1457,1283,1010,17323,19190,52264,50074,35861
304,3373,3067,1678,906,321,101,12460,832,1639,2212,2066,1312,1008,437,91,9589,444,711,774,585,330,175,89,32,3140,379,435,449,415,262,145,72,24,2184,51,9,4,5,10,4,6,0,93,62,100,152,168,114,85,56,20,760,420,463,480,371,319,336,363,422,3172,4548,9464,12866,11725,7877,5523,2714,1075,55792,612,1087,1398,1299,915,687,374,90,6459,331,763,1574,1234,568,199,42,0,4700,753,2250,3042,2688,2229,1716,996,303,13975,309,853,1029,922,658,483,265,91,4599,115,279,367,357,257,154,97,35,1665,862,2380,2675,2628,2132,1431,822,267,13203,244,1108,1665,2027,1714,1679,808,184,9427,1858,3534,5892,5709,3411,2095,817,227,23552,1422,2587,3288,3222,2101,1730,798,159,15298,785,1259,1253,905,502,288,144,44,5181,592,679,700,644,386,207,109,31,3355,102,19,10,10,9,9,7,0,175,142,198,292,326,211,155,98,36,1469,985,1019,1015,850,710,625,632,619,6446,9112,18023,24199,22813
305,5765,4650,2436,1022,291,80,23944,1729,4842,3500,2844,1877,1125,344,57,16317,1404,2650,1518,1073,534,242,90,35,7543,871,1324,690,563,392,195,71,18,4117,81,36,10,8,12,9,3,0,164,145,323,309,285,179,116,48,13,1415,1411,2296,1333,891,728,553,475,354,8040,11387,29050,20240,16120,10707,6030,2425,851,96801,1039,2518,1556,1169,804,548,184,43,7864,790,2608,2255,1329,675,165,31,3,7848,1311,6046,4160,3001,2475,1537,686,201,19413,582,2463,1764,1416,1017,563,256,60,8121,177,598,453,369,249,157,61,14,2077,1934,7073,4433,3666,2948,1537,756,188,22539,432,2011,1869,2132,2079,1713,685,149,11064,4553,12739,10695,8983,5107,2346,737,159,45310,2705,7847,5611,4714,3160,2061,679,120,26904,2303,4678,2589,1665,847,390,148,44,12663,1398,2395,1329,939,613,275,99,30,7078,156,78,30,19,22,14,3,0,314,274,627,557,537,350,209,85,27,2666,2714,4937,3026,2168,1615,1209,913,579,17153,20364,56608,40332,32098
