SA4_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
216,332,575,611,476,1304,1976,764,3205,204,9437,458,940,1074,1159,1960,2102,587,1075,61,9414,298,572,558,449,1940,2682,673,1198,139,8512,636,1519,1399,1016,1155,786,190,336,113,7155,266,941,993,683,1626,1092,243,319,68,6226,359,1801,826,431,851,540,142,220,102,5278,231,292,306,197,767,993,416,889,100,4191,488,1957,1017,721,1693,1574,582,672,226,8934,97,92,68,53,138,180,46,91,421,1200,3171,8696,6852,5193,11432,11928,3646,8011,1429,60348
217,354,756,753,592,1154,2116,830,4165,251,10973,581,1119,1262,1200,1781,1848,565,1090,75,9526,403,700,628,477,1712,2388,557,1111,113,8086,672,1651,1464,890,1062,794,191,318,110,7153,275,976,985,646,1270,936,215,264,52,5622,333,1810,777,404,756,525,132,245,79,5056,229,301,272,183,662,1056,411,981,97,4191,512,2281,1021,608,1474,1580,491,722,199,8885,81,113,69,47,145,177,48,107,357,1148,3434,9709,7230,5052,10017,11416,3436,9010,1348,60640
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15
299,19,21,10,3,33,43,14,33,4,174,18,34,45,24,74,99,12,25,6,334,20,28,20,14,53,60,23,25,8,250,35,60,39,31,15,21,9,8,5,227,4,25,21,14,39,26,3,12,4,143,13,40,20,9,15,11,5,4,7,129,17,34,17,11,30,36,8,28,6,177,27,60,46,33,50,54,3,27,11,308,7,8,0,0,10,3,0,0,23,49,164,300,218,132,329,340,91,164,69,1797
301,761,755,739,727,3061,4222,1666,4627,97,16662,1441,2174,2578,2235,5203,5975,1625,3131,132,24484,1238,1138,934,855,3690,4926,1390,2755,216,17139,2009,2892,2300,1460,2052,1250,359,575,150,13054,989,2052,2362,1558,5293,3415,863,1184,130,17851,1121,3107,1487,712,1624,1237,369,589,95,10343,458,708,568,414,1432,1492,527,1374,114,7091,916,2637,1248,784,1857,1470,386,787,148,10219,122,158,134,93,346,333,65,204,452,1912,9071,15615,12347,8839,24559,24319,7259,15225,1530,118757
302,737,683,718,628,3224,3907,1600,3698,83,15273,1829,2411,3012,2810,7819,8367,2089,3952,179,32464,996,989,855,676,3247,3880,1079,1889,138,13766,2074,2763,2290,1474,2109,1447,387,637,166,13350,1001,1739,1937,1256,5806,3528,793,1060,101,17219,1199,2654,1389,673,1528,1125,316,511,94,9478,379,698,626,371,1262,1171,349,846,99,5803,902,2179,1369,723,1654,1134,267,491,132,8857,132,137,122,94,443,375,78,184,475,2034,9235,14240,12323,8711,27089,24936,6965,13269,1478,118257
303,1087,1311,1419,1174,5105,6227,2171,5573,184,24243,3006,5225,5620,4862,14894,15242,3552,6951,368,59730,1398,1744,1724,1131,4725,5208,1420,2464,329,20149,3201,4700,3646,1996,3036,1809,470,807,298,19961,1342,2792,3168,1878,8303,4977,1074,1510,205,25237,1662,4675,2400,1092,2391,1819,435,797,155,15430,524,1224,1235,721,2142,1892,561,1170,214,9675,1203,3906,2607,1202,2754,1755,455,742,273,14903,213,306,278,173,641,574,118,244,954,3503,13641,25887,22097,14233,43991,39497,10252,20254,2980,192826
304,678,797,778,643,2484,3918,1563,4231,63,15162,1956,3899,3477,2615,7297,9077,2305,4850,163,35640,798,749,609,427,1802,2120,577,1007,83,8161,2131,2521,1511,747,1174,1120,287,498,118,10108,747,1746,1721,937,3346,2221,497,725,83,12020,1190,2335,942,435,869,726,184,394,62,7136,260,443,307,138,446,504,140,345,36,2621,756,1676,764,315,609,453,123,225,49,4970,66,127,95,66,255,223,57,117,247,1255,8588,14290,10201,6326,18267,20364,5728,12395,908,97063
305,1292,1401,1378,1110,4826,7186,2834,7932,143,28098,3097,5511,5172,4275,14335,17939,4745,10734,351,66171,1257,1253,1193,705,2900,3333,981,1691,165,13478,3749,4425,2870,1393,2085,1537,398,642,218,17308,1169,2540,2543,1438,6759,4453,1052,1561,120,21633,1703,3186,1871,775,1867,1624,414,1023,140,12606,310,775,719,310,751,679,213,539,58,4351,1034,2689,2208,671,1109,855,209,430,109,9320,156,224,214,133,478,483,96,291,589,2664,13764,21997,18163,10816,35120,38088,10947,24842,1891,175617
306,475,667,801,760,2648,3127,1228,4058,157,13918,1260,2031,2328,2315,4549,4398,1254,2820,179,21132,743,1217,1159,1007,4087,4307,1328,2896,291,17041,1018,3233,3186,2277,3169,1828,506,1092,276,16585,580,1676,1798,1247,4136,2273,519,844,115,13186,472,3211,1743,1042,1857,1093,342,598,139,10495,410,590,631,427,1191,1259,482,1987,151,7120,600,3333,2075,1360,2909,1789,459,1072,355,13955,142,213,140,139,352,265,64,215,697,2231,5700,16183,13867,10581,24891,20337,6183,15571,2355,115668
307,280,566,559,462,953,1757,757,5301,248,10878,387,704,790,685,1176,1377,513,1130,52,6803,319,538,440,355,1479,1820,702,2033,150,7833,363,1188,1148,846,968,619,192,405,106,5835,272,919,942,627,1406,1064,259,494,65,6049,165,1243,666,348,745,499,170,324,86,4246,239,352,281,221,753,873,362,1993,112,5195,346,1728,1003,741,1543,1345,435,1509,220,8887,88,90,59,45,128,133,44,186,357,1130,2459,7335,5882,4328,9140,9491,3442,13382,1397,56863
308,362,538,564,495,1546,2211,952,4494,210,11379,824,1334,1599,1449,3162,3419,1240,2439,128,15592,867,975,817,693,3523,4044,2038,5042,298,18302,759,2312,2376,1589,2270,1359,496,818,210,12192,539,1356,1634,1025,3315,2127,583,919,94,11589,386,2776,1531,768,1352,809,258,482,111,8472,821,574,551,378,1447,1871,1356,4976,288,12265,584,2839,1608,962,2340,1633,552,1863,308,12690,149,157,87,90,313,296,103,359,572,2125,5300,12845,10775,7455,19262,17775,7575,21383,2229,104599
309,2065,2575,2701,2224,7943,9961,3273,9724,410,40884,3598,6394,7326,6574,13641,14411,3362,7864,550,63720,3396,3593,3434,2734,9304,11667,3245,6444,780,44593,6752,8744,7234,4672,6001,3354,943,1753,681,40138,2219,5524,5620,3726,11273,6858,1464,2339,398,39422,3786,9076,4968,2606,5179,3649,909,1834,415,32417,1108,1902,1772,1071,2969,2788,1076,3101,292,16076,2723,7573,4395,2465,4445,3690,1007,2037,481,28819,427,626,512,334,1026,931,202,588,1741,6389,26069,46000,37961,26400,61785,57318,15478,35687,5746,312444
310,881,826,803,673,3602,4046,1516,3974,191,16504,1676,2165,2640,2449,7114,6598,1526,2919,208,27294,1711,1540,1344,1037,5856,6000,1778,3255,336,22860,2977,3876,3704,2450,4129,2522,791,1345,421,22223,1233,2026,2259,1668,7586,4207,1021,1363,172,21535,1411,3988,2130,1037,2417,1447,384,673,183,13663,799,1062,1203,997,3795,3281,1245,3096,361,15847,1500,3943,2401,1686,4437,2921,819,1328,441,19484,226,271,189,150,626,544,133,282,974,3395,12404,19698,16666,12154,39556,31575,9221,18232,3293,162797
311,753,762,782,687,3426,3788,1313,3591,155,15259,1314,1952,2363,2066,5596,4962,1239,2355,174,22020,1454,1594,1445,1289,5952,6851,2013,3730,431,24763,2399,3649,3540,2426,3505,1771,518,1004,336,19147,1117,2283,2396,1741,7202,4199,1056,1416,238,21641,1325,3736,2151,1114,2447,1520,402,639,199,13523,839,1241,1366,1197,4223,3710,1399,3208,372,17552,1374,3858,2496,1696,4543,3232,835,1449,434,19917,197,288,207,179,681,562,126,296,1045,3581,10771,19367,16743,12386,37578,30586,8899,17690,3383,157407
312,249,349,424,374,1289,1871,820,3939,137,9443,660,1003,1230,1106,2304,2584,969,2059,82,12006,666,730,717,596,3099,3796,1747,5183,280,16821,450,1806,1670,1221,1790,966,303,585,153,8948,408,1206,1358,914,2451,1765,506,864,99,9568,295,2228,1196,623,1278,682,227,377,83,6999,883,489,486,347,1364,1831,959,5228,286,11869,398,2084,1278,876,1641,1405,525,1586,247,10037,103,108,102,75,237,243,101,394,493,1860,4112,10003,8459,6138,15463,15143,6149,20216,1860,87547
313,662,622,630,532,2370,2897,965,2958,114,11748,1050,1510,1825,1693,3464,3375,875,1798,129,15720,1338,1204,993,913,3937,4529,1411,2670,296,17297,2162,3068,2746,2006,2586,1335,432,763,267,15357,893,1714,1799,1315,4678,2647,583,900,100,14637,1083,2914,1575,852,1792,1121,307,530,143,10317,558,719,703,477,1874,1783,677,2141,161,9095,1120,3258,1962,1274,2835,2189,550,1080,296,14555,151,171,137,101,380,345,76,218,634,2223,9015,15184,12369,9163,23917,20230,5888,13054,2130,110957
314,714,605,606,554,2815,3634,1362,3319,85,13699,1381,1972,2435,2245,5371,5889,1523,2771,125,23723,1200,949,899,750,3581,4415,1252,2212,202,15456,2060,2857,2447,1605,2299,1569,420,709,217,14185,892,1669,1989,1365,5446,3310,806,1015,96,16587,1101,2858,1506,705,1599,1129,335,467,92,9795,390,612,589,386,1567,1395,498,1193,103,6727,818,2283,1192,708,1761,1252,350,601,124,9086,112,139,129,76,375,331,61,151,472,1856,8673,13945,11796,8394,24807,22919,6612,12436,1515,111110
315,148,219,171,161,560,880,361,2672,121,5286,327,284,399,393,995,1293,417,887,58,5058,241,268,207,160,710,1030,736,1676,116,5143,214,521,536,413,762,632,142,433,111,3768,188,358,370,280,1037,793,180,356,59,3621,87,439,275,176,370,252,60,156,51,1865,250,211,119,89,313,511,625,1493,123,3726,211,713,444,270,748,751,267,1163,137,4710,54,74,43,22,90,113,35,137,407,976,1715,3089,2562,1961,5589,6258,2817,8979,1181,34149
316,1403,1776,1624,1424,3921,5215,1911,5953,218,23441,2489,4520,5142,4281,7241,7935,2051,4830,302,38792,2366,2388,2023,1809,5564,7014,2021,4253,436,27872,4189,5687,4509,2991,3288,1946,627,1049,404,24680,1260,3615,3562,2265,5619,3450,781,1203,194,21948,2071,5077,2748,1443,2736,1887,525,1038,206,17723,732,990,826,581,1387,1311,603,2239,126,8799,1879,5108,2664,1583,2626,2067,586,1204,302,18017,252,361,259,168,411,413,112,326,958,3258,16649,29514,23358,16543,32791,31234,9207,22091,3151,184539
317,236,385,448,362,1505,1789,804,2482,65,8072,803,1442,1610,1520,3294,3335,1116,2173,92,15376,406,734,664,485,2430,2722,1019,2153,118,10725,600,2017,2017,1466,1828,1144,351,656,132,10207,466,1143,1261,841,2934,1683,446,628,50,9463,314,2045,1080,589,1133,719,239,403,61,6587,220,335,334,236,768,904,357,1384,104,4643,382,1997,1228,832,1973,1381,409,755,147,9107,67,117,96,65,206,188,43,158,305,1244,3483,10224,8725,6394,16075,13871,4788,10797,1069,75433
318,386,467,512,462,2134,2835,1211,4055,131,12191,1110,1681,1992,2060,4502,4725,1482,2994,118,20661,657,854,820,709,3884,4389,1444,3369,218,16336,890,2862,2743,2017,3205,2695,931,1494,288,17127,614,1321,1656,1236,4332,2585,613,934,89,13383,424,3159,1552,785,1603,973,306,508,111,9424,467,499,511,353,1509,1599,811,3028,206,8977,480,2731,1540,994,2065,1523,502,1264,262,11375,115,215,101,69,350,300,99,238,536,2016,5137,13783,11427,8681,23581,21627,7406,17885,1967,111495
319,429,756,831,713,2068,2599,1056,4664,218,13334,953,1584,1984,1851,3430,3359,1051,2136,142,16505,732,1156,1188,961,3832,3657,1157,2852,269,15801,1041,3258,3402,2503,2919,1569,468,959,306,16420,593,1737,1881,1349,3625,1970,448,780,139,12520,475,3232,1990,1084,1871,900,328,640,192,10710,536,595,680,436,1513,1538,670,2801,200,8978,763,3831,2262,1640,3100,2516,712,1506,415,16750,145,232,137,127,304,261,53,249,781,2294,5675,16381,14346,10661,22674,18376,5942,16594,2667,113315
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,26,5,29
399,30,29,30,14,48,59,12,56,5,290,55,75,60,40,86,119,13,34,10,488,40,35,39,14,72,73,26,63,15,386,78,88,83,51,62,34,10,20,12,429,40,48,46,18,68,39,9,13,6,275,38,45,38,18,31,18,3,13,8,208,35,23,27,17,36,41,25,109,12,319,46,117,78,74,121,112,41,118,23,732,9,6,9,9,15,10,0,9,38,98,371,466,404,251,535,500,136,436,124,3219
401,642,1339,1628,1423,4513,5620,2493,6024,153,23829,1933,5380,5796,4973,11979,11022,3497,6759,272,51612,540,1593,1650,1145,4037,3990,1112,1962,183,16214,1029,5514,3543,1857,2421,1582,542,700,193,17375,661,2952,3114,1932,6008,2999,779,1029,125,19598,502,4632,2204,890,1874,1219,403,681,128,12528,256,641,599,359,983,849,308,739,75,4818,472,3654,1889,857,1546,1147,331,520,150,10565,138,330,232,148,434,329,82,184,436,2305,6164,26039,20658,13576,33800,28754,9548,18583,1713,158835
402,605,974,1257,1137,5194,5173,2095,4003,130,20566,1510,2872,3576,3527,10055,7364,2113,3068,256,34342,1047,2100,2412,1954,8602,7813,2354,3235,417,29931,1629,6184,6255,4000,5385,2832,976,1525,403,29192,1084,2782,3573,2705,10070,4521,1176,1301,166,27369,822,6057,3375,1537,3237,1735,554,641,204,18165,698,1235,1595,1221,4653,3566,1295,2665,331,17268,969,6059,4226,2255,5848,3259,957,1447,457,25473,197,441,295,238,929,597,170,322,962,4156,8567,28701,26560,18571,53973,36861,11695,18203,3331,206463
403,665,1076,1385,1370,4873,5451,2394,4857,146,22223,2118,4298,5256,4849,10497,8881,2767,4643,206,43513,916,1902,2086,1627,6461,6826,1737,3067,238,24863,1672,6432,5496,3273,3898,2514,852,1107,284,25526,1018,2989,3682,2690,7901,3849,996,1092,118,24339,641,5698,2937,1284,2450,1586,489,660,153,15905,395,813,804,546,1933,1428,596,1347,115,7986,680,4809,2588,1337,2644,1801,495,850,202,15406,169,295,240,164,592,435,132,282,603,2906,8274,28310,24480,17150,41251,32779,10457,17903,2065,182662
404,416,649,864,821,3409,3711,1524,3218,66,14689,1315,2469,2969,2916,7884,6262,1893,2942,169,28818,502,1256,1456,1040,4352,3908,1120,1807,188,15633,929,3997,3383,2038,2698,1603,567,780,225,16222,626,1822,2293,1691,5974,2859,734,869,103,16974,373,3509,1972,824,1785,1060,307,444,103,10379,276,636,807,502,1791,1354,453,938,117,6882,426,3171,2139,1001,2158,1204,355,599,188,11241,100,253,178,135,501,319,82,147,443,2158,4962,17775,16071,10968,30549,22283,7034,11745,1613,122985
405,284,575,618,486,1077,1807,811,3061,99,8810,365,721,781,763,1203,1391,481,884,52,6636,285,626,539,431,1445,1752,525,1122,95,6819,397,1548,1327,840,720,528,175,249,90,5868,181,818,877,608,1173,757,181,293,38,4918,184,1194,761,381,523,408,119,185,68,3834,216,291,296,195,586,759,491,1038,77,3955,371,1923,889,555,1116,1180,283,505,162,6993,73,96,61,42,97,123,45,99,264,909,2359,7803,6140,4300,7951,8701,3115,7427,941,48741
406,161,278,305,261,701,1008,468,1878,88,5147,288,388,568,486,1132,1095,377,753,61,5147,252,359,349,289,1159,1194,439,1298,80,5413,274,908,992,623,848,565,150,323,94,4774,162,501,529,425,996,482,132,236,25,3487,146,915,566,283,467,252,86,119,60,2893,296,206,206,126,519,516,304,1412,89,3673,323,1124,669,346,679,569,167,570,125,4573,49,64,43,29,127,87,22,111,239,769,1955,4741,4213,2855,6637,5767,2136,6702,868,35871
407,449,1017,1052,863,1795,2873,1231,4573,239,14088,612,1134,1345,1132,1994,1940,722,1309,76,10260,435,980,976,795,2695,2947,901,1575,182,11489,676,2468,2326,1473,1568,921,302,546,211,10485,355,1424,1417,1024,2071,1155,297,395,63,8213,282,2249,1362,759,1106,775,225,387,112,7252,323,444,445,305,1075,1206,570,1537,129,6030,659,3193,1779,1178,2663,2233,640,1016,326,13696,132,183,126,72,247,195,52,151,457,1601,3931,13088,10820,7582,15217,14231,4944,11497,1798,83108
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
499,7,8,7,4,17,17,3,9,0,66,19,12,8,13,25,19,4,18,3,123,7,11,9,3,20,19,7,22,6,106,4,23,16,11,12,3,0,7,7,76,8,13,5,5,11,5,3,9,0,64,7,15,7,3,8,5,0,3,0,57,11,9,6,0,10,15,6,14,3,66,5,41,20,16,17,14,3,17,6,141,8,0,0,0,4,0,5,3,15,27,70,122,87,60,133,94,31,93,38,724
501,502,778,796,658,1365,2257,968,3237,139,10706,833,1645,1670,1398,2194,2767,913,1815,79,13330,961,1101,1013,801,2501,3684,1411,4016,237,15727,601,2486,2129,1376,1402,1027,275,604,142,10045,471,1632,1538,910,1970,1395,325,586,66,8902,338,2406,1347,706,1026,726,213,383,80,7226,753,517,502,287,939,1415,749,2967,152,8283,611,2957,1636,1016,1706,1627,600,1390,237,11780,101,154,97,74,152,223,61,203,388,1458,5178,13686,10737,7223,13269,15119,5508,15203,1530,87452
502,162,267,305,219,749,945,377,1159,35,4220,365,699,710,552,1148,1248,379,808,49,5961,491,535,556,431,1545,1663,665,2215,143,8240,312,1560,1281,711,871,548,153,361,90,5890,217,729,746,452,1058,679,177,341,40,4434,176,1509,780,351,555,331,85,185,59,4029,529,295,294,170,739,487,414,1892,118,4937,255,1343,678,345,542,571,193,707,86,4721,52,64,52,24,86,102,30,123,229,759,2561,7007,5388,3252,7297,6562,2474,7793,852,43190
503,410,970,1077,901,2269,4077,1731,4813,109,16353,1500,4119,4032,3044,6689,10657,3309,6947,217,40518,265,709,696,436,1380,1657,558,1352,89,7141,415,3556,2044,977,1145,973,273,556,126,10053,325,1860,1501,774,2406,2077,458,752,73,10223,217,2366,1115,428,715,660,200,504,54,6258,149,393,280,132,331,340,119,586,42,2376,213,1815,1053,374,542,462,112,488,87,5147,54,181,118,80,190,201,55,169,331,1379,3557,15968,11908,7144,15670,21100,6815,16172,1119,99451
504,465,657,900,751,3015,4053,1645,3829,95,15403,1260,2594,2719,2208,5930,6715,2009,3486,190,27107,913,1522,1545,1171,4540,5455,1870,4947,309,22271,817,3886,3464,2003,2983,2165,607,1197,277,17397,724,2245,2529,1545,5331,3783,929,1312,134,18537,384,3704,2149,947,1790,1320,371,619,145,11430,666,843,815,588,2113,2121,938,3397,232,11700,521,3494,2004,1060,2003,1680,508,1415,238,12937,129,239,145,99,418,356,95,291,677,2449,5878,19181,16264,10376,28122,27653,8975,20492,2288,139231
505,1000,1574,2079,1900,6596,9762,3914,9144,250,36219,3071,6734,7386,5795,14291,17213,5023,8862,386,68763,1810,3060,3167,2556,8691,11798,3567,9022,671,44341,1705,9142,7366,4002,5387,4332,1273,2248,499,35946,1571,5506,5870,3685,10322,7398,1730,2443,287,38821,792,8744,4654,1863,3370,2830,795,1378,258,24687,1064,1590,1442,953,2804,2817,1211,4846,349,17081,1028,7274,3981,2048,3657,3356,891,2650,430,25320,233,452,334,259,720,792,202,540,1257,4782,12275,44081,36275,23077,55832,60295,18614,41130,4391,295961
506,716,1384,1605,1321,5137,7364,2807,6687,204,27228,2247,5346,5586,4570,13118,15280,3908,6823,416,57300,1509,2795,2942,2072,8202,9782,3386,8296,645,39636,1460,7722,6394,3884,5046,3480,1042,1885,462,31393,1281,4185,4502,2786,9227,7012,1680,2190,266,33138,755,6902,3858,1565,3060,2212,639,1053,222,20262,1060,1897,1899,1230,4220,4231,1797,5749,476,22556,930,6612,4326,2116,3867,3180,966,2491,469,24953,171,469,335,197,747,725,190,502,1334,4683,10131,37322,31451,19745,52639,53266,16421,35684,4487,261148
507,840,1246,1472,1300,4591,6973,2727,6809,165,26124,2406,5380,5722,4337,10053,12634,3686,6797,322,51324,1551,2273,2119,1771,6353,8717,3016,7919,456,34174,1298,6757,5253,3054,3984,3179,867,1810,370,26572,1101,3794,4013,2401,6949,5387,1273,1885,169,26970,643,6529,3102,1375,2398,1773,475,923,186,17400,1004,1193,1000,666,2497,2590,1265,4554,276,15035,914,5238,2747,1479,2453,2339,796,2432,352,18759,170,338,239,167,521,608,160,471,872,3543,9931,32747,25659,16546,39791,44203,14262,33599,3157,219901
509,535,904,885,667,1021,2267,993,5260,203,12740,490,1021,958,795,1370,1637,546,1095,47,7952,459,715,666,539,1473,2072,813,2004,161,8898,392,1394,1252,825,904,895,250,443,100,6452,337,1224,996,634,1288,985,234,417,64,6175,196,1186,715,360,651,560,197,298,57,4225,467,442,383,221,570,896,485,2088,115,5653,405,2021,1161,616,1093,1316,547,1083,205,8458,115,103,74,46,95,135,45,136,314,1060,3392,8997,7085,4708,8460,10770,4110,12820,1272,61621
510,184,148,155,139,652,890,456,1751,57,4436,453,432,427,455,1320,1534,596,1350,78,6639,589,387,327,226,802,1393,904,4010,172,8804,291,648,494,435,891,818,234,578,85,4474,232,354,423,305,1102,892,342,652,48,4363,88,544,274,179,380,289,108,216,30,2110,476,243,172,101,326,475,456,3011,114,5375,206,639,387,272,448,557,255,1378,113,4257,68,60,31,28,85,123,53,252,296,1006,2592,3448,2694,2144,6012,6979,3406,13201,986,41467
511,261,366,376,308,781,1429,627,2885,90,7135,475,677,693,591,1405,1732,683,1487,72,7827,471,531,484,365,1200,1976,949,3635,173,9786,333,1007,968,701,998,930,279,561,113,5890,276,835,774,556,1419,1111,303,569,42,5900,161,1178,664,360,651,455,152,284,61,3967,554,418,344,177,510,848,671,3466,150,7145,306,1380,868,538,725,804,256,1190,171,6243,69,98,57,35,111,124,48,187,314,1039,2917,6496,5229,3638,7812,9415,3975,14265,1193,54931
597,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,29,0,33,4,3,0,0,0,4,0,67,0,83,0,0,0,0,0,0,0,4,0,9,0,0,0,0,5,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,31,3,8,0,0,0,0,4,76,5,98,0,0,0,0,0,0,0,7,0,6,13,14,5,3,5,5,11,220,5,277
599,21,16,5,4,20,25,6,17,5,107,42,42,31,15,25,49,15,24,3,257,30,20,21,16,33,38,13,98,5,272,11,42,44,18,34,24,7,27,5,223,24,27,8,13,27,32,7,12,4,150,9,17,13,3,10,13,0,4,0,77,25,16,7,13,7,20,10,104,6,213,18,35,30,22,48,48,14,80,3,292,0,3,0,0,6,0,3,8,5,33,181,208,163,110,217,250,70,370,33,1614
601,456,847,1055,970,3295,3496,1361,2995,112,14582,1414,3145,3760,3221,7130,5279,1682,2731,168,28533,467,1226,1546,1145,4262,4620,879,1334,220,15703,949,3922,3647,2264,2713,1481,517,829,254,16578,753,1902,2300,1634,5124,2193,579,730,91,15319,452,3416,1890,830,1738,848,297,341,125,9933,250,542,578,334,1155,1161,497,708,88,5313,437,3060,1849,900,1887,1359,395,561,182,10631,106,238,209,135,433,296,75,163,476,2126,5288,18293,16835,11436,27735,20737,6286,10401,1723,118720
602,262,563,624,510,1540,2049,849,2362,76,8840,632,1325,1596,1298,2708,2515,768,1436,81,12353,298,818,791,646,2373,2593,696,1080,143,9440,530,2148,2070,1178,1431,859,273,451,128,9072,341,1089,1236,838,2143,1134,266,398,53,7496,290,1993,1132,542,1028,646,221,288,82,6224,238,433,501,317,1125,1032,459,969,111,5182,377,2218,1315,791,1555,1033,303,491,173,8247,82,150,87,79,185,167,60,115,294,1222,3054,10733,9355,6210,14092,12025,3896,7585,1134,68079
603,125,200,226,203,431,623,185,723,49,2760,156,429,440,337,454,460,143,294,28,2724,120,274,271,212,616,718,150,270,63,2697,165,535,482,295,298,168,47,97,36,2123,95,322,321,212,479,235,46,89,19,1816,53,320,210,129,189,113,24,61,29,1138,73,93,108,62,228,286,126,241,37,1247,154,634,356,198,438,459,80,177,68,2569,39,48,31,16,46,66,16,30,129,422,973,2853,2448,1660,3183,3124,823,1969,453,17487
604,218,455,400,340,924,1426,540,1785,99,6192,397,816,893,780,1610,1453,477,772,57,7253,298,536,537,432,1836,2141,592,1116,106,7597,454,1503,1593,952,995,665,215,396,105,6866,256,790,853,586,1355,768,195,288,38,5122,208,1558,805,395,735,426,150,168,62,4518,304,334,291,204,750,847,442,1191,93,4450,433,1691,1029,642,1248,1078,337,574,140,7175,83,108,64,53,132,115,43,104,242,937,2660,7781,6473,4394,9579,8915,2971,6377,945,50109
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
699,3,5,0,0,5,6,0,0,0,24,8,7,8,7,10,7,4,0,0,50,6,5,8,0,10,16,7,0,0,48,5,12,8,3,0,3,0,0,0,39,0,4,7,4,6,0,0,0,0,27,0,9,8,0,3,0,0,0,0,21,0,5,0,0,9,9,4,5,0,37,3,13,9,6,9,9,0,4,0,50,0,0,0,0,4,3,0,0,6,11,26,48,49,24,56,56,18,23,10,309
