LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA23190,52,369,286,7820,108,8635,0,12,4,321,7,345,101,3,9,25,0,140,6,11,0,7,0,27,87,51,37,124,3,300,441,366,276,7317,107,8509,133,0,29,10,3,181,18,0,5,64,0,86,75,46,46,1927,16,2110,27,12,4,22,3,64,16,0,0,7,0,27,193,0,0,6,0,208,113,61,44,1836,24,2081,154,39,25,362,0,583,4,0,0,0,0,4,8,0,0,5,0,17,0,0,3,0,0,10,7,9,0,12,0,26,15,0,3,0,0,22,25,21,5,6,0,53,36,9,0,34,0,81,10,0,4,7,0,16,0,0,0,0,0,0,110,89,69,1978,14,2274,7,0,0,3,3,11,20,8,0,0,0,35,20,0,0,9,0,28,13,3,0,4,0,20,15,0,0,3,0,20,10,10,3,66,0,90,526,68,48,144,10,792,30,6,4,237,959,1239,1898,704,528,16104,1187,20429
LGA23270,7553,5826,3767,29279,361,46783,64,121,46,1522,36,1794,3089,79,145,215,17,3538,1312,203,106,343,19,1981,614,224,155,522,4,1518,10006,3718,2711,24388,416,41240,4246,83,328,81,21,4761,294,41,39,147,3,520,1230,330,231,2044,27,3865,2745,628,305,1441,40,5155,294,71,36,115,5,517,15631,198,126,94,33,16083,1674,882,524,8414,76,11566,8624,2201,976,6763,89,18661,179,0,16,0,0,202,6606,1700,607,1005,65,9987,900,186,86,329,16,1506,2771,619,395,1863,20,5674,673,108,103,68,7,957,674,195,151,95,3,1117,787,160,105,375,0,1427,223,31,35,68,0,356,2720,195,67,28,29,3039,1725,761,553,6309,56,9403,702,83,41,94,11,924,236,54,45,32,0,378,757,73,52,151,9,1043,2470,83,50,74,8,2678,2038,35,83,32,19,2217,154,54,40,238,0,487,79441,3825,2322,3298,413,89292,3135,309,145,661,11663,15913,145210,14686,8933,61900,13172,243901
LGA23350,59,507,379,6418,81,7439,0,7,4,232,7,252,35,4,7,28,0,72,31,12,3,11,0,56,151,61,32,127,4,361,853,525,402,5722,98,7604,43,0,7,4,0,55,35,11,5,45,0,95,214,66,47,738,16,1073,17,8,0,15,0,42,19,6,0,14,5,42,29,9,5,3,0,42,139,121,101,2174,30,2558,108,56,17,245,0,432,0,0,0,0,0,4,6,3,0,6,0,13,0,3,0,6,0,8,11,4,6,16,0,37,18,0,6,4,0,35,31,22,9,7,0,64,42,11,9,30,0,91,3,0,0,10,0,17,0,0,0,3,0,0,200,138,81,1742,15,2174,10,3,3,8,0,25,14,5,5,0,0,23,10,0,3,9,0,22,0,0,0,0,0,3,3,0,0,0,0,3,44,15,6,51,0,112,281,93,92,218,8,685,5,9,3,172,978,1166,1850,971,705,12661,1178,17368
LGA23430,1834,5911,4912,29873,276,42799,38,49,34,610,13,734,9701,168,361,318,47,10598,831,106,64,243,11,1263,1219,379,269,696,11,2575,11960,4923,3765,27994,317,48963,1723,55,242,48,4,2060,740,89,85,309,8,1232,1783,453,388,2466,39,5124,5878,775,515,2108,139,9412,499,108,70,171,8,847,6015,148,138,114,15,6437,3265,1341,871,11303,85,16873,4000,1027,516,3350,39,8937,458,5,26,5,0,508,561,117,44,150,11,882,178,42,29,52,0,304,431,131,86,351,6,998,388,72,53,31,6,547,669,297,215,80,3,1271,1301,217,179,395,4,2091,1659,73,117,81,7,1937,147,40,15,9,3,204,3142,1159,889,8300,75,13571,661,72,42,101,0,874,911,133,101,38,0,1179,583,47,46,110,0,779,1102,131,127,129,6,1491,1797,50,90,34,9,1978,389,94,75,361,0,925,17136,1819,1551,2010,130,22629,940,93,55,486,4859,6434,68505,11609,9036,63096,5877,158129
LGA23670,1834,5531,4178,32435,266,44242,37,87,36,858,17,1032,21263,226,497,368,71,22422,534,98,33,176,0,848,1728,529,323,1139,16,3730,9775,4816,3477,28680,311,47053,1879,52,202,29,6,2169,427,53,37,282,3,807,2170,569,378,2842,58,6015,1787,415,197,1133,9,3547,595,92,64,161,10,924,6537,140,122,93,9,6908,2080,978,707,8972,59,12796,3137,914,441,3115,34,7638,1024,0,25,3,0,1060,348,72,35,93,0,544,187,42,16,91,0,337,407,138,96,338,4,993,328,80,38,47,5,500,428,191,172,122,5,911,981,123,109,303,12,1521,352,26,50,47,4,481,175,20,20,3,0,227,2239,1099,841,8128,59,12374,438,64,41,54,5,595,662,134,120,54,3,972,403,36,29,82,0,556,2576,143,133,113,3,2966,1394,29,70,29,5,1529,348,87,64,369,0,867,16359,1363,1191,1802,96,20808,723,61,46,506,4550,5878,71893,10446,7873,63479,5421,159103
LGA23810,567,2525,1841,25154,452,30536,7,47,28,1417,29,1519,517,20,27,95,4,669,170,29,12,65,4,279,1165,410,275,1023,12,2883,3913,2374,1744,21718,493,30240,643,31,156,35,7,879,83,9,14,124,0,232,817,292,196,1923,49,3264,275,65,26,194,6,566,119,39,3,71,0,235,543,20,8,32,4,604,807,546,298,5719,88,7450,1277,327,133,1648,47,3426,22,0,0,0,0,25,25,5,3,15,0,47,17,3,0,9,0,32,684,183,71,673,9,1625,145,29,43,48,4,271,156,110,65,72,3,408,398,76,33,224,5,741,98,19,19,43,4,180,64,12,3,4,0,83,1301,640,539,5730,95,8301,108,15,6,37,5,170,80,26,21,11,5,139,145,17,15,83,7,264,92,20,7,15,0,131,102,0,9,3,0,115,127,38,37,168,5,371,2803,397,281,956,74,4513,210,54,39,759,5312,6371,14447,4867,3419,48159,6433,77318
LGA23940,25,160,130,2692,52,3047,0,4,0,139,3,149,18,0,3,21,0,41,9,3,0,0,0,13,66,11,13,33,4,128,325,165,123,2598,50,3257,115,0,6,0,4,122,3,0,0,12,0,19,59,9,13,192,0,270,18,0,4,9,0,23,12,7,0,3,0,23,27,0,0,4,0,32,63,29,22,777,15,901,42,12,0,78,0,131,0,0,0,0,0,0,9,0,0,4,0,11,7,0,0,0,0,8,21,3,0,11,0,40,9,0,0,0,0,23,13,4,6,3,4,24,11,0,6,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,97,61,48,801,11,1013,4,0,0,0,0,4,4,0,0,0,0,5,5,0,0,15,0,15,0,0,0,0,0,0,7,0,0,0,0,7,9,0,3,24,0,38,116,24,18,47,5,211,14,0,0,72,754,841,887,293,228,5475,871,7759
LGA24130,319,2269,1615,16277,183,20663,6,18,28,405,3,456,233,25,41,120,8,427,184,46,28,91,0,352,404,161,121,346,4,1036,3663,1996,1497,14351,203,21717,150,9,23,13,0,185,143,37,19,128,6,330,601,259,157,1386,12,2419,194,60,42,169,7,472,102,21,12,42,3,183,179,30,15,23,0,239,875,552,381,5996,72,7882,780,295,135,1173,17,2405,13,0,5,4,0,19,35,26,6,28,0,98,70,16,9,48,0,151,486,180,94,415,9,1178,65,20,25,17,0,132,161,103,78,27,0,375,265,73,44,189,0,577,68,15,9,37,0,132,19,7,3,0,0,35,996,548,392,4701,47,6681,54,12,9,21,0,90,122,28,18,10,0,180,79,14,9,30,0,138,59,27,21,17,0,121,38,7,10,3,0,59,181,44,26,201,0,450,1509,426,328,745,16,3023,80,24,12,289,2351,2758,9404,4127,2927,32190,2814,51458
LGA24210,1583,2666,2189,14701,148,21290,20,18,18,229,10,297,31914,348,659,384,187,33492,626,88,50,171,0,936,719,206,104,370,0,1402,5420,2326,1773,14443,178,24139,669,34,115,18,3,847,280,32,21,130,0,464,946,295,173,1298,15,2727,6276,749,447,2405,74,9955,262,30,18,71,8,389,3334,98,98,56,8,3598,980,517,370,5220,31,7117,6551,1150,487,3699,81,11976,1180,7,19,0,0,1213,817,116,84,163,7,1190,637,84,49,212,4,992,387,102,59,213,3,773,87,15,3,18,5,128,247,94,74,35,3,450,496,85,64,150,7,800,242,33,30,48,0,345,29,12,4,0,0,52,1076,554,443,4506,24,6605,227,34,22,24,0,313,510,62,39,27,0,636,299,21,28,68,0,421,633,44,38,43,0,754,1043,37,80,34,6,1196,149,36,26,209,0,414,14589,870,880,1296,69,17708,696,36,26,189,3218,4170,74741,6488,5040,34444,3982,124700
LGA24250,41,370,317,3192,50,3980,0,0,3,96,3,108,74,0,8,16,0,104,20,5,0,14,0,44,104,44,35,70,4,250,553,328,281,3100,28,4293,11,0,9,0,0,21,27,0,8,18,0,59,178,48,32,272,5,541,25,9,0,39,0,74,17,9,4,3,0,33,21,0,7,0,0,27,125,78,67,1175,7,1451,69,33,18,138,0,264,3,0,3,0,0,3,0,0,0,17,0,23,6,3,0,7,0,16,13,6,8,12,0,39,11,4,6,3,0,16,34,23,11,7,0,72,46,7,6,14,0,74,15,0,4,3,0,24,0,0,0,0,0,0,160,94,67,994,8,1325,4,0,0,0,0,8,8,12,3,3,0,22,7,3,7,14,0,31,0,0,0,0,0,3,11,0,0,0,0,11,21,5,5,38,0,74,275,64,59,134,4,542,12,0,0,78,714,809,1488,678,556,6640,818,10178
LGA24330,1304,2671,2166,11411,104,17649,22,61,25,507,5,619,7175,185,251,233,63,7917,711,106,59,189,5,1063,321,178,120,382,0,1006,4789,2204,1638,11150,142,19924,1577,46,180,42,15,1860,272,50,32,122,0,473,653,241,176,1337,20,2422,1638,240,145,606,15,2652,132,45,21,77,0,273,2699,70,72,47,10,2905,1400,717,503,5699,35,8358,2067,586,272,1684,25,4645,253,6,15,8,0,279,219,30,24,49,0,320,804,92,48,176,3,1125,424,166,102,378,3,1073,260,38,32,13,0,336,447,120,109,32,0,708,527,114,79,246,3,966,161,15,27,66,3,280,122,17,8,0,0,154,1218,589,489,3820,22,6135,517,39,35,56,5,645,153,33,16,19,0,229,452,37,40,55,9,593,210,33,24,21,0,297,9135,136,232,141,36,9680,166,71,45,206,0,479,11196,991,817,1112,96,14222,1061,31,48,197,4122,5447,44463,5658,4442,26004,4643,85209
LGA24410,915,4830,3437,28375,238,37793,26,55,26,646,12,763,8742,122,287,244,45,9441,326,73,23,172,6,596,1308,524,289,1165,6,3297,7560,4263,3058,26211,257,41353,809,20,161,50,0,1042,285,81,49,270,5,682,1263,514,373,2678,32,4861,713,247,96,691,9,1758,293,71,35,139,3,550,3004,115,78,58,9,3262,1679,920,608,9068,68,12342,1731,764,302,2453,20,5274,492,4,20,8,0,522,167,36,19,47,0,267,131,26,19,89,0,263,256,118,62,255,3,696,129,41,22,43,0,243,342,207,158,106,0,814,544,114,102,314,5,1081,209,29,35,85,4,359,39,33,7,8,0,77,1900,998,737,7952,56,11649,191,28,11,51,0,275,523,79,98,48,0,743,263,28,25,78,5,398,544,80,68,89,3,794,598,13,49,35,6,696,291,97,51,309,9,749,10256,1092,866,1531,69,13808,494,65,27,505,3293,4375,39097,8942,6294,56728,3982,115043
LGA24600,1234,3133,2855,13366,141,20728,63,51,43,614,11,777,33319,212,519,289,122,34459,409,72,57,137,3,688,655,234,156,535,5,1590,8423,2892,2381,15153,185,29036,2585,32,241,22,14,2888,829,83,79,206,9,1201,1425,342,299,1951,18,4033,862,249,146,540,15,1808,219,55,32,107,0,416,9721,79,66,54,23,9935,2390,920,743,7776,31,11862,2791,726,377,2020,44,5955,2630,16,33,17,6,2706,282,48,43,82,0,456,247,41,32,73,0,395,282,108,69,282,0,740,366,47,36,12,0,460,611,112,77,45,5,851,724,114,88,282,0,1216,611,53,33,101,7,804,129,3,7,8,0,154,2012,831,705,5576,52,9179,387,35,30,42,4,495,322,46,48,7,0,423,1142,37,33,64,5,1285,643,45,50,30,0,760,3430,28,120,24,26,3625,263,72,52,257,0,650,26782,1159,1261,1382,162,30748,1165,27,36,221,10823,12264,92851,6729,5970,32514,11551,149615
LGA24650,4253,4613,3023,25191,332,37413,63,121,58,1541,11,1779,4537,108,169,193,36,5040,1935,293,164,709,18,3124,571,217,122,489,6,1404,7617,3187,2346,19703,312,33162,7649,175,475,102,15,8419,284,41,23,151,8,505,1180,363,267,1870,29,3714,1738,485,247,1305,11,3797,334,59,32,126,8,561,13858,216,108,90,27,14301,1310,620,401,5451,54,7831,4069,1349,688,4540,41,10689,266,4,8,4,0,287,910,256,89,232,4,1490,2780,420,269,896,12,4371,5313,1327,775,4156,72,11636,916,108,111,49,4,1194,654,178,120,72,5,1032,979,209,132,521,10,1856,206,29,26,66,0,327,2119,107,65,14,14,2320,1528,629,512,4447,46,7160,1382,169,99,196,18,1861,277,58,35,14,9,391,1150,89,50,147,11,1445,1248,59,18,46,3,1376,4235,125,174,98,13,4645,190,54,37,186,0,465,37104,2073,1416,2098,210,42906,2091,109,98,539,10441,13276,97636,10822,7308,51663,11532,178960
LGA24780,437,1191,782,18295,302,21008,15,102,34,2275,51,2486,1062,3,19,91,7,1185,190,39,10,144,8,389,189,70,37,167,5,473,1646,1099,717,17064,323,20856,381,9,45,9,0,448,54,5,6,119,0,187,292,127,66,2402,25,2918,298,78,24,277,4,687,65,17,8,61,4,149,537,11,7,6,0,563,249,213,119,4318,48,4949,1404,394,170,2128,44,4144,67,0,3,0,0,70,4,6,4,8,0,26,14,0,0,8,0,22,31,20,10,67,0,128,65,17,22,33,0,136,101,42,47,29,5,215,75,23,23,87,0,206,27,5,10,13,0,52,140,21,13,0,11,179,371,257,194,4280,41,5142,30,0,0,8,0,45,78,4,10,8,0,99,45,6,7,33,0,92,35,8,3,7,0,50,351,0,9,3,8,365,45,23,24,123,5,222,3728,346,197,599,59,4930,226,29,19,515,4053,4844,10535,2497,1577,37530,4826,56972
LGA24850,437,1797,1199,15490,186,19117,5,48,22,929,20,1021,362,9,17,78,0,468,131,39,15,85,3,266,295,121,67,308,3,794,2390,1531,993,12877,214,18006,324,4,82,25,3,432,80,18,13,97,0,206,444,183,128,1229,20,1995,259,101,40,252,6,650,52,14,14,40,0,126,1084,33,29,13,5,1162,593,369,236,4576,45,5829,916,350,152,1439,18,2884,21,0,5,0,0,19,104,33,9,43,0,190,187,42,17,110,0,360,401,155,80,447,10,1094,117,33,20,21,0,191,128,62,65,45,0,308,169,36,27,135,5,366,28,8,8,29,0,74,150,15,6,3,0,174,599,350,272,3402,37,4667,56,14,6,19,0,84,79,14,11,10,0,117,66,17,18,44,0,142,118,6,6,11,0,145,65,4,12,4,0,86,85,22,21,107,0,236,3266,457,299,701,33,4755,169,34,19,434,2668,3322,10853,3417,2239,29804,3150,49460
LGA24900,164,770,486,10932,158,12507,3,9,16,556,7,600,283,3,9,50,0,341,50,5,3,15,0,74,234,62,43,123,3,462,1215,725,476,10113,192,12723,198,3,27,0,0,229,16,5,4,45,0,70,175,68,41,776,17,1076,37,21,3,36,4,103,26,7,4,5,0,42,157,0,0,6,0,167,225,145,84,3379,43,3869,474,150,35,772,17,1452,5,0,0,0,0,10,7,4,0,4,0,12,13,0,3,5,0,23,50,15,17,70,0,153,71,11,6,5,0,94,78,30,20,14,0,144,54,23,9,34,0,123,14,6,0,15,0,32,0,0,4,0,0,4,319,160,140,2590,27,3232,16,3,0,7,0,26,27,0,3,3,0,39,21,0,0,19,0,44,12,3,0,0,0,9,19,0,0,0,0,18,35,10,4,64,0,120,741,92,82,278,15,1212,54,24,9,336,1946,2369,4002,1410,889,21884,2333,30522
LGA24970,2373,3849,3257,18421,222,28116,41,35,46,428,5,557,45487,367,806,358,214,47227,686,76,40,156,10,973,938,239,132,495,8,1810,8539,3056,2127,18044,267,32041,1956,41,199,20,7,2223,589,62,44,196,3,900,1375,376,232,1678,28,3684,8682,1003,532,2926,80,13221,494,78,49,124,7,753,14784,153,166,76,24,15190,1622,813,498,6983,67,9987,4933,962,445,2794,64,9205,2411,15,66,7,9,2509,399,64,53,95,4,613,240,39,20,73,4,376,309,112,61,211,6,703,249,39,38,11,0,339,391,143,114,37,3,693,1166,123,100,265,8,1662,885,43,55,59,4,1054,126,22,10,6,0,159,1737,805,584,5796,57,8982,613,53,41,65,6,783,494,84,57,32,3,670,498,46,32,88,0,659,4361,153,110,96,21,4745,3842,92,144,67,11,4154,204,56,28,271,0,568,27730,1366,1408,1562,183,32258,1359,57,56,307,6960,8741,125226,8568,6688,41813,8099,190397
LGA25060,1462,3630,2686,20311,166,28257,38,47,25,450,10,570,5385,147,298,268,47,6142,1347,194,121,592,11,2270,513,191,158,430,0,1293,4954,2842,2064,19162,187,29209,1050,41,173,43,0,1320,309,62,38,198,4,603,913,335,246,1985,23,3504,3623,560,283,1915,34,6421,193,41,32,119,0,387,3111,151,93,108,6,3465,1768,974,682,10303,74,13804,10945,2069,1003,7028,143,21184,288,0,11,9,0,320,748,177,78,289,0,1293,718,123,77,293,7,1222,1569,354,210,1130,18,3278,168,31,34,17,0,241,380,118,129,47,0,686,837,152,121,372,9,1490,262,28,38,84,0,418,73,17,9,0,0,103,1373,707,597,6132,40,8849,449,62,32,90,3,640,182,52,41,11,3,283,578,51,49,114,3,797,500,47,39,63,0,646,3042,75,136,85,20,3358,143,46,51,268,0,513,13166,1344,1210,1863,135,17727,617,35,42,333,4131,5158,52665,8792,6223,49242,4934,121851
LGA25150,294,1524,1049,11769,133,14767,7,29,19,460,11,526,166,10,20,68,0,266,179,34,23,97,3,339,330,134,75,310,3,859,2215,1235,988,10017,147,14604,164,14,34,3,0,222,44,18,17,66,0,138,373,159,99,964,10,1609,129,46,23,124,0,331,94,14,13,42,0,159,579,35,16,25,0,660,526,266,219,3907,53,4966,445,189,85,757,12,1486,15,3,0,0,0,19,28,16,0,27,0,75,70,19,4,24,0,123,583,216,113,547,15,1466,90,17,19,16,0,139,137,62,54,24,0,282,182,55,39,146,5,417,35,9,14,23,0,86,63,14,4,0,0,88,649,339,225,3030,35,4282,112,23,22,31,3,190,66,13,7,12,0,100,78,11,8,29,0,128,40,17,7,7,0,63,78,0,8,0,0,82,77,21,17,80,0,197,1764,311,227,480,24,2807,82,22,18,250,1617,1993,7789,2781,1968,23102,1985,37632
LGA25250,2696,5702,4301,23753,244,36699,41,102,52,851,8,1056,5522,193,366,355,29,6462,908,176,95,319,14,1510,709,384,238,751,4,2086,8488,4650,3366,23338,291,40134,1657,64,252,56,9,2031,590,126,95,312,8,1132,1480,539,374,2714,31,5139,6249,894,434,2434,59,10058,247,92,46,176,0,558,5068,217,140,90,4,5518,2682,1580,1108,12495,92,17959,14118,2647,1263,7447,178,25653,361,10,26,14,0,418,4403,878,448,744,38,6507,428,98,57,193,4,779,1451,328,202,885,18,2882,426,73,55,35,11,599,787,175,187,73,10,1235,947,205,171,486,13,1822,351,65,43,120,4,584,180,38,11,9,5,228,2362,1203,965,8462,58,13045,423,59,63,85,0,637,264,79,43,25,0,412,774,93,68,141,6,1082,709,95,69,71,0,940,1773,57,124,53,7,2006,280,97,56,443,7,881,27372,2499,1974,2751,177,34769,1312,117,74,475,6827,8812,81729,13882,9643,58210,7900,171357
LGA25340,1174,7489,5712,48071,723,63169,15,102,65,1404,32,1618,941,95,111,298,13,1458,567,106,51,208,5,931,1897,614,385,1221,33,4152,17350,7320,5419,45438,920,76436,576,14,140,18,3,755,509,105,85,429,10,1139,1908,655,477,3589,57,6681,1614,259,164,652,31,2712,312,98,38,156,0,609,565,77,81,81,0,811,3584,1622,1039,14741,202,21188,3249,908,387,3267,85,7895,53,0,15,5,0,79,130,31,11,116,4,285,197,35,19,82,0,333,465,133,77,297,12,981,258,101,61,65,7,499,568,356,240,132,13,1311,713,146,105,326,17,1309,281,43,41,80,11,457,63,22,18,6,0,106,4198,1834,1331,13090,154,20605,211,37,21,55,8,331,494,102,85,49,4,731,267,40,35,182,6,536,191,78,49,98,3,423,154,5,14,9,0,184,629,133,109,489,6,1366,5163,1452,1141,2056,111,9923,316,93,79,955,8088,9526,38839,13805,10066,96188,10061,168948
LGA25430,69,715,487,5933,104,7301,0,6,5,207,3,222,60,11,12,57,0,140,32,7,0,10,0,53,184,66,36,110,3,401,1270,765,510,6226,91,8863,34,0,12,0,0,47,56,15,11,43,5,121,229,88,59,612,7,995,69,21,10,41,0,130,45,25,4,19,0,99,64,11,0,9,0,81,292,240,142,2565,30,3269,135,80,34,381,8,639,0,0,0,0,0,0,5,0,0,6,0,17,3,5,0,3,0,12,45,21,11,36,0,106,15,12,5,5,0,37,71,31,24,11,0,140,78,22,5,44,0,150,27,5,0,13,0,39,0,4,0,4,0,10,341,242,160,2138,17,2894,17,0,0,3,0,24,25,5,6,0,0,34,13,4,0,15,0,33,17,5,7,0,0,28,14,0,6,4,0,18,68,24,10,104,4,201,549,186,101,316,6,1151,20,10,3,145,1850,2025,2919,1454,941,12882,2058,20253
LGA25490,49,444,330,6332,83,7234,8,10,3,244,8,275,31,4,0,23,0,63,9,5,9,12,0,24,139,50,34,117,4,343,681,357,273,5644,108,7065,117,0,10,4,0,137,25,0,4,34,0,68,92,32,33,603,12,769,15,5,6,27,0,51,7,0,4,4,0,12,17,0,4,4,0,28,172,127,75,3018,49,3436,36,24,3,126,0,193,0,0,0,0,0,0,0,0,0,4,0,10,0,9,0,3,0,12,25,15,4,23,0,66,50,12,11,12,3,87,82,31,18,13,0,147,17,4,0,16,0,39,13,0,0,9,0,16,4,0,0,0,0,0,170,99,92,1902,33,2303,3,0,0,4,0,10,24,7,15,0,0,42,10,3,0,14,0,26,6,0,0,0,0,3,5,0,0,0,0,5,37,8,6,50,0,101,187,59,52,136,13,451,8,6,12,154,972,1161,1581,758,583,13232,1221,17374
LGA25620,92,554,398,4790,95,5924,0,18,7,202,0,229,56,4,0,22,0,89,26,5,0,20,0,55,181,53,34,102,4,369,965,526,382,4629,85,6593,40,3,7,0,0,51,25,12,0,53,0,91,181,67,31,375,9,674,58,14,4,17,0,105,37,10,9,12,0,60,43,0,3,0,0,54,169,109,85,1450,21,1833,144,57,17,260,12,493,5,0,0,0,0,3,6,4,0,0,0,6,23,0,0,6,0,37,33,15,11,31,0,85,5,4,4,0,0,12,56,23,14,20,3,115,50,7,6,22,0,95,21,5,9,5,0,39,0,0,0,0,0,4,244,151,101,1420,18,1936,17,0,0,0,0,21,35,6,0,5,0,46,29,0,3,10,0,41,9,3,0,4,0,16,11,0,4,0,0,17,37,4,3,38,0,86,372,82,62,153,14,691,29,14,12,136,1213,1402,2375,1016,713,9668,1425,15197
LGA25710,378,2714,1979,17580,99,22749,8,14,12,319,0,359,1258,58,102,150,4,1581,249,60,40,130,0,479,543,217,112,439,5,1317,4287,2396,1694,16584,137,25098,173,18,49,8,0,251,163,41,39,187,0,433,692,231,175,1589,15,2697,797,190,97,621,6,1708,134,41,24,77,0,275,527,48,39,24,0,635,1092,691,417,6308,43,8555,2184,651,348,2496,18,5698,58,0,0,0,0,61,125,25,18,61,0,229,359,86,38,197,0,681,338,105,93,373,4,912,58,14,4,6,0,82,170,106,93,53,0,411,329,57,57,149,4,597,113,16,20,38,0,187,13,6,4,8,0,24,1104,601,466,5166,26,7357,142,23,12,45,0,221,204,54,56,9,0,317,126,13,17,57,3,211,153,34,20,46,0,254,105,11,27,12,0,157,160,39,45,208,0,446,3036,639,551,1050,27,5302,100,25,21,254,1533,1922,15512,5248,3742,36551,1840,62895
