LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA55740,77,464,400,1836,10,2781,0,11,0,83,0,98,326,7,37,6,0,375,26,16,0,54,4,97,86,25,16,38,0,168,1232,454,319,1786,16,3805,46,0,12,0,0,51,85,6,3,20,0,124,146,44,26,114,0,335,23,16,3,63,0,103,20,0,3,5,0,27,113,13,7,6,0,140,338,88,69,622,0,1124,163,47,26,153,0,393,13,0,0,0,4,17,9,3,0,4,0,19,7,0,4,8,0,21,5,3,0,12,0,22,8,0,4,0,0,10,41,10,14,0,0,68,78,8,13,24,0,120,38,3,0,5,0,45,3,0,0,0,0,3,283,107,93,610,6,1090,12,0,0,0,0,9,95,11,25,0,0,142,41,0,6,13,0,58,17,0,4,0,0,29,16,0,4,3,0,24,62,5,8,30,0,103,862,107,89,121,3,1178,28,5,0,22,451,508,3382,822,669,3810,488,9169
LGA55810,3,13,10,103,0,132,0,3,0,51,0,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,31,11,10,66,0,129,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,23,0,29,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,23,8,8,0,0,40,0,0,0,0,315,315,93,29,22,202,312,653
LGA55880,4,17,14,175,0,214,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,19,144,0,216,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,34,0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,25,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,0,0,0,0,11,0,0,0,0,39,39,60,31,28,301,40,459
LGA55950,0,26,32,201,0,260,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,27,28,26,175,0,254,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,42,0,50,6,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,11,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,54,0,75,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,5,3,0,11,5,0,0,9,60,70,59,36,40,373,66,579
LGA56090,316,2249,1777,9779,133,14260,8,44,53,682,23,808,248,27,43,75,5,392,135,47,18,135,0,337,557,157,101,255,3,1071,6248,2043,1632,7861,143,17929,225,18,28,12,0,279,154,28,22,73,0,281,535,137,93,613,11,1388,62,26,15,69,3,169,62,15,9,40,0,128,288,47,15,29,0,375,1147,326,221,1846,22,3568,647,272,111,822,9,1860,9,0,3,0,0,13,4,4,0,5,0,16,18,10,4,16,0,53,29,13,7,30,3,84,164,39,37,12,0,248,254,129,61,38,7,484,266,47,30,103,0,437,55,10,10,31,5,102,13,0,0,0,0,14,1361,458,333,2025,20,4208,40,7,0,4,0,55,255,35,18,7,3,321,62,8,7,27,0,108,25,13,8,4,0,47,38,0,4,0,0,38,270,52,46,107,4,476,1590,386,307,433,25,2746,87,19,24,117,3380,3624,11684,3742,2840,17190,3707,39166
LGA56160,0,0,0,34,0,33,0,0,0,32,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,16,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,6,0,4,0,83,11,101
LGA56230,145,873,725,5707,99,7546,0,38,19,416,9,478,65,0,0,8,0,78,24,21,4,30,0,76,175,49,38,121,5,389,2441,818,702,4563,114,8641,104,0,11,3,0,116,27,3,3,25,0,65,139,40,40,300,5,525,10,3,4,23,0,39,10,0,0,13,0,24,39,11,9,18,0,80,422,135,99,975,12,1637,136,83,35,346,11,609,0,0,5,0,0,9,3,0,0,0,0,4,0,0,0,8,0,17,10,6,3,7,0,22,115,29,19,9,0,169,89,58,27,28,0,199,41,8,0,35,0,94,7,0,0,12,0,20,5,0,0,0,0,5,503,189,133,1074,15,1912,3,5,0,0,0,13,94,6,5,3,0,116,19,0,0,18,0,35,3,0,0,0,0,4,18,0,3,0,0,19,73,16,9,34,0,139,407,96,72,155,9,735,36,15,11,104,1226,1385,4051,1484,1137,9955,1444,18068
LGA56300,9,65,51,361,7,493,0,0,3,35,0,44,3,0,0,0,0,9,5,0,0,0,0,0,22,0,0,0,0,25,207,65,56,365,7,700,0,0,0,0,0,0,5,0,0,0,0,4,29,3,7,15,0,51,0,0,0,0,0,0,10,0,0,0,0,4,9,0,0,0,0,9,51,13,3,98,3,171,21,9,3,27,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,9,9,4,3,5,0,18,5,0,0,0,0,7,4,0,0,0,0,6,0,0,0,0,0,0,67,16,6,103,4,190,0,0,0,0,0,0,6,4,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,16,43,8,10,7,0,74,5,0,0,4,191,200,408,115,94,721,199,1538
LGA56370,7,23,22,239,8,296,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,48,28,20,246,5,347,9,0,3,0,0,14,0,0,0,0,0,0,10,0,3,21,0,35,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,5,9,0,8,40,0,53,12,3,3,25,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,7,0,0,0,0,5,4,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,61,0,80,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,4,0,0,19,0,0,0,9,115,126,106,41,38,469,130,787
LGA56460,47,162,158,1400,34,1796,0,18,0,221,9,250,23,0,0,0,0,26,0,0,0,3,0,3,39,6,3,52,0,99,348,170,155,1235,47,1957,113,0,9,0,5,123,7,0,0,9,0,12,40,12,11,104,4,160,0,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,41,55,29,16,274,10,379,38,14,8,76,0,143,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,36,3,8,4,5,51,26,11,11,11,0,58,26,4,5,13,0,55,5,0,0,0,0,5,0,0,0,0,0,0,77,35,31,260,3,408,3,0,0,0,0,3,69,0,9,3,0,77,0,0,0,5,0,9,0,0,0,0,0,0,7,0,0,0,0,13,3,0,0,10,0,14,205,11,14,36,11,269,12,0,0,35,477,532,1000,282,258,2670,567,4779
LGA56580,216,1101,1058,4340,20,6734,5,6,9,64,0,81,2144,90,172,87,9,2515,67,28,16,88,6,205,260,69,45,108,0,490,2575,1003,810,4173,39,8604,54,3,24,4,3,94,128,11,20,32,0,197,330,68,80,355,4,831,82,51,23,139,0,299,35,10,6,8,0,67,549,28,39,33,0,651,713,210,199,1427,10,2561,313,148,79,392,0,930,44,3,7,0,0,54,24,0,0,12,0,39,15,5,0,22,0,48,8,0,0,12,0,23,23,3,8,4,0,35,65,33,16,15,0,129,137,37,30,56,0,262,52,3,9,9,0,72,4,0,0,0,0,4,787,246,200,1298,7,2534,17,0,5,0,0,23,244,32,31,0,0,299,60,8,4,19,0,89,118,22,7,5,0,154,124,4,24,5,0,163,127,26,25,75,0,239,1722,233,271,239,9,2469,60,6,10,36,615,731,8842,2012,1798,8777,705,22132
LGA56620,0,7,3,45,0,58,0,0,4,1103,29,1135,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8,23,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,22,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,10,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,8,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,4,25,0,0,0,17,79,88,45,13,16,1177,106,1358
LGA56730,105,399,377,3493,57,4423,0,20,11,619,8,667,50,4,6,13,0,70,17,7,0,18,0,41,97,41,14,58,4,204,1062,412,342,2719,79,4619,180,0,17,0,0,202,21,5,6,17,0,47,131,34,33,204,4,407,12,4,0,11,0,21,9,5,0,4,0,12,67,3,5,5,0,78,204,72,58,660,13,998,69,36,19,180,3,299,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,6,0,0,3,0,13,65,8,14,0,0,85,49,21,12,6,0,85,102,14,11,44,0,169,18,3,0,11,0,32,6,0,0,0,0,10,229,98,59,623,13,1030,22,0,0,0,0,22,36,3,3,3,0,43,12,0,0,0,0,13,6,0,0,0,0,13,14,0,0,0,0,15,40,13,3,26,0,80,310,64,68,124,9,573,13,12,4,58,1340,1430,2301,741,607,6205,1501,11358
LGA56790,27,114,100,979,15,1229,0,4,3,157,11,173,8,0,0,0,0,11,0,0,0,3,0,3,28,11,9,8,0,60,311,114,93,862,18,1395,10,0,0,0,0,18,7,3,0,0,0,8,32,6,11,81,0,135,5,0,0,7,0,17,6,0,0,0,0,3,16,0,0,3,0,17,46,15,18,183,4,265,15,7,6,52,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,11,18,0,3,0,0,31,7,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,74,31,24,182,5,311,0,0,0,0,0,0,7,0,0,0,0,7,0,3,0,8,0,11,0,0,0,4,0,3,6,0,0,0,0,6,12,3,0,6,0,27,58,0,11,27,0,97,0,0,0,16,413,432,544,187,168,1876,457,3227
LGA56860,0,9,10,96,0,116,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,47,3,86,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,18,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,19,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,0,0,0,7,0,0,0,0,51,51,24,15,12,142,56,255
LGA56930,15,76,71,375,3,543,0,0,0,22,0,24,56,0,9,6,0,69,5,0,0,4,0,13,20,0,3,5,0,24,195,74,82,352,3,704,0,0,0,0,0,0,22,0,3,3,0,31,18,3,4,21,0,45,4,8,5,6,0,20,0,0,0,0,0,4,11,0,3,0,0,14,43,29,22,113,0,209,17,10,5,36,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,11,0,0,5,0,13,7,0,0,0,0,7,4,0,0,0,0,4,41,24,23,122,0,216,0,0,0,0,0,0,22,0,0,0,0,28,7,0,0,4,0,10,13,3,0,0,0,15,4,0,0,0,0,4,9,0,0,9,0,22,102,23,14,22,0,164,0,0,0,4,56,64,491,149,143,750,66,1597
LGA57000,0,11,27,146,5,188,0,3,0,14,0,17,5,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,10,29,20,21,147,0,212,4,0,0,0,0,6,0,0,0,6,0,7,5,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,39,0,51,5,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,5,0,0,0,0,6,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,32,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,4,0,0,26,0,0,0,0,189,192,89,27,39,278,193,629
LGA57080,223,759,672,2519,32,4209,11,34,22,282,3,352,4066,30,76,33,18,4227,99,11,9,56,0,175,214,56,44,83,5,397,2938,694,540,2640,44,6862,495,3,47,0,0,549,251,10,14,26,0,298,384,64,38,264,4,753,95,31,16,71,0,213,49,7,3,6,0,71,1435,19,18,12,4,1495,858,166,114,1001,10,2150,682,115,63,344,4,1214,414,0,6,3,0,428,44,4,6,6,0,62,29,8,7,16,0,55,14,12,0,13,0,36,135,13,10,3,0,161,126,33,18,4,0,190,196,7,16,52,3,275,175,9,11,7,0,206,10,0,0,0,0,10,749,177,121,808,13,1870,102,3,4,11,3,119,208,17,8,3,0,239,298,3,12,9,0,322,101,5,4,0,0,111,378,5,9,5,0,395,126,27,5,34,0,197,5456,220,230,212,32,6156,181,4,6,40,2662,2884,17356,1446,1207,5641,2821,28463
LGA57140,8,42,25,327,5,400,0,0,0,89,0,99,0,0,0,0,0,0,0,0,0,4,0,4,9,0,6,4,0,16,100,33,27,333,3,505,10,0,3,0,0,10,7,0,0,0,0,5,14,0,5,16,0,31,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,6,15,5,4,55,3,84,10,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,11,7,0,0,0,19,8,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,5,9,60,0,93,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,25,6,3,6,0,44,4,0,0,3,48,58,202,66,49,656,63,1037
LGA57210,27,216,201,1573,18,2042,0,10,9,136,3,164,12,0,0,9,0,26,4,0,0,0,0,11,52,16,8,38,5,117,664,232,199,1357,51,2500,57,0,10,0,0,65,6,0,0,5,0,13,70,7,18,95,0,187,6,3,0,8,0,10,7,0,0,0,0,6,7,0,0,3,0,13,102,41,25,273,8,452,24,12,4,51,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,8,9,0,0,0,19,17,12,4,6,0,40,13,0,4,10,0,24,3,0,0,0,0,6,0,0,0,0,0,0,147,41,46,313,16,563,3,0,0,0,0,4,35,0,0,0,0,34,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,3,27,6,3,14,0,46,235,20,30,38,3,326,21,4,4,19,580,626,1263,373,314,2773,663,5388
LGA57280,110,490,465,3345,25,4439,8,105,62,2414,59,2650,162,12,19,43,3,231,31,9,3,10,0,66,80,41,21,84,4,225,1071,426,348,2433,53,4326,453,9,50,13,0,525,45,0,3,15,0,62,106,30,31,285,3,457,23,7,3,17,0,51,8,3,0,4,0,13,210,8,4,9,0,236,301,76,73,708,14,1159,71,34,23,211,4,344,15,0,4,0,0,22,9,0,0,4,0,10,12,3,0,6,0,19,3,9,0,6,0,13,352,55,40,30,3,484,161,51,18,20,0,252,23,3,9,16,0,53,10,0,3,9,0,21,42,3,3,4,0,53,293,83,75,587,4,1041,12,5,0,3,0,18,90,12,15,0,0,119,47,0,5,12,0,70,18,0,0,0,0,20,27,0,0,0,0,33,27,5,12,14,0,53,1122,132,189,586,8,2046,61,8,6,82,2242,2399,3912,924,850,7605,2387,15684
LGA57350,3,26,20,255,4,308,0,3,0,75,0,77,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,4,0,16,61,36,15,216,6,333,6,0,0,0,0,7,0,0,0,3,0,5,3,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,4,42,0,54,3,4,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,87,0,113,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,8,0,24,0,0,0,6,239,248,113,54,33,523,239,961
LGA57420,12,85,61,643,10,808,0,0,5,61,3,67,3,0,0,0,0,3,0,5,0,4,0,7,11,7,0,15,0,32,211,91,56,517,18,891,20,0,0,0,0,18,7,0,0,0,0,6,31,7,4,41,0,92,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,39,13,10,143,3,203,12,11,0,51,0,73,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,18,0,3,8,0,24,9,9,3,3,0,22,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,61,17,10,111,6,199,0,0,0,0,0,0,33,4,0,0,0,39,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,97,15,16,6,0,133,6,0,0,19,176,203,463,153,104,1154,212,2085
LGA57490,1640,7207,6059,30861,335,46103,39,273,170,2949,38,3468,933,56,86,154,4,1228,380,106,72,333,11,907,1483,450,314,874,20,3146,27740,6582,5620,24341,454,64742,1540,42,222,38,6,1852,398,58,53,135,3,650,1516,395,325,1946,24,4210,149,45,41,162,5,410,129,33,17,52,0,226,1196,104,44,90,4,1427,4827,891,759,5431,90,12001,1143,586,265,2103,32,4133,118,0,6,0,0,136,53,17,23,14,3,110,68,16,5,33,0,126,117,53,17,102,3,298,3019,367,249,79,22,3746,1282,431,293,125,8,2141,438,93,74,216,3,828,173,19,36,37,0,271,334,31,13,8,7,394,6294,1352,1059,5328,76,14110,433,42,8,45,0,526,1694,181,122,41,6,2040,388,59,25,140,3,619,62,7,6,8,0,97,255,8,31,10,0,300,1042,172,110,292,9,1628,8177,1077,1075,1269,101,11702,577,90,86,506,7223,8486,52515,11908,9814,53232,8207,135678
LGA57630,0,0,8,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,37,34,24,0,8,49,38,109
LGA57700,452,1842,1564,8274,72,12204,7,72,51,700,7,842,235,7,23,30,5,299,45,21,5,87,0,160,649,214,173,426,0,1464,4858,1578,1450,6064,97,14044,346,9,25,8,5,388,90,23,15,36,0,160,262,84,84,422,12,864,31,11,8,29,0,77,22,4,7,9,0,43,738,31,8,23,0,803,794,189,162,1150,14,2308,324,137,90,650,4,1210,15,0,4,0,0,23,11,5,3,10,0,29,5,0,0,8,0,16,19,11,4,25,0,54,366,66,46,18,3,502,282,123,62,33,6,502,64,22,23,61,0,167,11,9,0,13,0,36,32,9,4,0,3,44,972,288,254,1127,19,2657,32,0,0,9,0,43,375,57,45,13,3,494,63,13,8,19,0,96,26,5,0,8,0,47,44,0,0,0,4,46,140,35,33,49,5,259,2639,304,243,328,7,3521,128,20,15,122,1644,1928,11209,2954,2499,13660,1848,32173
LGA57770,3,35,55,266,11,373,0,3,0,94,0,99,4,0,0,0,0,5,0,0,0,0,0,3,8,0,0,0,0,11,106,33,38,178,3,351,12,0,0,0,0,12,11,0,0,3,0,11,12,0,0,13,0,30,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,22,10,5,41,0,81,21,0,5,18,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,3,0,9,3,3,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,14,8,30,0,77,0,0,0,0,0,0,6,0,0,0,0,3,10,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,7,8,0,0,3,0,9,42,3,13,6,3,70,3,0,4,4,154,163,246,66,69,470,178,1031
