LGA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
LGA50770,0,3,0,0,0,0,0,3,0,19,3,6,0,0,4,4,0,9,8,31,49,112,83,60,56,148,44,234,25,807
LGA50840,4,17,12,11,4,15,3,13,0,73,3,19,9,0,3,9,0,11,22,76,138,361,298,183,280,341,106,494,55,2261
LGA50910,0,4,0,0,0,0,3,4,0,12,0,0,0,0,0,8,0,0,5,14,27,53,46,23,41,54,25,116,6,395
LGA50980,13,31,32,23,53,56,27,68,4,298,19,30,25,19,64,49,16,66,109,391,410,754,643,612,1713,1529,507,1514,195,7893
LGA51080,0,0,0,0,0,0,0,5,0,9,0,4,0,0,0,3,0,0,5,12,24,56,57,33,37,81,48,130,10,466
LGA51120,0,0,6,0,3,0,0,5,0,10,0,0,4,0,4,0,0,0,3,13,12,43,40,22,36,71,38,144,8,411
LGA51190,14,88,71,36,144,99,42,76,5,572,24,75,37,30,73,82,30,87,100,542,764,2145,1734,1213,2667,2583,971,2343,222,14644
LGA51260,27,139,92,60,124,137,47,76,4,710,34,106,76,59,73,104,36,86,111,681,1195,3299,2570,1728,2784,3096,1102,2895,283,18958
LGA51310,8,82,60,29,67,57,17,48,15,379,20,82,51,31,66,126,28,101,65,574,542,2634,1861,1129,2007,3031,1059,2580,149,14988
LGA51330,46,311,290,168,315,324,85,169,26,1732,50,362,303,157,407,546,122,232,429,2612,1567,7786,6696,3741,9886,9603,2599,5303,862,48045
LGA51400,15,57,41,33,69,72,34,61,4,397,20,43,19,18,47,54,12,57,57,338,497,1281,1051,724,1415,1667,593,1695,145,9068
LGA51470,0,4,4,0,0,3,0,3,0,15,0,0,0,0,4,0,0,0,0,11,13,26,24,15,33,43,19,77,0,252
LGA51540,4,10,9,0,13,19,4,10,0,72,0,17,10,0,15,13,7,15,22,100,127,228,203,155,443,464,151,440,75,2279
LGA51610,0,9,0,0,10,7,0,6,3,38,0,5,0,0,0,4,3,3,0,20,44,96,83,39,110,112,49,209,12,747
LGA51680,5,15,16,8,21,19,8,23,3,122,14,12,13,4,23,23,10,26,31,148,155,366,314,194,449,536,181,617,79,2893
LGA51710,3,0,0,3,0,6,0,9,0,20,0,11,0,0,12,6,4,0,10,43,27,105,38,30,207,161,45,130,28,771
LGA51750,3,40,17,12,16,16,10,15,0,139,5,42,17,11,23,32,18,25,26,213,214,1006,642,406,685,1078,389,903,53,5382
LGA51820,88,467,353,245,487,488,159,285,29,2601,80,358,229,178,566,711,176,441,391,3132,2676,8762,7156,4785,12219,13346,4103,8987,866,62912
LGA51860,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,5,0,7,0,21,3,47,17,18,47,42,12,57,0,239
LGA51890,10,33,19,8,22,19,15,24,5,160,11,15,6,7,16,18,10,22,39,136,209,541,415,210,455,677,242,571,97,3420
LGA51960,0,3,0,0,5,5,0,18,0,26,3,0,3,4,7,4,0,12,18,56,86,138,102,62,147,166,102,510,51,1359
LGA52030,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,6,6,24,28,51,44,31,27,61,21,153,13,426
LGA52100,0,0,3,0,0,3,0,7,0,23,3,5,0,0,0,0,0,3,3,15,25,60,46,36,48,116,32,156,13,527
LGA52170,0,38,4,9,16,17,0,10,0,90,5,35,15,15,6,33,11,33,27,190,170,804,494,308,406,801,269,814,56,4120
LGA52240,0,10,3,0,0,0,0,3,0,12,3,3,5,0,0,0,0,4,9,24,30,65,47,39,44,112,40,143,12,525
LGA52310,0,7,0,0,4,6,0,0,0,12,0,0,0,0,6,0,0,0,4,18,16,41,66,30,40,79,27,102,11,419
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,15,4,0,9,16,3,61,3,111
LGA52450,0,0,0,0,4,3,0,0,0,17,0,4,4,0,0,0,8,4,7,31,33,90,67,22,68,87,49,160,9,580
LGA52520,0,5,0,0,0,9,4,10,0,24,0,3,4,3,5,0,5,9,0,30,16,83,45,40,55,118,73,233,10,671
LGA52590,0,9,6,6,6,8,5,5,0,48,10,10,4,4,4,6,3,8,11,65,103,240,192,90,177,232,96,410,37,1571
LGA52660,9,62,30,17,46,48,22,47,0,294,16,33,17,14,37,46,18,45,45,274,407,1025,843,532,1060,1280,499,1283,102,7025
LGA52730,7,18,14,9,9,16,3,11,0,86,7,18,13,4,8,5,3,16,17,102,166,530,396,249,295,377,114,411,55,2592
LGA52800,0,11,12,4,16,21,3,13,0,86,10,6,6,0,10,12,5,9,23,79,114,167,158,110,423,419,145,387,58,2001
LGA52870,8,15,7,10,18,15,10,14,3,97,16,15,11,11,17,23,6,19,20,124,181,428,282,249,344,456,193,576,63,2774
LGA52940,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,10,11,44,29,27,19,49,16,104,9,318
LGA53010,0,0,5,0,0,0,0,0,0,7,0,5,5,0,0,0,0,0,0,8,19,47,33,15,26,58,18,94,3,312
LGA53080,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,4,20,15,28,21,16,35,33,17,76,12,262
LGA53150,4,25,16,7,13,17,9,19,3,121,4,24,17,9,24,23,4,28,17,142,156,718,486,337,534,766,282,693,45,4016
LGA53220,4,12,10,3,17,19,10,34,0,118,9,0,0,6,4,11,5,25,22,96,354,285,212,126,397,427,376,2583,103,4859
LGA53290,10,29,31,21,50,88,35,43,0,309,14,37,22,14,36,37,14,43,53,269,395,872,665,456,885,1239,443,1399,152,6504
LGA53360,3,7,3,3,9,17,5,10,0,58,8,11,13,3,9,20,9,17,16,106,107,204,169,135,267,386,109,308,49,1733
LGA53430,11,100,81,57,96,85,28,71,10,542,33,90,94,47,95,145,38,102,81,735,810,2626,2181,1422,2509,3223,1106,2500,196,16569
LGA53570,8,11,14,5,10,9,0,10,0,65,12,19,22,14,11,18,5,13,17,124,187,322,317,172,317,404,158,541,69,2487
LGA53640,0,0,0,0,0,3,5,3,0,18,3,3,4,0,5,4,0,5,8,28,23,87,58,27,53,109,49,188,6,610
LGA53710,0,0,0,4,0,5,4,0,0,22,0,0,0,0,0,7,0,0,6,13,20,56,63,31,41,84,25,116,9,440
LGA53780,68,391,302,181,606,542,163,272,41,2565,74,354,309,197,708,703,179,361,586,3471,2060,8304,6954,4513,12877,11786,3423,7278,1198,58391
LGA53800,31,97,79,52,133,180,47,147,6,779,29,93,62,45,79,106,38,112,110,671,930,2574,2029,1503,2994,3195,1220,3228,292,17963
LGA53920,0,4,0,0,9,0,0,9,0,16,4,0,0,0,7,0,4,6,34,50,43,58,76,57,145,126,44,186,49,786
LGA53990,27,101,51,45,63,84,26,86,9,478,18,68,39,23,82,80,32,94,92,519,728,1984,1472,966,2144,2422,938,2618,222,13484
LGA54060,6,6,5,0,9,8,0,0,0,35,8,12,0,8,12,12,6,21,15,82,84,244,169,109,183,236,80,313,45,1465
LGA54130,0,0,0,0,0,4,0,0,0,10,0,4,0,0,0,4,0,0,0,12,28,85,49,45,37,133,36,171,8,589
LGA54170,106,599,443,281,545,654,204,393,23,3240,124,440,303,186,548,738,189,427,380,3327,3678,13424,10588,6517,14290,17071,5489,11804,872,83741
LGA54200,43,223,158,113,263,272,93,181,8,1355,45,154,111,94,208,285,74,151,202,1320,1289,4218,3323,2156,5242,5655,1980,4650,457,28979
LGA54280,38,61,50,30,90,123,62,249,5,703,28,57,50,28,69,125,37,146,117,659,663,1377,1205,764,2043,2653,1355,4955,287,15298
LGA54310,7,55,29,25,57,64,37,122,3,396,15,39,25,17,53,105,46,171,71,556,691,1017,741,573,1412,2093,1151,3257,194,11129
LGA54340,3,9,0,4,13,27,3,14,0,86,9,15,7,11,9,14,0,10,14,86,89,250,182,134,362,384,110,260,46,1816
LGA54410,0,4,0,0,0,5,0,0,0,4,0,3,6,3,3,0,0,0,11,16,17,72,46,47,59,86,32,105,16,472
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,23,20,9,20,47,21,101,10,258
LGA54550,0,3,6,0,3,4,4,5,0,23,0,4,3,0,11,5,3,9,9,54,51,119,123,65,99,167,57,246,31,967
LGA54620,0,0,0,0,0,4,0,0,0,13,0,0,0,0,4,0,0,6,7,17,25,50,42,25,46,64,39,160,15,459
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,26,20,15,18,37,20,58,11,193
LGA54760,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,29,54,40,22,22,72,34,121,9,404
LGA54830,27,115,107,48,197,185,65,98,6,847,35,111,97,49,196,243,70,147,190,1139,951,2817,2378,1563,4463,4270,1335,3175,426,21377
LGA54900,0,0,5,0,0,7,0,3,0,17,0,0,0,0,3,6,5,5,4,23,30,78,70,42,63,161,49,256,9,744
LGA54970,0,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,0,0,8,15,50,30,21,18,40,42,23,284,13,518
LGA55040,0,0,0,0,0,6,0,18,0,21,0,0,0,0,0,0,0,10,3,11,39,44,37,14,36,85,46,345,24,669
LGA55110,48,269,201,103,244,272,78,162,12,1394,80,212,156,77,194,243,69,224,295,1564,2146,5918,4566,2738,6113,5565,2050,6372,704,36163
LGA55180,7,21,14,18,28,32,13,19,0,152,6,34,16,10,29,46,7,26,31,208,249,643,510,373,635,808,260,774,91,4339
LGA55250,0,0,0,0,0,3,0,8,0,10,3,4,0,0,0,0,0,0,7,19,40,36,15,13,54,57,23,225,19,483
LGA55320,55,323,272,129,273,302,100,206,12,1669,63,348,223,113,322,491,127,278,259,2221,1956,9129,6464,3837,8541,10527,3444,7287,567,51746
LGA55390,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,17,16,3,5,21,19,21,155,4,247
LGA55460,5,12,5,0,10,18,6,13,0,65,0,10,3,0,5,10,4,3,9,49,79,229,132,84,201,262,99,295,32,1414
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,25,15,10,9,32,16,70,3,184
LGA55600,0,3,3,3,6,14,0,13,4,50,3,4,5,0,0,7,0,3,0,27,46,138,107,81,117,206,82,289,17,1078
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,28,21,19,30,42,17,79,0,249
LGA55740,0,44,19,14,18,29,0,19,0,150,9,39,25,16,20,46,13,21,20,204,176,849,620,368,540,849,251,808,36,4486
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,10,9,6,10,13,30,8,84,7,179
LGA55880,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,5,3,0,7,9,25,12,18,30,36,23,88,0,249
LGA55950,0,0,0,0,3,0,0,9,0,14,0,3,0,0,0,0,0,0,3,9,14,33,26,16,23,55,19,90,12,270
LGA56090,33,164,100,59,146,140,55,133,7,843,36,116,69,44,138,169,40,131,135,887,972,2848,2133,1384,3034,3470,1226,3093,300,18464
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,4,3,3,0,24,4,40
LGA56230,12,56,44,24,40,55,19,66,9,317,17,39,28,20,43,43,15,53,52,310,447,1151,865,532,1235,1039,447,1490,162,7368
LGA56300,0,0,3,0,0,3,0,0,0,8,0,9,0,0,0,4,0,3,9,25,34,115,83,59,76,88,21,128,11,617
LGA56370,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,4,0,4,0,8,9,34,35,21,35,73,28,117,3,362
LGA56460,4,10,11,3,22,24,8,16,0,104,0,11,0,3,4,17,10,12,22,74,88,269,231,195,311,442,150,396,43,2119
LGA56580,11,60,51,20,30,23,7,36,6,233,13,87,63,28,34,91,30,79,48,472,348,2233,1379,764,1161,2097,749,2018,95,10851
LGA56620,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,15,43,18,53,31,7,26,15,221
LGA56730,13,33,19,4,32,57,14,27,4,201,5,25,14,12,30,33,15,35,32,202,215,627,497,362,805,866,303,827,81,4577
LGA56790,0,4,4,7,6,4,0,8,0,31,3,7,9,3,5,4,4,4,8,54,93,205,155,127,117,205,65,302,48,1306
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,7,5,11,23,4,28,0,98
LGA56930,0,7,0,3,3,3,0,0,0,13,0,11,4,3,0,4,0,5,3,34,20,166,94,62,57,118,37,168,9,737
LGA57000,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,14,26,25,12,20,32,31,139,7,308
LGA57080,12,90,60,34,85,67,24,41,12,422,31,95,76,28,111,158,29,88,129,744,613,2345,1763,964,3291,3937,1045,2481,260,16702
LGA57140,0,0,0,0,0,7,0,3,0,9,4,3,0,0,0,0,0,3,0,16,25,67,41,24,38,67,32,94,10,391
LGA57210,6,14,5,8,22,12,0,9,0,75,16,9,14,12,6,13,6,11,22,101,150,331,292,187,307,375,165,444,62,2308
LGA57280,14,30,19,12,47,38,15,90,9,274,26,28,13,13,33,48,13,90,76,345,494,626,466,327,1058,1276,680,2641,208,7782
LGA57350,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,14,44,29,18,39,50,23,83,4,296
LGA57420,5,3,3,0,0,6,0,6,0,27,5,8,0,4,3,4,0,6,10,41,70,122,72,56,84,92,63,396,30,997
LGA57490,70,409,308,192,421,449,140,308,34,2338,146,274,194,157,495,614,165,437,462,2952,3381,8652,6971,4586,11474,12010,3971,10923,1062,63025
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,3,4,0,14,0,44
LGA57700,27,135,87,58,149,146,60,129,8,799,41,78,62,38,131,179,40,107,149,826,839,2068,1732,1188,2851,3115,1079,2885,300,16059
LGA57770,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,12,16,27,43,58,26,88,66,32,120,21,475
LGA57840,19,128,94,55,128,143,46,85,4,700,29,116,88,65,125,216,48,108,133,929,842,3712,2778,1628,3928,4919,1556,3458,255,23079
LGA57910,130,804,667,382,889,814,294,494,45,4513,145,673,566,298,863,1064,249,585,817,5258,4428,17336,14754,9095,22513,24565,7606,16176,1737,118218
LGA57980,11,42,25,19,37,28,12,33,4,205,4,39,27,29,49,77,23,39,39,336,290,1512,980,693,1374,2062,674,1481,82,9155
LGA58050,95,500,439,244,748,748,258,474,48,3545,116,430,344,247,785,830,173,494,634,4041,3221,10277,8772,5601,15909,15037,4773,11580,1369,76545
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,21,21,11,7,23,16,55,4,161
LGA58260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,27,17,16,26,44,21,80,4,242
LGA58330,6,8,9,3,14,22,7,7,0,70,5,21,10,7,10,19,12,7,18,99,118,302,194,124,298,326,111,394,41,1904
LGA58400,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,9,14,13,3,17,20,0,44,3,125
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,11,4,25,6,56
LGA58510,19,131,95,60,128,122,42,87,4,683,14,87,69,45,140,198,48,94,119,818,781,2806,2461,1485,3946,4463,1395,2811,255,20410
LGA58540,0,0,0,3,0,0,0,3,0,16,0,4,4,0,0,0,0,0,3,15,16,49,45,30,40,68,14,135,14,412
LGA58570,24,100,100,55,144,141,36,84,9,687,13,89,64,54,145,166,46,96,122,788,808,2715,2507,1590,4052,5004,1639,3431,257,22010
LGA58610,4,6,0,0,0,9,5,4,0,38,0,5,0,0,5,5,5,3,7,31,61,115,88,52,81,109,47,163,22,734
LGA58680,0,0,0,0,0,0,0,3,0,9,0,0,6,0,0,0,0,0,0,6,13,21,22,9,18,44,19,85,4,242
LGA58760,152,799,647,391,1014,965,295,534,44,4851,142,579,392,330,970,1037,241,569,862,5115,4537,14956,12445,8275,21035,20691,6191,14572,1895,104601
LGA58820,0,7,6,4,9,4,0,9,0,47,5,12,9,6,10,10,6,10,19,80,131,268,192,140,264,213,105,386,50,1750
LGA58890,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,3,13,44,50,33,49,57,27,110,9,378
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,8,9,15,14,10,39,4,115
LGA59100,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,13,21,43,35,23,43,46,25,78,10,322
LGA59170,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,5,4,0,17,41,70,40,39,43,82,44,174,5,537
LGA59250,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,5,13,3,10,23,14,4,113,13,196
LGA59310,0,7,0,5,4,10,7,0,0,28,3,3,4,4,0,4,6,10,3,35,35,93,56,32,50,135,53,177,9,648
LGA59320,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,4,9,33,8,16,16,36,16,67,3,210
LGA59330,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,12,13,23,19,16,31,33,12,57,0,208
LGA59340,5,9,7,6,21,33,12,30,0,123,10,22,9,5,26,21,9,22,38,172,155,263,192,206,641,636,240,775,88,3198
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,12,6,0,8,8,4,76,4,120
LGA59360,5,0,0,0,0,6,0,3,0,14,0,0,4,0,3,5,0,8,7,29,35,42,52,26,45,67,53,283,17,620
LGA59370,3,10,3,3,10,12,3,6,0,47,3,7,0,0,8,5,0,8,28,68,85,205,175,128,182,204,79,312,39,1408
LGA59499,6,12,6,4,9,4,0,10,0,52,9,13,0,3,5,20,0,24,12,78,181,208,163,110,217,250,70,370,33,1614
LGA59799,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,29,0,35,13,14,5,3,5,5,11,220,5,277
LGA60210,3,13,8,4,10,4,3,3,3,59,12,20,16,4,6,9,0,4,19,79,154,530,380,205,367,292,102,238,53,2328
LGA60410,11,55,54,29,104,99,16,40,6,422,12,22,27,14,67,49,10,35,76,318,374,1113,1025,773,1957,1623,475,747,174,8256
LGA60610,10,60,42,27,85,84,18,42,8,377,6,37,19,10,50,43,8,26,49,252,428,1357,1063,776,1756,1623,512,1086,136,8736
LGA60810,20,78,43,35,84,85,21,30,7,401,17,41,24,10,34,57,18,35,53,277,563,1625,1332,918,1845,1769,633,1133,173,9989
LGA61010,0,4,0,3,0,3,0,0,0,16,0,4,0,0,4,5,0,5,12,42,47,160,101,75,161,207,50,145,38,989
LGA61210,3,23,21,17,24,19,5,17,0,134,8,19,9,6,20,20,3,15,29,131,208,507,430,283,662,573,245,632,80,3626
LGA61410,40,182,162,119,272,199,62,93,4,1129,28,78,69,33,105,96,21,44,142,612,1340,4222,3900,2755,6887,5416,1561,2550,362,28997
LGA61510,0,22,28,8,47,28,14,13,0,169,5,15,14,12,38,30,7,15,37,169,259,590,613,466,1050,839,248,465,102,4622
LGA61610,20,81,55,49,100,89,19,53,4,478,16,37,29,24,49,40,12,23,79,316,535,1788,1492,1061,2356,1952,624,1193,207,11207
LGA61810,5,17,6,11,11,19,6,14,8,97,4,13,4,4,10,8,8,10,22,99,134,471,368,214,456,419,183,550,73,2874
LGA62010,0,0,0,0,0,4,0,0,0,8,0,0,4,0,3,3,0,0,4,15,27,76,52,53,65,73,25,67,13,453
LGA62210,0,19,7,5,27,8,3,12,0,76,8,10,9,7,13,14,4,7,27,101,121,387,326,206,516,410,153,305,66,2489
LGA62410,4,7,4,0,7,3,0,9,0,36,6,14,7,5,7,7,0,5,10,69,132,332,311,213,341,315,91,244,41,2015
LGA62610,27,145,154,91,261,168,50,66,6,980,21,81,85,47,160,99,23,38,176,736,958,3388,3521,2337,6225,4021,1150,1654,429,23678
LGA62810,19,166,142,72,143,136,37,78,10,812,23,88,73,34,69,81,15,41,166,594,1174,5072,4334,2764,6169,4533,1544,2841,348,28780
LGA63010,9,63,49,16,57,65,10,23,7,286,20,51,29,11,32,39,15,30,61,279,408,1286,1120,730,1419,1365,346,802,183,7657
LGA63210,4,16,18,9,31,19,4,10,3,118,8,9,3,13,16,12,3,7,25,96,163,429,348,237,501,507,162,400,71,2815
LGA63410,0,3,0,4,5,6,0,6,0,24,9,7,0,4,0,10,0,0,6,35,51,113,101,69,111,185,53,136,22,838
LGA63610,15,121,111,62,117,105,40,81,5,656,24,58,53,30,68,66,17,43,90,442,866,3289,2834,1901,4181,3352,1031,1754,235,19444
LGA63810,5,32,24,16,46,41,9,25,3,202,7,16,12,5,16,24,10,19,34,135,295,805,723,468,1061,1076,307,642,103,5479
LGA64010,28,193,187,127,285,257,71,117,15,1281,55,119,92,65,152,141,26,74,205,930,1367,5023,4562,3136,7174,5740,1799,3166,511,32465
LGA64210,12,59,53,25,91,80,25,43,5,381,13,32,27,19,46,52,14,33,56,285,431,1492,1263,896,1893,1762,553,1227,143,9654
LGA64610,4,37,32,14,49,74,7,24,0,245,13,33,18,13,28,38,3,14,51,212,276,897,796,524,1281,1239,385,796,120,6313
LGA64810,4,51,43,31,78,56,21,19,3,321,6,30,18,13,47,33,10,21,43,229,464,1104,1049,739,1787,1434,425,687,144,7839
LGA65010,3,21,10,12,20,28,10,16,3,125,4,18,14,5,13,23,9,14,32,126,158,384,346,262,605,612,158,377,102,2994
LGA65210,0,6,4,0,4,5,0,0,0,19,6,11,0,5,3,0,0,4,15,41,68,208,141,93,132,142,26,107,27,939
LGA65410,9,40,38,15,48,39,10,25,3,233,5,32,13,7,18,20,7,12,35,148,321,902,807,460,1090,1014,346,787,117,5836
LGA65610,3,4,10,8,13,11,7,13,0,61,3,6,5,4,0,3,0,8,12,44,100,248,186,113,210,223,93,371,40,1588
LGA65810,25,67,65,41,87,95,28,58,4,467,6,35,30,25,56,49,18,36,60,311,544,1854,1596,984,2345,2087,697,1232,162,11506
LGA69499,0,0,0,5,3,6,0,0,0,10,5,0,0,0,0,4,0,4,7,18,26,48,49,24,56,56,18,23,10,309
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
LGA70200,22,56,45,40,189,157,34,86,7,636,26,50,31,25,91,99,25,64,106,515,652,1147,988,902,3871,3060,963,1907,242,13726
LGA70420,0,5,6,0,17,5,0,6,5,41,5,5,6,6,4,5,0,0,24,57,81,139,135,96,465,319,107,503,60,1904
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,7,17
LGA70620,0,0,0,0,7,0,0,0,0,12,3,6,0,0,3,0,0,0,4,22,54,90,59,44,127,114,44,180,24,744
LGA70700,0,0,0,0,0,0,0,5,0,9,0,5,0,0,0,5,0,4,0,28,26,71,37,36,63,69,16,89,18,435
LGA71000,49,166,179,121,409,357,114,182,17,1586,54,156,133,80,319,308,71,201,360,1683,1954,4151,4206,3181,11183,9627,2886,6146,801,44133
LGA71150,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,3,0,9,15,10,8,7,45,49,19,51,3,209
LGA71300,0,5,3,7,20,3,0,11,4,58,11,5,3,3,7,3,0,0,72,110,57,174,161,107,403,280,44,183,92,1498
LGA72200,8,6,12,3,58,39,9,36,0,176,8,17,12,8,41,32,9,25,48,197,213,303,302,223,1215,963,333,836,106,4486
LGA72300,20,50,39,28,92,121,45,107,6,507,21,50,42,31,87,118,32,101,94,575,627,978,809,692,2133,2354,775,2164,248,10776
LGA72330,0,0,4,5,8,4,0,0,0,27,5,0,3,0,4,4,0,0,12,30,52,130,156,115,278,175,47,164,39,1155
LGA72800,25,81,78,51,197,205,56,105,10,802,29,49,53,32,175,191,30,112,160,845,1001,1674,1501,1243,4926,4319,1317,2932,343,19262
LGA73600,0,11,3,6,5,8,0,11,0,56,9,6,0,0,3,0,0,3,41,61,78,138,128,88,274,223,67,306,67,1367
LGA74050,0,4,0,0,4,3,0,0,0,24,3,0,6,0,0,0,0,0,15,19,19,91,45,22,127,57,14,60,23,462
LGA74550,0,0,0,6,11,5,0,4,0,27,0,0,5,0,5,5,0,0,12,29,33,65,67,55,157,100,38,299,32,836
LGA74560,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,3,3,15,22,18,8,29,35,15,31,8,186
LGA74660,0,8,5,0,7,12,3,5,4,46,16,0,0,0,3,0,3,7,31,66,138,98,137,107,368,249,85,235,65,1463
LGA74680,0,5,0,4,31,13,0,0,0,56,11,5,4,0,0,3,0,0,20,42,25,60,32,26,124,113,19,53,27,470
LGA79399,0,8,8,11,17,16,3,15,0,86,8,3,9,6,15,30,4,6,40,122,195,245,202,183,631,833,327,634,81,3334
LGA79499,0,0,0,0,0,0,0,0,0,11,5,6,0,4,3,0,0,4,15,39,92,62,38,34,83,59,22,82,27,500
LGA79799,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,7,5,4,0,0,0,0,0,42,3,56
LGA89399,244,1203,996,554,1511,1406,437,701,54,7097,135,506,437,235,960,887,163,366,1131,4827,10985,29491,24845,16967,64028,56912,16339,26195,2632,248388
LGA89499,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,16,45,20,12,45,33,12,25,3,216
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,8,3,3,12,9,5,0,0,37,14,12,3,4,10,6,3,5,3,52,101,195,149,126,270,208,58,100,19,1231
LGA99499,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
