LGA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
LGA53800,158,618,208,430,39,1577,171,133,766,431,650,67,2219,3,3,20,10,37,6,82,8,8,37,79,419,15,574,12,4,34,51,201,54,351,479,434,2323,1820,6057,431,11550
LGA53920,16,56,5,42,8,134,0,4,21,8,42,7,88,0,0,0,0,3,0,4,3,0,3,0,7,0,18,0,0,0,0,15,13,31,37,25,119,42,230,34,482
LGA53990,128,388,135,281,16,1005,68,49,372,214,543,35,1291,0,4,14,12,55,0,83,3,4,23,51,258,8,347,5,8,28,25,165,39,266,269,282,1643,1258,5022,326,8799
LGA54060,11,34,13,26,3,99,4,4,31,24,29,7,97,0,0,0,4,0,0,6,0,0,0,4,18,0,25,0,4,3,3,24,4,40,19,30,145,151,463,50,851
LGA54130,6,19,7,10,0,36,0,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,8,8,13,87,40,156,21,319
LGA54170,1137,3495,1004,1246,133,8173,1021,620,3957,1712,1841,306,9457,55,26,343,158,282,30,890,108,64,391,439,1418,55,2473,141,49,547,339,870,227,2174,5379,3124,19581,10284,20498,1904,60775
LGA54200,261,882,297,469,42,2245,234,165,1055,558,718,71,2800,14,8,91,53,121,14,303,35,19,85,163,653,27,979,36,17,153,120,395,90,806,1328,792,4960,3263,8367,667,19375
LGA54280,102,385,89,211,18,899,124,68,394,209,257,36,1092,0,0,13,18,34,0,70,6,4,24,53,391,13,492,9,5,31,34,196,55,337,564,280,1929,1212,5099,381,9454
LGA54310,90,333,82,169,12,756,77,72,246,97,144,14,647,0,0,16,8,25,8,66,6,3,38,46,187,11,283,23,9,52,37,201,39,356,379,275,1596,1093,4169,278,7794
LGA54340,14,43,12,35,8,131,6,7,52,32,40,5,147,0,0,0,0,3,0,6,0,0,0,5,40,0,49,0,0,0,0,21,11,31,33,30,175,116,508,63,924
LGA54410,0,20,3,9,0,30,0,0,17,7,13,0,39,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,5,9,4,54,30,130,14,244
LGA54480,4,3,3,10,0,18,0,0,8,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,41,24,57,7,142
LGA54550,5,38,3,6,0,57,3,0,23,9,8,0,44,0,0,0,0,0,0,0,3,0,4,3,12,0,21,0,0,6,0,12,9,29,11,14,179,84,203,36,527
LGA54620,0,8,5,5,0,17,0,0,8,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,5,4,8,10,5,53,35,102,9,209
LGA54690,0,5,0,3,0,13,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,9,46,6,84
LGA54760,0,17,5,7,5,36,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,8,65,29,94,9,208
LGA54830,142,412,172,281,26,1170,181,137,893,503,799,78,2589,15,5,44,30,79,10,173,18,12,65,109,422,16,635,39,10,97,89,335,84,657,944,459,3555,2320,6484,551,14317
LGA54900,5,17,4,8,0,34,0,0,14,10,6,0,30,0,0,4,0,0,0,4,0,0,0,0,14,0,12,0,0,0,3,6,0,13,9,9,100,64,176,29,377
LGA54970,0,8,0,0,3,13,0,0,4,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,4,3,12,3,60,48,161,20,295
LGA55040,3,10,3,8,0,33,6,0,3,8,9,0,21,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,3,4,16,7,61,65,226,20,394
LGA55110,306,1081,372,684,70,2724,233,180,1188,829,1429,116,3978,10,8,51,51,123,18,260,16,16,82,179,686,34,1016,32,14,106,140,491,141,923,995,771,4546,4072,12173,981,23539
LGA55180,26,114,28,75,11,269,22,11,94,61,125,12,327,0,5,9,4,17,0,34,0,0,9,9,89,8,110,6,0,14,6,41,24,90,97,72,491,353,1299,132,2448
LGA55250,0,11,3,12,6,40,3,0,4,6,7,0,23,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,3,3,3,10,16,7,59,37,139,16,276
LGA55320,720,2346,489,531,86,5298,1201,548,3277,828,780,166,6803,58,17,250,101,151,21,595,89,41,328,219,550,36,1264,188,41,579,206,382,189,1582,5899,2464,16602,5349,8302,1131,39745
LGA55390,0,3,0,0,5,7,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,5,3,4,22,15,98,8,157
LGA55460,7,56,12,27,3,108,0,7,34,22,30,5,106,0,0,3,0,5,0,4,3,0,0,0,42,0,51,0,0,0,0,7,7,14,39,28,167,83,436,44,797
LGA55530,0,0,0,4,0,3,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,36,8,46,3,95
LGA55600,12,45,5,27,0,96,4,4,19,14,28,0,60,0,0,0,0,0,0,3,0,0,0,0,27,0,29,0,0,0,5,0,5,13,21,22,131,70,300,31,580
LGA55670,8,7,4,18,3,41,0,0,4,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,14,31,19,70,11,145
LGA55740,56,176,32,17,4,410,185,49,349,56,44,15,700,6,0,22,9,8,0,46,12,7,40,15,40,0,108,37,11,59,15,22,13,156,789,240,1673,389,415,92,3596
LGA55810,3,6,0,4,0,14,0,0,7,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,22,20,54,10,114
LGA55880,3,7,0,3,0,15,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,4,5,21,13,70,5,118
LGA55950,3,10,5,5,0,28,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,3,3,10,27,21,74,7,138
LGA56090,208,628,218,294,32,1602,148,129,654,321,446,61,1764,16,4,54,32,72,7,184,18,13,72,101,451,14,667,25,10,96,80,250,59,523,854,631,3116,2114,5447,430,12597
LGA56160,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,0,29
LGA56230,50,139,68,132,18,433,21,24,141,129,242,14,582,0,0,4,15,35,8,59,4,4,19,21,164,11,223,0,0,16,16,104,28,164,111,114,597,673,2693,203,4387
LGA56300,11,9,4,4,0,40,3,8,14,15,11,3,56,0,0,0,0,0,0,6,0,0,3,0,11,0,13,5,0,0,4,9,0,14,21,26,86,74,151,23,375
LGA56370,0,14,0,0,0,23,0,0,4,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,8,6,40,23,67,14,154
LGA56460,27,74,25,51,7,191,11,10,115,42,88,10,279,0,0,4,0,7,0,12,0,0,5,12,52,0,69,0,0,0,3,19,12,43,43,50,325,199,635,73,1320
LGA56580,94,389,64,51,14,980,652,146,1095,130,65,41,2123,20,17,54,9,14,3,119,34,0,74,19,46,4,180,91,13,170,27,34,17,353,2285,566,4421,761,705,184,8922
LGA56620,6,24,0,3,0,35,0,0,13,4,3,0,25,0,0,0,0,4,0,9,0,0,4,0,0,0,6,0,0,0,0,0,0,0,7,9,46,13,38,0,108
LGA56730,40,102,31,78,11,294,44,17,115,95,126,18,414,0,0,5,6,11,3,21,0,0,8,14,111,7,134,5,0,11,4,57,23,96,126,97,452,360,1428,146,2613
LGA56790,15,31,13,30,9,94,6,4,27,12,29,4,79,3,0,0,0,0,0,14,0,0,0,4,14,0,22,0,0,0,0,20,4,30,15,27,133,96,375,54,704
LGA56860,0,0,0,4,0,3,0,0,7,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,24,5,52
LGA56930,0,26,0,5,0,47,32,3,60,4,0,4,112,0,0,0,0,0,0,5,0,0,6,0,3,0,10,6,0,9,3,5,0,24,117,18,297,58,43,19,552
LGA57000,0,4,0,4,0,8,0,0,6,0,5,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,33,23,77,4,150
LGA57080,87,405,76,60,21,1077,498,103,887,201,150,43,1880,29,8,111,47,40,10,243,43,15,96,62,128,7,347,132,13,222,66,59,62,550,2990,549,5994,1718,1918,394,13565
LGA57140,0,14,0,6,0,16,0,0,7,12,8,0,31,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,4,0,11,0,8,45,34,115,12,211
LGA57210,10,52,24,51,0,154,11,10,52,49,59,8,186,0,0,4,5,6,0,12,0,0,0,4,32,4,50,0,0,13,7,28,8,50,48,36,300,231,709,72,1402
LGA57280,50,214,44,110,9,472,47,37,219,102,144,18,562,0,4,5,8,9,0,25,11,0,15,21,116,8,184,5,4,25,11,107,44,194,209,148,991,761,2882,206,5194
LGA57350,5,7,3,8,0,22,0,0,9,8,12,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,9,38,23,82,4,155
LGA57420,0,18,3,10,4,47,7,0,18,6,5,5,38,0,0,0,0,0,0,5,0,0,4,0,5,0,15,0,0,3,5,13,5,18,28,9,136,88,276,35,582
LGA57490,474,1633,661,1354,121,4602,372,344,1866,1414,2280,204,6481,10,15,76,89,237,16,449,24,25,130,247,1203,70,1696,43,21,220,244,985,230,1740,1603,1318,7526,7453,22109,1535,41553
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,19,0,26
LGA57700,94,345,157,281,23,960,88,107,471,339,428,53,1481,0,0,21,24,78,6,131,10,3,46,78,464,9,611,12,3,63,61,267,74,480,400,334,1873,1790,5572,410,10372
LGA57770,0,11,0,10,0,20,0,0,7,4,0,0,11,0,0,7,3,3,0,18,0,0,0,0,4,0,10,0,0,0,0,8,9,16,24,3,78,54,144,15,317
LGA57840,297,987,178,169,32,2264,630,204,1503,316,285,71,3015,41,14,147,41,69,7,325,58,21,153,83,207,19,544,119,23,249,94,117,84,685,3281,1102,8160,2231,2954,476,18200
LGA57910,1372,4074,972,1102,170,9369,2500,971,6913,2193,2282,409,15274,141,81,655,294,369,41,1584,201,81,768,659,1614,124,3440,394,80,1139,556,949,411,3521,11942,4787,35023,13696,20810,2866,89123
LGA57980,126,324,53,37,12,880,456,105,856,118,89,43,1670,33,9,72,19,17,3,144,28,8,54,24,42,3,163,61,12,117,28,22,27,274,1992,522,3660,697,752,181,7801
LGA58050,498,1649,606,1158,107,4474,632,396,2763,1701,2479,277,8249,27,16,154,118,310,20,649,64,30,290,388,1714,54,2542,113,19,405,343,1076,310,2264,3076,1651,11883,8778,22451,1937,49776
LGA58190,0,9,0,3,0,13,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,39,5,87
LGA58260,0,5,6,4,0,15,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,7,29,25,59,6,132
LGA58330,13,36,22,36,5,123,9,19,39,47,64,7,181,8,0,3,5,8,0,21,0,4,6,8,43,0,53,0,0,6,6,30,13,57,46,58,182,210,637,71,1198
LGA58400,0,0,0,0,0,5,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,36,9,60
LGA58470,0,3,0,4,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,22,0,36
LGA58510,222,662,148,155,23,1620,414,162,1082,341,357,61,2418,41,8,138,58,89,7,336,33,23,143,90,213,22,519,82,12,204,73,132,75,578,2504,849,6360,2265,3473,450,15899
LGA58540,3,10,0,7,0,19,0,0,6,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,5,0,7,0,0,0,0,3,4,4,4,3,48,35,101,7,198
LGA58570,299,735,120,136,28,1792,633,228,1366,266,256,53,2802,63,19,220,81,64,11,456,54,18,157,91,202,12,538,69,24,259,77,100,66,595,3075,1234,8103,2229,2786,441,17862
LGA58610,0,17,3,6,0,39,0,3,21,8,19,3,59,0,0,0,0,5,0,3,0,0,0,0,20,0,24,0,0,3,0,8,3,14,8,12,97,47,194,14,377
LGA58680,0,8,0,5,0,12,0,0,3,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,3,0,6,20,25,68,4,120
LGA58760,736,2689,1031,1596,188,6966,835,595,4019,2578,3405,379,11800,45,23,232,155,390,35,879,89,42,429,601,2273,116,3549,137,51,485,432,1385,438,2930,4005,2341,17003,12620,30214,2723,68902
LGA58820,9,31,14,34,0,91,0,0,32,25,49,9,119,0,0,0,0,4,0,7,0,0,0,4,31,0,36,3,0,4,3,18,8,39,21,18,134,145,649,73,1041
LGA58890,3,14,3,6,0,18,0,0,3,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,6,51,26,103,11,198
LGA59030,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,34,0,64
LGA59100,7,7,4,3,0,19,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,4,0,8,0,7,41,28,66,9,142
LGA59170,0,14,7,6,0,34,3,0,17,4,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,10,5,82,58,129,24,305
LGA59250,5,4,0,0,0,10,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,9,5,27,17,72,7,129
LGA59310,5,17,3,6,0,44,4,0,9,5,10,3,33,0,0,0,0,0,0,0,0,0,5,5,17,0,24,0,0,0,0,8,0,7,9,17,66,43,190,11,334
LGA59320,0,9,0,0,0,16,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,28,22,55,11,121
LGA59330,0,9,3,7,0,14,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,5,3,3,22,15,53,6,101
LGA59340,22,128,39,62,15,293,41,37,155,70,76,24,398,0,0,6,0,13,0,27,9,0,13,6,59,4,92,8,0,11,11,45,36,101,144,95,585,323,876,135,2162
LGA59350,0,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,44,3,77
LGA59360,3,8,3,9,0,24,3,0,12,4,8,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,6,4,15,4,11,64,49,172,20,322
LGA59370,15,45,15,24,4,104,14,7,35,28,46,3,131,0,0,3,5,6,0,14,0,0,0,0,28,0,33,0,0,10,8,17,12,49,42,27,178,141,386,54,833
LGA59499,3,21,14,8,0,60,6,14,55,21,37,7,130,0,0,13,0,4,0,17,0,0,5,3,25,0,40,4,0,9,4,23,10,52,82,42,305,175,483,45,1126
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,17,3,31,3,3,35,29,110,12,199
LGA60210,3,81,7,36,0,155,18,13,59,55,106,10,260,0,0,8,9,5,0,20,0,0,3,9,40,0,51,0,0,5,7,19,11,40,91,52,310,226,794,76,1551
LGA60410,22,115,55,133,12,388,49,47,215,196,506,30,1044,3,0,7,16,45,6,75,6,0,20,23,239,3,291,6,0,4,14,100,41,166,212,115,707,709,2945,205,4880
LGA60610,50,226,73,177,3,599,148,87,395,220,483,56,1387,0,0,8,5,12,0,27,12,6,22,22,186,12,264,0,3,11,6,73,34,130,327,202,1072,737,2893,253,5486
LGA60810,62,403,87,195,21,855,106,77,413,251,485,31,1353,3,0,21,13,16,0,53,6,5,23,35,215,11,296,5,0,15,15,94,25,149,344,227,1400,895,3438,221,6535
LGA61010,0,9,4,12,0,37,6,4,7,7,37,5,61,6,0,0,0,4,0,11,0,0,0,0,11,0,12,0,0,3,0,10,11,18,43,11,107,66,299,26,552
LGA61210,9,99,28,77,3,230,10,9,47,36,93,10,196,0,0,5,5,4,0,16,3,0,7,14,78,0,98,6,0,4,3,33,12,57,105,29,354,282,1173,132,2072
LGA61410,230,1195,263,449,33,2773,565,336,1395,604,984,111,3990,47,11,125,65,115,11,371,76,11,131,118,504,19,856,32,11,75,43,141,59,357,2571,1129,6202,3003,7403,533,20837
LGA61510,18,58,33,83,0,224,25,19,103,125,292,28,584,4,0,15,5,22,3,50,0,3,8,17,85,0,118,0,0,5,10,45,18,77,119,58,382,366,1612,130,2670
LGA61610,62,350,109,175,19,781,126,60,399,266,607,43,1501,0,4,16,11,34,4,70,9,0,30,37,243,5,325,4,0,14,13,88,39,157,441,196,1446,1022,3797,295,7200
LGA61810,10,71,23,37,0,154,6,5,63,37,64,0,187,0,0,0,3,18,0,19,3,0,8,4,54,0,67,3,0,3,0,31,8,50,65,36,308,213,908,74,1597
LGA62010,0,14,4,7,3,28,4,7,10,15,10,0,36,3,0,0,0,0,0,3,0,0,0,0,5,0,7,0,0,0,0,4,0,8,13,12,62,51,120,16,275
LGA62210,8,66,23,58,0,169,14,9,73,45,99,12,259,0,0,7,4,4,0,18,0,0,4,4,47,0,59,0,0,6,0,27,14,47,62,24,252,187,872,88,1484
LGA62410,9,39,11,20,0,91,12,10,29,26,36,7,121,8,4,7,10,12,0,33,3,0,0,0,16,0,23,0,0,6,0,17,9,37,134,36,289,208,528,72,1265
LGA62610,107,509,167,372,19,1524,532,181,978,546,1131,106,3478,39,15,118,43,104,9,322,76,14,123,72,424,17,733,79,8,83,34,147,86,436,2610,559,4217,2125,6274,541,16332
LGA62810,320,1366,204,221,34,3467,1177,370,2299,437,397,98,4779,120,45,282,68,84,9,611,120,21,195,90,217,16,659,110,8,151,41,75,64,449,5916,1561,9667,2374,3304,510,23328
LGA63010,64,229,78,131,11,626,88,55,249,150,263,23,816,11,6,40,17,31,0,113,16,11,23,16,163,4,227,6,3,25,17,56,36,152,462,234,1271,733,2387,241,5331
LGA63210,11,60,24,45,0,153,12,15,80,68,99,6,284,0,0,3,3,16,3,30,4,0,3,10,71,0,89,0,0,0,6,30,13,47,93,57,319,290,953,78,1784
LGA63410,3,19,3,7,0,44,0,6,19,8,20,0,59,0,0,0,0,9,4,4,0,0,0,0,21,0,24,0,0,6,0,8,0,15,25,17,101,75,270,27,512
LGA63610,202,905,163,271,29,2197,395,226,1028,370,492,67,2575,50,18,110,41,84,6,298,50,27,97,75,266,13,527,41,5,75,41,102,38,297,2323,895,4895,1942,4273,387,14706
LGA63810,30,183,47,102,7,400,45,34,186,131,304,25,717,0,0,10,5,17,3,36,3,0,4,17,118,0,148,5,0,5,8,47,12,80,185,103,632,466,1964,114,3462
LGA64010,158,1210,264,482,52,2702,748,318,1993,782,1437,133,5414,30,15,93,54,106,19,314,56,19,121,99,597,21,910,38,3,106,51,226,97,528,2540,825,6424,2801,8552,743,21881
LGA64210,53,267,57,144,14,617,89,72,375,216,395,41,1179,9,4,21,25,38,7,106,0,3,18,26,204,3,256,4,0,15,17,91,22,154,329,201,1351,884,2939,243,5950
LGA64610,24,135,35,89,8,324,55,42,217,124,276,36,743,0,4,10,7,29,0,47,0,3,10,25,140,0,178,0,0,10,12,47,23,98,189,117,781,577,1994,162,3817
LGA64810,39,219,71,154,8,580,57,47,231,165,371,38,911,8,3,36,10,51,0,119,10,0,34,42,157,5,247,5,3,22,12,63,27,128,327,186,1055,786,2727,205,5281
LGA65010,14,57,22,60,6,162,13,7,63,63,126,19,281,0,0,4,3,11,0,24,4,0,8,3,65,0,88,4,0,8,5,25,8,49,59,32,270,235,999,91,1681
LGA65210,9,20,5,11,0,51,8,4,21,22,30,0,83,17,0,14,11,30,0,67,0,0,3,0,3,0,11,0,0,6,8,6,9,22,68,21,131,84,271,28,594
LGA65410,34,213,49,104,7,450,67,55,194,164,305,29,810,3,0,3,10,11,0,25,3,0,0,25,150,3,184,3,0,7,4,42,23,77,186,135,703,540,2021,151,3733
LGA65610,0,42,8,31,3,102,0,4,25,14,28,6,81,0,0,4,4,6,0,13,5,0,4,0,23,3,40,0,0,0,5,9,5,21,52,16,161,110,540,61,940
LGA65810,69,463,135,174,21,1067,220,130,578,297,451,51,1719,18,3,20,8,46,0,93,21,6,40,48,227,9,345,10,0,27,18,81,30,169,731,325,2022,1242,3344,250,7904
LGA69499,0,3,0,4,0,9,6,3,10,6,5,4,30,0,0,0,0,0,0,7,0,0,0,0,4,0,7,0,0,3,0,4,0,9,17,5,42,21,87,15,181
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,9
LGA70200,124,415,116,193,26,1064,501,191,1075,369,430,72,2635,20,13,93,28,71,10,234,48,19,118,56,227,13,476,22,3,70,31,118,66,313,1332,538,3050,1467,3260,364,10006
LGA70420,23,56,26,28,7,175,33,10,81,41,63,16,248,3,0,8,6,10,3,32,0,0,3,0,17,0,24,0,5,0,0,10,12,30,112,56,267,194,503,83,1226
LGA70540,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
LGA70620,11,28,7,18,6,84,0,0,16,10,25,15,57,5,0,8,4,3,0,18,0,0,4,0,3,0,10,0,0,0,0,3,4,13,32,16,84,59,190,51,436
LGA70700,8,14,4,18,0,47,3,4,9,10,4,0,27,0,0,6,0,4,0,8,0,0,0,0,3,0,7,0,0,0,0,0,3,7,15,12,53,50,119,15,258
LGA71000,385,1341,326,484,58,3446,1295,480,2745,686,831,180,6217,93,19,215,80,162,24,590,145,32,285,161,525,40,1191,129,30,281,136,347,166,1092,5515,1876,11277,4677,8620,1097,33056
LGA71150,0,3,0,0,0,11,5,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,43,5,63,29,35,4,177
LGA71300,21,60,27,36,10,184,17,7,22,13,53,14,118,3,0,8,6,19,3,41,6,0,4,0,19,5,31,0,0,0,0,17,16,37,70,33,158,81,342,69,760
LGA72200,33,137,43,93,9,363,88,45,220,116,150,15,642,0,3,11,10,13,0,30,0,0,15,12,89,0,125,6,5,24,9,56,26,122,262,121,776,523,1375,142,3201
LGA72300,70,211,91,189,23,640,47,65,158,131,194,30,622,4,4,24,19,54,3,106,3,5,31,32,304,8,380,8,0,35,51,201,45,342,280,267,1175,1170,3980,300,7162
LGA72330,10,43,7,18,5,100,3,4,24,3,46,10,102,3,3,13,3,19,8,52,0,0,3,3,9,0,16,0,0,0,0,4,8,14,39,28,144,72,273,61,623
LGA72800,139,457,149,337,23,1267,216,160,631,319,469,42,1834,15,10,43,35,94,11,196,25,9,75,66,394,16,574,22,6,64,69,300,79,541,904,552,2818,2229,6158,406,13072
LGA73600,7,71,16,50,5,168,3,3,18,15,43,7,84,0,0,3,10,21,0,40,3,0,11,0,16,0,40,0,0,0,0,11,6,22,46,25,155,104,393,59,781
LGA74050,11,34,6,23,14,95,5,7,9,10,9,0,33,0,0,0,0,3,5,7,0,0,3,0,0,5,7,0,0,0,0,3,0,4,17,20,62,19,98,36,249
LGA74550,10,23,8,19,4,67,3,3,7,8,23,6,45,0,0,5,0,5,4,19,0,0,0,0,9,3,13,0,0,4,0,7,3,13,20,13,76,69,254,36,478
LGA74560,0,8,0,0,0,16,0,0,3,6,3,0,14,4,5,3,0,3,0,8,0,0,0,0,4,0,4,0,0,0,0,3,0,3,17,4,36,19,54,7,141
LGA74660,16,49,9,49,8,140,13,5,39,14,73,9,160,0,0,4,0,36,11,64,0,0,6,9,17,0,31,0,0,0,4,9,6,16,63,32,174,105,424,61,864
LGA74680,4,35,0,19,9,79,0,0,3,5,13,0,30,0,0,0,6,4,0,8,0,0,3,3,18,3,36,0,0,0,0,0,8,10,23,8,60,34,97,34,254
LGA79399,26,90,26,49,0,221,44,41,151,48,77,8,376,6,0,10,8,16,3,45,0,4,9,9,45,0,62,3,0,14,8,28,24,75,173,126,586,348,1062,97,2396
LGA79499,3,11,4,0,0,23,4,5,21,3,3,3,44,0,0,6,0,4,0,12,0,0,0,0,0,0,5,4,0,0,0,8,13,23,38,22,118,55,120,31,378
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,6,30,0,40
LGA89399,1934,7809,1616,2009,214,20050,5179,1769,9991,3386,3474,516,24318,534,217,1166,383,643,55,2991,656,175,1196,834,2269,122,5249,673,80,929,387,657,544,3271,42942,12822,70335,24995,35590,4016,190703
LGA89499,0,3,0,6,0,13,3,0,8,5,0,0,22,0,0,0,0,3,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,3,24,4,49,15,42,0,138
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,11,31,7,11,4,70,5,8,34,16,17,6,91,0,0,3,6,15,3,29,0,0,7,3,17,0,31,0,0,0,3,23,3,35,52,31,183,132,345,61,798
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
