LGA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA26430,4500,4576,9075,181,200,383,22,24,45,330,350,679,21,18,38,0,5,3,8,5,12,0,0,5,0,0,0,4,0,4,0,0,0,380,397,778,16,13,25,8,6,20,591,613,1208,546,541,1079,5632,5726,11362
LGA26490,14651,14992,29648,935,986,1916,51,38,91,1554,1624,3171,35,38,66,11,15,29,15,13,31,7,15,17,4,12,15,3,3,5,0,0,0,1679,1749,3426,78,88,164,36,52,92,2728,2872,5600,998,991,1986,18377,18857,37233
LGA26610,8480,8361,16841,499,578,1077,71,71,148,402,457,859,24,23,48,21,17,38,0,7,8,0,0,4,11,10,15,4,3,8,0,0,0,526,596,1125,124,42,165,17,25,47,1165,1239,2404,983,917,1906,10621,10522,21150
LGA26670,2523,2469,4986,95,96,199,66,67,130,121,108,230,10,8,17,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,201,189,388,18,11,32,3,5,14,325,303,627,289,265,554,3131,3031,6164
LGA26700,11772,12504,24276,642,700,1343,65,95,161,747,840,1591,50,59,106,9,10,14,5,13,15,7,7,17,17,22,37,0,0,4,0,0,0,904,1029,1938,29,34,59,33,39,72,1611,1802,3418,863,958,1816,14245,15267,29510
LGA26730,13741,14860,28602,678,756,1440,35,45,80,1154,1287,2438,59,50,110,21,17,40,15,10,20,12,12,16,3,3,9,4,0,0,0,0,0,1293,1435,2727,57,61,123,43,34,74,2070,2287,4356,1020,1051,2069,16830,18199,35030
LGA26810,17325,17808,35128,1043,1114,2160,115,98,212,1393,1397,2795,84,68,159,28,16,42,32,23,57,11,16,29,3,7,12,55,33,88,0,0,0,1730,1663,3389,58,66,122,62,54,113,2894,2898,5794,2529,1709,4239,22752,22413,45166
LGA26890,1626,1589,3219,65,71,127,4,4,9,68,73,148,7,0,10,12,17,30,0,0,0,0,0,3,0,4,4,0,0,4,0,0,0,102,101,206,0,3,3,3,0,5,171,178,343,190,207,393,1991,1969,3959
LGA26980,66263,71543,137805,1775,1731,3500,183,184,366,8771,8925,17701,105,108,218,65,51,117,47,49,99,79,75,152,23,24,50,30,34,65,0,0,0,9314,9455,18765,791,781,1576,174,143,317,12052,12111,24161,2867,3088,5954,81179,86745,167917
LGA27070,93261,95228,188492,2042,2077,4117,187,180,367,10956,10773,21738,131,125,259,45,48,95,40,43,88,33,27,60,27,39,63,25,32,55,0,0,0,11454,11275,22724,568,625,1197,185,152,334,14251,14124,28374,4690,4740,9431,112195,114096,226294
LGA27170,16401,17457,33862,651,685,1335,549,565,1113,1523,1615,3136,247,193,440,47,28,71,33,34,67,18,16,30,35,26,61,35,29,63,0,0,0,2490,2503,4988,79,84,166,54,52,111,3276,3320,6598,1134,1123,2259,20807,21911,42717
LGA27260,111968,111522,223495,3495,3522,7020,631,568,1200,17724,16984,34708,261,297,558,223,210,433,108,104,219,100,91,194,60,73,135,51,61,112,0,0,0,19160,18394,37558,1467,1526,2991,346,281,623,24466,23719,48185,8572,6999,15576,145012,142242,287252
LGA27350,30081,31654,61738,1603,1670,3276,345,428,772,7659,8153,15814,207,257,471,97,114,214,111,117,232,49,47,92,29,42,69,70,78,148,0,0,0,8578,9234,17810,722,745,1460,138,115,255,11042,11756,22803,2443,2265,4712,43573,45679,89252
LGA27450,66363,67979,134340,1181,1274,2454,76,73,146,5066,5418,10487,60,61,118,22,23,43,26,22,51,13,21,32,19,19,37,4,8,12,0,0,0,5295,5636,10928,215,183,403,118,84,199,6811,7175,13987,3028,2819,5848,76195,77976,154174
LGA27630,2763,2660,5428,99,111,215,7,11,10,114,113,224,3,4,9,5,0,10,0,0,0,4,3,3,4,4,7,0,4,4,0,0,0,146,132,272,4,7,6,0,7,5,249,253,502,286,286,572,3297,3204,6501
LGA29399,233,197,432,22,19,42,10,16,29,66,63,131,21,21,35,0,3,4,0,7,11,9,0,9,0,0,0,0,0,0,0,0,0,111,109,215,12,5,16,0,6,13,150,145,286,119,114,236,495,457,953
LGA29499,847,576,1426,345,229,576,90,83,174,1209,1233,2442,81,96,179,32,23,50,27,26,52,19,13,29,15,11,22,7,9,20,0,0,0,1475,1495,2970,159,136,290,24,22,48,2008,1884,3889,2274,1409,3682,5124,3875,9002
LGA29799,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,27,36,6,38
LGA30250,368,376,747,91,120,213,0,0,0,0,0,0,17,23,46,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,25,26,55,0,0,0,3,3,10,117,154,273,32,35,69,522,561,1082
LGA30300,1640,1583,3218,137,170,299,24,15,42,10,7,14,109,124,230,0,0,0,6,0,5,0,0,0,3,0,3,0,0,0,0,0,0,145,154,298,5,0,5,4,0,5,284,322,607,211,212,426,2134,2125,4255
LGA30370,5406,5094,10494,367,400,769,23,30,54,7,9,20,436,512,942,4,5,4,6,7,12,3,4,7,7,0,6,0,0,0,0,0,0,482,566,1044,24,18,43,20,17,42,898,1003,1896,1057,858,1916,7357,6958,14313
LGA30410,1061,1049,2107,90,83,170,10,11,23,4,0,12,67,91,150,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,81,111,191,4,0,4,10,4,13,183,200,381,176,153,329,1422,1398,2819
LGA30450,107,98,203,7,4,13,0,0,6,3,3,5,15,15,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24,21,50,3,0,0,0,0,0,37,34,65,18,20,40,156,151,303
LGA30760,734,724,1457,60,62,122,9,7,12,0,0,0,34,62,105,0,5,5,0,0,0,0,0,5,0,0,5,0,3,3,0,0,0,47,86,132,0,0,0,8,0,13,120,147,267,81,76,155,934,947,1882
LGA30900,159,158,317,4,6,10,7,4,15,3,0,4,15,22,32,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,33,30,58,0,0,0,0,0,0,38,40,69,34,29,60,227,222,448
LGA31000,463460,482050,945510,14468,15623,30090,4655,4561,9221,3378,3551,6927,79312,83703,163018,786,788,1570,680,690,1370,349,368,717,537,524,1062,619,597,1216,4,8,18,90318,94798,185118,6567,6791,13363,1828,1583,3416,113182,118799,231980,28022,23757,51780,604663,624597,1229270
LGA31750,122,110,230,4,4,11,3,3,10,0,5,3,30,12,42,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,57,0,0,0,0,0,0,44,25,68,20,10,32,186,145,332
LGA31820,37308,38598,75910,1256,1433,2689,364,375,740,250,250,496,4933,5432,10362,35,28,59,45,42,89,53,42,91,38,34,77,15,16,31,0,0,0,5728,6216,11952,248,238,484,181,150,328,7409,8049,15453,3659,3338,7001,48379,49979,98361
LGA31900,6521,6310,12831,341,391,728,38,51,90,37,25,63,463,522,986,8,9,15,5,11,21,7,6,18,0,3,4,0,0,4,0,0,0,565,631,1196,67,18,87,15,12,24,992,1043,2037,893,771,1662,8408,8122,16534
LGA31950,156,115,274,5,5,13,3,3,9,0,0,0,17,12,30,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,21,20,43,0,0,0,0,0,0,33,25,58,50,31,86,242,172,410
LGA32080,60116,61998,122117,2341,2595,4935,595,607,1204,638,718,1351,8450,9354,17805,147,176,322,172,203,381,69,60,131,239,226,467,74,80,146,0,0,0,10381,11427,21810,524,506,1026,301,258,560,13547,14785,28326,7811,6956,14768,81469,83737,165207
LGA32250,779,703,1487,51,52,101,15,10,22,0,3,10,74,80,151,6,8,13,0,0,3,0,0,4,0,5,4,0,0,0,0,0,0,103,112,211,0,0,0,0,5,7,159,168,322,159,102,261,1093,972,2066
LGA32260,11237,10748,21985,747,704,1451,73,65,142,67,69,132,838,888,1728,19,17,40,7,21,25,15,8,26,35,29,63,3,7,10,0,0,0,1053,1110,2161,121,67,191,33,18,45,1950,1901,3858,1645,1397,3041,14833,14052,28884
LGA32270,10040,9467,19510,1114,1100,2214,93,94,186,26,36,56,954,1015,1969,13,6,17,17,28,44,9,5,11,14,14,24,4,0,6,0,0,0,1118,1193,2312,125,60,176,37,32,67,2390,2384,4771,1908,1273,3180,14344,13121,27467
LGA32310,4160,4270,8430,260,322,586,27,20,47,19,4,26,402,430,831,3,4,15,3,10,17,5,5,3,13,12,30,0,0,0,0,0,0,470,490,964,11,7,21,31,25,57,779,848,1625,887,752,1635,5825,5874,11699
LGA32330,520,548,1063,28,29,52,0,0,0,0,0,0,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,19,0,0,0,0,0,0,38,39,75,17,18,35,576,604,1177
LGA32450,1309,1023,2336,109,101,208,13,17,30,6,3,14,209,162,368,3,0,0,5,3,10,0,0,0,4,0,6,0,0,0,0,0,0,245,190,432,4,3,10,9,12,21,364,308,675,359,228,587,2039,1565,3599
LGA32500,1549,1345,2893,148,159,301,21,16,34,3,0,9,153,159,310,8,6,14,9,12,23,3,3,9,7,4,13,0,0,0,0,0,0,209,200,415,18,12,28,11,0,14,382,377,761,466,352,816,2402,2066,4468
LGA32600,103,88,192,0,0,0,0,0,0,3,0,6,16,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,35,0,0,0,0,0,0,14,21,35,24,15,36,138,128,264
LGA32750,69,59,123,4,6,14,4,4,12,0,0,0,17,20,36,0,0,3,5,0,0,0,0,0,5,7,9,0,0,0,0,0,0,34,33,63,3,0,3,0,0,0,40,42,87,32,20,54,137,120,263
LGA32770,591,574,1161,37,36,75,0,0,0,0,0,3,19,26,45,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,28,35,62,0,7,4,3,0,3,72,78,145,31,23,48,687,673,1363
LGA32810,4277,4105,8382,383,395,780,105,118,224,118,102,221,383,417,803,20,26,48,34,31,68,14,9,23,11,19,34,5,4,12,0,0,0,696,741,1441,50,39,86,20,23,43,1152,1201,2353,778,711,1487,6209,6010,12217
LGA33100,278,231,508,8,6,20,9,10,16,0,0,0,28,31,57,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,39,44,86,5,0,3,0,0,0,49,61,115,52,42,92,382,332,712
LGA33200,526,541,1064,37,48,84,3,8,5,3,0,3,54,57,109,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,59,69,126,6,0,6,4,3,9,108,119,225,93,97,191,726,752,1480
LGA33220,41104,43504,84610,1500,1726,3226,579,596,1177,445,463,905,5145,5681,10825,73,64,135,73,76,156,69,63,132,65,55,126,29,32,64,4,0,3,6483,7040,13524,189,186,374,175,196,366,8351,9145,17495,4491,3649,8138,53945,56297,110238
LGA33360,24190,23504,47693,1316,1487,2804,143,155,296,125,135,263,3134,3292,6430,29,33,62,65,49,110,22,27,53,38,55,87,10,9,17,0,0,0,3563,3750,7310,149,133,280,143,100,242,5164,5474,10640,2478,1943,4422,31833,30923,62758
LGA33430,227434,240322,467756,7673,8277,15946,5221,5975,11200,2644,3001,5642,33546,36878,70424,367,418,787,299,360,665,265,318,589,160,167,329,249,269,518,5,6,14,42763,47404,90161,2596,2710,5308,1265,1135,2403,54296,59524,113829,18352,18700,37055,300087,318550,618638
LGA33610,3872,3861,7736,320,350,672,71,90,163,10,5,18,268,272,539,3,0,3,7,3,6,0,3,3,0,7,7,0,0,3,0,0,0,361,383,746,18,6,27,18,15,33,716,760,1479,512,459,978,5097,5085,10185
LGA33620,20422,20800,41221,836,891,1727,156,174,328,103,115,220,2366,2609,4978,31,27,52,25,31,52,28,19,48,18,20,36,11,10,19,5,4,3,2730,3002,5735,87,62,149,91,86,174,3744,4044,7783,2021,1792,3811,26186,26632,52817
LGA33800,4395,4293,8686,190,187,380,26,25,54,7,11,20,330,318,648,4,4,14,4,8,15,4,0,4,10,5,13,0,0,0,0,0,0,392,379,769,10,5,12,19,11,24,603,579,1186,527,460,986,5523,5328,10853
LGA33830,445,404,845,9,18,31,0,0,0,0,0,3,7,7,22,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,11,26,0,0,0,0,0,0,27,30,60,26,25,54,496,462,962
LGA33960,85450,88132,173585,3025,3377,6397,845,917,1761,447,414,860,12898,13860,26763,121,136,257,86,91,173,44,51,94,181,160,345,76,80,157,0,0,0,14699,15712,30417,503,582,1087,474,385,865,18702,20058,38760,7324,6281,13608,111477,114473,225950
LGA33980,7260,6264,13526,717,794,1512,73,65,141,18,13,33,858,854,1706,0,3,5,27,17,41,3,0,3,5,11,15,4,0,6,0,0,0,991,961,1949,46,48,97,36,31,74,1790,1839,3629,3183,1435,4620,12239,9543,21773
LGA34420,438,471,909,8,10,19,0,0,0,0,0,0,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,23,19,46,54,53,109,520,549,1066
LGA34530,14654,14646,29298,904,1049,1947,92,95,184,57,57,118,1565,1639,3203,22,22,39,26,23,51,6,11,18,15,22,40,10,15,23,0,0,0,1796,1882,3678,60,49,108,52,36,94,2816,3021,5834,2608,1304,3908,20078,18969,39040
LGA34570,271,240,515,14,15,30,0,0,0,0,0,0,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,0,0,0,0,0,0,27,22,53,35,35,70,332,303,635
LGA34580,16001,15919,31919,778,759,1539,126,156,288,50,69,123,1599,1829,3432,18,22,37,8,13,19,11,25,37,6,14,18,3,3,6,0,0,0,1819,2140,3957,99,109,211,78,65,143,2782,3072,5848,1374,1502,2875,20154,20493,40642
LGA34590,131647,135179,266822,2829,3121,5952,1011,1038,2047,569,570,1135,18763,19642,38403,102,106,203,107,102,206,79,69,144,60,77,138,49,57,104,0,4,6,20733,21657,42393,879,927,1810,650,543,1197,25091,26255,51345,11134,11030,22162,167873,172458,340330
LGA34710,1277,1277,2555,108,117,225,10,9,18,6,8,14,121,173,293,0,0,0,4,8,7,4,0,5,9,11,13,0,0,0,0,0,0,154,205,354,8,3,13,7,4,7,266,326,593,234,216,453,1778,1825,3603
LGA34770,45264,45366,90631,1782,1931,3709,288,334,624,182,185,367,6081,6548,12625,40,46,83,63,70,129,25,20,47,54,54,105,12,9,23,0,0,0,6751,7270,14020,176,211,383,175,125,300,8877,9537,18418,6351,4874,11225,60492,59778,120269
LGA34800,281,237,515,13,21,32,7,11,22,0,0,0,34,37,65,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,48,55,103,0,4,5,0,4,4,66,81,145,108,54,159,447,373,821
LGA34830,157,157,315,10,17,33,0,0,0,0,4,4,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23,0,0,0,0,0,0,22,31,56,29,21,52,214,208,418
LGA34860,4666,4634,9298,388,428,816,35,28,63,13,20,32,426,453,875,0,0,4,5,7,16,0,0,0,9,3,15,0,0,0,0,0,0,488,509,998,21,36,62,22,19,37,927,993,1915,715,722,1438,6301,6347,12653
LGA34880,8262,8170,16431,475,487,965,38,58,100,46,37,84,632,638,1274,3,15,22,21,20,40,3,3,5,23,22,40,7,0,6,0,0,0,772,797,1566,32,38,72,36,30,60,1313,1351,2667,2421,1155,3579,11992,10679,22672
LGA35010,182996,192019,375014,5596,6191,11787,1431,1502,2929,951,987,1933,24261,26811,51074,155,179,331,176,187,359,116,154,269,148,149,300,152,162,311,3,3,3,27391,30122,57515,1116,1188,2299,775,729,1502,34873,38229,73104,12263,10673,22940,230134,240924,471053
LGA35250,386,409,794,34,34,69,0,0,3,0,0,0,28,33,59,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,29,32,62,0,3,3,0,0,0,59,73,133,45,51,96,492,531,1024
LGA35300,6677,6371,13053,918,930,1849,67,55,120,32,17,46,509,543,1050,19,19,31,18,16,40,8,6,15,41,41,86,3,0,3,0,0,0,693,703,1393,77,74,150,61,38,99,1750,1744,3495,1058,821,1876,9485,8938,18427
LGA35600,1405,1486,2896,120,151,270,7,13,19,0,3,5,88,113,206,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,104,129,243,9,9,12,3,9,14,239,295,535,243,255,500,1896,2032,3928
LGA35670,326,343,663,16,21,33,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,18,0,0,0,0,0,0,30,30,55,73,77,153,433,441,876
LGA35740,21173,22449,43619,864,985,1853,370,371,736,407,446,852,2225,2457,4681,29,34,62,43,37,80,15,25,34,22,36,57,14,13,26,3,0,0,3123,3418,6541,242,225,465,84,77,161,4310,4709,9018,1668,1646,3318,27153,28803,55952
LGA35760,3856,3747,7602,245,224,471,28,20,47,17,18,38,276,295,570,0,4,6,5,5,13,0,0,0,4,3,9,0,0,0,0,0,0,336,349,686,28,13,42,12,11,23,622,595,1218,587,578,1162,5060,4915,9975
LGA35780,1065,1138,2206,43,59,106,3,0,4,0,0,0,56,60,108,0,0,4,0,4,5,0,0,0,4,0,4,0,0,0,0,0,0,63,62,125,0,0,0,3,0,3,108,121,238,151,148,298,1325,1411,2732
LGA35790,894,936,1831,23,32,55,0,0,0,0,0,0,25,23,50,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,27,27,57,0,0,0,0,0,3,50,62,113,50,72,125,992,1073,2068
LGA35800,626,632,1258,59,45,107,7,5,11,3,3,5,67,88,157,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,82,99,180,6,3,13,0,0,0,149,155,295,50,49,104,824,829,1656
LGA36070,224,245,471,18,7,22,0,0,0,3,0,10,11,12,20,0,0,0,0,0,0,3,4,8,4,0,4,0,0,0,0,0,0,20,16,37,5,0,6,0,0,0,38,25,68,42,29,73,301,297,601
LGA36150,285,255,543,13,23,31,6,0,5,0,0,0,16,26,46,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,53,0,3,3,0,6,5,39,55,97,26,21,50,349,331,685
LGA36250,63192,66243,129439,1954,2163,4116,479,519,1006,268,293,557,7306,7748,15059,34,39,70,48,42,89,33,40,72,27,20,48,44,34,83,0,0,0,8241,8751,16986,350,367,722,195,144,336,10735,11424,22162,3044,3066,6106,76972,80737,157709
LGA36300,258,258,517,20,22,37,5,3,9,0,0,0,25,22,49,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,59,0,0,0,0,0,0,53,48,102,74,57,129,382,369,753
LGA36370,30283,31454,61739,1118,1222,2340,175,154,334,93,77,168,4355,4910,9263,31,31,57,29,37,69,13,11,23,36,40,75,13,18,29,0,0,0,4739,5277,10020,153,151,308,156,131,291,6171,6781,12955,3512,2751,6265,39974,40987,80959
LGA36510,16592,17041,33636,815,911,1731,167,189,350,73,84,160,1494,1625,3121,27,21,52,18,13,26,9,10,20,15,14,34,15,14,23,0,0,0,1816,1971,3782,54,70,122,68,58,120,2754,3005,5757,1720,1475,3201,21068,21526,42596
LGA36580,9961,9841,19807,460,432,893,66,55,123,42,40,86,935,995,1932,11,8,14,8,4,17,9,7,15,8,7,14,5,3,7,0,0,0,1083,1125,2205,50,49,94,34,36,71,1621,1641,3262,960,823,1782,12542,12306,24851
LGA36630,12346,12334,24680,802,923,1722,59,69,129,32,27,64,1251,1319,2565,9,8,16,13,12,25,12,15,30,19,14,36,5,0,5,0,0,0,1404,1463,2862,72,40,113,54,49,104,2329,2477,4804,1658,1553,3213,16337,16363,32696
LGA36660,13779,14268,28047,851,965,1819,182,173,359,41,34,73,1197,1268,2464,13,17,29,3,6,10,8,5,14,13,14,25,6,3,6,0,0,0,1454,1519,2975,44,40,85,40,28,70,2391,2555,4950,1511,1457,2975,17687,18281,35969
LGA36720,125316,135483,260805,4831,5324,10158,1666,1896,3558,1529,1719,3252,17983,20289,38274,182,224,408,180,195,383,165,214,385,153,161,312,170,158,326,0,0,3,22031,24864,46899,1093,1202,2299,579,589,1169,28539,31979,60519,9139,8915,18056,162993,176383,339371
LGA36820,9742,9996,19738,555,663,1218,62,70,135,45,51,94,901,994,1890,15,7,22,26,19,46,7,7,9,18,28,45,3,0,10,0,0,0,1073,1175,2247,55,31,87,40,34,78,1720,1914,3639,1374,1304,2681,12837,13216,26053
LGA36910,64480,69050,133531,2383,2432,4820,547,561,1104,237,233,472,9448,10603,20054,60,54,111,43,44,85,45,40,84,67,62,130,49,45,94,0,0,0,10489,11636,22134,365,367,733,257,237,499,13502,14679,28184,4827,4668,9497,82811,88395,171201
LGA36950,1296,1312,2617,60,70,132,4,4,9,8,9,22,145,151,292,5,0,6,4,6,14,0,3,3,4,0,0,3,5,7,0,0,0,170,180,351,3,3,6,6,4,16,242,258,502,142,118,264,1683,1695,3380
LGA36960,1764,1764,3531,66,61,124,0,0,0,0,5,6,70,92,160,0,0,0,0,4,5,0,0,0,0,3,3,0,0,0,0,0,0,71,101,175,0,0,0,4,3,5,139,171,307,121,108,233,2019,2048,4072
LGA37010,70395,71968,142360,2327,2646,4975,720,709,1429,588,587,1173,10490,11727,22219,122,122,243,147,161,301,61,65,127,186,181,368,110,107,216,0,0,0,12423,13663,26086,449,449,897,352,274,628,15550,17035,32581,9150,6548,15691,95090,95547,190636
LGA37300,1382,1261,2639,196,189,381,16,11,29,7,9,12,177,186,361,0,0,0,16,16,34,0,0,0,9,11,16,0,0,3,0,0,0,218,233,451,8,10,17,10,5,20,438,433,868,294,212,505,2106,1909,4021
LGA37310,12621,12348,24967,1063,1146,2209,141,142,282,45,40,82,1032,1073,2107,11,5,15,20,28,52,3,7,12,17,15,27,0,0,6,0,0,0,1267,1307,2579,47,57,99,63,57,119,2439,2566,5008,1875,1555,3433,16935,16470,33406
LGA37340,12948,12223,25168,1202,1327,2525,289,331,622,190,227,414,1382,1495,2878,66,72,143,62,68,127,22,17,44,33,29,63,13,13,27,0,0,0,2054,2253,4308,165,133,290,59,52,109,3472,3763,7237,2497,1874,4368,18919,17863,36778
LGA37400,379,397,777,24,24,53,0,7,11,0,5,7,25,44,70,0,0,0,0,0,4,0,0,4,4,0,5,0,0,6,0,0,0,44,59,97,0,0,0,0,7,6,70,88,158,88,84,176,535,576,1110
LGA37550,368,428,794,46,48,94,0,0,0,0,0,0,27,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,73,0,0,0,0,0,0,78,88,167,19,23,44,467,537,1002
LGA37570,102,123,224,4,15,16,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,17,19,36,7,4,8,128,144,269
LGA37600,1104,1166,2272,36,34,79,0,0,0,0,0,0,20,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,44,0,0,0,0,0,0,60,60,122,34,36,68,1205,1258,2464
LGA39499,1455,1091,2545,722,578,1295,431,462,889,277,302,586,2200,2296,4494,80,73,160,117,139,261,44,47,95,39,59,96,24,25,51,0,0,0,3220,3403,6627,166,178,343,60,50,111,4166,4209,8378,2204,1478,3681,7825,6776,14601
LGA39799,39,5,47,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,109,24,130,149,28,183
LGA40070,7590,7395,14987,941,982,1925,286,220,510,244,264,510,105,128,229,1882,1907,3784,41,46,79,33,35,65,39,55,93,22,26,51,0,0,0,2657,2678,5329,298,265,565,64,32,92,3959,3955,7911,1165,852,2013,12712,12202,24916
LGA40120,17390,17682,35069,375,415,790,70,50,115,80,90,166,43,32,70,1080,1185,2274,9,18,26,7,9,14,27,30,55,11,6,17,3,0,4,1323,1426,2750,65,69,140,23,8,37,1793,1922,3709,923,839,1763,20098,20439,40543
LGA40150,4220,3911,8133,53,44,101,5,5,10,4,3,10,8,11,16,382,380,758,3,3,5,0,0,0,4,4,8,0,0,0,0,0,0,407,403,815,7,6,15,15,11,20,487,466,946,378,270,650,5084,4652,9730
LGA40220,11503,12100,23602,431,469,900,35,29,65,50,54,107,38,27,66,965,1040,2011,18,16,37,3,8,8,17,15,29,0,0,0,0,0,0,1127,1191,2323,45,45,89,24,34,61,1629,1747,3377,771,765,1536,13901,14607,28514
LGA40250,844,963,1800,86,91,167,0,0,0,3,10,14,7,5,11,35,46,80,0,7,13,0,0,0,7,25,30,3,0,3,0,0,0,59,96,156,0,0,0,0,3,3,144,186,333,75,104,178,1058,1249,2308
LGA40310,10456,10699,21151,279,308,589,38,35,71,39,37,71,30,33,63,781,860,1640,18,12,26,4,9,18,10,17,30,6,6,5,0,0,0,923,1011,1929,43,35,78,14,18,30,1256,1366,2630,521,536,1060,12234,12603,24834
LGA40430,1086,1041,2129,33,40,69,5,6,10,6,3,8,4,4,10,68,70,136,0,0,0,0,0,6,3,3,3,0,0,0,0,0,0,86,91,173,0,0,0,0,5,8,123,131,257,111,99,213,1315,1275,2590
LGA40520,4258,4297,8553,189,179,365,16,24,41,31,25,55,16,17,27,293,318,609,8,5,13,3,0,3,5,5,11,0,0,0,0,0,0,363,399,764,34,9,47,9,13,23,597,604,1205,321,326,645,5175,5229,10404
