LGA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA25990,2217,2103,4321,198,208,404,16,17,38,677,716,1391,26,24,53,16,19,39,5,8,7,0,0,3,4,4,5,3,4,4,0,0,0,747,789,1537,20,24,39,14,9,14,972,1027,1999,665,368,1034,3854,3502,7356
LGA26080,848,973,1823,100,103,200,7,7,15,378,412,795,0,6,12,0,4,0,3,4,6,4,3,7,7,4,10,0,6,4,0,0,0,402,446,849,31,22,53,3,0,4,535,577,1108,131,128,255,1508,1677,3187
LGA26170,8352,8389,16736,1630,1730,3365,81,91,172,2838,3086,5925,85,75,164,15,22,38,31,38,70,18,29,43,22,25,47,9,3,16,0,0,0,3095,3367,6465,145,149,292,61,52,110,4938,5294,10229,1079,1093,2170,14367,14769,29137
LGA26260,4704,4741,9450,997,1127,2121,60,73,133,1017,1122,2135,72,87,162,87,89,173,37,29,68,15,12,29,21,19,41,0,5,5,0,0,0,1312,1439,2754,95,119,209,52,34,87,2451,2719,5175,525,568,1094,7682,8029,15716
LGA26350,21292,23889,45180,2400,2575,4973,981,1141,2121,14063,15098,29160,608,727,1333,287,312,598,388,479,866,134,138,270,44,41,86,130,134,260,0,0,6,16636,18072,34710,4729,5286,10017,343,317,652,24107,26246,50351,2489,2722,5218,47888,52860,100751
LGA26430,3102,3078,6184,520,577,1105,101,101,204,932,979,1910,40,50,86,14,24,32,19,21,42,14,18,33,18,10,28,11,7,15,0,0,0,1145,1210,2355,70,94,164,20,26,44,1762,1900,3663,549,531,1081,5411,5518,10927
LGA26490,8861,8948,17812,2060,2112,4175,130,146,283,4595,4873,9466,106,100,205,34,25,58,59,60,115,17,20,38,29,34,67,25,20,44,0,0,0,4997,5282,10281,384,426,811,111,97,209,7556,7917,15473,1029,1077,2105,17446,17942,35389
LGA26610,5812,5784,11592,1162,1192,2353,181,188,367,985,1107,2096,47,52,101,44,41,85,30,23,56,10,12,27,28,12,40,4,5,3,0,0,0,1323,1450,2777,732,606,1337,61,50,112,3280,3295,6580,1007,927,1935,10099,10003,20104
LGA26670,1864,1768,3631,243,250,498,174,188,366,305,308,605,51,44,90,5,19,21,5,7,16,5,4,5,10,6,14,9,4,17,0,0,0,559,584,1144,50,39,91,11,15,32,872,886,1752,286,266,554,3020,2922,5940
LGA26700,8298,8661,16964,1681,1805,3484,222,266,494,2006,2250,4259,124,151,274,28,38,67,50,56,105,15,18,38,28,25,55,9,12,25,0,0,0,2483,2823,5309,185,232,422,86,104,185,4438,4964,9403,912,998,1906,13642,14622,28267
LGA26730,9055,9780,18836,1841,2073,3912,102,116,219,3099,3553,6651,117,122,238,78,98,181,68,59,128,18,33,45,32,29,55,6,5,16,0,0,0,3518,4021,7537,489,452,943,125,95,223,5967,6637,12612,1042,1096,2133,16066,17514,33579
LGA26810,11747,11936,23679,2476,2637,5114,310,307,620,3589,3736,7326,277,290,566,98,83,177,70,69,141,49,47,99,51,46,98,45,40,86,0,0,0,4492,4614,9107,318,377,695,141,136,279,7429,7764,15192,2587,1780,4373,21762,21480,43247
LGA26890,1224,1174,2402,169,163,331,28,23,52,179,181,361,9,15,22,54,63,112,4,8,12,0,5,3,4,3,5,0,0,0,0,0,0,274,290,569,18,24,45,7,0,14,472,487,958,203,202,403,1899,1861,3761
LGA26980,44058,48678,92732,2761,2841,5603,592,613,1201,18042,18795,36835,377,430,808,236,253,491,269,248,520,120,126,248,66,57,125,106,103,203,0,0,0,19802,20621,40418,7741,7790,15532,447,389,836,30748,31643,62392,3088,3348,6437,77889,83672,161559
LGA27070,59356,61273,120631,4118,4265,8379,766,795,1563,27488,28109,55600,509,490,999,290,345,630,279,282,553,89,98,192,155,142,298,70,86,152,0,0,0,29645,30345,59996,6600,6397,13001,653,512,1161,41010,41521,82533,4864,4860,9724,105231,107651,212885
LGA27170,9896,10540,20438,1574,1682,3258,1438,1499,2932,4050,4388,8439,529,465,988,93,78,171,105,103,215,52,49,99,106,98,199,87,77,167,0,0,0,6454,6751,13205,470,498,966,198,154,351,8697,9086,17785,1169,1154,2326,19761,20787,40551
LGA27260,58927,59378,118303,5780,5878,11659,2346,2273,4615,38761,38012,76774,1151,1170,2322,714,704,1415,797,745,1541,249,256,508,278,249,522,182,201,381,0,3,5,44480,43601,88075,15229,15188,30424,953,769,1719,66444,65439,131881,8620,7108,15727,133987,131930,265911
LGA27350,16692,17985,34676,2140,2233,4375,1151,1303,2456,13420,13772,27189,722,827,1547,304,332,639,467,491,956,138,147,281,62,87,149,212,241,450,0,0,0,16475,17195,33671,3885,4242,8122,456,347,808,22952,24023,46973,2535,2285,4821,42184,44292,86477
LGA27450,47378,48113,95491,3479,3763,7241,282,307,583,16019,17089,33106,246,311,556,63,66,132,122,137,257,53,60,114,53,44,101,26,23,47,0,0,0,16864,18041,34899,1100,1265,2361,358,320,683,21802,23383,45183,3150,2937,6091,72332,74437,146762
LGA27630,2112,2008,4119,263,267,529,24,30,60,362,379,749,23,27,47,23,14,33,11,11,20,0,3,3,10,16,20,0,0,0,0,0,0,458,477,934,22,31,48,19,18,35,761,788,1553,296,305,605,3166,3104,6272
LGA29399,138,116,254,22,21,47,14,7,26,88,94,185,23,10,43,8,0,4,4,8,12,8,9,10,0,5,5,3,0,3,0,0,0,149,132,282,50,49,100,5,15,17,227,224,451,122,110,233,488,450,935
LGA29499,538,340,876,170,99,264,102,82,184,1346,1306,2654,96,103,199,42,26,62,34,37,70,21,13,34,14,15,30,6,8,17,0,0,0,1660,1586,3243,283,285,568,58,39,95,2171,2008,4180,2241,1381,3624,4945,3734,8678
LGA29799,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,7,0,9,24,3,27,36,6,38
LGA30250,261,276,535,137,157,290,0,4,3,0,0,0,24,25,55,0,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,0,36,33,65,0,3,4,6,5,13,174,197,376,55,59,107,483,530,1013
LGA30300,1139,1051,2190,304,318,618,50,46,97,10,9,29,252,287,546,6,5,3,0,9,9,0,4,3,5,4,8,0,0,0,0,0,0,326,367,693,34,45,79,10,4,17,679,734,1409,209,214,424,2023,2003,4023
LGA30370,3780,3509,7290,694,749,1446,68,70,139,25,38,62,1088,1100,2186,8,9,14,23,26,51,5,4,13,15,14,32,0,3,8,0,0,0,1232,1262,2494,165,147,308,53,41,94,2145,2200,4343,1064,868,1925,6987,6572,13560
LGA30410,735,751,1492,178,162,342,17,25,34,3,3,8,193,210,404,0,3,3,9,9,12,0,0,0,3,8,9,0,0,0,0,0,0,224,255,479,11,15,25,8,5,11,425,436,859,185,157,340,1346,1342,2691
LGA30450,73,60,131,11,8,17,4,4,8,3,0,4,38,40,74,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,98,0,0,0,0,3,4,59,59,121,17,22,40,150,146,301
LGA30760,526,512,1032,113,127,248,26,14,35,7,3,7,119,137,258,0,5,7,0,0,4,5,0,6,5,0,7,0,3,3,0,0,0,153,174,328,0,9,11,10,10,19,285,317,604,84,81,161,887,909,1795
LGA30900,97,106,207,10,19,30,9,4,15,3,0,4,42,33,77,0,0,4,0,0,0,0,0,0,10,9,18,0,0,0,0,0,0,64,56,119,0,0,3,4,0,3,75,76,156,34,26,55,209,204,415
LGA31000,270086,283587,553677,25640,26566,52210,13384,13959,27345,7225,7549,14770,172157,179669,351825,2150,2258,4410,2596,2599,5195,862,863,1724,1472,1510,2986,1653,1639,3290,18,8,29,201527,210053,411578,43768,47691,91458,5877,4977,10855,276807,289286,566093,29668,25383,55055,576566,598259,1174824
LGA31750,79,69,147,10,10,25,14,9,25,0,3,3,35,23,56,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,41,108,5,0,4,4,0,0,81,58,141,23,15,37,182,135,318
LGA31820,24551,24995,49550,2737,3022,5756,1082,1101,2185,545,577,1118,11718,12926,24642,102,124,224,163,158,324,101,93,202,153,156,307,51,34,90,6,3,7,13924,15177,29100,1063,1133,2199,441,427,867,18163,19752,37921,3773,3480,7251,46489,48235,94722
LGA31900,4926,4692,9621,728,806,1537,86,82,165,56,50,103,1024,1132,2158,12,18,28,28,23,47,14,17,31,17,14,31,4,0,10,0,0,0,1241,1333,2571,200,179,376,40,46,83,2209,2357,4563,916,766,1688,8055,7817,15872
LGA31950,108,76,181,15,10,24,5,4,10,6,5,11,36,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,38,94,0,8,8,0,0,0,74,53,128,52,32,89,229,166,395
LGA32080,36765,37236,74004,4897,5270,10171,1653,1770,3419,1546,1612,3167,19009,20680,39691,494,546,1044,607,623,1226,165,160,322,607,639,1247,143,156,299,3,7,7,24229,26200,50425,2902,3419,6321,932,852,1784,32955,35747,68700,7971,7057,15028,77685,80041,157727
LGA32250,509,461,968,110,107,216,26,21,45,15,12,30,163,148,312,7,15,23,4,6,11,5,0,3,5,3,14,0,0,0,0,0,0,229,212,438,9,16,21,3,8,17,350,344,696,168,108,279,1028,916,1941
LGA32260,7794,7460,15259,1538,1508,3040,164,153,315,162,163,323,2003,2102,4103,45,44,84,76,75,146,21,14,38,75,72,147,4,10,15,0,0,0,2541,2634,5174,456,351,810,103,91,192,4644,4578,9219,1718,1417,3143,14159,13453,27612
LGA32270,5934,5329,11264,1882,1882,3761,259,236,499,75,94,167,2746,2800,5552,32,22,49,85,90,168,17,29,51,49,47,92,3,0,3,0,0,0,3260,3315,6573,362,349,711,147,123,274,5654,5665,11318,1949,1285,3232,13537,12274,25812
LGA32310,2884,2869,5750,499,646,1143,55,65,126,45,27,74,981,1076,2057,16,13,31,24,21,49,3,6,7,23,30,51,6,0,4,0,0,0,1155,1245,2404,76,79,149,72,50,122,1797,2018,3816,917,772,1692,5597,5662,11260
LGA32330,379,398,780,95,98,194,0,0,0,0,0,0,12,35,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,49,0,0,0,0,0,0,116,132,248,22,30,54,521,559,1082
LGA32450,783,616,1401,168,154,317,45,25,72,13,9,20,456,326,783,0,3,8,17,5,24,5,0,5,20,15,32,0,0,0,0,0,0,555,388,943,38,48,87,14,18,35,775,611,1383,380,219,599,1937,1444,3380
LGA32500,1027,853,1880,277,286,565,45,32,77,22,19,41,287,283,571,14,13,27,20,26,45,10,3,12,23,14,34,0,5,5,0,0,0,419,388,805,72,71,144,21,14,34,795,760,1553,482,359,836,2303,1971,4273
LGA32600,68,59,128,9,9,15,3,0,3,3,0,4,31,31,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,61,0,0,0,3,3,7,43,41,81,21,17,37,128,114,247
LGA32750,40,30,69,8,9,13,0,3,7,4,7,3,39,29,64,0,7,16,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,53,48,102,8,9,13,0,0,0,66,68,130,32,20,54,139,119,260
LGA32770,445,425,867,68,85,155,6,4,7,4,5,3,38,41,79,0,0,0,0,0,0,0,0,0,8,6,11,0,0,0,0,0,0,51,59,110,3,13,17,0,0,0,131,150,282,49,37,88,622,616,1239
LGA32810,2816,2625,5444,722,714,1438,183,185,366,254,248,505,717,779,1494,55,65,118,74,70,138,15,15,26,38,36,66,6,10,16,0,0,0,1336,1399,2733,273,315,587,53,34,88,2385,2467,4849,795,712,1505,5997,5806,11800
LGA33100,198,167,365,21,21,44,3,6,15,3,4,7,56,52,114,0,0,0,0,9,11,0,0,0,6,3,6,0,0,0,0,0,0,78,73,149,8,16,18,0,0,5,105,109,210,50,42,96,355,313,675
LGA33200,382,369,747,69,95,164,8,3,14,3,5,3,95,124,214,0,0,6,0,0,6,0,0,0,4,3,0,0,0,0,0,0,0,104,139,251,11,4,12,7,9,12,197,247,442,94,103,198,675,713,1385
LGA33220,25603,26480,52076,3321,3813,7135,1991,2123,4103,1198,1288,2485,12955,14392,27350,216,218,435,208,249,462,201,231,437,216,211,424,102,112,214,4,0,5,17096,18827,35915,724,899,1623,629,623,1251,21768,24157,45928,4714,3904,8624,52088,54536,106621
LGA33360,15517,14554,30071,2465,2647,5106,549,557,1104,348,358,708,7163,7595,14753,102,118,217,212,186,401,73,72,145,160,160,318,25,31,54,0,0,0,8632,9076,17704,588,693,1280,391,355,740,12077,12759,24838,2573,1988,4562,30167,29297,59463
LGA33430,127766,134235,262005,15689,16817,32505,15935,17498,33435,5752,6439,12191,77727,85000,162724,1086,1265,2350,1170,1297,2469,700,789,1489,609,608,1220,707,778,1487,5,12,18,103687,113681,217374,15732,17531,33267,3910,3626,7543,139023,151657,290688,19312,19599,38913,286103,305495,591597
LGA33610,2676,2552,5229,705,739,1440,239,299,531,19,29,48,560,593,1152,3,3,9,7,9,13,6,6,9,9,8,16,0,0,0,0,0,0,829,945,1777,76,57,134,32,41,65,1647,1776,3421,504,451,956,4825,4780,9605
LGA33620,13153,13042,26192,1963,2218,4177,483,531,1016,253,253,504,6411,6866,13275,73,81,154,78,89,163,55,55,113,94,90,179,27,22,46,0,4,4,7472,7986,15462,257,329,589,224,207,431,9913,10739,20653,2079,1864,3943,25146,25640,50793
LGA33800,3406,3272,6674,426,449,873,49,59,111,27,27,54,753,749,1507,10,13,22,14,19,38,8,6,13,16,16,33,0,0,0,0,0,0,884,894,1780,40,44,85,42,37,76,1392,1422,2811,529,460,992,5326,5150,10477
LGA33830,349,305,653,28,34,60,0,0,0,0,0,4,16,20,31,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,16,23,40,0,0,0,0,0,0,50,59,105,57,50,110,453,414,870
LGA33960,47394,48042,95434,6505,7140,13644,2861,3115,5980,1137,1133,2274,32574,35269,67836,486,495,982,391,394,788,190,192,384,462,393,853,242,239,483,0,0,0,38338,41226,79568,3082,3490,6576,1470,1258,2726,49396,53114,102516,7482,6511,13990,104274,107663,211943
LGA33980,3964,3180,7146,1330,1379,2710,185,149,335,60,49,118,2332,2245,4583,28,23,48,81,60,141,17,16,35,32,30,66,3,3,6,0,0,0,2742,2574,5317,219,258,477,114,107,221,4402,4318,8720,3177,1423,4597,11545,8920,20464
LGA34420,365,394,759,7,13,18,0,0,0,0,0,0,25,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,60,0,0,4,4,0,0,43,46,89,68,74,142,477,512,987
LGA34530,9518,9325,18842,1846,2056,3895,306,346,648,162,197,359,4095,4322,8416,50,64,120,64,60,127,31,30,65,70,65,130,20,14,42,0,0,0,4802,5103,9904,267,267,529,159,135,295,7070,7554,14621,2624,1334,3953,19211,18214,37418
LGA34570,209,199,405,30,15,42,0,0,0,0,0,0,21,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,49,0,0,0,0,0,0,51,44,100,41,42,85,303,285,587
LGA34580,10342,10068,20408,1684,1696,3383,419,483,905,117,118,230,4161,4554,8712,36,53,92,37,38,74,18,29,50,41,44,86,14,22,33,0,0,0,4838,5344,10183,642,758,1402,202,197,395,7365,7999,15361,1477,1555,3034,19178,19624,38799
LGA34590,79222,80310,159533,6832,7290,14124,3137,3333,6474,1292,1366,2658,46485,49465,95953,369,382,747,463,432,896,209,213,429,188,204,391,175,148,322,8,9,12,52331,55554,107882,5690,6302,11992,2098,1886,3974,66947,71024,137971,11463,11186,22653,157637,162523,320157
LGA34710,830,830,1658,189,218,402,23,17,41,21,13,30,329,376,707,3,6,4,4,5,16,7,3,12,10,5,18,0,0,0,0,0,0,401,435,834,20,35,54,13,15,27,623,699,1319,248,227,472,1696,1758,3454
LGA34770,29663,28957,58617,3697,3943,7639,877,979,1861,490,535,1022,13688,14996,28681,160,168,334,286,265,553,104,98,199,185,191,376,41,41,75,0,0,0,15830,17280,33108,1117,1252,2370,605,496,1102,21249,22967,44218,6425,4929,11351,57339,56852,114190
LGA34800,191,157,348,26,38,65,18,12,23,6,7,6,64,73,142,0,0,0,3,3,4,0,0,0,3,9,12,0,0,5,0,0,0,92,99,189,4,8,7,3,3,9,127,143,268,102,50,153,422,348,769
LGA34830,118,115,234,20,22,38,0,0,0,0,4,4,16,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,47,0,0,0,0,0,6,41,44,83,36,32,64,189,192,382
LGA34860,3153,3009,6164,742,761,1503,87,97,185,20,25,45,1000,1163,2170,15,12,30,10,23,30,7,4,9,13,19,32,5,4,0,0,0,0,1160,1350,2505,88,102,192,66,59,122,2046,2274,4323,742,745,1489,5944,6027,11974
LGA34880,5669,5621,11292,1088,1164,2247,118,120,239,90,96,185,1525,1545,3068,32,31,59,50,59,110,17,9,23,54,49,100,10,4,15,0,0,0,1880,1924,3804,297,329,627,80,52,132,3349,3465,6810,2464,1176,3642,11490,10263,21744
LGA35010,110496,113979,224474,12952,14552,27505,5303,5986,11289,2455,2701,5161,62810,68991,131800,611,641,1256,694,768,1459,409,463,870,564,580,1141,505,564,1064,6,11,14,73357,80700,154063,5824,6703,12526,2629,2463,5098,94764,104414,199184,12929,11390,24319,218183,229785,447975
LGA35250,255,283,537,46,43,86,4,0,0,3,0,3,41,53,99,0,0,0,4,3,6,0,0,0,5,0,0,0,0,0,0,0,0,58,61,117,0,7,9,0,0,4,101,109,210,101,104,210,467,503,965
LGA35300,4073,3707,7781,1489,1597,3085,129,123,253,71,49,119,1362,1427,2786,35,46,75,51,45,94,12,17,24,70,73,143,8,11,18,0,0,0,1724,1784,3515,304,323,630,128,91,221,3646,3801,7444,1090,867,1955,8810,8375,17187
LGA35600,979,1001,1978,199,264,462,23,19,44,6,13,15,254,304,564,3,4,10,0,0,0,4,6,4,8,9,17,0,0,0,0,0,0,305,353,657,54,57,108,28,11,45,585,684,1268,241,250,499,1811,1935,3746
LGA35670,265,288,553,23,23,47,0,0,0,0,0,0,19,12,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,14,36,5,0,10,0,0,0,52,41,89,85,87,170,400,411,812
LGA35740,13281,13943,27226,1944,2100,4044,1267,1415,2688,1041,1115,2160,5320,5749,11066,113,127,242,135,157,291,57,52,109,76,97,171,51,63,109,8,9,13,8071,8781,16848,1020,1115,2134,191,187,388,11222,12187,23409,1794,1863,3657,26302,27989,54293
LGA35760,2780,2667,5444,523,512,1030,71,58,133,25,20,45,653,688,1345,3,7,13,14,18,30,9,3,14,12,12,26,4,0,7,0,0,0,791,811,1601,148,135,282,41,26,68,1498,1484,2986,594,582,1173,4871,4730,9600
LGA35780,721,842,1566,122,105,226,8,4,13,3,0,8,105,108,214,0,0,0,6,0,10,0,4,3,5,4,8,0,0,0,0,0,0,130,126,253,6,6,16,3,4,6,262,242,501,197,207,406,1183,1289,2469
LGA35790,722,758,1482,65,73,134,0,0,0,3,0,0,51,66,114,0,0,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,49,73,118,3,6,9,0,0,4,117,151,267,61,76,137,903,984,1892
LGA35800,458,440,897,89,101,187,23,20,43,7,8,14,118,135,249,5,4,3,0,6,6,0,0,0,0,0,3,0,0,0,0,0,0,152,174,324,6,3,9,6,3,7,249,276,531,56,61,117,766,781,1542
LGA36070,172,171,345,36,27,64,0,0,3,3,0,10,20,25,43,0,0,0,0,0,0,3,4,5,5,0,3,0,0,0,0,0,0,31,30,61,5,6,8,0,0,0,72,62,136,46,42,90,286,277,564
LGA36150,197,154,348,38,45,80,12,3,18,0,0,4,62,69,129,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,74,79,150,0,7,7,0,4,5,112,132,245,24,20,46,332,306,645
LGA36250,40153,41572,81725,4549,5007,9555,1794,1966,3752,705,789,1495,20012,21596,41611,170,161,332,233,239,468,82,98,178,111,123,236,91,103,191,0,0,0,23209,25070,48278,1675,1931,3604,633,540,1175,30066,32543,62615,3319,3388,6706,73540,77506,151046
LGA36300,169,150,322,30,43,73,9,5,14,0,7,8,66,64,127,4,0,0,0,0,4,4,8,9,0,0,5,0,0,0,0,0,0,82,83,162,3,5,11,3,0,8,120,135,257,74,56,133,367,343,702
LGA36370,19909,20202,40111,2245,2491,4737,426,448,872,231,258,493,9711,11087,20796,89,81,166,91,108,202,32,40,68,86,101,189,30,34,55,0,0,0,10697,12153,22850,855,877,1737,473,430,898,14269,15952,30218,3694,2895,6589,37867,39049,76919
LGA36510,10893,10994,21881,2060,2288,4348,532,609,1140,182,201,383,4062,4324,8390,52,58,106,54,66,123,21,32,50,28,33,61,28,35,62,0,0,0,4973,5346,10314,331,359,692,160,151,309,7526,8144,15670,1812,1549,3363,20221,20687,40910
LGA36580,6685,6451,13139,931,1067,2002,229,210,440,102,88,186,2583,2727,5312,19,24,43,32,23,50,20,14,33,26,26,50,11,15,21,0,0,0,3007,3124,6135,288,238,529,91,79,173,4320,4514,8838,1020,857,1875,12023,11824,23850
LGA36630,8375,8264,16639,1687,1802,3484,224,209,433,73,86,158,3077,3324,6397,42,27,65,42,35,76,27,35,66,45,37,85,12,6,21,0,0,0,3543,3764,7301,218,200,420,138,129,264,5580,5895,11474,1689,1585,3279,15648,15742,31393
LGA36660,9495,9741,19234,1886,2097,3986,494,528,1027,80,81,157,2946,3211,6159,27,41,66,30,42,67,12,15,31,34,46,73,9,4,12,0,0,0,3627,3969,7593,288,246,535,122,112,231,5921,6423,12345,1551,1490,3036,16967,17658,34623
LGA36720,72061,77089,149156,9967,10974,20941,5783,6517,12303,3781,4136,7909,44372,50040,94408,529,615,1146,708,816,1525,398,523,923,486,494,976,483,511,993,8,9,13,56538,63653,120199,5874,6575,12458,1852,1857,3706,74236,83062,157296,9626,9533,19162,155929,169685,325609
LGA36820,6603,6672,13281,1209,1353,2563,140,164,300,91,103,194,2367,2554,4918,36,41,77,58,59,117,9,19,32,74,92,166,7,8,11,0,0,0,2778,3035,5815,234,212,447,111,104,213,4335,4708,9041,1449,1408,2855,12385,12789,25179
LGA36910,39717,42062,81778,4885,5304,10184,1608,1770,3376,447,440,891,22258,24991,47249,163,170,332,222,221,446,112,102,213,211,191,400,108,117,223,0,0,0,25122,28002,53131,3124,3361,6488,730,699,1433,33867,37370,71236,5082,4907,9989,78662,84338,163004
LGA36950,879,883,1765,158,149,311,11,15,26,14,23,30,309,308,622,3,4,8,8,8,16,5,0,5,11,5,17,10,7,18,0,0,0,365,373,734,21,38,57,5,9,19,547,572,1119,143,134,280,1575,1584,3161
LGA36960,1341,1332,2676,169,190,363,0,0,0,0,0,3,163,192,351,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,0,0,0,172,196,364,0,4,4,3,3,5,345,392,739,140,124,268,1827,1847,3678
LGA37010,43525,44069,87593,4393,4679,9071,2227,2013,4242,1516,1464,2980,23948,26753,50703,391,418,807,579,572,1152,191,192,383,574,569,1138,329,285,608,0,0,0,29758,32266,62026,2248,2515,4763,1096,998,2090,37498,40451,77946,9292,6734,16030,90318,91253,181577
LGA37300,675,572,1242,299,273,571,43,35,79,20,27,43,459,498,955,10,5,17,64,56,118,0,0,4,31,28,60,0,4,4,0,0,0,621,654,1274,25,39,65,33,22,57,983,982,1968,293,212,510,1951,1767,3714
LGA37310,8187,7718,15906,2291,2506,4792,281,301,582,84,78,160,2660,2831,5494,41,42,78,61,52,107,7,9,17,30,32,65,0,10,8,0,0,0,3170,3347,6519,301,326,623,138,138,276,5898,6310,12206,1921,1585,3510,16007,15616,31622
LGA37340,8095,7439,15533,2284,2347,4628,605,606,1209,367,418,785,2839,2966,5803,122,136,257,178,161,337,56,49,98,77,52,125,21,25,49,0,0,0,4248,4420,8669,781,889,1662,178,139,323,7498,7797,15285,2541,1903,4440,18130,17134,35261
LGA37400,276,256,534,56,62,115,12,13,19,0,0,4,72,101,177,0,5,8,0,7,3,0,0,0,5,0,7,0,0,0,0,0,0,91,127,224,3,3,14,0,4,5,158,197,358,86,85,174,519,539,1058
LGA37550,237,272,510,76,107,187,3,4,7,0,5,4,62,70,134,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,68,78,148,0,0,0,0,5,5,145,190,339,26,30,52,403,491,896
LGA37570,83,98,180,13,15,27,0,0,0,0,0,0,8,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,0,0,0,0,0,0,24,21,43,14,15,30,114,135,252
LGA37600,899,971,1873,76,83,159,5,0,5,0,0,0,61,53,114,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,60,64,123,0,0,0,0,6,8,139,151,291,60,50,101,1105,1169,2272
LGA39499,948,648,1590,339,239,577,521,521,1039,320,345,666,2315,2263,4581,97,84,184,146,147,288,52,58,111,58,59,121,30,19,48,0,0,0,3532,3503,7033,482,644,1125,75,58,135,4429,4444,8873,2215,1492,3704,7588,6582,14167
LGA39799,17,3,20,0,0,0,4,0,4,0,0,0,8,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,18,4,17,0,0,0,26,3,30,111,24,135,149,28,183
LGA40070,3235,3152,6391,689,690,1378,427,380,809,351,392,751,213,194,404,3056,2961,6011,99,83,180,39,36,80,69,82,158,47,44,89,0,0,0,4302,4171,8473,2943,3056,5999,128,64,190,8057,7987,16044,1217,876,2092,12512,12015,24529
