LGA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
LGA40250,9,9,15,7,0,0,0,41,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,15,22,15,4,7,0,0,60,5,12,9,0,3,0,0,17,0,4,0,0,5,0,0,6,0,8,6,0,3,0,0,29,17,32,23,3,15,0,0,94,30,37,14,9,0,0,0,93,0,3,4,6,0,0,0,7,53,71,42,14,11,5,0,193
LGA40310,41,85,75,55,42,17,3,314,5,6,10,7,4,0,0,32,0,0,0,0,0,0,0,4,59,163,124,113,121,31,10,633,0,5,7,3,4,0,0,23,4,15,10,0,5,0,0,30,6,24,12,4,4,3,0,53,69,181,140,120,130,31,10,683,50,56,42,31,38,10,0,224,0,0,0,0,0,0,0,0,114,245,185,146,168,38,6,908
LGA40430,4,12,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,9,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,9,0,5,0,40,7,8,0,0,3,0,0,20,0,0,0,0,0,0,0,0,7,24,6,8,3,5,3,58
LGA40520,23,46,33,34,31,4,0,162,0,7,0,3,6,0,0,14,0,0,0,0,0,0,0,0,27,79,52,54,66,7,0,289,6,12,4,4,0,0,0,28,0,3,0,6,0,0,0,19,6,14,13,6,0,0,0,41,34,100,65,63,71,7,3,331,55,72,40,21,18,6,0,210,3,0,4,0,0,0,0,9,92,170,108,80,87,14,3,551
LGA40700,28,91,63,53,80,47,35,404,11,4,10,0,9,7,0,38,0,0,3,0,6,0,0,14,58,182,169,135,195,128,92,970,0,8,0,0,7,0,0,26,0,14,3,8,14,0,0,39,8,24,9,7,19,4,6,68,65,204,177,142,217,128,99,1033,28,49,47,35,63,35,25,297,0,0,3,0,3,0,0,11,97,255,232,188,284,169,122,1342
LGA40910,62,138,99,85,108,59,40,588,17,12,6,0,7,10,6,52,0,4,7,0,5,0,0,18,123,270,222,165,280,172,113,1348,6,13,8,5,6,6,0,45,6,23,16,12,12,3,3,71,12,36,22,18,17,10,3,120,132,308,247,187,299,182,120,1463,110,126,74,72,74,32,17,502,5,3,6,5,0,0,0,15,246,438,319,262,378,214,133,1985
LGA41010,4,11,10,5,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,18,15,14,0,0,92,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,28,19,15,15,0,0,91,28,24,19,10,3,4,0,82,0,0,0,0,4,0,0,3,38,57,39,25,24,5,0,185
LGA41060,164,322,242,153,192,100,42,1212,18,16,14,15,20,3,4,89,9,13,7,8,10,4,3,57,287,624,517,387,536,252,173,2785,15,33,13,11,20,13,4,117,16,35,28,18,20,10,0,127,28,72,38,26,41,23,5,245,322,695,558,418,580,277,179,3024,360,322,214,176,178,70,59,1375,8,4,14,14,7,3,0,53,688,1027,784,604,759,351,244,4445
LGA41140,21,42,19,15,26,3,4,129,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,4,26,60,40,30,46,8,4,221,0,4,4,6,0,0,0,14,5,5,3,0,0,0,0,8,5,8,3,6,0,0,0,14,31,68,46,38,46,9,7,237,32,24,10,9,14,0,0,100,5,0,0,0,0,0,0,0,57,93,57,47,63,13,6,337
LGA41190,0,3,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,9,6,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,9,6,5,0,37,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,10,11,9,6,5,0,47
LGA41330,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,8,0,0,19,11,9,8,5,0,0,0,29,0,0,0,3,4,0,0,11,14,13,13,11,13,0,0,61
LGA41560,32,67,37,23,38,0,3,199,7,9,0,0,6,0,0,26,6,7,0,3,0,0,0,14,49,120,60,56,73,7,3,362,0,9,8,6,0,0,0,18,4,6,5,3,9,0,0,27,3,14,9,8,10,0,0,45,56,133,70,62,78,7,3,412,100,74,53,36,29,3,0,286,3,0,0,4,0,0,0,7,163,208,123,96,107,8,3,706
LGA41750,0,3,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,17,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,14,6,3,0,0,0,27
LGA41830,4,8,6,0,0,0,0,21,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,9,6,0,12,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,6,0,12,0,0,36,13,8,0,4,0,0,0,26,0,0,0,0,0,0,0,0,21,15,13,4,14,0,0,57
LGA41960,0,10,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,6,3,0,0,18,9,6,3,0,0,0,0,19,0,0,0,0,0,0,0,0,11,13,10,3,3,0,0,38
LGA42030,67,132,103,43,73,20,7,442,8,12,6,5,10,5,0,44,4,5,3,8,0,0,0,22,123,241,204,119,183,69,31,969,4,13,10,4,9,0,0,43,0,17,8,4,6,4,0,39,8,30,16,12,18,6,0,82,126,264,220,133,198,69,33,1046,138,163,77,52,42,9,4,489,6,4,0,0,0,0,0,15,267,425,301,190,245,84,39,1552
LGA42110,6,12,8,8,10,0,0,40,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,22,9,8,14,4,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,3,0,0,0,3,9,23,9,16,14,4,0,74,6,10,3,0,3,6,0,35,0,0,0,0,0,0,0,0,15,30,20,18,20,8,0,108
LGA42250,17,18,21,8,8,4,0,71,0,4,0,4,3,0,0,9,0,0,0,0,0,0,0,0,21,30,27,24,22,5,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,30,27,24,22,5,0,127,12,11,9,9,8,3,0,39,0,0,0,0,0,0,0,0,26,42,31,29,34,7,0,173
LGA42600,42,105,64,43,55,29,10,345,5,10,14,4,5,0,4,34,0,0,3,0,0,0,0,6,69,186,155,112,166,70,35,797,0,5,6,7,10,0,0,28,0,6,6,5,8,0,0,21,0,7,7,14,12,5,0,48,70,194,168,123,177,76,38,846,43,43,28,17,29,16,11,185,0,0,4,0,0,0,0,5,115,241,198,138,205,88,46,1036
LGA42750,3,10,13,10,7,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,29,24,11,10,4,0,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,10,29,24,13,7,4,0,89,15,11,8,0,0,0,0,33,0,0,0,0,0,0,0,0,24,37,30,17,7,4,0,117
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,8,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,12
LGA43220,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,10,3,4,0,0,0,21
LGA43360,8,6,7,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,7,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,7,8,0,0,39,4,11,4,0,3,0,0,20,0,0,0,0,0,0,0,0,12,14,8,8,5,0,0,55
LGA43650,26,45,47,31,31,4,3,182,3,4,5,0,3,0,0,15,0,0,0,0,6,0,0,6,54,89,75,69,74,21,5,390,0,8,0,0,3,0,0,14,0,0,0,0,0,0,0,6,4,11,0,6,4,0,0,23,51,102,81,71,78,21,5,413,50,52,35,20,21,5,4,180,3,0,3,0,0,0,0,7,105,154,116,92,97,27,9,603
LGA43710,9,17,14,11,8,0,0,65,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,24,24,18,21,0,0,101,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,5,6,0,0,0,0,0,6,7,26,24,18,23,0,0,104,8,11,5,4,0,0,0,30,0,4,0,0,0,0,0,6,16,45,33,20,26,0,0,143
LGA43790,15,28,25,23,23,0,0,118,0,3,4,3,0,0,0,9,0,0,6,0,0,0,0,10,30,58,54,56,61,5,0,268,5,0,0,0,0,0,0,3,0,4,0,0,4,0,0,5,5,0,0,0,0,0,0,14,35,61,54,56,63,7,0,281,64,48,23,25,18,0,0,183,0,0,0,0,0,0,0,3,96,111,80,80,84,11,0,463
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA44060,154,299,219,143,198,70,48,1138,18,23,11,3,13,3,0,71,0,5,3,0,3,0,0,15,260,560,427,328,477,215,139,2397,9,16,11,3,12,10,0,64,7,26,20,3,13,3,4,76,21,45,34,9,21,12,4,142,275,605,458,336,498,223,139,2539,202,253,159,106,120,40,34,918,0,0,5,6,6,0,0,24,484,860,620,451,623,270,178,3481
LGA44210,10,32,13,17,11,3,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,38,27,23,23,4,0,133,0,6,3,6,0,0,0,16,4,3,3,0,3,0,0,12,4,5,8,9,3,0,0,32,14,49,31,30,29,4,0,160,36,39,22,12,13,0,0,117,5,7,0,0,0,0,0,11,49,93,52,41,41,9,0,285
LGA44340,55,147,134,88,124,57,42,648,0,4,3,8,7,5,6,32,0,8,3,0,3,0,0,14,97,301,274,215,320,185,104,1495,3,4,7,3,3,0,0,20,4,8,0,4,4,0,0,23,4,15,4,6,8,6,5,48,103,312,280,223,324,186,104,1537,59,66,40,40,57,30,25,312,0,4,0,0,4,0,0,7,164,386,324,261,384,211,130,1858
LGA44550,77,156,116,97,115,46,15,611,14,5,0,3,3,0,3,36,0,4,0,6,3,4,0,17,137,252,238,179,241,97,49,1186,0,3,3,3,7,0,0,19,12,6,9,3,3,0,0,26,12,11,13,6,7,0,0,48,149,265,252,182,246,97,51,1233,99,113,67,34,34,13,10,375,4,0,0,0,0,0,0,9,250,379,321,217,284,111,54,1619
LGA44620,91,162,83,62,76,17,0,504,12,8,12,8,9,0,0,49,8,5,5,6,3,0,0,19,141,238,165,131,184,32,10,896,3,12,13,8,9,3,0,48,6,11,8,5,3,4,0,42,10,28,20,14,14,6,0,90,149,267,186,150,198,37,7,988,174,119,80,42,32,15,3,457,0,5,0,0,0,0,0,15,329,392,263,193,232,50,11,1463
LGA44830,4,8,3,5,8,0,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,11,9,15,15,0,0,52,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,10,13,11,14,17,0,0,60,5,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,8,18,5,15,17,0,0,70
LGA45040,40,110,84,47,52,9,0,335,12,11,3,4,5,0,0,35,10,11,6,0,0,0,0,24,84,186,151,92,104,24,7,646,6,16,12,7,8,3,0,49,4,3,7,7,5,0,0,23,11,18,16,13,14,3,0,68,92,208,167,104,119,23,5,714,140,139,84,53,53,10,3,490,0,0,0,0,0,0,0,0,236,346,256,156,175,33,6,1208
LGA45090,11,24,13,14,14,0,0,79,0,0,4,0,0,0,0,5,0,3,0,0,0,0,0,8,19,47,46,24,40,7,0,182,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,9,23,47,45,25,39,7,0,192,22,19,4,13,9,0,0,65,0,0,0,0,0,0,0,0,46,67,47,43,47,7,0,251
LGA45120,9,17,19,11,4,0,0,59,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,21,17,13,20,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,17,13,20,4,0,82,23,16,8,4,4,0,0,57,0,0,0,0,0,0,0,0,28,37,21,16,26,4,0,139
LGA45290,35,85,58,47,61,24,11,317,5,7,0,0,7,0,0,24,6,9,0,0,0,0,0,14,67,176,122,102,164,94,51,780,4,4,0,0,12,0,0,16,0,11,9,6,4,0,0,33,3,9,10,6,14,0,0,52,75,190,133,113,181,91,56,832,52,61,34,29,41,19,25,258,0,0,0,4,0,0,0,8,125,254,173,142,218,115,71,1093
LGA45340,330,859,606,406,430,148,54,2836,66,54,31,29,37,11,7,242,24,17,18,12,12,0,0,79,595,1398,1095,795,986,352,177,5401,22,39,37,16,33,9,0,158,50,100,66,36,30,4,4,299,78,149,101,52,57,12,3,455,667,1544,1200,846,1052,366,184,5856,742,894,506,362,354,91,49,2996,8,13,11,8,5,0,0,47,1419,2450,1723,1218,1405,459,230,8900
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA45540,5,10,5,5,3,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,5,6,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,6,0,0,0,7,7,13,5,9,4,0,0,35,11,18,9,8,4,0,0,51,0,0,0,0,0,0,0,0,19,29,12,22,10,0,0,87
LGA45680,325,522,358,223,200,68,22,1719,61,52,15,15,29,4,0,174,28,28,17,13,6,3,4,92,600,1005,708,477,539,164,77,3567,36,89,47,33,44,14,6,269,64,135,71,53,45,12,10,392,98,225,117,91,92,21,12,660,697,1224,831,566,624,192,90,4230,1186,1127,619,400,364,89,55,3840,24,23,6,12,8,5,0,76,1903,2380,1454,979,998,278,151,8146
LGA45890,202,378,238,190,228,119,72,1416,39,23,12,6,16,10,7,111,13,21,10,9,13,0,0,68,379,750,547,417,536,274,175,3085,21,25,25,16,19,14,7,123,31,64,44,11,29,8,7,193,52,92,65,23,53,25,9,324,433,843,616,446,592,296,185,3405,495,546,337,271,270,102,82,2099,17,13,10,6,0,4,0,52,941,1398,964,721,861,402,272,5561
LGA46090,28,74,41,31,24,0,0,196,11,11,3,0,3,0,0,30,0,4,5,0,0,0,0,8,58,130,93,50,55,3,0,394,8,10,7,0,0,0,0,33,3,15,12,9,6,0,0,39,11,25,13,9,3,0,0,74,65,161,106,61,62,3,4,468,130,128,71,63,42,5,0,444,4,10,3,0,0,0,0,20,201,298,183,127,99,9,4,924
LGA46300,49,86,55,34,43,9,0,262,0,4,5,4,5,0,0,23,0,0,3,0,0,0,0,7,61,127,93,64,90,15,0,451,0,3,3,3,0,0,0,8,0,4,4,0,0,0,0,14,4,5,9,4,0,0,0,24,64,131,103,72,92,15,0,473,107,98,50,28,28,3,0,309,0,3,0,3,0,0,0,9,173,226,153,103,115,18,0,794
LGA46450,26,78,63,43,48,7,0,264,7,7,0,3,4,0,0,21,0,0,0,0,4,0,0,7,44,118,109,80,104,15,0,471,0,8,0,3,7,0,0,30,5,13,9,0,6,0,0,30,7,23,11,3,13,0,0,59,51,138,123,88,110,10,0,523,138,112,66,60,47,3,0,426,7,3,4,0,0,0,0,19,190,251,190,153,162,19,0,964
LGA46510,27,41,30,26,32,13,8,176,5,3,7,0,0,0,0,16,3,0,0,0,0,0,0,3,47,102,90,79,91,51,26,478,0,0,4,5,3,0,0,5,0,8,3,5,0,0,0,9,0,3,7,5,4,0,0,20,47,107,98,84,95,51,23,498,40,40,18,13,15,5,4,140,0,0,0,0,0,0,0,7,90,144,109,101,111,56,31,641
LGA46670,23,47,29,18,26,0,0,145,0,3,5,5,0,0,0,8,5,0,0,0,3,0,0,11,38,66,52,38,65,3,0,258,0,0,0,0,0,0,0,4,8,7,4,6,0,0,0,17,4,7,4,3,3,0,0,20,40,72,52,43,71,3,0,280,54,43,31,16,15,4,0,158,0,0,0,0,0,0,0,0,91,119,81,58,83,4,0,441
LGA46860,4,10,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,4,0,0,0,28,0,6,5,0,3,0,0,12,0,0,0,0,0,0,0,0,5,12,12,4,3,0,0,35
LGA46970,8,5,0,0,3,0,0,21,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,12,24,19,8,21,0,0,84,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,9,23,20,7,17,0,0,94,8,7,4,0,0,0,0,21,0,0,0,0,0,0,0,0,21,35,26,12,17,0,0,118
LGA47140,321,571,384,296,345,128,69,2107,48,43,27,22,18,4,5,169,12,30,18,9,6,7,5,91,577,1047,801,590,777,314,167,4272,27,50,46,30,32,10,12,208,56,102,60,38,43,16,11,326,91,154,112,68,76,28,22,531,665,1198,911,657,852,339,186,4807,892,838,519,345,362,149,90,3204,14,19,9,12,9,3,0,61,1569,2051,1441,1016,1219,491,278,8072
LGA47290,0,7,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,6,4,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,7,0,0,22,3,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,10,11,9,4,0,0,33
LGA47490,5,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,4,6,7,3,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,3,9,0,0,29,3,6,6,0,0,0,0,19,0,0,0,0,0,0,0,0,10,11,13,3,6,0,0,49
LGA47630,12,16,21,13,9,0,0,72,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,9,22,42,30,27,21,0,0,142,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,18,43,32,30,19,0,0,155,21,18,3,8,7,0,0,52,0,0,0,0,0,0,0,5,41,65,40,35,27,4,0,214
LGA47700,138,324,256,173,236,87,67,1279,29,22,13,8,17,12,0,100,7,9,9,6,7,0,0,35,243,628,524,396,563,235,153,2732,4,19,15,22,13,7,0,82,19,33,27,16,5,4,3,108,29,53,43,37,22,7,9,190,273,677,561,427,585,244,157,2923,233,249,171,121,122,50,22,973,3,4,3,3,5,0,0,21,510,931,730,555,714,296,177,3919
LGA47800,9,16,11,8,12,5,0,60,0,3,0,4,5,0,0,14,0,0,0,0,0,0,0,0,13,27,20,14,20,6,0,106,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,27,25,14,20,6,0,112,25,30,11,9,10,0,0,74,0,0,0,0,0,0,0,0,35,55,35,26,29,6,0,193
LGA47910,0,12,7,8,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,16,10,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,16,10,10,0,0,60,6,6,0,4,3,0,0,19,0,0,0,0,0,0,0,0,9,26,15,9,16,0,0,78
LGA47980,29,82,64,33,75,23,29,344,3,0,3,4,9,5,4,31,0,0,0,0,0,0,0,5,69,201,161,123,199,101,75,923,0,7,6,6,0,0,0,15,3,5,8,3,7,4,0,37,3,13,11,7,10,4,0,48,72,209,175,134,206,104,75,969,37,45,22,37,34,28,8,213,0,0,0,3,0,0,0,5,110,257,199,172,239,131,87,1191
LGA48050,27,77,50,34,46,8,11,260,9,9,4,0,3,0,0,19,4,3,6,0,4,0,3,18,43,121,86,59,77,22,13,411,0,6,0,0,0,0,0,7,3,8,0,4,0,0,0,16,3,15,0,8,0,0,0,25,49,131,83,63,75,22,13,434,48,52,35,25,19,4,0,188,0,0,0,0,0,0,0,4,100,181,125,90,97,26,8,626
LGA48130,10,21,16,14,21,4,0,95,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,19,44,21,27,32,4,0,144,0,0,3,0,0,0,0,11,4,4,4,0,0,0,0,12,5,4,5,4,5,0,0,19,25,43,33,31,34,4,0,158,47,50,33,24,16,5,0,167,0,4,3,0,0,0,0,6,72,96,68,51,45,5,0,340
LGA48260,3,13,9,5,11,6,3,60,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,14,31,30,24,44,23,11,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,34,30,24,44,23,11,187,10,10,6,3,5,3,0,35,0,0,0,0,0,0,0,0,21,39,42,31,48,30,10,219
LGA48340,26,45,31,12,25,3,0,147,0,0,6,6,5,0,0,14,0,0,0,3,0,0,0,8,39,62,60,31,58,10,0,258,0,8,9,3,0,0,0,14,0,3,4,0,0,0,0,9,0,10,12,4,0,0,0,26,39,72,70,36,58,11,0,283,54,51,24,16,29,8,0,172,0,7,3,0,0,0,0,13,90,127,96,48,87,17,0,465
LGA48410,67,129,91,52,103,46,30,520,11,3,12,6,11,3,3,47,7,0,5,0,0,0,0,19,138,273,220,160,257,114,84,1246,5,15,11,4,4,0,4,34,16,15,8,4,4,6,0,53,13,25,18,5,14,4,4,88,152,302,235,168,272,122,83,1331,99,96,70,52,50,22,24,411,0,0,0,0,3,0,0,3,250,400,303,215,322,143,111,1744
LGA48540,55,89,58,40,45,6,3,299,8,9,5,0,4,0,0,27,8,8,5,3,5,4,0,23,88,163,118,88,124,23,4,609,8,11,8,6,3,5,0,44,14,25,9,4,3,0,0,59,18,38,17,13,10,5,0,104,106,205,133,101,135,25,4,713,169,150,87,69,57,6,0,539,0,8,0,4,0,0,0,15,281,356,227,168,195,28,8,1261
LGA48640,0,9,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,0,0,0,20,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,7,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,5,0,0,23
LGA48750,9,21,9,7,11,0,0,55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,13,31,18,18,24,3,0,104,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,3,13,33,24,18,26,3,0,111,15,28,15,10,13,0,0,72,0,0,0,0,0,0,0,0,25,58,37,28,42,0,0,183
LGA48830,8,18,16,9,10,0,0,62,0,4,7,3,0,0,0,7,0,0,0,0,0,0,0,0,13,25,28,24,28,0,0,113,3,3,4,0,0,0,0,15,0,0,0,0,0,0,0,8,7,7,6,0,0,0,0,18,17,32,33,24,27,0,0,131,39,43,39,20,16,0,0,166,0,0,0,0,0,0,0,0,59,78,71,42,47,0,0,297
