LGA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
LGA24330,35770,36173,71946,16907,12341,29250,5943,8721,14662,1374,1775,3146,1550,1301,2854,25779,24131,49911,7835,10133,17968,6,5.4,5.7,72.1,66.7,69.4,67.7,63.1,65.4,3958,4179,8144,943,1793,2734,8806,9661,18468,3097,3288,6389,4194,2396,6588,271,278,548,419,509,925,4884,3178,8064,32101,32184,64282,7778,7827,15611,19314,20111,39423,18459,17962,36420
LGA24410,44880,49138,94018,22262,13040,35296,6230,13842,20072,1416,2201,3612,1313,1166,2482,31215,30241,61463,12055,17076,29136,4.2,3.9,4,69.6,61.5,65.4,66.6,59.2,62.7,3137,3466,6609,1114,2186,3302,7907,10449,18354,4516,5958,10474,9739,4802,14539,323,508,826,668,1017,1684,10720,6332,17053,47233,50310,97542,6048,6449,12492,32236,34318,66558,18138,19665,37802
LGA24600,69256,70262,139515,29792,23241,53033,13568,17570,31134,2872,3308,6178,3715,3758,7472,49945,47873,97817,13998,17264,31266,7.4,7.8,7.6,72.1,68.1,70.1,66.8,62.8,64.8,12486,13416,25903,1664,2507,4170,22290,23193,45484,5686,5909,11593,4175,2778,6949,344,340,684,508,677,1193,5031,3798,8826,39235,39491,78722,28995,29791,58789,15888,16529,32419,50420,51004,101420
LGA24650,67200,68167,135368,32054,18030,50082,8990,16531,25517,2574,3270,5845,2815,2828,5642,46427,40663,87089,17155,23933,41088,6.1,7,6.5,69.1,59.6,64.3,64.9,55.5,60.2,3131,3501,6631,725,1802,2529,8510,11616,20129,6047,7438,13492,13776,7960,21739,575,859,1437,963,1365,2328,15321,10186,25502,69789,71100,140892,11870,12479,24346,41529,42244,83766,34022,35514,69537
LGA24780,22661,23768,46427,9289,5618,14908,2678,5601,8280,861,1048,1916,796,586,1375,13620,12857,26476,7067,9017,16082,5.8,4.6,5.2,60.1,54.1,57,56.6,51.6,54.1,397,481,877,233,587,821,1454,2759,4214,1370,2259,3630,5475,3280,8757,247,410,657,254,352,606,5981,4042,10025,21846,22799,44643,3449,3528,6972,14395,14746,29135,9464,10150,19621
LGA24850,19567,19566,39135,9522,4846,14371,2305,5067,7368,774,987,1764,550,548,1100,13151,11459,24604,5160,6931,12090,4.2,4.8,4.5,67.2,58.5,62.9,64.4,55.7,60.1,477,652,1130,207,564,771,1374,2405,3780,1529,2369,3901,5695,2847,8548,188,332,521,241,380,627,6131,3564,9691,19793,19622,39417,3240,3104,6342,11940,11748,23685,9592,9613,19208
LGA24900,12635,12834,25470,4883,2444,7329,1308,3178,4491,508,543,1048,264,204,468,6964,6375,13337,4690,5504,10197,3.8,3.2,3.5,55.1,49.6,52.4,53,48.1,50.5,118,201,320,84,300,386,629,1291,1923,730,1279,2008,3451,1765,5223,113,207,324,171,205,377,3740,2181,5920,12013,12112,24124,1824,1848,3671,8222,8197,16422,4990,5184,10172
LGA24970,79524,81293,160818,32990,20997,53990,13185,19385,32567,2487,3031,5520,3075,2604,5669,51738,46010,97749,24008,31764,55769,5.9,5.7,5.8,65.1,56.6,60.8,61.2,53.4,57.3,11356,9808,21165,1779,2887,4663,19530,20848,40371,7189,8060,15250,8551,4268,12817,352,574,935,874,1400,2272,9774,6248,16018,73836,75967,149804,16427,15267,31693,47661,50975,98633,38732,36711,75443
LGA25060,49111,53172,102281,23492,16067,39561,7150,13315,20465,1778,2407,4185,1724,1348,3072,34141,33140,67277,12939,17918,30852,5,4.1,4.6,69.5,62.3,65.8,66,59.8,62.8,4382,4822,9207,1372,2560,3926,11124,13230,24356,4399,5211,9608,7759,3466,11224,288,451,733,612,1002,1610,8650,4912,13565,48029,51031,99055,8243,8694,16938,32301,34713,67019,21370,22546,43912
LGA25150,14709,15339,30044,7213,3966,11176,1782,4045,5831,627,790,1415,366,348,712,9993,9152,19143,3944,5402,9345,3.7,3.8,3.7,67.9,59.7,63.7,65.4,57.4,61.3,441,637,1089,198,579,780,1294,2203,3497,1219,1865,3083,4407,2152,6556,120,221,337,194,282,466,4715,2650,7369,15216,15503,30714,2205,2315,4514,9919,9878,19802,6538,6990,13521
LGA25250,69954,74900,144853,32384,23653,56039,12057,18846,30898,2611,3509,6116,2766,2163,4932,49816,48169,97987,16710,23374,40089,5.6,4.5,5,71.2,64.3,67.6,67.3,61.4,64.2,7943,9544,17485,1937,3871,5807,16584,19599,36184,5988,6757,12749,9433,4580,14015,357,556,915,793,1039,1832,10578,6179,16760,64239,67718,131960,14505,15511,30012,39692,43040,82736,35002,36337,71340
LGA25340,67516,73922,141435,26633,13873,40506,9471,19448,28913,2649,3698,6346,1400,1208,2605,40155,38225,78380,23410,31254,54668,3.5,3.2,3.3,59.5,51.7,55.4,57.4,50.1,53.6,2543,2985,5529,1270,2678,3950,8658,12227,20885,6476,9441,15917,17829,8257,26087,491,955,1454,992,1639,2633,19314,10854,30166,66608,71361,137967,9589,10143,19730,44246,47488,91738,28387,30616,59007
LGA25430,8606,8792,17402,2570,1489,4057,1402,2447,3848,308,352,662,177,156,335,4462,4447,8904,3562,3664,7229,4,3.5,3.8,51.8,50.5,51.2,49.8,48.7,49.3,540,758,1300,263,554,812,1197,1690,2888,731,1031,1760,1788,798,2590,68,103,173,110,129,241,1981,1026,3001,7754,8096,15855,1036,1114,2152,5332,5510,10838,3108,3402,6511
LGA25490,6927,7151,14077,3222,1591,4808,908,2048,2964,347,423,772,106,97,204,4583,4158,8740,1850,2523,4373,2.3,2.4,2.3,66.2,58.2,62.1,64.7,56.8,60.7,143,266,408,81,240,319,630,1119,1747,499,859,1360,1861,952,2815,68,132,203,80,117,201,2016,1207,3217,7094,7184,14274,808,902,1710,5108,5006,10109,2417,2673,5089
LGA25620,6637,6360,12993,2483,1196,3685,838,1611,2459,297,354,650,141,112,251,3766,3274,7044,2281,2537,4821,3.7,3.4,3.6,56.7,51.5,54.2,54.6,49.8,52.2,144,191,332,106,210,315,484,846,1335,510,828,1342,2052,851,2900,42,103,140,89,117,207,2181,1067,3246,6267,5957,12229,737,701,1438,4373,4127,8501,2353,2292,4649
LGA25710,25155,26073,51226,12700,6669,19368,3698,8440,12141,971,1289,2263,627,598,1221,18000,17000,34994,6423,8338,14767,3.5,3.5,3.5,71.6,65.2,68.3,69.1,62.9,65.9,1782,1978,3764,707,1442,2149,4503,6066,10569,2567,3167,5740,6163,2271,8431,165,269,436,382,555,939,6706,3099,9805,27598,28246,55843,2328,2417,4744,20936,21319,42251,7600,7919,15518
LGA25810,5051,5101,10147,1883,1036,2913,633,1205,1837,199,220,414,112,87,199,2826,2548,5372,1738,2096,3831,4,3.5,3.8,55.9,49.9,52.9,53.7,48.2,50.9,93,92,180,44,121,167,308,559,864,300,512,808,1278,718,1994,62,79,140,59,79,143,1394,878,2269,4746,4771,9516,585,589,1170,3462,3419,6884,1634,1684,3311
LGA25900,43814,46502,90312,22014,18417,40428,6669,10328,16998,1518,2074,3589,1538,1303,2840,31744,32117,63854,8875,11318,20189,4.8,4.1,4.5,72.4,69.1,70.7,68.9,66.3,67.6,5862,6778,12639,1325,2469,3791,12879,14870,27750,4079,4901,8981,4545,2563,7104,225,300,528,525,746,1267,5296,3604,8897,34611,36337,70943,11275,12236,23512,19190,20461,39654,24952,26367,51315
LGA25990,3447,3097,6546,1118,562,1681,345,730,1074,140,138,273,67,54,119,1671,1480,3154,1495,1346,2844,3.9,3.6,3.8,48.4,47.9,48.2,46.5,46.1,46.3,51,76,127,42,95,127,181,361,540,197,332,531,871,417,1292,23,62,84,34,55,88,932,531,1464,3017,2950,5961,303,327,628,2217,2103,4321,972,1027,1999
LGA26080,1403,1560,2965,362,221,581,224,343,562,57,82,134,15,23,41,653,670,1327,639,791,1430,2.4,3.6,3,46.8,42.9,44.7,45.6,41.3,43.4,140,115,250,42,104,151,325,408,736,150,219,368,223,91,315,6,11,16,25,35,56,255,140,391,1236,1421,2659,183,173,359,848,973,1823,535,577,1108
LGA26170,12428,13017,25444,4756,2375,7127,1748,3565,5304,518,653,1172,245,200,448,7266,6785,14053,4324,5378,9705,3.4,3,3.2,58.5,52.1,55.2,56.5,50.6,53.5,295,435,735,174,452,624,1047,1793,2840,859,1463,2321,3611,1694,5306,116,224,339,170,268,429,3891,2180,6079,12274,12468,24742,1613,1753,3365,8352,8389,16736,4938,5294,10229
LGA26260,6672,7094,13766,2900,1518,4418,857,1874,2732,246,323,572,142,98,233,4143,3819,7958,2142,2847,4998,3.3,2.6,3,62.1,53.8,57.8,60,52.4,56.1,155,190,341,101,203,308,486,994,1481,485,746,1228,1861,914,2775,73,128,206,73,114,185,2003,1156,3155,6559,6752,13319,953,1068,2020,4704,4741,9450,2451,2719,5175
LGA26350,43790,48902,92690,22510,17653,40160,6762,11012,17771,1418,2015,3438,1377,1264,2645,32068,31944,64012,9495,14566,24055,4.3,4,4.1,73.2,65.3,69.1,70.1,62.7,66.2,6581,6786,13366,1349,2495,3840,15221,16759,31981,3585,4772,8360,3175,1911,5087,192,271,463,461,748,1209,3826,2930,6757,36156,39622,75771,10869,12083,22959,21292,23889,45180,24107,26246,50351
LGA26430,4838,4998,9835,1789,1017,2805,571,1133,1699,182,239,419,99,72,173,2639,2467,5100,1740,2087,3832,3.8,2.9,3.4,54.5,49.3,51.9,52.5,47.8,50.1,105,153,253,59,160,217,390,626,1019,353,584,941,1235,658,1891,32,92,124,58,92,149,1331,833,2163,4500,4576,9075,591,613,1208,3102,3078,6184,1762,1900,3663
LGA26490,14726,15530,30258,6615,3571,10183,2289,4774,7072,655,856,1513,296,249,544,9859,9455,19316,4074,5251,9327,3,2.6,2.8,67,60.9,63.8,64.9,59.3,62,935,1133,2061,403,884,1289,2983,3820,6802,1513,2006,3517,3469,1413,4883,74,144,220,201,278,477,3745,1832,5579,14651,14992,29648,2728,2872,5600,8861,8948,17812,7556,7917,15473
LGA26610,8722,8673,17396,3979,1950,5928,1012,2194,3208,320,402,726,213,149,357,5523,4694,10223,2370,3235,5606,3.8,3.2,3.5,63.3,54.1,58.7,60.9,52.4,56.7,76,159,240,73,207,284,465,957,1420,505,763,1268,1968,1105,3069,67,125,201,106,150,257,2144,1381,3529,8480,8361,16841,1165,1239,2404,5812,5784,11592,3280,3295,6580
LGA26670,2665,2592,5258,1115,540,1654,301,675,974,99,129,228,61,39,104,1579,1381,2960,846,978,1826,4,2.9,3.5,59.1,53.4,56.3,56.7,51.8,54.3,52,58,111,44,90,132,161,332,490,184,299,482,781,392,1168,21,50,76,47,57,98,849,497,1344,2523,2469,4986,325,303,627,1864,1768,3631,872,886,1752
LGA26700,11752,12844,24603,4970,2930,7902,1631,3473,5099,425,616,1044,242,180,422,7267,7204,14467,3793,4866,8660,3.3,2.5,2.9,61.8,56.1,58.8,59.8,54.6,57.1,254,428,684,211,499,714,1055,1809,2860,881,1516,2405,3331,1770,5100,104,200,306,161,210,376,3593,2177,5773,11772,12504,24276,1611,1802,3418,8298,8661,16964,4438,4964,9403
LGA26730,13788,15433,29229,6163,3399,9563,1960,4578,6538,505,699,1209,296,259,556,8921,8945,17863,4051,5612,9664,3.3,2.9,3.1,64.7,57.9,61.1,62.5,56.2,59.2,456,554,1009,258,564,818,1426,2417,3839,1024,1662,2684,3523,2177,5698,127,211,335,150,260,410,3804,2641,6444,13741,14860,28602,2070,2287,4356,9055,9780,18836,5967,6637,12612
LGA26810,18996,18895,37887,7231,3786,11017,1947,4796,6743,718,832,1550,547,405,951,10447,9821,20265,7166,7702,14866,5.3,4.1,4.7,55,52,53.5,52.1,49.8,51,335,492,831,228,545,768,1296,2327,3626,1187,1980,3168,5534,2715,8250,188,306,495,222,321,540,5946,3342,9285,17325,17808,35128,2894,2898,5794,11747,11936,23679,7429,7764,15192
LGA26890,1678,1653,3333,804,340,1148,171,437,605,50,79,129,34,22,61,1056,877,1932,472,621,1094,3.1,2.9,3,63,53.1,58.1,61.1,51.5,56.3,14,28,50,16,41,59,75,220,292,103,177,270,401,206,603,21,27,48,15,22,36,436,252,692,1626,1589,3219,171,178,343,1224,1174,2402,472,487,958
LGA26980,68197,74202,142397,29051,18741,47792,11427,19226,30650,2105,2784,4887,2521,2192,4714,45105,42937,88045,20272,28238,48509,5.6,5.1,5.4,66.1,57.9,61.8,62.4,54.9,58.5,8724,8609,17330,2000,3361,5359,17114,19547,36660,6524,7876,14395,7795,3940,11736,367,522,890,788,1203,1990,8948,5666,14612,66263,71543,137805,12052,12111,24161,44058,48678,92732,30748,31643,62392
LGA27070,88666,92021,180685,41098,22946,64046,12678,23206,35884,3100,4020,7122,3622,3126,6747,60504,53300,113804,23851,34448,58300,6,5.9,5.9,68.2,57.9,63,64.2,54.5,59.2,5601,5560,11155,1112,2505,3615,11865,15588,27456,8312,10373,18683,17434,9529,26960,684,1023,1708,1151,1803,2956,19273,12352,31626,93261,95228,188492,14251,14124,28374,59356,61273,120631,41010,41521,82533
LGA27170,16729,17840,34569,7961,4584,12545,2001,4793,6794,568,781,1351,495,411,902,11021,10572,21594,4857,6427,11283,4.5,3.9,4.2,65.9,59.2,62.5,62.9,56.9,59.8,374,536,908,278,611,888,1364,2344,3707,1442,2076,3516,4930,3067,7993,177,307,484,223,371,593,5324,3742,9069,16401,17457,33862,3276,3320,6598,9896,10540,20438,8697,9086,17785
LGA27260,109284,108604,217884,53976,30585,84564,16401,25693,42099,4350,4811,9166,4775,5142,9913,79507,66235,145739,23333,36275,59612,6,7.8,6.8,72.8,61,66.9,68.4,56.3,62.3,12381,11249,23632,1709,3083,4791,19399,22794,42194,10803,11866,22668,17203,10296,27493,790,1046,1839,1293,1740,3030,19288,13075,32363,111968,111522,223495,24466,23719,48185,58927,59378,118303,66444,65439,131881
LGA27350,39249,41333,80584,21155,17588,38748,6024,9243,15271,1308,1850,3153,1211,1042,2255,29703,29727,59435,7327,9600,16931,4.1,3.5,3.8,75.7,71.9,73.8,72.6,69.4,71,6024,7018,13044,1540,2398,3939,13601,14624,28226,2897,3268,6168,3268,1825,5096,209,259,466,324,440,760,3800,2517,6317,30081,31654,61738,11042,11756,22803,16692,17985,34676,22952,24023,46973
LGA27450,62089,64947,127036,30294,15491,45782,8512,19678,28190,2432,3495,5925,1515,1425,2941,42756,40083,82842,16772,22479,39255,3.5,3.5,3.5,68.9,61.7,65.2,66.4,59.5,62.9,2288,2949,5237,1104,2600,3705,7290,10975,18266,5544,8623,14168,18616,8599,27209,499,931,1430,864,1374,2243,19985,10902,30882,66363,67979,134340,6811,7175,13987,47378,48113,95491,21802,23383,45183
LGA27630,2769,2765,5538,1040,455,1499,289,667,952,90,124,213,51,29,79,1471,1276,2745,1069,1245,2314,3.3,2.3,2.8,53.1,46,49.6,51.4,45,48.2,22,47,64,25,67,90,123,270,393,169,292,454,685,374,1060,29,34,59,28,45,79,739,457,1197,2763,2660,5428,249,253,502,2112,2008,4119,761,788,1553
LGA29399,456,418,869,149,102,249,110,123,236,28,11,42,0,4,10,299,238,536,44,54,99,0.7,2.1,1.3,65,57.6,61.4,64.5,56.4,60.6,8,20,27,10,9,20,64,89,149,22,39,61,94,23,118,3,4,10,4,0,7,105,30,136,233,197,432,150,145,286,138,116,254,227,224,451
LGA29499,4576,3373,7946,621,302,919,281,367,646,125,103,231,298,191,485,1324,961,2281,1218,1228,2447,22.6,19.6,0,28.9,28.4,0,22.4,22.9,0,114,129,239,35,69,98,337,365,701,161,208,372,614,336,949,54,54,112,50,41,90,715,435,1148,847,576,1426,2008,1884,3889,538,340,876,2171,2008,4180
LGA29799,36,6,38,7,0,8,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,28.6,25,28.2,28.6,25,28.2,0,0,0,0,0,0,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,5,0,5,7,0,9
LGA30250,402,440,836,45,27,68,30,38,69,9,12,13,8,21,31,96,85,181,258,316,578,12.5,20.9,16.5,24.1,19.6,21.7,21.1,15.5,18.2,0,4,0,0,3,3,9,13,21,16,4,17,28,6,36,0,9,4,0,0,0,29,19,47,368,376,747,117,154,273,261,276,535,174,197,376
LGA30300,1741,1714,3455,897,520,1413,150,400,545,66,73,141,58,42,101,1175,1026,2197,388,519,907,5.1,3.8,4.5,67.3,60,63.7,63.9,57.7,60.8,13,26,41,8,38,48,96,228,332,75,140,220,374,211,582,12,33,44,28,22,53,418,263,677,1640,1583,3218,284,322,607,1139,1051,2190,679,734,1409
LGA30370,5904,5556,11455,3080,1656,4738,452,1303,1757,323,234,555,112,86,201,3968,3279,7249,1105,1554,2659,2.8,2.7,2.8,67.2,59.1,63.3,65.3,57.5,61.5,67,68,134,17,91,108,268,631,904,213,384,593,1564,800,2361,90,101,186,82,82,161,1735,979,2715,5406,5094,10494,898,1003,1896,3780,3509,7290,2145,2200,4343
LGA30410,1148,1156,2299,606,399,1011,103,242,344,34,49,86,9,22,35,756,712,1468,259,320,580,1.6,3.1,2.3,65.9,61.6,63.8,64.9,59.7,62.3,12,13,27,8,20,28,60,149,211,45,93,135,284,162,448,12,23,36,20,19,38,317,206,523,1061,1049,2107,183,200,381,735,751,1492,425,436,859
LGA30450,140,123,266,80,55,139,5,28,30,9,6,9,4,0,4,92,87,175,31,21,50,2.2,1.1,1.7,66.7,69.6,68.1,65.2,68.8,66.9,0,0,6,0,0,5,7,19,19,6,7,15,36,20,60,3,0,3,4,3,4,38,22,64,107,98,203,37,34,65,73,60,131,59,59,121
LGA30760,787,803,1595,381,268,643,65,184,249,24,19,45,12,9,21,486,480,964,228,259,485,2.5,2.3,2.4,61.2,60,60.6,59.7,58.6,59.1,5,7,11,4,21,26,25,85,116,50,66,115,161,108,265,10,14,25,8,17,26,177,145,325,734,724,1457,120,147,267,526,512,1032,285,317,604
LGA30900,179,171,347,100,80,182,4,22,22,12,9,19,5,3,8,123,111,239,31,40,70,5.6,2.7,4.3,68.9,65.7,67.3,65,63.9,64.5,0,5,5,0,0,0,3,12,19,9,14,25,38,30,66,0,4,3,0,4,5,45,33,77,159,158,317,38,40,69,97,106,207,75,76,156
LGA31000,500509,525710,1026217,236365,163288,399647,75574,127524,203093,24231,35342,59571,18994,15832,34829,355161,341984,697146,122570,162433,285009,5.3,4.6,5,71,65.1,67.9,67.2,62,64.5,49996,50013,100011,12852,22331,35181,116367,139781,256146,45149,54646,99793,81225,45208,126430,4735,5730,10471,6298,9244,15541,92263,60176,152437,463460,482050,945510,113182,118799,231980,270086,283587,553677,276807,289286,566093
LGA31750,165,116,278,108,65,169,12,17,29,8,11,16,4,0,4,130,87,224,18,21,39,1.5,0,0.9,79.4,78.1,78.9,78.2,78.1,78.1,0,0,3,0,0,0,9,7,14,11,10,17,45,31,77,0,5,5,4,0,4,50,37,89,122,110,230,44,25,68,79,69,147,81,58,141
LGA31820,40377,42594,82973,13625,8925,22551,4595,9023,13616,1267,1382,2650,1633,1197,2827,21119,20527,41649,16287,19364,35649,7.7,5.8,6.8,52.3,48.2,50.2,48.3,45.4,46.8,659,688,1344,341,803,1145,2517,4709,7230,2137,3715,5848,11501,6485,17988,626,896,1526,604,867,1471,12730,8249,20976,37308,38598,75910,7409,8049,15453,24551,24995,49550,18163,19752,37921
LGA31900,7025,6907,13927,3341,1693,5032,598,1649,2252,211,242,458,148,130,272,4295,3719,8011,2009,2585,4595,3.4,3.4,3.4,61.2,53.8,57.5,59.1,52,55.6,50,70,124,22,97,124,339,680,1017,293,487,782,2091,931,3026,63,124,186,82,123,204,2233,1182,3416,6521,6310,12831,992,1043,2037,4926,4692,9621,2209,2357,4563
LGA31950,209,144,354,90,53,146,18,9,25,15,6,26,4,3,4,126,72,201,32,33,70,3.2,2.7,3,60.3,51.4,56.7,58.4,50,55,0,3,8,0,9,8,10,7,13,7,8,18,44,12,62,0,5,3,0,0,0,50,21,70,156,115,274,33,25,58,108,76,181,74,53,128
LGA32080,66047,69054,135099,27211,19370,46588,9691,18102,27791,2495,2772,5268,2699,2158,4853,42090,42409,84498,17262,20784,38051,6.4,5.1,5.7,63.7,61.4,62.5,59.7,58.3,59,2020,2802,4817,910,1999,2909,6752,11353,18102,5489,7793,13280,17822,9856,27674,940,1182,2123,959,1322,2283,19719,12365,32081,60116,61998,122117,13547,14785,28326,36765,37236,74004,32955,35747,68700
LGA32250,878,768,1643,369,251,623,57,103,163,55,49,104,40,26,64,519,432,956,243,252,495,7.7,6,6.9,59.5,56.5,58.1,54.9,53.1,54,3,10,17,3,10,19,35,61,97,30,51,82,210,97,310,12,18,29,10,8,24,237,127,361,779,703,1487,159,168,322,509,461,968,350,344,696
LGA32260,12279,11786,24064,4713,2565,7277,1389,2795,4189,478,382,869,386,314,700,6962,6068,13030,4016,4591,8611,5.5,5.2,5.4,56.7,51.5,54.1,53.6,48.8,51.2,144,223,369,83,199,285,632,1139,1769,642,1061,1701,3349,1626,4980,132,226,361,160,201,361,3646,2053,5699,11237,10748,21985,1950,1901,3858,7794,7460,15259,4644,4578,9219
LGA32270,11274,10070,21345,6287,3336,9627,970,2595,3566,530,472,1002,271,218,491,8058,6620,14675,1566,2425,3997,3.4,3.3,3.3,71.5,65.7,68.8,69.1,63.5,66.5,121,193,317,80,206,285,550,1268,1816,518,825,1342,3356,1562,4921,173,244,416,164,173,336,3691,1981,5676,10040,9467,19510,2390,2384,4771,5934,5329,11264,5654,5665,11318
LGA32310,4700,4790,9488,1801,1267,3072,399,914,1314,185,182,372,152,119,272,2534,2491,5029,1449,1702,3145,5.9,4.9,5.4,53.9,52,53,50.7,49.5,50.1,67,77,140,37,85,120,183,466,656,144,334,480,1137,608,1747,69,97,164,48,63,107,1253,769,2021,4160,4270,8430,779,848,1625,2884,2869,5750,1797,2018,3816
LGA32330,355,417,775,56,60,114,21,33,56,3,8,13,26,17,46,109,119,232,233,289,518,24.5,16,20.1,31.1,28.4,29.6,23.4,23.9,23.7,0,0,0,0,5,9,6,5,8,10,28,33,57,46,105,5,17,22,16,10,30,76,79,157,520,548,1063,38,39,75,379,398,780,116,132,248
LGA32450,1689,1239,2933,850,466,1317,123,192,314,118,74,194,43,26,76,1143,762,1904,245,295,542,4.1,3.7,3.9,67.6,61.2,64.9,64.9,59,62.4,23,20,45,10,26,29,95,155,255,71,89,158,470,164,640,16,27,46,15,16,32,502,211,715,1309,1023,2336,364,308,675,783,616,1401,775,611,1383
LGA32500,2022,1706,3730,636,504,1142,202,271,475,103,84,191,66,42,107,1010,910,1911,614,494,1105,6.5,4.8,5.7,49.7,53.3,51.3,46.5,50.7,48.4,28,38,67,16,52,62,111,222,330,98,158,256,516,240,758,34,36,72,35,27,60,584,308,890,1549,1345,2893,382,377,761,1027,853,1880,795,760,1553
LGA32600,125,90,219,61,38,97,8,16,21,7,4,12,3,4,11,82,55,137,19,23,40,5.1,6.8,5.8,65.3,62.8,64.2,62,58.5,60.5,0,0,0,0,0,0,4,9,7,8,10,16,28,17,44,0,0,0,0,4,3,31,23,48,103,88,192,14,21,35,68,59,128,43,41,81
LGA32750,121,109,235,79,54,130,3,11,16,3,6,10,4,9,7,89,80,164,10,8,16,3.4,6.3,4.8,69.6,73.8,71.6,67.2,69.2,68.1,4,9,8,0,0,0,4,16,24,8,7,18,26,14,38,0,3,5,0,4,4,24,16,40,69,59,123,40,42,87,40,30,69,66,68,130
LGA32770,469,487,952,72,55,125,33,51,88,7,4,14,25,24,49,139,144,278,301,322,622,17.1,17.9,17.5,29.9,28.9,29.4,24.8,23.7,24.2,4,11,15,6,10,8,18,30,45,6,6,17,62,45,104,5,5,8,0,3,3,63,56,117,591,574,1161,72,78,145,445,425,867,131,150,282
LGA32810,5338,5153,10488,1817,1146,2962,857,1529,2384,223,219,448,149,103,252,3051,2995,6043,1612,1570,3183,4.9,3.4,4.1,57.2,58.1,57.6,54.4,56.2,55.3,128,148,276,47,120,168,501,724,1228,365,591,951,1515,685,2204,64,93,159,97,123,220,1675,907,2583,4277,4105,8382,1152,1201,2353,2816,2625,5444,2385,2467,4849
LGA33100,315,284,600,154,98,253,17,49,67,17,20,39,5,3,12,204,165,369,70,79,147,3.5,3,3.3,63.4,59.4,61.5,61.2,57.7,59.5,6,0,9,0,0,0,17,16,36,15,26,41,76,40,113,0,9,11,3,0,5,79,50,130,278,231,508,49,61,115,198,167,365,105,109,210
LGA33200,594,621,1219,302,226,527,57,98,151,23,25,50,13,9,18,395,357,752,118,174,296,3.3,2.2,2.8,65.8,57.7,61.7,63.6,56.4,59.9,9,15,20,0,8,8,18,77,93,21,35,57,133,69,202,9,7,15,7,16,20,146,89,240,526,541,1064,108,119,225,382,369,747,197,247,442
LGA33220,45715,48517,94237,12138,8245,20385,4797,9554,14348,1312,1485,2793,1997,1492,3490,20246,20779,41026,22354,24624,46974,9.9,7.2,8.5,44.3,42.8,43.5,39.9,39.7,39.8,708,902,1615,415,905,1322,2499,4904,7406,2989,4663,7654,13520,7776,21295,663,957,1618,735,1083,1819,14915,9815,24732,41104,43504,84610,8351,9145,17495,25603,26480,52076,21768,24157,45928
