LGA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
LGA32260,74,11,155,71,44,42,54,99,0,549,0,0,0,0,0,0,0,10,0,10,16,9,16,11,12,7,14,26,4,107,49,20,49,33,22,22,36,158,53,439,1047,1312,1291,989,678,377,461,988,157,7295
LGA32270,60,10,121,68,54,52,90,78,6,532,0,0,0,0,0,6,0,11,0,22,25,10,20,5,8,6,39,14,3,135,41,19,62,19,23,18,83,68,45,381,1221,1478,1827,703,790,377,1141,671,161,8365
LGA32310,23,7,44,32,13,17,16,17,3,165,0,0,0,5,0,0,0,0,0,9,8,4,10,3,3,0,4,5,3,40,19,9,17,22,9,9,26,27,15,156,370,626,484,349,228,109,208,230,63,2660
LGA32330,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,7,18,4,38,12,0,8,16,0,99
LGA32450,4,4,28,6,11,0,4,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,21,6,3,4,22,13,17,87,133,202,291,85,103,24,135,105,27,1108
LGA32500,12,6,25,16,11,5,3,14,0,86,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,13,11,4,7,12,5,9,15,8,71,207,288,143,158,134,44,62,126,23,1183
LGA32600,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,26,3,9,4,3,0,9,12,0,67
LGA32750,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,8,14,7,13,5,3,17,4,90
LGA32770,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,22,53,8,31,6,0,0,9,6,135
LGA32810,71,10,176,98,33,42,16,73,7,526,0,0,0,3,0,0,0,0,0,8,9,11,8,17,6,0,0,8,3,55,24,10,23,21,23,21,10,28,24,184,553,654,726,655,343,268,155,454,79,3896
LGA33100,0,0,3,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,3,12,52,21,21,12,9,6,12,36,6,173
LGA33200,5,0,5,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,6,0,0,3,6,22,92,70,42,45,37,12,26,44,9,378
LGA33220,200,33,545,393,181,201,86,230,22,1894,0,0,5,0,5,4,0,4,0,17,31,46,63,64,20,24,49,48,15,361,58,47,126,143,67,94,90,149,145,904,2437,5751,4098,4884,2699,1485,1171,1943,426,24882
LGA33360,120,31,285,177,104,110,133,146,15,1117,0,0,0,4,0,3,0,0,0,13,24,47,92,31,30,12,101,46,15,395,47,24,125,58,54,39,111,109,123,696,1832,3841,4903,2159,1802,847,1721,1339,395,18843
LGA33430,2006,580,4753,2731,1950,1655,684,1599,180,16144,21,31,19,38,29,40,14,45,16,257,394,486,364,337,354,207,209,261,132,2745,652,529,948,651,594,538,395,609,1215,6133,29613,57287,33552,28827,24460,15632,7727,13395,3971,214474
LGA33610,29,5,42,22,23,19,6,19,6,177,0,0,0,0,0,0,0,0,0,6,10,3,0,6,4,0,4,3,3,39,10,4,15,13,9,11,9,17,12,105,579,541,407,322,293,131,182,249,46,2743
LGA33620,114,23,295,183,101,123,49,186,6,1082,0,0,0,3,0,4,0,0,0,8,32,25,31,26,17,5,32,34,6,214,60,24,100,50,41,54,65,109,81,579,1572,2364,2398,1972,1424,846,815,1310,245,12952
LGA33800,25,0,61,20,13,18,17,24,6,186,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,6,10,4,0,30,16,10,14,10,10,7,20,27,13,126,359,505,600,373,241,122,251,237,46,2745
LGA33830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,17,8,30,14,38,10,5,25,12,9,152
LGA33960,484,141,1140,758,552,464,354,566,51,4521,3,16,14,19,12,29,17,35,3,146,117,141,159,161,146,68,162,135,41,1126,175,134,332,274,215,157,289,290,451,2320,7353,15657,11685,11224,8877,3865,4412,4918,1270,69273
LGA33980,39,12,133,47,50,21,121,71,14,507,0,0,0,0,0,9,3,5,0,16,5,7,17,7,0,0,24,4,13,86,26,13,46,8,23,9,90,44,50,304,792,1016,1590,408,569,176,1150,494,155,6357
LGA34420,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,4,18,8,25,14,30,10,4,7,3,4,110
LGA34530,80,23,206,140,101,77,52,73,12,758,0,0,0,3,0,4,0,0,0,14,21,20,25,23,18,5,23,21,7,173,44,24,72,46,41,32,54,61,53,423,1342,2768,2515,1503,1215,493,846,604,178,11479
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,23,14,13,6,0,9,4,0,75
LGA34580,89,13,174,117,69,70,51,150,8,736,0,0,0,3,0,3,0,14,0,24,38,21,15,22,21,6,38,48,7,218,48,24,71,51,30,20,56,90,68,457,1375,1954,1972,1557,1158,592,732,1476,195,10998
LGA34590,614,185,1493,973,868,664,535,792,78,6205,13,14,20,23,25,24,23,33,0,154,167,157,205,166,168,81,273,186,61,1468,217,170,481,317,336,227,433,460,719,3362,10107,19467,17812,14233,12708,5687,7089,7670,1941,96712
LGA34710,9,0,30,16,13,6,3,11,5,98,0,0,4,0,0,0,0,0,0,3,0,3,3,8,6,3,0,0,0,16,6,0,9,5,5,0,0,11,9,47,233,259,191,163,161,40,47,103,25,1228
LGA34770,231,52,627,342,281,249,239,222,23,2264,4,3,8,8,0,16,6,12,0,60,54,67,113,49,46,21,108,41,29,523,128,59,265,103,108,79,216,153,199,1310,3962,8236,9328,4213,3869,1699,3339,2088,720,37448
LGA34800,0,0,3,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,6,14,60,28,45,9,28,3,22,50,6,248
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,10,16,13,10,14,0,4,10,4,75
LGA34860,38,8,70,25,38,25,20,29,0,243,0,0,0,0,0,0,0,0,0,3,4,6,3,3,4,0,10,10,0,48,26,9,26,17,18,8,19,28,20,164,806,767,648,390,466,196,213,340,69,3893
LGA34880,51,14,75,67,31,22,24,53,4,353,0,0,0,0,0,0,0,0,0,4,21,12,9,18,13,5,9,10,8,104,30,13,45,26,22,22,22,77,31,296,799,1185,975,852,578,261,303,629,123,5704
LGA35010,1084,317,2492,1639,1254,1012,522,1092,101,9521,14,12,19,29,22,48,23,36,0,205,282,310,286,305,315,141,252,194,80,2163,386,337,624,458,443,341,358,552,775,4280,18578,36100,25130,22030,19377,8604,7129,9935,2432,149318
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,18,36,11,27,4,0,6,3,0,104
LGA35300,28,10,97,40,39,22,57,29,5,320,0,0,3,0,0,3,0,0,0,9,5,11,12,12,12,0,20,0,0,72,15,20,54,35,21,7,65,29,45,285,514,1469,1536,646,600,205,614,269,114,5977
LGA35600,12,0,19,14,12,4,5,12,4,67,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,9,6,0,10,5,5,8,3,17,6,60,200,257,141,159,103,37,37,107,18,1050
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,7,14,9,10,9,0,10,3,10,71
LGA35740,212,51,488,200,141,115,35,157,17,1416,0,3,4,8,3,3,0,3,0,25,38,59,29,34,28,29,24,23,7,269,69,43,78,58,41,48,24,47,86,488,2853,4664,2806,2241,1709,1151,504,1124,330,17387
LGA35760,30,3,36,22,16,15,8,38,0,165,3,0,0,0,0,0,0,0,0,3,3,0,4,5,4,0,0,10,0,34,33,6,14,9,6,9,19,40,25,169,516,327,304,287,193,94,138,369,50,2281
LGA35780,5,0,6,0,0,4,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,5,7,9,12,11,4,9,12,5,79,61,126,71,113,81,25,36,54,27,598
LGA35790,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,20,8,55,13,73,21,4,6,5,3,187
LGA35800,4,0,5,3,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,5,0,8,5,6,43,103,73,40,51,30,14,22,29,10,382
LGA36070,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,14,14,17,8,25,8,0,10,8,5,88
LGA36150,4,0,4,3,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,0,16,58,38,43,14,33,6,11,36,4,235
LGA36250,420,118,870,487,493,335,154,300,35,3220,6,9,7,8,6,8,3,6,0,63,104,124,93,95,107,50,50,50,19,690,129,113,227,123,156,100,115,133,230,1331,7753,12926,9418,6680,7195,3050,2158,2935,820,52936
LGA36300,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,13,55,32,27,13,21,5,13,36,7,207
LGA36370,166,42,437,268,171,165,112,175,10,1535,5,6,3,3,3,17,6,15,0,64,31,38,43,60,38,8,70,33,12,336,57,43,136,92,56,44,109,142,132,810,2123,5731,4468,3691,2532,1060,1491,1542,392,23030
LGA36510,97,19,224,102,104,75,36,85,10,766,0,0,0,4,0,0,3,4,0,14,27,28,26,23,13,10,14,20,3,172,71,25,85,48,38,39,46,60,83,509,1843,2669,2308,1665,1280,604,641,986,243,12244
LGA36580,48,6,105,54,51,40,22,102,6,437,0,0,3,5,0,7,0,6,0,21,23,19,17,16,14,8,14,12,6,128,26,11,62,38,14,23,42,66,49,332,808,1044,1200,992,676,340,406,751,151,6366
LGA36630,59,8,123,93,39,48,37,109,3,515,0,0,0,0,0,0,0,7,0,9,6,11,19,20,11,7,12,8,7,103,50,15,52,21,21,29,22,53,44,305,1054,1461,1236,1172,689,377,438,758,136,7327
LGA36660,96,20,196,108,61,85,47,109,11,745,0,0,0,3,0,0,0,0,0,7,16,13,9,14,10,10,15,15,3,110,56,18,49,43,11,23,49,92,53,392,1330,1811,1367,1322,863,516,562,1042,162,8978
LGA36720,989,234,2370,1369,857,826,300,753,82,7783,6,16,10,28,8,37,14,31,4,154,214,297,230,213,188,117,127,160,58,1595,315,250,534,386,282,260,195,337,526,3090,14896,31646,19034,15843,12729,7046,3946,7255,1775,114177
LGA36820,65,5,102,66,51,36,29,76,8,433,3,0,0,0,0,4,0,0,0,13,17,10,3,22,13,4,14,9,3,97,29,16,48,45,18,36,23,49,55,318,1017,1539,1119,1041,683,350,343,624,130,6838
LGA36910,348,75,994,606,426,394,144,431,34,3440,6,3,13,17,9,15,0,21,0,78,94,101,84,114,79,50,95,78,27,728,126,99,207,186,125,98,114,227,235,1406,6498,14704,8805,7898,6258,2797,2309,3853,764,53893
LGA36950,5,0,9,6,7,5,0,4,0,44,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,8,10,9,20,18,6,7,13,15,121,143,319,136,177,140,29,32,76,26,1072
LGA36960,0,6,0,3,4,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,7,10,11,11,3,13,6,75,108,171,54,128,88,39,17,71,15,692
LGA37010,453,102,1097,828,433,390,202,412,45,3957,8,8,12,11,15,20,4,24,0,105,137,132,144,177,104,42,87,78,34,924,123,139,284,253,155,116,152,216,292,1727,6924,17257,10627,9995,6913,2900,3030,3294,951,61881
LGA37300,4,4,13,6,12,0,16,7,4,74,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,14,0,0,29,10,6,18,6,0,5,21,8,20,88,132,331,462,142,136,37,232,72,46,1600
LGA37310,88,11,165,87,74,54,33,83,7,603,0,0,0,0,0,3,0,3,0,8,21,16,23,10,12,10,22,22,3,142,64,16,73,21,38,21,45,62,35,374,1618,1626,1794,992,999,439,611,949,138,9166
LGA37340,137,22,363,214,100,105,73,153,7,1176,0,0,0,0,0,0,3,0,0,4,26,17,20,23,25,11,31,40,7,188,55,27,80,42,30,30,57,100,61,481,1477,1887,2365,1597,1024,588,921,1193,182,11235
LGA37400,4,0,6,3,0,6,3,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,89,35,41,36,23,14,12,32,5,290
LGA37550,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,11,12,37,9,24,11,0,7,10,0,110
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,6,12,0,6,4,0,5,3,0,30
LGA37600,0,0,0,0,3,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,6,0,5,6,0,0,3,6,25,20,62,31,93,42,3,3,32,9,297
LGA39499,11,4,29,26,9,16,14,43,0,146,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,10,4,3,34,5,4,15,7,4,3,9,29,22,99,210,448,278,310,181,120,161,430,60,2209
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,11,0,24
LGA40070,54,11,205,75,40,28,7,33,5,459,0,0,0,6,4,0,0,0,0,17,29,37,7,26,18,6,4,12,3,147,30,19,22,17,13,10,0,10,22,141,1437,4455,825,1056,1100,512,152,413,148,10091
LGA40120,107,21,209,75,72,45,14,47,6,592,0,0,0,0,0,0,0,4,0,4,32,51,15,31,31,15,11,17,9,211,65,39,51,33,40,31,13,28,34,329,2918,5829,2067,1476,1553,610,321,638,185,15596
LGA40150,18,9,34,19,16,24,10,17,3,155,0,0,0,0,0,0,0,0,0,0,5,4,7,3,5,0,13,10,0,35,15,0,21,9,4,7,19,27,20,126,366,401,619,373,334,120,192,232,66,2691
LGA40220,71,8,177,85,41,44,20,56,4,514,0,0,0,6,0,0,0,0,0,3,12,22,15,15,16,7,3,10,0,98,25,10,43,32,18,14,20,40,29,234,1146,1657,1336,1152,808,423,349,596,131,7592
LGA40250,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,5,0,0,8,8,42,47,102,16,68,22,0,0,17,6,282
LGA40310,69,23,174,75,49,48,21,84,4,548,0,0,0,0,0,0,0,0,0,4,26,12,7,9,11,9,11,32,3,125,29,12,27,27,19,11,18,36,24,205,1369,1845,1387,972,875,400,324,725,100,7998
LGA40430,4,0,7,3,0,0,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,3,0,6,0,19,118,130,76,76,46,14,15,51,6,531
LGA40520,22,4,75,39,17,26,13,48,6,236,0,0,0,0,0,0,0,0,0,0,6,6,3,5,0,3,4,6,0,37,16,4,14,21,7,6,3,31,14,118,312,590,439,460,255,148,124,304,49,2683
LGA40700,79,13,177,58,50,31,8,35,4,463,0,0,0,3,0,0,0,5,0,6,54,78,16,31,48,12,6,6,4,257,30,40,25,17,20,18,5,18,41,213,3174,8468,1111,1276,1925,796,226,494,239,17700
LGA40910,126,20,403,138,101,80,38,89,3,1007,6,0,0,3,8,0,0,6,0,21,30,50,29,42,47,18,25,34,8,272,37,39,54,42,44,46,23,37,45,366,2516,7003,2524,2353,2531,1055,598,1001,250,19829
LGA41010,7,3,19,7,3,3,3,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,3,3,13,3,6,6,6,8,53,147,213,118,168,85,39,35,85,12,903
LGA41060,267,87,860,377,269,180,122,215,24,2408,4,4,0,7,14,7,5,5,0,46,81,113,73,99,100,44,60,59,18,646,86,92,124,109,93,59,80,102,147,897,6032,13855,5902,5324,5334,2193,1557,2127,650,42969
LGA41140,17,3,84,22,13,18,13,33,0,200,0,0,0,0,0,0,0,0,0,0,6,5,4,8,3,0,0,9,0,37,18,4,8,17,11,3,8,18,11,96,548,628,442,333,259,139,120,250,46,2773
LGA41190,12,0,5,0,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,6,7,0,5,4,5,27,119,72,86,53,44,29,22,42,7,467
LGA41330,3,0,9,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,3,5,3,4,5,0,4,31,49,60,52,70,36,32,21,22,12,355
LGA41560,23,3,84,31,22,16,9,26,4,223,0,0,0,0,0,0,0,0,0,0,6,5,4,0,10,4,0,5,4,35,17,3,17,12,15,9,10,26,18,132,336,677,567,616,289,189,151,249,49,3114
LGA41750,0,4,3,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,12,88,48,18,29,39,5,0,30,0,258
LGA41830,3,0,12,3,3,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,5,0,7,0,5,0,5,9,0,29,69,80,81,76,43,20,38,34,6,448
LGA41960,7,0,10,7,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,11,84,54,54,50,18,12,26,21,3,321
LGA42030,34,19,146,67,58,54,34,48,6,465,0,0,4,0,0,0,0,0,0,6,13,10,18,8,13,4,13,16,3,95,20,8,27,19,13,17,17,18,23,160,815,1655,1326,1158,902,419,367,479,101,7223
LGA42110,7,0,21,10,3,4,4,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,6,4,3,6,0,0,4,6,9,38,253,131,146,119,87,45,63,97,13,956
LGA42250,25,0,45,23,14,16,6,25,0,155,4,0,0,0,0,0,0,0,0,4,5,3,0,9,0,0,4,3,0,30,20,8,19,6,10,8,10,14,7,107,451,462,522,280,259,136,115,217,25,2469
LGA42600,62,23,215,90,86,66,27,46,7,621,0,4,0,0,0,0,0,0,0,11,34,47,22,26,37,4,4,9,3,186,33,26,27,35,24,20,9,18,34,229,2361,5011,1538,1651,1579,667,271,460,193,13738
LGA42750,26,0,31,14,4,12,0,10,3,105,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,4,17,10,0,8,6,4,0,5,7,3,41,324,253,197,183,136,83,50,140,33,1403
LGA43080,3,0,0,6,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,7,0,0,0,0,3,0,10,71,31,23,37,23,8,14,34,5,239
LGA43220,0,0,3,4,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,11,93,44,33,26,25,6,14,30,4,281
LGA43360,10,0,12,4,0,5,4,5,0,38,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,4,0,12,6,0,0,0,0,0,0,9,0,29,139,93,76,73,39,29,23,82,5,559
LGA43650,22,6,87,29,41,26,13,39,0,268,0,0,0,0,0,0,0,3,0,6,15,11,3,10,10,4,3,10,0,69,11,11,32,17,11,11,14,16,18,135,765,1086,964,705,591,271,226,359,65,5033
LGA43710,8,5,25,12,9,16,6,10,3,93,0,0,0,0,0,0,0,0,0,0,4,4,0,9,3,0,0,8,0,24,17,0,15,3,6,3,3,6,5,71,316,371,289,223,174,89,72,131,38,1696
LGA43790,34,6,74,33,13,21,15,35,6,231,0,0,0,0,0,0,0,0,0,5,5,3,8,3,0,0,4,5,0,30,14,3,9,5,9,0,8,25,10,94,526,576,464,454,287,140,142,330,49,2962
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,13,9,14,0,0,0,0,0,0,0,28
LGA44060,190,59,579,293,219,140,61,159,22,1723,0,10,0,0,9,3,6,3,5,31,61,101,60,77,69,34,30,41,21,485,76,73,96,94,82,42,31,82,134,694,4040,11250,4866,5369,4218,1703,994,1710,559,34720
LGA44210,22,3,53,23,7,13,4,28,3,164,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,3,8,3,32,15,9,14,7,6,8,3,14,18,92,352,252,374,290,173,89,120,254,51,1964
LGA44340,154,25,275,115,104,82,18,56,12,849,0,6,0,0,0,0,0,0,0,9,67,94,36,43,48,16,14,25,10,344,60,55,46,48,33,23,21,34,54,379,4347,11251,2579,2646,2774,1097,431,871,295,26278
LGA44550,100,25,302,113,90,64,30,90,13,832,0,0,0,4,3,0,0,3,0,12,30,35,30,31,25,13,15,8,5,194,43,23,54,33,31,30,28,39,40,324,2097,3854,2359,1887,1639,773,472,778,203,14056
LGA44620,55,15,177,108,44,58,27,56,5,551,0,0,0,0,0,3,0,5,0,9,15,15,10,14,7,0,15,12,3,88,14,11,42,38,16,24,26,46,33,243,814,1679,1294,1356,720,499,403,500,96,7364
LGA44830,4,0,7,5,3,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,11,8,6,29,186,167,91,107,58,18,51,53,12,748
LGA45040,30,12,102,55,29,37,18,72,9,364,0,0,0,3,4,0,0,0,0,6,9,4,13,17,4,3,3,18,0,69,19,6,40,25,8,13,28,49,21,212,570,785,844,964,539,323,248,584,98,4947
LGA45090,24,0,37,16,20,5,3,24,3,138,0,0,0,0,0,0,3,3,0,5,4,0,8,4,4,0,3,5,0,28,18,4,9,7,5,9,5,36,10,109,557,438,361,240,226,120,108,302,48,2386
LGA45120,7,0,22,8,0,0,7,7,0,59,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,12,15,0,0,3,0,5,6,8,3,44,299,274,193,161,104,41,64,101,23,1255
LGA45290,73,26,227,74,64,38,15,41,8,567,0,0,4,0,0,0,0,4,0,11,44,48,15,32,26,12,14,20,5,218,34,37,30,19,35,6,10,14,36,212,2301,6619,1335,1399,1667,685,316,575,184,15082
LGA45340,355,103,1201,555,426,375,123,386,36,3560,7,5,0,11,16,10,3,9,0,70,113,120,112,129,110,43,88,82,42,839,118,92,218,148,126,93,109,164,191,1255,6349,13299,9998,9253,6890,3039,2058,3327,852,55064
LGA45400,3,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,64,59,27,29,22,9,5,14,9,231
LGA45540,4,0,3,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,40,31,23,49,17,21,21,35,3,245
LGA45680,139,38,512,218,195,172,106,228,29,1642,0,3,0,9,8,9,0,5,0,40,26,26,54,45,45,24,53,57,18,352,49,25,115,124,71,56,131,159,136,866,2053,3685,4020,4539,2797,1389,1605,2092,471,22648
LGA45890,265,62,859,371,238,201,137,264,18,2420,8,7,7,5,11,3,5,12,3,51,65,107,85,133,83,29,120,122,31,780,85,85,173,128,99,70,101,167,198,1097,4961,12863,6281,6599,5234,2216,2233,3305,758,44453
LGA46090,17,6,59,40,9,17,11,17,0,170,0,0,0,4,0,0,0,4,0,6,11,5,7,16,0,0,5,10,0,40,8,13,22,24,9,9,19,28,9,143,307,772,601,654,326,124,227,247,68,3319
LGA46300,25,8,92,57,22,35,13,41,3,298,0,0,0,0,0,0,0,0,0,0,6,7,4,3,4,0,3,10,0,44,5,9,22,25,12,8,8,43,15,156,436,1002,684,674,380,267,154,349,56,4003
LGA46450,37,6,72,41,25,34,27,26,7,272,0,0,0,0,0,0,0,0,0,0,3,3,9,12,3,0,10,0,0,37,9,5,25,26,16,17,17,34,15,164,448,920,709,751,371,193,278,249,64,3976
LGA46510,49,17,136,44,29,32,16,21,0,345,0,3,0,0,0,0,0,0,0,9,18,39,13,9,18,12,9,12,9,138,18,20,25,12,19,3,6,9,36,142,1433,3787,938,867,1045,454,261,400,126,9308
LGA46670,27,0,62,27,20,23,13,21,3,199,3,0,0,0,0,0,0,0,0,5,9,0,0,4,7,4,8,5,0,40,30,5,10,24,8,8,8,33,14,138,416,439,397,370,244,135,116,328,50,2490
LGA46860,9,0,23,10,5,4,0,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,3,5,0,0,0,3,29,119,72,85,59,33,31,9,50,13,473
LGA46970,11,3,28,7,18,3,17,15,0,104,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,5,0,4,30,0,0,16,0,7,0,21,7,8,53,122,247,492,96,141,32,192,84,35,1435
LGA47140,214,55,763,372,254,222,169,338,27,2410,5,0,3,14,9,8,11,18,0,73,55,58,95,141,87,44,113,127,24,741,62,66,186,164,101,81,154,167,190,1176,3449,8176,6451,7080,4826,2145,2542,3341,726,38738
