LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA54200,2177,13576,207,19448,0,12,8,115,8,138,959,32,64,69,6,1128,125,50,26,149,0,345,759,171,138,294,9,1368,9370,2765,2044,10437,294,24911,758,5,48,10,5,823,240,27,26,60,8,365,679,203,148,913,30,1974,79,22,11,79,3,194,108,15,12,18,0,151,1266,54,39,60,16,1430,1881,546,389,2818,68,5702,1220,439,226,1377,41,3308,50,3,12,3,0,74,42,16,10,5,0,73,24,4,3,12,0,40,44,15,12,36,6,107,587,32,30,8,15,670,571,170,93,33,4,871,301,47,29,125,6,503,89,10,19,24,0,144,74,6,3,0,0,81,1994,551,404,2557,67,5576,66,14,9,4,3,94,408,48,30,10,4,496,110,17,7,57,3,196,122,12,11,0,0,145,78,0,6,4,0,91,330,63,33,118,0,547,3926,362,363,505,41,5202,169,31,20,203,2917,3342,21573,5029,3734,23568,3549,57451,721,3079,2377,13507
LGA54280,891,8737,151,11057,3,22,3,465,14,511,312,4,37,36,9,394,81,21,6,69,0,181,224,60,29,86,0,401,2668,870,763,5981,177,10448,627,7,63,11,10,713,85,10,0,37,0,127,321,106,77,639,13,1159,27,11,4,44,0,86,17,0,4,10,0,31,453,10,0,7,0,481,736,196,140,1744,30,2843,203,112,53,648,18,1033,23,0,3,0,0,31,10,4,0,4,0,22,10,4,0,9,0,18,9,10,0,18,0,34,949,57,50,10,33,1092,438,101,77,33,4,650,90,21,5,59,0,184,32,0,3,12,0,50,111,4,0,0,0,114,859,220,145,1392,37,2643,10,0,0,5,0,11,336,14,19,6,0,380,58,5,9,19,5,88,32,3,3,0,0,38,38,0,0,0,0,40,89,35,8,79,3,213,1856,138,156,251,19,2426,119,29,15,208,2870,3243,8544,1848,1490,14911,3268,30053,259,1045,995,7448
LGA54310,732,6923,152,8669,5,17,8,733,5,768,287,4,15,25,0,342,29,5,8,35,4,84,135,56,40,110,5,338,1648,538,580,3685,116,6572,550,4,35,4,9,599,70,4,15,25,3,117,173,47,49,374,8,646,18,7,5,29,0,58,14,7,4,6,0,25,306,15,15,20,3,354,472,92,119,916,19,1622,84,80,30,313,4,515,14,5,0,0,0,18,9,0,0,0,0,12,31,3,3,3,0,37,20,10,3,20,0,51,400,17,23,10,8,460,244,56,47,19,9,365,53,15,13,38,0,120,12,0,5,11,0,29,41,0,0,3,0,45,474,135,126,863,27,1624,14,0,0,0,0,16,188,5,23,13,0,221,71,3,3,13,0,88,41,0,3,8,0,49,33,0,5,0,0,37,48,14,12,43,0,117,1058,105,108,208,19,1501,92,24,16,167,2595,2893,5344,1159,1181,10884,2905,21472,192,785,847,5410
LGA54340,94,1231,57,1565,0,3,0,43,0,48,42,0,0,4,3,52,0,0,0,4,0,7,23,8,0,6,0,49,232,98,88,774,57,1252,31,0,0,0,0,27,5,0,0,10,0,13,17,9,7,112,4,157,0,0,0,0,0,5,0,0,0,0,0,0,30,9,0,0,0,36,31,8,14,152,3,203,36,24,4,44,0,106,3,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,8,5,0,0,76,33,11,9,0,0,54,8,0,3,3,0,13,0,0,0,0,0,6,0,0,0,0,0,0,49,19,21,153,8,246,5,0,0,0,0,10,24,5,3,6,0,36,3,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,4,4,0,8,0,22,471,52,32,164,19,738,20,3,0,35,497,559,1029,247,189,2074,619,4150,20,160,113,1061
LGA54410,27,483,21,595,0,0,0,10,0,10,0,0,0,0,0,0,5,0,0,0,0,4,6,0,0,0,0,15,88,43,22,283,19,463,10,0,0,0,0,13,0,0,0,4,0,4,4,6,0,19,0,29,4,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,0,6,9,10,5,58,7,87,11,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,3,0,19,5,0,0,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,19,14,4,61,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,32,3,0,6,0,34,5,0,0,13,108,141,182,89,52,748,159,1224,10,44,32,366
LGA54480,20,202,3,239,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,8,0,0,6,28,9,18,165,3,227,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0,42,0,3,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,12,0,6,37,0,55,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,0,0,3,4,73,78,63,19,45,361,78,563,3,9,22,201
LGA54550,71,673,21,852,0,4,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,14,138,79,59,577,12,865,29,0,4,0,0,32,6,0,0,3,0,9,6,5,3,41,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,23,9,7,105,8,146,29,14,7,45,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,10,3,0,77,15,10,6,0,0,34,5,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,29,13,9,137,0,193,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,9,19,3,6,10,3,45,3,0,4,17,174,198,305,146,107,1210,214,1981,6,63,71,661
LGA54620,24,305,0,351,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,3,0,12,60,31,25,256,4,374,8,0,5,0,0,8,0,0,0,0,0,0,4,0,4,22,0,22,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,3,20,4,4,62,0,98,4,3,5,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,6,6,0,3,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,54,0,86,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8,34,0,9,5,0,50,0,0,0,12,64,79,152,47,49,557,73,875,6,27,34,282
LGA54690,19,157,5,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,13,107,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,24,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,37,0,51,4,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,34,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,0,4,0,3,22,34,57,29,32,262,25,415,0,10,16,127
LGA54760,32,330,8,388,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,9,44,24,24,229,0,321,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,47,0,66,14,7,0,26,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,7,9,47,0,69,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,0,4,0,10,0,0,0,4,50,53,99,37,48,524,64,764,0,21,29,304
LGA54830,1399,7883,201,11741,0,16,16,107,0,130,845,23,36,38,7,947,97,24,10,82,0,220,342,92,66,162,0,668,5418,1559,1308,5882,202,14366,1827,23,55,11,11,1922,132,13,8,40,0,189,437,110,69,481,12,1106,41,12,9,37,0,101,16,4,0,9,0,28,1499,26,27,22,3,1580,964,229,195,1304,39,2726,349,192,102,656,12,1310,126,6,6,3,0,142,16,3,0,3,0,23,22,0,5,7,0,35,24,13,10,17,4,69,968,58,61,28,12,1126,423,111,75,23,13,643,139,17,19,42,3,228,75,4,10,5,0,99,62,8,3,0,0,81,1227,298,214,1188,26,2952,145,5,6,14,0,174,378,26,23,4,6,432,266,14,5,36,3,328,122,0,3,4,0,129,103,5,11,0,0,121,199,32,28,53,0,319,3655,307,235,282,49,4532,212,15,25,169,3469,3882,16684,2874,2337,13067,3958,38921,726,2070,1692,8765
LGA54900,40,511,10,607,0,0,0,3,0,3,6,0,0,0,0,6,7,0,0,5,0,6,12,0,5,7,0,24,84,40,38,355,7,522,7,0,0,0,0,12,0,0,0,3,0,3,10,6,0,29,0,44,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,10,10,0,72,0,91,3,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,9,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,11,4,76,0,109,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,13,0,0,18,0,34,0,0,0,15,108,126,182,60,55,837,130,1266,13,41,37,461
LGA54970,25,224,3,294,0,3,0,231,0,237,5,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,18,117,25,21,124,5,292,5,0,0,0,0,6,3,0,0,3,0,9,11,5,0,13,0,34,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,28,5,0,58,0,89,9,0,4,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,34,18,3,0,0,0,22,8,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,5,35,3,0,56,0,94,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,17,0,62,3,0,0,6,206,210,266,55,33,582,219,1156,11,15,14,135
LGA55040,23,395,8,493,0,0,0,51,0,57,6,0,0,0,0,9,0,0,0,0,0,3,10,4,3,4,0,25,115,31,24,249,7,432,14,0,0,0,0,14,3,0,0,0,0,3,13,7,5,18,0,44,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,10,24,3,4,53,0,89,3,3,0,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,36,20,3,3,0,0,30,3,0,0,4,0,10,0,0,0,0,0,0,6,0,0,0,0,6,30,6,4,40,0,86,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,3,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,55,10,5,12,0,81,3,0,0,13,316,337,302,85,47,643,333,1406,9,62,33,277
LGA55110,2995,21155,465,28975,0,12,3,198,0,209,583,23,43,90,11,758,144,44,25,93,4,303,948,212,147,301,18,1620,14080,3626,2842,17192,538,38281,854,13,114,17,15,1008,268,24,23,115,4,431,912,196,178,1304,42,2632,85,45,12,105,0,245,96,18,3,26,0,135,663,34,25,29,4,752,2537,559,430,4290,113,7928,732,329,159,1245,30,2493,114,8,7,0,0,131,14,4,0,9,0,26,21,0,6,13,0,40,84,34,9,53,0,179,1009,80,70,28,17,1200,711,207,170,57,7,1148,306,44,34,148,3,537,118,11,16,29,0,173,78,14,0,0,0,98,2900,756,661,3783,113,8209,22,6,4,6,3,45,843,41,36,21,3,948,195,15,19,99,7,334,84,6,0,9,0,101,79,0,13,0,0,97,594,84,64,153,19,912,3260,442,420,560,56,4737,253,50,50,429,4779,5564,26449,6301,4957,37217,5887,80808,882,4264,3490,22745
LGA55180,289,2846,63,3676,0,3,0,30,0,39,37,0,3,5,0,41,21,10,4,25,0,56,84,32,7,50,3,172,915,393,296,2371,74,4052,50,0,9,0,4,65,17,3,0,13,0,34,72,39,19,160,6,297,21,8,3,14,0,44,10,0,0,0,0,8,25,0,6,0,3,40,115,59,40,559,15,784,213,76,28,321,21,655,6,0,0,0,0,6,7,0,0,0,0,13,108,8,11,48,4,178,8,3,0,0,0,10,6,6,12,5,0,24,40,8,21,8,0,68,32,6,3,10,0,59,5,0,0,0,0,11,4,0,0,0,0,4,198,107,75,540,24,937,0,0,0,0,0,0,10,4,10,0,0,16,10,0,0,10,0,19,0,0,0,0,0,3,5,0,0,0,0,4,35,10,0,22,0,72,233,59,42,84,7,427,25,13,11,75,709,827,1976,746,517,5125,882,9253,91,390,310,2566
LGA55250,20,351,21,414,0,0,0,87,0,87,7,0,0,0,0,10,0,0,0,3,0,5,3,0,0,9,0,11,60,17,20,170,9,278,4,0,0,0,0,4,0,0,0,0,0,0,7,7,0,23,0,36,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,10,16,7,0,51,4,79,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,14,5,0,0,0,14,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,29,4,0,40,0,75,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,30,4,0,6,0,40,4,0,0,18,223,245,161,43,30,590,249,1066,6,22,20,156
LGA55320,3516,19026,348,27930,8,8,3,75,3,91,9776,183,302,134,83,10473,508,137,61,414,11,1133,964,258,179,406,11,1821,12135,4105,3129,15934,454,35759,560,6,79,9,5,650,550,58,45,138,3,787,1156,262,212,1274,29,2926,286,65,38,182,3,589,140,27,25,46,0,239,2491,104,75,62,20,2747,2817,949,644,5326,121,9859,2600,816,369,2421,45,6250,651,7,16,3,0,683,137,22,28,22,0,215,82,16,15,46,0,152,83,33,9,55,3,187,219,23,12,3,4,262,557,201,130,54,8,945,478,79,67,150,3,780,210,20,19,22,0,275,50,6,0,5,0,64,3247,1018,766,4275,102,9400,162,10,19,29,4,220,943,59,80,20,3,1109,353,27,39,95,10,523,468,32,21,18,4,530,350,17,19,4,0,389,547,97,75,279,9,1000,7899,741,744,825,65,10270,242,38,29,268,4383,4958,42553,8001,6214,35885,5426,98076,1029,4790,3973,19516
LGA55390,6,88,6,107,0,0,0,184,0,185,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,4,3,63,0,108,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,6,0,9,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,12,0,27,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,0,29,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,15,0,0,10,0,20,0,0,0,0,47,51,89,13,6,324,55,490,0,5,11,65
LGA55460,100,1271,23,1558,0,0,0,28,0,30,106,0,0,7,0,107,4,3,0,3,0,10,22,5,4,25,4,56,232,103,122,861,19,1341,46,0,0,0,0,50,7,0,0,0,0,11,13,10,3,78,0,106,0,0,0,5,0,5,5,0,0,0,0,3,13,0,0,0,0,12,41,16,25,188,3,273,36,19,7,95,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,6,5,4,35,20,4,8,7,0,45,11,0,0,4,0,16,3,0,0,0,0,3,0,0,0,0,0,0,64,25,22,165,4,280,0,0,0,0,0,0,19,0,0,0,0,23,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,21,60,13,3,22,0,96,4,4,0,26,224,259,636,211,193,2043,272,3353,28,103,105,1045
LGA55530,15,172,5,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,14,16,128,12,195,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,4,6,32,6,55,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,26,0,36,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,12,41,51,49,20,30,308,54,459,3,9,16,142
LGA55600,76,925,27,1130,0,0,0,20,0,20,9,0,0,0,0,8,3,0,0,0,0,3,29,12,5,21,0,65,155,73,73,691,20,1017,21,0,0,0,0,23,8,0,0,3,0,9,10,6,4,37,3,64,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,22,11,9,130,4,179,9,0,7,39,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,13,13,3,0,0,28,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,48,17,13,178,3,262,0,0,0,0,0,0,8,4,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,15,32,10,9,10,0,60,10,0,0,21,203,241,351,139,111,1574,257,2433,14,72,72,755
LGA55670,20,283,3,349,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,4,0,7,9,0,0,0,0,4,32,32,22,191,0,286,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,17,7,5,0,57,0,72,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,18,10,43,0,82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,19,3,6,0,0,28,0,0,0,9,48,64,97,57,37,493,60,746,0,30,11,162
LGA55740,353,1831,25,2725,0,0,0,9,0,13,277,4,28,5,0,319,24,9,8,32,0,73,83,25,14,24,0,144,1218,421,319,1589,32,3571,53,0,5,0,0,62,79,3,7,16,0,103,123,24,32,112,6,300,22,14,6,60,3,104,11,4,0,0,0,21,142,10,6,8,0,168,306,81,81,605,10,1082,163,45,24,116,0,340,24,0,5,0,0,26,3,0,0,3,0,10,5,0,0,7,0,15,4,5,0,0,0,10,7,4,0,0,0,10,38,22,10,0,0,67,59,8,5,9,0,79,30,0,0,0,0,35,0,0,0,0,0,4,293,106,84,487,10,978,11,0,0,0,0,11,82,3,14,0,0,97,38,4,8,8,0,60,17,6,5,0,0,29,19,0,5,0,0,28,48,8,8,24,0,90,657,84,74,68,4,880,30,0,0,31,666,727,3144,740,616,3514,743,8755,77,464,400,1836
LGA55810,11,165,7,196,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,27,7,5,57,3,99,8,0,0,0,0,8,0,0,0,0,0,5,0,4,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,4,28,0,46,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,15,3,0,5,0,26,0,0,0,7,116,123,72,26,12,249,124,482,3,13,10,103
