LGA_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
LGA47980,3,8,0,0,12,3,0,0,0,3,8,0,0,18,0,10,5,0,17,9,0,3,38,4213,4467,1297,183,10164,4681,682,391,15917
LGA48050,4,0,0,0,9,12,0,7,0,14,19,0,19,49,10,4,0,0,9,18,0,8,39,2796,1163,648,53,4666,2353,133,347,7499
LGA48130,0,4,0,0,3,3,0,0,0,5,9,0,26,46,0,0,0,0,3,3,0,0,7,797,668,284,21,1768,824,68,184,2849
LGA48260,0,5,0,0,5,3,0,0,0,6,10,0,12,25,6,0,0,0,8,4,0,0,11,947,896,231,33,2107,956,120,139,3323
LGA48340,0,0,0,0,4,4,9,0,0,14,4,0,15,31,7,0,0,0,9,5,0,9,22,1559,1108,434,38,3139,1508,76,315,5035
LGA48410,12,4,3,5,19,4,7,0,3,12,4,3,10,22,17,19,9,3,40,48,10,7,112,6301,6627,2340,419,15689,7810,1617,720,25839
LGA48540,3,0,0,0,3,6,3,3,0,9,16,0,73,96,8,9,6,0,18,6,0,54,81,2291,1941,1189,83,5509,3268,217,757,9746
LGA48640,0,0,0,0,3,0,0,0,0,0,0,0,7,9,0,0,0,0,0,3,0,3,8,131,122,19,0,278,126,8,68,483
LGA48750,4,3,0,3,9,8,0,0,0,14,27,0,21,60,4,0,0,0,4,0,0,8,11,978,480,169,9,1643,766,60,206,2670
LGA48830,11,11,0,4,18,42,4,6,0,56,64,6,141,266,5,0,0,0,5,10,0,11,22,1954,839,300,36,3128,1735,93,630,5586
LGA49399,5,3,0,3,11,14,4,7,0,20,38,3,248,311,19,11,3,0,34,37,4,205,280,247,199,81,8,537,443,35,702,1716
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,0,0,0,0,7,53,4,5,0,60,155,0,181,401,8,3,0,0,13,15,0,22,53,4656,3734,1542,121,10060,4318,352,938,15664
LGA50210,13,3,0,3,20,49,0,11,0,64,164,7,76,312,10,8,3,0,18,11,0,9,43,7808,12367,4163,406,24740,6955,853,1409,33956
LGA50250,0,0,0,0,0,31,0,0,3,34,27,5,740,808,3,3,0,0,9,25,0,157,192,413,626,111,17,1166,382,32,1284,2862
LGA50280,0,0,0,7,7,19,0,3,0,25,49,14,144,231,15,5,6,0,22,10,3,21,56,1800,1822,588,28,4234,1422,227,722,6612
LGA50350,0,0,0,0,5,0,0,0,0,0,0,0,4,8,0,5,0,0,6,3,0,0,10,1618,1786,716,92,4214,1903,233,285,6632
LGA50420,4,4,0,0,9,0,0,0,0,4,4,0,25,34,5,4,0,0,12,12,3,10,38,7521,7677,2748,397,18345,8394,1317,1012,29068
LGA50490,0,0,0,0,9,0,0,0,0,7,16,0,28,42,3,8,0,0,13,16,0,6,41,4302,4024,1678,354,10358,5598,1066,982,17996
LGA50560,0,5,0,0,6,6,0,0,0,6,11,0,4,18,0,0,0,0,3,0,0,0,4,248,147,47,6,456,213,11,86,767
LGA50630,0,0,0,0,0,0,0,0,0,0,4,0,9,15,0,0,0,0,0,0,0,6,6,198,182,59,3,441,151,8,71,670
LGA50770,0,0,0,0,0,3,0,0,0,3,0,0,4,7,0,0,0,0,0,3,0,0,0,249,175,59,3,481,188,8,92,763
LGA50840,0,0,0,0,0,4,0,0,0,10,10,0,18,37,0,3,0,0,6,3,0,4,11,788,479,151,11,1430,571,42,179,2217
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,83,22,3,229,98,3,40,370
LGA50980,14,5,0,15,35,87,27,14,3,133,115,11,2201,2461,28,10,9,0,46,51,8,210,310,1242,1613,732,76,3659,1259,246,3324,8495
LGA51080,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,5,122,103,39,3,271,97,6,48,421
LGA51120,0,6,0,0,9,0,0,0,0,0,4,0,4,11,4,9,0,0,18,0,0,0,21,108,95,23,4,229,98,8,60,393
LGA51190,3,3,0,0,9,35,5,7,0,51,63,0,82,190,8,4,0,0,10,19,3,9,38,3656,2810,1722,140,8327,4538,492,872,14228
LGA51260,12,3,0,0,15,77,22,7,0,106,158,4,172,438,10,9,0,0,14,14,4,8,50,5025,4291,1458,81,10859,3737,397,1149,16136
LGA51310,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,10,11,0,0,16,2776,4080,732,99,7691,2416,278,251,10634
LGA51330,14,5,3,8,19,7,7,0,0,19,14,3,27,65,4,10,8,0,23,30,4,9,72,8125,12507,3205,559,24392,7209,1841,1130,34578
LGA51400,0,0,0,0,0,0,5,0,0,6,3,0,15,25,0,3,0,0,7,0,0,0,12,1841,2376,740,34,4995,1097,131,281,6496
LGA51470,0,0,0,0,0,0,0,0,0,0,4,0,12,13,0,0,0,0,0,0,0,4,7,77,42,13,0,132,84,0,78,300
LGA51540,0,0,0,0,0,47,12,7,0,65,78,4,1054,1207,8,8,4,0,14,14,0,98,133,494,399,204,18,1117,589,63,1539,3306
LGA51610,3,0,0,0,3,13,0,0,0,20,15,0,17,44,0,0,0,0,0,5,0,0,3,207,178,34,0,422,80,6,91,594
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,7,705,730,155,8,1605,306,19,166,2092
LGA51710,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,7,6,108,146,30,3,292,131,4,75,499
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1174,1202,398,46,2821,1403,175,204,4603
LGA51820,0,0,0,0,5,63,3,6,4,78,133,3,151,361,4,9,0,0,16,29,5,20,64,11323,15351,4911,486,32070,10049,1398,1662,45173
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,7,10,42,64,9,0,114,9,0,42,168
LGA51890,0,0,0,0,5,5,0,4,0,12,3,3,12,32,0,3,0,0,5,10,0,0,12,1016,821,380,31,2253,1067,86,249,3653
LGA51960,0,0,0,3,3,3,0,0,0,3,5,0,21,29,6,0,0,0,0,4,0,19,30,312,280,133,12,739,350,30,336,1456
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,15,19,6,0,0,0,7,0,0,0,9,185,69,21,0,280,135,3,102,519
LGA52100,4,0,0,0,4,0,0,0,0,3,3,0,3,8,0,0,0,0,0,0,0,0,0,146,99,20,0,262,126,3,32,427
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,900,939,216,25,2085,782,129,139,3138
LGA52240,0,0,0,0,0,3,0,0,0,3,3,0,10,11,0,0,0,0,6,6,0,0,8,136,110,23,3,274,127,5,59,468
LGA52310,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,141,82,26,4,246,98,7,41,397
LGA52380,0,0,0,0,0,0,0,0,0,0,10,0,58,66,0,0,0,0,0,0,0,9,13,15,3,0,0,20,41,5,98,161
LGA52450,0,0,0,0,0,4,0,0,0,4,3,0,7,11,0,0,0,0,0,0,0,0,0,126,141,26,0,301,141,7,47,492
LGA52520,5,5,0,3,9,4,5,0,0,6,10,0,8,22,0,0,0,0,0,3,0,3,8,130,149,23,0,309,111,9,89,519
LGA52590,0,4,0,0,3,16,4,0,0,21,25,0,80,125,8,0,0,0,12,10,0,5,21,522,260,81,5,866,359,29,241,1496
LGA52660,0,0,0,0,0,21,5,0,0,29,62,5,55,151,0,3,0,0,0,0,0,0,9,1685,1740,548,39,4014,1182,110,272,5578
LGA52730,0,0,0,0,0,4,0,0,0,4,9,0,109,124,3,3,0,0,10,3,0,4,13,821,560,214,3,1594,703,56,381,2745
LGA52800,8,5,0,7,22,26,3,4,0,38,37,0,653,729,14,4,0,0,21,23,0,91,134,392,476,304,70,1241,552,42,1199,3043
LGA52870,6,3,0,0,4,9,4,0,0,10,10,0,14,35,4,4,0,0,7,5,0,0,18,891,598,182,23,1691,565,49,161,2470
LGA52940,0,0,0,0,0,3,0,0,0,3,5,0,5,14,0,0,0,0,0,0,0,0,0,86,67,23,0,176,104,6,39,322
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,83,65,7,0,162,71,9,47,279
LGA53080,0,0,0,0,0,0,0,0,0,0,7,0,29,38,3,0,0,0,3,3,0,28,34,62,28,30,3,127,128,4,109,372
LGA53150,5,6,0,0,9,5,0,0,0,5,6,0,3,18,0,0,0,0,0,5,0,0,3,795,988,254,20,2058,777,85,106,3022
LGA53220,0,0,0,0,0,15,0,4,0,18,15,0,337,371,0,4,0,0,3,22,0,92,119,375,619,154,21,1166,430,45,816,2456
LGA53290,3,0,0,3,3,23,0,0,6,28,44,4,132,207,19,25,3,0,45,22,0,8,78,1503,1361,481,51,3389,1461,139,733,5720
LGA53360,13,4,5,0,16,46,25,6,0,81,61,11,1028,1177,5,0,0,0,8,7,0,20,37,354,308,72,3,744,282,80,1302,2404
LGA53430,16,4,3,0,26,50,9,6,3,67,90,6,140,297,7,0,0,0,11,24,3,15,46,3599,3068,1262,112,8042,4380,727,858,14005
LGA53570,0,0,0,0,4,12,0,3,0,15,24,3,33,72,0,0,0,0,0,4,0,5,9,778,471,141,21,1412,539,77,249,2268
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,4,0,0,3,135,143,26,8,312,115,8,53,488
LGA53710,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,127,92,28,4,253,122,4,46,429
LGA53780,34,24,3,5,68,45,11,7,3,61,108,8,66,247,3,6,3,0,16,23,0,15,56,9640,16545,5213,601,31996,9334,1346,1696,44372
LGA53800,8,6,3,0,18,45,3,8,3,60,94,3,298,447,10,4,3,0,21,44,0,25,90,4111,3866,1786,156,9920,4020,399,1575,15910
LGA53920,0,0,0,6,5,14,0,3,0,27,26,3,307,355,0,0,6,5,9,19,0,78,105,117,252,233,45,642,246,19,523,1430
LGA53990,5,3,0,12,20,32,7,9,4,53,99,0,186,341,0,3,0,0,6,11,0,9,22,3208,3428,1089,83,7815,2058,211,550,10626
LGA54060,0,0,0,3,3,10,0,0,0,12,20,0,114,137,4,0,0,0,0,5,0,17,24,521,318,125,8,973,437,26,302,1746
LGA54130,0,4,0,0,6,7,0,0,0,8,12,0,17,35,0,0,0,0,0,6,0,3,11,136,117,23,3,283,140,3,72,503
LGA54170,11,3,5,0,22,31,4,0,3,44,71,5,132,247,8,0,0,0,12,19,0,22,48,17196,22233,5726,457,45607,10704,1205,1335,58848
LGA54200,31,3,0,0,36,47,19,12,0,75,88,5,94,262,11,3,0,0,17,0,0,4,29,6251,7341,2355,215,16165,4623,466,690,21938
LGA54280,8,7,0,9,24,45,9,6,0,54,90,0,534,688,3,3,6,0,12,15,4,26,54,2478,3288,1014,117,6899,2725,369,1502,11495
LGA54310,3,0,0,3,10,38,9,4,0,49,42,9,589,684,15,4,0,0,17,20,0,161,199,1541,2682,473,46,4741,1360,212,1980,8287
LGA54340,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,0,0,6,445,370,149,18,983,422,58,152,1602
LGA54410,0,3,0,0,6,0,0,0,0,0,3,0,12,13,4,0,0,0,6,0,0,0,10,144,86,38,4,281,143,12,57,487
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70,5,0,111,52,4,25,200
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,3,4,0,6,10,217,204,42,0,467,251,17,71,810
LGA54620,0,0,0,0,0,4,0,0,0,4,3,0,15,25,0,0,0,0,0,0,0,0,3,103,66,26,3,202,99,9,76,381
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,54,36,10,0,94,56,4,8,170
LGA54760,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,99,80,14,3,197,73,6,33,303
LGA54830,0,3,0,0,4,0,0,0,0,0,6,0,31,38,4,0,0,0,5,0,0,11,19,3428,5698,2218,194,11540,3588,533,713,16373
LGA54900,0,0,0,0,0,4,0,0,0,4,5,0,17,26,4,0,0,0,4,4,0,0,6,153,143,20,0,320,133,8,69,537
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,18,20,3,0,0,0,4,4,0,31,37,48,34,23,8,115,64,0,105,287
LGA55040,4,6,0,6,16,9,0,0,0,16,14,0,62,88,0,0,0,0,6,4,0,22,36,90,87,32,4,209,99,4,234,547
LGA55110,0,7,0,7,15,53,8,3,3,66,159,0,80,305,10,0,7,0,15,17,0,9,42,11306,8809,4196,300,24619,9909,829,1476,36833
LGA55180,0,0,0,0,0,0,3,0,0,9,5,0,37,44,6,0,3,0,9,19,0,28,52,1159,827,303,36,2322,1118,71,364,3877
LGA55250,0,0,0,5,4,5,0,0,0,8,6,0,75,89,5,6,0,0,6,9,0,24,44,72,50,40,15,170,103,7,163,444
LGA55320,0,0,0,0,4,0,0,0,0,3,0,0,16,20,13,10,5,0,29,15,4,8,50,10657,13468,3604,423,28152,9375,1049,1020,39588
LGA55390,0,0,0,0,3,3,0,0,0,9,6,0,28,41,7,0,0,0,7,5,0,16,26,16,10,0,7,35,31,0,67,138
LGA55460,0,0,0,0,0,0,0,0,0,3,12,0,20,32,0,4,0,0,3,3,0,9,7,345,298,110,3,759,359,30,204,1351
LGA55530,0,0,0,0,0,0,0,0,0,6,0,0,58,62,3,0,0,0,3,0,0,6,5,44,45,8,0,101,42,0,94,239
LGA55600,0,0,0,0,0,0,0,0,0,0,13,0,26,36,5,0,0,0,5,3,0,3,10,250,206,86,9,545,261,17,140,963
LGA55670,0,0,0,0,0,0,0,0,0,0,4,0,27,32,0,0,0,0,0,3,0,3,13,67,52,19,0,134,73,7,66,278
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,4,862,1102,261,29,2247,1147,124,179,3702
LGA55810,0,0,0,0,0,5,0,4,0,5,0,0,43,50,0,0,0,0,0,3,0,10,10,39,20,15,0,71,49,10,189,316
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,55,50,11,0,115,60,5,28,205
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,76,56,14,4,148,62,0,37,256
LGA56090,6,0,0,0,3,0,3,0,0,9,9,0,10,30,0,3,6,0,5,5,0,8,18,4382,4634,1367,104,10489,2792,257,431,13971
LGA56160,0,0,0,0,0,7,3,0,0,10,0,0,27,32,0,0,0,0,0,0,0,6,12,11,5,8,0,28,10,0,41,72
LGA56230,0,0,0,5,3,50,10,13,0,68,119,0,65,251,6,7,0,0,4,8,0,3,18,2238,1842,744,50,4878,1627,134,430,7075
LGA56300,0,0,0,0,0,3,5,0,0,10,0,0,8,24,0,0,0,0,0,0,0,0,3,250,110,36,6,403,187,18,115,722
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,97,77,16,0,189,69,4,61,325
LGA56460,3,0,0,5,4,3,0,0,0,3,4,0,18,26,0,0,0,0,0,0,0,0,0,513,401,206,18,1143,629,51,204,2026
LGA56580,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,9,11,2075,3152,580,56,5865,1480,257,174,7771
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,3,5,5,19,37,63,102,76,10,253,83,5,98,436
LGA56730,0,0,0,0,0,6,0,0,0,10,20,4,12,46,0,7,0,0,11,8,3,4,18,1233,987,516,41,2777,1181,111,390,4456
LGA56790,0,4,0,0,7,25,6,0,0,32,16,0,351,404,7,8,0,0,12,6,0,66,83,482,235,76,8,806,371,19,692,1880
LGA56860,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,6,0,61,31,0,24,115
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,195,36,4,404,115,4,14,540
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,30,35,3,0,0,0,4,0,0,0,9,51,32,9,0,93,46,3,72,209
LGA57080,0,0,0,0,0,0,0,0,0,0,0,0,365,366,5,0,0,0,4,23,0,25,54,3833,1307,529,178,5846,5303,1181,1570,13900
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,83,37,3,279,151,3,34,468
LGA57210,0,0,0,0,3,15,0,0,0,13,9,0,4,34,0,0,0,0,0,0,0,3,9,723,495,168,14,1403,550,49,185,2187
LGA57280,11,6,7,22,43,18,12,5,0,39,29,3,446,514,9,9,0,0,19,16,4,92,127,1164,1736,471,65,3443,1264,165,1547,6418
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,5,4,0,0,9,115,62,28,0,211,101,6,111,426
LGA57420,3,0,0,0,7,3,0,0,0,13,13,0,22,44,0,0,0,0,0,0,0,8,8,262,179,60,4,507,265,13,129,910
LGA57490,22,27,0,5,54,73,8,12,0,94,172,10,121,392,15,17,3,0,30,30,0,10,64,12652,16513,6360,441,35958,11283,1183,1953,50382
LGA57630,0,0,0,0,0,0,0,0,0,0,5,0,18,25,0,0,0,0,0,0,0,4,3,16,0,0,0,16,22,0,32,75
LGA57700,8,8,0,3,17,50,5,3,0,67,47,0,15,127,3,4,0,0,8,10,0,0,27,2754,4509,1129,78,8477,1542,200,344,10555
LGA57770,0,0,0,0,3,22,6,5,0,36,25,0,631,695,0,0,0,0,0,3,0,32,42,121,71,16,0,213,137,20,772,1133
LGA57840,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,4,3,0,11,10,0,7,30,4932,4478,1313,363,11092,5651,953,758,18454
LGA57910,3,4,3,0,13,27,3,0,0,33,24,3,98,166,16,12,0,3,29,33,3,18,82,23087,25765,8678,1141,58676,27703,3935,3698,94013
LGA57980,4,8,0,0,10,0,0,0,0,4,8,0,12,22,0,0,0,0,3,5,0,0,4,1977,1790,535,73,4381,2850,305,336,7872
LGA58050,13,8,0,3,28,62,9,12,3,87,145,0,478,715,17,17,3,3,37,29,3,42,117,12600,19857,6941,659,40062,11157,1442,2401,55068
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,12,4,91,53,0,28,165
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,5,0,0,7,63,54,16,0,136,73,0,43,253
LGA58330,0,0,0,0,0,3,0,0,0,7,18,0,21,45,5,0,0,0,5,3,0,4,13,711,363,140,16,1229,468,56,216,1970
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,42,11,10,0,70,56,0,22,150
LGA58470,0,0,0,0,6,0,4,0,0,6,4,6,67,73,6,4,0,0,10,0,0,5,16,6,15,6,6,38,19,6,81,136
LGA58510,0,0,0,0,6,0,0,0,0,0,0,0,16,21,3,4,0,0,5,10,0,9,27,4160,3370,1082,289,8898,5323,1141,842,16209
LGA58540,0,0,0,0,0,0,0,0,0,0,4,0,13,15,3,0,0,0,5,0,0,3,7,109,83,11,3,203,82,4,62,349
LGA58570,32,20,3,6,58,18,9,4,0,32,20,3,52,108,0,0,7,0,6,12,0,7,28,4245,3483,1041,188,8952,5244,1254,776,16224
LGA58610,0,0,0,0,5,0,0,0,0,0,4,0,0,5,0,3,0,0,0,0,0,0,4,229,133,63,9,430,242,21,76,760
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,77,51,15,0,134,41,4,42,228
LGA58760,14,7,0,0,16,34,8,8,0,56,128,6,61,244,10,10,0,0,17,24,0,17,53,17036,28691,9597,761,56085,13627,1535,2221,73463
LGA58820,0,0,0,4,8,9,0,0,0,11,12,0,11,35,0,0,0,0,0,6,0,10,15,525,428,144,10,1101,443,39,105,1692
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,114,72,19,3,202,86,8,47,336
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,0,0,63,34,0,16,115
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,57,16,3,166,65,3,45,279
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,137,104,23,0,260,95,7,52,412
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,20,18,26,10,16,3,56,36,3,67,156
LGA59310,0,0,0,0,0,0,0,3,0,4,3,0,13,15,0,0,0,0,0,0,0,3,3,156,121,53,4,334,179,13,59,577
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,12,0,119,44,7,14,174
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,31,14,3,107,99,9,27,240
LGA59340,33,11,3,12,58,80,24,6,0,106,123,11,1115,1354,29,16,5,0,45,26,0,115,190,525,588,328,44,1488,548,87,1687,3806
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,16,23,3,0,0,0,3,4,0,17,28,12,7,11,0,29,20,0,70,116
LGA59360,0,0,0,0,0,5,0,0,0,5,0,0,19,22,0,0,0,0,0,0,0,9,14,123,63,22,0,210,159,8,104,485
LGA59370,0,0,0,0,0,0,0,0,0,4,7,0,13,23,0,0,0,0,5,9,0,9,27,514,265,128,10,923,469,30,165,1587
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,11,13
LGA60210,0,0,0,0,0,27,5,4,0,29,37,3,61,125,3,5,0,0,5,5,0,6,24,1083,502,255,17,1861,1075,59,318,3313
LGA60410,0,0,0,0,0,3,0,0,0,6,0,0,0,6,4,0,0,0,4,4,0,0,4,1669,2068,1372,71,5188,1526,174,321,7206
LGA60610,3,6,0,3,13,6,0,0,0,3,8,0,30,46,0,0,0,0,4,4,0,4,13,2186,1985,1057,78,5306,2590,205,383,8491
LGA60810,12,8,0,0,24,27,7,8,0,40,92,0,48,185,5,0,0,0,4,9,0,7,18,3045,2219,1005,71,6341,2721,176,433,9671
LGA61010,5,0,0,0,0,9,0,0,0,9,10,4,17,33,4,4,0,0,9,3,0,6,14,308,208,73,11,597,387,31,159,1166
LGA61210,0,0,0,10,10,11,3,0,0,8,7,0,13,34,3,0,0,0,4,0,0,3,7,972,786,301,29,2081,863,83,322,3342
LGA61410,6,6,0,0,14,31,4,3,0,44,51,0,53,150,9,9,0,0,19,26,0,3,49,6932,6657,2878,253,16719,6209,659,777,24363
LGA61510,4,7,0,0,13,8,7,0,0,15,22,0,23,69,0,0,0,0,0,6,0,3,7,1226,1101,575,43,2944,1088,77,273,4375
LGA61610,4,4,0,0,10,27,0,9,6,42,53,4,76,172,4,0,0,0,9,8,0,0,17,3026,2385,1501,104,7019,3423,326,450,11220
LGA61810,9,0,0,0,9,3,3,5,0,10,3,0,11,28,0,0,0,0,3,6,0,0,4,957,581,257,18,1816,874,72,224,2985
LGA62010,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,153,65,26,4,246,163,11,47,463
LGA62210,0,0,0,0,7,3,0,6,0,6,22,0,9,35,0,0,0,0,6,0,0,3,4,967,578,363,19,1926,918,66,182,3085
LGA62410,3,0,0,0,4,13,3,0,0,16,6,0,28,50,3,0,0,0,3,11,4,14,34,898,327,150,15,1384,651,51,275,2363
LGA62610,25,19,8,5,54,19,12,0,0,33,39,8,42,120,10,6,4,0,17,17,0,6,47,4768,4789,2923,283,12765,6253,847,798,20667
LGA62810,46,31,14,12,101,31,15,8,0,57,37,18,94,204,11,8,9,0,30,43,7,22,102,6286,5091,1670,240,13288,6465,1704,973,22434
LGA63010,8,12,0,0,17,23,3,0,0,30,48,8,45,133,7,6,0,0,9,11,0,9,23,2360,1842,729,57,4983,1819,162,460,7427
LGA63210,3,0,0,0,3,5,0,0,0,4,4,0,15,22,0,4,0,0,4,3,0,3,14,899,652,208,18,1769,618,61,185,2639
LGA63410,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,4,218,132,48,9,405,234,21,73,729
LGA63610,15,8,0,6,26,20,9,5,0,39,44,3,52,137,9,4,0,0,14,5,0,6,23,4571,4729,1640,124,11059,3610,424,511,15594
LGA63810,3,0,0,0,4,9,4,6,0,26,25,4,15,66,3,0,0,0,3,7,0,5,10,1775,1200,474,43,3486,1324,96,228,5132
LGA64010,36,45,13,10,105,26,7,7,0,44,52,13,69,177,13,7,0,0,19,34,4,19,75,7314,6587,3606,319,17827,8695,1208,1237,28965
LGA64210,9,12,0,0,22,8,3,7,0,22,29,0,26,78,0,4,0,0,3,4,0,3,18,2682,2204,814,50,5747,2329,179,359,8620
LGA64610,8,11,0,7,22,11,3,4,0,19,21,0,9,51,0,8,0,0,9,0,0,0,9,1819,1381,577,48,3822,1571,114,249,5754
LGA64810,5,3,0,0,7,7,3,0,0,12,6,0,10,27,11,0,0,0,10,7,0,0,18,2001,1726,818,57,4605,1758,157,384,6900
LGA65010,4,0,0,0,9,3,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,4,799,734,265,18,1817,600,48,170,2642
LGA65210,0,0,0,0,0,6,0,0,0,5,9,0,26,48,0,3,0,0,3,0,0,6,13,413,170,93,10,684,434,25,155,1302
LGA65410,4,4,5,0,12,15,3,0,0,23,27,3,8,62,6,4,0,0,3,7,0,12,20,1933,1309,629,38,3911,1829,107,336,6186
LGA65610,0,0,0,0,5,0,8,0,0,3,12,0,31,46,7,4,0,0,12,12,0,6,34,518,313,178,10,1024,798,50,341,2217
LGA65810,9,0,0,0,7,18,5,3,0,21,44,6,20,90,0,5,0,0,9,11,0,8,22,3268,2725,946,75,7016,2538,223,396,10174
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
