LGA_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
LGA35780,4,53,6,19,83,0,23,3,4,34,0,18,0,10,26,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,97,5,31,148,0,12,0,4,20,4,14,0,0,23,7,64,3,15,95,5,27,0,6,46,0,3,0,0,8,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,22,137,7,29,199,4,10,3,0,16,4,4,0,3,16,7,76,4,16,107,7,41,3,9,55,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0
LGA35790,0,17,0,13,27,0,19,4,0,31,9,54,0,20,80,0,20,4,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,109,8,46,172,0,5,0,6,17,3,14,0,9,21,0,61,0,24,92,0,48,0,9,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,132,0,51,193,0,8,0,9,11,0,8,0,7,14,8,53,3,20,79,8,45,0,7,54,0,4,0,0,4,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA35800,0,5,0,3,4,0,12,0,7,16,0,9,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,28,4,12,44,0,0,0,0,0,0,4,0,0,9,0,24,0,4,30,0,5,0,3,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,38,0,9,51,0,0,0,0,0,0,0,0,0,0,0,19,0,8,29,0,8,0,0,8,0,3,0,0,3,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0
LGA36070,0,13,0,5,21,0,0,0,0,3,0,9,0,3,9,0,8,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,11,41,0,9,0,5,16,0,3,0,3,8,0,23,0,4,24,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13,55,0,6,0,4,10,0,0,0,0,0,0,11,0,5,15,0,6,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,10,13,21,39,0,47,12,21,79,19,85,16,37,154,20,122,14,35,190,10,64,14,32,113,13,115,16,39,179,39,321,70,115,547,110,555,137,189,1002,44,151,32,49,280,4,21,5,8,45,0,12,5,5,17,0,0,0,0,5,0,0,0,0,0,4,9,0,6,10,5,33,10,23,64,269,1539,345,569,2727,0,3,0,7,10,0,3,3,6,14,10,56,15,38,116,14,71,19,44,142,3,52,6,28,94,12,110,28,44,196,24,199,36,89,350,107,638,137,249,1133,78,314,104,144,642,13,53,21,26,110,3,15,0,6,27,0,6,0,3,16,3,3,0,3,9,0,0,0,0,0,0,37,18,26,81,274,1567,399,710,2951,0,7,0,4,14,0,4,0,4,14,0,47,16,43,104,12,76,19,36,142,5,52,6,33,92,15,56,14,40,123,18,161,18,72,269,105,583,157,282,1124
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,28,8,9,44,9,79,8,16,110,26,146,14,34,214,10,143,14,66,229,12,130,22,56,215,31,285,26,118,459,37,306,39,91,476,19,113,16,17,160,0,9,0,0,7,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,39,0,21,63,141,1277,146,424,1992,3,8,0,5,8,0,14,0,4,14,9,86,10,33,128,11,111,13,42,184,17,117,16,52,203,47,330,34,85,492,78,483,65,143,775,40,152,28,51,277,3,10,6,8,27,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,5,13,47,220,1334,181,445,2177,0,9,0,3,15,5,13,6,9,22,7,65,7,37,119,19,101,6,51,176,22,70,12,55,159,26,267,29,90,417,74,425,71,136,705,59,315,29,83,494
LGA36510,0,0,3,4,0,0,13,0,0,19,3,16,9,6,37,0,28,9,16,48,4,38,7,13,66,17,78,9,11,121,30,147,12,27,205,16,83,17,20,130,0,17,5,5,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,13,4,17,31,77,429,60,119,684,0,4,0,0,3,0,5,0,0,5,0,10,5,11,21,0,29,0,11,40,3,25,4,17,46,10,66,23,27,127,29,169,32,48,276,21,133,23,37,212,13,27,4,4,54,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,6,16,81,475,98,162,809,0,4,0,0,4,0,0,0,0,5,4,8,0,4,15,0,7,0,9,21,0,14,0,7,27,6,49,8,32,97,25,144,35,64,268,45,114,13,54,228
LGA36580,0,0,0,0,5,0,6,0,0,6,0,9,3,4,17,3,21,7,9,40,4,28,4,3,46,6,75,9,15,108,21,101,7,18,143,10,19,3,3,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,47,273,36,55,411,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,14,5,7,25,0,16,4,6,33,15,74,4,19,111,28,171,15,37,256,7,30,5,10,57,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,18,56,325,36,96,512,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,8,0,3,19,4,7,3,12,19,4,34,8,16,59,15,117,20,50,200,20,72,8,10,110
LGA36630,0,8,0,4,12,4,14,0,8,21,7,36,0,15,63,7,119,18,30,177,10,82,3,20,120,25,132,15,18,187,7,46,3,7,68,0,6,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,12,0,0,18,72,460,54,108,690,0,6,0,3,5,0,4,0,0,6,3,15,0,12,35,4,73,9,21,102,8,69,7,40,124,25,182,20,40,261,25,105,8,29,167,0,8,0,3,15,0,0,0,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,23,71,477,50,149,750,0,0,0,0,4,0,0,3,6,8,3,13,7,14,35,7,30,7,11,54,6,42,4,32,86,17,131,12,52,211,27,126,17,33,206,11,24,4,3,49
LGA36660,0,0,0,0,9,0,10,0,0,10,10,33,5,18,71,6,89,8,36,143,14,94,12,17,138,25,186,22,31,262,12,68,7,8,92,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,70,503,52,121,754,0,6,0,0,11,0,3,0,0,4,3,12,3,5,31,0,53,8,28,95,10,64,10,24,104,25,200,25,54,301,27,117,12,30,186,6,18,4,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,21,72,479,67,153,769,0,9,0,4,8,0,4,0,3,5,0,14,0,10,25,5,33,3,16,60,5,42,0,18,59,12,139,21,59,224,27,170,24,54,285,14,46,5,6,68
LGA36720,3,25,18,35,77,6,78,23,34,141,26,94,24,64,215,20,119,37,63,243,20,97,15,44,175,29,379,73,132,615,138,1144,210,323,1816,233,1188,230,326,1978,44,194,49,58,348,11,42,3,14,68,0,10,0,0,12,0,5,0,0,7,0,0,0,0,3,0,10,0,9,20,9,54,20,28,113,549,3454,714,1123,5841,0,12,4,5,21,0,21,0,8,26,5,78,30,55,171,13,108,24,62,203,12,58,16,46,137,16,178,37,100,326,71,852,178,389,1493,270,1358,363,558,2545,158,553,160,217,1089,32,130,47,46,251,9,32,11,13,67,6,11,3,0,12,7,5,0,0,9,0,10,0,5,12,6,53,16,35,118,616,3445,886,1543,6489,0,14,0,12,25,0,11,0,20,38,6,64,20,73,159,13,99,16,76,197,11,60,13,39,123,15,95,16,49,171,41,356,70,224,701,164,1089,262,554,2073
LGA36820,0,3,0,3,15,0,7,5,9,17,7,31,6,20,67,4,52,12,12,81,7,60,5,11,79,14,117,8,22,158,13,75,10,12,113,4,6,0,0,12,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,14,49,359,43,98,551,0,3,0,0,5,0,5,0,0,5,0,15,3,13,32,0,20,9,19,55,9,33,7,14,62,17,92,14,23,142,20,119,15,20,170,3,35,4,6,50,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,22,49,341,50,106,551,0,7,0,0,11,0,3,0,4,8,6,5,6,11,25,4,23,0,18,51,0,16,0,6,22,13,70,3,33,116,20,89,16,30,162,23,47,5,11,87
LGA36910,0,27,6,20,51,9,79,9,18,113,25,152,25,51,252,31,289,40,110,467,25,279,36,76,419,100,673,73,160,1002,112,438,66,102,717,32,115,16,34,199,0,8,0,9,18,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,8,45,13,18,80,342,2109,284,597,3338,0,12,0,5,21,3,6,0,0,11,14,75,12,34,140,12,135,25,57,231,18,134,24,88,265,46,480,72,165,773,129,801,153,256,1346,127,364,73,96,658,8,37,7,6,66,0,6,0,0,15,0,6,0,3,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,5,49,5,10,78,380,2117,382,740,3619,0,11,0,8,20,0,7,0,6,17,5,59,10,52,135,26,92,13,50,178,11,114,16,55,200,26,384,46,162,626,149,975,139,335,1589,188,575,135,202,1098
LGA36950,0,11,0,7,18,4,8,3,0,18,6,18,0,6,30,6,10,0,4,15,3,4,0,4,6,0,7,0,7,15,0,7,4,6,15,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,10,24,81,4,31,132,0,8,0,5,14,0,3,0,0,3,4,11,0,0,18,3,12,0,0,20,0,0,0,0,6,3,14,0,3,20,8,25,0,11,42,0,3,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,8,24,91,9,26,144,0,10,0,3,14,0,4,0,0,4,0,7,0,8,10,3,8,0,7,22,4,4,0,3,13,3,22,0,4,32,8,27,0,7,39,4,6,0,6,21
LGA36960,4,117,4,26,146,4,52,5,9,62,0,42,0,10,53,0,3,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,9,230,12,42,290,0,44,0,11,57,0,29,0,8,36,0,83,0,19,99,3,84,0,23,109,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,3,22,5,259,4,65,334,0,19,0,10,28,0,22,0,8,31,3,82,5,22,116,4,104,0,36,152,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,30,3,39,77,6,123,20,47,201,48,289,23,75,430,20,213,34,82,351,19,171,22,54,270,38,369,75,92,571,122,759,126,185,1192,112,496,91,143,845,13,69,14,12,108,3,8,0,0,11,0,4,0,4,11,0,0,0,0,4,0,0,0,0,3,0,9,0,0,11,9,83,15,37,143,401,2629,435,768,4232,3,16,7,16,40,5,24,5,17,50,27,170,22,50,274,31,204,30,60,326,21,183,29,81,315,61,545,90,163,865,177,1074,188,350,1794,168,582,146,171,1060,12,55,13,19,105,4,22,10,4,37,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,68,5,24,109,518,2956,546,957,4983,0,15,3,16,34,3,27,6,28,54,16,130,31,84,262,24,200,20,69,316,16,140,26,65,250,54,507,83,179,825,165,904,137,321,1528,198,772,158,243,1374
LGA37300,3,10,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,3,0,10,0,9,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,5,28,6,17,55,0,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,3,9,0,10,0,0,10,0,6,0,0,8,0,8,0,0,10,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,4,0,4,6,0,35,0,12,51,0,4,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA37310,0,4,0,0,9,0,14,0,0,12,0,20,6,10,40,8,58,11,18,91,3,52,3,12,65,0,69,3,16,92,10,76,13,12,107,0,22,0,5,32,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,15,28,322,36,81,471,0,7,0,0,4,0,10,0,0,10,0,25,4,7,37,5,88,5,14,114,16,87,10,18,131,17,142,12,42,214,13,95,7,23,137,8,13,0,4,31,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,62,466,37,116,678,0,10,0,0,8,0,5,0,0,6,0,25,0,11,40,5,43,0,20,71,0,53,8,17,84,28,158,18,50,254,22,136,11,39,209,3,32,4,11,54
LGA37340,0,0,0,7,10,3,23,4,3,37,5,25,7,8,45,3,38,8,10,52,0,41,5,12,58,3,67,6,30,103,18,127,9,18,174,4,42,9,16,69,0,16,0,3,22,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,16,0,10,27,44,402,46,112,606,0,4,0,0,8,0,7,0,0,12,6,34,3,10,46,0,29,4,16,57,6,34,4,16,57,6,91,9,28,131,15,134,16,38,200,28,82,17,14,146,0,10,0,3,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,55,441,56,127,683,0,0,0,0,3,0,5,0,3,7,8,16,0,9,34,0,42,6,13,57,0,23,3,15,37,13,75,4,36,121,10,97,17,41,165,26,98,20,33,173
LGA37400,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,11,0,0,10,0,6,0,0,11,7,23,3,6,38,0,11,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,57,4,14,79,0,8,0,0,11,0,6,0,6,5,4,45,4,9,55,4,26,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,82,4,20,109,0,4,0,0,3,0,8,0,10,17,9,46,0,9,65,8,30,0,11,45,0,4,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA37570,0,6,0,6,9,0,0,0,0,4,0,0,0,5,6,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,27,0,0,0,0,0,0,0,0,3,9,0,10,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,27,0,7,0,3,16,0,0,0,0,0,0,9,0,3,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,16,0,5,23,0,17,0,0,18,11,54,0,20,89,5,56,4,18,77,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,150,5,52,220,0,4,0,0,3,0,3,0,3,9,8,41,7,26,76,13,87,10,31,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,27,143,10,62,236,0,5,0,5,11,0,13,0,4,20,5,36,3,5,51,18,75,6,35,126,0,0,0,0,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
