LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA40220,1760,1052,760,1363,1847,2365,2386,1264,435,13232,0,0,10,8,6,0,0,0,0,20,4,7,5,8,0,7,0,0,0,25,0,0,0,0,0,3,4,0,0,5,5,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,15,9,9,31,26,24,4,5,0,120,22,12,9,31,28,26,4,5,0,141,1755,973,856,1024,1037,1008,603,266,98,7629,444,295,207,319,338,377,283,174,39,2468,3997,2359,1866,2780,3293,3809,3297,1714,580,23704,18,16,19,28,33,47,23,7,5,193,273,163,129,199,406,595,887,557,202,3401,0,0,0,0,0,0,0,0,0,0,34,16,26,40,28,64,80,32,18,323,0,0,0,0,0,0,0,3,0,4,352,201,201,257,366,486,472,224,55,2620,3,3,9,4,14,42,49,38,23,190,10,4,3,14,11,9,10,0,3,67,11,10,20,11,17,21,38,21,4,148
LGA40250,213,154,140,107,96,77,33,21,3,856,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,248,212,169,107,60,30,21,10,7,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,212,169,107,64,30,21,10,7,863,82,73,96,60,57,41,16,3,0,424,89,59,55,40,22,16,4,0,0,284,642,493,463,316,240,165,74,37,15,2443,0,0,0,0,0,0,0,0,0,6,6,3,0,6,3,14,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,11,19,9,4,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA40310,2626,1327,1262,1914,2173,2223,1554,1035,483,14594,0,0,5,5,0,0,0,0,0,9,8,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,19,13,11,0,0,0,70,11,11,4,13,12,11,0,0,0,74,1330,852,806,903,817,582,235,87,26,5640,414,188,175,237,239,232,139,86,44,1749,4407,2388,2262,3104,3255,3059,1938,1205,556,22165,0,14,17,20,12,21,5,0,0,97,273,152,109,249,423,426,417,233,99,2366,0,0,0,0,0,0,0,0,0,0,31,23,25,15,34,37,46,19,11,242,0,0,0,0,0,0,0,0,0,5,404,231,208,333,374,353,237,113,35,2304,14,10,3,8,9,11,27,5,4,85,26,5,3,12,15,9,6,3,0,68,9,12,12,13,7,12,11,4,4,79
LGA40430,228,90,94,180,230,313,259,176,82,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,4,3,0,0,10,122,61,53,69,94,96,40,18,12,566,40,27,14,29,43,28,19,23,3,223,389,172,162,278,378,441,326,213,98,2456,3,0,0,0,4,5,0,0,0,10,27,13,15,15,25,61,61,36,15,272,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,3,0,25,0,0,0,0,0,0,0,0,0,0,28,24,18,27,32,51,61,28,13,284,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA40520,963,550,489,730,980,996,730,548,222,6204,4,0,9,0,0,0,0,0,0,16,4,0,4,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,20,33,22,17,19,10,0,0,147,4,3,5,8,9,8,0,6,0,35,27,22,36,26,23,23,10,6,7,185,834,451,438,422,364,272,122,57,14,2976,248,144,111,122,147,190,83,57,27,1125,2092,1172,1096,1311,1526,1485,951,670,263,10569,13,4,16,11,5,5,3,0,0,54,96,52,51,83,147,183,184,113,45,951,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,10,4,3,0,49,0,0,0,0,0,0,0,0,0,0,293,172,169,158,215,225,179,124,61,1604,7,6,0,4,12,16,23,11,4,86,90,63,28,59,108,65,49,81,19,558,0,0,0,0,0,0,0,4,0,12
LGA40700,3852,2912,1585,2833,3789,3683,2927,2209,1141,24935,103,63,124,102,75,42,34,11,3,559,74,88,82,66,35,19,10,5,3,382,27,22,13,19,22,39,15,13,0,167,0,0,0,0,0,0,0,0,0,3,14,18,23,16,5,10,6,5,0,103,29,23,25,33,37,26,17,20,7,214,47,38,49,43,43,35,30,24,7,314,1949,2136,1469,1477,1617,1447,716,353,166,11320,530,525,336,353,508,494,355,238,232,3569,6699,5934,3788,5064,6237,5897,4144,2875,1560,42190,192,138,152,251,182,118,93,31,11,1173,586,429,192,385,719,893,1041,718,472,5447,0,0,0,0,0,0,0,0,0,0,86,47,54,73,70,93,86,48,33,589,0,0,0,0,0,0,0,0,0,0,1579,1150,559,997,1371,1124,945,606,281,8608,10,0,0,3,8,7,13,6,9,54,202,181,103,142,265,207,87,110,36,1325,13,14,4,17,13,14,7,5,4,79
LGA40910,5129,3818,2926,4370,4620,3794,3870,2837,1045,32415,177,92,218,152,76,29,23,5,4,787,176,85,155,94,57,34,3,4,0,617,12,7,8,9,10,4,0,0,0,52,0,0,0,0,0,0,0,0,0,3,68,87,181,51,14,14,9,4,0,423,54,47,49,42,61,45,17,15,4,338,121,134,232,88,75,60,25,19,10,761,1733,1629,1597,1429,1103,839,498,253,137,9211,540,445,396,454,461,343,271,238,124,3272,8046,6380,5727,6779,6561,5225,4736,3381,1323,48165,190,153,212,233,169,137,68,15,5,1178,255,210,178,319,422,456,582,499,266,3195,0,0,0,0,0,0,0,0,0,0,108,73,75,92,99,76,100,66,19,721,0,0,0,0,0,0,0,0,0,0,2721,2163,1527,1876,2760,2012,1747,1635,606,17054,18,13,6,8,11,15,35,33,11,147,286,233,198,206,347,230,198,167,44,1911,36,15,24,28,37,37,35,23,11,243
LGA41010,512,255,240,314,336,350,226,103,40,2379,0,0,0,6,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,3,0,0,6,0,0,0,0,0,14,182,124,127,125,95,75,28,5,0,766,62,43,35,43,30,40,22,10,6,288,758,429,411,499,472,467,275,120,43,3477,0,3,4,5,5,0,0,0,0,18,53,39,21,42,56,86,78,33,18,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,54,33,44,44,46,49,30,19,3,318,8,0,5,0,0,3,0,0,0,10,24,11,19,8,4,16,10,0,4,84,0,0,0,0,0,0,0,0,0,0
LGA41060,9680,7247,6514,8846,9935,8892,7163,5898,2630,66804,201,113,442,161,39,34,7,3,0,1006,640,384,419,312,176,65,36,7,0,2036,10,0,14,10,5,8,3,11,4,61,4,0,0,0,3,3,0,0,0,16,111,168,378,55,12,8,5,0,0,736,49,61,68,78,65,58,24,13,0,421,163,232,453,135,79,67,25,15,3,1171,4105,3649,4139,3514,2976,2247,943,522,273,22373,1368,1145,1190,1173,1104,931,660,515,376,8467,16644,13217,13654,14672,14846,12616,8971,7049,3318,104981,404,431,487,464,514,478,205,72,35,3089,732,517,549,810,1185,1515,1481,950,609,8339,0,0,0,0,0,0,0,0,0,0,128,118,124,135,175,219,202,116,83,1301,0,0,0,0,3,0,0,0,0,7,4877,3605,3234,3549,4550,3806,3003,2360,1103,30103,9,3,10,7,18,36,50,33,22,185,1203,942,753,931,1403,911,803,820,319,8083,34,23,39,23,50,62,41,26,17,312
LGA41140,980,479,467,677,811,894,731,423,185,5636,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,8,7,9,0,0,0,37,3,5,9,8,7,9,0,0,0,34,547,339,263,320,329,285,101,46,6,2244,173,87,78,106,107,121,73,39,15,787,1706,911,821,1124,1256,1311,910,496,213,8746,4,5,0,5,7,10,3,0,0,34,95,56,52,82,184,223,190,120,60,1055,0,0,0,0,0,0,0,0,0,0,0,5,9,3,10,15,16,15,3,80,0,0,0,0,0,0,0,0,0,0,337,166,160,169,221,209,196,83,36,1576,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,4,0,19,15,3,6,4,8,10,6,10,0,77
LGA41190,228,92,92,158,185,197,138,90,36,1225,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,121,55,52,55,69,46,15,13,5,427,24,16,11,17,20,11,3,15,8,131,386,166,154,234,279,253,159,114,47,1790,0,0,0,0,0,3,0,0,0,5,20,11,10,18,28,56,30,19,15,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,20,31,27,23,31,27,6,5,217,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA41330,138,72,90,114,179,174,176,48,7,1000,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,64,48,45,48,60,48,37,4,0,346,64,30,29,35,34,43,37,10,0,279,280,151,179,207,276,264,256,67,7,1697,3,5,15,12,4,7,0,0,0,48,12,0,10,5,17,37,23,12,0,114,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,11,3,4,4,0,6,4,0,0,0,21,52,18,38,36,41,28,59,21,7,297,0,0,0,0,0,0,0,0,0,0,14,4,9,13,13,14,34,26,0,132,0,0,0,0,0,0,3,0,0,5
LGA41560,979,605,482,738,1088,1495,1438,814,291,7929,4,0,0,3,3,0,0,0,0,9,3,4,6,4,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,16,0,0,3,6,6,0,0,0,0,16,988,548,497,490,547,383,234,103,20,3812,226,117,108,141,156,153,128,80,26,1135,2204,1278,1105,1382,1801,2041,1800,1000,338,12948,5,5,12,4,16,11,9,0,0,63,129,91,63,110,209,312,375,239,61,1592,0,0,0,0,0,0,0,0,0,0,35,10,9,17,31,34,37,12,0,198,0,0,0,0,0,0,0,0,0,0,271,153,188,175,234,267,282,131,35,1751,3,8,3,11,9,15,22,17,5,95,11,10,10,0,9,16,12,13,0,82,12,13,14,4,13,4,7,3,0,66
LGA41750,123,56,60,87,133,112,78,41,12,707,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,53,40,31,35,37,35,12,3,0,239,25,8,10,8,22,9,3,6,0,84,204,106,104,129,191,158,86,46,15,1046,0,0,0,0,0,0,0,0,0,5,11,5,10,8,23,45,21,13,9,132,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,40,5,16,24,28,39,24,9,6,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,148,98,72,100,139,220,138,74,36,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,128,48,52,69,64,47,19,17,3,453,39,23,20,23,33,25,20,8,3,194,317,172,147,203,242,292,180,99,48,1698,0,5,3,0,7,0,0,0,0,15,13,10,0,8,29,40,42,14,7,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,13,0,0,0,0,0,0,0,0,0,0,33,22,32,30,38,41,47,19,6,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,112,54,42,94,101,148,111,45,21,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,62,41,44,30,51,22,8,3,335,36,15,10,20,22,30,10,8,3,140,225,132,106,156,157,222,144,62,21,1216,0,7,0,0,6,0,0,0,0,6,16,8,5,10,31,22,34,7,3,147,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,3,19,0,0,0,0,0,0,0,0,0,0,34,14,13,20,24,31,22,6,4,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7
LGA42030,1846,1300,1092,1385,1947,1695,1469,1100,397,12231,9,0,6,5,3,4,0,0,0,28,10,3,5,8,4,4,7,0,0,38,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,5,11,20,12,18,7,8,3,0,88,3,12,23,20,18,7,8,3,0,99,1400,1081,957,846,749,497,212,128,46,5923,457,344,219,282,268,190,166,125,46,2095,3742,2769,2317,2570,3017,2416,1864,1354,494,20539,34,14,25,32,39,23,11,5,0,174,379,288,253,275,487,545,510,383,162,3279,0,0,0,0,0,0,0,0,0,0,49,45,28,38,45,59,45,29,11,349,0,0,0,0,0,0,5,0,0,5,619,407,413,397,491,465,345,230,75,3447,16,6,5,16,4,21,24,9,5,102,25,27,12,23,26,13,14,16,0,158,13,6,19,18,22,20,20,18,6,148
LGA42110,487,247,191,315,469,468,351,224,101,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,23,0,0,6,3,7,0,0,0,0,23,216,142,75,116,154,118,70,20,8,917,67,33,19,44,54,39,41,23,14,336,771,427,297,495,689,631,471,266,118,4160,0,0,5,5,4,0,4,0,0,20,58,25,30,36,85,109,106,42,15,502,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,11,6,4,0,41,0,0,0,0,0,0,0,0,0,0,120,52,45,63,74,107,58,45,5,571,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,3,0,0,9
LGA42250,830,435,297,660,841,859,444,202,61,4638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,10,0,0,11,4,0,0,0,0,0,10,655,311,281,396,319,183,80,20,0,2248,167,88,107,142,150,135,87,48,21,938,1655,836,692,1202,1308,1186,618,268,83,7853,0,6,5,5,0,9,0,0,0,19,89,58,47,71,155,159,161,44,20,805,0,0,0,0,0,0,0,0,0,0,29,8,7,19,16,18,15,3,0,124,5,0,0,0,0,0,0,0,0,7,320,171,125,178,269,212,130,65,26,1496,0,0,0,0,3,5,4,0,0,8,0,3,0,3,12,0,9,0,0,22,0,0,0,0,0,3,0,0,0,12
LGA42600,2479,2199,1711,2206,3224,3293,2266,2073,1343,20788,43,23,88,53,17,14,3,0,0,226,53,36,99,33,14,7,0,0,0,239,0,0,7,0,0,8,9,8,4,43,0,0,0,0,4,0,0,0,0,5,5,10,30,3,0,0,0,0,0,47,12,20,28,18,30,28,11,9,3,152,20,30,59,18,31,27,10,9,3,203,1374,1483,1623,1364,1393,1200,548,288,165,9441,366,468,456,409,440,428,250,256,205,3275,4358,4309,4121,4158,5175,5025,3106,2632,1725,34600,22,48,41,69,52,53,28,8,0,316,421,314,210,378,670,778,894,623,449,4742,0,0,0,0,0,0,0,0,0,0,49,34,49,59,58,56,73,60,38,479,0,0,0,0,0,0,0,0,0,0,1058,907,699,780,1045,1128,806,505,289,7219,0,0,0,0,10,18,33,20,23,115,112,67,41,82,108,76,48,47,13,593,10,3,8,13,12,4,8,9,0,66
LGA42750,254,123,158,231,376,471,286,149,72,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,5,0,0,0,0,12,416,181,209,233,258,225,97,23,12,1653,122,37,60,75,93,83,60,26,15,579,790,343,429,554,747,792,446,201,104,4416,0,3,5,10,10,6,4,0,0,41,33,21,17,29,81,124,135,74,35,553,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,28,0,0,0,0,0,0,0,0,0,0,56,42,52,47,87,94,70,28,11,478,3,0,0,0,0,0,0,0,0,10,3,0,6,3,7,4,0,0,0,18,9,3,0,0,0,0,0,0,0,18
LGA43080,127,66,43,89,125,142,70,62,17,737,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,5,4,0,0,0,0,9,49,23,13,32,25,18,10,8,3,182,16,7,3,20,17,19,7,7,0,99,195,101,65,142,172,178,86,77,21,1030,0,0,0,0,0,0,0,0,0,0,20,9,0,10,11,14,20,9,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,12,9,13,19,17,14,9,8,108,0,4,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,99,56,65,64,102,108,78,59,19,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,38,54,44,42,32,18,15,5,331,16,0,14,10,9,13,12,10,12,100,215,98,132,121,160,154,103,87,36,1088,0,0,0,0,0,0,0,0,0,0,11,3,10,7,15,9,9,7,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,4,26,16,13,19,13,3,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
LGA43360,121,116,91,134,173,263,234,136,29,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,6,174,99,91,94,88,79,25,13,4,670,57,20,40,31,47,42,20,23,16,296,360,234,227,254,314,387,279,172,58,2280,0,0,6,0,0,0,0,0,0,10,49,22,21,17,52,83,68,56,20,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,22,29,27,22,34,42,40,22,6,245,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA43650,1672,961,757,1191,1552,1121,724,331,146,8458,0,0,0,0,0,6,0,0,0,4,8,3,0,3,5,0,0,0,0,19,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,10,0,7,0,0,36,4,0,3,7,10,0,7,0,0,34,1110,585,494,663,556,328,127,56,13,3918,313,170,130,194,199,139,70,48,16,1279,3108,1725,1393,2074,2332,1595,934,438,177,13787,9,13,14,16,18,13,4,0,0,91,258,166,122,224,324,307,220,100,28,1749,0,0,0,0,0,0,0,0,0,0,42,24,17,25,26,21,22,0,0,170,0,0,0,0,0,0,0,0,0,0,478,264,195,308,354,245,158,69,12,2078,11,0,5,5,6,3,0,0,0,39,8,4,5,6,3,10,4,0,0,40,6,8,7,11,6,12,18,4,3,71
LGA43710,593,274,242,407,481,434,326,147,49,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,7,0,0,0,16,0,4,3,0,7,7,0,0,0,16,374,164,181,203,201,156,64,27,7,1368,104,55,58,98,109,55,37,19,0,527,1086,499,478,724,805,654,427,189,57,4920,10,3,4,9,5,4,3,0,0,36,74,52,28,54,134,112,106,51,15,633,0,0,0,0,0,0,0,0,0,0,22,0,4,10,4,9,5,0,0,51,0,0,0,0,0,0,0,0,0,0,188,90,84,120,141,98,79,25,12,839,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,8,5,0,0,5,0,8,0,0,0,13
