LGA_CODE_2021,C21_SH_Tot_NPGH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPGH_2,C21_SDRTHT_0b_s_a_b_NPGH_3,C21_SDRTHT_0b_s_a_b_NPGH_4,C21_SDRTHT_0b_s_a_b_NPGH_5,C21_SDRTHT_0b_s_a_b_NPGH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPGH_2,C21_SDRTHT_1b_NPGH_3,C21_SDRTHT_1b_NPGH_4,C21_SDRTHT_1b_NPGH_5,C21_SDRTHT_1b_NPGH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPGH_2,C21_SDRTHT_2b_NPGH_3,C21_SDRTHT_2b_NPGH_4,C21_SDRTHT_2b_NPGH_5,C21_SDRTHT_2b_NPGH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPGH_2,C21_SDRTHT_3b_NPGH_3,C21_SDRTHT_3b_NPGH_4,C21_SDRTHT_3b_NPGH_5,C21_SDRTHT_3b_NPGH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPGH_2,C21_SDRTHT_4mb_NPGH_3,C21_SDRTHT_4mb_NPGH_4,C21_SDRTHT_4mb_NPGH_5,C21_SDRTHT_4mb_NPGH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPGH_2,C21_SDRTHT_NB_NS_NPGH_3,C21_SDRTHT_NB_NS_NPGH_4,C21_SDRTHT_NB_NS_NPGH_5,C21_SDRTHT_NB_NS_NPGH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPGH_2,C21_SDRTHT_Tot_NPGH_3,C21_SDRTHT_Tot_NPGH_4,C21_SDRTHT_Tot_NPGH_5,C21_SDRTHT_Tot_NPGH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPGH_2,C21_F_a_0b_s_a_b_NPGH_3,C21_F_a_0b_s_a_b_NPGH_4,C21_F_a_0b_s_a_b_NPGH_5,C21_F_a_0b_s_a_b_NPGH_6_mor,C21_F_a_0b_s_a_b_Tot,C21_F_a_1b_NPGH_2,C21_F_a_1b_NPGH_3,C21_F_a_1b_NPGH_4,C21_F_a_1b_NPGH_5,C21_F_a_1b_NPGH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPGH_2,C21_F_a_2b_NPGH_3,C21_F_a_2b_NPGH_4,C21_F_a_2b_NPGH_5,C21_F_a_2b_NPGH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPGH_2,C21_F_a_3b_NPGH_3,C21_F_a_3b_NPGH_4,C21_F_a_3b_NPGH_5,C21_F_a_3b_NPGH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPGH_2,C21_F_a_4mb_NPGH_3,C21_F_a_4mb_NPGH_4,C21_F_a_4mb_NPGH_5,C21_F_a_4mb_NPGH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPGH_2,C21_F_a_NB_NS_NPGH_3,C21_F_a_NB_NS_NPGH_4,C21_F_a_NB_NS_NPGH_5,C21_F_a_NB_NS_NPGH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPGH_2,C21_F_a_Tot_NPGH_3,C21_F_a_Tot_NPGH_4,C21_F_a_Tot_NPGH_5,C21_F_a_Tot_NPGH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPGH_2,C21_OD_0b_s_a_b_NPGH_3,C21_OD_0b_s_a_b_NPGH_4,C21_OD_0b_s_a_b_NPGH_5,C21_OD_0b_s_a_b_NPGH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPGH_2,C21_OD_1b_NPGH_3,C21_OD_1b_NPGH_4,C21_OD_1b_NPGH_5,C21_OD_1b_NPGH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPGH_2,C21_OD_2b_NPGH_3,C21_OD_2b_NPGH_4,C21_OD_2b_NPGH_5,C21_OD_2b_NPGH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPGH_2,C21_OD_3b_NPGH_3,C21_OD_3b_NPGH_4,C21_OD_3b_NPGH_5,C21_OD_3b_NPGH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPGH_2,C21_OD_4mb_NPGH_3,C21_OD_4mb_NPGH_4,C21_OD_4mb_NPGH_5,C21_OD_4mb_NPGH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPGH_2,C21_OD_NB_NS_NPGH_3,C21_OD_NB_NS_NPGH_4,C21_OD_NB_NS_NPGH_5,C21_OD_NB_NS_NPGH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPGH_2,C21_OD_Tot_NPGH_3,C21_OD_Tot_NPGH_4,C21_OD_Tot_NPGH_5,C21_OD_Tot_NPGH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPGH_2,C21_DS_NS_NPGH_3,C21_DS_NS_NPGH_4,C21_DS_NS_NPGH_5,C21_DS_NS_NPGH_6_mor,C21_DS_NS_Tot,C21_Tot_NPGH_2,C21_Tot_NPGH_3,C21_Tot_NPGH_4,C21_Tot_NPGH_5,C21_Tot_NPGH_6_mor,C21_Tot_Tot
LGA21830,0,151,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,18,6,0,0,164
LGA21890,63,2161,0,0,0,0,0,0,22,0,0,0,0,29,548,50,12,0,0,614,209,289,56,6,4,558,16,27,56,14,3,119,16,10,0,0,0,29,824,375,120,23,9,1346,3,0,0,0,0,3,35,0,0,0,0,36,474,21,7,0,0,511,28,45,3,0,0,77,6,0,9,0,0,14,10,0,0,0,0,10,551,71,20,4,0,650,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,12,18,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,33,21,0,0,0,55,5,0,0,0,0,6,2361,1129,507,145,69,4215
LGA22110,10,435,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,15,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,42,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,5,417,52,18,0,9,496
LGA22170,9,1225,4,0,0,0,0,4,8,0,0,0,0,11,152,9,0,0,0,157,108,21,4,0,0,126,8,0,3,0,0,15,0,0,0,0,0,0,273,24,10,0,0,304,0,0,0,0,0,0,5,0,0,0,0,5,39,0,0,0,0,34,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1305,214,34,18,9,1582
LGA22250,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,0,0,0,100
LGA22310,21,773,0,0,0,0,0,0,0,0,0,0,0,0,232,11,0,0,0,248,147,109,15,3,0,280,19,23,31,6,7,81,6,0,0,0,0,6,409,147,50,11,10,626,6,0,0,0,0,6,67,3,5,0,0,73,778,71,22,8,0,874,61,98,11,6,0,175,5,5,6,0,0,19,16,4,0,0,0,18,936,172,43,10,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,5,3,5,0,0,11,0,0,5,0,0,4,0,0,0,0,0,0,17,10,6,3,0,31,3,0,0,0,0,9,1751,487,246,85,34,2596
LGA22410,0,186,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,183,12,6,0,0,205
LGA22490,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,15,3,0,0,117
LGA22620,12,1357,0,0,0,0,0,0,3,0,0,0,0,3,84,5,0,0,0,83,45,20,3,0,0,73,0,0,3,6,0,11,0,0,0,0,0,0,134,31,3,4,0,171,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,4,3,3,0,0,0,8,1180,264,80,20,12,1555
LGA22670,80,1631,0,0,0,0,0,3,3,0,0,0,0,10,199,46,18,0,3,265,99,81,33,12,4,230,7,6,16,8,4,43,15,0,4,3,0,24,324,143,67,27,9,569,0,0,0,0,0,0,6,0,0,0,0,7,169,34,7,0,0,212,31,29,3,4,0,67,4,5,5,0,5,19,9,0,3,0,0,9,222,70,26,0,3,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,10,1356,583,343,162,97,2542
LGA22750,70,3281,0,0,0,0,0,0,17,3,0,0,0,16,214,21,0,0,0,224,99,62,12,4,0,176,12,6,21,6,3,53,8,0,0,0,0,8,352,89,32,8,3,480,0,0,0,0,0,0,9,0,0,0,0,9,71,12,0,0,0,82,17,10,5,0,0,33,0,0,0,0,0,4,0,0,0,0,0,0,102,27,4,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,5,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,18,9,0,0,0,22,3,0,0,0,0,10,2477,833,422,127,74,3926
LGA22830,13,666,0,0,0,0,0,0,0,0,0,0,0,4,45,7,0,0,0,59,14,0,0,0,0,23,3,5,0,0,0,10,0,4,0,0,0,3,70,20,5,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,551,154,51,14,16,783
LGA22910,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,15,4,3,0,188
LGA22980,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,0,0,0,71
LGA23110,11,664,0,0,0,0,0,0,3,0,0,0,0,3,85,5,4,0,0,90,90,27,4,0,3,121,7,3,6,4,0,21,4,0,0,0,0,3,186,38,17,7,3,251,0,0,0,0,0,0,10,0,0,0,0,10,56,0,0,0,0,58,7,3,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,69,12,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,745,156,70,24,11,1003
LGA23190,0,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,186,34,9,4,0,226
LGA23270,32,1422,0,0,0,0,0,0,6,0,0,0,0,6,91,7,0,0,0,93,94,33,5,3,0,135,3,4,5,4,0,17,8,0,0,0,0,13,202,46,10,9,0,265,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,0,0,43,29,14,4,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,66,19,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1225,302,164,71,33,1782
LGA23350,0,106,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104,13,0,0,0,123
LGA23430,20,806,0,0,0,0,0,0,3,0,0,0,0,9,225,16,9,0,0,251,149,58,15,0,3,225,19,18,18,3,0,55,6,3,0,0,0,11,401,98,38,10,4,553,0,0,0,0,0,0,13,0,0,0,0,13,237,16,0,0,0,263,34,7,0,0,0,48,0,0,0,0,0,5,3,3,0,0,0,3,296,27,3,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,1200,292,133,50,24,1699
LGA23670,8,1095,3,0,0,0,0,3,4,0,0,0,0,0,100,3,0,0,0,107,83,26,5,0,0,115,13,10,0,0,0,30,0,0,0,0,0,0,205,36,11,0,0,255,0,0,0,0,0,0,3,0,0,0,0,3,33,4,0,0,0,37,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1095,195,74,30,10,1397
LGA23810,9,724,0,0,0,0,0,0,6,0,0,0,0,6,37,0,0,0,0,34,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53,3,4,0,0,54,0,0,0,0,0,0,7,0,0,0,0,7,26,4,0,0,0,33,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,43,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,699,85,18,11,9,833
LGA23940,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,4,0,0,80
LGA24130,8,277,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,251,38,0,5,8,302
LGA24210,24,571,0,0,0,0,0,0,4,0,0,0,0,4,48,0,0,0,0,50,54,17,5,0,0,81,19,4,15,0,0,43,4,0,0,0,0,4,127,26,18,4,0,176,0,0,0,0,0,0,8,0,0,0,0,8,97,5,0,0,0,102,18,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,123,11,3,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,573,157,85,43,24,888
LGA24250,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,13,3,0,0,76
LGA24330,38,1155,0,0,0,0,0,0,8,0,0,0,0,8,197,14,0,0,0,215,149,141,22,8,7,325,14,18,27,8,4,73,16,5,0,0,0,24,380,188,49,21,12,645,4,0,0,0,0,4,47,0,0,0,0,47,421,51,18,3,0,487,39,45,8,4,0,98,6,4,5,0,0,12,16,0,0,0,0,19,527,98,26,12,0,663,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5,7,0,0,0,0,7,0,5,0,0,0,5,0,0,0,0,0,0,17,6,0,0,0,24,0,0,0,0,0,0,1520,612,218,86,50,2490
LGA24410,7,912,0,0,0,0,0,0,0,0,0,0,0,0,66,10,0,0,0,75,29,8,3,0,0,43,4,0,0,0,0,4,0,0,0,0,0,0,105,22,3,0,0,130,0,0,0,0,0,0,4,0,0,0,0,4,51,0,0,0,0,51,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,168,56,31,7,1106
LGA24600,4,167,0,0,0,0,0,0,11,0,0,0,0,19,262,26,3,0,0,294,138,344,29,4,0,513,22,64,224,88,32,431,0,0,0,0,0,10,439,435,268,88,35,1272,27,0,0,0,0,24,497,23,4,0,0,520,5355,647,208,29,10,6247,377,700,109,25,13,1223,17,15,41,6,5,85,77,35,9,3,0,126,6349,1421,368,69,23,8234,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,4,0,0,0,8,0,0,3,0,0,9,0,0,0,0,0,0,11,7,7,0,0,24,32,0,0,0,0,35,6909,1922,676,169,62,9725
LGA24650,7,989,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,26,54,7,0,0,0,64,3,0,0,0,0,11,0,0,0,0,0,4,83,14,5,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,903,141,40,15,7,1102
LGA24780,26,534,0,0,0,0,0,0,7,0,0,0,0,7,32,5,0,0,0,38,29,5,3,0,0,38,0,0,0,0,0,4,0,0,0,0,0,0,67,11,4,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,31,7,3,0,0,38,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,36,7,3,0,0,51,0,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,3,0,0,10,0,0,10,0,0,0,0,0,0,5,4,10,0,0,20,0,0,0,0,0,0,471,120,47,26,26,689
LGA24850,7,320,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,11,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,280,46,11,0,7,352
LGA24900,10,289,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,263,35,10,4,10,326
LGA24970,104,2063,0,0,0,0,0,0,4,8,0,0,0,8,134,22,6,0,0,170,210,215,24,12,9,464,88,99,154,49,45,433,10,8,4,0,0,22,448,345,190,63,54,1098,0,0,0,0,0,0,22,0,0,0,0,21,413,28,9,0,0,450,71,59,16,0,0,155,9,20,22,3,0,54,7,3,0,0,0,14,521,113,48,10,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,7,1809,1021,629,253,161,3868
LGA25060,13,738,0,0,0,0,0,0,11,0,0,0,0,11,178,14,9,0,0,201,134,116,9,0,6,270,10,12,14,3,0,43,3,6,0,0,0,3,342,137,33,8,6,523,0,0,0,0,0,0,31,0,0,0,0,33,450,42,5,0,0,505,38,27,0,0,0,75,5,0,3,0,0,7,16,3,0,0,0,20,541,72,15,7,3,640,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,17,0,0,0,0,0,0,1297,418,137,37,19,1920
LGA25150,0,235,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,221,27,9,0,0,256
LGA25250,50,2455,0,0,0,0,0,3,18,0,0,0,0,17,704,54,20,0,0,781,284,458,80,24,9,850,9,44,89,25,8,179,12,9,4,0,0,25,1028,558,196,50,21,1856,6,0,0,0,0,6,51,0,0,0,0,57,776,53,10,4,0,845,54,90,9,0,0,147,9,0,13,0,0,29,8,4,0,0,0,13,896,145,37,7,3,1094,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,16,13,23,0,0,0,37,3,5,9,3,0,10,0,0,0,0,0,0,26,27,10,3,0,64,3,0,0,0,0,3,2906,1532,751,211,71,5474
LGA25340,4,981,0,0,0,0,0,0,3,0,0,0,0,3,74,4,0,0,0,73,53,6,0,0,0,64,5,0,0,4,0,12,0,0,0,0,0,4,141,8,6,7,0,160,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,3,0,0,0,0,3,1004,126,36,18,3,1190
LGA25430,0,230,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,204,36,3,0,0,239
LGA25490,0,101,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13,0,0,0,109
