LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA54830,8,4,3,0,19,0,0,0,0,4,0,10,0,0,19,4,4,0,0,7,8,0,4,4,16,28,19,5,7,53,49,33,13,10,99,75,43,21,10,158,226,248,106,52,637,218,232,99,49,594,181,167,62,27,436,131,149,63,26,372,96,111,49,8,270,27,36,13,4,80,196,205,128,54,593,18,13,11,6,46,1271,1285,573,267,3395,4,5,5,6,16,4,0,0,0,10,3,4,4,4,12,0,0,0,0,3,10,15,5,5,38,19,27,9,9,58,47,23,10,10,87,89,60,16,23,182,309,265,114,47,738,313,329,116,61,812,307,333,103,40,785,212,214,71,21,520,199,184,74,21,475,79,112,39,21,250,204,266,113,47,631,26,17,7,4,50,1832,1856,681,300,4668,4,7,0,0,15,3,0,0,0,3,4,4,0,0,8,4,0,0,0,9,4,8,0,0,10,11,12,3,3,26
LGA54900,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,4,0,0,0,6,4,7,5,0,19,14,14,9,5,41,5,14,3,0,25,4,7,0,0,11,6,3,3,0,8,0,4,0,0,7,0,0,0,0,3,8,8,10,0,32,0,0,0,0,0,52,61,34,11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,6,5,0,0,10,0,7,5,0,12,3,11,5,0,17,9,7,7,0,16,3,11,3,0,13,3,6,3,0,12,5,6,0,0,13,17,6,4,4,32,0,0,0,0,0,59,53,23,6,138,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,15,0,4,3,4,10,0,3,0,0,3,4,3,0,0,7,0,3,0,0,9,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,18,16,6,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,5,0,0,3,0,3,0,3,0,0,3,0,5,0,0,9,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,4,19,7,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA55040,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,10,5,6,17,4,14,3,0,22,12,16,3,0,39,6,8,4,4,20,3,0,0,0,7,4,9,0,9,23,0,6,0,0,9,33,71,21,20,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,11,5,4,4,0,17,5,4,0,4,13,0,0,0,0,5,7,4,0,0,15,0,4,0,0,5,3,3,0,0,17,0,0,0,0,0,34,27,16,11,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,10,10,0,0,25,3,8,0,0,12,7,3,5,0,19,11,13,0,0,24,20,12,10,4,45,48,31,21,9,113,78,46,28,17,169,110,100,33,15,260,333,391,152,58,935,353,477,169,49,1051,289,347,119,47,810,317,454,186,48,1005,304,352,91,30,779,86,109,52,18,257,531,570,226,90,1418,35,43,9,3,91,2530,2973,1108,399,7005,24,7,6,3,40,10,7,0,0,17,8,5,3,0,18,8,9,0,0,21,40,21,17,4,75,37,24,11,3,78,77,45,11,6,137,132,72,30,25,263,432,345,131,49,961,380,453,142,59,1037,427,481,214,70,1187,294,418,141,40,891,355,431,152,43,987,259,434,144,47,883,570,650,259,118,1595,27,33,6,3,64,3091,3422,1277,466,8261,14,13,3,0,30,5,0,0,0,5,6,4,0,0,3,6,6,0,0,14,15,5,3,0,22,36,22,7,3,61
LGA55180,0,4,0,0,0,4,0,0,0,3,3,0,0,0,3,8,0,5,0,11,5,7,3,0,16,10,8,7,3,37,19,18,10,5,48,34,33,11,6,80,69,76,56,17,220,37,81,40,10,164,44,42,19,5,106,18,32,19,3,71,18,23,8,6,51,5,9,0,0,19,55,59,28,20,154,5,3,0,0,4,335,385,194,78,995,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,3,0,0,0,3,4,3,0,0,9,12,3,0,0,16,13,8,6,0,27,17,16,11,9,53,54,56,22,16,149,54,53,30,8,148,31,54,30,12,120,34,35,13,4,90,20,35,7,3,73,21,10,8,0,40,55,57,25,16,151,7,4,7,0,13,316,347,157,79,891,5,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,4,4,0,0,8
LGA55250,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,10,0,0,0,0,4,0,3,0,3,6,9,0,0,0,14,3,0,0,0,6,0,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,3,5,0,0,10,28,18,12,14,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,3,0,4,0,5,0,4,8,0,4,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,12,15,8,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,21,26,8,4,57,11,6,4,0,18,22,10,8,0,31,8,12,3,0,25,17,12,0,0,38,40,32,8,3,87,68,61,14,4,151,124,91,31,13,254,410,373,113,26,918,469,546,176,39,1225,456,573,163,36,1235,668,1097,397,80,2245,747,1175,404,95,2426,493,731,298,55,1577,641,865,388,110,2008,34,29,15,5,82,4218,5637,2026,476,12366,24,22,6,0,62,12,8,0,0,24,22,9,8,0,41,13,5,3,0,24,25,16,3,0,48,54,29,8,6,103,64,38,10,5,112,102,74,27,9,213,370,289,91,18,770,429,413,133,42,1023,488,686,213,45,1432,482,640,187,27,1341,710,1098,335,75,2215,987,1671,598,136,3395,642,823,305,85,1855,20,37,9,3,76,4452,5873,1948,455,12724,19,15,3,0,41,5,5,4,0,11,10,3,0,0,15,7,13,0,0,22,22,15,4,0,42,24,13,0,0,39
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,11,9,7,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,5,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,5,0,4,8,6,3,5,3,15,6,3,9,0,25,20,28,8,3,53,17,24,15,3,52,21,13,9,7,46,13,12,6,0,31,9,17,7,0,29,4,0,0,0,3,23,16,11,9,58,0,3,4,0,7,123,129,73,27,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,5,3,7,4,0,12,8,5,0,0,6,21,18,8,0,43,21,17,9,0,46,16,13,11,4,50,7,12,12,4,36,7,14,8,0,30,9,9,3,3,25,9,12,13,3,43,0,0,0,3,6,111,107,69,28,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,0,12,0,0,12,0,7,0,3,6,0,5,0,0,5,3,0,0,0,3,0,0,0,0,4,5,0,4,0,3,0,0,0,0,5,0,0,0,0,4,15,22,13,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,4,0,5,4,0,0,0,6,0,4,0,0,6,3,0,0,0,6,0,0,0,0,0,0,3,0,0,4,5,5,3,5,13,0,0,0,0,0,19,23,6,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,4,4,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,4,4,3,0,8,7,4,7,3,23,20,19,11,4,59,21,22,6,4,54,16,11,0,0,30,8,12,5,0,20,4,0,3,0,12,9,0,0,0,5,15,25,9,6,52,0,0,0,0,0,110,103,48,28,292,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,0,0,5,0,0,3,0,4,0,3,0,0,7,3,0,0,0,5,13,13,11,0,36,21,7,7,0,48,13,18,6,8,43,8,13,3,0,26,7,9,0,6,25,5,0,3,5,14,20,10,14,5,41,4,5,0,0,5,90,97,54,18,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,3,0,4,3,10,3,3,21,4,9,0,0,14,4,0,0,0,7,0,0,0,0,0,3,3,0,0,6,0,4,0,0,10,6,8,5,0,17,0,0,0,0,5,21,42,20,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,3,16,4,0,4,0,12,0,4,4,0,8,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,5,8,0,14,0,0,0,0,0,20,18,17,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,6,6,0,0,9,13,5,5,0,20,17,23,3,3,50,21,27,9,6,54,15,18,10,0,47,34,100,37,13,173,63,89,28,3,193,57,85,47,7,195,47,59,33,6,151,0,5,0,0,6,284,421,176,42,918,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,5,0,5,0,0,5,6,0,0,0,10,4,0,0,0,5,17,20,6,0,47,22,13,10,3,47,21,29,5,0,59,28,35,10,0,71,50,70,29,4,157,95,202,107,16,418,44,71,20,9,146,0,0,4,0,12,296,459,199,39,988,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3
LGA55810,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,4,0,0,0,0,0,4,0,0,0,6,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,0,0,0,0,0,28,10,5,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,8,9,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,9,6,7,5,3,15,6,0,0,0,8,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,23,26,10,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,9,5,0,16,4,4,0,0,10,5,3,0,0,6,3,0,0,0,3,0,0,0,0,5,0,3,0,0,6,7,8,0,0,13,0,0,0,0,0,24,27,12,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,4,0,0,6,0,3,5,0,6,0,11,0,5,0,0,9,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,3,4,0,0,14,0,0,0,0,0,22,20,11,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,6,0,0,10,5,3,0,0,9,0,3,0,0,9,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,6,0,0,9,0,0,0,3,5,18,31,9,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,3,0,0,0,7,6,0,0,0,6,0,6,4,0,16,6,7,0,0,11,10,5,4,0,15,23,8,9,3,42,33,29,11,0,73,51,45,21,5,123,159,200,103,28,487,233,286,121,37,682,219,254,89,22,578,211,327,128,43,717,225,297,112,32,668,93,140,52,22,304,274,290,168,65,799,18,30,10,7,67,1567,1934,821,271,4593,5,3,0,0,11,6,9,0,0,13,7,5,0,5,12,10,4,0,0,15,12,7,3,0,23,8,13,6,0,28,33,13,4,0,50,46,29,7,6,90,184,154,51,28,413,197,258,96,29,583,253,307,115,27,706,202,233,98,31,558,258,279,104,33,670,204,304,126,41,672,256,338,126,52,770,10,16,11,3,38,1683,1978,750,246,4653,3,6,0,0,10,0,0,0,0,5,5,0,0,0,7,0,0,0,0,3,0,4,0,0,5,12,6,5,0,21
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,5,0,0,0,5,5,0,4,0,8,0,0,0,0,5,9,4,0,0,9,10,16,11,4,31,13,9,9,3,30,25,23,16,0,66,69,73,35,18,193,62,116,35,18,233,64,81,25,6,178,59,102,33,12,204,51,78,30,9,163,29,35,17,3,75,106,112,65,23,304,9,12,0,0,23,497,658,269,105,1532,0,0,0,0,4,0,4,0,0,11,0,4,0,0,0,0,0,0,0,0,5,8,6,0,16,8,10,0,0,15,21,10,4,0,37,16,19,8,0,49,69,65,36,11,177,71,78,32,14,196,93,112,43,21,267,73,80,35,14,189,66,89,40,17,203,41,92,34,13,185,128,136,62,35,368,6,6,0,0,20,607,714,295,126,1745,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,5,12,0,0,0,13
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,4,4,0,11,14,4,6,0,20,0,9,6,0,16,6,4,3,0,8,4,0,4,0,11,0,0,0,0,4,0,0,0,0,4,7,9,9,0,19,0,0,0,0,0,45,38,26,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,6,8,8,0,0,9,6,7,3,0,15,4,10,0,0,16,6,5,0,0,15,4,6,4,0,13,0,0,3,0,5,10,9,4,0,18,3,0,0,0,3,41,41,16,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,8,0,0,0,6,7,6,0,0,7,7,8,3,0,23,4,4,0,0,10,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,10,0,0,16,0,0,0,0,3,37,27,17,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,9,4,0,0,0,15,8,0,0,0,15,8,0,0,0,12,4,4,0,0,14,0,0,3,0,3,3,0,0,0,9,3,7,0,0,7,0,0,0,0,0,40,21,16,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,6,8,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,9,7,4,27,9,5,4,0,20,8,18,6,9,48,39,35,11,10,93,25,40,16,5,85,22,29,17,0,63,14,15,8,0,40,5,10,8,0,31,6,6,6,0,17,19,29,11,3,70,6,0,4,0,9,168,205,106,38,523,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,7,4,5,0,0,5,4,0,0,0,6,3,0,0,0,6,10,4,3,3,19,25,25,16,7,79,18,33,10,4,64,18,27,20,4,66,18,21,10,5,47,11,28,4,6,45,20,16,10,3,40,30,27,16,4,81,6,0,0,0,12,172,194,86,37,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,3,8,0,0,11,0,5,0,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,9,0,5,0,0,10,10,5,0,0,16,12,12,3,4,29,49,29,10,6,99,59,65,27,5,152,66,56,20,10,151,134,294,143,42,615,164,318,128,32,638,177,323,163,24,686,136,222,108,41,507,5,16,0,0,25,825,1358,618,152,2946,0,5,4,0,16,3,0,0,0,3,3,3,0,0,7,0,4,0,0,4,0,3,0,0,3,0,4,0,0,0,7,8,0,0,16,10,13,0,0,22,40,32,14,0,86,36,45,17,5,104,58,82,36,12,186,76,61,16,4,160,141,213,101,16,472,328,685,345,67,1424,127,219,94,32,462,6,13,12,0,29,833,1392,635,142,3002,5,5,3,0,13,0,0,0,0,5,5,0,0,0,5,0,0,0,0,3,4,0,0,0,7,6,0,0,0,3
LGA56620,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,9,6,3,0,11,4,4,0,0,11,17,13,7,4,35,4,6,3,0,18,8,4,3,0,11,4,6,0,4,18,0,0,3,4,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,9,0,0,5,0,0,3,0,5,56,41,27,12,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,3,0,26,7,0,0,0,12,12,0,3,3,21,5,5,0,0,15,5,10,6,3,19,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,21,14,12,11,8,42,79,49,34,12,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,16,3,5,0,0,8
LGA56730,0,0,0,0,3,0,0,0,0,0,8,3,0,0,12,0,3,0,0,3,0,3,0,0,9,6,10,7,0,26,17,11,4,3,39,19,23,9,10,61,61,60,39,14,172,44,79,25,13,164,44,40,18,22,123,32,48,20,3,98,27,48,13,4,91,5,5,6,0,27,59,84,41,24,208,4,0,6,4,16,332,420,193,96,1045,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,5,0,0,0,5,3,9,3,0,7,11,8,0,0,16,11,3,4,0,25,11,13,7,4,36,54,47,19,10,125,45,65,24,10,140,45,75,23,14,161,32,49,9,7,99,33,48,25,10,119,18,23,15,7,64,54,78,34,22,183,7,0,0,4,14,333,413,173,91,1011,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,3,5,0,0,11,0,3,0,3,10
LGA56790,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,3,7,5,4,0,17,0,4,3,0,10,10,9,0,4,27,9,23,11,0,48,5,10,12,0,34,15,14,6,0,33,4,7,5,0,20,0,4,0,0,4,0,0,0,0,0,31,29,17,9,87,0,0,3,4,10,105,121,66,20,302,0,0,0,0,3,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,10,4,5,0,0,8,7,5,5,0,13,9,3,0,0,13,16,20,13,0,49,16,20,7,3,40,7,12,8,0,33,9,13,0,0,17,9,4,0,0,17,9,8,0,5,20,23,18,9,4,55,0,3,0,0,3,105,112,55,12,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
