LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA33620,9,9,5,0,18,0,3,0,0,7,6,15,6,3,29,16,17,5,0,37,14,8,6,9,37,92,65,30,16,202,117,87,59,24,294,156,146,75,45,418,360,423,187,113,1078,228,303,124,60,710,148,211,79,24,468,66,111,43,15,243,64,69,34,3,171,7,16,3,9,41,247,251,122,56,677,35,25,12,3,73,1565,1763,786,385,4506,6,6,0,3,20,8,7,0,0,18,8,3,0,0,9,5,0,5,0,15,18,14,17,4,47,34,23,20,10,89,104,66,28,12,209,124,87,68,23,298,397,310,165,88,961,270,313,144,62,791,209,229,81,44,563,125,169,63,31,383,95,127,44,17,280,62,59,33,18,167,192,231,128,72,618,27,23,9,4,62,1665,1669,798,383,4517,4,10,3,0,22,3,3,0,0,11,5,4,5,0,14,4,0,0,0,3,14,7,0,6,25,22,19,3,0,46
LGA33800,0,0,0,0,0,0,0,0,0,0,4,3,4,0,7,3,0,0,0,3,0,0,9,0,12,18,12,5,0,37,17,16,10,0,44,40,31,14,15,98,96,103,52,12,265,78,89,41,13,222,74,77,20,8,173,25,34,17,3,83,35,39,17,3,89,7,12,7,3,28,57,78,25,13,177,13,11,11,0,37,477,513,224,72,1285,0,5,0,0,3,0,0,0,0,0,0,0,0,0,6,5,0,0,0,8,5,7,0,0,13,7,9,0,4,23,12,9,0,0,23,16,18,9,0,39,73,63,43,7,183,72,58,36,9,173,65,82,22,3,170,47,46,14,3,108,43,36,12,0,94,26,16,12,0,59,49,56,25,9,142,11,5,0,0,18,422,410,173,47,1060,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,3
LGA33830,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,4,0,3,8,6,19,3,0,0,0,8,3,7,3,3,14,7,6,4,7,20,0,7,0,6,6,0,0,0,0,7,0,3,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,25,34,23,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,8,0,5,0,3,6,3,3,0,0,12,6,4,0,0,12,8,4,0,3,22,5,4,0,0,3,3,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,32,27,22,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,11,0,0,0,0,0
LGA33960,34,24,15,12,78,13,11,6,0,32,37,27,17,5,90,32,25,4,12,78,34,41,14,17,115,167,131,57,47,410,280,221,113,74,688,450,373,159,122,1114,1411,1463,704,368,3950,1315,1485,641,317,3756,1155,1318,460,180,3112,628,838,300,124,1894,596,692,275,85,1648,158,248,103,29,545,745,920,449,267,2376,134,101,49,36,318,7178,7922,3388,1696,20180,28,17,14,11,66,12,8,3,4,26,24,14,6,7,52,19,10,10,4,47,52,51,21,40,161,106,93,33,38,258,232,130,69,52,481,361,291,164,112,931,1416,1347,649,411,3824,1345,1541,654,406,3943,1422,1610,564,285,3893,950,1126,383,164,2619,872,1149,405,124,2553,371,602,235,85,1291,810,961,447,302,2518,97,69,33,26,220,8108,9011,3692,2065,22868,34,24,11,17,85,7,6,0,6,22,20,10,7,0,38,8,11,0,3,27,41,26,10,16,84,60,52,21,23,156
LGA33980,5,7,4,0,19,3,0,0,0,3,4,4,4,0,12,0,0,0,0,0,0,4,3,0,8,5,4,0,0,13,8,7,7,0,17,21,24,4,4,51,57,68,32,11,168,89,121,53,13,278,61,92,42,16,210,212,367,205,77,865,180,259,110,30,572,108,109,47,19,286,106,155,72,44,373,17,33,9,7,62,872,1251,590,223,2935,4,10,0,0,10,0,4,0,0,6,0,0,0,0,0,3,6,0,0,3,7,3,0,5,7,0,4,0,3,10,12,5,3,3,20,13,14,6,0,29,73,77,27,12,188,66,105,61,22,250,132,189,95,33,451,77,146,67,19,307,128,157,62,24,372,134,176,123,29,466,88,132,68,27,316,11,9,4,3,29,745,1029,523,181,2475,0,0,0,0,5,0,0,0,0,0,6,0,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,15,7,5,3,0,14,9,5,0,5,18,12,13,7,8,33,0,0,3,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,25,16,12,97,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,5,0,0,0,5,3,0,0,0,11,3,6,0,0,5,9,6,0,0,10,7,5,5,0,20,0,7,3,0,13,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,29,30,13,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,9,0,0,0,0,0
LGA34530,7,4,0,0,10,0,0,0,0,3,8,0,4,0,15,4,6,0,0,10,3,4,4,3,15,22,20,4,7,50,32,31,18,7,77,70,40,26,10,154,160,167,84,41,454,147,221,71,55,496,146,185,78,23,435,150,225,86,26,484,125,205,82,23,430,43,63,27,11,148,255,294,137,57,734,22,15,8,0,50,1192,1481,627,259,3556,4,7,0,0,16,0,0,0,0,3,3,3,0,3,12,3,3,0,0,8,13,6,0,0,19,13,16,6,4,37,33,18,15,7,69,47,31,22,6,103,174,156,74,34,440,185,216,99,44,537,208,215,97,25,542,131,192,68,22,415,190,213,94,18,513,98,154,57,25,335,278,304,137,55,782,17,11,6,4,36,1400,1548,665,251,3865,4,0,3,0,3,5,0,0,0,0,3,0,0,0,3,0,3,0,0,3,4,5,0,0,9,12,6,0,0,12
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,3,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,4,9,0,5,0,0,3,8,4,0,6,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,3,0,0,3,10,16,16,4,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,8,6,0,4,19,0,0,0,0,7,15,0,9,3,31,9,10,0,0,16,11,12,0,0,28,51,33,16,15,113,66,46,23,32,164,99,93,45,39,275,282,280,178,106,848,235,258,143,62,701,168,193,105,25,493,66,102,44,26,238,69,80,37,17,203,20,17,7,4,53,175,172,95,55,496,28,28,16,12,79,1307,1334,728,401,3771,5,9,0,3,15,0,0,0,0,11,5,4,0,0,7,0,4,0,0,3,18,19,4,11,44,16,16,13,12,53,59,23,9,15,113,78,62,31,25,198,248,231,136,66,686,257,268,131,63,724,224,230,104,43,599,145,162,65,27,403,114,154,60,19,349,56,66,38,12,170,174,168,109,59,511,25,13,14,8,58,1427,1420,723,368,3937,6,3,4,0,19,0,0,0,0,4,9,3,0,0,12,0,0,0,0,8,15,8,3,4,23,11,11,3,6,33
LGA34590,54,43,32,15,143,36,23,3,5,66,76,73,39,29,217,46,56,24,25,146,87,88,31,32,244,305,232,126,101,762,526,453,180,142,1294,752,692,304,182,1935,2400,2578,1182,690,6848,2233,2587,1041,533,6397,1948,2116,758,317,5140,1120,1404,522,206,3253,996,1203,435,143,2775,309,364,169,65,904,1391,1513,776,524,4197,200,252,106,101,662,12480,13672,5723,3107,34983,62,65,33,34,200,35,23,8,9,70,50,29,22,16,114,28,25,6,10,78,134,121,68,61,382,206,139,69,75,491,356,289,145,92,882,655,487,259,190,1591,2262,2095,1022,641,6024,2237,2507,993,630,6360,2191,2518,924,407,6029,1460,1788,630,254,4139,1320,1756,586,187,3842,652,892,379,169,2087,1274,1499,686,454,3922,149,153,55,45,399,13062,14390,5894,3269,36614,70,61,26,36,198,14,14,7,6,40,28,30,16,7,88,27,16,15,12,70,76,66,41,36,219,105,110,46,47,311
LGA34710,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,5,5,0,0,0,4,4,6,0,0,23,10,9,0,3,14,32,31,19,10,95,23,30,10,16,78,30,20,15,8,68,8,10,9,4,27,7,18,12,3,37,5,5,0,0,13,23,31,9,16,79,0,4,5,0,7,155,161,82,55,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,6,0,0,9,17,16,10,5,51,33,19,13,0,64,14,12,11,4,42,14,14,6,0,38,10,17,6,3,37,4,9,10,0,22,18,23,11,14,62,7,0,0,0,9,140,111,76,35,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34770,17,16,9,0,43,3,7,6,0,15,15,13,9,4,38,13,11,3,3,33,14,8,6,4,31,51,33,22,14,115,109,54,13,16,196,148,137,81,18,386,598,546,289,118,1552,698,796,370,129,1992,683,748,277,89,1793,606,922,382,121,2036,722,909,353,85,2070,272,323,126,47,771,902,1106,466,189,2659,90,103,42,19,254,4952,5739,2441,857,13984,28,22,7,3,63,12,3,3,0,15,22,7,4,0,33,10,5,4,0,17,44,23,9,4,84,39,31,11,4,92,95,53,18,16,183,153,126,43,23,352,555,543,243,99,1435,660,748,296,118,1819,688,820,357,98,1967,518,670,282,57,1525,583,710,270,67,1623,419,562,232,69,1277,869,1025,446,162,2503,68,59,19,7,160,4762,5412,2243,727,13147,13,10,3,0,31,5,7,3,0,12,5,0,0,0,8,6,0,0,0,8,10,4,8,3,20,26,8,3,0,42
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,5,9,3,0,13,5,5,3,0,10,5,0,5,0,7,0,0,0,0,8,6,3,0,0,8,0,4,0,0,3,4,0,0,4,17,0,0,0,0,0,38,25,10,4,82,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,4,3,0,8,7,6,3,0,10,0,3,0,0,5,4,0,0,0,4,5,6,0,0,10,4,0,0,0,9,8,6,0,0,19,0,0,0,0,0,29,28,16,9,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,8,5,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
LGA34860,5,8,4,4,19,0,0,0,0,0,5,3,3,0,14,3,4,4,0,9,0,7,6,0,13,13,13,7,0,32,12,19,8,6,42,35,23,16,10,87,77,100,57,15,248,82,79,48,16,223,58,78,20,15,180,44,47,21,7,122,42,53,24,7,125,15,10,7,0,36,97,99,59,24,279,14,12,8,9,40,508,550,288,124,1468,4,0,0,0,7,5,0,0,0,3,3,0,0,0,5,0,0,0,0,0,3,3,3,0,11,3,10,3,0,20,16,12,7,0,30,17,22,7,9,56,67,70,36,10,183,80,65,38,22,209,73,81,35,12,202,44,60,35,9,149,45,63,27,0,137,34,32,19,6,93,74,137,48,15,275,4,9,4,4,20,478,560,271,91,1396,0,3,0,4,14,0,4,0,0,7,0,0,0,0,3,0,0,0,0,0,0,8,0,0,6,3,0,0,0,7
LGA34880,6,0,4,0,17,3,0,0,0,4,4,7,0,0,13,4,4,0,0,8,4,3,4,0,16,33,30,13,9,74,37,25,22,5,82,49,54,28,14,151,132,161,66,38,397,117,132,61,28,341,87,91,42,14,242,35,54,23,11,133,31,43,24,5,101,12,8,5,0,24,116,119,65,40,343,16,20,9,3,52,704,768,350,174,1999,9,3,0,4,15,5,0,0,0,4,6,5,0,0,7,0,0,0,0,4,9,11,8,8,29,7,9,6,0,30,33,26,14,5,74,40,39,16,10,103,129,124,61,24,342,123,133,54,31,339,98,112,37,15,264,68,85,33,11,194,48,66,32,10,148,37,28,5,5,76,95,150,59,34,338,11,7,0,0,22,704,802,331,147,1983,0,8,0,0,10,0,0,4,0,11,0,3,0,0,4,6,0,0,0,3,10,3,0,5,15,10,3,3,0,11
LGA35010,61,44,16,17,133,38,28,11,0,79,67,67,30,11,174,50,54,17,8,129,88,73,42,25,232,314,269,91,52,725,528,433,180,104,1244,872,834,322,180,2200,2894,3209,1433,629,8169,2864,3535,1419,574,8397,2603,3114,1081,343,7133,1661,2564,1025,295,5544,1607,2459,838,225,5130,543,757,325,101,1720,1745,2245,1049,480,5520,215,221,108,51,595,16151,19919,7975,3092,47134,54,43,18,12,132,26,29,0,3,58,38,35,9,6,88,40,17,9,4,70,126,99,37,28,293,179,146,57,37,415,384,268,115,68,835,695,560,237,149,1639,2772,2558,1074,543,6946,2992,3490,1425,563,8463,3115,3608,1375,507,8607,2088,2874,1010,300,6264,2161,3111,1083,303,6662,1279,2198,809,248,4537,1932,2362,963,427,5689,187,170,73,42,472,18064,21567,8306,3237,51174,56,53,18,5,128,14,16,10,5,35,27,15,3,0,50,20,13,6,3,44,62,21,21,8,117,111,81,34,16,246
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,15,11,4,5,29,6,0,4,8,13,0,0,0,6,4,0,3,4,5,18,0,8,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,3,27,25,16,32,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,4,10,0,0,0,0,5,3,3,0,0,6,7,3,6,0,12,5,5,0,4,14,0,4,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,3,5,8,12,0,6,4,0,6,23,32,14,26,95,4,0,0,3,5,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,7,0,0,0,12,0,0,0,0,5
LGA35300,3,6,3,0,14,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,6,0,0,3,4,7,0,6,22,9,10,3,0,31,18,17,12,10,52,70,59,16,13,157,80,76,41,26,221,89,82,41,17,224,143,184,76,26,428,172,177,101,25,477,90,91,31,13,228,85,112,69,39,299,12,26,5,8,49,780,855,394,190,2216,0,0,0,0,4,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,6,0,0,0,11,0,4,6,0,12,10,6,3,5,28,15,8,8,8,33,57,32,17,18,120,78,71,26,13,194,116,107,62,27,315,95,122,59,19,293,145,174,69,15,397,133,132,48,24,333,70,81,47,25,220,9,13,3,3,28,740,756,352,155,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,10,4,5,4,0,8
LGA35600,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,6,11,0,0,23,10,8,3,4,30,7,14,3,5,26,38,37,18,4,95,33,35,10,6,82,29,23,6,3,63,12,14,0,0,28,6,15,5,0,30,4,3,4,0,11,39,31,27,7,100,5,5,0,0,10,184,206,84,32,511,0,0,0,0,4,0,0,0,0,3,3,3,0,0,3,0,0,0,0,5,0,0,3,0,12,0,0,0,0,0,7,6,4,4,18,8,5,5,5,21,29,31,9,5,73,25,23,6,11,57,24,27,4,0,62,20,19,7,6,50,8,9,8,0,29,10,11,7,0,21,20,26,13,8,61,10,0,0,0,13,165,170,61,34,431,3,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,3,0,0,0,0,0,5,13,3,3,23,7,0,0,0,5,0,7,5,0,9,0,9,8,7,19,0,0,0,3,9,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,14,20,85,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,3,0,4,0,12,4,4,0,5,12,0,0,3,7,13,0,5,6,6,17,5,4,3,4,18,0,4,3,6,8,0,6,0,3,7,0,0,0,3,4,0,3,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,32,29,17,28,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,6,20,4,5,35,7,8,4,0,17,13,12,5,5,37,13,10,6,0,26,16,22,3,3,43,67,39,11,6,126,93,79,22,9,204,134,159,46,16,356,396,404,154,38,994,297,395,112,28,824,211,232,57,21,522,145,189,72,16,427,106,119,46,14,280,35,55,18,8,121,276,381,127,49,835,21,21,11,0,54,1839,2140,699,213,4888,10,11,0,0,18,4,0,0,0,4,6,9,0,0,11,3,0,0,0,6,17,13,5,5,41,29,21,8,3,61,49,43,14,0,111,100,77,35,9,226,343,337,136,33,843,316,362,112,39,831,271,322,92,20,711,170,220,68,16,477,169,259,64,12,512,128,167,67,24,383,302,309,137,51,800,23,18,7,0,48,1940,2166,759,206,5079,9,12,0,0,21,3,0,0,0,8,6,7,3,0,13,3,0,0,0,4,12,5,3,3,18,13,8,9,0,34
LGA35760,6,8,4,0,15,0,0,0,0,5,6,4,0,3,6,4,3,0,0,4,3,4,4,3,14,15,13,6,5,44,21,20,19,0,63,42,37,21,6,105,76,62,36,18,195,59,43,18,11,125,38,39,16,0,94,20,30,8,9,71,17,16,7,0,39,6,6,0,0,16,50,64,38,20,166,14,4,0,0,20,375,352,177,80,984,3,3,8,0,17,4,0,0,0,4,0,0,5,0,7,0,0,0,0,6,7,8,10,0,23,12,9,3,0,20,15,14,6,5,42,30,24,13,5,65,77,59,33,16,182,51,58,23,13,145,47,34,27,8,121,12,25,14,3,55,18,25,7,0,48,12,11,6,0,38,42,53,31,14,139,5,4,4,3,17,336,320,188,73,920,4,0,4,0,11,0,0,0,0,4,7,0,5,0,10,0,0,0,0,0,5,6,0,0,8,9,0,0,0,12
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,6,3,3,7,8,9,4,3,23,5,4,3,4,18,11,5,0,7,26,15,9,8,11,48,9,9,6,12,38,12,6,3,6,29,0,6,0,3,11,0,4,0,0,8,0,0,0,0,0,0,0,3,4,11,0,0,0,0,11,79,54,39,68,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,3,0,11,0,10,6,3,19,11,12,8,3,26,8,13,0,13,30,14,20,13,24,77,4,6,4,11,29,6,11,6,10,29,6,9,0,0,10,4,8,0,5,14,0,0,0,5,3,3,0,4,5,19,0,0,0,0,0,62,85,46,82,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,17,3,3,3,28,11,5,3,4,18,4,4,6,13,19,8,7,8,21,45,7,4,0,12,27,0,4,3,8,12,0,0,4,3,9,5,0,0,5,6,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,53,38,32,64,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,7,3,0,6,19,5,4,4,0,14,8,11,10,6,36,11,4,3,12,37,10,10,7,4,29,3,9,4,8,19,7,0,0,7,9,3,4,0,0,6,0,0,0,0,0,4,0,4,4,11,4,0,0,0,4,56,43,43,61,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5
LGA35800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,4,0,0,0,12,7,7,0,0,17,13,9,9,8,39,3,6,3,0,15,8,5,4,0,18,0,0,0,3,5,10,0,0,0,9,0,0,0,0,4,13,6,10,5,31,0,0,0,0,5,73,43,29,19,164,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,12,0,0,22,6,8,0,0,15,4,9,0,0,14,7,3,0,0,6,6,0,0,0,10,3,0,0,0,3,7,10,0,0,20,0,0,0,0,0,47,39,14,12,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0
