LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA37550,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,15,9,6,0,0,0,11,60,0,0,0,0,0,6,9,0,0,0,0,0,14,0,0,0,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,0,0,0,15,0,0,23,18,10,4,8,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,26,29,15,15,18,4,0,0,0,7,108,0,0,32,43,24,28,29,10,0,5,0,23,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,8,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,7,0,0,0,0,0,0,33,0,0,8,24,6,18,6,0,0,3,0,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,10,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,21,20,41,24,9,0,0,0,13,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,21,73,56,10,6,6,4,25,229,0,0,0,8,0,9,8,0,0,0,0,3,35,0,0,6,3,5,6,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,12,6,4,0,0,0,0,0,7,39,0,0,27,49,13,25,17,0,0,0,0,13,143,0,0,3,6,0,0,0,0,0,0,0,0,5,0,0,40,76,24,50,32,4,0,0,0,22,247,0,0,37,107,53,133,92,23,4,14,4,52,524,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,5,9,14,3,8,0,4,7,5,56,0,0,0,0,0,0,4,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,9,16,4,6,8,3,15,11,6,0,3,4,5,84,0,0,0,0,0,0,0,0,0,0,0,60,67,13,10,10,21,23,72,109,115,62,103,174,121,833,0,0,0,0,5,16,33,27,10,17,4,16,135,0,0,0,23,9,25,9,5,3,0,4,8,84,0,0,0,0,0,0,5,0,0,0,0,3,9,0,0,6,5,0,3,0,0,0,0,0,5,14,27,3,7,29,11,31,21,13,5,3,0,9,170,0,0,0,0,0,0,0,0,0,0,0,0,3,27,5,17,58,26,80,70,40,15,24,17,48,418,136,28,58,175,152,398,560,456,278,379,547,364,3539,0,0,0,0,0,5,43,141,131,205,226,4,757,0,0,0,4,15,46,67
LGA40120,3,20,14,37,49,18,15,7,25,23,213,0,0,0,3,0,7,6,9,4,3,0,11,36,0,0,0,0,0,3,13,13,7,22,4,8,72,0,0,5,19,14,42,59,30,18,12,5,27,237,0,0,0,0,0,5,4,7,4,0,0,363,375,7,0,7,55,58,294,894,754,698,837,871,795,5265,4,0,0,15,10,75,137,56,23,26,11,70,427,0,7,12,52,45,87,61,25,7,7,0,45,346,0,0,0,0,8,7,0,3,0,0,0,10,29,6,5,9,13,5,3,4,0,0,0,0,3,43,11,5,27,59,32,75,45,14,5,3,0,49,316,0,0,0,0,0,0,0,0,0,0,0,8,10,16,9,47,131,107,241,251,106,37,36,14,179,1171,59,44,97,415,623,1359,2126,1380,1120,1228,1188,1335,10968,0,0,0,4,3,16,60,127,141,225,247,9,826,0,0,0,10,12,45,73
LGA40150,0,9,8,24,11,3,9,0,0,10,76,0,0,0,0,0,0,4,0,0,0,0,5,20,0,0,0,0,0,0,0,4,3,0,0,3,11,0,0,7,11,7,29,22,3,7,5,0,12,93,0,0,0,0,0,0,0,0,0,0,0,71,70,3,0,10,36,21,153,309,170,106,94,41,179,1126,0,0,0,3,13,15,28,8,5,3,0,14,90,0,0,0,19,11,15,16,4,0,0,0,11,64,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,8,15,0,5,14,30,16,19,16,3,0,0,0,9,113,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,17,62,33,50,57,18,5,3,5,36,299,12,10,38,159,190,382,589,305,170,146,66,279,2349,0,0,0,0,0,8,33,72,58,37,20,3,232,0,0,0,4,0,8,14
LGA40220,5,12,13,60,40,7,4,0,0,26,172,0,0,0,0,0,7,7,3,0,0,0,6,28,0,0,0,0,0,0,14,3,4,0,0,3,31,5,0,4,13,25,54,43,9,11,4,0,23,184,0,0,0,0,0,3,0,3,0,3,0,161,171,3,6,9,40,64,352,685,367,209,188,95,394,2420,0,0,4,19,21,53,66,23,8,3,3,37,231,0,0,22,63,44,53,36,4,0,0,0,44,278,0,0,4,3,0,12,0,0,3,0,0,9,31,0,0,4,13,0,3,0,0,0,0,0,9,39,10,6,32,89,60,79,41,3,0,4,0,28,354,0,0,0,0,0,0,0,0,0,0,0,5,6,10,9,68,187,129,202,148,32,11,9,3,135,940,41,41,121,545,943,1521,1582,699,340,311,165,880,7201,0,0,0,0,3,16,71,87,66,87,50,3,392,0,0,0,6,12,54,111
LGA40250,0,6,4,11,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,45,8,26,4,0,0,0,0,15,110,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,11,54,25,61,19,4,0,0,0,42,220,0,0,0,0,0,3,0,5,0,0,0,9,17,0,0,9,3,4,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,20,13,3,14,7,0,0,0,0,17,73,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,40,21,5,20,10,5,0,0,0,29,130,9,4,51,112,41,98,39,15,19,3,3,88,483,0,0,0,0,0,0,0,5,3,15,0,0,30,0,0,0,0,0,0,0
LGA40310,0,7,7,29,36,11,4,6,0,0,105,0,0,0,0,0,12,6,3,0,0,0,5,32,0,0,0,0,0,3,8,7,4,3,3,0,30,0,3,4,18,13,34,37,9,7,0,3,13,132,0,0,0,0,0,3,0,0,0,0,0,161,166,11,8,14,39,41,261,726,474,329,283,205,355,2742,0,0,4,3,15,75,76,32,5,12,7,38,265,0,0,10,69,28,69,23,5,0,3,0,19,227,0,0,0,3,3,5,0,4,0,0,0,9,35,0,0,11,14,0,3,4,0,0,0,0,6,37,6,3,30,44,30,52,33,4,3,0,0,29,236,0,0,0,0,0,3,0,0,0,0,0,0,3,9,3,53,134,80,204,143,41,13,15,8,100,797,35,40,88,353,555,1088,1537,876,529,427,311,678,6519,5,0,0,3,3,14,75,137,103,120,90,5,553,0,0,3,3,17,34,72
LGA40430,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,19,3,0,0,4,3,30,50,25,24,25,10,36,212,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,3,4,4,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,9,3,7,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,16,9,15,6,0,0,0,0,13,69,3,6,13,71,102,120,140,42,32,38,24,77,681,0,0,0,0,0,0,4,8,8,7,6,0,42,0,0,0,0,0,0,3
LGA40520,0,0,0,14,13,0,3,0,0,3,47,0,0,0,0,0,6,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,18,20,27,16,0,5,5,4,11,108,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,3,30,38,140,281,157,95,64,42,138,992,0,0,0,10,6,28,29,12,5,6,0,17,120,0,0,9,25,9,28,13,4,0,0,0,12,103,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,8,19,3,4,3,0,0,0,0,3,42,8,0,33,65,38,47,17,10,0,0,0,32,235,0,0,0,0,0,0,0,0,0,0,0,9,10,7,0,43,114,73,114,63,28,3,6,0,63,513,26,23,68,254,344,516,603,307,161,103,70,313,2779,0,0,0,0,3,0,40,57,47,45,13,3,211,0,0,0,4,7,11,24
LGA40700,8,24,8,54,47,18,16,22,37,17,270,0,0,0,0,3,5,8,0,3,7,9,6,40,0,0,0,0,0,0,0,3,0,5,13,4,35,29,5,12,38,18,57,59,33,12,22,23,30,340,0,0,0,0,0,0,4,0,0,0,0,442,445,39,11,35,82,55,311,677,545,506,904,1663,838,5675,3,0,5,12,10,79,129,54,29,42,34,62,459,0,8,22,47,30,77,77,28,9,8,8,45,348,0,0,3,3,0,9,11,0,0,0,4,3,36,3,4,13,16,3,3,8,0,0,3,0,7,65,48,9,33,76,33,88,66,34,9,7,8,59,473,0,0,0,0,0,0,0,0,0,0,0,5,3,55,17,78,148,85,255,286,112,53,67,47,177,1384,167,67,150,402,472,1245,1811,1185,952,1412,2386,1385,11638,0,0,0,0,0,9,37,104,82,177,288,3,696,0,0,0,5,6,41,77
LGA40910,7,47,42,90,75,44,26,14,5,23,381,0,0,0,0,3,11,14,6,3,0,0,9,43,0,0,0,0,0,3,13,10,4,7,4,10,48,28,5,17,67,43,137,137,44,25,17,19,60,608,0,0,0,0,0,0,3,0,0,0,0,300,317,33,11,40,146,156,670,1368,1017,745,858,544,738,6334,0,0,4,11,29,158,224,85,30,18,11,76,638,0,3,30,80,75,130,71,22,9,8,0,54,486,0,0,0,5,14,17,11,5,0,0,0,8,49,13,0,19,24,13,10,6,0,0,0,0,4,90,34,9,60,146,99,181,136,31,18,4,6,87,806,0,0,3,5,0,4,0,0,0,0,0,13,25,44,16,116,268,229,501,437,143,56,30,12,247,2099,172,75,209,789,1182,2198,2796,1706,1137,1213,693,1358,13524,0,0,0,0,0,3,74,222,230,306,198,5,1042,0,0,0,15,13,65,101
LGA41010,0,0,0,3,3,0,0,0,0,8,13,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,52,55,0,0,0,3,4,33,60,51,35,34,14,83,332,0,0,0,0,7,7,18,10,0,0,0,7,45,0,0,3,3,4,3,0,3,3,0,0,3,35,0,0,0,0,3,0,0,0,0,0,0,4,14,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,5,10,4,9,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,13,22,21,27,28,11,3,0,0,28,149,9,0,18,53,77,126,146,118,63,54,31,174,868,0,0,0,0,0,6,10,18,16,18,11,0,78,0,0,0,0,0,10,5
LGA41060,20,76,61,196,200,56,35,33,24,62,771,0,0,0,9,7,28,31,19,14,7,8,17,132,0,0,0,0,0,12,24,18,19,13,13,11,112,45,14,42,128,102,296,294,95,50,46,24,131,1270,0,0,3,5,5,3,9,3,0,3,3,686,718,56,22,83,284,299,1254,2675,1844,1539,1613,1170,1531,12362,0,0,6,33,63,325,418,184,71,51,30,192,1380,0,8,55,206,156,291,232,53,17,13,0,92,1123,0,0,6,16,5,17,29,17,3,3,0,17,125,8,4,42,80,29,30,19,4,3,3,0,23,237,58,17,188,420,274,493,342,67,40,13,22,200,2124,0,0,0,4,4,4,3,0,0,0,0,39,55,76,28,293,754,532,1163,1047,316,140,82,52,569,5051,281,146,487,1865,2467,4443,5960,3487,2602,2506,1690,3037,28980,0,0,0,0,4,16,224,612,596,852,633,17,2958,0,0,0,22,27,132,239
LGA41140,0,4,6,3,8,4,0,0,0,0,31,0,0,0,0,0,3,5,3,0,0,0,0,12,0,0,0,0,0,0,4,8,0,0,0,0,12,0,0,0,4,5,17,13,3,5,0,0,7,59,0,0,0,0,0,0,0,0,0,0,0,69,69,4,7,6,20,18,107,234,130,80,89,44,132,866,0,0,0,0,15,12,29,5,0,0,0,10,69,0,0,3,19,14,21,8,3,0,0,0,11,87,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,6,4,0,3,0,0,0,0,0,0,9,0,0,12,43,15,24,8,3,0,6,0,9,116,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,24,64,42,64,39,9,0,10,0,33,299,15,18,38,181,245,457,578,280,143,153,81,267,2445,3,0,0,0,0,11,38,51,32,40,26,3,198,0,0,0,3,3,26,27
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,0,4,3,23,60,24,13,17,10,23,182,0,0,0,0,0,3,0,0,0,3,0,0,13,0,0,0,3,3,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,15,3,0,0,3,0,5,42,4,6,6,42,38,85,108,40,24,25,17,46,451,0,0,0,0,0,5,11,9,4,6,0,0,38,0,0,0,0,0,3,6
LGA41330,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,5,5,17,27,11,14,11,6,21,115,0,0,0,0,0,0,7,4,0,0,0,3,13,0,0,0,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,13,17,4,0,4,0,14,61,5,0,9,27,40,59,75,35,14,17,4,58,345,0,0,0,0,0,0,3,13,4,3,3,0,27,0,0,0,0,0,0,0
LGA41560,3,7,12,30,17,7,0,0,0,7,76,0,0,0,0,0,3,12,0,0,0,0,3,22,0,0,0,0,0,5,5,0,0,0,0,0,9,0,0,0,23,23,64,29,4,0,0,0,18,168,0,0,0,0,0,0,0,0,0,0,0,92,96,0,0,10,39,48,203,308,147,92,76,49,180,1169,0,0,0,0,13,21,38,12,0,4,0,13,106,0,3,8,33,25,29,21,4,0,0,0,13,126,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,21,9,6,4,0,0,0,0,5,60,0,5,35,57,46,62,26,5,0,4,4,30,267,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,60,120,92,122,83,15,3,6,4,61,571,26,18,88,375,610,759,765,340,174,148,89,444,3825,3,0,0,4,9,7,43,47,54,44,24,0,230,5,0,5,0,3,9,44
LGA41750,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,4,12,16,26,7,0,7,10,18,104,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,18,0,8,7,21,44,55,58,25,8,11,12,31,280,0,0,0,4,0,0,5,5,4,0,0,0,18,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,4,0,14,21,22,11,11,9,48,139,0,0,0,0,4,0,0,0,0,0,0,4,14,0,0,0,0,0,3,3,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,8,0,6,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,4,12,5,4,0,0,0,13,61,4,3,6,33,42,72,68,39,17,24,19,102,426,0,0,0,0,0,0,6,11,3,3,3,0,32,0,0,0,0,0,6,0
LGA41960,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,4,0,18,25,20,15,10,4,19,118,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,4,3,0,0,0,0,0,23,0,6,4,29,40,60,67,39,22,16,13,36,332,0,0,0,0,0,0,3,5,3,6,3,0,25,0,0,0,0,0,4,3
LGA42030,0,8,5,32,23,5,4,7,0,8,96,0,0,0,0,0,4,8,0,3,0,0,0,21,0,0,0,0,0,0,4,3,6,6,0,9,26,6,0,5,17,22,56,59,9,0,0,4,17,202,0,0,0,0,0,3,3,0,0,0,0,138,138,3,0,10,41,41,257,658,361,292,273,138,320,2391,0,0,0,9,22,102,105,41,11,6,0,46,343,0,3,19,70,68,90,46,7,3,5,0,29,340,0,0,3,9,0,9,11,0,3,0,0,14,51,0,4,14,37,10,5,3,0,0,0,0,11,96,3,3,47,130,68,100,42,10,4,3,0,38,445,0,0,0,0,0,5,0,0,0,0,0,7,10,3,12,84,256,169,308,205,59,19,18,5,146,1281,28,33,117,497,648,1082,1403,717,460,388,175,651,6195,0,0,0,0,0,9,45,131,127,115,31,0,453,0,0,0,0,9,20,40
LGA42110,0,0,0,3,3,5,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,8,14,8,4,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,15,21,55,118,42,23,22,17,69,389,0,0,0,4,4,3,3,0,0,0,0,4,19,0,0,3,6,0,4,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,7,0,0,0,0,0,0,0,0,10,0,0,6,11,3,13,7,0,0,0,0,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,30,9,24,14,0,3,0,0,21,128,16,12,23,106,138,191,246,86,46,32,27,138,1068,4,0,0,4,0,8,8,18,18,10,8,0,72,0,0,0,0,7,7,11
