LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA55040,0,0,0,0,0,0,4,17,4,11,3,0,40,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,5,9,5,13,16,14,24,3,17,104,0,0,0,0,0,0,0,7,6,11,0,7,34,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,11,10,0,7,31,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0
LGA55110,7,0,0,4,12,55,245,279,145,263,108,11,1128,0,0,8,20,22,83,63,30,9,18,7,4,266,0,0,0,15,15,163,292,161,106,126,30,19,914,0,0,0,7,6,23,50,35,24,29,6,4,192,3,0,3,28,59,185,258,44,184,28,0,26,819,7,4,35,127,87,154,67,10,11,5,8,20,542,0,0,0,12,5,22,30,6,27,4,4,0,111,3,0,0,0,0,5,12,18,3,14,8,6,77,84,8,195,1579,760,949,288,36,39,18,32,124,4123,4,0,6,28,11,15,3,3,0,0,0,799,873,113,16,258,1823,976,1661,1320,613,546,501,205,1021,9042,5,0,0,6,6,21,152,195,145,257,122,97,1002,0,0,0,8,11,45,74,22,17,22,7,23,233,0,4,3,8,10,110,471,364,268,308,65,131,1739,6,0,0,0,0,15,63,56,39,48,20,24,274,0,6,6,13,36
LGA55180,5,0,9,8,5,22,78,50,16,20,4,4,216,0,0,3,9,14,25,22,6,0,4,0,0,84,0,0,3,7,12,45,72,18,3,8,3,4,169,0,0,0,5,0,6,9,6,0,0,0,0,28,0,0,0,7,13,28,21,0,6,0,0,4,92,0,0,8,19,16,28,6,0,0,0,0,0,81,0,0,0,6,0,3,5,0,3,0,0,0,17,0,0,0,0,0,5,7,4,0,6,0,4,22,5,0,23,159,39,55,17,0,3,0,0,13,321,0,0,0,3,6,0,0,0,0,0,0,98,106,13,0,43,214,107,218,226,85,39,36,11,133,1137,0,0,0,0,3,6,43,34,22,13,10,15,156,0,0,0,3,4,10,11,0,6,0,0,6,40,0,0,4,8,9,63,122,47,23,28,10,18,332,0,0,0,0,0,8,19,6,3,9,0,5,53,0,0,0,3,8
LGA55250,0,0,0,0,0,0,6,8,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,10,4,0,0,9,4,12,15,15,3,5,6,13,82,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
LGA55320,0,0,5,5,0,35,245,439,276,568,397,25,2002,3,0,12,22,33,107,116,61,32,49,30,4,463,3,0,0,8,13,119,306,228,180,323,89,11,1279,0,0,0,4,8,17,39,43,30,59,30,7,242,7,0,0,14,44,163,272,74,276,65,36,32,984,10,0,22,92,92,190,159,27,56,31,15,17,717,0,0,5,10,13,20,22,0,20,8,0,12,100,0,0,5,0,5,4,9,17,8,16,8,4,82,92,7,164,841,497,875,394,111,55,47,67,114,3272,0,0,4,22,4,20,3,0,3,0,0,668,732,125,12,214,1014,707,1552,1573,1012,928,1170,684,893,9883,8,0,0,3,3,29,146,243,256,628,673,211,2203,0,0,3,8,10,48,92,56,57,76,61,38,451,5,0,5,13,14,133,565,630,653,1152,506,295,3978,0,0,0,0,0,18,64,60,88,144,91,54,533,8,3,4,13,45
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,5,0,0,0,0,10,36,23,13,13,4,6,113,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,3,0,10,25,8,5,3,7,6,57,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,12,14,6,3,0,0,0,33,0,0,0,5,6,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,39,12,15,4,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,33,37,6,0,4,48,22,54,84,40,26,22,14,47,369,0,0,0,0,0,3,14,12,15,12,5,10,66,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,12,33,24,4,6,0,20,106,0,0,0,0,0,0,4,4,3,5,0,0,14,0,0,0,0,9
LGA55530,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,8,0,13,12,3,0,6,0,6,58,0,0,0,0,0,0,5,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,3,0,13,25,11,9,7,0,0,83,0,0,0,3,0,0,3,4,5,0,0,0,9,4,0,0,6,4,10,20,13,3,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,9,5,0,3,0,0,0,27,0,0,3,3,4,0,5,0,0,0,0,3,21,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,0,6,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,30,30,3,0,6,38,15,43,59,40,22,12,5,38,278,0,0,0,0,0,6,21,13,5,7,0,9,62,0,0,0,0,0,7,5,0,0,0,0,3,19,0,0,0,4,5,14,33,11,7,4,3,9,88,0,0,0,0,0,0,4,0,3,0,0,0,15,0,0,0,4,0
LGA55670,0,0,0,0,0,4,7,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,10,5,0,6,11,3,15,14,6,5,6,3,11,78,0,0,0,0,0,0,6,0,0,3,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,3,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
LGA55740,0,0,0,0,0,4,25,42,25,39,39,4,178,0,0,0,0,3,5,9,8,0,9,10,0,53,0,0,0,0,0,18,21,20,9,28,17,5,118,0,0,0,0,0,7,7,8,0,0,4,0,24,0,0,0,0,8,0,18,4,24,4,9,0,78,4,0,4,5,6,11,14,5,7,0,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,13,36,17,44,23,17,13,13,17,3,202,0,0,0,0,0,0,0,0,0,0,0,81,84,14,0,18,44,38,92,114,103,84,110,101,103,818,0,0,0,0,0,0,3,7,11,24,81,13,137,0,0,0,0,0,4,7,4,0,4,6,0,28,0,0,0,0,0,9,27,23,39,99,59,23,276,0,0,0,0,0,0,7,0,4,12,21,0,44,0,0,0,4,7
LGA55810,4,0,0,0,0,0,4,3,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,10,0,8,5,5,0,0,5,3,51,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA55880,0,0,0,0,0,5,11,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,7,3,14,17,9,4,3,0,3,65,0,0,0,0,0,5,3,7,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,3,5,5,4,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,7,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,18,11,11,18,8,5,4,3,8,87,0,0,0,3,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0,3,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA56090,0,0,5,4,9,26,150,207,110,188,77,16,785,0,0,0,8,19,28,71,17,14,13,3,0,187,3,0,0,4,13,73,192,128,67,83,11,4,585,0,0,0,0,0,10,28,22,18,9,6,3,102,4,0,8,9,16,100,148,23,94,17,6,10,439,3,0,12,49,36,82,45,14,21,13,0,12,290,0,0,0,5,5,15,15,0,12,0,0,5,59,3,0,0,0,0,3,5,11,3,5,7,3,46,23,4,64,441,190,298,96,25,12,8,3,29,1197,4,0,0,13,0,6,0,0,0,0,0,315,343,37,3,102,539,291,645,753,449,347,347,119,400,4033,4,3,0,5,0,15,77,133,113,228,142,97,818,0,0,0,4,3,36,52,25,28,21,9,15,194,0,0,0,3,8,91,351,265,236,288,89,126,1455,0,0,0,0,0,11,45,45,26,35,24,22,214,0,0,3,10,13
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,4,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,3,4,12,56,55,19,52,22,0,233,0,0,7,4,11,21,19,12,0,3,5,4,83,3,0,0,0,3,31,65,38,27,31,4,3,205,0,0,0,0,0,9,9,5,6,13,0,3,43,0,0,0,3,9,37,44,10,44,5,0,6,162,0,0,8,28,22,28,14,3,0,0,0,12,108,0,0,0,6,0,5,16,0,0,0,0,0,37,0,0,0,3,0,0,3,9,0,0,0,3,25,13,5,48,326,123,182,48,10,8,0,0,32,791,0,0,0,9,0,4,6,0,0,0,0,160,174,25,5,67,386,178,340,279,137,111,102,31,218,1870,0,0,0,3,0,7,36,34,26,51,38,34,239,0,0,0,0,0,4,17,13,10,5,0,8,59,0,0,0,3,4,37,102,84,50,63,14,32,393,0,0,0,0,0,9,14,10,7,17,7,14,76,0,0,5,4,4
LGA56300,0,0,0,4,0,4,8,5,5,0,0,0,34,0,0,0,6,3,8,6,0,0,0,0,0,26,0,0,0,0,0,3,3,3,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,28,7,11,6,0,0,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,7,41,21,50,32,6,9,7,0,19,206,0,0,0,0,0,3,7,0,0,4,0,0,18,0,0,0,0,0,3,0,0,0,0,0,3,17,0,0,0,0,0,3,16,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
LGA56370,5,0,0,3,0,3,10,8,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,7,9,0,0,4,3,0,24,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,6,0,5,5,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,9,0,8,0,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,8,16,14,23,21,11,4,9,3,7,131,0,0,0,0,0,0,4,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,4,0,0,0,5,3,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA56460,3,0,0,4,0,12,33,37,7,21,5,0,116,0,0,0,3,7,4,11,0,0,0,0,0,31,0,0,0,0,0,22,37,11,7,8,8,0,91,0,0,0,0,0,6,7,5,0,0,0,0,17,0,0,0,0,10,16,12,0,3,0,0,0,53,0,0,3,3,6,11,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,9,50,26,26,11,3,0,0,0,0,129,0,0,0,3,0,0,0,0,0,0,0,54,55,6,5,17,69,50,89,108,55,17,31,20,69,536,0,0,0,0,0,5,24,14,6,13,6,17,90,0,0,0,0,0,5,9,0,4,0,0,0,19,0,0,0,0,0,23,39,34,17,12,6,11,153,0,0,0,0,0,6,9,6,9,0,0,0,26,0,0,0,6,5
LGA56580,0,0,0,0,0,0,23,40,25,78,95,0,272,0,0,0,5,0,14,23,12,9,20,13,0,92,0,0,0,0,3,15,44,27,32,68,34,0,227,0,0,0,0,0,0,5,9,6,8,12,0,34,0,0,0,0,5,11,27,12,79,33,19,3,199,0,0,0,9,12,30,30,12,26,17,13,7,168,0,0,0,0,0,4,6,3,0,4,6,0,20,0,0,0,0,0,0,0,0,0,3,4,0,9,21,0,9,79,46,138,111,31,20,35,39,28,557,0,0,0,0,0,0,0,0,0,0,0,161,171,20,8,15,101,71,216,267,143,196,265,236,207,1749,5,0,0,0,0,3,16,26,35,103,260,44,486,0,0,0,0,0,8,15,9,12,15,27,12,105,0,0,0,3,0,11,56,64,132,344,234,73,927,0,0,0,3,0,0,9,7,18,29,41,14,121,3,0,0,0,0
LGA56620,0,0,0,0,0,3,4,0,3,6,0,0,18,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,6,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,15,15,3,14,8,4,3,6,0,7,73,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,10,3,7,0,0,0,0,0,3,15,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA56730,0,0,0,4,3,7,54,62,33,26,3,7,208,0,0,0,7,3,16,17,3,4,5,0,0,56,0,0,0,6,7,32,60,30,12,9,6,3,168,0,0,0,0,0,4,3,8,0,0,0,0,24,0,0,0,3,13,39,55,7,12,0,0,0,136,0,0,0,14,20,18,11,0,0,0,0,6,76,0,0,0,0,0,4,0,0,3,0,0,4,18,0,0,0,0,0,0,6,5,0,0,4,0,16,18,5,33,177,44,65,17,3,4,0,7,14,376,0,0,0,5,3,0,0,0,0,0,0,113,119,19,4,37,220,92,190,213,121,69,46,18,152,1184,0,0,0,0,0,14,39,33,20,37,16,29,197,0,0,0,0,0,8,8,4,3,0,0,3,33,0,0,0,3,3,29,92,44,27,33,8,29,259,0,0,0,0,0,9,9,14,7,8,0,4,56,0,0,0,4,16
LGA56790,0,0,0,7,7,13,28,17,4,3,3,5,76,0,0,0,4,0,3,4,0,0,0,0,0,20,4,0,0,6,8,17,17,6,4,3,0,0,65,0,0,0,0,0,0,5,6,3,0,0,0,14,0,0,0,4,3,9,7,0,0,0,0,0,29,0,0,0,10,7,11,0,0,0,0,0,5,26,0,0,0,4,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,10,80,23,36,12,0,0,0,0,9,178,0,0,0,0,0,0,0,0,0,0,0,69,70,15,0,20,105,51,85,69,25,16,11,7,93,495,0,0,3,0,0,3,8,9,0,5,0,10,47,0,0,0,0,0,4,6,0,0,0,0,0,14,0,0,0,0,0,14,19,7,4,4,0,14,62,0,0,0,0,0,0,0,6,0,0,0,3,15,3,0,0,4,0
LGA56860,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,4,5,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
