LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA17000,95,203,39,292,49,20,53,765,0,0,3,8,4,11,19,4,16,3,0,9,80,0,0,0,6,0,9,17,3,12,10,0,21,78,0,0,0,0,0,0,6,4,6,5,3,3,25,0,0,10,13,10,34,28,6,0,4,0,19,131,0,0,0,0,0,0,0,0,0,0,0,179,189,11,4,17,31,43,220,584,303,616,514,223,440,3000,0,0,4,18,24,51,76,22,32,13,6,26,267,0,7,19,35,31,38,22,0,0,6,0,12,174,0,0,3,0,0,6,4,0,3,0,0,4,31,0,0,16,6,0,6,0,0,0,0,0,0,36,0,5,65,60,42,62,26,11,9,0,0,25,306,0,0,0,0,0,0,0,0,0,0,0,12,18,10,15,117,121,95,160,133,30,44,21,7,90,829,36,21,195,435,281,673,1110,545,879,801,334,721,6034,0,0,0,6,0,7,72,88,61,118
LGA17040,95,92,13,43,9,0,30,322,0,0,0,10,14,23,11,5,0,0,0,6,73,0,0,4,0,0,4,0,6,3,0,0,3,19,0,0,0,0,0,3,3,0,0,0,5,6,26,0,5,6,24,12,23,13,5,0,0,0,13,108,0,0,0,0,0,0,0,0,0,0,0,134,136,12,4,29,64,73,321,504,265,172,159,53,335,1977,0,0,4,12,22,56,50,9,5,10,0,36,209,0,3,17,37,31,40,12,0,4,0,0,17,161,0,0,0,3,0,8,4,0,0,0,0,4,19,3,0,9,8,0,0,0,0,0,0,0,4,26,3,6,49,55,52,47,14,4,4,0,0,30,250,0,0,0,0,0,0,0,0,0,0,0,6,10,5,11,81,122,106,145,82,16,10,12,0,88,687,33,18,173,532,380,928,1054,474,282,269,93,610,4858,6,0,0,7,4,50,165,122,84,59
LGA17080,84,112,22,32,6,0,31,305,0,0,0,8,13,18,15,0,5,0,0,8,69,0,0,0,0,4,9,0,0,0,0,0,4,19,0,0,0,0,0,3,4,0,4,3,5,7,19,0,0,9,13,13,27,17,0,5,0,0,5,99,3,0,0,0,0,0,3,0,0,0,0,65,73,6,4,19,42,75,250,446,201,133,97,29,236,1550,0,6,0,10,25,35,32,8,8,0,0,13,143,0,5,11,35,21,26,8,0,0,0,0,14,117,0,0,0,3,0,0,6,0,0,0,0,0,12,0,0,14,15,8,0,0,0,0,0,0,3,39,3,7,47,58,35,42,14,5,4,0,0,24,235,0,0,0,0,0,0,0,0,0,0,0,4,6,3,13,77,112,86,100,66,9,7,4,0,61,538,28,25,163,511,331,678,841,332,218,154,55,469,3803,0,3,0,0,6,23,84,83,42,33
LGA17100,211,296,53,179,65,37,66,1047,0,0,19,55,53,67,39,16,9,16,7,29,321,0,0,8,9,3,16,9,5,5,9,3,10,73,0,0,0,0,0,4,5,5,5,10,5,11,52,27,6,39,52,37,81,75,32,25,35,12,59,471,0,0,4,0,5,4,9,0,0,0,0,249,266,49,18,90,168,209,555,861,445,448,617,557,619,4634,0,3,0,7,26,61,87,31,44,18,5,35,317,0,3,24,67,30,42,33,11,5,5,0,21,239,0,0,6,3,0,8,8,3,3,0,0,6,38,8,0,15,16,0,11,8,0,0,0,0,4,61,55,13,80,97,57,104,71,22,27,12,11,58,609,0,0,0,0,5,5,4,0,0,0,0,16,26,67,20,127,192,114,226,199,64,82,37,11,143,1288,219,43,345,701,545,1209,1575,833,719,896,688,957,8732,0,0,0,0,3,13,128,189,160,170
LGA17150,616,1380,366,1493,492,256,424,5244,0,6,15,67,59,181,230,91,119,110,45,122,1043,5,3,0,13,11,49,76,26,70,25,12,53,341,3,0,0,0,3,19,45,48,46,69,45,51,337,27,10,52,111,95,274,374,179,95,107,45,185,1552,0,0,0,0,6,12,18,8,11,0,0,1445,1498,77,42,140,306,396,1948,5383,4023,4584,5714,3064,4034,29709,3,3,15,64,176,552,877,306,333,179,37,373,2918,3,27,115,307,302,435,326,89,43,43,10,209,1905,0,0,14,17,22,42,49,18,17,8,4,42,235,13,4,60,76,25,34,22,8,0,0,6,33,277,58,42,294,383,251,505,352,115,60,56,15,275,2406,4,0,10,4,3,9,5,0,0,0,0,67,93,88,79,497,848,776,1575,1644,531,447,280,67,992,7826,372,147,1060,3341,2770,6973,10635,6965,6786,8119,4059,6562,57778,0,3,0,8,8,44,508,987,971,1351
LGA17200,251,358,70,523,161,122,75,1693,0,0,29,57,44,70,53,32,33,22,15,34,382,0,0,0,3,8,22,20,5,19,9,4,6,106,0,0,0,3,0,7,16,9,7,13,26,5,85,41,12,40,80,62,120,120,33,47,34,13,75,679,0,0,0,6,0,5,0,0,0,0,0,459,472,51,15,103,212,223,688,1092,685,1076,1376,1170,890,7580,8,8,20,40,67,206,262,70,238,78,17,106,1115,3,16,67,116,99,136,94,15,25,8,0,56,634,0,0,7,8,11,19,23,0,17,5,0,17,103,15,13,44,37,14,24,9,0,0,3,0,21,178,116,44,285,331,188,270,145,37,39,33,7,194,1692,0,0,6,0,4,3,0,0,0,0,0,54,72,141,75,422,535,376,655,529,127,314,126,30,452,3790,570,142,861,1763,1208,3079,4579,3542,3611,5520,4316,3128,32321,5,3,0,5,9,74,780,1695,1807,3002
LGA17310,312,356,49,88,23,19,79,1022,0,0,6,37,36,84,30,11,7,5,0,20,230,0,0,0,3,6,32,27,7,4,3,0,17,100,0,0,0,0,0,9,17,11,0,6,4,14,54,10,0,24,88,65,122,52,20,8,5,0,56,448,0,0,0,3,0,12,3,0,0,0,0,391,411,22,9,54,184,227,1000,1668,807,452,425,152,928,5925,0,5,13,37,77,209,186,36,31,13,0,74,689,3,7,57,160,150,135,45,5,0,0,0,42,615,0,0,7,12,11,15,11,0,0,0,0,14,77,3,4,50,58,28,14,6,0,0,0,0,16,183,12,20,225,354,190,210,67,13,4,0,0,129,1220,0,0,0,3,3,3,0,0,0,0,0,40,50,15,30,356,626,466,580,319,58,44,17,0,313,2839,97,45,605,2041,1314,2842,3140,1403,717,715,240,1829,14989,5,0,0,10,17,87,394,315,205,172
LGA17350,39,27,4,9,0,0,12,109,0,0,0,4,0,7,3,0,0,0,0,0,20,0,0,0,0,0,3,5,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,12,20,11,3,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,46,51,5,0,13,29,36,114,166,61,33,31,8,101,597,0,0,0,4,9,17,12,0,4,0,0,0,53,0,0,0,15,12,12,0,0,0,0,0,0,48,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,15,0,0,18,27,16,16,11,0,0,0,0,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,44,45,30,4,5,0,0,14,226,20,9,60,254,161,327,320,99,56,44,11,174,1540,0,0,0,0,4,20,44,27,11,9
LGA17400,21,31,5,7,0,0,6,87,0,0,4,9,7,12,7,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,0,0,5,13,0,0,10,21,18,10,12,3,0,0,0,13,83,0,0,0,0,0,0,0,0,0,0,0,47,42,0,3,23,48,43,126,154,44,30,22,4,100,589,0,4,3,5,7,15,0,6,0,0,0,5,43,0,0,6,10,6,12,3,0,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,10,4,4,0,0,0,0,0,0,0,19,0,5,35,50,21,32,3,0,0,0,0,15,161,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,59,68,43,61,13,3,3,3,0,32,289,16,14,132,355,176,347,304,91,49,34,8,234,1759,3,0,0,7,6,26,41,22,12,9
LGA17420,501,1149,291,1588,484,260,322,4818,5,0,28,49,59,137,194,69,82,70,27,87,806,0,0,3,7,15,43,56,16,39,17,10,43,246,0,0,0,3,3,16,32,25,27,39,46,39,223,49,14,46,92,55,169,298,127,75,84,45,156,1212,3,0,0,0,5,15,19,4,4,6,0,1227,1280,108,30,137,247,313,1486,3871,2660,3854,4794,3110,3095,23713,3,5,12,33,82,240,482,148,267,115,29,160,1570,0,18,57,128,122,220,160,53,36,22,3,97,910,0,3,6,9,8,13,25,14,15,7,0,27,119,14,17,23,30,8,20,19,0,3,0,0,9,145,66,38,154,164,106,228,198,60,59,37,9,121,1239,0,0,0,0,0,0,3,3,0,0,0,27,38,89,81,254,369,329,717,883,275,371,183,41,428,4026,440,138,687,1715,1421,4079,6781,4224,5381,6364,3817,4386,39436,6,0,3,3,13,51,240,475,457,729
LGA17550,420,540,95,148,40,16,112,1492,5,0,14,70,82,192,115,23,21,11,5,51,577,0,0,3,16,7,32,38,3,8,4,3,16,140,0,0,0,3,3,7,22,7,7,7,5,23,87,10,0,52,107,116,230,140,38,11,9,0,98,816,3,0,0,4,0,4,7,0,0,0,0,581,609,31,10,104,287,383,1516,2341,964,631,513,173,1286,8241,6,6,16,52,119,304,262,46,30,12,0,94,952,4,9,99,306,222,246,97,19,8,0,0,104,1113,0,0,10,19,23,22,16,3,3,0,0,19,118,6,7,61,115,29,22,0,0,0,0,0,32,287,34,36,280,478,270,365,97,24,8,5,4,169,1774,0,0,8,0,5,8,0,0,0,0,0,59,83,50,54,470,978,669,966,480,93,54,17,6,481,4320,188,75,896,3668,2376,4666,4605,1747,963,809,284,2725,23000,3,3,0,7,14,57,348,345,226,167
LGA17620,59,119,11,80,8,8,31,339,0,0,0,8,4,13,16,6,3,0,0,3,53,0,0,0,0,3,5,9,0,6,0,0,4,30,0,0,0,0,0,9,5,0,0,3,0,3,19,4,0,0,16,10,18,13,0,0,0,0,8,80,0,0,0,0,0,0,3,0,0,0,0,108,116,11,0,6,52,48,184,397,169,210,181,57,255,1570,0,0,5,7,25,44,36,6,9,6,3,18,159,0,3,12,23,17,27,10,0,3,0,0,13,109,0,0,4,9,4,3,3,0,0,0,0,9,28,0,0,8,3,7,3,0,0,0,0,0,0,23,5,0,30,54,30,35,17,3,0,0,0,22,195,0,0,0,0,0,0,0,0,0,0,0,9,12,7,6,59,92,77,112,64,13,24,7,3,70,523,36,12,114,422,286,564,760,308,327,282,86,477,3665,7,0,0,9,7,30,95,70,48,39
LGA17640,43,38,6,12,0,4,11,141,0,0,0,0,3,4,3,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,12,7,15,8,0,0,0,0,12,57,0,0,0,0,0,4,0,0,0,0,0,35,43,3,6,5,35,39,148,220,101,65,31,17,126,783,0,0,0,10,3,22,16,0,4,0,3,6,68,0,0,3,15,10,11,4,0,0,0,0,9,51,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,17,20,11,25,13,0,0,0,0,11,100,0,0,0,0,0,4,0,0,0,0,0,5,3,3,4,22,51,29,55,27,3,0,0,3,33,251,22,19,77,245,149,392,412,195,106,73,35,273,1990,3,0,0,11,11,21,46,44,22,26
LGA17650,43,34,3,3,0,0,9,105,0,0,0,4,0,16,5,0,0,0,0,3,29,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,7,7,8,7,0,0,0,0,9,52,0,0,0,0,0,0,0,0,0,0,0,52,52,8,0,12,35,19,142,205,79,36,45,14,116,710,0,0,0,5,8,21,9,4,0,0,0,4,56,0,0,9,11,10,13,3,0,0,0,0,9,51,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,9,9,5,0,0,0,0,0,0,0,17,0,0,16,28,15,10,9,0,0,0,0,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,49,35,51,20,7,7,0,0,30,220,16,3,67,239,124,334,356,135,61,73,18,208,1635,0,0,0,3,3,7,37,36,12,26
LGA17750,296,445,82,106,24,16,69,1141,0,0,8,33,18,62,57,9,14,9,0,13,216,0,0,0,0,0,32,22,6,3,0,0,20,82,0,0,0,0,0,6,15,8,4,9,4,14,76,7,7,23,77,31,97,56,13,5,3,0,28,350,0,0,0,0,4,0,4,0,0,0,0,435,451,21,14,49,154,174,850,1862,1041,631,626,223,902,6536,5,6,5,32,83,237,249,45,44,7,0,89,798,0,9,62,142,109,129,51,11,5,3,0,46,550,0,0,9,14,7,24,8,0,0,0,0,15,77,0,6,40,47,16,14,4,0,0,0,0,14,142,17,29,197,281,150,153,70,10,6,5,0,113,1020,0,0,0,0,3,4,0,0,0,0,0,45,51,21,40,307,514,369,551,380,60,53,12,0,321,2644,90,64,498,1481,1041,2520,3583,1775,998,960,335,1775,15119,6,0,0,12,8,41,350,402,256,214
LGA17850,20,7,0,5,0,0,9,49,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,21,20,3,0,9,18,16,67,78,35,17,18,0,65,319,0,0,5,6,7,4,4,0,0,0,0,5,22,0,0,0,4,3,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,17,10,7,11,5,0,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,20,14,7,0,0,0,0,20,102,19,3,50,111,76,157,167,63,27,29,18,132,850,0,0,0,6,7,12,19,14,0,12
LGA17900,19,31,4,6,4,0,7,81,0,0,0,7,10,8,8,0,0,0,0,6,39,0,0,0,5,0,9,0,0,0,0,0,4,15,0,5,0,0,0,0,4,0,0,0,0,0,12,0,0,14,21,6,19,10,0,0,0,0,17,91,0,0,0,0,0,0,0,0,0,0,0,47,47,5,5,24,42,34,98,116,44,34,26,12,102,533,3,0,0,0,10,5,16,3,0,4,0,15,62,0,0,12,12,4,7,3,0,0,0,0,4,38,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,9,3,0,3,0,0,0,0,0,4,24,0,10,35,44,26,23,8,3,0,0,0,24,188,0,0,3,3,0,0,0,0,0,0,0,21,28,7,7,60,68,50,47,26,8,0,4,0,65,341,30,14,105,242,118,233,244,97,59,60,28,243,1473,6,0,0,0,5,17,39,33,17,11
LGA17950,19,9,0,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,6,6,3,3,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,7,13,19,56,77,34,17,19,3,59,295,0,0,0,4,4,7,5,0,0,0,0,8,31,0,0,5,8,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,9,3,0,15,11,11,8,4,0,0,0,0,8,59,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,17,29,27,15,15,0,0,0,0,21,125,10,5,38,81,77,141,155,62,28,23,5,113,741,0,0,0,0,3,5,22,24,14,11
LGA18020,38,34,4,9,0,0,14,140,0,0,0,15,8,15,4,0,4,0,0,4,42,0,0,3,0,0,4,0,0,0,0,0,7,18,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,11,33,21,41,12,0,0,0,0,12,138,0,0,0,0,0,0,0,0,0,0,0,60,64,12,0,26,72,75,199,189,66,34,30,7,187,909,0,0,0,5,8,24,9,0,3,0,0,8,62,0,0,19,15,16,10,3,0,0,0,0,9,78,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,17,4,0,0,0,0,0,0,8,38,0,0,51,53,39,16,9,0,3,0,0,22,182,0,0,0,0,0,0,0,0,0,0,0,11,12,0,3,81,87,62,51,23,0,8,0,0,64,388,38,13,160,490,257,461,387,129,71,65,23,375,2473,5,0,4,0,9,35,66,35,27,22
LGA18050,93,198,63,548,148,119,102,1334,3,0,0,14,17,45,55,17,22,24,18,23,238,4,0,3,0,0,12,10,3,23,8,3,11,84,0,0,0,0,0,0,5,8,5,9,20,10,54,22,0,16,31,11,50,56,29,30,28,26,31,326,0,0,0,0,0,0,8,3,5,0,0,359,387,37,9,37,74,78,319,755,540,1095,1225,1120,821,6123,5,3,3,17,24,108,151,36,123,22,5,79,574,5,4,21,52,44,94,58,12,37,9,5,60,407,0,0,5,8,11,14,10,5,8,0,0,4,57,0,0,19,16,9,10,6,0,0,0,0,5,76,36,10,61,86,53,128,98,25,19,9,7,71,607,0,0,0,0,0,3,4,0,0,0,0,13,18,48,23,102,172,146,354,332,77,190,48,21,234,1747,165,42,226,593,437,1281,2079,1441,1944,2413,2052,1669,14355,4,0,0,0,3,21,173,366,386,682
LGA18100,14,19,4,5,0,0,4,58,0,0,0,4,0,4,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,7,9,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,33,3,0,5,31,28,76,89,38,7,13,5,60,367,0,0,4,8,4,12,7,0,0,0,0,0,33,0,0,9,12,7,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,9,16,23,19,0,0,0,0,0,9,70,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,19,39,26,27,10,0,0,0,0,14,144,14,0,46,218,115,207,162,69,23,29,6,140,1031,0,5,0,4,0,13,33,22,9,10
LGA18200,35,31,7,10,0,0,14,114,0,0,0,4,3,11,3,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,5,10,0,0,3,14,14,20,7,3,0,0,0,9,70,0,0,0,0,0,0,0,0,0,0,0,61,67,4,0,18,32,39,135,174,79,38,41,16,138,709,0,0,0,3,13,20,17,6,4,0,0,4,67,0,0,5,13,8,4,0,0,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,6,18,33,15,23,0,0,0,0,0,16,113,0,0,0,0,0,0,0,0,0,0,0,5,8,4,7,30,49,37,45,27,8,4,0,0,41,249,33,7,85,260,150,333,359,133,69,79,28,257,1791,4,0,0,4,4,19,34,36,16,24
LGA18250,182,386,84,963,203,183,123,2229,0,0,13,38,39,59,68,38,44,32,36,35,407,0,0,6,4,3,10,21,4,25,5,10,25,112,0,0,0,5,0,0,8,10,11,15,31,21,98,29,9,35,39,29,79,138,51,49,61,45,73,645,0,0,0,0,0,4,4,0,0,0,0,543,563,54,24,79,137,155,538,1125,640,1694,1712,1776,1151,9084,0,11,6,20,46,133,191,48,155,44,20,62,725,0,6,30,55,62,86,88,20,31,9,3,45,444,0,0,4,8,0,10,16,5,3,9,0,11,58,13,5,20,18,7,8,0,0,0,0,0,12,75,142,35,92,103,78,129,132,46,34,26,11,75,896,0,0,0,0,0,0,5,0,0,0,0,9,17,160,56,148,196,196,366,424,116,228,83,37,212,2219,354,103,394,754,605,1673,2541,1426,2564,2768,2641,1853,17659,3,0,0,5,5,12,137,263,291,500
LGA18350,205,318,72,158,49,14,79,942,0,0,8,12,20,61,55,18,24,0,0,22,223,0,0,0,3,3,19,13,4,10,8,0,11,65,0,0,0,0,0,5,11,4,3,3,0,13,39,3,0,10,35,36,71,45,9,15,3,0,36,271,0,0,0,0,0,3,3,0,0,0,0,291,297,14,7,33,79,127,670,1247,637,535,488,187,760,4782,0,3,12,25,52,132,129,28,39,3,0,61,486,0,9,42,95,97,125,48,4,0,4,0,60,476,0,4,0,5,5,9,3,0,0,0,0,21,58,0,4,18,36,11,5,0,0,0,0,0,4,84,12,14,110,154,108,124,64,14,6,4,0,70,684,3,0,0,0,0,4,0,0,0,0,0,30,42,21,35,182,313,277,401,251,46,50,14,4,241,1827,89,46,360,1177,938,2279,2590,1131,887,781,343,1525,12150,4,8,0,3,8,34,197,207,143,146
LGA18400,221,405,88,193,71,17,129,1189,0,0,5,10,23,46,42,8,19,12,3,17,182,0,0,3,0,4,9,23,3,7,4,0,17,79,0,0,0,0,3,9,10,19,6,12,3,21,83,8,0,7,29,24,77,81,23,5,9,0,33,319,0,0,0,4,3,0,11,0,0,0,0,337,355,20,11,25,77,142,637,1535,905,753,848,327,952,6247,0,0,8,19,41,124,141,34,44,14,6,64,499,0,0,29,80,72,81,62,9,3,3,0,46,389,0,0,0,8,11,15,9,3,0,6,0,10,54,3,0,22,23,9,3,7,3,0,0,0,9,85,11,13,92,113,69,119,53,17,9,0,0,60,555,0,0,0,3,0,0,0,0,0,0,0,24,32,13,15,154,246,207,345,260,62,62,22,9,203,1615,88,39,287,919,678,1673,2578,1370,1067,1137,447,1492,11766,3,0,0,6,6,25,162,242,211,215
LGA18450,787,1494,355,838,284,98,325,4415,10,0,30,140,108,270,237,80,58,52,13,101,1084,4,0,5,14,26,73,108,26,34,22,9,48,364,0,0,0,7,3,12,40,52,29,42,18,58,267,33,16,89,278,257,533,520,133,66,64,20,264,2265,4,0,0,3,7,17,31,8,3,0,0,1136,1206,84,41,177,571,627,2584,5400,3280,2755,3021,1173,2996,22712,11,10,22,88,180,555,690,182,179,78,12,255,2268,3,30,136,430,339,465,238,43,35,14,3,186,1912,3,4,18,29,21,59,40,10,10,5,0,44,240,10,12,147,160,42,36,25,4,0,0,0,39,471,59,62,640,928,590,696,362,93,38,23,4,415,3900,0,0,4,8,5,3,0,0,0,0,0,123,159,94,114,964,1636,1176,1817,1353,332,261,125,22,1065,8943,444,212,1714,6225,3563,7618,9691,5311,4095,4352,1611,5599,50450,3,4,0,3,14,62,585,775,698,807
