LGA_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
LGA30370,4,7,0,0,17,6,7,3,0,16,49,45,26,10,126,64,50,29,13,162,59,113,32,19,220,65,75,46,13,200,80,114,49,30,275,75,94,47,16,229,67,101,53,21,237,14,12,4,4,36,508,619,297,131,1557
LGA30410,0,0,0,0,0,6,0,0,0,6,8,17,9,3,31,8,5,12,0,25,15,17,6,0,44,13,17,6,0,29,8,12,4,0,30,10,12,15,0,36,22,17,10,8,63,0,0,0,0,3,94,99,56,16,266
LGA30450,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,0,4,0,0,3,4,4,0,0,0,0,0,5,9,7,0,28
LGA30760,0,0,0,0,0,0,5,0,0,4,15,7,5,4,30,5,10,3,0,20,11,13,4,0,27,4,5,3,0,20,7,10,3,0,16,7,3,5,0,21,9,17,9,0,35,0,0,0,0,0,61,69,34,8,179
LGA30900,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,3,0,0,7,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,11,0,0,0,10,0,0,0,0,0,11,12,5,6,35
LGA31000,688,523,166,95,1472,1085,763,245,137,2229,4661,3419,1044,458,9580,5486,4674,1407,540,12103,7178,6763,1971,558,16466,6100,6742,1959,503,15306,10503,13268,3556,783,28110,14342,24036,8309,1709,48398,3175,3734,1588,677,9177,281,325,95,41,745,54603,64988,20593,5689,145869
LGA31750,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,3,4,0,0,0,3,0,0,0,0,3,0,0,3,0,8,6,0,0,0,4,0,7,0,0,10,0,0,0,0,0,13,10,4,6,35
LGA31820,95,47,26,9,182,147,76,31,32,276,529,348,163,99,1138,509,471,203,104,1289,556,564,224,78,1424,380,422,142,59,1006,466,589,195,69,1315,282,413,149,35,875,327,375,176,74,953,39,21,7,5,69,3421,3388,1339,579,8732
LGA31900,12,9,3,0,23,10,5,3,5,27,72,47,21,0,139,89,84,38,12,225,102,114,50,9,277,84,106,48,10,247,88,118,40,10,255,62,76,37,9,186,60,86,35,3,193,16,9,4,0,28,608,661,274,70,1609
LGA31950,0,0,0,0,3,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,3,3,6,7,3,3,26
LGA32080,95,87,38,18,245,178,115,42,37,366,653,614,247,118,1630,852,808,296,125,2083,991,1057,338,133,2518,805,930,302,85,2123,1029,1314,431,129,2900,792,1061,403,95,2349,659,734,293,165,1850,60,45,17,9,132,6262,6845,2436,956,16499
LGA32250,0,0,0,0,0,0,0,0,0,6,0,5,4,0,15,10,4,3,0,15,14,7,8,3,26,3,0,4,0,11,6,6,5,0,14,8,0,3,0,14,6,17,7,5,31,0,0,0,0,5,57,46,36,10,143
LGA32260,27,23,5,8,64,41,30,15,10,94,156,128,54,31,372,156,153,83,33,425,169,159,62,24,406,121,107,44,15,282,125,135,49,13,325,81,83,27,10,195,114,106,48,28,300,14,12,12,0,37,1021,962,396,178,2562
LGA32270,13,5,6,0,23,13,11,3,7,37,71,51,37,21,181,88,81,57,21,248,118,169,86,25,408,118,150,83,29,382,170,259,131,48,608,197,288,144,49,681,167,190,109,48,514,16,12,12,0,39,989,1239,686,253,3171
LGA32310,3,3,0,3,12,9,12,3,0,26,33,18,18,5,80,34,40,17,16,101,58,45,28,6,140,38,45,20,8,114,52,74,29,13,170,34,52,15,5,111,60,51,38,10,167,4,7,3,0,14,339,349,185,72,945
LGA32330,0,3,0,3,9,4,0,0,4,9,9,4,0,5,19,3,0,0,3,9,6,0,0,0,9,0,4,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,7,16,73
LGA32450,0,0,0,0,0,0,0,0,0,4,9,4,3,0,15,10,7,3,0,20,11,16,14,4,45,15,15,3,3,35,16,26,8,5,60,17,11,7,3,39,15,21,14,4,53,0,0,0,0,11,91,109,62,30,291
LGA32500,6,5,0,3,9,6,4,3,5,19,14,20,14,4,47,11,18,7,4,38,23,20,10,6,50,11,12,7,3,24,10,17,7,0,41,15,11,8,0,27,25,14,8,5,48,6,0,0,0,4,130,123,57,28,332
LGA32600,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,4,5,0,21
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,0,5,0,0,0,0,0,7,7,0,0,13
LGA32770,6,9,3,0,18,8,3,3,9,20,9,8,3,14,27,0,8,6,5,12,5,0,0,0,12,0,0,0,5,4,4,4,0,0,3,0,0,0,0,0,0,0,5,5,13,0,0,0,0,0,40,33,33,47,150
LGA32810,7,5,0,0,12,14,11,5,0,29,60,40,19,10,130,70,60,25,9,165,58,64,24,6,154,55,54,17,7,127,32,43,17,4,96,37,45,15,3,95,45,48,19,9,120,5,9,0,0,17,387,384,147,51,970
LGA33100,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,6,0,0,9,3,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,5,6,5,14,3,0,0,0,5,17,16,9,9,54
LGA33200,0,0,0,0,0,0,0,0,0,3,3,5,3,0,13,6,8,8,0,17,0,5,0,3,16,8,11,3,0,19,4,8,4,0,13,3,10,0,0,16,4,11,8,0,31,0,0,0,0,4,32,58,35,3,129
LGA33220,113,66,21,12,217,169,86,50,21,322,670,408,195,106,1388,540,455,234,88,1317,511,569,219,88,1386,413,437,164,62,1069,418,541,163,82,1200,276,337,131,45,785,391,372,171,81,1024,53,21,15,11,98,3655,3353,1391,610,9002
LGA33360,41,32,7,10,86,57,37,16,15,121,246,174,106,44,569,281,304,138,63,784,322,430,163,84,1000,263,405,143,65,872,423,559,223,65,1272,396,569,211,60,1241,309,366,152,60,882,37,21,8,9,75,2429,2926,1184,473,7021
LGA33430,398,292,95,39,829,618,435,155,52,1261,3082,2337,782,314,6515,3551,3309,1066,386,8309,4321,4433,1318,380,10459,3382,3975,1162,317,8832,4394,5907,1729,443,12470,3908,6234,2111,566,12816,1924,2282,1004,358,5574,242,262,89,25,627,26485,29890,9646,2944,68969
LGA33610,9,4,0,0,16,15,7,0,0,21,35,50,25,13,118,60,63,28,12,162,55,72,31,16,180,40,50,28,8,127,44,60,39,3,148,30,28,18,9,89,55,69,46,19,176,3,0,0,0,8,353,406,220,79,1061
LGA33620,60,23,19,9,110,75,56,25,21,176,354,252,105,58,778,301,304,134,73,815,284,298,114,64,762,179,216,90,33,524,204,247,99,45,598,101,131,58,26,317,235,213,92,45,580,23,22,5,9,57,1878,1803,766,386,4834
LGA33800,8,4,0,0,13,11,6,0,0,16,43,19,19,8,85,48,41,27,5,129,63,44,27,11,145,41,60,24,9,126,51,72,21,5,154,42,40,11,6,97,47,44,23,4,129,5,6,5,0,13,367,344,168,49,929
LGA33830,0,3,0,0,7,4,0,5,5,9,4,0,3,0,11,0,3,4,7,9,3,3,3,4,9,0,3,0,0,5,4,0,0,0,5,0,5,0,0,6,0,0,0,5,6,0,0,0,0,0,22,26,14,21,83
LGA33960,144,88,58,44,336,256,205,98,66,625,1218,1010,451,340,3020,1386,1475,623,372,3852,1732,1868,749,346,4696,1258,1473,562,263,3558,1664,2172,772,265,4873,1015,1590,573,194,3373,656,790,388,250,2079,93,65,26,23,204,9598,10857,4355,2223,27037
LGA33980,5,0,0,0,3,9,5,0,3,16,26,37,9,13,95,44,58,22,14,144,89,114,62,19,276,65,91,59,21,234,132,187,93,25,441,212,296,135,42,690,92,128,70,26,320,6,21,4,0,34,693,942,467,161,2265
LGA34420,0,4,0,0,4,0,4,5,3,4,5,0,4,3,19,0,0,0,0,6,0,0,3,4,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,5,11,24,25,16,19,81
LGA34530,22,10,5,0,45,38,10,5,0,60,138,72,37,17,260,140,129,62,23,351,178,245,81,28,536,163,224,78,29,497,236,355,145,43,773,264,307,138,39,753,245,283,180,67,775,19,5,3,0,30,1469,1655,742,245,4114
LGA34570,0,0,0,0,4,5,0,0,0,3,0,3,3,4,16,4,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,16,6,8,48
LGA34580,33,25,10,15,80,62,34,20,13,123,256,165,75,59,555,251,220,104,47,631,296,283,140,65,783,204,212,80,29,530,215,289,104,39,645,112,182,79,38,405,163,188,75,44,474,17,18,6,4,42,1661,1642,706,362,4368
LGA34590,287,241,128,87,740,468,363,190,145,1165,2058,1681,838,557,5131,2245,2059,926,588,5817,2556,2677,1031,515,6776,1923,2190,784,381,5285,2242,2843,1025,407,6522,1446,2067,840,352,4708,1048,1131,590,436,3210,142,117,82,43,388,14748,15669,6582,3664,40668
LGA34710,4,0,0,0,4,0,0,0,0,4,13,10,3,3,33,12,5,5,7,31,17,14,8,4,45,25,26,8,5,53,18,20,11,0,48,20,12,9,4,40,27,14,11,6,55,6,0,3,0,7,138,103,62,28,323
LGA34770,52,29,14,11,112,77,39,15,10,143,364,261,104,44,771,509,433,201,78,1222,642,698,312,109,1757,591,726,293,96,1713,862,1166,483,146,2655,829,1141,493,127,2589,761,1025,464,169,2418,61,40,13,3,122,4814,5600,2415,791,13618
LGA34800,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,0,0,0,5,8,5,7,0,17,3,0,0,0,3,5,0,3,0,14,5,0,4,0,4,6,8,3,0,14,0,0,0,0,0,26,23,24,4,79
LGA34830,4,0,0,0,5,3,0,0,0,3,4,0,7,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,5,8,5,33
LGA34860,5,6,3,5,13,11,3,4,3,23,45,41,26,12,120,50,62,28,11,153,68,74,43,14,197,52,61,37,3,153,81,95,43,9,231,60,72,30,12,170,70,100,51,17,238,14,3,6,5,25,461,532,267,93,1362
LGA34880,11,11,4,5,38,24,25,11,9,62,114,83,42,21,260,104,98,47,26,279,112,98,44,28,280,94,91,32,13,230,104,133,47,8,294,65,82,34,5,185,106,93,56,24,270,11,8,5,0,21,770,738,317,148,1969
LGA35010,273,211,70,54,603,452,301,139,61,952,2210,1723,702,343,4975,2771,2672,1114,491,7040,3379,3604,1275,522,8775,2772,3287,1140,343,7544,3534,4958,1659,485,10641,2851,4609,1670,503,9633,1595,1729,843,426,4587,151,129,82,31,388,20283,23408,8782,3291,55759
LGA35250,3,0,0,0,0,0,3,0,0,8,3,0,0,3,14,0,0,0,0,5,0,0,0,0,0,3,0,0,5,6,0,4,0,0,5,0,0,0,0,0,3,5,3,4,17,0,0,0,0,0,29,27,12,18,85
LGA35300,3,4,9,3,19,11,0,4,4,15,23,30,9,6,77,52,51,20,18,135,77,93,46,25,239,78,109,42,20,248,175,191,91,34,493,170,207,88,25,490,69,65,49,23,216,3,10,0,5,22,679,768,367,160,1974
LGA35600,4,0,0,0,3,0,0,0,0,4,11,11,8,0,38,21,20,3,3,49,16,16,10,5,49,14,18,4,0,36,20,16,9,3,46,17,11,9,0,34,28,25,11,4,73,3,0,0,0,3,137,123,61,21,341
LGA35670,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,5,6,9,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,4,0,0,4,4,10,3,9,16,6,9,4,10,26,20,24,16,24,79
LGA35740,41,27,3,3,73,43,37,13,4,101,289,192,65,25,572,268,296,99,30,692,352,329,100,23,804,204,280,89,12,591,288,384,114,36,819,332,515,169,35,1045,224,270,116,34,638,14,43,0,8,62,2099,2394,791,217,5502
LGA35760,11,6,5,3,28,20,13,0,3,36,64,38,21,10,132,35,43,19,6,99,51,45,10,7,119,32,42,17,0,94,33,32,19,12,97,17,19,15,3,54,45,43,15,14,117,7,5,9,0,21,338,293,134,67,831
LGA35780,0,3,5,3,12,5,9,0,4,16,18,9,11,14,43,9,5,11,8,37,10,5,3,11,32,5,4,7,5,16,6,6,9,3,24,0,5,0,4,11,21,11,0,15,48,0,4,0,0,6,87,57,47,69,257
LGA35790,8,3,9,8,20,9,4,0,6,16,6,11,6,12,35,9,4,3,10,21,4,3,4,5,12,4,0,0,0,9,5,3,0,0,4,0,0,0,0,0,3,0,9,10,18,0,0,0,0,0,44,31,29,49,157
LGA35800,0,0,0,0,7,0,4,0,5,9,4,9,0,0,19,5,4,5,0,17,8,11,7,0,21,5,3,0,0,8,4,8,0,0,7,0,5,3,0,8,0,10,4,3,22,0,0,6,0,3,39,54,26,10,138
LGA36070,3,0,0,0,3,0,3,0,3,6,3,5,0,3,10,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,4,4,4,0,0,0,3,24,12,7,9,50
LGA36150,0,0,0,0,8,5,0,3,0,5,4,0,0,0,8,4,0,0,0,9,7,3,0,0,9,0,7,0,0,3,3,3,4,0,16,0,0,0,0,3,6,13,6,8,20,0,0,0,0,3,30,26,22,9,84
LGA36250,96,47,24,6,175,120,72,28,19,235,629,395,175,70,1263,808,775,271,107,1961,1129,1194,377,116,2822,960,1223,378,118,2676,1487,1920,584,147,4139,1312,2142,679,188,4318,555,591,267,108,1517,55,62,12,5,140,7237,8483,2836,890,19452
LGA36300,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,3,9,0,0,8,0,3,0,0,11,0,3,3,0,5,5,0,0,0,9,5,5,0,0,3,5,10,4,5,17,0,0,0,0,0,24,28,14,6,74
LGA36370,51,40,7,5,110,70,52,21,15,164,321,228,110,60,720,383,319,130,61,902,451,513,228,82,1273,353,492,142,65,1057,521,677,235,77,1511,368,560,176,66,1180,392,512,226,91,1226,33,27,5,3,76,3014,3457,1301,546,8307
LGA36510,30,18,7,7,65,57,30,13,8,106,200,163,89,43,498,238,254,107,36,639,278,280,126,36,721,211,263,100,36,609,262,279,113,43,692,175,267,97,35,573,188,196,99,44,531,22,12,5,3,47,1701,1789,769,299,4563
LGA36580,26,14,3,8,47,27,29,13,9,82,132,100,50,30,312,152,141,58,34,383,143,185,62,35,421,102,132,48,15,292,114,159,57,26,359,70,92,42,21,226,112,120,62,38,331,22,11,5,9,45,918,1002,420,220,2568
LGA36630,28,15,15,3,62,47,29,16,6,99,174,122,71,44,411,169,117,73,38,399,143,141,71,39,397,105,114,58,29,307,117,137,55,27,338,82,96,54,17,246,127,110,60,38,336,17,6,9,3,29,1045,928,500,254,2721
LGA36660,29,29,11,11,75,56,34,17,6,118,222,161,80,46,509,186,222,103,46,555,198,186,109,42,538,114,133,52,20,323,144,130,56,26,360,78,75,51,28,234,135,131,84,35,380,25,13,5,0,44,1223,1145,584,261,3213
LGA36720,173,97,43,14,328,342,189,76,32,638,1521,1215,388,126,3256,1852,1890,657,199,4594,2165,2486,838,227,5714,1745,2292,729,183,4952,2218,3118,1008,246,6593,1910,3059,1149,307,6425,1280,1574,688,223,3765,123,114,50,12,302,13536,16204,5671,1590,37004
LGA36820,20,12,10,0,37,28,15,11,9,67,105,98,34,25,263,113,100,59,29,296,109,123,46,25,306,72,109,48,17,243,126,123,53,16,317,72,104,45,19,234,111,120,70,25,319,18,14,5,3,42,787,828,389,171,2177
LGA36910,102,78,46,42,274,170,116,57,52,390,743,577,279,216,1809,862,868,389,219,2338,1091,1073,477,222,2859,861,958,412,142,2371,999,1241,544,179,2950,709,1089,527,182,2516,615,725,364,200,1909,46,39,17,9,111,6305,6853,3183,1514,17849
LGA36950,5,5,3,0,11,3,0,4,0,7,18,6,6,7,34,4,13,3,7,27,7,10,14,6,33,7,13,6,9,31,24,18,12,7,67,8,18,10,3,38,11,14,10,22,63,4,0,3,0,9,99,104,68,58,332
LGA36960,15,9,7,12,49,16,11,12,4,49,33,27,23,12,94,14,7,8,13,48,11,7,10,9,35,6,4,3,3,15,0,4,4,4,14,6,0,4,0,8,10,12,10,19,50,5,0,0,0,6,135,98,88,86,411
LGA37010,83,50,24,27,182,134,88,38,30,292,659,437,209,141,1443,884,767,327,165,2146,1169,1149,405,154,2880,1036,1148,412,164,2759,1426,1643,605,179,3853,1091,1538,591,172,3392,906,985,407,189,2483,63,51,12,6,128,7548,7911,3051,1258,19767
LGA37300,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,4,8,3,3,23,15,24,16,3,57,24,19,11,5,59,43,60,21,6,127,55,64,34,8,164,28,34,15,4,86,0,3,3,0,5,170,218,102,32,525
LGA37310,30,19,14,7,74,38,33,23,12,99,175,138,69,42,425,174,153,84,56,468,158,204,98,49,512,122,150,65,28,369,123,180,104,27,437,131,160,74,25,384,137,193,114,53,502,11,9,4,9,35,1132,1256,655,313,3353
LGA37340,24,10,6,0,43,43,18,12,6,76,114,107,43,20,274,140,154,65,21,383,169,209,77,32,483,154,186,62,14,417,193,233,104,31,554,121,197,94,23,432,189,217,86,26,525,22,9,0,0,29,1191,1344,560,175,3274
LGA37400,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,3,6,7,3,0,18,3,7,4,0,15,9,7,0,0,11,3,0,4,0,11,4,14,7,0,25,0,0,0,0,0,33,38,15,5,95
LGA37550,0,0,3,0,4,3,0,0,0,7,0,4,0,0,4,5,0,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,16,7,7,14,49
LGA37570,3,0,0,0,4,4,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,8,10,3,25
LGA37600,10,5,3,4,21,11,4,0,0,20,17,16,8,19,59,12,11,3,9,30,5,3,0,6,16,0,4,0,3,11,0,0,0,3,6,3,0,0,0,0,0,5,3,12,16,0,0,0,0,0,70,64,27,61,223
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,6,0,0,0,11,19,6,0,0,30,52,30,5,3,86,54,24,11,5,87,65,43,3,0,120,61,30,5,0,98,90,51,3,3,150,159,106,32,5,300,29,18,12,3,59,3,0,0,0,6,554,322,75,22,975
LGA40120,16,14,7,0,41,28,25,10,3,67,126,93,36,15,261,175,198,59,14,453,244,258,90,20,611,238,309,105,26,677,363,566,155,56,1136,427,808,307,87,1627,173,231,107,41,548,9,10,7,0,26,1820,2531,877,272,5494
LGA40150,4,6,0,6,13,11,16,0,4,27,57,45,16,14,134,65,66,43,13,186,85,88,43,11,234,70,58,24,5,163,66,85,31,9,188,39,49,27,9,126,62,63,20,12,165,6,3,0,0,12,481,493,204,77,1254
LGA40220,17,19,7,6,45,36,24,12,0,72,161,112,58,26,359,136,163,66,31,405,165,160,67,18,410,112,133,47,22,312,105,150,42,14,318,92,146,47,20,306,130,117,71,22,333,3,5,3,3,12,975,1048,419,160,2608
LGA40250,19,11,9,0,39,3,4,3,0,9,15,14,0,4,42,4,9,3,0,17,6,0,0,0,3,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,12,9,4,7,26,10,8,6,0,19,104,74,43,22,236
LGA40310,22,4,0,5,31,30,23,5,0,59,105,80,34,14,233,137,137,62,23,355,179,213,78,14,482,130,187,83,22,427,193,259,94,29,570,116,193,74,27,410,103,109,66,17,296,4,6,4,0,18,1036,1217,494,157,2903
LGA40430,0,0,0,0,4,3,0,0,0,8,14,13,5,4,35,3,7,8,4,19,0,7,10,0,25,13,8,3,0,27,16,12,6,0,37,10,9,3,0,28,8,11,8,6,25,3,0,0,0,3,80,72,49,12,214
LGA40520,12,5,4,0,20,7,9,3,3,25,74,48,24,9,152,60,56,30,5,157,56,68,24,4,152,40,54,12,6,113,45,46,21,8,122,26,29,11,0,75,29,26,25,10,87,11,3,3,0,9,363,356,158,52,928
LGA40700,15,20,9,0,44,31,29,3,0,69,159,144,29,7,339,160,186,40,7,394,204,280,63,13,552,214,266,72,13,567,322,493,121,22,953,683,1329,481,81,2572,158,231,88,24,501,11,11,0,0,23,2003,3022,923,172,6114
LGA40910,33,40,15,0,84,79,64,19,8,167,338,235,70,6,652,362,313,75,22,782,428,485,111,19,1038,355,437,117,14,924,486,714,181,34,1416,414,712,195,31,1353,140,173,55,24,393,14,16,0,0,31,2700,3219,853,160,6934
LGA41010,0,5,0,0,4,0,3,6,0,7,12,11,3,6,35,20,15,5,0,38,15,22,4,0,36,19,20,5,3,45,16,36,13,0,71,13,22,4,4,44,17,17,10,6,50,4,5,6,0,7,121,144,56,19,345
LGA41060,82,57,9,13,168,136,68,35,16,250,613,435,120,58,1224,688,597,189,49,1521,839,816,203,54,1905,702,861,209,48,1808,987,1309,330,58,2679,816,1378,421,81,2703,336,399,137,58,936,39,32,8,5,86,5353,6032,1688,453,13525
LGA41140,14,0,6,0,18,10,4,4,0,20,52,38,20,10,120,38,46,30,3,115,47,46,29,9,125,30,36,18,5,90,50,45,28,5,128,39,37,17,6,101,44,43,28,15,130,5,0,0,0,7,327,303,179,61,876
LGA41190,3,3,5,0,12,3,0,0,0,10,6,8,7,3,24,6,10,4,4,29,4,10,4,0,19,3,15,0,0,20,9,10,3,0,25,3,0,3,0,8,3,11,3,8,30,0,0,0,0,3,50,76,37,15,186
LGA41330,4,0,0,0,7,0,0,0,0,0,6,3,0,0,12,7,3,5,0,12,11,4,0,0,10,0,5,0,0,7,0,0,0,0,6,0,3,0,0,7,8,5,0,6,14,0,0,0,0,4,43,25,9,8,86
LGA41560,11,6,4,0,27,16,10,7,8,35,102,52,26,14,187,70,66,23,12,170,73,76,25,14,188,51,50,17,6,116,38,63,17,9,121,29,36,15,0,89,54,65,22,18,157,3,3,3,0,9,456,434,156,83,1128
LGA41750,0,0,0,0,5,0,3,0,0,3,5,7,10,3,18,0,3,4,0,14,0,7,0,0,12,3,0,3,5,10,3,0,7,0,13,0,0,0,0,0,3,6,8,0,19,0,0,0,0,0,26,34,24,9,95
LGA41830,4,0,0,0,4,0,0,0,0,0,6,0,0,0,7,3,12,4,4,22,5,4,0,4,14,10,7,0,0,18,4,9,0,0,15,0,3,0,0,10,14,13,4,0,36,0,0,0,0,0,47,49,20,13,120
LGA41960,0,0,0,0,3,0,0,0,0,0,8,0,5,0,10,3,3,0,4,12,0,10,4,0,19,3,3,5,0,15,4,4,5,0,14,6,0,0,0,9,8,6,0,3,21,0,0,0,0,0,40,35,17,7,101
LGA42030,15,8,0,0,23,20,14,5,0,45,124,87,30,15,255,153,120,60,17,347,174,187,74,22,453,144,142,58,16,363,150,186,53,18,409,94,138,62,19,312,90,91,45,20,239,3,7,3,0,18,986,992,394,137,2502
LGA42110,3,3,3,0,10,6,4,6,0,16,19,25,13,6,60,14,20,11,3,47,18,14,14,9,58,21,17,10,0,42,13,12,9,0,31,12,7,0,0,15,27,11,14,9,55,0,4,0,0,4,148,129,70,33,375
LGA42250,7,3,0,0,13,9,9,0,3,15,27,35,14,3,86,32,54,18,9,115,50,78,39,15,177,42,52,29,8,134,40,82,32,6,167,36,51,27,8,123,31,38,17,4,93,3,0,0,0,16,293,404,189,59,943
LGA42600,8,12,0,0,21,22,13,5,0,37,105,64,12,7,182,141,71,24,10,244,179,161,46,3,387,170,195,61,10,426,289,371,119,12,787,398,646,229,42,1313,114,129,47,12,306,12,0,3,0,18,1442,1666,546,97,3755
LGA42750,0,6,0,0,5,4,3,3,0,9,25,19,7,0,50,20,22,17,7,70,23,27,11,6,67,7,20,6,4,40,14,22,12,0,51,4,18,10,3,37,18,13,17,4,54,5,0,0,0,5,131,158,84,21,395
LGA43080,0,0,0,0,5,0,0,5,0,8,15,8,0,3,24,7,4,7,0,14,3,4,3,0,12,3,5,0,4,13,4,4,0,0,9,4,0,0,0,7,0,3,4,0,10,0,0,0,0,0,34,37,23,12,99
LGA43220,0,4,0,0,4,0,5,0,0,3,3,7,7,3,26,4,4,0,0,11,7,5,7,0,20,3,4,6,3,17,3,0,3,0,5,0,0,0,0,5,3,4,5,0,16,0,0,0,0,0,32,34,30,10,106
LGA43360,0,0,0,0,0,4,6,0,0,8,11,9,6,0,27,10,10,8,0,32,6,16,6,0,29,8,4,3,0,17,10,8,4,0,20,9,10,3,0,23,17,9,5,3,29,0,0,0,0,0,79,73,38,12,196
LGA43650,13,8,4,0,18,17,9,9,0,39,63,80,30,10,175,108,89,55,14,265,104,143,66,15,330,94,134,55,13,307,112,187,70,19,390,69,134,66,15,286,67,109,48,23,237,3,3,0,0,8,651,903,394,124,2073
LGA43710,8,0,0,0,6,3,3,0,4,13,20,26,12,3,62,30,48,20,0,94,35,41,26,8,103,31,33,16,4,84,39,51,29,3,120,18,28,15,5,71,33,37,22,15,103,0,3,0,0,3,211,271,141,46,672
LGA43790,9,6,5,0,21,8,4,0,0,25,73,53,26,6,158,56,63,27,16,167,66,68,43,11,190,41,60,23,15,135,48,55,32,9,146,34,33,13,6,83,30,44,26,9,104,4,3,0,0,9,387,404,211,73,1075
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,8
LGA44060,65,36,9,17,124,95,73,20,7,191,457,326,81,34,897,567,529,151,45,1289,755,784,183,44,1761,634,756,171,30,1590,867,1057,266,61,2262,527,854,241,67,1686,314,325,122,42,800,26,16,8,5,44,4382,4804,1278,356,10818
