LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA54620,0,0,45,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,8,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,5,19,30,9,3,10,3,11,105,0,0,0,0,0,0,8,9,0,3,5,6,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,5,6,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0
LGA54690,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,11,4,9,9,0,6,3,0,58,0,0,0,0,0,0,0,6,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,7,0,0
LGA54760,5,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,5,7,15,27,15,5,8,6,15,106,0,0,0,0,0,3,4,5,3,0,5,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,3,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,3,0,0,0,0,18,0,0
LGA54830,67,14,886,0,0,0,6,12,30,31,19,0,9,0,0,103,0,0,0,3,6,44,182,101,79,39,15,0,465,0,0,0,5,5,6,29,16,18,15,11,4,107,0,0,0,14,24,114,147,63,18,22,7,15,427,0,3,8,30,37,71,30,4,7,3,3,7,207,0,0,0,4,0,11,10,4,0,3,0,4,36,0,0,0,0,0,5,12,11,3,3,0,5,31,45,16,33,137,278,166,73,15,4,12,11,37,821,0,0,0,3,0,3,6,0,0,0,0,266,276,52,24,41,201,362,464,670,511,326,255,109,344,3359,0,0,0,0,5,7,105,160,157,182,97,49,765,0,0,0,3,12,21,53,28,9,10,6,3,145,0,0,0,0,6,62,361,248,217,116,67,68,1143,0,0,0,0,0,13,52,49,34,42,23,10,218,3,0,0,16,15,247,452,221,59,102,39,61,1217,3,0
LGA54900,3,9,53,0,0,0,0,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,9,5,4,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,4,10,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,3,3,8,22,20,26,10,4,17,17,139,0,0,0,0,0,0,8,0,3,3,9,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,11,6,3,4,7,46,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,6,8,3,0,0,4,29,0,0
LGA54970,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,10,3,3,6,7,0,3,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0
LGA55040,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3,5,9,14,11,6,17,9,9,82,0,0,0,0,0,0,3,0,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,5,0,4,0,0,30,0,0
LGA55110,180,18,1142,0,0,0,15,29,83,98,27,20,21,9,7,310,0,0,9,9,8,81,318,240,169,97,97,12,1034,0,0,0,0,9,17,38,26,35,42,26,6,186,0,0,6,21,23,170,315,172,43,85,43,22,901,0,5,37,93,111,214,111,35,21,11,17,11,673,10,6,4,21,10,33,27,18,7,11,3,12,156,0,0,0,0,0,6,14,12,7,11,10,8,75,133,72,106,568,1583,1260,625,97,30,37,61,197,4771,0,0,0,3,14,12,14,4,0,0,0,844,903,153,92,167,737,1785,1906,1756,865,523,598,434,1129,10148,0,0,0,0,3,20,110,178,209,311,289,132,1261,0,0,0,5,5,40,94,37,31,19,22,29,284,0,3,4,4,3,89,441,408,434,345,331,132,2185,0,0,0,3,0,14,52,55,51,56,62,36,335,0,0,3,17,26,212,579,383,102,189,123,99,1746,0,3
LGA55180,16,0,214,0,0,0,6,7,18,27,6,4,5,5,4,80,0,0,0,0,9,16,73,37,13,7,3,0,173,0,0,0,0,0,4,11,8,3,4,0,3,36,0,0,0,0,8,20,33,10,6,9,0,6,87,0,0,5,15,13,21,11,0,0,0,0,8,83,0,0,0,3,4,3,6,0,0,0,0,0,22,0,0,0,0,0,0,4,6,0,3,0,4,26,16,4,7,48,124,79,31,7,0,0,9,22,351,0,0,0,0,0,0,5,0,0,0,0,90,96,13,9,14,96,167,193,255,135,65,58,33,131,1170,0,0,0,0,0,7,30,33,33,29,12,26,173,0,0,0,0,0,11,11,4,0,0,0,7,38,0,0,0,4,5,26,90,55,43,28,16,17,284,0,0,0,0,0,5,12,7,9,4,0,11,41,0,0,0,3,5,35,54,23,4,4,3,4,132,0,0
LGA55250,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,3,4,10,6,3,4,6,14,57,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0
LGA55320,518,24,1832,5,3,0,20,35,97,114,51,48,38,55,8,475,0,0,0,0,3,71,281,199,188,177,233,22,1176,0,0,0,8,3,17,25,33,22,35,33,8,180,0,0,0,20,21,116,274,179,76,133,162,14,1006,7,9,29,94,81,213,194,82,52,41,67,14,875,0,0,0,5,0,27,26,15,7,11,8,6,117,0,0,0,0,0,0,3,3,4,6,9,4,37,153,82,82,360,697,1038,690,192,81,98,122,141,3732,4,0,0,5,9,5,7,4,3,0,5,648,687,166,96,116,510,850,1601,1754,1043,807,1062,1211,890,10102,0,0,0,5,0,25,85,159,240,540,969,207,2235,0,0,0,8,8,58,110,60,56,76,89,47,516,5,0,0,10,11,80,418,505,664,770,1457,232,4145,0,0,0,0,0,6,38,51,59,98,161,39,458,6,0,4,24,16,167,443,480,174,556,506,135,2503,4,0
LGA55390,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,4,0,0
LGA55460,16,0,98,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,20,12,9,7,0,0,62,0,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,10,10,4,5,0,0,5,40,0,0,0,6,3,7,4,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,12,3,7,3,14,32,19,10,3,0,0,0,13,102,0,0,0,0,0,0,0,0,0,0,0,26,27,8,7,3,15,44,57,80,53,28,32,25,43,386,0,0,0,0,0,0,6,8,10,14,14,5,62,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,25,21,20,9,8,14,103,0,0,0,0,0,3,4,0,3,0,4,4,21,0,0,0,0,4,9,30,10,7,3,3,3,57,0,0
LGA55530,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,9,6,8,5,6,0,3,7,60,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0
LGA55600,9,3,75,0,0,0,0,3,0,8,0,0,3,0,0,20,0,0,0,0,0,9,12,5,6,4,9,0,39,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,10,6,3,0,0,0,20,0,0,0,3,10,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,15,12,7,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,20,22,25,63,35,23,15,11,28,260,0,0,0,4,0,3,11,9,9,5,4,12,56,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,21,22,16,12,5,12,87,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,14,15,8,0,5,3,0,54,0,0
LGA55670,7,0,21,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,3,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,10,0,3,0,3,8,7,16,11,5,3,8,7,70,0,0,0,4,0,0,0,0,0,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,17,0,0
LGA55740,63,5,178,0,0,4,0,3,16,19,4,3,4,14,0,60,0,0,0,0,0,6,33,13,16,12,36,0,122,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,4,7,12,10,3,10,25,0,88,0,0,3,6,5,5,21,7,8,6,12,0,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,4,14,3,3,13,24,48,44,20,8,17,33,4,237,0,0,0,0,0,0,0,0,0,0,0,71,76,11,5,8,28,37,84,143,97,71,92,190,90,861,0,0,0,0,0,0,4,3,9,29,116,22,179,0,0,0,0,0,8,6,3,3,6,13,0,41,0,0,0,0,0,9,15,15,35,43,182,23,326,0,0,0,0,0,0,6,5,0,3,12,6,29,0,0,0,0,4,9,24,21,12,54,70,19,215,0,0
LGA55810,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,3,8,5,3,6,6,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
LGA55880,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,5,4,10,16,7,8,7,0,4,60,0,0,0,4,0,0,6,0,0,4,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,19,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,9,0,4,0,0,0,15,0,0
LGA55950,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,11,13,16,11,7,6,6,8,86,0,0,0,0,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,7,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0
LGA56090,116,8,722,0,0,0,11,13,38,54,22,21,16,9,3,188,0,0,0,3,7,44,150,135,100,60,68,15,583,0,0,0,0,5,6,24,17,18,11,10,5,93,4,0,3,9,12,87,146,76,31,36,33,11,447,0,6,10,35,43,97,91,22,16,9,11,10,349,0,0,0,8,5,8,16,6,3,4,0,3,48,0,0,0,0,0,6,6,0,4,6,7,5,24,43,16,25,203,393,384,188,48,18,18,9,65,1421,0,0,0,0,0,7,4,3,0,0,0,317,336,49,23,44,278,485,685,739,512,365,340,260,444,4222,0,0,0,0,0,13,58,96,123,221,240,82,843,0,0,0,3,5,21,53,30,12,16,17,24,192,0,0,0,0,4,53,268,274,271,235,243,95,1446,0,0,0,0,0,5,26,28,44,41,38,12,196,0,3,3,8,6,84,243,204,75,116,94,55,890,0,3
LGA56160,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,49,4,257,0,0,0,10,11,27,22,8,0,8,6,4,87,0,0,4,3,4,13,60,50,41,29,11,5,228,0,0,0,0,0,4,5,12,3,7,7,0,46,0,0,0,5,11,31,56,32,12,20,9,10,178,0,3,6,18,24,45,28,3,5,5,3,3,147,0,0,0,0,0,8,10,7,3,0,0,5,35,0,0,0,0,0,4,8,0,0,3,3,0,18,27,15,19,139,296,243,105,31,12,4,13,54,963,0,0,0,3,3,0,3,0,0,0,0,173,189,34,15,30,179,346,390,349,193,130,133,90,255,2145,0,0,0,0,0,4,18,34,40,60,66,43,267,0,0,0,3,4,3,20,10,5,5,7,10,69,0,0,0,4,0,18,75,94,90,66,50,39,444,0,0,0,0,0,4,12,15,6,10,15,9,69,0,0,0,0,9,39,109,88,30,44,27,25,372,0,0
LGA56300,0,0,30,0,0,0,0,4,3,5,0,0,0,0,0,14,0,0,0,0,0,6,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,4,6,9,8,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,28,24,8,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,12,12,4,0,7,24,36,40,46,10,5,5,4,20,208,0,0,0,0,0,0,4,6,3,9,3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,6,5,6,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,9,0,0
LGA56370,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,9,0,4,0,3,24,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,4,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,8,15,17,19,18,5,8,14,21,122,0,0,0,0,0,0,0,4,3,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,7,0,0,3,23,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,5,3,0,3,0,0,0,19,0,0
