LGA_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
LGA23430,10,4,179,15,8,11,17,30,74,128,183,95,64,48,49,728,32,13,13,27,22,92,75,97,39,32,38,30,510,47,21,22,35,30,109,127,114,49,59,35,52,711,104,49,47,84,87,308,361,433,196,175,130,140,2122,813,253,201,416,512,1594,2104,3982,2970,3245,2116,1144,19339
LGA23670,14,11,195,27,17,13,15,39,92,113,137,75,47,35,41,650,28,17,9,23,37,88,99,115,35,42,26,30,554,58,24,25,44,62,131,151,134,75,44,27,63,834,118,60,52,77,151,342,411,424,199,153,95,147,2230,967,315,281,483,684,2173,2746,4893,3245,2687,1320,1210,20996
LGA23810,0,4,98,17,15,18,69,78,152,76,29,18,5,9,19,503,8,5,8,34,26,39,27,16,3,0,3,15,191,21,34,21,67,48,102,39,18,8,0,3,24,395,53,60,47,173,169,314,160,75,29,12,15,64,1183,346,246,251,663,882,1975,1474,1092,382,259,168,502,8237
LGA23940,0,0,3,0,0,0,7,12,3,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,4,4,0,0,0,0,0,5,23,8,3,3,5,17,11,4,0,0,0,0,5,59,51,40,44,78,88,121,58,33,7,12,23,36,591
LGA24130,3,5,76,6,5,5,9,21,46,59,69,24,34,10,12,290,6,0,0,0,13,27,35,20,12,8,4,7,135,16,12,17,10,7,38,35,29,12,13,10,15,210,34,19,18,22,45,125,142,140,57,51,27,37,717,261,118,100,175,241,811,1080,1771,977,869,593,404,7388
LGA24210,24,0,117,31,7,3,3,16,33,39,85,51,81,84,29,461,26,3,5,13,12,21,38,45,40,40,59,24,327,50,8,8,16,22,58,53,79,37,46,48,33,452,118,21,22,37,45,126,143,226,142,177,217,92,1358,819,178,151,235,303,913,1027,2063,1488,2395,2818,961,13361
LGA24250,0,0,9,0,0,0,0,0,7,3,7,0,0,4,0,33,0,6,0,0,0,0,4,0,0,0,0,0,12,0,5,0,6,3,9,5,5,0,0,0,5,33,9,3,7,9,6,17,19,10,0,3,3,5,83,40,18,21,42,63,163,184,196,60,52,45,80,984
LGA24330,12,6,84,14,4,5,11,7,52,58,73,47,57,24,20,372,11,0,3,7,14,24,26,37,17,11,14,13,171,24,7,9,7,13,41,38,45,28,22,13,29,283,60,13,14,22,36,125,134,169,97,99,62,67,903,421,93,78,142,198,720,949,1780,1259,1477,1049,438,8600
LGA24410,12,3,147,21,12,8,10,39,80,102,128,64,52,24,27,562,22,12,5,16,31,74,62,67,28,18,10,23,370,45,32,21,24,36,88,93,83,44,22,10,41,536,93,52,42,64,106,260,284,306,156,104,56,88,1611,629,246,218,325,443,1421,1915,3471,2473,2059,1029,758,14973
LGA24600,4,5,40,13,0,6,3,11,27,38,56,47,41,40,16,296,19,0,0,5,9,16,15,45,18,29,24,7,169,15,7,6,6,0,10,29,33,17,19,20,10,174,54,8,9,12,19,59,86,142,82,85,86,38,683,306,55,62,87,135,556,853,1394,751,837,1028,353,6426
LGA24650,11,32,373,49,9,23,37,56,209,276,258,92,48,43,88,1188,21,14,6,21,31,84,117,107,25,25,14,47,512,52,32,26,60,72,186,174,142,55,35,13,89,958,133,55,64,134,178,538,659,588,208,128,81,266,3035,886,327,303,531,823,3103,5154,7623,2861,1898,1087,1828,26423
LGA24780,0,3,88,4,9,16,24,42,106,44,30,4,5,0,20,301,4,3,5,14,10,42,14,7,0,0,3,8,113,12,10,14,30,39,67,28,21,3,4,0,17,248,29,23,38,74,106,243,94,62,10,9,5,50,748,218,146,162,392,578,1571,1070,742,223,159,109,339,5715
LGA24850,0,6,66,13,6,4,15,14,72,83,81,15,17,5,29,349,7,6,0,4,6,34,31,23,4,5,3,3,134,16,16,13,27,33,59,72,29,7,10,7,30,319,36,34,17,52,59,180,198,145,35,30,15,70,860,217,128,103,196,299,1029,1538,1813,668,455,241,435,7120
LGA24900,0,0,33,5,8,10,17,27,59,33,14,3,3,3,11,188,3,0,0,12,8,14,11,0,0,0,0,0,50,12,7,8,9,15,31,11,8,3,0,3,7,124,23,19,25,46,51,114,58,28,8,3,7,23,399,166,86,97,181,284,717,542,402,117,85,99,168,2953
LGA24970,38,12,177,36,10,6,5,13,43,54,114,73,82,107,44,582,36,9,14,15,20,58,56,74,47,65,73,50,506,50,19,7,31,22,89,63,99,49,52,41,57,562,126,39,32,56,62,196,188,312,183,226,257,151,1822,1159,252,205,337,409,1202,1459,2904,2265,3365,3239,1297,18100
LGA25060,19,13,126,15,5,5,7,15,34,42,96,44,49,45,24,370,9,10,5,11,25,38,40,41,19,30,26,19,267,28,14,6,16,15,35,37,63,31,23,27,26,333,61,33,17,38,56,129,129,221,104,115,108,82,1092,589,183,136,208,273,935,1061,2003,1486,2109,2157,870,12009
LGA25150,0,8,63,10,3,0,3,16,58,61,54,16,10,8,14,261,0,4,4,4,11,15,19,16,5,0,6,11,92,9,16,10,8,16,42,32,32,8,12,0,15,204,27,19,18,25,42,133,123,112,35,26,13,47,622,180,100,71,123,225,787,1168,1454,512,394,182,346,5546
LGA25250,5,14,138,16,11,10,13,26,74,102,164,78,67,42,30,633,22,12,12,18,25,58,55,66,27,28,13,30,357,51,19,12,21,36,84,86,76,45,35,16,56,540,92,53,33,53,98,234,263,336,153,145,82,128,1666,696,230,173,314,468,1369,1853,3688,2384,2523,1742,965,16407
LGA25340,18,19,230,34,6,17,18,44,127,171,184,93,58,53,41,844,12,8,14,16,33,88,84,67,29,33,22,27,439,68,40,32,35,75,136,112,99,39,32,26,49,741,117,55,63,74,158,383,411,395,184,141,115,148,2256,859,338,273,458,687,1976,2688,4337,2507,2269,1895,1136,19422
LGA25430,0,0,39,7,7,0,9,11,44,29,24,4,3,0,5,151,4,3,0,5,7,9,10,4,6,0,4,0,52,6,8,4,4,10,24,17,8,0,0,0,9,88,15,17,10,21,34,84,74,42,11,5,5,12,329,97,74,58,101,153,428,466,382,163,112,63,94,2188
LGA25490,0,0,16,3,6,0,6,14,23,18,11,0,0,0,5,77,0,0,0,0,6,4,3,6,0,0,0,0,25,7,4,0,0,3,12,0,12,3,0,4,8,50,5,10,3,16,24,43,25,25,4,0,8,12,174,105,42,43,90,140,336,333,300,118,84,86,116,1797
LGA25620,0,6,26,4,6,0,3,8,27,18,7,0,0,0,8,73,0,0,0,0,3,5,0,0,0,3,3,4,26,6,5,0,3,7,19,13,8,0,5,0,13,85,8,12,0,13,23,59,32,21,3,9,3,23,207,74,32,25,69,116,329,292,369,144,122,75,105,1744
LGA25710,4,8,80,12,0,4,12,9,28,55,65,42,41,16,17,291,10,10,0,11,13,34,43,54,22,18,15,15,245,28,12,9,20,18,36,45,52,21,16,8,22,285,53,24,13,36,45,109,150,197,98,82,42,62,909,443,153,119,185,256,754,989,1827,1469,1605,1067,569,9437
LGA25810,0,0,7,0,3,5,10,14,12,0,0,0,0,0,0,50,4,0,3,5,4,9,0,0,0,0,0,0,21,5,6,6,5,6,8,3,0,0,0,0,4,39,7,9,11,24,19,25,8,6,0,0,0,4,124,53,39,72,142,164,251,134,67,25,6,24,43,1016
LGA25900,17,4,49,15,5,0,3,7,33,36,59,40,48,66,9,327,14,6,0,9,7,12,12,33,27,24,33,16,193,16,4,9,4,17,23,21,28,17,16,10,19,180,48,17,16,11,28,68,70,129,90,91,130,45,748,321,81,61,87,142,471,612,1273,833,1094,2082,460,7528
LGA25990,0,0,7,4,3,5,3,6,15,8,0,0,0,0,3,44,0,0,0,0,0,4,0,0,4,0,0,0,7,3,5,3,3,9,8,3,0,0,0,0,4,40,4,12,7,8,13,25,13,3,4,0,0,8,102,51,26,40,63,91,188,121,91,30,16,14,40,772
LGA26080,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,3,3,17,14,5,3,0,8,28,21,46,25,41,26,17,229
LGA26170,0,4,31,6,6,3,13,23,59,32,17,8,6,3,12,192,3,7,0,9,9,15,8,4,0,0,0,0,62,4,6,13,12,10,19,12,11,3,4,0,10,106,14,23,15,30,41,114,59,41,18,10,10,28,400,158,101,84,154,234,667,645,552,235,164,123,204,3305
LGA26260,0,3,26,0,0,8,16,14,22,5,0,3,0,0,3,77,4,0,0,5,7,4,4,3,0,0,0,4,32,4,9,10,6,7,17,6,0,0,0,0,4,62,12,14,21,38,24,45,16,3,3,0,0,11,200,100,59,81,164,189,392,190,150,58,45,38,93,1556
LGA26350,30,4,76,17,3,5,0,4,16,31,46,29,37,84,17,285,23,0,0,4,5,14,14,20,16,21,66,19,214,14,3,0,5,8,22,19,26,9,25,23,19,168,62,9,6,9,13,57,66,97,60,92,201,64,738,479,71,65,78,118,398,487,1005,659,1157,2853,596,7975
LGA26430,0,0,14,0,0,3,8,6,12,7,5,0,0,0,0,48,0,0,0,0,10,5,3,5,5,0,0,0,23,4,0,3,5,4,8,3,4,3,0,0,5,40,4,4,8,11,18,26,17,9,4,0,0,8,127,30,30,43,60,95,223,199,135,63,42,46,56,1022
LGA26490,5,0,55,0,6,0,0,4,27,18,29,23,13,5,15,149,0,0,0,3,4,10,11,12,3,5,3,8,70,7,4,0,0,6,16,11,15,8,6,0,15,93,15,8,0,14,18,57,61,70,44,30,14,36,369,179,80,49,80,147,424,562,972,711,603,412,281,4497
LGA26610,0,0,27,3,5,5,17,16,33,13,7,5,0,0,0,110,3,3,6,6,3,6,0,0,0,0,0,0,29,9,9,4,13,10,16,10,3,0,0,0,5,70,13,13,11,44,34,68,27,13,0,0,0,8,237,101,54,76,176,217,456,303,223,63,50,34,117,1868
LGA26670,0,0,0,0,0,0,3,5,8,3,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,4,13,0,4,0,0,3,0,0,0,0,0,0,0,8,0,4,0,3,7,11,6,6,0,0,0,4,42,32,18,23,52,75,124,111,64,36,19,15,32,602
LGA26700,0,0,43,5,5,3,13,25,48,44,24,8,0,3,10,196,3,0,3,13,10,18,8,5,0,3,0,3,65,11,7,5,13,19,30,21,10,4,0,0,10,125,19,13,10,46,54,117,80,41,10,6,7,31,426,116,81,77,158,277,710,661,503,143,124,97,190,3139
LGA26730,0,4,44,4,0,7,9,24,64,50,22,5,3,0,11,204,4,3,0,3,3,22,10,4,0,3,0,6,64,8,4,6,9,14,37,18,17,0,0,0,13,124,22,12,13,31,50,137,90,48,6,9,3,25,445,143,59,64,138,242,831,873,659,191,139,89,192,3630
LGA26810,0,0,40,4,8,11,21,34,70,43,22,6,9,5,22,244,4,6,4,6,12,20,8,7,0,0,0,4,82,4,5,9,18,15,38,19,9,0,0,0,13,138,19,24,22,57,67,146,81,43,3,9,3,45,508,208,116,146,307,439,1112,931,641,203,140,130,272,4642
LGA26890,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,10,8,3,3,5,3,7,0,0,0,0,0,0,25,34,23,24,29,36,36,14,11,5,4,3,31,251
LGA26980,20,8,167,22,9,3,15,25,47,73,108,61,90,102,30,590,40,9,4,11,23,64,61,87,63,67,49,38,518,53,18,15,30,23,68,61,82,50,67,37,49,549,132,32,30,66,81,200,212,299,194,254,204,123,1823,1080,247,219,327,435,1284,1525,2825,2267,3283,2934,1063,17493
LGA27070,15,22,294,33,23,18,33,56,199,307,270,102,62,43,97,1260,24,16,10,30,36,127,138,139,36,27,11,45,636,81,33,36,79,107,233,250,232,72,48,32,120,1317,155,79,76,141,210,621,755,710,236,147,100,282,3508,1081,405,381,607,908,3213,5234,9036,3737,2259,1356,2040,30238
LGA27170,0,6,62,8,8,0,12,45,90,90,29,4,7,3,10,301,0,5,3,9,4,29,23,10,0,0,6,9,88,9,5,4,9,18,45,38,25,6,4,0,12,182,23,10,15,32,73,175,163,80,11,15,10,39,638,169,94,74,159,336,1002,1158,911,269,208,120,234,4720
LGA27260,15,24,377,51,12,16,30,70,224,333,388,131,81,43,107,1478,21,6,9,27,39,112,123,128,40,38,18,40,609,60,34,27,61,58,206,213,216,72,45,27,83,1110,146,60,55,128,191,601,765,813,271,181,101,253,3572,1231,364,336,670,965,3886,7342,13139,4947,2869,1646,2615,40009
LGA27350,10,5,43,9,4,0,7,8,15,25,36,24,35,43,9,215,6,5,0,0,4,11,10,21,5,12,13,9,107,16,5,4,6,11,11,16,14,10,12,15,8,128,32,8,3,21,29,48,50,79,48,68,79,34,495,273,62,42,87,125,437,476,966,723,1209,1642,338,6372
LGA27450,4,6,241,45,22,16,33,42,156,212,214,98,59,32,68,997,23,20,12,41,30,109,106,103,36,17,11,35,540,85,32,41,58,59,209,153,130,51,32,13,88,958,162,76,74,144,149,518,515,503,205,127,66,196,2740,960,379,340,568,806,2645,3501,5989,3598,2432,1243,1424,23889
LGA27630,0,0,9,3,3,5,10,5,0,0,0,0,0,0,0,28,3,0,0,0,3,0,0,0,0,0,0,0,5,0,8,9,7,0,7,0,0,0,0,0,0,28,9,10,13,25,10,6,0,0,0,0,0,0,68,55,48,56,93,62,76,19,14,3,9,8,9,457
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,5,0,0,4,0,11
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30300,0,0,4,0,0,0,0,6,0,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,10,4,3,0,0,0,0,3,28,38,11,13,17,31,59,47,36,18,6,7,22,298
LGA30370,0,0,8,0,4,0,3,3,12,6,9,0,0,0,9,39,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,5,0,4,13,3,0,0,0,0,3,28,4,6,5,0,7,23,14,8,5,4,4,5,84,74,35,53,67,93,231,193,153,65,51,60,91,1167
LGA30410,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,4,4,0,0,0,4,3,0,0,0,0,0,23,31,8,13,8,12,37,24,15,0,5,3,12,171
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,13
LGA30760,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,17,14,8,10,15,16,21,13,5,3,6,12,3,128
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14
LGA31000,106,63,1210,193,55,65,145,214,739,1055,1252,551,480,317,292,5365,128,53,57,96,126,403,498,598,253,225,162,160,2755,259,95,103,150,228,619,632,692,298,244,143,258,3732,629,217,230,427,614,1937,2401,2823,1228,1041,735,778,13064,5431,1621,1400,2361,3504,12172,17728,30511,19155,17959,14261,6795,132884
LGA31750,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,6,0,15
LGA31820,3,9,129,16,18,18,46,53,186,101,52,11,3,7,34,565,11,7,3,10,10,48,16,11,0,0,0,14,144,16,14,15,35,56,101,55,29,3,0,0,27,354,40,43,47,108,138,365,209,108,23,8,10,84,1188,395,262,240,541,882,2406,1890,1303,368,249,190,515,9233
LGA31900,0,0,10,0,5,5,7,3,14,9,5,0,4,0,9,58,0,0,0,0,5,10,3,0,0,0,0,0,22,5,0,9,0,7,10,9,5,0,0,0,5,50,10,3,11,16,13,33,17,5,3,4,0,9,132,64,47,68,116,134,374,226,192,63,51,19,80,1439
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10
LGA32080,10,9,247,34,18,21,43,73,242,289,202,39,35,17,53,1065,16,9,13,21,45,82,93,56,15,14,5,15,384,29,8,24,48,50,135,137,90,24,25,14,63,641,88,34,60,110,186,531,581,381,98,81,39,146,2339,609,246,277,582,888,3076,4086,4009,1369,975,571,943,17636
LGA32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,8,6,4,3,0,0,5,3,48
LGA32260,0,4,26,6,4,5,9,22,28,16,11,0,0,4,12,115,0,0,0,3,0,8,10,0,0,0,0,3,26,6,0,7,7,7,11,10,7,0,0,0,4,72,17,6,13,28,33,48,41,20,0,0,4,20,239,113,60,68,134,211,546,443,306,83,63,48,151,2228
LGA32270,0,0,11,4,3,9,7,15,30,21,10,0,0,0,3,105,3,0,0,0,0,0,3,3,0,0,0,0,17,3,3,0,0,0,3,8,7,0,0,4,4,40,8,7,3,8,17,39,32,30,5,6,9,14,174,115,60,55,117,152,439,409,434,177,140,80,140,2312
LGA32310,0,3,14,3,0,4,5,5,24,16,9,0,0,0,6,76,0,0,0,3,0,0,0,0,0,0,0,0,10,3,7,0,5,5,6,4,0,4,0,0,4,35,8,4,8,11,13,33,26,13,7,0,0,14,137,54,23,29,67,87,216,184,136,44,25,27,73,982
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,13,10,9,12,9,16,30,18,29,10,3,6,11,165
LGA32500,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,8,3,0,0,3,0,3,3,7,0,0,0,4,30,16,8,6,7,26,47,33,39,12,7,3,24,220
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32810,0,4,10,5,0,0,0,4,21,5,14,3,4,0,6,57,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,8,4,5,0,0,0,0,5,25,4,4,5,7,9,28,8,18,3,3,0,12,97,38,10,28,40,82,222,226,220,95,44,41,75,1123
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,6,4,0,0,0,0,0,0,0,27
LGA33200,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,6,8,4,8,10,7,14,4,4,7,0,10,6,81
LGA33220,0,0,111,21,19,29,40,70,193,136,68,15,9,7,31,640,0,4,4,10,26,55,31,20,0,0,0,11,174,31,32,25,35,52,107,76,43,16,3,0,39,471,64,63,55,94,169,398,267,141,39,18,14,90,1396,438,323,287,579,825,2365,2093,1614,421,277,180,569,9966
LGA33360,0,0,69,17,3,11,19,36,57,53,50,16,15,3,32,308,0,0,10,3,9,34,27,16,6,0,0,9,113,13,4,5,7,13,30,32,32,7,4,3,17,170,28,12,27,34,63,139,127,108,35,30,8,59,659,248,116,122,259,443,1229,1421,1645,639,486,221,391,7233
LGA33430,39,55,744,119,42,50,71,155,550,771,891,332,236,146,240,3596,52,29,19,48,76,250,277,286,124,96,72,88,1416,171,69,54,106,163,451,498,514,203,161,104,241,2747,363,150,137,250,416,1375,1696,1854,725,546,372,619,8501,2426,907,750,1366,2052,6980,10784,18178,9352,7587,5052,4501,69932
LGA33610,0,0,4,0,0,0,3,8,4,6,8,0,0,4,0,31,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,5,4,4,3,3,0,6,0,4,30,3,3,5,8,11,12,14,6,3,6,5,9,77,70,24,19,51,72,153,159,116,35,28,34,59,836
LGA33620,0,5,78,10,11,5,18,30,87,67,46,11,15,5,28,320,0,3,4,12,11,23,17,12,0,0,0,3,95,19,18,9,29,32,50,51,16,10,0,4,16,264,34,31,17,60,86,195,147,86,24,18,5,56,751,253,150,129,282,446,1281,1242,896,246,188,122,346,5584
LGA33800,0,0,8,0,0,0,4,5,3,8,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,3,4,7,5,0,0,0,4,24,0,7,4,5,10,13,10,9,0,0,0,3,67,50,21,28,67,94,191,129,99,26,23,14,52,797
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,9
LGA33960,0,23,315,27,24,22,49,100,394,383,260,60,55,14,77,1460,20,10,9,28,31,109,107,76,25,13,3,21,451,49,24,28,48,90,256,239,160,39,26,11,60,1024,100,60,60,137,246,832,809,550,143,106,27,183,3254,688,314,335,688,1186,5060,6424,6053,1981,1295,624,1247,25904
LGA33980,0,0,5,0,5,5,9,8,6,7,0,0,5,0,0,44,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,3,3,6,0,5,0,0,0,0,21,0,6,3,17,16,14,12,7,3,5,0,0,89,80,36,32,81,88,171,156,139,43,30,27,61,941
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,3,9,63,9,3,4,5,7,42,42,45,10,7,9,16,199,5,4,0,4,4,14,19,11,0,0,0,3,63,6,0,3,4,13,25,22,14,9,9,9,14,138,20,8,6,17,26,98,99,86,28,17,24,37,465,166,76,60,123,166,672,907,1156,488,306,198,285,4601
LGA34570,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3
LGA34580,0,0,60,16,3,8,23,19,78,66,34,9,3,0,17,270,0,3,4,9,13,18,8,14,3,0,0,5,77,15,9,10,20,27,52,38,17,3,3,3,18,217,30,17,23,50,56,169,128,74,15,11,3,47,619,178,97,100,195,327,1078,1204,1040,279,164,91,291,5042
