LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA36720,1851,0,5,4,12,12,89,173,93,39,54,61,73,614,3,0,5,3,0,21,109,81,73,89,74,80,528,73,18,33,108,116,428,751,265,168,121,106,188,2371,0,0,0,0,5,8,29,11,15,8,11,2283,2370,100,39,73,229,328,1791,6697,5714,4952,6593,6425,4064,37004,7,0,8,53,108,780,1521,741,309,253,186,360,4333,4,11,93,390,465,1171,981,302,77,80,41,262,3886,9,5,27,117,122,204,197,64,23,26,14,96,912,21,9,66,134,77,102,61,12,10,0,0,30,524,144,50,212,812,496,1317,968,247,100,57,46,363,4814,0,0,3,8,4,8,7,3,6,4,0,101,139,188,74,409,1513,1278,3586,3731,1370,526,417,289,1216,14604,969,446,921,3657,6377,12866,19806,12398,8845,10534,9795,7737,94361
LGA36820,110,0,0,0,0,0,7,7,12,0,6,3,7,46,0,0,0,0,0,3,4,4,7,5,4,3,33,3,3,4,3,22,36,64,24,10,11,8,29,205,0,0,0,4,0,0,0,0,0,0,0,187,196,8,8,8,22,37,177,451,306,243,317,234,364,2177,0,0,0,6,9,59,96,44,11,13,9,36,285,0,5,6,47,32,78,58,13,3,3,4,19,272,0,0,8,5,6,9,7,3,0,0,0,5,43,3,0,5,17,6,8,7,0,0,0,0,5,46,13,0,32,89,52,137,61,10,4,5,3,52,471,0,0,4,0,0,0,6,0,0,0,0,13,18,19,6,52,170,104,291,228,71,30,22,20,130,1136,88,66,103,411,674,1057,1383,773,453,551,400,849,6800
LGA36910,794,0,0,5,7,3,21,75,34,11,5,13,24,205,0,3,0,0,0,5,19,24,19,30,11,30,143,34,3,23,104,118,298,341,134,67,57,29,87,1299,4,0,0,5,7,6,11,6,7,0,4,1177,1216,66,15,48,201,274,1080,3455,2859,2371,2950,2516,2014,17849,4,4,4,40,69,509,811,397,143,109,78,171,2333,3,9,29,216,261,556,404,94,46,24,13,109,1763,4,0,3,31,35,50,58,22,6,10,9,36,264,13,0,55,115,46,67,41,8,3,7,3,21,379,69,23,145,560,305,733,521,157,56,27,26,190,2807,4,0,0,0,0,10,0,5,6,5,0,65,87,97,39,237,962,715,1918,1835,681,258,178,132,592,7640,505,220,460,1956,3436,6205,9522,6025,4228,4805,3840,3949,45142
LGA36950,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,5,5,5,8,4,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,30,32,0,0,0,6,11,19,53,33,31,67,38,73,332,0,0,0,3,0,15,31,7,0,5,5,19,83,0,0,0,5,0,7,0,0,0,0,0,3,20,0,0,0,0,0,0,3,3,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,15,9,16,4,0,0,0,8,86,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,14,29,17,31,54,16,0,3,5,38,205,6,4,14,42,35,62,136,73,54,105,59,134,727
LGA36960,37,0,0,0,3,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,7,29,31,44,24,6,0,0,0,17,147,0,0,0,0,0,0,3,0,0,0,0,10,15,0,0,7,44,49,100,94,35,15,14,8,52,411,0,0,0,4,10,19,19,4,0,0,0,4,74,0,0,7,11,0,15,10,0,0,0,0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,5,6,4,0,0,0,0,4,15,4,0,53,75,23,35,15,0,0,0,0,18,225,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,64,91,41,69,47,3,4,4,0,34,371,3,0,72,160,114,206,175,53,19,17,15,93,933
LGA37010,787,0,0,0,4,0,33,74,39,28,20,22,21,240,3,0,0,0,0,0,25,35,40,37,37,34,210,35,3,19,58,105,237,347,129,88,61,34,105,1221,0,0,0,0,0,6,9,3,0,8,4,1762,1795,50,12,35,109,182,828,3061,2880,2759,3853,3392,2611,19767,3,0,10,40,104,642,1182,514,212,176,127,245,3267,5,10,68,246,293,620,484,134,46,38,19,125,2095,3,5,8,42,23,84,79,36,19,5,8,40,347,21,6,64,145,69,58,61,14,3,3,3,35,480,95,35,163,562,342,747,556,161,69,39,28,193,2990,4,0,4,3,7,5,5,0,0,3,4,78,112,124,51,313,1045,839,2156,2367,855,347,269,192,725,9291,464,192,535,1821,2680,5522,9461,6554,5187,6408,5031,5043,48893
LGA37300,6,0,0,0,0,0,0,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,3,25,57,59,127,164,89,525,0,0,0,0,3,7,20,6,4,9,5,8,66,0,0,0,0,0,8,3,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,15,31,9,4,9,7,15,101,3,0,0,12,11,28,84,108,108,222,255,154,969
LGA37310,129,0,0,0,0,0,11,13,9,0,5,4,7,42,0,0,0,0,0,0,3,8,4,0,8,15,41,0,0,5,19,29,78,67,19,5,7,0,25,252,0,0,0,0,0,7,3,4,0,4,0,261,272,16,0,6,22,74,276,727,512,369,437,384,535,3353,3,0,4,7,13,87,117,47,27,6,12,37,363,0,4,10,53,51,89,52,17,6,0,3,20,296,0,0,0,14,10,6,12,3,0,0,0,7,56,3,0,10,21,13,14,7,6,0,0,0,4,71,10,4,30,139,79,178,88,17,8,0,3,40,608,0,0,0,0,0,0,0,0,0,0,0,18,25,15,3,55,234,165,378,275,91,35,13,21,130,1416,120,30,105,451,658,1173,1703,1065,678,729,622,980,8308
LGA37340,133,0,0,0,0,0,8,15,5,0,3,8,4,44,0,0,0,0,0,0,6,3,5,0,3,8,42,7,0,9,9,21,40,42,12,7,3,5,22,183,0,0,0,0,0,0,3,0,0,0,0,356,372,13,0,5,32,43,180,565,483,417,554,432,554,3274,0,0,4,8,16,115,133,64,12,21,27,26,422,0,0,8,45,60,102,66,12,4,4,4,23,328,0,0,0,9,4,9,5,3,0,5,4,7,46,0,0,4,18,13,24,3,0,0,0,0,5,68,19,3,29,96,51,102,63,12,9,0,0,36,417,0,0,0,0,0,0,0,0,0,0,0,8,9,20,5,48,175,142,346,276,90,24,30,32,97,1296,122,49,102,393,627,1085,1719,1107,771,918,699,1071,8660
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,10,11,18,15,11,11,23,95,0,0,0,0,0,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,0,0,0,0,5,29,3,0,4,6,13,26,41,34,29,23,11,58,255
LGA37550,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,5,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,10,3,0,0,4,12,49,0,0,0,0,0,4,11,0,0,0,0,4,22,0,0,0,4,5,5,6,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,22,24,11,17,0,0,0,0,0,6,86,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,30,35,19,25,13,0,0,0,0,19,145,4,0,33,50,25,36,27,6,0,5,6,29,219
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,0,0,0,0,0,7,27,0,0,10,15,8,16,10,0,0,0,0,12,63
LGA37600,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,13,28,25,11,8,0,0,10,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,20,21,48,66,16,11,6,0,23,223,0,0,0,0,6,13,13,0,0,0,0,6,34,0,0,0,7,8,4,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,4,29,0,3,27,40,18,29,25,9,0,0,0,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,53,34,44,46,10,3,6,0,23,255,6,15,41,86,70,106,116,27,13,13,3,43,548
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,65,0,0,0,0,0,0,4,4,0,0,3,3,9,0,0,0,0,0,0,0,0,0,3,0,0,7,7,0,3,6,3,19,17,0,4,0,4,0,72,0,0,0,0,0,0,0,0,0,0,0,36,41,9,0,3,15,11,71,128,120,98,150,300,64,975,0,0,3,0,4,24,64,42,14,8,23,9,202,0,4,7,14,8,23,21,11,9,5,3,5,106,0,0,0,0,0,0,0,0,0,0,3,0,11,7,0,3,7,3,0,5,0,0,0,0,6,24,36,8,16,27,11,30,27,3,10,6,8,9,194,0,0,0,0,0,0,0,0,0,0,0,3,3,43,13,25,55,28,79,125,68,28,22,34,28,548,136,43,78,159,128,508,823,607,414,601,902,241,4629
LGA40120,237,0,0,0,0,0,0,11,7,5,5,9,4,39,0,0,0,0,0,0,3,0,7,11,3,3,35,6,3,9,7,16,40,76,39,36,27,13,20,281,0,0,0,0,0,0,0,0,0,0,0,241,248,5,3,13,27,41,161,617,611,677,1136,1627,571,5494,0,0,0,7,7,48,136,93,34,30,33,65,461,0,8,13,38,29,90,93,30,8,13,7,28,352,0,0,0,4,5,9,11,9,0,0,0,6,46,3,0,8,11,3,3,5,0,0,0,0,0,39,10,4,16,43,27,95,65,18,10,7,3,27,314,0,0,0,0,0,0,0,0,0,0,0,8,7,14,14,33,95,68,241,314,145,55,48,39,135,1214,71,47,86,317,484,1222,2006,1310,1167,1737,2250,941,11638
LGA40150,65,0,0,0,0,0,0,5,3,0,3,0,4,16,0,0,0,0,0,0,3,4,3,3,0,3,16,0,0,0,0,0,25,24,10,4,5,0,6,85,0,0,0,0,4,0,3,0,6,0,0,95,104,0,0,0,15,13,74,268,234,163,188,126,177,1254,0,0,0,0,0,17,32,10,12,10,5,4,92,0,0,3,13,5,19,12,3,5,6,0,12,76,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,29,23,34,32,0,0,4,0,17,156,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,12,50,34,65,91,15,18,15,8,40,351,33,3,30,107,163,283,596,405,275,282,181,295,2656
LGA40220,150,0,0,0,0,0,4,15,3,0,0,8,7,37,0,0,0,0,0,0,0,0,5,3,3,4,18,0,0,5,5,12,60,61,29,5,7,11,20,216,0,0,0,0,0,0,0,0,5,0,0,167,178,3,6,6,21,45,206,635,410,312,318,306,350,2608,0,0,0,4,8,68,88,39,12,16,15,26,277,0,0,5,36,49,84,53,15,7,7,3,35,293,0,0,0,3,7,11,3,4,0,0,0,6,35,3,0,3,4,6,0,6,0,0,0,0,6,27,12,5,24,64,33,116,66,5,9,8,0,28,374,0,0,0,0,0,0,3,0,0,0,0,5,14,16,5,43,113,98,281,224,68,25,29,20,105,1015,91,41,98,392,850,1634,1883,855,562,559,492,749,8196
LGA40250,23,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,27,22,12,0,0,0,0,20,136,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,10,54,39,31,37,3,6,0,0,48,236,0,0,5,0,0,0,5,0,6,0,0,0,15,0,0,10,3,6,6,4,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,12,5,0,0,0,0,0,0,0,0,18,0,0,17,15,12,18,5,0,0,0,0,16,81,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,37,28,18,28,11,0,6,0,0,35,162,8,0,49,110,80,78,54,10,21,20,0,106,544
LGA40310,118,0,0,0,0,3,15,16,3,5,3,0,0,44,0,0,0,0,0,4,4,10,4,8,3,3,25,3,0,3,0,7,39,51,17,7,3,0,13,144,0,0,0,0,0,0,4,0,0,0,0,127,135,9,5,7,13,31,145,503,482,427,570,410,313,2903,0,0,0,0,14,61,94,56,26,20,6,33,315,0,0,3,34,37,65,65,13,0,4,0,24,249,0,0,0,3,4,3,7,6,0,4,0,10,33,3,0,4,14,4,11,7,0,0,0,0,7,43,3,0,11,61,22,61,43,11,5,6,0,26,251,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,111,82,209,208,79,35,26,13,100,895,52,31,68,280,521,1010,1479,964,703,853,599,572,7127
LGA40430,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,7,13,8,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,7,4,21,38,25,27,37,28,30,214,0,0,0,0,0,0,7,3,0,0,0,0,16,0,0,0,4,0,7,5,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10,8,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,21,19,10,0,0,0,8,74,9,3,9,36,100,140,126,62,50,57,45,72,707
LGA40520,37,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,4,0,3,0,0,0,16,7,0,0,7,17,26,23,4,0,3,3,0,92,0,0,0,0,0,0,0,0,0,0,0,43,42,7,0,0,8,20,87,244,152,113,122,75,93,928,0,0,0,6,8,22,38,22,10,10,4,14,126,0,0,0,27,18,40,24,8,4,3,0,5,138,0,0,0,3,6,3,4,0,0,6,0,3,21,0,0,7,10,4,0,4,0,0,0,0,4,27,0,0,7,48,34,73,37,7,3,0,0,17,238,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,21,92,71,137,107,42,12,14,7,53,560,23,12,36,178,291,477,644,354,208,221,128,239,2818
LGA40700,302,0,0,0,3,0,4,4,7,3,3,10,5,47,0,0,0,0,0,0,6,5,0,3,8,0,33,11,6,17,14,12,36,83,38,25,32,39,32,351,0,0,0,0,0,0,0,3,0,0,4,238,244,19,5,24,52,44,208,594,552,567,953,2572,529,6114,0,0,0,5,5,49,150,93,29,43,79,44,503,0,0,13,30,40,83,85,32,23,16,19,31,369,0,0,0,3,3,13,15,7,0,0,0,3,46,6,0,7,12,3,5,4,4,5,0,0,4,55,51,14,30,49,29,96,82,31,26,11,15,31,465,3,0,0,0,0,0,0,0,0,0,0,8,5,63,18,54,98,79,251,339,159,83,71,117,121,1453,191,59,116,297,374,1121,1936,1294,1108,1554,3656,861,12574
LGA40910,372,0,0,0,0,0,11,19,7,4,0,6,9,50,0,0,0,0,0,0,0,4,7,15,13,4,41,20,3,7,21,39,124,146,73,37,30,25,30,558,0,0,0,0,0,5,4,0,4,0,4,190,203,22,6,16,52,84,441,1155,1038,924,1416,1353,421,6934,4,0,7,4,13,108,247,134,69,63,32,63,748,0,4,16,57,49,152,150,57,28,22,9,37,578,0,0,0,7,3,18,9,11,4,0,3,3,63,6,3,10,22,21,11,15,0,0,0,0,7,96,41,10,49,129,60,237,171,52,24,17,14,45,840,0,0,0,0,0,0,0,0,0,0,0,16,23,49,13,82,216,154,526,591,255,122,103,60,167,2349,217,69,164,546,924,1931,2907,1969,1542,2042,1761,858,14941
LGA41010,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,3,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,22,23,3,0,0,9,4,19,67,36,45,71,44,63,345,0,0,0,0,3,10,21,5,0,4,0,9,54,0,0,3,3,8,7,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,13,4,0,3,17,11,7,12,0,0,0,0,3,59,0,0,0,3,0,0,0,0,0,0,0,6,3,4,0,12,24,14,28,37,3,7,4,0,23,152,18,10,18,45,58,114,181,87,79,109,66,122,911
LGA41060,748,0,0,0,3,0,14,34,18,17,15,15,16,146,0,0,0,0,0,0,13,18,10,25,21,20,99,28,12,21,70,70,226,333,145,82,77,43,89,1199,0,0,0,0,3,8,21,3,0,8,0,464,501,37,13,37,139,168,739,2263,1905,1808,2679,2703,1018,13525,0,0,3,23,36,223,558,346,153,119,96,168,1722,0,0,33,128,144,315,302,107,43,35,21,79,1209,0,3,0,16,10,26,22,17,5,12,0,25,157,8,5,26,55,25,36,27,7,6,5,0,8,208,51,23,106,367,231,594,437,133,76,31,36,127,2225,0,0,4,8,0,5,5,3,0,0,0,37,56,63,33,173,594,447,1203,1358,615,276,203,157,446,5578,300,133,327,1276,2031,4056,6216,4182,3342,4348,3985,2116,32323
LGA41140,37,0,0,0,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,3,12,0,0,0,5,3,16,14,0,4,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,49,52,0,0,0,10,18,58,198,125,90,128,101,139,876,0,0,6,3,0,17,28,5,8,7,4,14,76,0,0,3,15,19,32,19,4,0,0,0,10,102,0,0,0,0,3,3,0,0,0,0,0,3,13,0,0,0,4,0,3,0,0,0,0,0,3,13,4,5,3,30,9,34,6,7,6,0,3,8,103,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,54,30,89,62,12,12,7,4,42,319,18,11,20,127,197,393,598,307,192,226,180,251,2525
LGA41190,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,8,12,22,37,19,20,25,8,32,186,0,0,0,0,0,5,7,0,0,0,0,0,18,0,0,0,0,5,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,8,0,0,0,0,9,44,9,5,8,28,52,73,99,43,29,36,16,52,451
LGA41330,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,11,5,0,0,4,7,4,29,10,7,6,7,15,86,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,8,6,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,11,8,10,7,0,0,0,0,12,49,5,0,9,16,33,32,58,35,14,13,11,47,277
LGA41560,72,0,0,0,0,3,0,4,4,0,0,0,0,19,0,0,0,0,0,0,8,7,0,0,0,4,22,0,0,0,7,15,63,35,7,7,0,0,14,156,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,3,16,27,117,276,188,116,121,89,173,1128,0,0,0,0,11,34,32,19,4,0,5,14,116,0,0,6,28,22,57,31,11,3,4,0,12,166,0,0,0,4,3,11,4,0,0,0,0,3,28,0,0,3,12,7,9,7,0,0,0,0,0,41,8,0,17,66,32,82,36,8,3,0,0,38,294,0,0,0,3,0,0,0,0,0,0,0,9,14,9,0,26,116,74,183,111,34,13,7,7,75,656,47,33,55,261,569,804,880,411,255,233,174,432,4164
