LGA_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
LGA34580,29,5,13,3,3,164,0,0,0,0,11,38,220,132,76,64,31,9,584,0,0,0,5,5,15,49,40,24,26,14,9,181,3,0,6,6,19,117,180,82,22,23,15,9,477,0,3,15,31,37,83,74,20,4,4,4,0,281,0,0,4,6,6,22,25,10,0,4,3,7,87,0,0,0,0,0,4,11,0,3,5,3,7,37,73,39,35,153,571,395,228,38,9,5,7,54,1626,4,0,0,3,9,8,0,0,5,0,0,238,269,90,50,62,221,674,732,994,588,316,297,164,345,4524,0,0,0,0,5,12,84,185,177,276,207,60,1007,0,0,0,4,3,13,48,32,26,19,9,9,166,0,0,0,0,3,37,242,244,165,199,104,55,1055,0,0,0,3,3,9,83,80,57,62,36,14,349,0,0,0,8,6,85,259,147,56,57,26,27,672,0,0,0,14,15,61,89,18,12,13,6,15
LGA34590,177,87,72,46,9,1184,0,6,0,13,34,155,1315,1048,727,539,223,24,4080,0,0,0,11,12,91,420,293,202,168,84,39,1320,4,0,15,48,105,695,1293,525,179,179,129,57,3224,14,13,56,165,243,625,465,126,38,30,21,20,1817,11,4,11,38,41,159,147,42,31,12,9,20,518,0,0,0,0,5,25,59,57,42,29,9,36,269,553,154,228,956,3041,2577,1381,187,93,67,56,223,9515,15,0,0,7,31,32,23,12,7,3,4,1159,1297,604,181,313,1278,3565,4641,6434,4216,2856,2537,1332,1643,29599,7,3,3,3,10,52,641,1628,1723,2669,2380,428,9558,0,0,0,12,17,171,557,312,226,232,129,60,1722,6,0,0,6,16,185,2072,2071,1766,2023,1193,317,9655,4,0,0,3,17,105,643,598,475,554,301,139,2830,9,0,13,55,129,1070,2737,1275,616,597,447,267,7211,5,6,29,116,177,581,873,277,156,150,76,112
LGA34710,0,0,3,0,0,18,0,0,0,0,0,6,21,11,15,9,8,0,64,0,0,0,0,0,0,6,0,4,0,0,0,4,0,0,0,0,5,8,11,5,0,3,4,0,29,0,0,0,0,0,9,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,22,12,8,3,0,0,0,10,65,0,0,0,0,0,0,0,0,0,0,0,38,37,9,4,0,18,34,37,65,51,52,46,19,48,394,0,0,0,0,0,8,6,18,23,28,27,18,128,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,11,22,22,17,11,3,83,0,0,0,0,0,0,3,0,4,0,5,0,12,0,0,0,0,0,6,15,6,0,4,0,5,33,0,0,0,0,0,0,0,0,0,0,0,3
LGA34770,74,20,41,32,3,385,0,3,0,9,7,68,443,372,323,354,225,28,1837,3,0,3,0,5,20,53,52,58,82,71,20,368,6,0,7,13,29,221,442,276,89,121,124,15,1360,8,9,25,73,110,207,200,47,36,25,21,12,775,8,0,0,8,9,37,45,35,8,25,14,13,194,5,0,0,0,0,11,13,19,21,18,30,24,145,221,91,87,391,955,903,587,123,56,55,55,141,3665,5,0,4,7,20,20,16,5,6,7,4,1200,1276,258,109,126,516,1164,1592,2249,1597,1197,1618,1268,1480,13166,4,0,0,0,0,16,154,323,466,950,1154,239,3314,0,0,0,3,3,24,87,55,48,51,43,16,327,0,0,0,5,10,58,550,664,809,1040,855,226,4208,0,0,0,0,0,10,67,118,122,214,166,47,752,3,0,3,4,16,122,517,430,161,268,253,93,1866,0,0,0,9,24,69,102,50,37,35,24,28
LGA34800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,5,18,4,11,9,7,6,63,0,0,0,0,0,4,3,9,3,8,4,6,42,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,6,5,3,4,0,58,0,0,4,0,3,15,57,39,31,31,8,3,202,0,0,0,0,0,0,7,9,3,7,7,6,39,0,0,5,5,7,12,36,15,3,4,0,0,100,0,0,0,7,7,12,9,4,0,3,5,3,55,0,0,0,3,0,4,4,0,0,0,0,0,18,5,0,0,0,0,3,3,0,0,4,0,3,22,12,0,13,23,75,59,33,4,9,3,5,21,263,0,0,0,0,0,0,3,3,0,0,0,129,137,41,4,20,43,109,143,251,175,136,140,78,173,1328,4,0,0,0,4,17,41,53,60,97,97,62,442,0,0,0,0,0,0,9,7,7,6,3,3,40,0,0,0,3,0,4,73,68,55,75,42,21,354,0,0,0,0,0,5,15,13,20,29,7,3,81,4,0,0,0,0,29,56,24,11,21,9,5,172,0,0,0,4,4,8,8,6,4,0,0,3
LGA34880,15,9,8,3,0,138,0,0,0,7,6,15,112,66,43,42,20,5,306,0,0,0,0,3,6,26,11,9,17,3,0,72,0,0,0,6,3,49,81,31,16,9,13,4,218,0,0,8,24,11,58,49,12,4,0,0,3,182,0,0,0,4,5,8,14,5,0,3,6,0,42,0,0,0,0,0,8,5,9,4,5,3,0,36,31,29,21,99,279,211,130,27,13,13,9,42,914,0,0,0,3,3,6,3,0,0,0,0,188,216,43,39,31,153,330,428,551,289,174,185,111,256,2587,4,0,0,0,0,15,48,63,81,128,91,40,467,0,0,0,0,0,13,26,13,4,8,3,3,86,0,0,0,4,0,19,132,110,80,96,47,25,517,0,0,0,0,0,6,22,20,16,16,16,15,104,0,0,0,4,0,50,97,38,24,25,16,19,268,0,0,0,8,4,21,33,13,4,0,4,11
LGA35010,351,182,156,89,14,1948,4,0,0,13,32,202,1836,1540,1006,964,549,42,6191,3,0,6,8,21,127,608,511,331,339,179,57,2185,13,3,8,65,112,866,1771,900,341,356,392,59,4888,5,18,71,271,328,960,861,236,122,89,83,38,3081,7,6,9,54,82,229,250,101,33,37,25,43,882,0,3,0,14,6,47,122,91,69,65,32,39,484,773,350,411,1770,5469,5901,3672,649,268,235,185,399,20091,14,8,3,13,57,74,34,8,9,10,8,2055,2299,837,401,524,2247,6189,8861,10829,6549,4323,4600,3155,2820,51337,10,0,0,6,9,54,665,1736,2160,3987,4499,627,13758,3,0,0,14,18,140,682,472,343,361,257,91,2388,10,0,8,13,31,196,2455,2774,2863,3662,2704,529,15234,6,0,0,8,15,105,797,873,847,1018,740,229,4638,6,0,0,22,67,824,2980,1816,682,1008,1010,292,8729,4,4,16,84,130,466,858,353,207,197,137,135
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,6,5,4,0,0,4,6,9,46,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,4
LGA35300,5,3,7,0,3,26,0,0,0,0,0,4,40,34,34,51,22,6,187,0,0,0,0,0,0,9,5,10,25,10,0,63,0,0,0,3,0,16,55,58,11,26,24,0,191,6,0,0,5,4,11,12,0,0,0,0,3,44,0,0,0,0,0,0,4,6,4,5,7,5,22,0,0,0,0,0,0,3,0,3,11,6,10,25,16,8,6,33,58,45,33,5,7,0,4,11,211,0,0,0,0,0,3,0,0,0,0,0,108,113,23,4,6,42,68,89,185,203,178,330,276,145,1541,0,0,0,0,0,0,14,44,69,220,306,28,695,0,0,0,0,0,0,4,0,8,9,5,0,26,0,0,0,0,0,4,32,54,114,157,81,12,470,0,0,0,0,0,0,8,15,13,39,35,4,118,0,0,0,0,0,16,84,89,27,52,37,12,324,0,0,0,0,0,8,8,5,9,3,0,9
LGA35600,0,0,0,0,0,18,0,0,0,0,3,3,21,17,11,9,3,0,66,0,0,0,0,0,4,0,3,7,5,0,0,22,0,0,0,4,0,9,15,4,3,3,0,0,33,0,0,0,0,9,7,5,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,5,9,8,0,0,19,27,25,17,0,0,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0,44,51,14,0,9,25,34,62,100,42,43,37,23,57,456,5,0,0,0,0,4,24,17,10,21,20,23,123,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,21,18,12,17,4,5,86,0,0,0,0,0,0,0,9,4,3,3,0,24,0,0,0,0,0,3,9,0,0,0,0,7,30,0,0,0,0,0,3,9,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,5,14,0,0,0,0,0,0,6,3,0,0,0,4
LGA35740,67,45,42,78,3,517,6,0,0,3,3,36,218,177,118,127,115,3,815,0,0,0,7,4,24,104,63,31,33,25,4,291,0,0,5,3,6,76,145,81,35,46,107,10,512,0,11,20,56,49,198,201,64,31,36,61,4,739,0,3,0,8,14,38,54,20,7,11,15,4,174,0,0,0,8,3,8,33,15,7,6,10,10,103,159,86,67,304,729,974,858,247,155,135,175,74,3961,0,0,0,3,4,6,14,0,0,3,0,341,373,171,106,96,401,845,1450,1907,918,560,604,756,465,8272,0,0,0,0,3,9,65,128,111,236,358,56,978,0,0,0,0,5,41,135,91,57,62,72,30,492,0,0,0,6,6,31,277,270,221,324,326,75,1531,0,0,4,0,0,18,97,70,66,74,69,26,431,0,0,0,4,8,53,195,120,59,63,130,41,671,0,0,7,12,8,56,91,39,23,21,36,31
LGA35760,6,6,0,0,6,58,6,0,0,3,5,20,69,28,24,13,3,4,179,0,0,0,0,0,5,14,9,5,0,0,3,42,0,0,0,8,6,27,24,13,6,4,0,5,99,0,3,0,13,8,29,16,3,0,0,0,3,85,5,0,0,0,0,4,11,0,0,0,0,0,23,0,0,0,0,0,3,0,3,0,0,0,6,20,15,16,13,51,200,87,42,3,0,0,0,21,449,0,0,0,0,4,3,5,0,0,0,0,92,107,30,26,19,90,231,236,272,121,72,55,36,158,1344,7,0,3,0,0,10,39,33,38,34,30,32,227,0,0,0,0,3,5,7,3,7,3,0,0,30,0,0,3,0,3,18,55,48,33,40,7,13,221,0,0,0,0,0,3,4,10,3,5,3,7,31,0,0,0,0,3,17,31,18,0,4,8,6,94,0,0,0,0,6,6,12,3,0,0,0,6
LGA35780,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,5,4,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,13,5,15,14,12,9,9,9,14,103,0,0,0,0,0,0,10,11,5,16,5,10,58,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,7,3,6,3,0,3,30,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,3,12,17,4,0,0,0,9,42,0,0,0,0,5,5,7,0,0,0,0,3
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,7,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,15,14,8,9,3,4,0,5,5,76,0,0,0,0,0,0,4,0,3,3,0,4,13,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,0,0
LGA35800,0,0,0,0,0,9,0,0,0,0,0,0,0,3,7,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,15,0,0,4,0,3,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,22,10,5,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,13,12,3,3,5,12,31,31,36,23,13,14,0,18,188,0,0,0,0,0,0,5,8,6,3,7,8,48,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,8,4,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,5,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,5,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,4,6,13,20,18,4,6,9,16,82,0,0,0,0,0,3,0,4,0,12,5,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,119,64,60,46,3,694,0,0,0,8,10,73,573,482,400,378,244,15,2181,0,0,0,4,3,37,168,144,130,114,64,20,709,0,5,3,17,36,239,543,317,112,121,168,13,1571,4,4,38,95,140,374,324,104,45,43,35,16,1223,7,0,9,19,18,72,102,49,7,22,13,5,327,0,0,5,0,3,18,41,27,18,23,10,12,161,297,123,137,666,2038,2184,1436,312,146,108,131,165,7751,3,0,0,7,20,19,15,4,6,0,0,617,695,330,145,200,841,2300,3158,3736,2279,1607,1857,1374,896,18714,3,0,0,3,0,14,215,537,782,1601,1996,258,5415,0,0,0,9,13,34,188,141,110,153,107,39,800,0,0,0,5,10,54,717,977,1048,1445,1301,212,5759,0,0,0,0,3,35,275,278,296,387,284,63,1619,0,0,0,7,26,183,677,496,254,317,462,95,2523,0,0,8,26,31,135,212,112,52,68,58,40
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,3,3,7,23,12,5,7,9,18,84,0,0,0,0,0,0,4,3,4,4,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,3,0,17,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,5,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,35,21,18,9,6,266,0,0,0,3,7,49,344,244,162,163,90,6,1073,0,0,0,0,0,7,55,43,40,44,24,10,227,3,0,0,16,27,172,267,146,37,46,49,17,782,0,3,7,54,76,129,120,35,13,12,13,6,471,0,0,4,8,4,14,34,22,0,4,13,10,111,0,0,0,4,0,0,12,15,13,18,11,12,84,120,51,56,255,817,667,423,78,20,25,22,84,2615,0,0,0,3,14,14,9,0,0,4,0,589,647,133,64,69,348,957,1139,1598,995,620,743,548,740,7951,0,0,0,0,0,14,150,322,364,600,595,134,2183,0,0,0,0,9,25,54,42,28,45,19,8,237,0,0,3,3,6,41,377,459,427,535,340,94,2289,0,0,5,0,0,13,64,97,84,136,86,40,520,0,6,0,3,10,117,380,221,84,111,84,45,1068,0,0,0,20,25,75,111,38,22,17,14,16
LGA36510,33,8,13,14,7,272,5,0,0,9,11,46,186,151,87,86,49,9,640,0,0,0,3,7,21,50,42,29,19,13,12,201,4,0,9,8,17,109,179,84,26,18,41,10,509,0,3,8,37,61,110,105,29,6,9,7,3,381,0,0,9,4,13,35,41,10,4,9,3,9,132,0,0,0,3,7,10,14,12,10,14,9,7,83,90,40,52,210,620,589,346,65,31,24,40,80,2171,0,0,0,3,10,8,6,0,3,4,0,229,268,106,58,68,301,771,1019,1166,639,348,386,300,386,5546,0,0,0,6,7,17,78,157,160,251,246,88,1008,0,0,0,0,3,21,59,35,28,30,23,10,206,0,0,0,4,3,18,237,251,236,227,164,56,1206,0,0,0,5,3,16,78,62,73,65,50,29,373,0,0,0,7,6,71,258,120,61,64,57,46,692,0,3,0,9,13,40,71,33,13,20,12,11
LGA36580,24,14,9,5,3,129,0,0,0,0,4,28,113,78,35,36,16,0,317,3,0,0,0,3,0,33,26,21,14,10,3,126,4,0,5,4,12,54,131,45,13,25,11,3,300,0,3,6,22,25,69,61,14,3,3,0,5,217,0,0,4,6,9,24,20,10,0,0,0,0,81,0,0,0,0,0,6,9,11,0,0,0,7,33,52,26,27,131,435,354,184,19,19,4,3,34,1288,4,0,0,0,10,3,6,0,0,3,0,152,183,73,32,44,181,506,597,669,344,216,173,109,211,3155,3,0,0,3,0,16,61,100,98,155,110,45,586,0,0,0,0,0,6,29,22,13,14,11,17,110,0,0,0,5,0,18,155,131,105,98,51,35,601,0,0,0,5,0,8,50,39,32,31,16,19,197,4,0,0,3,7,46,129,81,31,34,17,26,385,0,0,0,5,5,32,39,15,12,3,0,12
