LGA_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,33,13,7,8,62,60,12,5,8,82,115,63,16,19,221,86,53,15,8,158,73,34,9,0,115,29,8,7,0,50,28,23,3,7,64,27,12,10,0,43,42,27,16,15,97,16,5,5,5,28,615,330,119,91,1155
LGA70420,11,8,13,4,33,15,11,5,5,32,22,17,8,3,52,13,10,0,5,21,9,6,5,4,19,3,0,0,0,4,0,0,0,0,4,4,0,0,3,6,14,4,5,18,41,4,3,0,4,13,190,99,57,38,388
LGA70540,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,0,0,20
LGA70620,7,4,6,0,11,8,5,0,4,16,5,0,3,3,17,0,0,3,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,6,6,3,0,0,10,100,60,44,23,224
LGA70700,4,3,0,0,7,3,0,0,0,3,3,3,0,0,7,4,0,0,0,4,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,32,11,5,6,51
LGA71000,102,52,30,11,200,132,51,22,13,212,334,129,45,19,519,294,136,29,18,479,242,121,33,4,397,107,35,10,4,166,100,50,8,7,169,75,56,17,13,159,111,79,27,18,243,32,10,3,3,48,1814,864,271,136,3088
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA71300,22,21,0,10,51,25,15,17,5,59,26,20,17,21,89,11,8,13,17,44,6,7,3,4,19,0,3,0,8,6,8,0,0,3,9,0,0,0,5,4,16,11,13,16,57,13,3,0,0,21,291,158,88,96,624
LGA72200,9,0,6,5,26,19,5,3,0,25,32,21,4,3,65,28,9,0,3,34,16,11,0,6,32,16,5,0,0,20,4,4,0,0,13,0,0,0,0,0,9,9,3,0,23,8,4,4,0,10,188,104,52,20,366
LGA72300,17,8,3,0,33,28,9,3,5,44,77,29,12,3,122,49,33,12,0,87,51,16,5,7,80,20,12,3,3,39,22,10,3,0,32,21,6,4,0,31,34,29,10,4,77,9,5,5,0,20,358,195,65,29,651
LGA72330,11,9,4,3,29,11,4,0,0,27,7,8,15,12,38,6,5,5,0,17,3,0,3,0,9,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,3,5,0,12,26,14,3,3,0,21,163,74,58,42,340
LGA72800,50,44,19,14,121,68,33,17,12,132,187,111,42,22,360,153,104,23,13,286,146,78,18,0,251,66,26,6,4,101,47,37,10,8,100,25,38,7,5,71,58,45,23,11,137,14,7,4,0,26,946,607,207,103,1867
LGA73600,25,18,4,3,44,17,11,5,9,40,23,9,8,4,43,3,4,7,3,15,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,7,4,0,15,0,0,0,0,5,177,110,41,44,377
LGA74050,7,5,3,0,8,3,5,0,0,9,11,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,16,3,0,0,0,3,86,41,18,15,155
LGA74550,3,0,0,3,13,5,0,0,4,14,12,0,4,0,18,9,3,0,0,9,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,20,6,5,5,0,7,73,40,23,14,147
LGA74560,0,0,0,0,4,0,0,0,0,4,5,0,0,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13
LGA74660,26,11,9,4,44,5,8,8,0,19,15,21,10,9,48,9,10,0,0,20,5,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,5,0,0,6,8,3,5,0,22,8,3,0,0,17,186,96,53,17,344
LGA74680,5,0,7,0,16,0,0,0,0,4,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,13,3,5,0,0,11,76,47,22,18,162
LGA79399,0,3,0,0,3,4,5,0,0,4,8,6,0,0,23,4,9,0,0,14,11,4,5,0,19,5,0,0,0,5,6,3,4,0,17,6,0,0,0,8,3,8,0,0,16,0,0,0,0,3,52,54,13,0,120
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,392,226,82,57,758,600,251,79,46,976,1600,721,192,83,2598,1597,815,179,63,2654,1567,939,178,44,2723,729,307,79,14,1128,796,427,110,32,1364,558,504,138,36,1240,438,482,200,65,1189,82,30,9,6,130,9423,5244,1444,543,16650
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,4,0,0,0,3,8,5,0,0,15,11,9,5,0,24,8,0,0,0,10,3,4,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,4,0,0,7,0,0,0,0,4,59,30,15,9,100
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
