LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA40430,0,0,0,0,0,0,12,0,0,0,0,12,77,7,0,0,0,90,243,48,36,16,4,350,77,28,47,34,11,196,0,0,0,0,0,4,410,90,82,49,21,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,435,89,83,49,21,681,0,0,0,0,0,0,6,0,0,0,0,8,79,8,5,0,0,93,236,55
LGA40520,3,0,0,0,0,3,13,0,0,0,0,20,186,29,10,4,0,235,871,370,257,86,33,1608,268,145,198,134,57,799,22,8,0,5,0,32,1363,559,471,225,90,2700,0,0,0,0,0,0,4,0,0,0,0,4,29,4,3,0,0,35,19,20,6,0,0,42,3,0,0,0,0,5,0,0,0,0,0,0,51,22,7,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,0,56,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,58,8,3,0,0,72,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16,3,0,0,0,0,3,1488,587,478,228,95,2871,0,0,0,0,0,0,14,4,0,0,0,17,177,26,16,4,0,222,841,302
LGA40700,0,0,0,0,0,0,35,0,0,0,0,35,655,120,63,8,0,846,2018,882,1018,183,37,4143,1081,699,1193,735,224,3929,30,9,8,0,0,52,3823,1712,2282,931,254,9003,0,0,0,0,0,0,22,0,0,0,0,22,283,58,24,0,0,362,397,147,92,20,3,661,29,25,27,9,0,94,6,0,4,0,0,12,739,230,146,30,3,1148,5,0,0,0,0,5,88,15,0,0,0,97,524,151,57,14,0,743,111,26,17,4,0,156,3,4,8,0,0,11,5,0,0,0,0,9,732,200,78,18,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5293,2138,2508,980,263,11178,0,0,0,0,0,4,28,8,0,0,0,32,465,92,60,8,0,631,1876,854
LGA40910,3,0,0,0,3,11,31,4,0,0,0,43,507,121,62,10,3,700,3372,1663,1570,365,91,7053,932,689,1110,590,214,3534,60,20,13,14,9,104,4900,2488,2757,976,320,11444,0,0,0,0,0,0,11,5,0,0,0,12,247,57,28,7,3,341,276,161,134,33,9,614,23,21,23,14,3,88,8,0,4,0,0,10,567,248,192,45,17,1063,0,3,0,0,0,3,32,7,0,0,0,38,318,125,61,5,0,511,64,33,18,13,0,123,0,0,6,0,0,5,4,0,0,0,0,12,419,169,87,19,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5888,2907,3042,1040,343,13204,6,0,3,0,0,6,25,9,8,5,5,48,427,96,46,6,0,580,3094,1521
LGA41010,0,0,0,0,0,0,6,0,0,0,0,7,44,10,5,0,4,63,291,77,82,42,30,519,76,57,56,39,26,247,7,0,0,0,0,16,427,141,147,80,53,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,5,6,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,17,0,5,0,0,0,5,446,151,148,83,53,885,0,0,0,0,0,0,9,0,0,0,0,9,55,14,3,4,0,75,260,87
LGA41060,11,3,4,0,3,21,81,11,7,0,3,99,1852,483,232,58,11,2637,6439,3236,3229,729,240,13874,1478,1078,1774,990,418,5734,138,47,24,13,16,227,9993,4847,5268,1790,691,22592,0,4,0,0,0,12,39,0,0,0,0,48,797,197,60,13,0,1064,1042,474,298,76,39,1933,62,62,74,34,28,263,41,5,10,4,0,61,1990,747,446,125,70,3376,0,3,0,0,0,0,77,12,7,0,0,93,920,264,132,19,11,1349,168,71,39,10,10,300,8,4,7,5,3,23,23,10,4,0,0,38,1202,361,191,35,13,1808,9,0,0,0,0,9,8,0,0,0,0,8,4,0,0,0,0,12,0,3,5,5,0,9,0,0,5,0,0,9,0,0,0,0,0,0,25,4,9,5,0,41,5,5,0,0,0,9,13214,5968,5904,1955,778,27820,6,8,0,0,0,15,65,5,5,0,0,85,1396,372,187,38,10,1998,5960,2964
LGA41140,0,0,0,0,0,0,17,0,0,0,0,20,222,27,9,0,0,263,729,229,200,78,12,1249,261,138,204,139,53,797,9,0,0,0,0,16,1246,403,419,215,69,2347,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,11,0,0,5,0,0,4,0,0,0,0,0,0,13,4,4,0,0,20,0,0,0,0,0,0,1280,409,417,215,66,2397,0,0,0,0,0,5,18,0,0,0,0,18,211,18,17,6,0,253,713,204
LGA41190,0,0,0,0,0,0,3,0,0,0,0,5,34,3,4,0,0,42,150,40,44,28,5,263,60,26,29,18,14,149,3,0,0,0,0,3,248,68,76,49,17,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,252,68,79,50,17,470,0,0,0,0,0,0,4,0,0,0,0,7,27,3,3,0,0,34,144,40
LGA41330,0,0,0,0,0,0,12,0,0,0,0,18,63,5,4,0,5,75,72,36,22,9,6,143,27,15,27,3,8,84,6,3,0,0,0,10,181,62,53,17,22,336,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,189,62,56,17,23,354,0,0,0,0,0,0,13,0,0,0,0,16,48,8,4,0,0,62,79,34
LGA41560,0,0,0,0,0,0,14,0,0,0,0,12,337,47,17,9,0,402,1281,345,249,63,22,1965,397,198,272,153,70,1089,25,0,5,6,0,39,2049,596,545,225,97,3508,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,33,40,4,4,3,0,51,5,6,7,0,0,16,6,0,0,0,0,5,80,14,8,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,18,0,0,0,0,0,0,2160,618,553,230,93,3658,0,0,0,0,0,0,19,0,0,0,0,22,279,41,14,3,0,341,1303,348
LGA41750,0,0,0,0,0,0,5,0,0,0,0,5,25,3,4,4,0,41,80,30,20,8,0,143,26,16,16,11,9,75,0,0,0,0,0,0,132,52,36,25,13,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,0,3,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,11,3,0,0,0,11,0,0,0,0,0,0,144,62,36,25,13,277,0,0,0,0,0,0,3,0,0,0,0,3,20,3,4,0,0,30,86,25
LGA41830,0,0,0,0,0,0,3,0,0,0,0,3,53,7,0,6,0,60,158,48,33,10,0,248,45,27,25,19,17,129,6,0,0,0,0,7,259,78,69,30,19,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,273,84,71,30,19,477,0,0,0,0,0,0,4,0,0,0,0,4,52,4,3,0,0,59,129,48
LGA41960,0,0,0,0,0,0,6,0,0,0,0,6,18,3,0,0,0,28,114,35,28,11,3,193,34,19,19,13,0,90,0,0,0,0,0,0,177,53,46,31,6,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,53,46,31,6,325,0,0,0,0,0,0,5,0,0,0,0,4,21,0,0,0,0,21,126,23
LGA42030,0,0,0,0,0,3,29,3,0,0,0,36,388,49,25,3,0,468,1485,729,524,131,31,2895,522,392,524,240,115,1790,31,10,8,0,0,43,2458,1186,1071,376,151,5245,0,0,0,0,0,0,14,0,0,0,0,13,111,18,5,0,0,132,90,46,17,5,0,164,3,0,0,0,0,8,4,0,0,0,0,3,227,67,26,5,3,325,0,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,0,52,22,13,7,0,0,43,0,0,5,0,0,3,0,0,0,0,0,4,73,18,9,0,0,100,4,0,0,0,0,4,7,0,0,0,0,9,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,13,0,0,0,0,0,3,2767,1274,1102,383,158,5685,0,0,0,0,0,5,27,4,3,0,0,36,333,37,15,4,0,391,1556,740
LGA42110,6,0,0,0,0,6,10,0,0,0,0,15,115,18,5,0,3,140,339,102,91,36,12,583,112,72,79,55,27,345,8,0,0,0,0,8,586,192,183,93,34,1098,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,14,6,0,0,0,11,0,0,0,0,0,0,613,197,185,93,37,1128,0,0,0,0,0,0,12,0,0,0,0,15,103,14,5,0,0,118,317,90
LGA42250,0,0,0,0,0,0,7,0,0,0,0,13,151,32,12,6,0,205,574,220,271,69,22,1150,238,121,200,139,50,746,13,5,0,4,0,16,989,373,491,216,68,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,5,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,4,1000,378,493,216,68,2158,0,0,0,0,0,0,17,0,0,0,0,19,124,36,18,0,0,172,610,173
LGA42600,0,0,0,0,0,0,30,0,6,0,0,35,523,105,34,8,3,671,1655,728,732,142,26,3283,512,348,578,368,89,1893,25,10,8,5,0,40,2744,1191,1351,516,119,5920,0,0,0,0,0,0,43,0,0,0,0,41,461,77,14,0,0,556,428,164,85,19,0,703,48,24,38,15,0,126,5,0,0,0,0,9,986,264,143,39,0,1432,0,0,0,0,0,0,119,8,4,0,0,127,708,163,38,6,0,916,206,64,29,6,0,305,8,6,3,7,0,20,20,0,0,0,0,29,1067,246,65,20,3,1400,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,15,0,0,0,0,0,3,4806,1714,1560,574,122,8767,0,0,0,0,0,0,22,5,0,0,0,24,421,83,32,3,0,533,1682,691
LGA42750,0,0,0,0,0,0,16,5,0,0,0,18,130,27,11,0,0,169,394,124,89,32,3,644,115,57,70,45,14,303,0,0,0,0,0,7,661,206,176,79,23,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,692,211,176,79,23,1178,0,0,0,0,0,5,24,5,0,0,0,30,120,13,8,4,0,150,362,110
LGA43080,0,0,0,0,0,0,8,0,0,0,0,8,20,5,0,0,0,23,98,39,29,12,0,174,24,13,8,16,4,79,3,0,0,0,0,8,146,55,44,30,12,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,0,0,151,55,41,30,12,288,0,0,0,0,0,0,4,0,0,0,0,3,22,6,0,0,0,33,92,27
LGA43220,0,0,0,0,0,0,3,0,0,0,0,3,27,9,5,0,0,35,88,31,28,15,0,158,34,14,22,12,0,83,0,0,0,0,0,3,152,56,48,26,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,56,46,26,0,288,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,75,22
LGA43360,0,0,0,0,0,0,3,0,0,0,0,4,52,3,4,0,0,60,206,54,45,11,0,319,79,42,49,25,7,207,6,5,0,0,0,9,347,104,100,37,8,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,371,112,101,36,8,627,0,0,0,0,0,0,6,0,0,0,0,3,41,3,3,0,0,49,210,53
LGA43650,0,0,0,0,0,0,21,4,5,0,0,23,187,37,7,5,0,240,847,373,340,95,18,1671,497,305,604,305,119,1840,7,3,7,0,0,16,1564,718,957,405,144,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,6,8,5,3,0,0,9,0,0,0,0,0,0,10,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,1589,727,963,413,145,3833,3,3,0,0,0,0,19,0,0,0,0,25,180,24,13,0,0,220,861,331
LGA43710,3,0,0,0,0,5,14,0,0,0,0,14,113,23,11,0,0,145,348,140,126,51,13,678,120,73,126,71,43,428,0,0,0,0,0,8,606,232,267,122,56,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,4,634,236,268,128,57,1312,4,0,0,0,0,4,21,4,0,0,0,27,102,20,6,3,0,133,401,120
LGA43790,3,0,0,0,0,3,29,0,3,3,0,35,223,40,14,5,0,285,1014,330,311,98,35,1779,302,160,213,138,57,874,17,9,5,0,0,28,1590,542,538,246,97,3005,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,36,19,14,0,0,5,48,0,0,0,0,0,4,0,0,0,0,0,0,57,24,0,6,5,87,0,0,0,0,0,0,8,0,0,0,0,9,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,7,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,21,0,0,0,0,0,0,1675,570,547,250,94,3137,0,0,0,0,0,0,15,7,6,0,0,24,185,34,20,6,0,236,1004,329
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
