LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA44060,4,9,0,0,0,15,40,16,8,0,3,68,1002,252,96,15,0,1367,5568,2760,2249,511,138,11215,1436,1162,1679,876,350,5503,95,20,20,9,6,154,8147,4210,4055,1408,499,18317,5,0,0,0,0,4,29,0,4,0,0,39,628,114,32,3,0,774,1064,447,269,62,16,1850,32,25,41,20,10,133,23,8,5,0,0,36,1778,594,348,88,34,2836,0,0,0,0,0,0,57,10,0,0,0,69,536,135,54,7,0,730,138,77,36,7,8,262,0,0,3,4,0,5,13,5,0,0,3,18,741,220,88,19,7,1090,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,10681,5029,4498,1514,536,22253,3,0,0,3,0,10,44,10,3,3,6,69,822,220,81,18,0,1143,5377,2596
LGA44210,3,0,0,0,0,10,50,5,0,0,0,55,271,37,16,9,0,334,679,220,162,61,13,1135,195,92,123,72,34,520,15,5,9,0,0,23,1206,363,305,150,48,2070,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,14,28,3,5,0,0,37,12,0,0,0,0,9,0,0,0,0,0,0,53,7,5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,14,9,0,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,18,5,0,0,3,33,5,0,0,0,0,4,1286,372,313,150,48,2173,3,3,0,0,0,5,40,7,0,0,0,47,275,34,19,10,0,340,720,203
LGA44340,7,0,3,0,0,14,49,3,0,0,0,57,1035,263,150,11,0,1463,3797,1842,1958,319,70,7983,1569,1123,1773,1004,344,5819,57,5,6,5,0,80,6517,3242,3901,1346,421,15427,0,0,0,0,0,0,14,0,0,0,0,14,281,35,9,0,0,327,256,77,43,8,5,388,22,15,16,14,4,70,4,3,0,0,0,12,578,130,65,20,7,807,0,0,0,0,0,0,54,7,0,0,0,64,422,161,70,13,3,669,41,14,4,6,0,68,0,4,0,0,0,5,4,0,3,0,0,6,519,184,82,24,6,818,4,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,23,0,0,0,0,0,0,7632,3557,4047,1390,433,17071,0,4,0,0,0,3,52,6,3,3,0,65,801,203,102,18,3,1117,3547,1615
LGA44550,5,0,0,0,0,8,40,3,4,4,0,49,371,87,33,9,4,500,2063,921,843,202,51,4076,896,605,1003,563,235,3305,35,0,9,8,6,53,3408,1612,1887,784,287,7983,0,0,0,0,0,0,7,0,0,0,0,7,47,3,0,0,0,49,42,18,3,0,0,62,4,0,6,0,0,13,0,0,0,0,0,0,95,23,9,6,4,133,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,0,33,42,22,3,4,0,76,4,0,3,0,0,10,6,0,0,0,0,3,77,29,12,5,0,125,3,0,0,0,0,3,4,3,0,0,0,8,5,0,0,0,0,3,6,3,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,20,3,3,0,0,29,0,0,0,0,0,0,3603,1667,1910,789,290,8259,4,0,0,0,0,6,44,5,3,0,3,59,368,84,41,3,4,501,2157,988
LGA44620,0,0,0,0,0,0,23,0,0,0,0,21,362,52,21,0,4,440,2040,849,690,213,72,3863,506,343,476,330,119,1774,35,11,7,0,4,59,2965,1269,1195,541,197,6161,0,0,0,0,0,0,4,0,0,0,0,6,80,13,7,0,0,97,97,31,23,3,6,166,4,0,5,0,3,18,9,0,0,0,0,9,189,51,34,3,13,293,0,0,0,0,0,0,15,0,0,0,0,14,168,35,8,0,0,205,44,26,9,7,0,75,3,5,0,0,0,3,4,0,0,0,0,7,227,62,11,4,0,309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3394,1378,1243,548,209,6775,4,0,0,0,0,3,13,4,0,0,0,23,327,52,16,4,3,406,1857,720
LGA44830,0,0,0,0,0,0,9,0,0,0,0,17,94,7,4,0,0,103,275,59,62,25,5,428,74,40,50,38,16,222,7,0,0,0,0,9,464,106,120,62,25,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,475,110,121,62,19,790,0,0,0,0,0,0,8,0,0,0,0,8,90,14,4,0,0,110,265,65
LGA45040,3,0,0,0,0,3,28,4,5,0,0,36,307,66,23,10,4,411,1500,622,489,178,55,2836,442,237,337,248,114,1378,42,5,10,7,4,67,2331,927,860,444,176,4743,0,0,0,0,0,0,5,4,0,0,0,4,37,10,5,0,0,48,86,38,28,19,7,177,3,0,0,8,11,20,0,0,0,0,0,0,122,48,34,23,18,254,0,0,0,0,0,0,4,6,0,0,0,14,36,15,11,0,0,58,4,3,3,0,0,15,0,0,0,0,0,0,5,0,0,0,0,3,48,24,18,3,0,92,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,30,3,3,0,0,0,5,2528,1005,916,472,200,5115,0,0,0,0,0,3,20,0,0,0,0,22,302,63,24,0,0,392,1564,628
LGA45090,0,0,0,0,0,0,8,0,5,0,0,9,139,19,15,0,0,176,730,248,263,56,14,1316,234,128,163,106,29,657,11,10,6,0,7,26,1117,409,449,166,52,2186,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,13,4,0,0,0,17,4,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,30,0,0,0,0,37,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,1165,413,449,173,50,2242,0,0,0,0,0,0,5,5,0,0,0,14,130,20,13,0,0,162,681,226
LGA45120,4,0,0,0,0,5,10,0,0,0,0,14,122,16,7,4,3,153,396,117,101,38,16,666,142,73,80,55,27,377,12,0,0,0,0,12,684,201,195,100,41,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,699,203,197,103,43,1249,0,0,0,0,0,0,16,4,0,0,0,17,119,13,6,0,3,144,382,98
LGA45290,3,0,0,0,0,4,34,0,3,0,0,43,563,161,70,11,0,798,1588,720,774,171,27,3269,343,294,601,311,95,1640,30,10,0,0,0,40,2557,1186,1443,489,126,5800,0,0,0,0,0,0,38,3,3,0,0,48,511,90,19,3,0,626,509,206,126,22,3,867,23,25,20,8,4,78,13,5,0,0,3,20,1092,326,165,37,18,1638,0,0,0,0,0,0,96,13,3,0,0,116,583,181,69,13,3,846,74,30,15,12,0,125,0,3,5,0,0,4,10,7,0,0,0,16,769,232,88,19,3,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,7,4,4,0,0,11,0,0,0,0,0,5,4424,1747,1703,549,145,8572,4,0,0,0,0,3,16,0,3,0,0,21,463,130,46,5,0,645,1457,734
LGA45340,11,9,3,0,0,25,109,8,24,4,4,150,1505,265,81,8,4,1873,12968,6153,5079,1165,319,25683,4037,2873,4267,2199,970,14347,169,54,41,18,8,291,18802,9359,9497,3403,1309,42371,0,0,0,0,0,5,29,0,0,0,0,35,572,48,16,3,0,643,377,148,77,20,3,621,36,18,21,12,7,96,17,0,0,0,0,24,1033,218,115,37,13,1411,0,0,0,0,0,0,13,0,0,0,0,17,358,64,12,0,0,429,123,58,25,5,5,216,10,0,3,9,4,27,9,0,0,0,0,12,512,123,34,14,5,700,13,0,0,0,0,13,28,0,0,0,0,31,29,5,0,0,0,38,9,5,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,82,8,6,0,0,94,13,3,7,0,0,20,20436,9720,9653,3459,1331,44603,12,3,6,0,0,22,120,21,15,4,6,156,1280,276,106,16,9,1690,12843,6081
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,30,76,15,17,5,7,125,39,15,13,6,3,85,0,0,0,0,0,0,150,42,32,14,7,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,37,32,14,7,245,0,0,0,0,0,0,5,0,0,0,0,5,24,0,3,0,0,28,79,16
LGA45540,0,0,0,0,0,0,8,0,0,0,0,8,52,6,0,0,0,63,162,48,43,14,7,275,41,16,15,5,7,81,3,0,0,0,0,4,259,77,58,21,14,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,268,76,59,21,14,439,0,0,0,0,0,0,3,0,0,0,0,3,40,5,0,0,0,47,164,45
LGA45680,6,7,4,0,4,26,45,5,11,3,0,75,448,73,26,12,7,564,5387,2831,2038,701,330,11292,1433,1215,1635,1042,684,6014,112,49,30,27,27,230,7440,4187,3737,1785,1049,18198,0,0,0,0,0,4,7,3,0,0,0,13,170,39,12,3,0,224,886,456,257,99,65,1761,54,42,65,48,44,253,29,21,13,4,0,68,1144,557,348,157,115,2320,0,0,0,0,0,0,17,4,0,0,0,19,117,18,3,0,0,143,62,28,15,0,0,101,4,0,3,0,0,5,4,0,4,0,0,3,206,46,19,0,0,277,0,0,0,0,0,0,10,0,0,0,0,10,12,4,0,0,0,13,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,3,4,0,0,29,0,0,0,0,0,0,8811,4790,4109,1947,1164,20828,7,3,3,3,8,26,43,11,8,0,0,74,447,86,28,10,11,582,5444,2834
LGA45890,5,0,9,5,5,26,88,19,6,0,5,121,1732,448,187,59,16,2442,6805,3749,3163,889,379,14974,1132,1045,1559,879,530,5138,133,59,42,33,30,295,9894,5318,4962,1861,960,22999,3,0,0,0,0,4,55,4,4,3,0,69,693,177,73,18,15,972,961,547,351,120,70,2046,57,63,65,46,50,289,29,12,9,4,3,59,1804,802,503,195,136,3442,4,4,0,0,0,11,141,29,7,0,0,179,816,322,135,27,8,1306,151,95,46,26,10,330,8,3,3,0,3,18,21,16,4,7,0,44,1139,465,203,56,18,1880,0,0,0,0,0,0,16,0,0,0,0,16,9,5,0,0,0,18,11,3,4,3,0,18,0,0,3,0,0,9,0,0,0,0,0,0,44,8,5,6,0,66,4,4,5,0,0,9,12881,6602,5675,2117,1115,28398,15,0,3,3,4,18,88,22,4,5,5,125,1473,431,172,40,22,2142,6633,3782
LGA46090,0,0,0,0,0,0,14,8,0,0,0,28,201,30,19,3,0,250,1083,421,361,117,62,2044,218,175,232,118,56,799,12,11,9,4,5,46,1529,639,623,243,131,3168,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,0,20,67,28,22,8,6,131,3,3,8,5,8,24,4,3,0,0,0,11,92,43,32,11,12,183,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,3,0,25,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,3,3,40,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,4,18,0,0,0,0,0,0,1654,695,662,256,145,3406,3,0,0,0,0,7,14,3,0,0,0,16,127,31,15,5,0,179,963,377
LGA46300,0,0,0,0,0,0,17,4,0,0,0,24,198,55,28,3,0,282,1025,398,365,115,27,1934,241,159,250,155,66,871,35,9,0,6,0,49,1515,617,640,275,101,3156,6,0,0,0,0,6,0,0,0,0,0,0,86,10,5,0,0,102,140,63,38,15,6,265,12,6,10,4,0,32,0,5,0,4,0,7,239,93,49,23,6,411,0,0,0,0,0,0,3,0,0,0,0,3,57,4,0,0,0,61,31,13,8,0,0,54,0,0,4,3,0,9,7,0,0,0,0,7,93,18,7,11,0,131,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,1862,729,702,306,108,3709,0,0,0,0,0,0,13,0,0,0,0,21,188,35,19,7,0,255,1027,390
LGA46450,0,0,4,0,0,3,13,0,0,0,0,17,269,56,22,5,3,343,1537,520,441,128,54,2686,330,235,283,221,118,1180,27,8,4,3,0,46,2176,813,755,362,175,4278,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,36,115,50,26,13,4,210,7,5,5,6,0,25,9,0,0,0,0,9,156,57,33,21,8,282,0,0,0,0,0,0,8,0,0,0,0,8,35,4,0,0,0,36,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,55,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,13,0,3,0,0,22,0,0,0,0,0,0,2410,869,797,379,183,4636,0,0,0,0,0,0,8,5,0,0,0,11,267,41,16,3,0,322,1421,506
LGA46510,0,0,0,0,0,3,20,4,3,0,0,30,416,120,67,13,0,612,927,567,645,132,31,2306,218,199,421,258,72,1175,20,4,8,0,3,33,1603,893,1151,410,110,4166,0,0,0,0,0,0,15,0,0,0,0,18,131,51,19,3,0,205,82,27,37,11,4,160,6,0,7,0,3,15,0,3,0,0,0,7,239,81,63,14,4,404,0,0,0,0,0,0,36,5,4,0,0,44,224,92,42,12,5,369,23,3,5,0,0,36,0,3,4,0,0,5,8,0,0,0,0,14,288,108,51,12,3,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,2146,1078,1265,438,114,5035,0,0,0,0,0,0,12,0,4,0,0,19,305,81,51,4,0,442,896,534
LGA46670,0,0,0,0,0,0,10,0,0,0,0,13,161,23,10,3,3,204,713,275,251,85,25,1350,245,120,175,116,45,699,18,12,7,4,0,36,1147,429,449,210,72,2306,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,19,11,3,0,0,32,3,0,0,0,0,9,0,0,0,0,0,0,42,11,5,0,0,60,0,0,0,0,0,0,3,0,0,0,0,3,35,6,0,0,0,50,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,8,7,0,0,62,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,0,0,14,3,0,0,0,0,4,1242,448,461,212,78,2444,0,0,0,0,0,3,12,0,0,0,0,15,159,29,11,0,0,205,748,296
LGA46860,0,0,0,0,0,0,4,0,0,0,0,4,22,0,3,0,0,25,138,21,27,10,0,204,45,18,27,17,7,122,3,0,0,0,0,3,215,38,59,24,8,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,231,41,63,29,8,375,0,0,0,0,0,0,0,0,0,0,0,0,21,3,4,0,0,26,125,30
LGA46970,0,0,0,0,0,0,0,0,0,0,0,0,32,8,3,0,0,38,161,126,123,23,6,439,75,87,146,107,28,449,8,0,0,0,0,4,272,222,279,129,32,933,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,16,20,5,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,38,8,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,17,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,3,352,236,283,129,32,1033,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,0,26,148,81
LGA47140,9,14,12,4,9,44,49,22,15,5,0,85,634,140,58,20,3,855,9616,5276,4139,1323,596,20953,2088,1809,2571,1544,908,8920,151,64,56,30,36,343,12545,7325,6851,2924,1554,31200,0,0,0,0,0,6,30,6,0,0,0,30,612,84,39,9,5,745,683,285,195,56,20,1232,31,34,29,22,21,138,20,6,4,0,0,29,1369,415,268,88,43,2180,0,0,0,0,0,0,39,4,0,0,0,39,465,160,50,8,0,687,125,56,32,14,7,235,0,0,0,0,0,3,10,5,0,0,0,19,643,227,78,22,12,982,7,0,0,0,0,7,16,0,0,0,0,16,8,0,0,0,0,9,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,4,0,49,3,0,0,3,0,5,14607,7964,7201,3032,1610,34421,4,10,7,0,3,28,54,18,20,8,5,112,682,147,69,19,3,921,9265,5160
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3,0,0,58,181,56,66,25,3,323,55,29,38,23,11,157,3,0,0,0,0,9,286,91,105,47,17,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,91,105,47,17,547,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,0,45,174,48
