LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA36580,7,0,0,0,0,11,0,0,5,0,4,8,18,0,9,0,0,28,62,8,15,0,0,89,44,0,32,10,4,87,69,14,78,3,4,161,93,16,150,8,13,278,23,6,37,0,4,69,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,15,3,9,0,0,31,333,47,337,25,33,776,0,0,3,0,0,7,6,0,0,0,0,7,9,0,4,0,4,21,39,0,14,0,0,53,34,6,24,0,4,65,85,9,73,4,10,183,134,23,229,21,26,440,40,16,55,3,8,116,0,0,8,0,4,16,3,0,5,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,12,0,0,31,365,58,428,30,67,944,0,0,5,0,0,6,4,0
LGA36630,15,0,13,0,5,37,18,0,14,0,0,34,59,3,33,0,8,105,131,9,91,5,18,253,89,11,81,6,9,192,104,5,141,5,13,267,60,14,119,4,4,197,16,4,37,8,0,66,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,14,0,18,0,3,35,503,59,536,30,66,1196,19,0,13,4,3,31,14,0,4,0,0,17,34,3,19,0,0,56,96,5,48,0,10,157,85,6,80,8,14,190,153,20,191,9,19,384,118,23,136,8,19,304,27,8,37,6,5,79,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,3,14,0,4,33,563,72,541,33,73,1282,22,0,9,0,0,33,10,0
LGA36660,11,5,7,0,5,26,10,0,4,0,0,14,76,8,41,3,7,138,157,11,99,11,17,295,87,10,102,3,9,224,128,12,180,9,17,349,62,21,125,13,9,228,10,7,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,18,0,15,3,4,50,567,72,594,43,64,1349,7,4,8,0,0,17,0,0,7,0,0,5,30,0,18,3,0,50,80,10,33,4,11,137,100,7,60,3,6,184,207,26,187,14,22,459,115,37,192,18,21,387,27,14,45,5,7,97,0,5,3,0,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,16,6,3,41,587,107,578,49,66,1386,10,3,12,0,0,19,5,0
LGA36720,58,0,14,3,3,81,28,0,3,0,0,42,231,4,53,11,18,321,206,14,74,11,22,330,200,14,91,15,20,338,528,23,231,21,34,834,1610,90,1029,69,138,2941,1867,333,2512,224,301,5243,408,169,780,89,95,1544,104,50,191,31,23,409,23,19,73,6,8,132,30,8,23,5,5,62,6,4,12,3,0,20,23,3,28,7,3,65,125,17,79,7,20,253,5454,766,5196,512,693,12620,13,0,7,0,3,30,35,0,4,0,0,45,103,0,22,5,0,130,199,3,45,4,18,266,129,7,56,4,13,211,336,18,121,16,23,519,1297,54,732,62,110,2256,2457,261,2187,198,333,5429,1098,327,1747,249,252,3671,281,153,485,93,97,1106,78,47,188,35,34,379,48,10,61,6,4,134,15,7,21,6,6,55,26,6,28,4,4,67,123,16,91,7,16,257,6254,908,5789,689,924,14561,26,0,4,8,0,37,28,0
LGA36820,12,0,13,0,0,22,9,4,4,0,0,15,57,3,22,6,0,90,59,3,50,4,10,123,59,4,45,5,4,120,84,16,87,6,13,197,54,14,100,5,7,181,18,7,50,0,0,73,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,15,0,5,38,367,51,381,20,41,862,3,0,0,0,0,12,3,0,7,0,0,9,22,0,9,0,4,38,46,3,20,0,6,67,56,5,27,0,5,97,99,9,64,3,16,189,109,24,146,7,23,306,45,12,68,6,4,139,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,4,12,0,0,41,401,57,365,22,51,912,5,0,10,5,4,21,5,3
LGA36910,30,3,31,3,6,73,29,3,15,0,4,51,214,8,121,16,28,379,427,44,297,12,40,819,333,28,330,23,36,750,738,81,772,49,90,1727,637,113,874,72,97,1789,197,102,443,35,32,816,32,14,49,10,0,109,5,0,10,0,0,16,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,32,82,12,68,8,15,192,2747,408,3019,236,356,6768,28,5,15,6,5,53,30,0,11,0,0,35,104,6,44,9,3,165,189,12,96,6,20,333,239,26,142,13,17,438,643,38,494,35,45,1254,1222,140,1190,86,141,2782,557,181,897,92,111,1834,87,38,156,19,32,335,19,12,34,3,4,72,7,3,5,0,0,15,3,0,0,0,0,8,0,0,0,0,0,0,6,0,6,0,0,5,68,7,68,7,16,170,3198,467,3159,270,396,7498,17,4,12,0,4,43,19,0
LGA36950,24,6,48,0,3,86,0,0,3,0,0,4,10,7,27,0,0,46,6,8,23,3,4,44,3,0,9,4,0,19,13,8,29,0,0,47,3,5,12,0,4,31,0,0,6,0,5,13,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,4,12,6,0,34,88,38,167,18,20,336,21,3,35,5,0,72,3,0,0,0,0,6,3,11,11,0,0,27,4,0,16,0,0,24,4,0,15,0,0,20,5,8,23,0,5,37,6,7,32,4,4,65,5,3,13,0,6,26,0,0,6,0,0,8,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,18,0,13,0,0,41,92,31,166,15,30,327,28,3,34,4,0,72,5,0
LGA36960,62,14,186,6,27,288,19,6,69,0,13,101,3,0,51,0,7,70,0,6,6,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,19,97,20,330,8,39,494,23,3,56,5,9,94,7,0,39,0,10,55,40,9,111,0,12,171,33,11,97,0,23,166,0,0,3,0,0,5,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,0,5,32,109,23,331,4,55,526,10,3,20,0,3,41,11,0
LGA37010,24,4,20,0,4,47,24,0,18,0,0,47,196,23,114,12,19,366,281,49,290,13,32,673,412,46,506,31,33,1027,629,51,444,39,44,1211,1310,125,1074,61,118,2691,1253,175,1317,133,131,3006,208,47,230,30,27,542,32,11,74,14,9,137,15,4,18,3,4,35,4,0,8,0,0,14,0,0,0,0,0,3,17,0,12,0,0,33,102,15,108,11,11,247,4507,563,4231,345,434,10080,5,0,0,0,4,12,6,0,12,0,0,22,87,4,38,5,7,140,229,12,83,11,24,348,229,10,107,8,20,378,933,83,859,40,42,1952,1683,170,1400,94,171,3515,1316,263,1344,146,175,3241,221,62,247,35,40,609,61,13,77,20,4,182,22,0,18,0,0,38,4,0,3,0,0,10,4,0,0,0,0,3,6,0,3,0,0,8,104,17,68,12,13,211,4899,642,4272,369,490,10675,18,0,11,0,3,26,9,0
LGA37300,42,6,51,6,6,105,6,0,0,0,0,12,10,0,0,0,0,15,3,0,3,0,0,6,5,0,0,0,0,11,9,0,10,0,0,16,10,0,10,0,0,23,8,4,13,0,3,33,26,0,15,3,5,51,7,0,27,0,8,39,8,0,13,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,24,151,15,163,10,13,349,33,3,43,7,3,93,6,0,0,0,0,3,0,0,4,0,0,7,5,0,0,0,0,12,3,0,0,0,0,6,0,0,3,0,0,8,6,4,8,0,0,18,11,3,9,0,0,19,23,0,19,0,0,42,33,0,20,0,3,59,20,7,34,0,4,60,4,5,30,0,3,49,4,7,8,0,4,22,0,0,0,0,0,0,16,4,19,0,0,37,164,38,190,11,26,424,49,7,53,0,7,115,8,0
LGA37310,23,3,19,0,3,51,17,0,20,0,0,44,60,9,48,0,7,126,69,3,63,9,11,150,45,8,48,0,0,112,72,15,111,3,7,210,103,15,152,3,6,288,58,11,119,11,7,197,18,0,26,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,9,49,0,7,100,515,71,657,28,46,1324,26,0,11,0,0,40,25,0,7,0,0,35,60,0,38,3,7,109,120,10,66,0,4,196,112,7,105,7,15,252,154,32,189,15,13,405,115,35,218,9,17,398,30,18,61,3,4,110,3,0,4,0,0,9,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,46,4,3,96,678,116,743,42,73,1655,19,0,7,0,0,32,12,0
LGA37340,16,3,17,0,0,44,13,0,13,0,0,23,36,0,19,0,5,66,56,3,42,4,8,111,88,6,27,5,8,124,124,4,59,4,4,201,192,15,169,9,19,401,173,21,179,8,19,404,52,5,82,3,13,148,12,0,11,0,5,30,5,0,11,0,0,11,0,0,3,0,0,4,0,0,0,0,0,0,4,0,8,0,0,10,33,0,22,0,7,59,805,59,659,31,85,1642,8,0,16,0,0,25,10,0,8,3,0,19,22,0,13,0,6,44,53,5,25,0,3,85,61,10,25,4,5,96,146,11,66,9,15,243,224,16,193,22,19,476,185,32,196,13,16,449,46,8,63,10,10,140,11,0,15,4,0,28,0,0,3,0,3,12,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,3,17,5,10,55,806,84,649,58,90,1682,11,7,4,3,4,25,4,0
LGA37400,10,0,4,0,0,12,0,0,0,0,0,0,3,0,7,0,0,13,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,24,3,21,0,3,52,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,0,0,8,5,0,5,0,0,7,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,13,0,0,32,0,0,6,0,0,6,0,0
LGA37550,4,0,4,0,0,9,9,0,8,0,0,15,11,0,31,0,9,42,0,4,11,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,25,6,55,0,8,91,3,0,3,0,0,13,6,4,0,0,0,8,3,0,24,0,0,32,0,0,14,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,42,5,5,69,9,0,0,0,0,15,4,0
LGA37570,4,0,8,0,4,16,6,0,7,0,0,11,3,0,10,0,4,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,5,42,3,0,6,0,0,10,0,0,0,0,0,4,6,0,8,0,5,15,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,6,37,4,0,15,0,0,19,0,0
LGA37600,9,0,4,0,4,25,6,0,3,0,3,18,19,3,60,3,4,96,7,11,51,0,7,78,5,0,3,0,0,10,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,133,3,23,219,6,0,11,0,0,14,3,3,0,0,0,11,18,9,44,4,17,81,8,17,76,0,14,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,32,28,127,7,34,228,7,0,4,0,0,14,3,4
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,0,0,0,0,3,0,0,0,0,9,20,0,7,0,0,27,29,0,7,0,0,40,40,0,15,0,0,61,84,0,25,0,0,111,224,0,49,7,5,284,338,3,73,3,0,426,116,3,37,6,3,164,42,0,9,0,0,53,15,0,7,4,3,28,11,0,4,0,3,22,5,0,0,0,0,3,6,0,4,0,0,11,19,0,4,0,0,23,959,14,248,23,19,1262,3,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,12,30,0,5,0,0,38,26,0,17,0,0,44,72,0,7,0,0,75,191,5,64,5,5,263,385,3,97,8,8,498,232,5,56,18,5,313,65,0,21,3,0,93,16,5,13,0,0,33,14,0,11,0,0,21,4,0,3,3,0,10,11,0,3,0,0,16,20,0,0,0,0,24,1070,23,299,37,16,1444,0,0,0,0,0,0,0,0
LGA40120,3,0,0,0,0,11,0,0,0,0,0,0,20,0,12,5,0,33,21,3,17,9,8,49,31,0,16,0,0,48,58,0,34,6,5,102,72,13,79,7,6,182,49,16,76,9,5,151,11,6,32,0,5,57,0,0,9,4,0,18,0,0,6,0,0,10,0,0,0,5,0,6,0,0,0,0,0,5,0,0,0,0,0,5,15,0,0,0,5,22,285,46,286,44,32,691,3,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,18,15,0,10,0,0,26,22,0,8,3,3,36,29,0,13,4,7,50,77,11,70,7,6,172,69,16,84,16,9,190,26,7,42,4,4,80,10,5,23,6,3,41,5,0,5,6,0,13,3,5,4,0,0,7,0,0,0,0,0,4,0,0,0,0,0,8,7,0,13,0,4,25,280,44,274,37,34,673,0,0,0,0,0,0,3,0
LGA40150,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,8,0,3,0,0,21,3,0,7,0,0,15,14,0,21,0,8,37,9,4,14,3,0,24,3,0,7,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,41,7,54,10,14,126,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,8,0,3,0,0,7,10,0,10,4,0,24,12,0,11,0,5,34,12,6,12,0,4,34,5,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,54,6,61,8,15,141,0,0,3,0,0,5,0,0
LGA40220,8,3,5,0,0,17,8,0,0,0,0,5,38,0,11,4,5,52,62,5,24,0,7,97,67,5,33,0,3,109,108,11,82,5,4,212,53,14,101,17,9,194,15,3,16,3,0,40,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,14,0,7,0,0,19,369,39,282,31,32,757,3,0,3,0,0,7,9,0,0,0,0,9,17,0,9,0,0,27,37,0,8,0,0,52,37,3,13,0,4,57,107,4,62,6,17,188,135,24,147,10,15,332,28,16,37,4,13,98,0,7,3,0,3,8,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,5,5,0,24,393,50,287,28,54,813,0,0,0,0,3,4,5,0
LGA40250,56,17,86,5,9,164,12,0,14,0,0,22,10,3,34,0,4,57,0,0,4,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,18,84,21,144,4,15,279,15,0,24,0,5,46,64,14,103,0,12,194,7,0,4,0,0,18,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,7,37,101,18,152,3,18,299,32,3,24,0,7,65,44,9
LGA40310,7,0,9,0,0,11,9,0,4,0,0,6,48,0,10,0,0,59,42,5,30,0,8,83,38,0,33,0,6,81,82,5,74,10,12,177,51,12,82,7,6,159,8,3,26,3,0,44,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,7,18,293,26,272,22,40,653,4,0,3,0,0,8,5,0,0,0,0,3,17,0,3,0,0,24,40,0,11,5,0,52,28,0,16,0,0,44,67,4,37,5,9,115,110,8,112,16,17,272,27,6,68,5,10,113,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,6,0,24,310,26,260,29,46,671,5,0,0,0,0,4,3,0
LGA40430,7,0,0,0,0,7,0,0,0,0,0,0,14,0,6,0,0,19,7,0,4,0,0,17,4,0,0,0,0,9,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,40,0,15,0,0,63,0,0,0,0,0,0,5,0,0,0,0,4,5,0,4,0,0,11,6,0,4,0,0,12,3,0,3,0,0,13,4,0,0,0,0,4,3,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,37,5,19,0,0,59,4,0,0,0,0,4,0,0
LGA40520,4,0,4,0,0,7,4,0,4,0,0,11,67,0,29,0,0,95,70,9,62,5,19,158,17,6,19,0,5,43,13,3,14,0,0,36,7,0,15,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,12,193,8,149,9,29,398,6,0,4,0,0,11,0,0,0,0,0,0,22,0,13,0,0,38,61,6,44,4,4,122,37,9,26,0,5,71,28,8,40,5,0,71,10,8,9,0,3,31,6,0,6,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,8,180,25,146,13,19,385,0,0,4,0,0,3,7,0
