LGA_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
LGA10050,62,36,58,97,77,72,155,66,125,190,91,158,247,119,191,306,0,6,6,3,0,9,0,4,6,103,151,256,131,220,354,206,266,465,1549,1558,3116,1905,2001,3905,1615,1566,3175,6937,7789,14729,7283,8144,15434,7821,8574,16395
LGA10180,28,12,13,31,43,35,79,23,61,78,39,52,85,22,62,85,0,0,0,0,3,3,0,0,0,41,71,110,52,68,115,67,98,163,944,1056,2000,1112,1208,2323,1358,1539,2900,5006,5507,10511,5204,5760,10963,5043,5778,10828
LGA10250,37,18,22,41,36,23,56,49,103,156,40,100,143,70,134,202,0,0,0,0,0,3,3,0,8,65,126,195,62,119,182,108,154,260,1109,1155,2269,1576,1735,3311,1261,1335,2593,5196,5647,10847,5675,6118,11789,5954,6226,12182
LGA10300,9,3,0,0,0,0,0,0,4,4,3,6,8,0,0,5,0,0,0,0,0,0,0,0,0,0,10,11,3,8,8,0,7,7,140,105,248,145,125,273,156,156,310,360,327,686,367,348,714,365,374,732
LGA10470,27,29,28,54,26,24,54,39,88,128,47,106,149,57,92,151,0,7,9,0,0,0,3,3,10,52,111,161,76,135,213,83,122,208,1949,1309,3259,2399,1653,4051,2045,1097,3140,6977,6553,13522,7485,7122,14607,7216,6694,13908
LGA10500,616,459,586,1042,698,660,1362,315,436,753,531,754,1285,927,1122,2047,15,10,26,20,16,42,9,9,16,648,752,1398,1014,1357,2369,1638,1789,3423,5517,5241,10760,5489,5555,11043,5304,4986,10296,20906,20279,41184,24339,24485,48826,26900,26984,53886
LGA10550,21,19,13,28,27,30,57,30,79,112,22,77,101,33,73,99,0,0,0,0,0,0,5,0,4,42,89,132,38,90,123,60,104,167,965,1061,2029,1448,1538,2981,1248,1230,2475,4028,4414,8440,4241,4554,8796,4325,4580,8902
LGA10600,6,0,6,6,3,9,14,8,40,47,11,30,38,14,27,39,0,0,0,0,3,0,0,5,0,10,41,58,15,41,54,20,39,59,324,309,632,484,533,1015,511,525,1038,1740,1883,3614,1688,1930,3616,1787,1986,3766
LGA10650,3,0,4,4,9,8,10,7,4,15,4,14,21,7,16,24,0,0,0,0,0,0,0,0,0,15,13,24,8,17,28,20,23,40,314,328,639,449,471,925,400,429,828,1047,1122,2169,1133,1236,2371,1104,1253,2356
LGA10750,900,645,707,1347,1104,881,1984,545,905,1452,618,1075,1697,1034,1325,2354,20,36,54,19,25,45,29,25,51,973,1425,2401,1285,1809,3091,2164,2229,4396,10424,9443,19871,10626,9928,20552,12242,10843,23084,49785,49277,99064,55038,54944,109987,66627,66914,133544
LGA10800,6,0,3,3,0,0,5,5,12,15,3,14,13,5,6,14,0,0,0,0,0,4,0,0,0,3,13,21,3,18,25,5,7,16,153,138,291,366,378,739,265,253,517,756,856,1613,926,1013,1933,785,846,1628
LGA10850,3,0,3,3,0,3,4,3,13,21,3,12,15,11,18,28,0,0,0,0,0,0,0,0,0,3,21,26,4,16,21,9,25,30,245,233,484,297,274,574,249,245,498,990,1100,2093,1090,1176,2264,1090,1189,2277
LGA10900,112,60,90,148,71,89,160,136,269,410,106,243,352,128,229,346,4,3,3,4,0,5,3,3,6,198,326,527,173,335,505,198,316,513,2309,2292,4599,1846,1970,3818,1260,1358,2617,11518,12069,23585,10922,11635,22559,10537,11336,21872
LGA10950,0,0,0,0,0,5,4,0,7,10,0,4,7,0,5,5,0,0,0,0,0,0,0,0,0,0,8,11,0,4,4,3,6,8,138,130,268,161,169,330,110,97,211,458,436,896,401,453,850,364,383,745
LGA11150,6,0,0,4,6,0,9,0,4,10,0,4,3,0,9,9,0,0,0,0,0,0,0,0,0,3,4,14,0,0,5,6,12,18,254,229,491,268,268,534,225,228,450,504,506,1007,485,523,1008,438,439,879
LGA11200,10,0,0,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,4,5,0,0,0,63,61,130,122,77,197,102,110,218,231,269,501,280,258,539,240,233,472
LGA11250,24,6,12,21,11,15,23,22,47,68,24,46,67,20,39,55,0,4,4,0,0,8,0,0,5,33,64,95,37,61,97,30,54,82,898,930,1831,823,809,1633,779,811,1591,2637,2794,5429,2372,2548,4914,2337,2581,4914
LGA11300,265,177,195,376,269,326,597,87,146,231,136,177,316,260,295,553,4,5,11,5,10,6,3,0,3,243,267,509,322,378,698,538,619,1153,1208,1074,2286,1022,1080,2099,1143,1174,2316,5493,5598,11096,6165,6663,12827,6723,7208,13934
LGA11350,64,17,37,55,29,42,71,56,137,192,60,127,192,94,189,287,3,0,0,0,5,5,0,0,0,84,176,260,82,168,249,122,232,354,1124,1022,2148,2054,2084,4133,1796,1858,3656,4317,4591,8913,4945,5345,10289,5158,5872,11031
LGA11400,3,0,7,9,5,9,17,18,19,40,3,31,32,7,29,38,0,0,0,0,0,0,0,0,0,17,27,39,7,34,42,15,42,59,283,316,600,565,562,1129,521,525,1047,1731,1893,3624,2040,2209,4250,2091,2170,4251
LGA11450,69,36,73,110,134,148,280,64,179,236,82,233,311,225,355,574,3,7,10,0,0,6,3,4,8,92,227,322,121,304,431,357,507,860,1477,1398,2871,1900,2044,3952,1987,2087,4071,8905,9231,18143,11896,12623,24521,18256,19441,37694
LGA11500,250,199,305,503,264,341,602,215,427,644,225,542,763,340,538,877,6,14,20,6,14,20,6,5,10,335,579,916,431,859,1290,607,883,1490,5358,5596,10950,4956,5614,10567,5198,5440,10633,23056,24043,47096,23978,25344,49327,27430,28875,56302
LGA11520,183,169,188,358,177,162,345,134,282,413,212,338,551,297,414,715,0,7,9,3,6,8,4,3,9,202,403,604,388,532,918,473,586,1060,2818,2618,5434,2525,2752,5273,1815,1958,3777,11038,11272,22311,12545,13307,25852,12209,13033,25246
LGA11570,1222,810,1049,1858,1208,901,2107,638,1033,1673,701,1398,2093,1054,1366,2415,35,37,72,35,46,78,38,27,62,1275,1695,2966,1539,2493,4036,2295,2286,4579,13968,13069,27043,11905,11759,23667,13667,12758,26421,53022,51704,104731,56821,56622,113443,63042,61327,124370
LGA11600,0,0,0,0,0,0,0,0,0,0,0,9,10,5,10,18,0,0,0,0,0,0,0,0,0,0,7,7,0,9,13,8,13,18,71,67,131,140,126,264,183,159,346,327,347,671,368,401,773,442,459,897
LGA11650,370,211,319,532,261,315,572,430,974,1404,434,958,1389,494,816,1321,13,18,33,4,24,27,13,10,17,601,1209,1808,656,1296,1949,762,1145,1908,10291,10973,21261,10228,11299,21524,8904,9881,18787,44608,47838,92445,45482,48879,94368,47474,50795,98266
LGA11700,6,5,3,12,0,5,5,0,0,0,0,3,3,0,10,6,0,0,0,0,0,0,0,0,0,6,7,3,5,11,16,0,9,10,123,58,183,183,148,332,195,185,378,294,275,573,305,293,600,294,313,607
LGA11720,57,29,41,71,66,57,126,70,118,190,43,154,192,95,141,234,3,7,12,3,10,11,0,0,0,101,156,257,76,200,276,158,200,361,2197,1746,3940,2931,2286,5221,3096,1552,4648,7599,7356,14951,8511,8334,16847,9985,9099,19086
LGA11730,50,36,41,75,29,32,68,69,119,180,35,93,133,54,105,155,0,0,5,5,0,5,0,5,6,94,142,237,75,132,207,88,138,228,1747,1560,3308,2408,2140,4551,2857,1977,4835,6684,6949,13635,6971,6976,13946,7647,7087,14737
LGA11750,0,8,0,7,0,0,4,0,11,15,3,14,12,0,10,8,0,0,0,0,5,4,0,0,0,0,11,17,9,17,24,7,10,13,233,212,444,309,267,575,315,303,614,699,676,1367,729,753,1484,681,709,1386
LGA11800,109,65,78,140,62,69,133,92,204,294,107,217,320,95,191,291,0,3,4,3,6,13,9,4,13,130,280,410,174,296,469,165,271,435,2199,2291,4487,2819,3057,5877,2397,2536,4937,9753,10664,20414,10287,11397,21689,10734,11747,22480
LGA12000,11,0,0,0,7,9,16,3,8,10,0,4,5,3,7,13,0,0,0,0,0,0,0,0,0,10,11,20,0,7,3,17,19,29,144,147,293,253,247,502,141,144,284,594,664,1262,717,726,1437,614,666,1288
LGA12150,0,0,0,0,0,0,0,6,6,13,3,0,3,3,4,4,0,0,0,0,0,0,0,0,0,6,8,9,3,0,3,5,4,8,200,174,372,334,331,666,242,279,518,560,617,1176,646,690,1335,569,604,1178
LGA12160,10,9,12,25,3,9,10,9,12,20,3,10,15,6,13,26,0,0,0,0,0,0,0,0,0,12,18,33,14,25,35,12,20,35,407,400,807,479,456,934,478,436,916,1517,1581,3091,1521,1538,3060,1530,1515,3042
LGA12350,9,7,8,17,7,6,6,8,27,40,17,22,33,11,13,28,0,0,0,0,0,0,0,0,0,17,33,45,19,28,53,18,23,37,561,501,1066,582,601,1180,548,525,1069,1794,1840,3632,1669,1835,3501,1691,1743,3433
LGA12380,1100,743,781,1524,1271,934,2203,501,689,1189,623,936,1558,1010,1007,2015,38,38,81,24,16,43,34,16,54,1120,1262,2375,1381,1739,3123,2313,1960,4274,9065,8150,17210,7363,7105,14468,9778,8229,18006,33281,31990,65268,35751,34782,70541,41792,39956,81748
LGA12390,45,30,41,71,66,55,123,45,119,168,54,104,161,93,119,209,10,3,15,0,0,0,0,4,9,74,151,224,83,151,234,163,177,341,2057,1642,3701,2707,2278,4988,3172,2421,5593,7314,7306,14614,7998,7970,15973,9043,8885,17929
LGA12700,8,0,4,9,0,8,8,14,18,29,6,22,27,8,19,31,0,0,0,0,0,0,0,0,0,14,26,38,3,29,29,8,27,34,261,260,521,381,367,748,201,224,423,1132,1192,2320,1300,1335,2639,1181,1272,2453
LGA12730,0,0,5,3,0,4,5,11,12,23,4,21,28,6,18,28,0,0,0,0,0,0,3,0,3,11,18,28,9,28,33,8,22,37,332,326,659,479,486,960,406,389,795,1170,1303,2476,1247,1344,2597,1168,1233,2404
LGA12750,38,17,20,36,17,20,37,49,110,160,29,85,116,38,91,132,8,5,9,4,3,9,0,0,0,66,138,205,47,109,155,56,105,164,1348,1309,2654,1723,1768,3492,1585,1587,3167,4510,4744,9252,4610,4850,9466,4763,4989,9748
LGA12850,850,590,831,1418,471,598,1071,284,606,887,431,931,1366,580,993,1567,31,33,64,22,34,59,35,27,60,656,1143,1797,1043,1794,2841,1081,1615,2700,7126,7040,14170,6005,6162,12170,6804,6722,13526,30084,30723,60808,30884,32123,63010,32622,33580,66206
LGA12870,12,4,10,9,11,11,20,14,27,32,5,19,25,8,22,35,0,0,0,0,0,0,0,0,0,18,29,52,4,27,35,22,29,52,384,389,771,610,607,1217,503,443,942,1528,1650,3185,1655,1797,3454,1570,1644,3215
LGA12900,6,0,3,3,9,5,15,8,19,23,0,20,21,13,26,32,0,0,0,0,0,0,0,5,5,6,23,30,7,18,28,15,36,50,287,306,597,489,460,946,407,389,805,1297,1332,2624,1456,1531,2990,1336,1479,2813
LGA12930,429,347,396,746,543,477,1017,251,486,736,378,604,980,452,572,1026,9,14,16,4,10,15,11,15,27,475,712,1186,731,1005,1735,1004,1064,2070,3682,3820,7499,3519,3646,7168,3316,3640,6954,20252,20459,40717,22490,22687,45178,23071,23219,46291
LGA12950,4,5,0,0,0,0,0,6,7,10,4,4,8,5,6,3,0,0,0,0,0,0,0,0,0,3,10,13,6,4,13,3,6,8,159,178,340,209,202,417,255,248,500,580,673,1257,592,613,1205,619,662,1281
LGA13010,3,0,4,6,4,7,8,14,21,33,5,15,23,5,17,26,0,0,0,0,0,0,0,0,0,11,25,39,10,19,32,4,22,28,407,282,687,629,525,1159,589,483,1072,1240,1226,2465,1354,1344,2702,1272,1314,2587
LGA13310,42,35,20,54,49,33,80,50,59,109,32,87,126,50,74,122,0,0,5,0,0,0,0,0,0,75,81,151,71,109,175,91,106,202,1381,869,2248,1694,1188,2888,1513,1006,2515,4355,3850,8202,4695,4244,8937,4846,4469,9312
LGA13340,11,3,8,9,13,6,18,7,29,34,14,21,35,4,23,30,3,0,8,0,0,0,0,0,0,13,33,45,20,25,47,14,30,48,324,307,629,381,428,811,489,460,949,1468,1538,3000,1600,1683,3280,1755,1756,3505
LGA13450,46,16,25,44,37,28,66,30,60,84,39,66,99,30,74,108,0,0,4,0,3,7,5,0,9,51,82,131,52,96,147,73,107,178,1110,952,2060,1367,1394,2761,1147,1071,2216,3844,3742,7587,4026,4091,8117,4048,4071,8119
LGA13550,6,5,8,10,9,6,15,9,23,38,14,27,35,7,29,36,0,0,0,0,0,0,0,0,0,14,28,46,18,34,48,14,36,56,481,484,963,537,578,1117,591,564,1158,1708,1806,3510,1717,1879,3600,2008,2097,4108
LGA13660,0,0,0,0,4,6,9,4,11,15,5,17,17,7,7,12,0,0,0,0,0,0,0,0,0,4,15,13,4,17,16,10,16,22,128,114,245,311,268,577,238,231,465,597,585,1188,751,723,1476,675,709,1386
LGA13800,65,35,53,88,69,72,137,79,184,264,69,169,234,82,157,240,0,5,5,0,5,8,0,3,4,107,228,339,101,225,331,145,232,378,2038,1915,3955,2041,2078,4116,1592,1475,3068,9656,9881,19537,9463,10011,19472,9392,9760,19149
LGA13850,3,0,0,0,0,3,3,3,7,10,0,8,8,0,5,5,0,0,0,0,0,0,0,0,0,5,6,16,0,8,8,0,5,7,108,82,188,188,191,379,192,170,365,409,422,832,437,460,904,406,422,833
LGA13910,5,11,10,21,14,18,32,13,26,42,13,31,39,9,28,39,0,0,0,0,0,6,0,0,0,21,32,49,21,44,57,23,47,72,576,640,1212,727,779,1509,745,730,1479,2506,2648,5151,2554,2804,5358,2637,2810,5450
LGA14000,215,106,143,250,186,190,376,265,443,706,238,421,656,327,452,781,9,9,20,0,11,15,5,8,14,368,570,945,339,569,914,522,650,1166,2607,2688,5292,2650,2975,5625,2103,2378,4482,21468,22008,43477,22061,22875,44942,23672,24131,47808
LGA14100,5,10,10,20,15,13,27,18,46,64,20,43,63,33,27,61,0,0,0,0,0,0,0,0,0,26,44,68,33,53,80,43,46,86,338,361,706,387,379,765,356,471,825,2385,1960,4341,2615,2100,4716,2299,2199,4500
LGA14170,572,351,402,749,322,299,623,405,704,1112,484,741,1221,498,715,1216,13,17,28,3,11,16,8,9,14,719,992,1707,839,1148,1987,829,1023,1854,6605,6007,12614,6976,6824,13797,4141,3761,7902,24030,25133,49166,26824,28235,55065,25115,26280,51397
LGA14220,11,37,28,67,6,16,25,6,32,36,11,40,51,12,38,56,0,0,3,5,0,5,0,0,0,13,40,48,49,72,124,23,51,77,574,617,1186,795,849,1644,907,860,1773,2455,2585,5043,2556,2703,5258,2581,2766,5349
LGA14300,7,0,0,9,4,9,15,3,12,20,4,14,14,8,10,17,0,0,0,0,0,0,0,0,0,3,18,23,3,19,26,13,16,28,938,170,1113,1154,284,1438,1009,187,1195,1529,768,2297,1682,883,2562,1573,811,2379
LGA14350,24,11,12,18,10,16,24,23,66,90,23,64,80,23,61,81,0,4,4,0,6,9,5,0,4,22,91,121,29,77,111,29,76,107,1477,1079,2551,1925,1601,3525,1958,1307,3268,4217,4032,8248,4436,4304,8744,4523,4296,8823
LGA14400,24,16,14,29,22,18,37,29,61,90,32,62,96,37,47,89,0,0,0,0,4,4,4,6,7,34,79,114,44,80,125,62,71,137,464,438,906,717,770,1488,528,553,1077,2834,2829,5667,3035,3092,6125,3023,3165,6185
LGA14500,136,71,85,157,104,126,229,164,368,531,218,407,624,257,366,622,9,0,9,0,4,4,3,4,7,240,430,672,290,492,785,366,493,856,2282,2462,4743,2258,2634,4897,1360,1542,2905,18531,19277,37806,19943,20518,40459,20184,20626,40810
LGA14550,13,4,9,7,4,8,14,12,15,26,8,17,27,3,18,22,0,0,0,0,0,0,4,0,3,19,26,43,12,22,35,15,24,38,341,315,658,473,424,898,481,485,967,1250,1353,2604,1254,1312,2562,1222,1382,2608
LGA14600,0,0,4,4,5,0,5,0,6,9,0,11,16,0,4,3,0,0,0,0,0,0,0,0,0,4,3,8,0,20,15,4,4,9,235,213,450,406,384,793,357,371,729,866,912,1774,958,1014,1976,947,1006,1950
