LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA13310,358,7548,0,0,0,0,0,0,3,0,3,0,0,10,115,21,5,0,0,141,92,51,32,11,6,180,18,5,10,11,5,41,7,0,0,0,0,4,232,77,48,18,10,383,0,0,0,0,0,0,6,0,0,0,0,7,41,15,6,4,0,66,4,5,3,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,50,23,9,4,0,88,0,0,0,0,0,0,8,4,0,0,0,11,13,0,0,0,0,12,5,3,0,0,0,11,5,0,0,0,0,6,0,0,0,0,0,0,27,8,0,4,0,34,3,0,0,0,0,3,3936,1566,1465,719,368,8062
LGA13340,166,2831,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,5,6,0,0,0,0,11,1430,488,490,282,171,2858
LGA13450,394,5976,0,0,0,0,0,0,6,0,0,0,0,6,31,13,9,4,3,65,56,24,9,8,4,98,3,4,4,3,0,15,3,0,0,0,0,5,101,40,21,15,7,188,0,0,0,0,0,3,30,14,6,0,0,51,136,94,58,17,15,319,45,36,14,3,6,102,3,3,3,0,7,18,11,0,0,0,0,13,222,155,80,27,23,506,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,10,0,0,0,0,0,8,0,0,0,3,0,9,0,0,0,0,0,5,10,11,8,3,0,33,9,3,4,8,0,26,2779,1404,1398,717,428,6725
LGA13550,143,3126,0,0,0,0,0,0,4,0,0,0,0,4,42,8,8,0,0,59,17,11,3,0,0,38,3,0,3,0,0,11,0,0,0,0,0,0,66,25,9,3,5,113,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,9,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,8,1519,628,627,330,149,3257
LGA13660,60,1256,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,4,3,0,0,0,6,721,204,181,106,64,1280
LGA13800,1151,16110,0,0,0,0,0,0,15,0,0,0,0,15,174,62,14,3,0,256,373,198,117,32,10,724,38,25,22,20,7,120,4,0,0,0,0,4,604,294,151,57,19,1117,0,0,0,0,0,0,15,5,0,0,0,18,102,27,9,3,0,142,24,12,5,4,4,49,5,5,11,3,6,31,4,0,0,0,0,3,151,48,22,12,13,241,4,0,0,0,0,10,14,0,0,0,0,13,8,0,0,0,0,10,3,0,3,0,0,8,5,0,0,0,0,7,0,0,0,0,0,0,29,7,9,3,0,50,20,3,3,0,0,30,6895,3785,3763,1928,1177,17549
LGA13850,25,698,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,4,0,19,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,14,6,3,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,406,137,97,57,25,728
LGA13910,258,4729,0,0,0,0,0,0,3,0,0,0,0,3,49,15,3,0,0,68,27,12,7,5,0,53,7,6,0,0,0,13,3,0,0,0,0,3,84,35,12,7,0,144,0,0,0,0,0,0,6,0,0,0,0,6,16,3,0,0,0,18,0,0,3,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,25,3,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,7,0,5,0,0,0,0,0,0,12,0,0,8,0,23,8,0,4,0,3,14,2586,867,768,457,260,4938
LGA14000,1697,31059,0,0,0,0,0,0,42,0,0,0,0,46,287,78,48,3,0,425,672,589,623,121,26,2028,114,105,158,54,15,441,5,0,4,0,0,13,1124,778,834,182,39,2954,20,0,0,0,0,16,538,120,29,0,0,688,2242,1695,920,144,29,5036,404,339,339,71,28,1179,15,18,20,17,10,73,30,6,11,3,3,52,3254,2176,1322,236,62,7059,0,0,0,0,0,3,3,0,0,0,0,7,8,3,5,0,0,21,6,4,3,0,0,21,0,5,0,3,3,8,0,0,0,0,0,0,29,11,15,6,3,61,19,3,3,0,0,28,14429,9568,11346,3996,1806,41149
LGA14100,123,2483,0,0,0,0,0,0,17,0,0,0,0,15,85,21,11,0,0,117,170,65,55,15,0,303,32,19,24,7,0,89,0,0,0,0,0,5,303,111,87,20,4,532,0,0,0,0,0,5,56,0,0,0,0,58,195,45,27,3,0,273,59,32,15,0,0,116,0,0,0,0,0,4,0,0,0,0,0,3,308,90,42,8,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1447,659,844,395,130,3475
LGA14170,654,16568,16,3,0,0,0,22,315,18,7,0,0,338,2960,1108,533,54,11,4663,2504,1794,1840,305,56,6494,593,523,929,421,115,2581,33,11,14,4,0,56,6408,3455,3319,778,186,14148,105,3,3,0,0,113,2136,145,34,3,0,2317,6436,2319,992,144,34,9923,816,623,510,123,34,2113,66,46,73,35,17,245,63,21,6,8,0,100,9627,3160,1619,314,91,14811,12,0,0,0,0,12,73,10,0,0,0,80,137,55,26,6,0,226,50,38,22,8,8,123,7,4,7,3,6,33,3,5,0,0,0,12,288,105,60,18,10,482,38,10,8,4,0,64,22442,10609,9513,2582,937,46078
LGA14220,212,4329,0,0,0,0,0,0,9,0,0,0,0,11,50,13,9,0,0,71,25,13,8,0,0,47,3,0,6,3,0,11,3,0,0,0,0,3,95,27,18,4,0,148,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,8,3,0,0,0,21,5,0,0,0,0,3,2316,909,720,353,210,4513
LGA14300,57,1416,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,6,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,10,3,5,0,0,13,0,0,0,0,0,0,714,279,259,143,65,1452
LGA14350,400,7284,0,0,0,0,0,0,3,0,0,0,0,3,40,8,0,0,0,52,32,9,8,0,0,59,5,4,4,3,0,15,3,0,0,0,0,9,92,25,13,8,0,127,0,0,0,0,0,5,12,0,0,0,0,20,100,20,0,7,0,124,32,9,6,0,0,60,0,0,0,0,0,8,5,0,0,0,0,5,163,34,14,7,0,215,4,0,0,0,0,7,11,0,0,0,0,11,11,0,0,0,0,9,6,0,0,0,0,9,3,0,0,0,0,11,5,0,0,0,0,5,43,3,0,4,0,47,13,5,3,0,0,23,4099,1502,1145,558,403,7705
LGA14400,190,5371,0,0,0,0,0,0,7,0,0,0,0,7,160,26,7,0,0,187,260,90,76,12,3,444,27,11,14,12,3,76,0,0,0,0,0,4,459,130,99,27,11,720,0,0,0,0,0,0,24,3,0,0,0,24,165,19,5,3,0,189,81,15,12,0,0,118,12,5,5,5,0,21,4,0,0,0,0,4,288,46,26,5,0,357,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,13,0,4,3,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,17,7,5,0,0,29,3,3,0,0,0,7,3368,1108,1240,580,195,6490
LGA14500,1239,25592,0,0,0,0,0,0,6,0,0,0,0,9,81,18,4,4,0,105,435,171,156,18,5,793,71,53,78,32,10,241,0,0,0,0,0,0,594,245,243,52,15,1147,4,0,0,0,0,3,549,74,13,0,0,639,2062,1226,539,69,11,3909,1191,683,627,113,34,2650,46,31,39,21,6,133,29,11,10,0,0,49,3877,2030,1225,203,57,7382,0,0,0,0,0,0,21,8,4,0,0,25,17,16,5,0,0,36,5,5,3,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,41,18,14,0,0,82,10,3,4,4,0,28,12140,7642,9461,3667,1310,34227
LGA14550,109,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,22,5,5,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,14,3,0,5,0,16,10,0,4,0,0,11,1384,418,320,172,109,2405
LGA14600,74,1433,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,0,0,13,718,292,230,161,72,1475
LGA14650,2056,53557,0,0,0,0,0,5,77,3,0,0,0,80,1214,184,39,10,0,1445,1035,414,245,49,24,1768,86,49,60,35,12,232,21,9,0,0,0,33,2429,668,345,92,37,3561,0,0,0,0,0,3,123,11,0,0,0,129,603,122,19,5,4,750,272,68,47,8,6,400,25,10,16,7,5,61,21,0,0,0,0,20,1041,207,76,21,14,1361,9,0,0,0,0,11,27,0,0,0,0,35,50,3,5,0,0,55,16,9,0,3,0,27,6,0,5,5,0,15,4,0,0,0,0,4,110,13,14,7,0,149,34,6,6,3,4,53,26999,12222,12437,4906,2111,58685
LGA14700,205,5077,0,0,0,0,0,0,8,0,0,0,0,14,63,29,13,4,0,106,97,109,100,23,7,332,18,21,22,5,0,69,0,0,0,0,0,0,188,164,137,32,7,524,21,0,0,0,0,27,596,65,5,0,0,675,1897,869,370,38,0,3172,425,322,286,62,7,1097,16,13,20,3,0,51,22,8,0,0,0,37,2980,1282,682,97,14,5059,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,0,0,14,0,3,3,0,0,11,4766,2434,2390,869,220,10682
LGA14750,129,2563,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,16,10,5,8,6,0,22,0,0,4,0,0,4,0,0,0,0,0,0,26,6,8,5,0,45,0,0,0,0,0,0,8,0,0,0,0,9,40,13,7,0,0,63,11,9,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,59,24,16,4,0,96,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,4,4,0,4,0,0,7,4,3,4,0,0,7,0,0,0,0,0,0,14,3,8,0,0,25,8,4,4,0,3,17,1287,552,498,290,132,2756
LGA14850,486,10227,0,0,0,0,0,0,9,0,0,0,0,9,219,62,21,3,0,298,133,53,31,7,6,227,13,10,13,4,5,43,4,3,0,0,0,4,377,124,66,13,5,587,0,0,0,0,0,0,14,6,0,0,0,16,92,17,5,4,3,117,39,34,15,4,0,87,7,4,10,0,0,33,0,0,0,0,0,0,153,63,32,13,3,263,6,0,0,0,0,6,11,0,0,0,0,15,12,3,4,0,0,15,6,0,0,0,0,9,3,0,0,3,0,6,0,0,0,0,0,0,42,7,3,3,0,57,11,3,5,0,0,19,5436,2351,1983,887,496,11150
LGA14870,207,5002,0,0,0,0,0,0,6,0,0,0,0,7,79,9,0,0,0,91,68,20,6,3,0,97,0,0,0,0,0,10,11,5,0,0,0,12,163,26,7,6,3,210,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,16,4,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,4,5,0,0,9,8,3,3,0,0,14,0,0,0,0,0,0,15,4,3,0,5,25,8,0,0,3,0,15,2770,995,902,399,212,5280
LGA14900,5316,44198,0,0,0,0,0,5,48,6,0,0,0,56,510,235,120,34,16,912,943,826,872,320,164,3128,158,201,296,152,134,941,21,18,15,11,4,72,1686,1289,1304,517,315,5113,16,3,0,0,0,15,280,52,13,0,0,348,2254,1327,831,200,50,4662,329,341,345,169,109,1293,33,28,40,27,35,171,52,19,15,0,4,96,2964,1772,1252,402,205,6587,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,3,0,12,5,0,0,0,0,3,0,0,0,0,0,0,12,0,4,3,0,17,59,43,31,16,12,159,15435,12514,14521,7766,5854,56085
LGA14920,72,1852,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,9,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,7,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,1003,335,320,171,74,1892
LGA14950,65,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,8,442,140,125,77,69,849
LGA15050,1068,22879,0,0,0,0,0,0,30,0,0,0,0,34,481,92,22,5,0,600,330,170,87,23,6,621,49,34,31,20,7,147,7,3,0,0,0,14,897,314,139,50,14,1413,0,0,0,0,0,0,34,4,0,0,0,33,84,28,6,5,0,123,18,12,4,0,0,41,9,4,3,6,4,19,0,0,0,0,0,0,147,40,20,9,4,211,3,0,0,0,0,3,6,0,0,0,0,6,18,4,0,0,0,26,6,0,3,0,0,12,0,0,4,0,0,4,0,0,0,0,0,0,40,5,8,0,0,56,10,11,6,0,0,27,10215,5476,5444,2369,1084,24585
LGA15240,895,23666,0,0,0,0,0,0,18,0,0,0,0,19,444,61,23,0,0,530,568,118,69,20,8,790,52,14,11,7,10,99,15,0,3,0,0,17,1104,198,105,31,17,1461,0,0,0,0,0,0,46,3,0,0,0,48,432,97,30,6,0,570,176,48,26,6,4,257,12,0,3,6,0,26,5,4,0,0,0,11,673,156,60,18,9,911,11,3,3,0,0,13,62,4,0,0,0,68,77,11,5,0,0,92,23,17,0,5,0,43,3,3,0,0,4,16,7,0,0,0,0,5,183,34,10,7,0,237,34,8,4,3,0,47,15754,4417,3578,1659,918,26332
LGA15270,280,6361,0,0,0,0,0,0,14,0,0,0,0,14,54,24,3,3,0,81,48,34,18,0,0,106,4,0,3,4,0,14,4,0,0,0,0,9,119,64,26,15,5,222,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,9,6,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,14,3,0,0,0,12,3,0,0,0,0,5,3,0,4,0,0,5,5,0,0,0,0,5,28,3,0,0,0,33,8,0,0,3,0,12,3235,1265,1212,641,286,6641
LGA15300,144,2492,0,0,0,0,0,0,0,0,0,0,0,0,52,11,8,0,0,63,29,8,11,0,0,52,15,15,8,9,0,56,3,0,0,0,0,6,99,36,21,15,4,179,0,0,0,0,0,0,4,0,0,0,0,4,7,3,5,0,0,11,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,4,5,0,0,22,11,0,3,4,0,23,1258,538,498,287,151,2729
LGA15350,131,3483,0,0,0,0,0,0,5,0,0,0,0,5,103,26,8,0,0,142,310,152,143,31,0,645,84,59,92,28,16,272,0,0,0,0,0,0,500,241,245,56,22,1068,3,0,0,0,0,4,399,21,4,0,0,424,1169,408,172,18,3,1764,389,143,136,22,6,708,38,10,24,13,4,79,14,4,8,0,0,15,2015,587,344,55,16,3001,0,0,0,0,0,0,3,0,0,0,0,4,25,4,0,0,0,32,12,0,4,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,41,13,9,0,0,59,6,4,0,0,0,11,3772,1501,1574,613,160,7620
LGA15520,116,3216,0,0,0,0,0,0,6,0,0,0,0,6,94,8,3,0,0,106,29,3,7,0,0,40,3,0,0,0,0,7,5,0,0,0,0,5,132,11,12,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,4,11,3,0,0,0,13,8,0,0,0,0,10,0,0,4,0,0,4,0,0,0,0,0,0,24,6,4,0,0,30,14,0,0,0,0,20,1911,550,558,294,116,3434
LGA15560,39,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,8,458,161,117,76,39,857
LGA15650,208,3902,0,0,0,0,0,0,9,0,0,0,0,9,48,9,3,3,0,67,41,17,10,3,0,73,9,6,4,3,0,24,6,0,0,0,0,6,110,40,19,6,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,0,0,18,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,3,0,0,20,7,3,0,0,0,9,1827,871,823,390,213,4131
LGA15700,220,4808,0,0,0,0,0,0,6,0,0,0,0,6,66,9,0,0,0,77,53,21,14,4,0,103,12,8,6,4,3,19,7,0,0,0,0,7,144,36,24,5,5,214,0,0,0,0,0,0,4,0,0,0,0,4,55,7,0,3,0,74,30,12,6,3,3,57,4,0,0,0,3,10,4,0,0,0,0,4,101,25,7,5,6,146,7,0,0,0,0,7,14,0,0,0,0,12,26,5,4,0,0,31,7,0,0,5,0,16,3,0,0,0,0,6,0,0,0,0,0,0,61,7,5,5,0,76,18,0,5,0,0,21,2912,956,770,402,228,5264
LGA15750,139,3007,0,0,0,0,0,0,7,0,0,0,0,5,49,10,6,0,0,64,0,4,7,0,0,10,4,0,0,0,0,7,0,0,0,0,0,4,67,19,10,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,3,0,0,0,8,1545,608,508,325,138,3126
LGA15800,73,1364,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,3,0,5,0,0,10,4,0,0,0,0,5,734,274,203,126,70,1405
LGA15850,80,1475,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,14,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,0,5,0,0,12,717,292,276,155,80,1522
