LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA56090,385,10289,0,0,0,0,0,0,7,0,0,0,0,7,52,3,7,0,0,56,45,26,6,4,0,87,10,0,4,0,0,13,0,0,0,0,0,0,115,27,14,3,0,168,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,8,6,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,4,0,0,9,7,3,5,0,0,5,4819,2162,2166,957,385,10489
LGA56160,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,10,5,3,5,6,28
LGA56230,220,4693,0,0,0,0,0,0,0,0,0,0,0,4,53,4,0,0,0,56,29,4,0,0,0,38,4,0,0,0,0,5,0,0,0,0,0,0,87,10,4,0,0,105,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,5,27,0,0,0,0,32,16,3,0,0,0,21,4,5,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,57,5,0,0,6,68,6,0,0,0,0,4,2490,890,876,397,222,4878
LGA56300,11,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,262,68,45,19,11,403
LGA56370,4,179,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,34,28,20,4,189
LGA56460,36,1103,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,22,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,606,216,181,96,36,1143
LGA56580,170,5181,0,0,0,0,0,0,5,0,0,0,0,5,95,13,14,0,0,125,130,59,53,11,0,257,25,15,25,10,0,81,0,0,0,0,0,0,259,92,92,24,0,468,0,0,0,0,0,0,20,0,0,0,0,20,97,17,7,5,0,120,33,8,13,6,0,57,0,4,5,0,0,8,0,0,0,0,0,0,154,32,21,7,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302,1093,1571,724,174,5865
LGA56620,65,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,57,50,40,39,68,253
LGA56730,148,2701,0,0,0,0,0,0,3,0,0,0,0,3,15,0,3,5,0,24,4,7,0,0,0,12,3,0,3,0,0,8,0,0,0,0,0,0,26,11,10,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,3,0,0,11,1415,511,477,227,148,2777
LGA56790,28,717,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,8,3,0,0,0,14,3,0,0,0,0,10,0,0,0,0,0,3,30,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,5,0,0,0,0,8,6,0,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,25,0,0,6,0,32,7,0,8,0,0,12,517,105,97,52,28,806
LGA56860,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,36,13,5,0,4,61
LGA56930,26,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,4,0,0,24,0,0,0,3,0,6,0,0,0,0,0,0,15,10,4,3,0,33,0,0,0,0,0,0,4,0,0,0,0,4,9,3,0,0,0,16,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,84,78,44,26,404
LGA57000,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,56,11,18,12,8,93
LGA57080,3,258,0,0,0,0,0,0,14,0,0,0,0,17,75,22,17,4,0,122,139,73,45,12,3,268,26,18,9,6,3,65,0,0,0,0,0,0,248,119,68,27,5,474,54,0,0,0,0,53,743,73,14,0,0,837,2113,578,210,32,4,2943,740,259,139,40,7,1191,33,14,8,0,0,54,15,7,8,6,0,28,3704,938,373,76,21,5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4099,1109,482,121,30,5846
LGA57140,11,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,47,33,19,11,279
LGA57210,64,1375,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,785,251,201,97,66,1403
LGA57280,202,2684,0,0,0,0,0,0,21,3,4,0,0,28,69,28,7,4,4,110,118,79,63,22,4,291,15,20,19,22,18,97,5,5,0,0,0,10,229,131,101,46,25,527,0,0,0,0,0,0,33,3,0,0,0,36,76,17,5,0,0,95,12,10,5,5,0,38,0,0,0,0,0,3,0,0,0,0,0,3,131,32,9,4,0,176,3,0,0,0,0,8,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,19,6,8,0,0,39,12,0,0,4,0,19,1311,758,756,390,224,3443
LGA57350,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,133,17,29,19,8,211
LGA57420,13,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,294,81,76,42,13,507
LGA57490,1644,34292,0,0,0,0,0,0,23,3,0,0,0,28,313,22,5,0,6,348,366,124,52,12,0,561,33,18,13,7,3,68,15,5,0,0,0,12,747,177,71,17,10,1017,0,0,0,0,0,0,29,6,0,0,0,35,230,48,9,0,0,284,112,26,17,5,0,162,10,10,7,4,0,34,3,0,0,3,0,3,379,86,39,12,0,518,9,0,0,0,0,14,25,0,0,0,0,29,39,6,0,0,0,44,4,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,84,8,4,0,0,94,13,3,6,6,6,30,14792,7941,8045,3527,1656,35958
LGA57630,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
LGA57700,590,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,3,0,0,29,0,4,3,0,0,8,0,0,0,0,0,0,14,17,3,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,6,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,26,24,0,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,60,4,0,0,0,67,3,0,3,0,0,8,3038,1785,2054,1002,592,8477
LGA57770,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,12,0,0,0,0,0,0,27,3,3,0,0,36,0,0,0,0,0,0,124,31,37,6,11,213
LGA57840,165,6758,0,0,0,0,0,0,64,6,0,0,0,66,785,147,49,6,0,982,1055,393,225,48,6,1732,153,86,95,32,15,379,17,0,4,0,0,16,2064,627,370,88,25,3175,0,0,0,0,0,0,99,3,0,0,0,107,476,88,37,3,0,610,236,82,48,13,0,375,12,12,17,4,3,45,3,0,0,0,0,3,831,187,101,19,4,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,11,5735,2284,2176,700,200,11092
LGA57910,1430,39838,5,0,0,0,0,7,167,13,6,5,0,185,2589,664,236,29,11,3530,5095,2585,1753,389,123,9948,463,351,411,149,72,1455,78,27,17,11,3,129,8393,3642,2432,582,210,15253,5,0,0,0,0,5,433,29,3,4,0,469,1588,529,239,42,3,2400,334,131,75,26,8,578,18,8,11,0,0,34,21,6,5,4,0,35,2400,703,339,72,16,3521,4,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,0,5,4,0,0,0,3,9,0,0,0,0,8,0,0,0,0,0,0,25,4,0,3,0,33,17,3,4,0,0,29,27045,13065,12728,4183,1651,58676
LGA57980,55,2636,0,0,0,0,0,0,26,0,0,0,0,33,156,45,12,0,0,222,190,106,92,15,3,407,23,15,18,6,4,57,0,0,0,0,0,0,399,168,122,22,7,720,3,0,0,0,0,5,201,16,3,0,0,218,430,120,43,6,0,604,100,42,32,4,0,181,7,3,0,0,0,11,0,3,0,0,0,4,739,185,83,13,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,2267,888,897,277,63,4381
LGA58050,2305,37417,0,0,0,0,0,0,35,3,0,0,0,36,441,80,19,5,0,544,690,357,228,55,25,1361,53,56,55,28,13,196,9,4,0,0,0,14,1224,493,305,94,40,2160,0,0,0,0,0,0,36,0,0,0,0,38,170,40,15,4,0,229,28,19,13,0,0,66,7,3,5,3,0,12,8,0,0,0,0,11,246,64,31,6,3,354,7,0,0,0,0,9,27,0,0,0,0,27,25,3,0,0,0,29,6,7,0,0,0,13,0,4,0,0,0,8,4,0,0,0,0,4,69,9,3,0,3,87,14,19,9,0,0,37,15001,9323,9417,3970,2347,40062
LGA58190,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,16,9,4,91
LGA58260,5,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,21,31,8,8,136
LGA58330,44,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,5,742,202,149,85,44,1229
LGA58400,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,5,6,4,70
LGA58470,5,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,4,0,10,16,4,8,8,6,38
LGA58510,130,5645,0,0,0,0,0,0,38,4,0,0,0,42,255,94,39,10,0,401,665,311,207,59,18,1261,47,47,30,17,10,151,8,4,0,0,0,12,1021,466,274,85,23,1875,0,0,0,0,0,0,221,32,7,0,0,263,539,145,52,3,0,742,150,86,44,9,4,288,31,17,20,5,0,75,0,0,0,0,0,9,947,279,123,13,9,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4605,2024,1669,441,163,8898
LGA58540,6,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,119,22,43,16,6,203
LGA58570,92,5348,0,0,0,0,0,0,54,3,0,0,0,56,433,92,28,3,0,558,515,285,181,36,6,1018,67,42,63,25,5,200,6,3,0,0,0,6,1077,423,277,60,11,1844,21,3,0,0,0,18,384,21,0,0,0,416,822,172,47,4,0,1049,114,64,40,4,3,223,3,3,0,0,0,12,7,0,0,0,0,7,1353,261,90,18,3,1720,0,0,0,0,0,0,5,0,0,0,0,5,13,3,3,0,0,19,5,4,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,20,8,3,0,0,32,4,0,0,0,0,6,4752,1820,1810,474,102,8952
LGA58610,24,421,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,57,56,31,24,430
LGA58680,5,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,17,17,14,5,134
LGA58760,2882,53372,5,0,0,0,0,5,44,0,0,0,0,47,532,58,7,3,0,603,901,385,219,70,26,1592,75,56,52,27,17,223,22,3,4,0,3,35,1577,502,282,99,48,2510,0,0,0,0,0,0,17,0,0,0,0,18,59,10,4,0,0,72,18,12,0,0,0,32,3,0,3,4,9,21,0,0,0,0,0,0,94,24,6,4,10,138,3,0,0,0,0,4,15,0,0,0,0,15,14,0,0,0,0,16,0,0,0,0,0,0,3,3,0,0,0,10,3,0,0,0,0,3,41,10,0,5,0,56,8,4,9,0,0,17,20272,12980,14075,5829,2935,56085
LGA58820,56,1059,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,18,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,3,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,589,181,179,101,52,1101
