LGA_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
LGA45400,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,14
LGA45540,0,0,0,0,3,0,0,0,0,5,7,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,20,0,13,0,0,31
LGA45680,7,0,0,12,46,0,20,0,5,76,199,12,59,9,27,304,120,9,76,4,22,228,429,59,455,32,85,1061,674,119,803,48,91,1733,230,75,344,33,45,729,22,12,32,8,8,82,8,3,3,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,43,13,44,0,9,107,1799,298,1843,139,295,4377
LGA45890,5,0,3,19,67,0,27,3,9,107,255,6,48,9,11,328,122,5,59,7,13,207,512,29,360,24,44,968,842,88,709,64,99,1797,1182,160,1047,123,164,2674,295,66,264,31,51,705,48,9,45,15,8,128,11,0,8,0,3,34,5,0,5,0,4,13,5,0,4,0,0,10,7,0,5,0,0,13,74,15,47,5,18,151,3451,372,2638,292,421,7160
LGA46090,0,0,4,9,23,0,10,0,4,38,60,5,36,0,9,108,41,4,39,3,0,91,70,4,55,5,16,146,46,13,62,7,3,121,15,8,24,0,0,43,7,0,7,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,20,285,35,240,14,36,613
LGA46300,0,0,0,3,8,0,0,0,0,13,61,0,14,0,0,70,30,0,18,0,6,55,57,6,37,5,9,115,97,13,77,8,4,198,41,7,50,0,8,111,6,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,12,310,35,213,13,32,600
LGA46450,0,0,0,4,15,0,9,0,0,22,110,5,57,4,13,189,56,3,34,0,9,103,57,15,50,0,3,128,24,13,54,0,4,96,4,3,10,3,0,21,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,18,287,36,227,6,31,587
LGA46510,0,0,0,3,8,0,0,0,0,11,21,0,3,0,0,29,13,0,4,0,0,22,75,0,51,3,0,126,197,14,144,7,0,364,203,18,136,11,12,380,100,15,74,8,9,207,15,0,27,0,4,55,0,0,10,3,0,15,0,0,8,0,0,8,0,0,3,0,0,0,4,0,0,0,0,5,9,0,5,0,0,16,655,50,459,36,32,1238
LGA46670,0,0,0,6,19,0,9,0,0,28,33,6,24,3,7,72,36,3,29,0,4,71,33,4,32,0,10,72,16,6,24,0,6,48,17,5,14,0,5,38,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,6,19,176,31,132,8,32,373
LGA46860,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,0,8,7,0,7,0,0,19,3,0,5,0,3,13,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,25,6,25,4,0,59
LGA46970,0,0,0,0,47,0,9,0,0,53,18,12,73,3,0,110,6,7,39,0,0,50,16,3,18,0,0,37,38,0,28,0,5,70,40,0,54,7,7,108,12,0,21,0,0,29,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,176,26,254,14,13,482
LGA47140,7,0,3,18,51,0,22,0,5,76,210,5,45,10,14,281,105,12,69,3,18,204,337,31,296,24,52,738,919,175,1046,80,150,2372,639,159,692,71,87,1656,77,36,93,26,22,254,15,7,22,10,16,68,5,0,4,0,4,12,5,0,9,0,0,6,4,0,0,4,0,10,0,0,7,0,0,8,59,9,57,5,15,150,2448,431,2371,233,380,5871
LGA47290,0,0,0,0,9,0,4,0,0,11,7,0,6,0,0,14,5,0,13,0,0,10,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,9,23,4,31,0,0,55
LGA47490,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,3,5,0,0,17,7,0,8,0,0,17,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,3,27,3,0,63
LGA47630,4,0,0,4,17,0,4,3,0,28,30,0,13,0,4,47,19,6,15,3,0,47,25,4,28,0,0,55,14,6,9,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,20,126,19,88,8,11,248
LGA47700,6,0,0,12,23,0,3,0,0,29,98,0,12,4,8,123,39,3,13,0,4,61,94,7,55,4,10,173,374,33,295,23,44,761,447,81,592,75,82,1282,81,39,108,28,22,279,4,12,14,6,4,42,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,9,30,6,19,0,11,69,1217,179,1130,141,184,2850
LGA47800,3,0,0,0,8,4,14,0,4,27,10,0,11,0,0,27,22,0,11,0,0,34,15,0,14,0,3,34,4,3,13,0,0,17,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,5,0,28,80,9,79,7,11,190
LGA47910,0,0,0,0,4,0,0,0,0,12,12,0,3,0,0,15,12,0,4,0,0,12,12,0,10,0,0,20,9,4,9,0,0,15,3,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,51,4,28,3,7,91
LGA47980,0,0,0,4,7,0,0,0,0,9,28,0,0,0,0,31,23,0,0,0,0,28,99,0,26,3,0,125,281,3,127,17,3,430,341,10,136,12,10,506,144,19,138,15,7,320,65,12,97,13,6,185,27,4,65,9,6,113,14,3,31,8,0,59,4,0,18,4,0,29,4,5,19,3,0,37,18,0,6,0,4,31,1062,63,664,83,39,1908
LGA48050,0,0,0,0,8,0,0,0,0,9,16,0,3,0,0,17,14,0,11,0,0,23,35,0,26,3,0,69,115,5,65,10,11,205,66,15,56,10,14,159,12,0,3,0,0,18,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,13,275,28,168,25,32,529
LGA48130,0,0,0,0,8,0,4,0,3,17,7,0,6,0,4,24,14,0,15,3,0,28,22,9,32,0,0,67,12,5,17,0,0,38,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,27,86,20,88,13,9,214
LGA48260,0,0,0,0,8,0,0,0,0,5,5,0,0,0,0,11,3,0,4,0,0,9,13,0,0,0,0,13,25,0,17,0,0,43,91,0,30,4,4,127,22,0,27,3,4,57,6,0,17,0,0,25,8,0,13,6,0,23,3,3,5,0,0,13,0,0,0,0,0,7,0,3,5,0,0,7,3,0,3,0,0,6,184,13,120,19,12,345
LGA48340,0,0,0,7,24,0,4,0,4,36,65,3,20,0,4,87,25,5,18,0,3,47,30,3,30,0,5,71,4,5,7,0,3,21,3,0,4,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,4,21,163,20,93,9,22,305
LGA48410,5,0,0,10,48,0,10,4,0,59,103,3,23,0,6,133,55,4,41,7,3,109,313,9,180,14,12,526,588,21,326,28,23,991,601,50,344,51,34,1073,263,26,191,25,25,523,67,19,57,10,9,161,17,0,18,5,4,38,4,0,6,0,0,13,0,0,8,0,0,8,5,0,5,0,0,9,41,0,23,5,3,80,2115,136,1233,142,127,3753
LGA48540,0,0,0,14,44,4,26,4,4,75,185,9,81,3,8,289,72,10,37,6,7,123,79,14,55,6,9,164,87,12,89,13,6,200,26,7,33,0,5,77,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,6,34,528,53,338,29,50,995
LGA48640,0,0,0,0,6,0,0,0,0,6,5,0,4,0,0,8,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,17,4,11,0,0,32
LGA48750,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,9,9,0,3,0,0,11,13,0,3,0,0,18,12,7,14,0,5,37,17,6,21,0,0,44,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,62,16,54,5,9,136
LGA48830,0,0,0,4,19,3,7,0,0,26,27,0,12,0,0,44,24,0,13,0,0,41,48,4,35,0,0,87,28,0,11,4,8,56,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,7,0,0,26,171,21,101,5,12,311
LGA49399,17,0,0,38,15,5,18,0,3,39,3,0,7,0,0,13,3,0,0,0,0,6,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,20,67,7,63,0,11,148
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,3,0,0,4,20,0,10,0,0,33,58,0,12,0,3,71,47,0,18,0,4,76,75,3,40,4,7,134,216,28,164,14,22,442,208,33,216,23,33,506,57,9,59,9,11,144,12,3,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,24,0,4,50,722,85,557,50,77,1493
LGA50210,0,0,0,6,23,0,3,0,3,26,59,0,11,0,3,74,72,0,40,3,4,117,165,11,107,10,16,310,335,46,361,18,45,799,344,77,501,43,64,1023,121,44,224,21,16,426,24,15,41,9,6,90,5,4,5,0,0,12,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,9,43,0,18,0,9,71,1194,192,1325,103,167,2977
LGA50250,17,4,0,25,22,0,18,0,0,42,11,0,7,0,3,24,6,0,13,6,0,21,3,0,9,0,0,10,0,0,0,0,0,12,12,0,0,3,0,18,6,0,11,0,0,17,4,0,4,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,25,4,38,0,3,72,298,48,415,34,30,822
LGA50280,0,0,0,0,5,0,0,0,0,9,8,0,6,3,0,14,16,0,9,0,0,26,15,3,10,3,0,34,60,6,40,5,9,111,114,11,127,6,9,268,54,13,55,4,0,122,7,0,24,0,0,30,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,5,17,4,0,37,307,36,301,23,17,678
LGA50350,0,0,0,0,4,0,0,6,0,5,26,0,0,0,0,30,14,0,3,0,0,15,23,3,6,0,0,30,72,0,62,8,7,154,146,12,100,6,12,279,30,9,29,6,6,78,9,4,6,4,0,22,5,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,18,340,25,222,24,38,647
LGA50420,0,0,0,8,25,0,5,0,0,31,65,0,21,0,5,88,67,3,26,0,3,108,197,0,98,5,10,310,422,23,224,23,28,720,727,52,441,39,63,1324,314,40,219,29,31,638,72,9,60,6,13,169,14,3,19,8,4,45,10,4,3,4,0,22,0,0,0,0,0,3,5,0,0,0,0,9,33,5,27,3,7,77,1959,146,1167,114,164,3541
LGA50490,5,0,0,8,17,0,3,0,3,22,52,3,5,8,4,72,44,3,15,0,4,65,104,7,53,8,5,172,401,19,240,20,28,710,693,69,472,46,51,1335,233,22,151,23,15,445,50,10,28,4,7,98,26,5,6,0,0,38,6,0,3,0,0,3,0,0,0,0,0,4,3,0,0,0,0,4,30,4,21,3,9,67,1665,142,1009,105,125,3045
LGA50560,0,0,0,0,5,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,4,3,0,0,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,3,35
LGA50630,5,0,0,8,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,7,0,0,0,0,7,11,0,7,0,0,26,4,4,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,28,8,35,3,3,75
LGA50770,0,0,0,0,0,0,3,0,0,4,9,0,0,0,0,7,9,0,0,0,0,6,7,0,5,0,0,7,9,0,3,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,30,0,18,0,0,50
LGA50840,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,4,0,0,0,0,6,9,0,9,0,0,18,26,0,19,0,4,48,15,5,25,0,0,46,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,6,74,9,57,3,4,145
LGA50910,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,10,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,10,15,0,10,0,0,26
LGA50980,30,0,4,47,31,5,49,0,6,94,36,9,28,3,13,88,21,0,20,0,0,43,49,3,58,8,8,123,60,11,62,7,11,153,73,0,55,7,10,148,70,6,58,3,4,142,52,0,43,0,10,107,42,12,43,0,3,95,25,0,31,3,0,63,13,3,23,0,0,39,9,3,21,0,0,34,47,7,40,3,7,97,552,69,561,38,71,1299
LGA51080,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,0,6,0,3,23
LGA51120,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,8,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,25
LGA51190,0,0,0,0,15,0,5,0,3,28,51,0,11,0,3,65,36,3,18,4,4,69,119,10,54,0,7,194,243,13,180,16,30,479,192,17,173,21,13,415,48,7,45,3,3,113,10,0,7,0,8,29,7,0,10,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,33,751,60,516,47,67,1433
LGA51260,0,0,0,8,11,0,6,0,0,17,34,0,12,3,4,43,41,0,14,0,0,53,37,6,14,9,0,62,114,5,72,4,0,198,259,37,254,30,33,613,146,27,162,23,14,376,22,13,58,9,5,99,9,0,13,0,5,26,4,0,0,0,0,10,0,0,0,0,0,4,4,0,3,0,0,3,27,0,20,4,6,57,710,93,632,67,70,1576
LGA51310,0,0,0,3,5,0,0,0,0,3,3,0,4,0,0,3,18,0,4,0,0,27,52,0,7,0,0,54,66,0,16,0,0,88,103,4,42,3,0,156,93,3,74,4,3,180,56,8,67,7,4,141,30,6,71,14,5,125,21,14,48,11,0,86,12,8,36,8,0,60,20,13,74,12,5,128,9,5,10,4,0,26,484,61,456,68,20,1087
LGA51330,4,0,0,7,36,6,18,0,0,59,70,5,13,8,5,102,48,0,11,0,0,68,139,8,84,8,6,243,563,48,526,40,25,1208,861,196,1034,135,64,2291,210,117,405,86,57,871,51,44,101,25,18,237,17,18,46,7,5,91,12,9,14,0,0,38,0,0,3,0,0,11,4,0,6,0,0,13,57,3,43,11,9,124,2075,452,2316,320,188,5357
LGA51400,0,0,0,0,5,0,5,0,0,4,8,0,4,0,3,18,19,3,9,0,0,28,23,0,13,0,0,41,38,3,48,7,3,103,100,19,173,11,13,327,21,16,39,8,5,84,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,8,0,3,0,4,12,236,47,288,28,32,636
LGA51470,0,0,0,6,0,0,0,0,0,0,9,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,13,3,7,0,0,26
LGA51540,4,0,0,10,12,0,10,0,0,17,32,0,4,0,4,36,10,0,7,0,0,16,31,0,31,0,0,61,23,0,29,0,0,57,15,5,12,0,3,32,7,0,3,0,0,11,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,22,153,6,121,3,7,290
LGA51610,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,5,0,5,0,0,5,0,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,8,25,0,12,0,0,39
LGA51680,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,5,0,0,0,0,8,3,0,6,0,5,16,8,0,6,0,0,20,0,0,4,0,0,9,0,6,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,27,7,35,6,9,78
LGA51710,5,0,0,12,4,3,9,0,0,15,8,0,6,0,0,23,6,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,3,0,0,7,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,44,13,49,3,5,108
LGA51750,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,3,0,0,12,20,0,9,0,0,36,70,0,17,0,0,85,59,4,13,9,0,80,36,0,23,9,0,67,18,4,13,6,0,34,8,0,19,8,3,35,11,4,10,6,3,34,9,17,44,11,4,91,8,0,7,0,0,15,252,33,156,41,12,492
LGA51820,3,0,0,11,27,0,7,0,0,36,81,4,18,0,10,112,69,4,17,0,3,94,121,7,74,4,10,215,383,26,177,15,32,628,1027,79,734,67,117,2024,383,77,499,55,87,1098,100,47,107,18,24,294,28,8,22,8,8,74,12,7,15,3,5,40,3,3,7,9,0,22,15,6,5,0,5,22,50,4,41,7,7,113,2311,265,1729,188,294,4792
LGA51860,0,0,0,0,8,0,7,0,0,10,5,0,0,0,0,3,0,0,0,0,0,0,13,0,12,0,7,34,4,0,0,0,0,4,0,0,0,0,0,3,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,20,50,3,33,0,15,102
LGA51890,0,0,0,0,3,0,0,0,0,6,11,0,6,0,0,21,20,0,13,0,8,34,18,0,36,0,3,56,23,8,27,6,6,63,9,8,11,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,90,13,104,5,15,231
LGA51960,0,0,0,3,8,0,5,0,0,8,8,0,10,0,0,23,10,0,10,0,5,23,17,0,26,0,3,48,13,3,16,0,0,35,6,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,10,74,9,83,5,9,170
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,10,5,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,16,3,14,0,0,30
LGA52100,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,3,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,21,0,12,0,0,32
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,14,0,0,0,0,21,25,0,11,0,0,39,43,0,17,3,0,61,28,0,15,0,0,40,13,0,18,0,0,38,15,3,13,0,0,26,3,3,13,0,0,25,24,7,43,26,3,111,8,0,5,0,0,11,191,15,128,32,13,375
LGA52240,0,0,0,0,3,0,5,0,0,3,5,0,6,0,0,11,4,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,16,0,0,33
LGA52310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,18,0,7,0,0,27
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4
LGA52450,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,5,0,0,0,0,0,4,4,0,6,0,0,10,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,14,4,0,39
LGA52520,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,0,5,0,0,0,3,0,5,0,0,13,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,10,22,0,19,0,0,49
