LGA_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
LGA57490,0,0,0,7,18,0,13,0,0,40,72,0,10,0,5,96,81,3,32,0,11,124,256,19,176,11,30,493,592,55,530,38,81,1300,814,196,1022,107,167,2318,132,69,268,34,36,533,28,18,46,5,12,112,11,0,18,5,0,30,4,0,4,0,0,6,0,0,4,0,0,0,3,0,9,0,0,10,59,4,52,12,0,124,2081,376,2176,212,351,5197
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3
LGA57700,0,0,0,0,6,0,3,0,0,9,3,0,4,0,0,7,14,0,0,0,0,15,9,0,14,0,0,25,47,4,40,0,5,96,80,26,185,7,25,324,36,13,45,3,10,112,9,7,9,0,4,30,7,0,5,0,0,12,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,6,18,224,52,310,15,52,660
LGA57770,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,3,0,0,8,3,0,8,0,0,13,5,0,3,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,16,33,0,13,0,4,54
LGA57840,0,0,0,4,15,0,3,0,0,16,43,0,7,5,0,59,32,0,9,0,0,43,93,4,35,3,3,142,316,6,114,7,12,464,473,11,187,24,16,715,240,6,160,21,18,441,130,9,97,24,14,287,47,11,57,17,10,135,24,7,42,3,6,86,13,5,21,3,3,43,18,12,22,5,3,68,32,3,16,0,3,59,1484,81,784,115,95,2559
LGA57910,0,0,0,18,66,0,13,0,0,82,248,8,47,3,10,313,242,7,84,16,10,363,687,32,405,24,18,1163,1678,111,1022,65,66,2947,2194,149,1384,106,96,3935,947,81,602,50,60,1743,312,53,333,55,39,794,126,38,217,39,28,446,57,17,104,26,13,224,18,16,65,19,10,131,32,15,83,11,0,148,136,8,81,18,21,269,6777,540,4451,442,386,12598
LGA57980,0,0,0,4,8,0,0,0,0,10,15,0,3,0,0,17,11,0,3,0,0,8,43,0,10,0,0,55,77,3,10,0,0,92,174,5,43,4,3,233,153,12,69,9,3,242,86,3,83,14,4,191,39,7,59,0,0,109,19,3,26,6,4,56,12,6,40,0,6,61,20,8,45,6,0,82,19,0,7,0,0,25,675,45,405,37,19,1191
LGA58050,3,0,0,8,31,0,10,0,3,42,90,4,25,3,6,125,49,0,26,0,4,91,157,11,104,17,13,303,540,54,461,21,58,1129,737,139,919,71,133,2003,204,78,344,48,65,739,41,20,61,10,11,147,13,0,21,5,9,51,9,0,12,5,5,23,4,0,4,0,0,6,3,0,6,0,0,12,58,7,46,3,14,132,1958,316,2046,190,320,4830
LGA58190,0,0,0,0,0,0,7,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,8
LGA58260,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,9,16,0,10,0,0,26
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,11,11,0,6,0,0,29,9,3,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,34,4,31,0,7,79
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LGA58510,0,0,0,3,15,0,3,0,0,17,35,0,14,0,0,51,64,0,28,0,0,95,161,5,59,0,0,229,313,12,159,5,6,507,591,14,306,22,18,948,297,19,164,11,4,502,113,5,59,10,4,193,33,0,22,3,9,74,18,0,16,0,0,30,0,0,7,0,0,12,7,0,5,0,4,20,35,0,18,5,4,60,1697,65,860,63,62,2740
LGA58540,0,0,0,0,3,0,0,0,0,3,10,0,4,0,0,7,0,0,0,0,0,0,5,0,5,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,14,20,3,10,0,0,40
LGA58570,0,0,0,0,15,0,0,0,0,10,25,0,9,3,4,39,34,0,0,0,0,34,71,0,11,0,3,92,212,0,46,4,6,267,646,12,151,8,7,822,467,3,176,10,4,668,154,8,87,3,3,262,56,9,56,0,0,123,29,5,34,3,4,69,11,0,16,0,0,32,8,0,13,0,0,23,30,0,6,0,0,38,1763,47,608,34,33,2497
LGA58610,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,9,6,0,0,0,0,3,16,0,5,0,0,17,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,30,3,14,3,0,52
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,5,0,0,8
LGA58760,0,0,0,6,35,0,13,0,4,59,94,4,15,6,5,125,55,8,35,0,10,105,162,24,108,7,15,319,671,72,593,50,68,1457,1136,220,1344,134,193,3025,363,161,700,104,146,1469,74,53,162,42,53,383,23,13,41,14,12,109,8,3,11,4,0,32,0,3,7,0,3,13,0,0,7,4,5,18,71,8,72,9,25,186,2713,572,3128,375,531,7324
LGA58820,0,0,0,0,5,0,0,0,0,5,4,0,4,0,0,12,4,0,0,0,3,9,18,5,4,0,0,29,10,0,16,3,6,30,6,0,6,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,10,52,8,33,7,17,117
LGA58890,0,0,0,4,0,0,0,0,3,5,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,14,0,8,0,3,25
LGA59030,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,11
LGA59100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,14,0,11,0,0,22
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,0,18,0,0,32
LGA59250,0,0,0,0,9,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,4,0,0,18
LGA59310,4,0,0,3,7,0,0,0,0,5,8,0,4,0,0,11,4,0,0,0,0,3,7,0,9,0,0,11,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,11,30,6,21,3,0,57
LGA59320,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,15
LGA59340,20,0,4,45,27,4,30,0,4,68,30,0,29,0,7,65,26,0,29,0,0,63,27,0,21,0,3,54,35,4,28,0,0,63,43,7,41,0,3,98,30,0,15,0,0,49,12,0,19,0,0,28,3,0,13,0,0,21,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,3,13,0,0,39,295,40,285,9,28,655
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,8
LGA59360,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,6,6,0,0,0,0,11,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,21,0,9,3,0,31
LGA59370,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,3,0,4,0,0,5,10,0,6,0,0,14,12,0,14,0,0,26,13,0,10,3,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,46,4,36,6,5,86
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,0,7,8,0,3,0,0,8,12,3,3,0,0,21,13,0,6,0,0,20,31,0,15,0,8,55,29,3,23,0,3,58,10,5,12,0,3,28,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,117,8,79,5,14,213
LGA60410,0,0,0,0,4,0,3,0,0,9,10,0,10,0,4,24,25,0,17,0,8,54,43,9,37,4,21,122,72,13,91,3,12,190,87,11,119,9,16,239,17,5,20,4,3,52,4,5,4,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,11,273,47,316,23,65,728
LGA60610,0,0,0,0,8,0,5,0,0,11,53,0,11,4,0,67,46,6,16,0,4,75,117,18,100,10,25,261,94,13,104,10,9,233,48,14,54,10,6,129,16,0,9,0,0,31,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,20,391,61,307,36,43,840
LGA60810,0,0,0,0,7,0,0,0,0,18,22,0,11,0,0,34,36,4,13,0,0,54,59,7,46,8,15,139,98,16,70,7,6,204,40,17,50,3,10,127,3,0,3,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,20,285,50,212,20,43,606
LGA61010,3,0,0,3,0,0,0,0,0,4,5,0,0,0,0,8,4,0,0,0,0,8,0,0,0,0,0,8,0,4,7,0,0,17,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,11,26,8,34,10,0,79
LGA61210,0,0,0,0,8,0,0,0,0,9,17,3,3,3,0,31,23,5,9,4,0,39,44,11,27,0,4,85,18,4,20,3,3,50,3,3,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,25,135,25,86,14,12,268
LGA61410,0,0,0,0,20,0,4,0,0,28,48,0,9,0,6,71,25,0,13,0,6,42,54,11,50,6,8,122,169,13,123,12,30,344,380,34,302,19,41,775,245,21,213,14,24,512,75,10,74,10,17,185,28,8,17,0,0,52,0,4,0,0,0,10,3,0,0,0,0,3,3,0,7,0,0,9,29,0,14,0,7,50,1086,96,824,61,137,2203
LGA61510,0,0,0,4,3,0,0,0,0,7,17,0,3,0,0,21,16,0,6,0,5,24,19,4,9,0,8,32,46,8,36,4,12,101,38,6,55,0,5,97,4,0,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,140,15,116,11,31,310
LGA61610,0,0,0,9,23,0,12,3,0,40,63,0,21,0,0,85,58,4,27,9,4,99,128,19,78,8,17,248,163,15,155,16,28,383,48,14,75,3,12,161,6,6,3,0,0,16,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,3,13,0,4,34,530,51,398,40,72,1086
LGA61810,0,0,0,0,9,3,5,0,0,20,15,0,0,0,0,24,20,0,8,0,0,28,22,4,17,0,5,44,21,0,17,0,6,45,12,0,6,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,14,110,8,72,3,9,206
LGA62010,0,0,0,0,7,0,0,0,0,18,4,0,5,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,24,6,15,0,0,45
LGA62210,0,0,0,0,4,0,0,0,0,7,20,0,10,0,7,31,18,0,10,0,3,34,22,5,22,4,9,62,27,7,21,6,3,65,16,0,8,0,0,29,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,115,18,77,14,17,242
LGA62410,0,0,0,0,7,0,5,0,0,6,17,0,0,0,0,20,14,0,11,0,0,20,14,0,12,0,9,34,24,0,19,0,3,49,18,0,8,0,0,25,0,0,0,0,0,3,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,0,61,0,13,185
LGA62610,0,0,0,8,19,0,11,0,4,35,89,3,37,4,9,147,72,3,29,0,3,113,118,10,61,3,6,198,281,16,198,10,35,539,513,60,505,36,63,1179,243,37,192,16,14,496,39,9,30,5,4,83,7,3,3,0,0,14,4,0,4,0,0,8,4,0,0,0,0,4,4,0,4,0,0,9,32,4,21,0,5,62,1429,148,1102,84,136,2898
LGA62810,0,0,0,0,24,0,3,0,0,25,62,0,7,4,0,77,36,0,17,5,0,55,111,0,23,7,0,139,298,4,103,5,7,417,582,7,228,10,6,836,474,23,182,9,12,697,236,13,101,10,11,364,95,7,60,0,0,165,39,8,23,8,0,71,18,3,11,0,0,33,16,0,13,3,0,31,53,3,16,0,0,73,2040,75,798,60,42,3014
LGA63010,0,0,0,0,3,0,0,0,0,9,3,0,3,0,0,16,17,0,8,0,0,25,39,0,23,0,8,69,55,9,52,0,9,124,49,13,58,6,5,130,15,3,9,0,0,37,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,196,27,166,11,29,435
LGA63210,0,0,0,0,3,0,0,0,0,4,9,4,3,0,0,14,4,0,10,3,0,19,13,0,14,0,0,32,17,5,18,0,0,34,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,9,44,6,0,117
LGA63410,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,0,9,5,0,7,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,32,4,23,0,0,51
LGA63610,0,0,0,0,5,3,4,0,0,14,35,0,12,0,0,46,20,5,12,0,0,33,23,0,20,0,3,47,97,9,41,7,3,152,224,19,196,13,19,475,178,24,173,15,11,398,64,16,61,12,12,161,17,3,11,3,3,41,0,0,3,0,0,13,0,0,0,0,0,4,3,0,0,0,0,6,17,0,7,0,0,23,686,81,545,60,48,1416
LGA63810,0,0,0,13,9,0,4,0,0,16,9,0,0,0,3,16,22,0,11,0,0,37,68,0,21,0,0,99,79,3,58,3,8,149,31,16,26,0,3,79,3,0,4,0,3,9,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,21,242,22,143,11,23,446
LGA64010,0,0,0,3,43,0,21,0,4,64,135,3,35,0,7,182,123,6,62,0,11,204,297,20,229,17,32,599,479,45,395,38,52,1005,426,58,349,32,30,899,95,22,84,15,12,239,25,5,17,5,3,56,4,0,15,0,0,21,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,49,3,26,0,6,84,1689,167,1229,111,168,3372
LGA64210,0,0,0,3,12,0,4,0,0,16,39,0,15,0,0,50,45,5,15,3,0,64,71,5,30,3,11,119,85,11,83,7,7,185,54,12,62,7,14,141,12,3,22,3,3,48,4,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,26,336,34,249,23,30,677
LGA64610,0,0,0,6,14,0,3,0,0,16,36,0,12,0,3,48,23,0,10,0,0,38,33,0,22,4,3,62,53,0,46,3,11,121,27,8,34,3,3,74,11,0,9,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,14,0,0,38,232,17,151,11,33,450
LGA64810,0,0,0,5,3,0,0,0,0,7,17,0,3,0,0,19,7,0,8,0,0,15,10,0,7,0,0,26,45,8,35,0,7,97,85,17,83,10,10,211,37,4,53,7,6,110,11,3,6,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,226,34,202,17,32,514
LGA65010,0,0,0,0,0,0,8,4,0,11,12,0,4,0,0,12,7,0,3,0,0,12,11,0,4,0,0,13,11,7,13,0,4,31,7,5,23,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,10,60,10,55,5,11,148
LGA65210,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,4,0,0,10,5,0,0,0,0,7,0,0,8,0,0,14,5,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,32,3,16,4,0,58
LGA65410,0,0,0,0,9,0,0,0,0,7,40,0,4,0,0,48,27,0,7,0,4,44,59,3,25,3,3,96,56,15,57,0,8,141,18,0,34,0,3,60,4,0,6,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,16,226,29,142,14,18,436
LGA65610,0,0,0,7,8,0,0,0,0,11,22,0,18,3,0,51,7,0,10,0,0,20,8,0,9,0,4,21,8,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,75,5,62,5,3,146
LGA65810,0,0,0,0,5,0,5,0,0,10,26,0,3,0,4,32,20,0,18,0,0,44,46,0,32,0,0,86,100,11,75,3,9,205,100,20,101,12,12,248,28,10,34,7,4,86,4,4,6,0,0,22,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,19,349,56,296,24,34,749
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,15,3,6,54,39,0,37,0,0,88,35,0,22,3,3,64,19,4,19,0,0,39,38,0,20,0,0,56,89,8,51,0,3,152,207,11,181,0,9,408,166,20,152,12,26,375,83,10,95,9,12,207,32,7,32,5,3,78,15,0,19,3,5,43,9,8,3,0,3,25,4,0,6,3,0,20,41,3,50,0,5,102,826,86,727,38,71,1749
LGA70420,45,0,7,88,18,6,45,0,12,84,19,0,35,0,0,59,0,0,5,0,0,10,8,0,16,4,0,27,11,0,3,0,3,23,10,0,8,0,0,25,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,34,0,3,83,190,35,302,9,47,583
LGA70540,0,0,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,20
LGA70620,78,0,11,134,14,8,24,0,0,47,6,0,16,0,6,24,0,6,5,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,19,137,23,219,7,40,424
