LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA32810,0,17,3,13,16,0,57,0,18,8,12,14,0,45,23,45,28,32,18,0,150,107,29,17,70,15,3,239,85,10,8,59,21,0,181,199,0,0,75,12,3,292,242,3,0,72,7,0,329,152,0,0,31,3,0,185,43,0,0,10,3,0,58,10,0,0,0,4,0,14,3,0,0,0,8,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,3,35,0,0,17,5,0,63,23,7,5,15,16,3,77,933,137,66,404,152,19,1708,4,8,7,4,11,0,30,0,10,7,3,7,0,26,0,34,7,22,11,0,74,25,40,22,49,6,5,149,73,13,4,50,11,5,156,123,10,3,59,19,3,213,256,5,0,76,6,3,354,201,0,0,65,10,0,284,73,0,0,11,3,0,93,18,0,0,5,3,0,27,3,0,0,5,0,0,8,3,0,0,4,0,0,13,0,0,0,0
LGA33100,0,0,0,0,13,0,15,0,4,0,3,3,0,3,0,0,0,5,13,0,16,0,0,0,0,7,0,13,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,11,0,29,0,9,0,24,55,0,90,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,6,10,0,12,0,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,9,0,5,30,0,46,0,4,0,5,5,0,16,7,12,3,23,8,0,59,11,0,5,10,5,0,30,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,0,16,30,26,9,59,54,7,181,0,9,0,0,20,0,25,0,4,0,6,3,0,9,8,4,0,14,7,0,37,9,10,0,9,7,0,38,8,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33220,7,215,12,31,16,8,293,8,230,26,39,27,4,333,120,319,51,214,85,5,798,636,149,41,517,174,22,1531,805,52,15,450,59,17,1394,2276,28,14,681,60,14,3077,1969,7,5,371,46,10,2405,265,0,3,57,20,4,346,58,3,0,28,6,0,93,14,0,0,7,3,0,30,6,0,4,7,7,0,19,0,5,0,8,3,0,17,4,0,0,3,0,0,4,25,0,0,37,5,0,69,88,74,9,110,58,37,388,6278,1090,176,2572,572,112,10801,18,65,3,24,7,5,116,3,85,13,10,3,0,110,45,313,56,118,47,9,585,305,262,57,314,149,14,1101,400,77,20,351,83,8,943,1609,120,19,734,107,26,2617,2679,44,11,693,79,10,3512,1145,7,3,204,23,10,1389,139,0,0,26,10,0,178,30,0,0,7,9,0,39,10,0,0,5,12,0,30,5,0,0,0,6,3,14,0,0,0,4
LGA33360,4,124,5,18,29,0,182,10,144,3,18,52,0,226,16,234,45,83,51,0,426,64,118,39,122,67,4,412,106,37,3,116,34,0,302,343,47,12,172,50,7,625,756,7,5,222,38,5,1039,1177,0,3,226,33,3,1438,480,0,0,52,16,5,555,159,0,0,30,11,0,199,38,0,0,7,10,0,60,14,0,0,13,7,4,35,4,0,0,0,0,0,10,24,0,0,12,8,0,44,141,52,5,65,144,17,427,3347,756,124,1157,559,51,5990,4,65,4,19,26,0,119,29,65,9,5,28,3,139,201,223,4,76,55,0,567,623,177,48,145,48,10,1047,719,60,18,203,36,9,1043,1292,66,22,248,34,8,1677,1268,23,9,237,34,13,1582,590,10,6,136,26,3,765,131,0,0,33,8,0,172,42,0,0,10,5,0,56,13,0,0,6,3,0,26,9,0,0,7,0,0,13,6,0,0,0
LGA33430,45,774,39,79,25,5,960,9,838,32,45,18,4,949,109,858,94,417,132,17,1619,478,511,121,786,239,27,2164,721,138,47,782,152,20,1864,2971,171,54,1608,301,52,5147,9810,111,105,4427,581,144,15173,17375,63,123,4988,547,154,23253,5732,12,26,1516,117,47,7459,1813,4,7,521,30,18,2388,802,3,4,233,27,5,1083,283,8,6,106,16,4,417,134,0,0,41,10,0,190,347,0,0,163,49,8,564,614,242,71,592,137,154,1805,41247,3741,722,16292,2386,652,65032,66,196,16,57,26,3,357,18,321,18,28,13,3,405,107,1320,58,284,82,8,1859,307,724,159,528,196,16,1930,334,254,30,543,86,9,1260,1688,279,77,1008,214,33,3286,8546,310,100,2933,458,95,12454,21015,148,131,5413,625,137,27474,10632,27,31,2123,195,55,13057,3668,9,8,836,60,12,4599,1576,5,3,331,38,5,1957,677,0,0,157,20,0,862,347,3,0,78
LGA33610,0,36,0,17,47,0,108,3,25,0,5,11,0,44,64,43,0,70,33,0,216,114,15,4,101,22,0,256,43,6,0,53,14,0,121,104,0,0,49,11,0,165,81,0,0,49,3,0,130,23,0,0,9,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,10,4,0,22,47,3,85,437,139,9,381,195,7,1172,0,8,0,4,33,0,45,0,6,0,5,13,0,28,27,41,0,42,21,0,129,90,23,3,63,27,5,212,66,7,0,62,18,3,152,84,14,0,57,14,0,159,161,0,0,56,5,0,225,58,0,0,20,3,0,79,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA33620,20,70,0,26,19,3,139,5,113,3,22,18,0,161,57,82,22,192,50,8,415,326,54,13,314,53,11,761,313,9,0,257,30,0,616,809,8,11,354,41,14,1232,590,6,3,152,30,6,788,83,5,0,24,5,0,115,13,0,0,12,3,0,26,4,0,0,4,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,0,4,4,0,16,46,17,3,67,31,13,180,2271,365,61,1433,288,62,4474,6,14,0,19,11,0,53,0,45,3,12,20,0,74,40,102,6,112,35,3,299,214,56,23,217,35,6,561,249,33,10,242,29,5,574,888,32,17,421,48,4,1410,1075,4,3,286,27,9,1403,184,0,0,70,14,0,273,17,0,0,14,0,5,36,5,0,0,6,3,0,19,0,0,0,3,0,0,5,0,0,0,0,3,0,6,0,0,0,0
LGA33800,0,12,0,22,30,0,66,4,18,0,17,9,0,51,76,37,28,85,16,8,249,141,29,5,92,26,5,294,72,7,7,32,4,0,121,131,4,0,29,0,0,161,58,0,0,13,0,0,74,11,0,0,8,0,0,14,4,0,0,0,3,0,5,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,20,18,3,54,509,118,41,312,108,21,1108,0,3,0,8,20,0,37,5,3,0,8,5,0,27,24,31,18,70,11,8,162,87,30,8,83,12,0,230,72,10,4,43,8,0,139,138,10,0,38,4,7,195,68,3,0,27,9,0,106,17,0,0,3,0,4,22,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33830,0,52,4,0,3,0,64,0,39,0,0,0,0,40,0,55,8,0,0,0,61,0,36,0,0,0,0,37,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,190,15,0,9,0,214,0,49,4,0,6,0,65,0,28,0,0,0,0,25,0,58,5,0,0,0,68,0,30,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,18,382,9,30,21,0,464,7,432,42,23,14,3,529,58,680,104,188,110,12,1146,320,317,67,354,266,9,1339,452,126,44,479,352,13,1463,2798,146,43,902,199,20,4111,6660,41,33,1018,162,51,7964,2177,18,5,286,42,17,2536,215,5,5,55,3,0,281,46,0,0,17,0,0,65,23,6,0,8,0,0,39,10,3,0,0,0,0,17,3,0,0,0,0,0,4,35,0,3,14,9,0,63,198,150,20,155,64,39,625,13020,2305,372,3541,1240,160,20636,13,72,8,17,10,0,120,11,139,5,13,4,0,177,55,535,64,132,39,11,837,174,418,88,208,106,13,1005,329,183,43,292,76,7,933,2461,416,106,880,564,20,4451,7612,227,75,1295,227,43,9484,5789,20,15,567,71,27,6494,577,0,4,91,20,6,705,144,0,0,16,7,5,165,34,0,0,3,4,0,39,15,3,0,0,0,0,23,3,0,4,4
LGA33980,67,45,3,14,1838,11,1981,6,36,0,13,296,0,351,13,36,7,27,175,0,261,17,21,3,27,65,5,138,14,10,0,20,17,0,57,28,9,0,23,21,0,82,34,5,0,22,17,0,83,37,3,4,41,28,0,124,41,0,0,14,16,0,69,17,0,0,7,12,0,35,30,0,0,10,8,0,50,54,0,0,10,8,0,78,43,0,0,9,8,0,55,150,0,0,32,42,0,220,73,3,0,39,255,17,398,622,175,26,313,2801,40,3977,41,23,0,18,1441,0,1519,4,22,0,12,219,3,262,69,35,5,30,183,0,308,214,17,0,59,41,0,343,185,12,3,50,28,0,278,287,7,0,37,10,0,345,234,0,3,46,28,0,307,154,0,0,24,15,4,189,38,0,0,3,6,0,49,14,0,0,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
LGA34420,0,14,171,0,22,0,210,0,0,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,181,0,35,0,233,0,37,103,0,10,0,141,0,8,18,0,6,0,33,0,22,4,0,0,0,34,0,9,0,0,0,0,12,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,44,10,16,9,0,82,4,56,6,9,5,0,78,43,70,25,66,41,5,244,67,18,17,130,38,5,276,87,9,12,83,9,3,205,277,10,3,102,10,5,408,546,3,0,165,13,8,739,465,0,0,80,8,5,560,115,0,0,12,4,0,134,20,0,0,9,4,0,37,5,0,0,10,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,7,28,13,8,36,22,13,122,1670,220,83,721,184,36,2912,4,13,0,11,3,0,36,3,25,12,3,4,0,49,25,65,20,45,13,0,174,40,41,27,78,31,3,222,46,6,14,79,17,0,177,252,10,0,104,28,4,399,678,4,0,204,22,0,911,670,0,0,139,10,7,826,148,0,0,45,0,0,197,20,0,0,7,0,0,27,8,0,0,6,0,0,14,3,0,0,0,3,0,9,0,0,0,0
LGA34570,0,0,9,0,12,0,23,0,0,10,0,0,0,10,0,4,41,0,0,0,48,0,3,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,78,0,16,3,105,0,16,0,0,12,0,30,0,11,0,0,0,0,11,0,42,5,0,0,0,44,0,19,0,0,0,0,23,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,8,25,3,8,13,0,48,3,42,8,20,19,0,94,27,37,11,96,22,3,210,123,13,9,133,54,3,346,127,8,4,120,23,3,283,497,3,0,150,46,4,707,687,0,8,131,13,0,838,164,0,0,45,9,0,213,15,0,0,6,0,0,24,10,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,13,33,14,3,47,15,13,131,1717,143,54,771,211,26,2926,7,11,0,8,6,0,19,0,9,7,3,4,0,27,21,48,0,48,17,3,146,53,28,11,85,8,3,194,95,11,6,99,18,0,227,453,15,3,173,39,4,687,903,3,0,220,26,3,1162,335,0,0,79,10,3,429,40,0,0,11,0,0,51,7,0,0,5,0,0,19,5,0,0,5,0,0,12,7,0,0,0,0,0,6,3,0,0,0
LGA34590,39,719,10,25,6,3,809,11,790,11,31,6,5,849,65,1174,49,187,117,7,1602,240,605,43,367,128,11,1393,451,216,32,429,76,14,1216,2168,225,30,889,96,17,3425,7065,110,69,2234,285,79,9839,5628,25,17,1114,110,32,6914,760,4,3,188,28,7,985,147,12,0,38,7,4,203,36,9,0,15,3,0,57,8,4,0,3,0,0,13,8,3,0,4,0,0,9,60,0,0,16,4,0,87,301,265,27,243,65,58,959,16970,4154,290,5795,926,235,28372,26,203,8,24,6,9,262,10,330,3,17,3,0,366,67,1068,22,126,43,11,1344,132,942,55,192,116,14,1448,212,308,17,232,79,14,862,1826,380,37,529,119,24,2913,7435,306,99,1780,266,72,9956,9334,61,47,1731,175,57,11399,1561,10,8,359,27,9,1974,368,0,0,78,6,0,463,104,0,0,24,6,0,134,29,0,0,11,0,0,40,10,3,0,0
LGA34710,0,20,0,3,65,0,92,6,15,0,0,10,0,39,23,24,7,17,18,0,82,30,13,9,29,6,0,89,17,6,5,6,9,0,37,44,5,0,20,0,0,70,31,0,0,13,4,0,49,17,0,0,5,8,0,24,0,0,0,0,3,0,0,0,0,0,0,5,0,6,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,8,0,6,41,3,64,175,94,17,112,177,8,580,0,14,0,0,27,0,39,3,13,0,0,11,0,29,10,16,5,12,11,0,57,28,14,3,18,4,0,66,26,5,3,18,6,0,64,47,3,0,21,7,0,77,42,0,0,21,4,0,70,16,0,0,12,6,0,35,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
LGA34770,4,250,11,49,30,4,352,9,239,21,43,34,4,349,27,397,33,178,62,4,699,131,216,43,280,96,7,776,178,62,12,241,61,6,568,540,62,17,380,67,8,1065,1206,42,44,641,100,16,2050,1961,11,37,788,105,13,2907,1116,0,0,256,51,10,1432,212,0,0,62,23,0,299,59,3,0,25,9,0,95,20,0,0,12,5,0,31,11,0,0,5,0,0,20,32,0,0,21,8,0,60,88,114,23,145,112,36,514,5586,1401,245,3119,751,104,11210,15,93,7,21,25,0,164,7,101,10,21,25,0,167,108,406,33,157,44,16,758,543,302,67,284,60,11,1261,594,110,22,385,68,8,1170,1451,106,39,497,77,17,2177,2499,66,18,736,85,15,3430,1792,16,30,522,73,8,2440,291,0,0,94,14,0,399,62,0,0,24,3,0,88,18,0,0,9,0,0,30,8,0,0,0,0,0,11,0,0,0,0
LGA34800,0,4,0,0,8,0,6,0,0,0,0,0,0,7,0,4,0,0,4,0,16,0,0,0,6,4,0,13,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,13,0,16,4,25,30,0,65,0,5,0,0,9,0,10,0,3,0,0,0,0,3,0,3,0,8,4,0,18,0,0,0,7,6,0,7,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,48,0,8,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,10,3,66,0,6,0,0,0,0,8,0,5,0,0,0,0,5,0,27,0,0,5,0,30,0,27,0,0,0,0,26,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,46,0,17,64,0,125,0,31,4,6,25,0,66,25,74,14,83,33,0,228,38,25,4,53,16,5,155,31,12,0,33,6,0,85,65,4,0,38,9,0,113,117,3,0,35,3,0,163,86,0,0,21,8,0,119,36,0,0,3,3,0,50,14,0,0,0,3,0,26,4,0,0,0,3,0,7,3,0,0,0,0,0,4,4,0,0,0,0,0,5,5,0,0,5,0,0,7,9,16,0,37,68,5,138,443,214,24,334,251,20,1285,0,23,0,11,58,0,90,4,13,4,4,18,0,43,17,14,3,48,20,3,112,66,55,13,51,22,3,211,68,12,3,62,20,0,164,127,19,3,53,10,0,214,232,4,0,34,0,0,283,97,0,0,29,5,0,126,16,0,0,9,6,0,29,4,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34880,0,54,3,23,22,0,103,0,62,7,21,17,3,114,39,106,8,104,52,6,312,116,33,16,134,46,7,357,64,6,14,97,12,0,197,152,11,0,90,15,0,267,162,4,0,92,8,0,269,67,0,0,21,5,0,89,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,19,19,7,27,31,14,113,629,293,55,610,209,33,1834,0,18,0,18,34,0,75,4,20,8,15,13,0,54,7,98,6,75,28,0,224,43,106,22,94,44,3,308,55,16,8,75,14,3,180,130,19,5,123,21,0,295,241,18,0,139,16,3,416,159,4,0,62,3,0,229,19,0,0,13,0,0,38,0,0,0,0,8,0,11,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0
LGA35010,26,794,28,41,20,5,915,13,845,47,45,19,6,977,97,1146,79,372,172,25,1894,558,611,95,676,246,43,2230,802,155,31,720,405,23,2140,3087,185,31,1309,184,29,4825,10475,93,84,2423,241,87,13404,7573,17,17,1223,94,22,8952,1049,0,0,257,18,5,1334,311,0,0,81,8,0,401,97,5,0,21,7,0,125,36,0,0,13,3,0,54,9,4,0,0,0,0,22,90,0,0,38,12,0,140,376,298,52,273,88,93,1177,24601,4161,473,7481,1516,347,38585,32,186,21,37,9,6,290,14,297,25,29,13,3,375,110,1377,86,224,88,18,1902,279,820,136,385,183,19,1829,475,343,54,516,114,17,1524,2636,432,66,1031,711,35,4915,10231,391,95,2435,299,90,13539,13945,77,70,2031,150,57,16332,2614,7,8,437,36,7,3114,708,0,0,128,10,0,849,253,3,0,47,8,0,313,89,3,0,8,3,0,112,28,0,0,9
LGA35250,0,86,3,0,14,0,105,0,25,3,0,8,0,32,0,42,3,0,0,0,44,0,15,0,0,0,0,14,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,12,0,173,14,0,24,3,215,0,24,0,0,24,3,53,0,19,0,0,0,0,24,0,79,3,0,0,0,85,0,34,0,0,0,0,34,0,3,0,0,0,0,3,0,11,0,0,0,0,11,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,113,0,8,161,0,289,0,104,4,4,26,4,145,16,162,5,24,37,0,245,30,59,0,46,34,0,171,47,18,5,60,36,0,169,135,34,5,57,30,0,257,139,15,3,119,35,0,316,245,4,3,141,27,0,433,202,0,0,100,16,0,327,84,0,0,29,7,0,124,18,0,0,10,6,0,36,0,0,0,6,10,0,8,0,0,0,0,0,0,6,4,0,0,3,3,0,12,24,50,5,37,89,11,215,948,568,32,654,522,22,2745,4,63,0,4,120,0,193,0,35,0,0,21,0,63,19,128,5,11,40,0,206,76,127,0,36,33,0,277,108,44,5,49,9,0,219,147,37,0,76,17,0,288,235,32,3,119,25,0,413,328,18,3,122,31,3,507,187,3,0,79,19,0,282,40,0,0,28,7,0,76,17,0,0,7,0,0,21,7,0,0,0,0,0,6,0,0,0,0
