LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA11600,47,16,9,284,120,45,64,37,25,292,12,3,0,0,0,15,328,122,112,59,31,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,12,346,129,114,59,31,675,0,0,0,0,0,0,3,0,0,0,0,3,38,10,7,0,0,51,157,56,52,17,8,289,92,46,65,50,22,281,3,0,0,0,0,4,295,116,123,73
LGA11650,6270,1760,518,29905,10802,6986,9700,5562,2996,36043,500,161,141,81,57,946,30042,15404,16665,7541,3623,73273,4,0,0,0,0,6,95,11,8,0,0,105,1902,258,87,17,0,2263,2508,1028,638,163,44,4377,148,91,120,76,30,454,93,20,12,0,0,137,4749,1409,855,255,73,7347,4,3,0,0,0,5,131,14,0,0,0,149,1577,355,105,25,4,2071,888,365,228,60,16,1556,76,45,35,14,15,188,55,9,8,0,0,79,2736,792,378,105,39,4047,6,0,0,0,0,11,43,3,0,0,0,50,136,45,16,0,3,199,64,38,27,10,0,143,13,17,26,8,9,66,6,0,0,0,0,14,278,106,75,16,11,484,125,51,28,18,14,229,37927,17755,18001,7936,3762,85383,35,9,11,0,0,55,332,40,21,5,9,403,4412,1094,437,72,23,6046,14715,7070,5999,1476,470,29725,13490,8236,10978,5984,3198,41892,278,140,113,68,27,626,33257,16592,17558,7601
LGA11700,32,13,12,128,44,34,31,11,22,142,0,0,0,0,3,8,133,75,63,24,43,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,149,80,65,30,43,360,0,0,0,0,0,0,9,0,0,0,0,11,39,3,3,0,0,47,64,20,22,10,5,122,35,21,26,6,23,107,4,0,0,0,4,11,148,49,48,25
LGA11720,1235,449,173,6502,1462,1010,1375,826,442,5123,110,41,29,12,9,202,5631,2890,2756,1317,641,13242,0,0,0,0,0,0,11,0,0,0,0,12,199,51,13,0,0,266,150,80,48,11,0,286,3,7,8,0,0,19,12,4,0,0,0,17,372,139,66,19,0,604,0,0,0,0,0,0,12,0,0,0,0,15,25,6,0,0,0,37,8,4,5,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,51,13,4,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,4,0,0,0,13,0,7,0,0,0,7,0,0,0,0,0,0,15,3,0,3,0,30,34,16,12,5,0,72,6104,3070,2844,1352,652,14020,15,4,7,5,0,23,74,10,6,0,0,90,877,264,81,24,8,1262,3314,1677,1222,448,170,6833,2215,1446,1908,1044,651,7260,67,35,27,15,4,137,6568,3433,3235,1536
LGA11730,823,339,124,5986,1885,820,942,604,392,4641,112,38,19,7,16,196,6555,2234,1884,969,545,12184,0,0,0,0,0,0,11,0,0,0,0,16,138,14,4,0,0,161,132,52,29,5,0,216,3,10,8,3,0,22,9,0,0,0,0,14,298,78,39,10,0,429,0,0,0,0,0,0,17,3,0,0,0,23,124,25,3,0,0,157,71,22,8,3,0,107,5,8,4,0,0,16,17,0,0,0,0,17,230,58,20,4,3,310,15,0,0,0,0,14,48,4,0,0,4,57,61,12,4,0,0,75,34,10,4,4,0,56,7,3,7,0,3,15,13,0,0,0,0,19,174,32,14,4,5,233,60,16,5,8,0,97,7317,2417,1959,1001,557,13254,24,10,5,0,0,44,124,14,14,5,0,154,942,197,74,18,4,1240,3568,1235,869,304,123,6096,2319,931,1046,615,419,5322,87,31,26,18,14,179,7068,2409,2036,961
LGA11750,73,30,11,469,164,73,116,79,38,462,18,6,6,7,0,31,505,174,200,106,52,1041,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,13,3,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,4,543,186,202,108,53,1090,0,0,0,0,0,0,4,0,0,0,0,4,34,0,0,0,0,38,217,71,66,13,8,374,151,86,98,53,42,431,6,0,0,3,0,13,412,161,160,73
LGA11800,1242,389,169,6984,2603,1380,1691,1003,595,7269,99,41,39,10,14,201,7175,3137,3065,1423,775,15574,0,0,0,0,0,0,28,0,6,0,0,31,461,125,48,8,0,644,448,208,98,46,16,816,51,30,38,15,9,145,25,4,3,0,0,35,1020,372,189,72,25,1680,4,0,0,0,0,4,25,3,0,0,0,28,440,146,52,16,4,653,182,89,52,15,12,347,14,9,5,3,3,36,14,11,6,4,0,36,683,251,113,37,21,1104,18,0,0,0,0,19,42,3,0,0,0,47,73,16,3,0,0,97,25,10,6,4,0,41,5,0,5,0,0,16,17,0,4,0,0,21,182,26,18,10,3,234,90,19,22,14,9,151,9146,3803,3408,1547,832,18736,18,4,3,0,0,21,106,22,10,0,0,134,774,152,79,26,6,1037,3863,1505,1194,380,159,7105,3169,1695,2046,1112,737,8769,91,35,22,12,12,174,8023,3411,3357,1533
LGA12000,63,39,10,479,155,93,98,68,50,469,15,3,4,0,0,24,513,211,167,109,69,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,4,0,9,525,212,173,111,64,1091,4,0,0,0,0,4,12,0,0,0,0,12,62,20,11,0,0,93,287,83,46,38,8,463,221,91,93,111,46,563,8,3,0,0,0,11,592,197,144,148
LGA12150,62,27,10,383,148,74,54,45,46,365,13,3,5,0,0,29,424,186,130,76,59,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,4,443,189,130,76,58,894,0,0,0,0,0,0,7,0,0,0,0,4,57,21,4,4,0,82,183,88,45,27,4,355,138,61,66,48,38,352,5,5,0,0,0,17,390,176,116,85
LGA12160,175,66,15,1338,506,199,229,163,100,1195,31,5,3,0,5,43,1570,487,435,239,114,2842,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,13,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,12,0,7,4,0,21,5,5,3,0,0,18,1627,507,442,240,117,2927,3,0,0,0,0,7,14,0,5,0,0,18,183,26,9,3,0,224,784,241,201,64,22,1315,588,211,221,186,87,1295,29,6,0,3,4,40,1597,495,443,254
LGA12350,191,80,37,1430,540,222,272,146,97,1271,42,7,8,0,0,57,1613,602,490,235,136,3071,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,27,14,7,3,3,0,29,5,5,3,0,0,16,4,0,0,0,0,4,52,16,7,6,0,74,0,0,0,0,0,0,6,0,0,0,0,5,25,4,0,0,0,32,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,3,0,10,18,10,7,0,0,33,1727,625,508,241,136,3233,3,0,0,0,0,5,25,6,0,0,0,29,199,33,17,5,0,256,859,301,198,74,20,1452,611,260,271,181,100,1421,24,4,3,3,0,43,1728,610,486,261
LGA12380,3277,1811,1385,13778,2040,2146,3143,2306,2725,12348,190,81,88,78,145,587,7715,6045,7042,4446,4417,29669,4,3,5,0,4,14,100,18,4,0,0,124,703,454,364,89,43,1653,942,1060,1168,541,332,4040,267,337,482,313,335,1729,54,37,30,18,21,161,2062,1909,2055,966,735,7730,21,9,9,6,0,44,320,118,33,6,3,474,3035,2755,2101,720,256,8868,347,467,536,366,306,2023,23,28,25,22,48,136,109,70,47,19,29,271,3845,3440,2753,1141,637,11818,0,0,0,0,0,0,7,0,0,0,0,13,24,19,19,13,7,85,10,19,22,14,10,89,13,15,16,10,21,74,0,0,10,0,3,16,60,64,64,41,36,272,57,55,31,26,26,191,13739,11508,11950,6612,5863,49677,20,4,5,12,5,41,112,36,21,6,7,188,1202,563,387,162,101,2409,4137,2944,2930,1519,1152,12682,2694,2568,3598,2467,3146,14475,137,93,94,76,104,515,8300,6212,7037,4241
LGA12390,758,282,105,4562,2033,1198,1359,837,492,5923,75,35,22,10,6,151,4786,2489,2198,1145,615,11231,0,0,0,0,0,0,7,0,0,0,0,12,189,48,16,6,0,261,53,34,23,4,0,116,12,3,4,4,5,27,3,4,0,0,0,11,265,88,46,15,5,420,6,0,0,0,0,6,25,3,0,0,0,29,233,57,21,0,0,313,30,15,9,0,0,50,5,3,4,0,0,9,5,0,0,0,0,6,295,76,36,0,5,409,8,0,0,0,0,8,3,0,0,0,0,5,16,7,0,0,0,19,39,18,12,3,3,71,41,11,27,12,11,103,5,6,0,0,0,9,109,35,38,15,19,220,29,13,5,5,0,49,5477,2701,2323,1188,636,12332,3,4,3,0,0,12,38,12,4,0,0,60,372,106,39,27,3,544,2384,1054,761,273,130,4599,2404,1401,1605,966,541,6924,61,30,23,13,6,125,5268,2602,2434,1273
LGA12700,184,65,20,1078,368,173,242,133,66,982,10,3,4,0,0,23,1141,461,461,210,92,2359,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,3,4,0,4,0,0,11,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,3,27,8,3,4,0,0,18,1168,477,472,210,97,2418,0,3,0,0,0,3,35,6,3,0,0,46,158,43,17,12,0,234,619,201,191,46,11,1083,443,231,280,178,97,1220,16,5,3,5,0,24,1272,494,489,242
LGA12730,156,55,9,1016,358,159,185,115,54,871,14,7,7,0,0,34,1106,372,361,182,66,2090,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,7,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,8,9,3,0,0,23,0,0,0,0,0,0,4,0,0,0,0,3,37,4,0,0,0,38,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,49,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,13,4,3,4,0,22,1185,393,368,182,65,2199,3,0,0,0,0,3,10,0,0,0,0,18,103,11,9,0,0,125,600,177,144,55,15,981,387,141,195,108,65,894,17,6,0,3,0,21,1121,334,348,167
LGA12750,521,180,70,4183,1833,591,628,349,225,3624,93,25,17,5,10,151,5428,1452,1230,551,315,8973,0,0,0,0,0,0,14,0,0,0,0,14,140,19,7,4,0,164,231,49,21,10,5,310,17,3,4,0,3,30,5,3,0,0,0,8,395,77,33,11,7,523,0,0,0,0,0,0,8,0,0,0,0,10,137,31,10,0,0,174,68,21,18,5,4,113,13,5,3,0,0,24,5,0,0,0,0,4,235,63,33,7,9,331,3,0,0,0,0,3,19,3,0,0,0,24,44,3,0,0,0,49,10,10,6,0,0,28,0,0,0,0,0,10,6,0,0,0,0,6,86,18,6,6,0,115,39,14,7,3,0,62,6180,1622,1299,579,333,10003,15,7,3,0,0,23,90,11,11,4,0,114,720,127,59,19,5,937,2810,733,610,168,70,4383,2276,672,742,424,265,4378,74,18,12,4,5,115,5987,1570,1441,616
LGA12850,3854,2075,1457,15676,2966,3033,4114,3182,3706,17008,226,148,130,98,157,757,8690,7366,8445,5495,5427,35424,3,0,3,4,5,24,74,7,0,5,0,86,481,273,191,57,19,1024,863,980,999,530,346,3719,100,142,234,178,218,875,51,32,29,18,15,145,1565,1438,1468,788,605,5863,11,6,3,0,0,20,253,77,20,6,0,355,1537,1080,782,233,93,3734,163,192,243,127,73,795,10,12,12,13,19,69,67,36,17,13,5,138,2035,1402,1078,392,186,5101,0,0,0,0,0,4,11,0,0,0,0,18,28,11,8,0,0,52,30,33,32,28,8,133,11,13,11,23,21,80,5,4,5,3,0,11,80,68,59,53,40,298,66,52,39,12,14,180,12436,10319,11084,6747,6277,46863,14,5,0,5,0,25,126,28,11,8,10,183,1104,630,457,163,72,2427,4734,3642,3543,1952,1297,15166,3791,3365,4424,3338,4104,19021,137,94,103,60,92,493,9903,7772,8546,5517
LGA12870,215,78,25,1573,470,208,253,157,74,1167,35,8,4,3,0,50,1676,520,485,245,97,3030,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,36,25,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,68,0,0,0,0,0,0,6,0,0,0,0,6,45,7,4,0,0,59,13,9,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,4,68,18,5,0,0,88,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,8,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,39,15,3,0,0,0,15,1851,543,499,245,97,3242,0,0,0,0,0,4,21,0,0,0,0,21,198,31,8,6,0,242,1004,295,216,62,23,1601,581,218,282,168,86,1333,27,3,0,9,0,35,1827,546,505,243
LGA12900,163,70,27,1080,376,164,198,160,77,967,24,12,9,3,5,42,1147,416,375,241,103,2285,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,3,0,17,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,25,0,0,0,0,0,0,10,0,0,0,0,11,3,0,0,0,0,4,0,0,0,5,0,6,5,0,0,0,0,5,0,0,0,0,0,0,21,6,0,5,0,35,4,0,4,0,0,8,1216,433,379,244,108,2376,0,0,0,0,0,6,9,3,0,0,0,12,123,33,9,3,0,172,607,178,146,66,19,1015,401,173,223,152,89,1035,16,7,4,0,0,35,1162,392,381,221
LGA12930,2363,785,358,8850,2314,2058,3312,1996,1377,11063,129,52,56,37,44,317,6654,4622,6000,2912,1819,22005,4,0,0,0,4,10,36,6,3,0,0,49,357,148,105,19,9,637,778,552,574,185,94,2180,191,207,339,165,138,1042,27,14,11,3,10,68,1395,937,1035,371,244,3985,10,9,6,3,0,26,518,146,36,8,0,708,3035,2390,1433,366,121,7344,585,683,707,314,197,2479,23,33,51,34,44,176,69,53,35,14,14,189,4234,3308,2266,741,373,10918,0,0,0,0,0,0,14,0,0,0,0,21,32,32,13,9,4,84,7,9,13,11,7,43,8,0,11,4,6,24,0,0,0,0,0,3,60,46,39,18,11,171,36,23,23,7,9,94,12386,8932,9361,4046,2450,37172,3,4,0,0,0,14,42,8,7,4,9,73,806,311,186,56,37,1395,3194,2021,2044,653,249,8163,3058,2564,3652,2181,1343,12791,66,30,52,24,26,198,7175,4936,5941,2919
LGA12950,76,35,6,459,210,77,81,70,28,468,15,3,0,0,0,17,561,177,168,113,43,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,581,184,173,112,48,1088,0,0,0,0,0,0,14,0,0,0,0,16,72,16,8,0,0,99,252,99,67,28,7,452,206,71,86,78,25,469,5,6,0,0,0,13,548,197,157,106
LGA13010,145,65,14,1064,317,137,143,109,46,751,21,6,3,0,0,32,1178,382,304,178,65,2105,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,8,6,3,0,0,17,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,28,0,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,10,3,0,0,0,19,19,9,3,0,0,31,1227,395,308,185,67,2184,8,0,3,0,0,8,24,0,0,0,0,30,198,27,7,5,0,235,633,189,136,54,8,1021,392,148,155,88,45,834,18,4,3,6,3,33,1274,366,309,152
LGA13310,479,177,75,3101,1174,632,752,406,242,3194,52,17,15,4,3,97,3331,1429,1282,605,326,6977,0,0,0,0,0,0,4,0,0,0,0,10,96,22,3,0,0,117,81,37,21,8,3,153,19,13,7,5,0,38,3,0,0,0,0,3,194,65,29,14,6,316,0,0,0,0,0,0,6,3,0,0,0,13,44,11,6,0,0,57,6,3,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,56,20,6,0,0,87,0,0,0,0,0,0,6,0,0,0,0,7,7,3,5,0,0,19,4,0,0,0,0,8,4,5,0,3,0,10,6,0,0,0,0,6,24,11,6,4,3,45,11,16,3,5,0,35,3621,1547,1335,622,336,7468,9,0,0,0,0,11,44,5,3,0,0,52,371,85,37,9,3,507,1763,666,473,156,55,3117,1391,701,878,528,289,3786,44,9,8,3,8,74,3622,1459,1403,699
LGA13340,185,81,34,1175,474,175,279,185,103,1218,27,8,4,4,0,40,1298,441,482,271,143,2633,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,16,9,0,0,3,0,20,1326,443,488,281,149,2690,6,0,0,0,0,6,15,0,4,0,0,22,157,29,12,0,0,199,681,224,181,73,22,1175,536,222,285,200,139,1389,21,7,5,0,0,34,1414,485,487,280
