LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA41010,74,25,14,458,77,52,62,39,28,267,12,8,0,3,3,27,405,163,143,69,45,838,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,6,3,4,0,0,8,6,0,0,0,0,3,431,174,146,69,45,861,4,0,0,0,0,3,9,0,3,0,0,5,54,11,9,3,3,81,272,100,84,25,13,500,98,47,71,35,27,283,9,0,4,0,0,13,437,158,171,70
LGA41060,2857,648,217,12639,1575,1118,1801,993,404,5888,133,43,40,12,15,236,9127,4507,4892,1695,646,20868,0,4,0,0,0,7,86,10,5,0,0,101,1314,286,124,24,3,1755,1773,929,674,166,91,3632,298,210,298,144,66,1015,57,21,10,3,4,98,3534,1455,1117,339,165,6607,7,0,0,0,0,7,73,4,8,0,0,84,769,269,133,20,4,1194,140,64,46,11,5,264,6,0,3,4,0,19,17,3,7,0,0,29,1013,345,182,34,9,1586,0,0,0,0,0,0,7,0,0,0,0,5,10,4,5,0,0,17,3,8,0,0,0,15,3,3,3,3,5,12,0,0,0,0,0,3,27,17,5,6,7,52,50,24,22,7,6,103,13744,6347,6223,2081,833,29221,3,0,0,0,0,7,52,13,5,0,0,71,1363,364,142,30,5,1900,6794,3389,3005,687,212,14088,2191,1508,2381,1172,524,7781,72,36,33,8,11,159,10477,5312,5559,1900
LGA41140,160,73,14,1162,340,169,189,131,48,873,24,6,0,0,0,31,1305,398,367,220,64,2349,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,15,3,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,29,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,7,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,16,4,0,5,0,24,10,6,8,0,0,21,1368,409,374,219,64,2429,0,0,0,0,0,5,15,0,0,0,0,15,181,27,16,0,0,223,776,215,141,54,23,1211,393,171,192,139,52,959,10,0,3,0,0,17,1379,422,357,200
LGA41190,39,14,5,245,60,20,37,26,9,151,0,0,0,0,0,0,237,63,82,43,11,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,6,250,67,82,43,11,450,0,0,0,0,0,0,3,0,0,0,0,3,33,0,3,0,0,36,137,26,43,11,3,229,69,18,45,27,13,170,4,0,0,0,0,3,241,50,89,38
LGA41330,36,12,3,164,35,18,18,8,8,87,6,0,0,0,0,6,176,65,54,18,17,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,17,191,65,58,18,15,350,0,0,0,0,0,5,7,4,0,0,0,11,44,8,3,0,0,53,65,20,14,8,4,119,37,11,7,9,3,62,6,3,0,0,5,12,155,47,27,18
LGA41560,256,72,18,1993,514,245,263,161,84,1263,38,3,9,0,0,48,2145,647,544,242,98,3672,0,0,0,0,0,0,4,0,0,0,0,4,40,0,0,0,0,47,31,4,0,0,0,37,4,0,0,0,0,5,0,0,0,0,0,0,74,5,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,23,25,0,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,4,49,3,0,0,0,53,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,13,9,0,0,3,0,18,2291,664,544,247,98,3838,0,0,0,0,0,0,25,7,0,0,0,31,294,31,9,5,5,338,1422,338,194,57,13,2026,707,275,314,160,103,1558,30,5,5,0,0,47,2483,653,519,219
LGA41750,24,3,3,141,42,15,16,11,3,82,0,0,0,0,0,3,148,38,43,21,6,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,16,4,0,0,0,0,4,169,42,44,21,9,279,0,0,0,0,0,0,3,0,0,0,0,5,22,0,0,0,0,28,71,18,18,11,0,117,33,12,13,18,11,81,4,0,0,0,0,3,135,27,34,29
LGA41830,23,5,0,204,55,25,23,17,13,135,5,0,0,0,0,13,245,77,52,21,13,412,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,78,55,26,13,425,0,0,0,0,0,0,9,0,0,0,0,10,39,4,0,4,0,50,145,42,20,8,3,215,45,22,34,14,11,115,6,0,0,0,0,6,241,67,56,22
LGA41960,28,10,0,187,31,20,23,19,8,101,4,0,0,0,0,4,182,47,52,27,7,318,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,194,49,52,25,7,330,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,28,113,29,20,3,0,165,48,19,18,7,7,100,5,0,0,0,0,5,189,50,42,19
LGA42030,502,131,46,2967,666,429,603,284,144,2120,35,7,3,4,4,54,2614,1223,1125,422,194,5579,0,0,0,0,0,0,15,0,0,0,0,18,137,19,10,0,0,166,169,82,32,18,6,301,3,8,10,7,5,30,5,0,0,0,0,12,334,120,47,26,6,526,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,4,0,0,0,0,4,9,0,0,0,0,8,4,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,7,0,3,0,6,16,2990,1343,1181,452,201,6162,0,4,0,0,0,4,17,0,0,0,0,14,213,41,11,4,0,262,1749,811,493,130,34,3209,854,537,678,352,178,2594,19,12,0,3,0,37,2845,1395,1186,486
LGA42110,76,41,16,533,140,56,74,44,34,346,5,0,0,0,0,9,581,158,158,87,49,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,9,0,4,0,0,14,603,162,165,89,49,1062,0,0,0,0,0,0,11,0,0,0,0,16,113,14,8,0,0,135,330,97,78,24,10,540,139,72,53,55,25,339,7,0,0,0,0,10,596,187,144,81
LGA42250,241,68,12,1111,249,134,213,125,49,764,13,3,0,0,0,12,1006,344,478,197,66,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,3,0,3,0,0,6,1016,342,480,197,70,2107,0,0,6,0,0,9,17,0,0,0,0,22,127,18,11,5,0,159,576,166,199,49,16,1007,341,145,214,150,59,909,11,0,0,3,3,17,1078,335,432,212
LGA42600,717,122,26,3244,594,406,682,365,91,2143,30,9,7,6,0,54,2740,1191,1435,502,120,5996,0,0,0,0,0,0,51,3,0,0,0,55,701,147,45,10,0,905,578,190,112,22,0,902,67,42,43,22,3,176,17,3,0,0,0,21,1413,382,201,47,5,2052,0,0,0,0,0,0,85,9,0,0,0,92,489,108,35,3,0,640,172,39,26,6,0,243,19,5,0,0,0,20,13,0,0,0,0,13,771,163,65,11,0,1007,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,9,0,0,5,0,12,25,6,6,0,0,36,4962,1738,1708,565,128,9103,0,0,0,0,0,0,14,3,0,0,0,20,411,71,27,9,0,515,1858,742,675,118,15,3411,801,518,821,425,128,2700,19,7,3,7,0,35,3107,1346,1523,559
LGA42750,83,37,8,597,129,78,52,54,14,341,9,0,4,0,0,16,655,209,145,93,25,1131,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,13,3,3,0,0,17,687,213,151,97,29,1171,3,0,0,0,0,8,21,3,0,0,0,28,131,18,7,0,0,159,394,96,85,28,16,622,166,56,74,60,18,373,14,0,0,0,0,15,726,175,171,90
LGA43080,26,13,0,163,31,19,15,16,8,86,6,0,0,0,0,8,149,51,42,27,9,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,150,52,42,30,11,287,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,0,25,77,26,19,9,0,138,29,7,12,9,8,77,4,0,0,0,0,5,131,43,39,24
LGA43220,23,18,0,144,37,14,13,21,9,100,3,0,0,0,0,3,139,38,48,33,9,268,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,143,38,48,33,9,269,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,93,17,22,5,5,146,39,11,14,26,5,99,0,0,0,0,0,0,147,33,36,30
LGA43360,41,14,0,325,103,40,58,23,7,230,8,0,0,0,0,12,372,94,106,46,8,624,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,385,94,107,43,8,638,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,35,223,50,37,10,4,322,110,48,43,21,8,239,7,0,0,0,0,7,385,99,81,39
LGA43650,300,97,26,1609,552,390,618,356,149,2061,18,8,0,3,5,38,1631,758,936,459,175,3958,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,0,0,16,7,0,8,0,0,20,1656,767,939,463,177,4009,4,0,0,0,0,5,25,0,0,0,0,24,170,11,17,7,0,204,881,302,289,68,19,1572,703,478,666,387,184,2417,21,5,0,0,0,27,1797,801,980,460
LGA43710,127,37,19,696,192,89,134,88,33,539,12,0,5,0,0,15,717,238,267,128,51,1403,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,20,0,4,0,3,0,9,743,245,276,134,51,1437,0,0,0,0,0,0,20,0,0,0,0,27,129,15,8,7,4,161,428,136,121,27,12,727,205,95,158,108,44,605,7,0,0,0,0,12,782,255,289,141
LGA43790,286,82,16,1716,360,170,226,126,78,954,38,4,0,0,0,45,1598,536,527,215,94,2972,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,39,25,13,6,0,0,45,0,0,0,0,0,4,4,4,0,0,0,0,72,16,11,0,0,96,0,0,0,0,0,0,3,5,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,4,0,0,0,19,6,0,0,3,0,15,1697,555,544,219,94,3114,0,0,0,0,0,0,17,4,0,0,0,19,190,22,21,3,0,231,1029,282,217,83,21,1632,410,173,238,160,70,1052,22,5,3,0,3,35,1672,485,469,254
LGA44000,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
LGA44060,2256,465,135,10824,1597,1247,1897,850,358,5952,83,35,30,17,6,178,7931,4117,4275,1349,509,18180,0,3,0,0,0,4,56,10,0,0,0,64,815,179,68,16,3,1075,1372,757,480,107,40,2760,68,75,79,27,28,279,33,5,8,0,0,51,2350,1027,632,148,76,4241,0,0,0,0,0,0,34,5,0,0,0,41,374,161,59,11,5,611,75,58,32,8,9,184,3,0,0,0,0,8,11,3,0,0,0,21,504,231,89,29,15,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,12,32,22,19,0,0,69,10816,5393,5016,1532,604,23360,3,0,0,0,0,3,32,5,7,0,0,53,855,191,76,15,7,1143,5776,2879,2336,511,155,11651,1994,1521,2144,973,413,7043,58,19,17,6,13,111,8726,4612,4580,1514
LGA44210,153,47,16,1133,278,93,133,93,28,626,22,3,0,0,0,28,1337,345,301,154,38,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,3,14,0,0,0,0,11,8,6,4,0,0,14,5,0,0,0,0,8,0,0,0,0,0,0,37,9,3,0,0,41,9,0,5,0,0,16,1386,357,311,157,44,2253,5,0,0,0,0,8,41,0,0,0,0,45,256,33,15,3,3,315,781,183,154,34,15,1167,326,121,152,97,42,732,23,5,3,0,0,28,1431,352,324,133
LGA44340,1847,310,67,7377,1724,1207,2037,1043,332,6340,77,23,15,11,3,136,6201,3051,3994,1380,410,15037,0,0,0,0,0,0,13,0,0,3,0,21,231,63,38,6,0,345,352,168,132,23,5,677,84,55,92,54,8,292,9,3,0,0,0,10,687,289,261,88,19,1343,0,0,0,0,0,0,35,4,6,0,0,46,434,141,75,30,5,686,44,19,19,3,0,83,5,0,4,0,0,12,8,3,0,0,0,13,524,169,105,35,6,835,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,5,3,3,0,0,11,4,0,0,3,0,10,0,0,0,0,0,0,10,6,8,3,0,27,34,10,4,0,0,55,7455,3525,4378,1513,437,17303,0,0,0,0,0,4,43,4,0,0,0,49,657,168,92,5,0,925,3576,1686,1805,287,46,7400,2108,1465,2419,1163,373,7529,18,12,18,4,3,61,6414,3338,4331,1465
