SA3_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
20302,132,77,27,13,247,213,139,43,30,425,984,684,248,106,2022,1129,1030,344,142,2651,1392,1503,514,167,3573,1110,1395,445,95,3051,1564,2162,737,159,4619,1334,2157,913,221,4622,506,596,278,96,1479,68,55,30,5,156,8613,9915,3625,1057,23203
20303,44,21,11,3,81,49,44,11,6,108,293,232,96,25,645,394,409,165,48,1017,518,672,252,45,1485,485,720,232,58,1495,748,1084,415,66,2311,672,1161,542,94,2466,276,347,171,41,831,31,48,10,3,85,3543,4776,1912,400,10622
20401,35,24,14,3,72,63,36,16,13,123,280,227,93,29,628,297,316,156,52,819,371,360,180,44,948,270,308,106,40,722,331,354,169,53,904,213,278,130,37,656,204,233,105,48,585,38,22,9,0,69,2146,2189,988,312,5638
20402,25,20,13,0,64,48,27,9,7,96,251,158,82,30,519,265,262,104,38,668,264,357,127,34,781,229,244,118,33,628,262,302,154,30,749,169,241,103,28,542,146,164,101,34,453,17,17,6,5,48,1728,1835,827,237,4620
20403,29,21,10,7,62,64,37,23,3,127,327,279,131,51,793,398,404,192,65,1059,521,619,245,77,1460,399,475,204,65,1145,503,631,232,63,1422,321,461,202,45,1026,235,265,131,50,683,19,23,10,4,61,2862,3239,1389,442,7931
20501,40,27,9,0,82,67,44,15,6,136,264,204,93,41,598,369,330,170,60,935,380,454,211,65,1115,294,359,160,47,857,358,448,205,76,1083,263,399,201,61,918,192,178,104,53,525,24,44,7,4,85,2297,2515,1184,425,6425
20502,39,16,12,3,71,55,42,24,4,125,270,176,109,36,583,296,247,95,51,686,272,274,117,38,706,170,237,92,20,528,181,231,96,36,540,110,159,72,20,359,151,146,77,31,410,20,12,4,3,44,1606,1560,710,246,4118
20503,40,21,18,9,88,76,52,29,13,171,369,283,134,53,832,345,427,202,51,1033,379,437,186,58,1059,257,341,170,46,814,347,432,197,50,1028,264,276,159,44,737,242,217,127,39,627,26,39,8,0,77,2407,2581,1247,361,6605
20504,68,39,18,13,135,94,70,27,12,204,391,260,107,57,814,404,363,144,67,976,414,524,179,56,1164,337,422,146,45,950,412,511,189,51,1160,339,527,219,58,1143,241,258,118,56,668,27,30,13,10,76,2798,3051,1168,439,7458
20505,28,21,4,9,63,55,31,16,14,117,217,162,83,44,502,223,236,101,29,589,238,269,132,42,686,185,212,104,25,521,216,299,122,33,677,181,274,122,41,614,147,176,88,42,450,18,16,13,0,43,1547,1739,799,282,4357
20601,49,28,7,6,92,75,33,13,5,123,299,141,50,19,500,289,223,60,9,581,432,370,80,24,903,390,382,78,20,875,674,940,167,34,1805,1083,1654,438,68,3245,142,166,60,14,388,27,24,4,4,64,3533,4013,970,200,8719
20602,22,16,0,0,42,30,15,4,3,53,149,79,24,5,259,168,142,23,0,337,225,184,37,5,451,215,227,46,9,503,418,509,96,18,1044,826,1506,441,53,2830,108,118,49,8,281,12,8,3,0,27,2203,2841,733,116,5893
20603,36,17,9,0,57,42,33,13,6,99,211,112,32,7,367,205,169,46,7,424,289,233,66,18,602,283,296,75,16,668,532,633,157,32,1354,1064,1861,653,81,3658,146,152,67,33,398,18,24,17,3,63,2887,3567,1148,212,7819
20604,61,26,5,8,107,76,38,8,11,122,307,134,15,15,474,346,157,27,21,549,486,231,31,8,765,353,150,29,12,551,636,361,43,15,1059,1207,911,184,28,2326,198,148,30,19,393,12,9,5,3,24,3827,2230,392,158,6605
20605,35,14,9,0,58,52,29,9,7,90,203,90,17,16,324,225,124,37,13,397,324,214,41,20,603,289,202,50,12,550,578,469,82,11,1142,1558,1852,501,70,3971,177,195,67,12,447,22,24,7,5,51,3529,3240,818,166,7751
20606,14,4,0,4,22,36,9,3,0,54,97,46,11,3,160,107,56,13,4,182,144,100,21,4,261,125,81,9,0,218,264,173,39,6,475,916,958,297,53,2228,116,132,67,18,338,17,17,6,0,35,1869,1615,473,93,4058
20607,39,22,17,7,81,47,45,13,6,112,158,60,18,22,263,181,111,30,6,321,272,142,34,3,452,233,175,23,3,442,495,402,66,7,973,1271,1517,392,38,3220,132,123,59,19,335,22,15,6,4,46,2900,2662,668,134,6358
20701,96,79,13,0,189,98,88,22,6,209,422,370,79,18,886,492,428,98,24,1042,676,577,163,16,1441,578,603,145,26,1350,1137,1324,333,44,2841,3092,6187,2258,402,11943,512,690,281,76,1556,50,78,25,0,152,7373,10618,3465,628,22080
20702,119,90,20,3,227,182,128,28,7,347,553,450,123,23,1150,589,553,141,19,1301,712,711,160,25,1610,526,630,157,30,1348,870,1160,276,37,2340,1145,1971,533,92,3740,350,361,118,36,859,40,52,14,7,106,5325,6276,1616,276,13497
20703,96,73,11,5,185,159,96,22,4,276,536,325,58,10,923,520,437,81,15,1059,633,573,122,25,1349,507,582,141,21,1250,872,1166,271,48,2354,1242,2396,768,144,4548,263,348,118,28,757,15,36,7,0,58,5044,6144,1617,300,13096
20801,36,26,6,5,70,38,31,5,0,77,181,135,33,11,350,233,200,49,10,492,369,341,87,11,810,366,384,89,22,855,750,932,295,38,2012,2067,4155,1491,221,7938,289,417,203,56,958,33,44,12,3,91,4431,6736,2274,367,13810
20802,83,30,17,4,132,118,83,18,21,250,523,366,78,52,1018,596,485,121,58,1256,821,752,175,42,1792,781,798,184,47,1810,1317,1661,415,83,3468,2409,4536,1530,246,8719,349,469,206,86,1114,56,64,30,10,162,7212,9357,2807,660,20043
20803,54,34,11,3,100,116,41,15,0,173,423,287,72,20,805,510,524,132,32,1196,764,856,191,27,1838,774,983,236,22,2017,1260,1768,458,83,3575,1528,2670,815,147,5158,289,360,145,37,838,34,47,18,3,108,5853,7646,2110,385,15983
20804,11,11,0,0,22,14,11,0,0,25,91,36,10,4,143,119,66,10,0,200,138,108,19,5,263,127,142,39,6,315,295,298,74,6,671,786,1572,607,94,3055,86,144,83,18,337,12,20,3,0,36,1703,2427,851,144,5125
20901,59,46,14,11,133,113,67,10,14,203,437,318,91,50,901,563,557,138,35,1284,726,813,222,41,1792,707,903,207,46,1871,1254,1707,448,96,3500,1523,2894,962,157,5534,304,419,128,47,906,42,39,20,8,102,5835,7840,2266,522,16457
20902,85,70,24,7,181,159,94,21,18,289,510,361,115,39,1023,564,441,140,44,1190,621,549,137,38,1343,501,533,123,27,1185,772,968,230,43,2010,667,1171,308,58,2206,185,238,76,35,533,36,26,12,0,84,4247,4550,1227,331,10352
20903,34,13,4,4,58,54,19,14,8,90,210,172,63,7,449,270,300,106,21,697,387,480,158,35,1062,399,568,180,30,1176,723,1106,364,57,2250,944,1800,704,117,3567,219,317,134,53,724,38,34,9,6,81,3310,4843,1749,340,10243
20904,301,270,131,42,743,408,400,170,85,1057,1819,1663,579,239,4296,1946,2236,706,242,5129,2279,2816,884,244,6225,1739,2181,714,172,4799,2088,2940,927,229,6179,1191,2185,819,231,4432,661,797,326,180,1959,134,147,68,16,360,12938,15984,5482,1793,36196
21001,39,18,12,0,64,69,40,22,0,125,282,186,59,11,536,273,288,90,18,670,376,450,121,25,979,386,429,124,30,971,589,924,246,24,1789,683,1397,469,92,2637,151,186,74,23,427,42,34,13,3,88,2945,4006,1246,238,8441
21002,13,5,8,0,22,17,18,9,0,43,103,89,36,22,245,129,178,63,19,392,203,255,103,34,590,186,265,97,21,569,316,473,174,35,999,302,628,256,82,1267,124,155,67,21,364,13,10,6,0,37,1424,2095,826,234,4574
21003,72,76,39,31,220,118,91,57,17,284,417,350,186,92,1045,482,437,148,87,1153,543,544,168,75,1332,406,466,125,43,1037,673,832,200,40,1745,642,945,272,67,1913,152,179,76,45,458,29,35,21,21,107,3661,4064,1346,560,9629
21004,20,16,5,3,49,41,35,10,4,91,209,173,56,10,449,279,266,110,26,694,421,457,132,36,1036,363,399,124,35,918,418,544,180,43,1184,324,501,206,51,1087,112,159,74,26,373,17,22,11,4,50,2249,2603,909,242,6002
21005,291,381,224,162,1057,447,491,281,187,1400,1657,1702,857,479,4694,1577,1834,696,373,4483,1592,1894,661,338,4491,1094,1403,506,198,3205,1306,1738,591,277,3908,798,1316,540,227,2875,489,621,335,241,1690,120,155,76,50,400,9847,12056,5142,2797,29835
21101,125,100,23,8,253,194,131,33,11,373,875,679,185,51,1791,1050,996,291,77,2405,1359,1380,374,91,3206,1214,1399,394,72,3073,1623,2306,545,105,4581,1340,2314,783,163,4602,459,504,217,71,1249,59,46,20,4,126,8481,9985,2906,650,22019
21102,11,11,0,0,24,21,16,0,0,39,71,84,17,6,175,115,124,43,4,285,117,164,54,13,344,126,149,51,10,335,212,351,87,24,675,463,809,393,84,1750,84,124,67,17,297,3,14,7,0,29,1252,1879,731,161,4016
21103,75,76,16,10,180,121,101,31,21,275,509,385,149,52,1091,648,582,185,54,1471,795,872,234,60,1962,753,923,267,64,2005,1097,1566,485,94,3240,1103,1840,654,125,3718,266,359,148,44,823,39,49,10,3,102,5528,6824,2211,523,15087
21104,50,41,10,0,103,79,73,12,5,171,320,215,52,18,607,324,316,69,19,720,442,486,88,18,1045,368,490,104,21,983,598,979,234,31,1844,698,1361,375,65,2505,168,201,67,21,453,18,13,7,3,38,3172,4235,1039,202,8645
21105,75,65,22,9,166,122,81,49,11,268,701,591,191,68,1549,853,1062,344,120,2377,1195,1404,513,157,3267,1063,1368,476,115,3018,1456,1913,644,156,4170,1150,1816,698,195,3856,459,559,265,118,1399,65,60,35,15,174,7242,9003,3263,968,20469
21201,75,67,17,16,181,135,134,44,13,332,681,606,281,117,1691,826,967,405,150,2347,997,1246,424,157,2818,811,1046,397,118,2374,919,1290,473,126,2806,567,1047,406,141,2158,281,419,195,108,1004,52,70,26,5,152,5450,6959,2698,992,16091
21202,121,111,46,33,318,199,172,96,60,526,920,778,309,160,2173,923,985,368,171,2450,1126,1285,393,140,2941,868,1102,369,126,2464,1135,1643,456,164,3398,908,1592,571,194,3263,397,494,229,136,1250,58,72,25,18,175,6860,8384,2937,1265,19437
21203,192,231,100,82,612,370,420,167,121,1075,1685,1734,696,384,4497,1906,2295,760,367,5328,2279,2851,885,356,6377,1703,2238,691,222,4854,1821,2662,817,295,5594,1006,1724,594,268,3591,620,753,380,269,2027,117,119,42,23,293,12023,15320,5269,2492,35110
21204,344,215,102,60,722,470,326,162,81,1041,1673,1255,466,211,3603,1572,1426,440,189,3626,1534,1475,462,168,3636,1021,1167,345,109,2641,1203,1524,430,127,3280,760,1297,405,125,2587,496,509,216,138,1361,92,84,26,22,222,9623,9619,3219,1338,23791
21205,181,103,39,5,332,258,183,53,10,508,963,749,170,33,1916,991,961,199,40,2191,1167,1300,269,50,2783,985,1223,258,40,2513,1673,2252,445,74,4445,2085,3618,882,148,6726,521,657,186,54,1407,69,67,19,5,168,9183,11366,2580,472,23599
21301,289,220,109,42,665,444,337,149,77,1015,1416,1203,491,203,3316,1329,1254,450,187,3215,1296,1404,404,131,3241,976,1167,348,116,2615,1168,1481,469,151,3273,732,1338,500,139,2705,499,536,247,142,1427,92,79,19,15,209,8739,9381,3354,1285,22758
21302,69,32,24,10,133,81,58,16,7,160,355,240,89,36,713,426,345,91,36,905,523,511,147,36,1214,487,516,136,37,1173,798,1056,260,51,2169,1161,2007,558,102,3830,210,252,103,51,614,28,27,14,0,71,4222,5100,1469,400,11191
21303,77,39,17,0,137,94,64,26,6,194,430,261,68,20,777,388,292,77,22,784,454,366,87,28,928,395,408,104,6,921,687,828,180,36,1733,956,1537,350,40,2894,152,171,77,31,423,32,14,5,0,56,3770,4045,1009,215,9039
21304,177,192,71,54,495,293,296,135,81,801,1195,1296,542,223,3250,1402,1702,623,283,4013,1654,2168,706,207,4741,1254,1720,556,177,3706,1516,2369,764,211,4857,1118,2020,743,241,4121,501,623,310,212,1640,105,139,49,23,320,9478,12776,4608,1770,28629
21305,307,302,134,79,822,497,487,211,117,1309,2088,2101,692,383,5264,2333,2563,794,357,6049,3054,3299,893,341,7588,2105,2471,612,250,5428,2852,3573,793,312,7534,2433,3353,788,256,6824,782,915,421,266,2383,149,163,42,25,378,17042,19592,5556,2526,44713
21401,68,44,28,6,151,116,81,25,13,234,633,468,180,65,1339,796,799,299,94,1979,1066,1147,363,71,2649,938,1091,346,72,2446,1162,1512,481,108,3262,855,1313,475,111,2754,372,434,187,81,1067,53,61,26,10,149,6175,7001,2425,635,16241
21402,69,36,10,5,126,110,79,31,6,224,616,464,182,42,1313,741,784,288,65,1874,976,1133,376,89,2573,814,1101,371,75,2361,1172,1719,565,103,3562,1187,2086,882,197,4346,468,592,284,100,1439,60,67,17,6,155,6319,8122,3028,703,18170
21501,47,35,13,0,99,73,38,26,5,147,297,273,144,44,753,321,339,158,57,872,347,391,171,46,956,270,256,128,32,695,297,304,142,43,789,204,200,135,29,573,185,214,110,40,541,32,17,3,5,54,2122,2111,1047,312,5591
21502,45,33,18,9,107,64,39,29,15,151,282,238,119,69,703,340,326,129,52,843,351,374,141,52,918,247,317,123,31,715,294,364,156,52,864,185,273,113,38,613,163,188,118,61,534,22,24,16,9,73,2063,2214,983,402,5667
21503,39,11,11,0,60,50,34,29,6,131,207,162,87,41,499,218,186,109,37,549,229,234,126,41,640,170,161,106,26,457,156,166,85,27,438,110,140,79,37,361,110,115,53,41,323,18,12,16,0,52,1348,1261,709,262,3583
21601,33,10,4,6,50,36,16,19,4,76,211,153,78,34,473,208,191,117,51,569,240,251,112,44,643,169,222,93,27,521,204,221,126,32,577,104,174,106,24,414,130,151,64,28,373,14,16,7,5,43,1372,1421,745,262,3800
21602,20,22,3,3,49,40,32,20,10,88,137,124,56,29,335,154,180,74,36,447,162,175,79,22,437,132,143,79,24,382,115,156,96,33,399,76,94,78,26,272,84,98,55,23,264,19,12,6,4,42,962,1063,548,215,2783
21603,55,54,26,36,167,75,53,39,28,198,358,276,137,80,848,424,434,158,85,1095,432,476,178,60,1151,344,362,165,54,922,364,500,197,46,1105,255,400,178,55,884,163,225,91,68,548,31,30,11,19,87,2568,2876,1212,569,7224
21701,29,17,13,3,64,41,21,12,8,83,213,140,66,26,452,225,218,88,38,571,214,244,88,28,571,181,172,66,19,436,165,194,99,14,479,114,155,77,22,373,139,114,72,20,347,17,10,6,0,36,1375,1334,594,193,3491
21703,28,22,6,5,63,47,26,20,10,100,204,152,79,36,470,219,209,130,36,593,217,225,115,44,602,160,186,80,31,466,191,205,109,41,550,92,157,106,41,394,111,114,93,42,362,23,11,17,4,51,1317,1336,771,286,3716
21704,24,15,3,0,40,48,25,13,4,90,259,189,87,35,573,280,302,129,48,762,384,395,147,64,987,278,338,149,40,807,303,421,194,46,963,217,347,190,43,800,147,161,125,37,470,22,16,7,0,52,1988,2226,1057,328,5600
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,35,20,7,3,66,51,37,13,15,112,290,184,82,39,597,388,379,122,42,932,544,574,172,49,1335,475,582,185,59,1301,732,960,299,72,2060,607,1044,393,115,2153,265,266,102,40,668,19,24,4,3,49,3441,4089,1391,439,9359
30102,65,29,18,3,113,76,37,16,10,129,359,225,98,35,720,444,431,158,65,1097,623,663,225,69,1580,519,692,214,59,1480,826,1065,326,88,2302,816,1291,396,109,2611,313,363,178,72,925,39,41,11,6,99,4141,4886,1664,523,11209
30103,32,20,9,3,61,55,31,12,0,102,276,167,71,31,541,349,288,85,34,752,483,544,145,35,1198,484,524,147,32,1191,740,1025,283,63,2118,866,1531,460,114,2969,210,255,109,46,613,20,23,5,0,46,3565,4422,1326,351,9662
30201,19,12,0,4,38,26,17,9,7,58,172,100,31,14,314,237,199,44,24,503,350,332,94,31,804,323,354,105,18,802,511,673,176,40,1402,587,998,288,63,1931,137,162,63,40,404,15,15,7,0,39,2405,2871,828,243,6353
30202,32,21,9,8,63,49,37,12,8,102,257,190,40,20,504,338,246,74,28,681,435,378,100,38,948,404,406,123,34,961,666,894,227,37,1821,810,1437,514,93,2852,194,212,80,35,522,20,17,3,0,34,3223,3871,1194,286,8573
30203,20,4,0,4,33,37,19,3,7,69,158,98,23,6,287,195,151,61,12,414,272,221,67,16,574,242,263,63,13,582,424,434,103,18,977,431,644,190,28,1301,109,121,31,16,270,10,7,0,0,25,1924,1976,549,126,4575
30204,31,31,12,12,82,68,41,12,3,131,321,253,62,29,656,362,324,101,37,823,456,471,135,41,1104,423,449,123,27,1018,570,736,189,45,1535,469,674,230,38,1413,176,193,88,31,493,19,20,0,0,40,2945,3222,955,274,7395
30301,26,9,0,0,38,40,25,12,6,77,164,110,25,5,308,206,138,46,15,402,329,260,80,22,692,289,307,93,26,712,587,717,198,39,1533,857,1503,507,102,2962,150,178,79,23,435,11,17,6,0,35,2688,3288,1048,236,7258
30302,38,21,7,0,63,56,15,3,4,77,216,139,30,12,392,243,147,54,5,453,331,272,76,19,694,292,291,89,16,688,623,732,178,39,1565,989,1625,579,97,3290,150,178,73,34,439,4,13,4,0,25,2997,3452,1106,225,7776
30303,71,55,20,6,143,111,79,17,12,224,408,350,108,35,903,474,448,112,46,1081,584,579,203,34,1402,430,608,171,54,1267,710,1086,256,67,2120,700,1225,377,82,2379,213,271,96,40,616,18,36,4,3,63,3853,4826,1389,386,10458
30304,20,25,7,0,56,23,26,8,0,61,148,91,40,7,295,178,154,36,16,386,222,236,60,7,533,187,252,78,20,535,403,532,117,27,1079,440,791,252,53,1534,97,115,44,19,277,11,10,0,0,20,1760,2257,652,158,4832
30305,65,58,21,17,156,112,90,25,34,267,472,452,118,61,1105,534,575,194,70,1377,651,661,191,67,1574,493,546,172,45,1268,616,827,210,63,1721,440,643,206,60,1341,207,239,92,61,594,20,29,5,9,62,3739,4220,1288,511,9758
30306,61,52,28,16,149,110,88,22,12,233,399,314,111,47,871,389,335,109,58,888,442,388,102,48,986,279,308,86,37,710,341,450,109,38,937,282,437,145,43,905,145,185,71,36,438,20,10,4,7,41,2573,2622,817,367,6379
30401,20,16,3,0,40,37,19,12,0,63,116,83,30,13,249,149,135,40,10,341,196,245,64,19,520,199,257,76,18,558,387,535,147,36,1104,479,787,233,45,1539,108,142,49,20,322,10,10,0,0,15,1720,2237,657,172,4793
30402,20,15,0,0,29,26,26,4,0,55,87,99,30,9,225,176,161,53,20,407,221,266,75,21,581,223,323,78,26,652,455,703,238,41,1442,924,1737,634,136,3436,184,224,108,20,537,15,22,6,0,42,2361,3603,1238,276,7477
30403,17,26,10,0,46,44,29,7,0,77,157,106,22,10,297,193,167,36,10,403,229,230,54,9,527,188,199,57,12,456,380,464,138,13,995,767,1323,504,97,2686,125,145,78,26,378,12,15,5,0,23,2168,2735,926,172,6010
30404,17,17,3,6,37,34,13,7,3,58,138,102,30,10,278,224,186,70,18,496,270,330,105,20,738,296,416,124,27,870,590,837,276,44,1744,662,1370,458,87,2579,125,214,79,32,447,13,8,7,0,25,2392,3508,1163,256,7315
30501,30,18,8,0,61,27,29,10,0,64,174,106,22,4,300,189,125,23,6,344,351,186,30,6,576,218,152,35,7,411,455,294,61,10,813,854,793,251,53,1949,154,119,51,8,332,18,8,5,0,28,2549,1855,491,95,4987
30502,11,9,0,0,18,16,10,0,0,28,95,37,11,3,149,133,95,24,9,248,162,140,39,6,340,170,148,36,8,363,350,385,100,13,846,827,1408,477,90,2803,122,114,55,17,306,13,10,0,0,17,1910,2369,740,147,5164
30503,36,16,3,0,59,47,21,7,0,73,210,107,29,11,364,232,180,43,15,466,344,263,61,9,677,309,249,63,13,636,642,640,152,33,1466,1429,2276,900,164,4760,186,225,117,31,565,16,19,4,0,43,3500,4033,1397,280,9214
30504,17,8,0,0,26,30,12,3,0,40,128,59,16,3,204,135,78,16,0,227,195,157,49,8,410,171,139,55,12,370,411,468,133,23,1041,1027,2010,815,164,4028,140,174,81,33,430,8,4,6,3,26,2285,3126,1175,252,6842
30601,37,24,7,0,70,41,31,8,8,88,199,193,73,26,495,295,297,87,27,701,363,441,123,39,978,330,431,124,34,912,481,615,196,59,1345,370,529,190,42,1136,253,305,120,53,724,10,20,5,0,43,2431,2916,934,298,6575
30602,58,63,32,16,165,131,79,31,25,268,434,410,168,88,1105,547,499,199,97,1332,605,588,202,91,1491,467,484,171,53,1175,533,682,230,65,1503,410,512,204,46,1170,387,404,173,112,1070,39,26,14,11,89,3702,3796,1440,634,9577
30603,40,31,9,14,87,49,39,15,13,121,185,155,70,55,467,176,181,99,38,504,195,184,64,30,471,133,129,50,21,332,146,158,59,17,378,93,96,31,10,241,135,135,64,44,380,19,14,14,0,40,1222,1164,490,267,3133
30604,7,5,0,0,12,12,11,5,0,31,60,37,19,10,128,67,60,25,9,163,58,64,24,6,154,55,54,17,7,127,32,42,17,4,97,37,45,15,3,95,45,48,19,9,120,5,9,0,0,17,384,386,147,51,966
30605,27,19,8,5,62,48,25,22,16,112,194,157,66,38,457,185,174,99,52,502,197,202,83,47,532,142,177,65,34,426,208,235,90,22,564,117,170,72,25,380,180,184,105,41,514,23,17,12,4,53,1366,1391,635,292,3676
30701,32,14,17,15,79,49,34,20,15,115,189,160,99,40,490,217,229,104,57,608,211,263,127,53,657,166,181,94,32,468,189,237,127,28,586,159,196,105,31,494,218,307,169,74,769,28,11,13,9,63,1505,1677,879,352,4415
30702,30,20,17,4,76,53,39,25,12,117,224,190,97,73,581,213,209,110,71,602,244,252,130,64,688,178,217,110,38,538,193,233,118,38,586,138,157,67,29,389,181,216,124,65,588,16,7,9,12,42,1505,1563,812,407,4288
30703,30,32,11,13,88,62,39,21,15,131,247,183,91,52,576,222,246,127,54,642,238,209,129,43,617,140,152,69,23,385,168,172,69,30,439,89,98,68,26,284,161,157,102,40,454,25,13,5,0,46,1416,1338,705,299,3762
30801,15,6,4,0,25,16,14,9,7,43,72,54,37,18,182,86,81,57,26,256,118,169,91,31,405,118,150,83,29,384,173,259,131,48,607,201,288,144,47,683,168,185,108,54,522,11,12,12,3,41,1009,1251,697,272,3218
30803,74,54,17,5,152,107,65,29,19,217,459,297,146,80,979,528,447,194,85,1253,636,760,310,112,1813,517,716,224,93,1549,755,1030,380,119,2287,632,871,320,104,1928,637,794,404,157,1999,47,38,9,4,106,4478,5117,2046,791,12421
30804,4,7,0,0,17,6,7,3,0,16,49,45,26,10,126,64,50,29,13,162,59,113,32,19,220,65,75,46,13,200,80,114,49,30,275,75,94,47,16,229,67,101,53,21,237,14,12,4,4,36,508,619,297,131,1557
30805,41,32,7,10,86,57,37,16,15,121,246,174,106,44,569,281,304,138,63,784,322,430,163,84,1000,263,405,143,65,872,423,559,223,65,1272,396,569,211,60,1241,309,366,152,60,882,37,21,8,9,75,2429,2926,1184,473,7021
30901,37,17,8,6,62,55,35,5,3,98,233,155,33,8,432,275,242,65,13,595,344,346,82,16,788,310,342,90,19,756,428,593,179,20,1218,577,841,275,61,1756,179,222,51,22,477,21,24,12,0,53,2502,2854,816,166,6342
30902,33,20,3,0,60,44,37,13,0,92,223,168,50,20,465,295,277,68,23,667,346,372,122,26,864,290,375,120,22,800,457,552,175,33,1213,372,594,214,53,1239,191,219,94,20,525,18,26,9,0,47,2311,2674,862,193,6044
30903,49,43,13,9,113,82,52,14,7,158,378,230,65,30,703,349,273,83,29,729,474,340,101,15,933,314,291,72,17,690,397,435,93,22,946,393,497,139,34,1058,185,183,61,18,440,36,23,4,0,62,2743,2414,672,176,6001
30904,19,10,5,3,31,26,16,5,4,46,97,59,34,8,208,110,113,39,22,283,122,148,51,18,346,127,145,43,19,328,162,185,67,22,427,124,173,56,19,367,100,80,49,18,253,8,6,3,0,23,919,958,358,132,2374
30905,16,17,12,0,46,31,23,4,0,61,159,145,51,15,373,203,211,77,30,514,263,325,96,27,715,231,306,95,18,656,321,522,184,47,1064,295,595,254,65,1210,123,172,84,25,407,9,26,5,4,48,1682,2370,875,240,5161
30906,32,32,10,6,85,80,39,19,9,150,405,310,102,45,862,491,460,148,59,1151,530,634,183,51,1405,455,602,149,45,1250,550,798,254,63,1661,415,623,233,71,1337,239,273,139,50,693,31,24,9,6,73,3299,3847,1258,416,8819
30907,91,74,29,18,208,158,117,61,23,352,801,744,311,132,1993,1021,1076,422,178,2702,1317,1525,500,165,3514,1006,1256,428,145,2834,1223,1803,552,189,3760,977,1643,581,183,3380,515,717,364,159,1767,70,81,37,14,197,7349,9132,3313,1229,21015
30908,41,32,8,0,79,49,45,16,0,107,281,210,64,23,584,354,329,84,26,788,420,424,103,32,972,326,376,99,17,821,428,532,122,35,1123,276,514,140,34,959,189,214,68,23,499,19,31,3,0,56,2445,2745,726,191,6112
30909,52,38,12,9,104,74,44,14,3,141,377,220,67,26,695,352,291,79,15,734,396,314,85,29,834,288,281,66,18,652,385,435,105,28,943,261,428,128,36,856,164,156,76,31,426,18,22,10,0,56,2450,2282,661,207,5600
30910,36,14,3,0,60,42,40,3,0,84,194,134,23,8,358,187,113,44,16,359,196,132,35,8,372,138,119,38,10,305,171,215,45,9,449,303,456,141,35,936,127,115,55,7,304,13,13,5,0,28,1480,1395,391,100,3367
31001,95,87,37,30,248,133,118,56,44,350,514,438,182,119,1249,494,488,171,107,1266,570,517,208,89,1377,401,462,132,48,1045,494,630,205,74,1394,315,522,145,60,1039,201,202,109,103,610,20,23,11,12,66,3361,3594,1286,748,8995
31002,59,35,16,12,122,77,54,29,12,176,349,262,128,78,814,406,367,180,84,1036,454,465,204,88,1207,316,354,137,40,843,365,468,164,71,1062,205,302,134,54,696,261,310,135,89,791,38,29,19,12,89,2599,2686,1165,554,7000
31003,70,33,30,3,145,121,96,32,21,275,587,458,170,114,1330,691,684,278,139,1798,801,857,345,143,2145,632,714,268,113,1725,870,1057,399,108,2439,531,784,321,85,1716,325,410,203,96,1036,45,28,12,14,94,4752,5160,2088,857,12856
31004,69,42,31,36,185,128,109,53,42,329,586,534,258,215,1587,646,750,330,210,1941,893,963,383,187,2436,612,738,280,144,1784,777,1102,359,155,2393,505,845,265,108,1729,305,365,179,147,992,42,32,15,14,99,4643,5564,2183,1305,13700
