SA3_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
70201,58,28,17,9,113,80,31,8,11,131,132,73,34,30,274,97,58,22,10,186,75,43,9,3,128,29,8,8,7,51,37,24,6,7,71,28,12,10,0,52,53,35,15,30,133,30,15,10,9,62,886,471,220,157,1739
70202,12,7,6,4,21,11,4,5,0,23,22,14,5,3,48,6,8,0,0,17,5,5,5,0,13,3,0,0,0,4,0,0,0,0,0,4,0,0,0,7,10,4,4,13,31,3,0,0,5,9,160,76,46,26,313
70203,44,27,19,7,91,21,19,10,0,50,39,28,17,9,96,23,10,0,0,35,15,3,0,3,24,0,6,0,0,3,3,0,0,0,3,0,6,0,0,5,22,19,11,15,70,19,12,4,0,40,442,226,101,63,832
70204,22,20,0,10,54,25,20,17,5,58,33,27,17,21,93,15,16,14,17,53,14,12,5,4,34,3,3,0,8,16,7,0,0,3,19,0,0,0,5,11,17,22,13,16,61,18,3,4,0,26,320,187,91,96,690
70205,34,16,17,13,80,29,17,13,14,71,65,42,9,9,126,31,15,4,6,57,20,11,0,6,36,16,10,0,0,25,4,3,0,0,13,0,0,0,0,0,15,20,4,4,44,7,9,6,3,20,435,259,119,83,888
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,109,54,19,12,205,154,72,19,20,265,451,182,55,18,703,419,177,54,11,665,368,219,49,15,654,187,81,21,8,297,175,89,32,4,302,103,88,27,11,229,91,105,57,21,277,26,8,4,0,30,2392,1216,394,164,4161
80103,0,0,0,0,0,4,0,0,0,8,11,3,0,0,10,7,0,0,0,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,12,3,0,45
80104,76,53,15,6,149,98,54,16,3,174,259,168,41,16,483,278,173,44,14,511,280,192,42,8,516,122,46,11,3,179,135,76,23,6,241,86,82,14,4,190,74,78,32,14,199,15,7,0,5,21,1596,1030,263,95,2992
80105,47,16,3,3,69,67,21,4,0,92,158,48,7,3,222,156,57,12,4,230,163,99,7,0,267,64,26,5,0,95,84,37,3,0,130,85,60,13,4,163,49,52,15,4,113,8,6,3,0,12,1003,475,89,28,1594
80106,12,3,3,0,24,30,7,5,6,43,71,25,7,5,104,85,34,3,0,131,117,41,3,0,162,39,12,0,0,55,69,32,6,0,104,82,71,9,0,159,31,28,7,0,69,7,0,0,0,9,588,285,52,21,947
80107,93,70,19,28,212,161,67,22,10,264,406,196,60,31,687,421,246,49,14,723,375,219,54,10,652,192,84,28,3,318,182,116,21,12,337,107,84,30,12,234,114,125,54,17,311,18,8,9,0,31,2292,1349,394,173,4215
80108,21,11,8,0,45,33,10,8,4,56,101,25,5,3,139,87,39,13,3,141,84,60,15,3,166,53,20,8,0,78,52,37,7,3,102,29,29,12,0,68,34,37,13,8,89,5,0,0,0,6,541,310,109,28,984
80109,23,12,6,0,39,38,11,5,0,58,126,49,9,0,179,117,51,10,5,190,145,78,13,6,227,61,25,3,0,87,73,33,11,0,116,55,77,25,0,156,37,52,15,5,103,11,0,0,0,11,747,410,107,27,1294
80110,7,7,5,0,15,12,0,0,0,17,31,22,3,0,59,31,29,0,0,62,34,26,4,0,65,10,6,0,0,18,22,8,0,0,35,15,12,3,0,30,6,10,5,0,26,5,0,0,0,5,215,146,23,3,394
80111,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,6,8,0,20
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,6,0,0,0,0,0,4,3,0,0,5,3,0,0,0,3,5,6,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,3,0,34
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,7
90103,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,6,0,4,25
90104,4,0,0,0,3,10,5,0,0,15,10,7,3,0,18,8,0,0,0,6,0,6,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,5,0,0,10,0,0,0,0,0,44,25,7,0,73
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
