SA3_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
20601,155,81,499,217,148,98,47,110,10,1372,3,0,0,4,8,3,0,4,0,28,226,407,67,141,158,57,25,28,24,1138,68,119,68,54,79,41,36,39,138,648,6803,20533,3784,3746,4772,1879,676,1232,610,44024
20602,84,29,205,102,62,47,17,42,3,579,0,0,0,0,0,0,0,0,0,9,157,287,39,54,110,40,10,17,9,721,40,55,32,32,38,9,7,18,75,298,4550,12622,2006,1930,2497,1001,366,574,317,25857
20603,142,39,298,153,139,82,25,83,7,957,6,6,7,0,3,0,0,0,0,18,118,205,41,59,106,35,12,16,21,598,75,91,50,70,59,37,26,42,108,554,5486,12657,2450,2436,3596,1430,508,984,482,30041
20604,342,92,1419,595,249,165,70,248,41,3227,3,9,10,18,10,13,0,19,0,80,263,481,77,166,206,118,41,70,40,1464,125,211,122,160,77,79,43,104,294,1217,10330,33715,5653,6968,7852,4065,1432,3772,1307,75107
20605,315,100,700,267,192,146,42,103,30,1888,5,3,7,3,4,0,3,3,0,31,257,363,65,119,155,75,22,45,25,1130,117,160,77,57,83,51,32,35,172,789,10627,21861,3797,3685,5150,2591,698,1316,857,50588
20606,175,67,363,152,102,106,14,55,17,1041,0,6,0,6,0,0,0,0,0,7,162,254,28,34,100,59,10,22,13,681,83,101,45,27,46,32,6,28,112,484,6600,15443,1763,1950,3302,1941,285,629,555,32467
20607,226,75,459,219,122,88,36,67,13,1297,3,9,0,3,3,4,0,6,0,30,278,453,61,107,167,75,11,24,34,1220,71,150,67,70,46,41,18,37,155,654,9101,25266,3030,3166,4462,2018,458,921,673,49102
20701,293,79,457,221,205,158,29,86,20,1553,8,9,5,4,8,7,0,10,0,53,311,433,59,106,204,104,24,32,38,1309,149,189,58,47,113,88,8,40,211,903,15064,33214,3832,4089,7627,3696,686,1387,1123,70726
20702,190,40,412,187,153,158,45,108,13,1300,0,6,5,3,5,0,4,3,0,22,106,138,46,60,94,53,23,27,18,563,76,89,89,56,83,54,24,41,177,695,6041,13127,3367,2969,4482,2354,697,1160,709,34911
20703,168,55,436,204,129,127,53,165,10,1343,6,0,9,7,0,3,4,12,0,46,114,202,51,68,104,58,14,33,21,666,71,120,92,64,80,61,37,52,181,769,6621,17019,3643,3525,4958,2459,987,1674,685,41564
20801,215,71,272,129,143,125,18,49,20,1036,0,4,4,5,4,0,0,0,0,16,213,250,50,66,115,47,12,27,28,803,132,112,51,31,48,62,3,22,142,609,10388,15849,2641,2381,4209,2204,354,686,660,39378
20802,302,93,762,318,264,204,64,132,26,2168,13,3,8,3,3,5,0,6,0,48,272,418,97,119,209,95,38,53,45,1345,162,205,135,88,117,81,47,52,257,1133,12533,28517,5546,5319,7687,3606,1136,1898,1177,67428
20803,265,89,585,282,281,196,65,130,35,1916,4,3,0,4,5,0,6,4,0,31,180,216,69,86,133,45,33,42,32,833,122,98,159,81,96,66,37,60,180,897,8597,16567,6249,4722,5995,2560,1057,1528,713,47984
20804,79,28,150,62,49,48,8,26,6,464,0,9,0,0,0,0,0,3,0,12,89,125,21,32,56,32,4,10,9,374,45,55,22,14,15,17,3,16,60,253,3906,8352,1089,1146,2034,987,226,434,290,18459
20901,205,83,488,260,243,161,58,130,15,1632,0,0,4,4,3,4,0,8,0,30,171,261,82,115,138,39,28,38,22,888,108,135,141,74,97,56,40,60,156,878,8148,19924,5710,4561,5722,2187,1029,1558,676,49510
20902,198,56,568,232,182,129,84,191,18,1648,0,5,0,5,0,0,5,8,5,35,133,222,70,92,134,53,31,49,24,806,77,90,115,78,102,58,41,95,183,835,4868,13173,4281,3928,4225,1889,1298,1984,654,36301
20903,132,38,270,155,191,87,28,63,16,975,0,6,0,0,0,0,0,0,0,7,89,139,44,72,58,27,14,16,13,480,68,59,92,42,49,29,24,52,82,494,4968,8776,4101,2606,3045,1097,595,873,356,26416
20904,503,123,1466,853,675,523,462,525,67,5211,7,11,12,10,7,11,14,13,0,85,162,190,173,224,212,87,216,168,50,1487,155,164,397,253,234,186,248,275,449,2359,8779,20213,13213,11576,10450,4821,4972,5180,1567,80773
21001,126,40,225,129,139,100,43,77,8,893,6,3,0,0,0,0,0,7,0,17,76,80,43,49,70,27,18,21,14,397,63,36,69,44,71,37,37,42,104,494,3627,7135,2769,1848,2963,1051,634,782,380,21200
21002,65,14,135,60,89,52,21,46,6,494,0,3,0,0,0,3,0,0,0,5,39,54,31,33,37,7,17,9,4,226,43,21,60,29,30,22,18,21,56,301,1967,3461,2167,1245,1327,500,413,537,197,11809
21003,125,51,458,186,147,118,88,154,24,1355,0,3,4,4,0,0,9,0,0,23,79,125,52,72,87,27,33,39,10,523,56,61,96,73,85,41,56,62,154,687,3750,9967,3812,3215,3432,1407,1234,1667,562,29052
21004,96,27,266,139,140,88,56,85,6,909,0,0,0,0,3,8,0,0,0,14,28,40,37,36,45,16,31,18,11,261,48,25,58,38,45,24,41,40,67,394,1971,3885,2953,2161,2085,836,819,829,272,15806
21005,304,71,974,499,349,342,466,364,39,3411,8,4,10,8,9,5,6,16,0,65,117,128,139,157,127,58,172,131,34,1067,107,127,254,192,148,130,234,186,386,1772,5552,12721,8472,8022,6929,3189,4632,3910,1170,54590
21101,329,89,825,377,356,290,129,271,32,2695,0,3,3,0,11,6,5,10,0,42,144,199,116,110,120,66,48,53,38,900,125,117,234,109,159,84,92,115,231,1268,8274,17865,8968,6357,7677,3412,2054,2720,943,58261
21102,65,14,84,35,60,30,8,24,8,319,0,0,3,0,5,0,0,0,0,5,44,48,14,16,28,7,0,5,3,166,30,13,19,12,16,8,6,4,37,153,2137,3540,1109,731,1180,505,148,268,135,9761
21103,249,68,551,294,264,210,82,165,29,1915,0,4,3,4,0,0,7,6,5,28,98,156,81,83,112,37,36,33,20,656,89,79,152,94,95,57,43,66,158,832,6416,14567,6208,4795,5314,2181,1130,1799,648,43053
21104,94,22,254,126,91,92,44,74,9,812,0,0,0,0,0,0,0,6,0,18,56,81,44,39,66,21,17,17,3,352,37,57,43,43,39,25,19,48,80,396,3685,9492,2456,2212,3043,1277,525,864,371,23920
21105,376,86,896,416,431,266,102,272,40,2882,0,8,11,3,4,0,4,11,0,34,147,189,114,144,122,53,48,45,40,901,152,95,259,110,110,86,101,136,249,1295,8231,14452,11127,6943,6371,2600,1964,2968,861,55513
21201,237,59,719,357,329,255,221,273,40,2495,0,0,3,5,6,0,6,8,0,35,103,97,95,95,75,35,80,58,16,647,132,69,210,101,112,88,127,136,229,1200,4969,9071,7789,5454,4870,2184,2360,2680,734,40111
21202,209,62,601,338,304,213,150,235,30,2137,0,0,9,0,0,4,6,5,0,30,78,113,100,96,115,50,76,75,23,716,113,103,208,94,129,70,128,139,270,1261,5631,11685,7105,5270,5814,2492,2371,2699,870,43938
21203,434,117,1333,724,564,428,670,614,48,4937,9,13,8,0,3,4,12,19,0,64,161,140,169,235,186,86,225,158,41,1406,157,138,351,205,168,115,293,242,469,2140,7656,16138,12459,11021,9288,4199,6051,5627,1478,73920
21204,240,54,1128,513,283,247,318,535,49,3373,5,3,16,3,6,6,20,32,14,99,97,113,127,110,115,66,138,135,33,939,111,125,254,186,141,94,222,328,425,1884,5089,13664,8125,6791,6673,3200,4164,5253,1259,54229
21205,287,100,862,355,254,218,122,277,33,2506,0,3,3,12,7,7,4,11,0,56,167,274,91,115,191,95,48,76,43,1098,130,172,182,100,124,86,79,121,353,1352,10359,26548,6668,5809,8447,4095,2173,3339,1328,68759
21301,244,84,860,542,370,292,295,429,47,3162,3,0,5,12,0,5,12,17,0,62,88,137,108,103,144,40,130,93,27,873,107,115,231,199,159,91,208,230,403,1746,4751,12082,7258,6360,6708,2911,3921,3886,1182,49062
21302,167,63,339,168,187,110,65,78,23,1197,0,0,4,0,5,0,0,6,0,19,139,142,49,63,110,28,24,34,28,613,77,70,84,44,67,50,33,54,154,639,5826,11282,3787,2834,3902,1439,1008,1155,580,31820
21303,211,65,489,239,169,121,67,145,14,1523,0,3,6,5,0,0,0,6,0,28,161,237,70,83,122,54,45,33,36,840,65,98,63,64,85,51,56,73,168,716,5919,14404,3340,3356,4308,1913,1252,1674,609,36782
21304,353,99,937,556,512,358,520,356,47,3731,6,4,10,4,10,6,4,15,0,58,129,131,138,177,151,63,184,112,39,1121,155,110,270,179,191,119,240,204,374,1837,6773,14427,9571,8426,8346,3388,4870,3691,1249,60746
21305,558,161,1621,800,652,485,993,618,82,5974,8,6,12,4,7,6,18,15,4,86,196,279,252,318,273,143,382,202,64,2116,189,209,304,263,266,141,386,256,656,2677,11774,28619,12729,12702,13154,5790,8809,6122,2303,102009
21401,297,93,782,428,368,301,129,297,30,2735,0,3,6,3,9,3,5,6,0,43,131,135,93,106,109,49,45,62,36,770,114,112,235,96,119,99,100,155,198,1217,6019,11823,8863,6391,5597,2778,1943,2791,757,46965
21402,422,93,1001,479,363,287,94,297,34,3066,9,4,3,5,3,6,6,3,0,30,168,165,117,133,106,46,27,67,27,860,200,104,272,179,145,132,70,156,193,1452,9105,14360,9505,6317,5437,2956,1317,2709,851,52553
21501,143,33,310,156,113,104,51,142,16,1063,4,0,0,0,0,0,0,7,0,15,45,45,20,35,23,10,21,28,4,226,126,42,60,67,30,45,64,118,70,630,3295,3718,2316,2549,1560,710,795,1448,293,16690
21502,125,37,340,155,112,114,65,149,12,1105,8,4,0,4,0,0,3,16,0,40,31,26,22,38,14,5,21,40,4,207,82,42,83,67,53,54,55,118,122,677,2210,3823,2470,2259,1536,804,749,1296,310,15453
21503,70,22,200,101,79,59,19,88,17,656,0,0,0,0,0,0,0,21,0,24,30,18,16,5,7,7,15,29,5,131,91,15,55,41,30,29,48,119,68,503,1950,2065,1516,1210,885,436,458,995,180,9697
21601,96,5,265,129,73,61,47,118,5,798,0,4,0,0,5,0,0,6,0,17,26,16,16,19,21,9,13,20,4,145,78,27,63,42,24,37,53,93,65,477,1855,2316,1940,1493,932,531,552,1013,157,10792
21602,83,13,176,103,70,64,35,82,12,626,0,0,0,3,0,0,0,5,0,6,17,11,13,11,4,0,14,21,9,100,58,19,44,35,31,33,40,80,33,373,1372,1518,1335,1082,719,371,417,850,145,7816
21603,119,28,348,174,133,129,72,160,17,1182,5,0,0,3,0,6,0,10,0,18,44,47,31,34,21,14,35,44,7,277,92,43,95,51,49,56,61,130,106,679,2635,4976,3031,2686,1878,930,809,1643,324,18901
21701,90,18,211,100,80,82,32,86,19,713,0,0,0,0,0,0,0,0,0,7,36,13,19,24,14,8,9,13,4,150,78,34,53,40,26,23,51,63,51,414,1977,2324,1680,1451,918,474,571,858,166,10423
21703,112,17,282,96,51,58,38,140,11,798,0,0,0,0,0,0,0,5,0,3,59,27,18,15,17,10,18,24,4,192,107,31,51,36,26,39,41,88,55,470,2289,2132,1710,1471,892,502,603,1249,194,11048
21704,151,28,408,203,95,126,39,176,18,1239,0,0,0,5,0,0,0,7,0,16,42,46,32,34,20,12,14,21,8,238,106,33,67,53,28,49,35,95,76,533,2690,4542,2664,2353,1600,818,593,1378,253,16880
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6
29999,4,0,15,7,9,7,6,19,0,67,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,5,0,30,0,8,0,4,4,0,5,17,12,54,133,313,192,156,89,64,81,181,28,1239
30101,179,63,407,225,227,168,91,154,20,1537,4,0,0,4,4,5,0,0,0,26,50,62,38,44,57,24,24,25,8,339,56,47,107,49,70,38,58,77,96,604,3709,6521,4518,3150,3467,1441,1118,1421,379,25722
30102,248,64,483,268,286,177,78,152,20,1784,3,7,0,8,0,6,3,5,0,38,61,72,55,55,61,28,25,19,13,396,83,68,130,69,101,63,60,65,143,785,4624,7363,5234,3725,4115,1753,1125,1629,480,30057
30103,180,70,368,221,204,139,73,121,6,1389,4,3,8,7,0,8,3,3,0,37,66,83,27,38,58,20,18,21,14,352,89,65,85,43,74,38,51,57,108,616,4719,8667,3770,2685,3681,1403,913,1172,400,27423
30201,112,34,229,134,121,70,40,55,10,818,0,0,0,0,0,0,3,4,0,19,39,52,27,33,32,9,15,12,3,227,24,43,43,33,42,17,18,27,56,307,2655,6690,2166,1956,2325,878,516,676,263,18120
30202,179,59,405,249,209,141,57,126,10,1439,8,4,11,3,3,0,0,8,0,33,72,95,42,48,66,30,35,33,15,433,58,61,74,56,68,48,34,59,122,575,4476,10936,3632,2952,3634,1525,823,1262,432,29674
30203,136,50,267,151,117,80,53,93,8,955,0,4,3,6,0,0,0,9,0,22,45,55,29,21,46,16,22,20,4,255,44,46,46,26,40,20,25,42,68,351,2527,6310,2225,1889,2457,900,612,843,297,18061
30204,127,45,331,189,169,108,122,139,12,1238,0,3,0,6,4,3,3,5,0,28,44,66,50,49,63,25,62,36,11,407,50,46,72,50,67,22,36,66,92,504,2745,6446,3033,2884,2942,1114,1016,1296,355,21834
30301,155,37,233,125,144,102,32,80,6,906,4,0,0,3,0,6,4,0,0,17,39,64,18,25,46,14,18,9,7,241,56,61,46,24,41,34,14,38,77,394,4026,9257,2309,1799,2825,1171,463,754,295,22903
30302,164,70,418,230,159,110,56,136,9,1358,0,3,6,6,9,8,5,5,0,49,84,144,35,49,73,33,24,28,20,481,73,99,55,69,61,45,27,49,114,600,5255,16557,3342,3374,4017,1685,790,1566,489,37078
30303,155,42,397,221,147,121,71,130,17,1294,3,7,3,9,4,8,4,7,0,46,52,86,38,42,60,25,40,38,14,397,57,65,92,51,55,39,43,64,150,622,3928,11452,3303,2967,3632,1823,1100,1616,539,30358
30304,74,25,177,84,78,53,35,60,6,596,0,4,3,3,6,0,0,4,0,22,28,60,9,37,28,15,8,23,7,211,24,34,39,32,28,22,17,42,60,300,2231,6668,1771,1519,1841,820,536,840,241,16463
30305,125,35,372,186,161,109,111,122,12,1228,0,5,8,3,3,10,4,5,0,43,46,46,49,54,55,30,68,36,22,400,52,58,74,82,79,41,71,52,117,628,2673,7299,3029,2914,3281,1500,1449,1420,423,23986
30306,89,24,293,131,89,76,88,114,16,923,0,0,6,4,4,0,6,6,0,22,15,44,20,25,31,15,43,33,9,229,33,36,74,50,35,30,44,59,141,497,1814,5315,2074,2004,2009,1076,1044,1202,393,16935
30401,63,20,147,77,71,46,9,38,0,474,0,0,0,5,0,5,0,5,0,17,28,41,18,15,21,7,9,8,5,153,27,29,29,15,23,16,12,12,33,196,2213,5178,1427,1243,1588,611,273,429,159,13114
30402,87,16,112,74,72,42,9,33,3,456,0,0,0,5,0,9,0,0,0,14,37,82,16,23,41,15,0,8,7,230,35,50,21,26,29,18,3,18,55,250,3907,8803,1485,1303,2019,773,248,455,223,19226
30403,70,32,167,93,75,58,23,69,12,581,5,9,3,11,7,5,0,6,0,36,47,67,20,26,47,28,10,15,7,270,41,57,22,39,22,19,17,19,54,292,3375,10776,1389,1788,2215,1044,383,809,283,22076
30404,111,47,227,155,122,85,36,64,7,851,0,0,6,5,0,3,0,9,0,21,58,78,22,42,46,18,12,7,10,287,45,51,32,41,40,24,24,29,52,341,3617,8775,2225,2329,2538,889,461,653,275,21756
30501,223,95,733,346,188,157,50,165,19,1976,4,7,6,18,8,7,3,10,0,71,96,167,42,70,81,44,20,38,18,580,96,111,84,78,75,67,36,76,151,787,6276,18222,3440,4080,4483,2146,875,2256,662,42435
30502,112,37,208,126,120,69,18,35,6,733,3,5,0,0,0,4,0,0,0,24,74,86,29,20,39,14,6,17,4,294,51,54,33,32,46,17,15,30,81,357,4247,8653,1820,1528,2365,927,379,581,311,20811
30503,299,88,551,327,257,183,50,143,14,1918,6,10,5,3,8,13,5,9,0,57,123,201,47,64,99,48,24,32,16,653,90,121,71,92,94,51,30,46,136,717,8231,21105,3745,3965,5410,2466,911,1722,645,48209
30504,115,42,232,155,107,77,24,63,0,805,0,6,6,3,11,3,0,0,0,24,78,138,34,43,78,30,13,27,15,453,47,76,34,34,37,25,9,19,80,363,5106,13990,1931,2075,2937,1281,354,775,354,28802
30601,195,44,431,275,179,168,65,145,12,1514,3,3,3,9,0,0,0,5,0,25,48,45,43,51,46,19,20,18,21,306,60,57,62,66,39,43,31,63,103,526,2831,6610,3405,3135,2312,1164,684,1133,314,21586
30602,299,68,840,490,259,275,135,302,23,2689,3,0,0,10,3,7,3,6,0,34,52,79,75,94,43,36,38,29,18,462,89,71,168,156,92,93,71,152,175,1060,3555,8428,5750,5482,3702,2014,1461,2180,545,33123
30603,82,15,171,78,50,50,58,112,3,615,0,0,0,0,0,0,0,10,0,17,17,6,23,15,6,7,10,30,4,125,54,29,54,46,24,31,45,168,64,513,1229,1574,1512,1195,835,427,529,1095,180,8577
30604,71,10,176,98,33,42,16,73,7,526,0,0,0,3,0,0,0,0,0,3,9,11,8,17,6,0,0,8,3,55,24,10,23,21,23,21,10,28,24,184,552,649,728,656,345,268,151,450,79,3878
30605,90,14,167,123,71,57,39,119,7,697,3,0,0,4,0,6,0,4,0,15,26,16,12,37,17,4,21,20,7,175,56,29,79,67,37,51,35,113,76,545,1536,2517,1915,1743,1141,559,565,1114,228,11328
30701,122,19,210,103,98,72,47,106,14,788,0,0,4,3,0,0,0,3,0,19,33,23,14,13,20,8,36,27,8,183,76,23,80,42,43,39,56,101,57,515,2520,2269,2023,1248,1320,529,790,1251,222,12174
30702,88,16,195,111,90,67,42,124,11,741,0,0,4,0,3,3,0,8,0,23,36,14,23,11,15,4,22,25,4,157,59,17,83,40,40,37,56,100,68,504,1880,1950,2149,1386,1239,537,688,1186,182,11202
30703,106,23,213,123,64,97,50,123,15,812,0,0,0,7,0,0,0,0,0,8,23,15,12,14,15,8,22,16,3,135,64,20,52,51,19,22,53,100,68,437,1604,2119,1641,1511,1018,586,631,1166,194,10471
30801,63,10,122,70,54,52,90,78,6,538,0,0,0,0,0,6,0,11,0,22,25,10,20,5,8,6,39,14,3,135,41,17,71,19,22,18,83,75,50,393,1229,1512,1838,727,801,377,1149,682,159,8478
30803,253,67,640,400,268,240,163,248,18,2291,9,6,6,13,3,24,6,19,0,73,53,66,65,81,58,15,92,54,19,512,98,69,210,135,93,80,158,201,181,1230,3469,8503,6989,5196,3741,1559,2332,2148,573,34503
30804,30,4,52,29,28,22,29,53,3,258,0,0,0,0,0,0,0,0,0,3,7,8,13,3,4,3,10,3,5,50,37,8,16,14,12,8,34,48,28,202,652,697,859,356,376,141,417,338,83,3912
30805,120,31,285,177,104,110,133,146,15,1117,0,0,0,4,0,3,0,0,0,13,24,47,92,31,30,12,101,46,15,395,47,24,125,58,54,39,111,109,123,696,1832,3841,4903,2159,1802,847,1721,1339,395,18843
30901,252,68,534,316,223,186,44,128,13,1765,5,3,6,6,5,0,0,10,0,31,53,63,38,43,36,18,16,37,9,311,79,71,107,71,77,59,27,52,140,682,4009,7697,3565,3142,2624,1725,581,1183,441,24967
30902,169,51,357,284,171,149,51,141,20,1393,0,0,0,6,7,0,0,0,0,11,39,70,40,28,24,14,8,27,12,267,57,59,90,71,66,46,27,55,107,584,2887,6259,3378,2743,2115,1282,549,1137,373,20732
30903,185,54,530,240,157,185,64,175,19,1610,0,0,0,6,0,4,0,4,0,25,40,42,37,37,38,24,28,18,18,285,68,70,92,74,65,58,52,78,108,662,2832,5481,3303,2919,2493,1755,800,1381,373,21330
30904,51,15,124,57,55,35,15,39,8,403,0,0,0,0,0,0,0,0,0,0,20,21,15,17,12,0,3,3,3,96,22,17,36,20,10,17,12,19,37,189,1064,1801,1286,850,714,340,256,462,126,6898
30905,110,35,212,130,114,85,26,75,9,797,0,5,0,0,0,4,0,0,0,9,32,35,15,17,21,12,8,13,17,164,37,35,44,28,38,31,18,38,83,351,1924,3798,2031,1555,1551,807,346,665,272,12948
30906,204,72,535,299,236,174,77,190,20,1816,0,4,7,3,9,3,4,4,0,26,39,46,52,33,49,23,25,36,12,309,55,41,102,67,74,58,47,72,136,656,2893,5693,4230,3361,2890,1705,969,1543,420,23713
30907,519,144,1060,681,564,449,249,386,49,4091,7,3,6,7,3,13,6,8,7,63,81,98,108,91,83,57,89,57,34,700,161,113,264,148,153,131,158,143,303,1566,7483,12158,9042,7157,6432,3762,2565,3342,962,52902
30908,178,54,417,244,170,139,41,115,8,1377,0,4,0,4,0,3,3,3,3,26,30,47,26,29,31,15,14,15,6,209,52,48,66,55,49,51,21,48,106,497,2509,5724,2611,2597,2327,1521,537,1059,339,19221
30909,195,44,606,326,178,177,80,233,20,1865,6,9,0,4,3,11,0,11,3,48,26,50,27,30,40,26,15,35,11,264,71,59,107,78,46,49,26,74,135,641,2399,6044,3139,3256,2296,1648,805,1688,424,21702
30910,186,50,464,198,120,106,40,137,15,1324,0,0,4,4,0,6,0,0,0,14,38,40,22,25,25,19,8,18,9,210,74,32,67,62,34,50,18,46,84,462,2447,4049,1951,1929,1566,1350,500,1284,327,15410
31001,95,31,304,236,133,120,116,184,16,1238,5,0,6,7,9,11,7,3,4,51,41,49,46,44,46,33,58,38,5,364,39,36,81,103,69,45,88,93,142,695,2156,6257,2876,3223,2740,1117,1413,1598,412,21801
31002,133,27,302,165,128,129,70,195,12,1162,0,3,0,8,0,8,3,5,0,25,41,42,46,37,30,7,49,34,6,291,82,43,117,88,52,51,96,116,112,759,2229,3045,3455,2802,1951,917,1191,1569,336,17496
31003,263,70,597,399,283,263,127,289,17,2316,0,11,7,10,9,14,9,19,0,76,76,71,82,80,76,41,63,61,28,571,90,61,170,144,102,87,129,140,204,1128,3971,8136,6215,5642,4453,1968,1877,2378,605,35239
31004,212,70,508,344,247,197,218,249,30,2069,0,4,3,9,7,15,3,20,0,62,46,73,66,77,69,29,89,75,15,540,81,66,141,112,113,70,148,130,230,1090,3378,7692,5022,5198,4245,1808,2331,2362,631,32656
31101,23,8,65,28,40,28,20,37,0,249,0,0,0,0,0,0,0,3,0,7,3,9,10,7,0,5,8,6,3,51,23,8,30,14,14,14,20,22,34,182,439,564,653,505,388,190,263,341,74,3413
31102,91,25,217,165,123,110,83,125,15,945,4,0,0,3,4,0,0,4,0,13,21,14,23,21,19,6,34,23,8,173,34,20,65,36,36,29,49,64,94,435,1217,2220,2358,2003,1622,781,860,1159,246,12470
31103,143,36,397,261,202,160,172,215,23,1616,0,0,4,6,5,7,9,10,0,51,35,29,60,50,45,31,102,58,10,425,46,44,131,87,86,66,154,140,219,970,2171,4011,4443,4118,3187,1481,2410,2214,527,24554
31104,122,41,292,180,228,115,104,128,13,1223,4,0,5,0,0,4,0,0,0,26,52,32,36,27,29,18,42,30,11,267,57,29,104,53,78,36,62,77,147,636,2353,3481,4167,2556,2628,1028,1287,1242,386,19131
31105,129,39,281,203,172,148,79,137,11,1204,6,0,9,5,0,3,6,3,0,25,25,39,37,32,26,14,36,30,21,267,45,31,94,62,69,38,57,56,119,562,2166,4382,3473,2672,2570,1174,1131,1362,365,19303
31106,130,50,310,168,145,127,102,177,17,1213,0,4,0,6,3,9,11,6,0,38,35,46,44,35,42,10,60,48,10,328,38,44,95,76,70,56,100,125,141,754,2202,5382,3371,2885,2698,1216,1408,1693,412,21261
31201,64,19,186,92,77,44,154,117,18,771,0,0,0,0,0,9,3,5,0,16,10,15,28,9,7,4,44,19,16,148,46,22,71,27,25,16,115,94,64,485,1161,1542,2208,853,885,302,1519,920,210,9615
31202,231,52,627,342,281,249,239,222,23,2264,4,3,8,8,0,16,6,12,0,60,54,67,113,49,46,21,108,41,29,523,128,59,265,103,108,79,216,153,199,1310,3962,8236,9328,4213,3869,1699,3339,2088,720,37448
31203,107,17,302,172,75,81,43,102,9,917,0,0,0,0,0,0,3,0,0,4,19,16,9,19,18,8,12,22,3,131,34,14,56,25,24,22,27,40,46,299,1107,1360,1745,1151,711,460,550,768,125,7976
31301,69,24,169,105,74,67,22,66,5,596,0,0,0,0,6,0,0,3,0,6,21,19,20,16,16,9,8,12,3,126,27,18,51,37,25,37,19,49,40,307,926,1600,1432,1260,919,536,414,646,132,7869
31302,172,46,424,278,165,196,87,262,21,1648,6,0,3,3,8,12,0,18,0,55,34,32,39,47,38,21,48,50,13,322,55,40,127,75,63,68,83,159,168,834,2009,3461,3981,3803,2571,1394,1356,2364,418,21351
31303,40,7,68,28,30,19,25,54,9,262,0,0,3,0,0,0,0,3,0,15,5,3,3,6,4,5,9,8,3,51,16,10,35,19,13,12,23,52,31,208,470,579,713,547,398,166,248,507,91,3716
31304,150,48,357,240,208,143,71,161,13,1390,0,0,0,3,3,13,0,5,0,29,32,31,56,50,50,18,34,26,12,305,60,38,102,74,61,61,66,105,109,672,2364,4095,4131,3292,2746,1263,1189,1553,349,20976
31305,136,49,310,221,149,111,48,143,11,1168,0,0,3,8,0,3,4,8,0,30,31,36,34,29,37,19,34,17,13,258,58,66,68,74,61,44,38,66,90,554,2429,4602,2973,2717,2320,956,789,1213,301,18301
31401,199,67,388,288,263,161,50,116,12,1534,4,0,4,3,5,7,0,0,0,27,85,105,51,68,63,30,38,19,9,467,77,87,101,61,93,43,30,44,113,652,5814,11610,5237,3851,4627,1686,911,1238,465,35445
31402,262,67,583,362,278,227,175,235,22,2204,5,6,5,0,5,10,5,4,0,36,58,58,59,76,69,32,63,42,22,468,72,68,104,95,94,66,80,65,165,801,3556,7610,4609,4841,4124,1920,1637,1843,508,30651
31403,78,29,237,140,108,86,51,95,8,838,0,0,0,9,0,6,5,0,0,20,21,26,30,19,33,15,22,15,10,193,27,13,50,43,42,22,31,56,68,359,1240,2758,2363,1946,1816,751,677,881,214,12637
31501,62,19,74,47,46,17,31,50,7,362,0,0,0,4,0,0,0,0,0,8,21,14,6,8,11,3,21,4,7,92,60,62,70,85,61,36,75,86,92,618,1084,1626,1154,1036,786,243,539,623,198,7293
31502,52,20,145,51,56,21,64,44,3,468,0,0,3,0,0,3,0,0,0,11,6,9,13,12,10,0,15,5,0,80,33,33,82,56,35,16,99,63,86,498,998,1997,2043,937,865,266,845,626,191,8767
31503,41,8,85,43,43,20,11,39,4,297,0,0,4,0,0,0,0,0,0,7,5,10,10,9,8,0,0,5,0,54,45,14,39,26,22,22,23,55,32,269,1080,943,700,602,541,181,210,556,103,4902
