SA3_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
31101,27,40,33,35,11,0,164,8,20,28,18,28,21,3,3,138,42,151,169,156,127,115,51,12,817,31,109,159,219,191,136,53,8,912,224,421,492,503,510,325,123,14,2604,49,27,33,29,28,19,4,0,186,17,23,44,41,38,33,16,3,220,287,466,568,574,581,376,140,16,3011,0,0,7,8,17,19,10,7,68,133,148,157,185,142,190,145,108,1213,509,910,1125,1200,1120,891,414,154,6328
31102,206,120,77,45,19,0,712,19,129,98,94,59,43,15,0,452,217,912,696,465,328,255,111,27,2999,276,756,714,631,495,301,127,32,3339,1083,1918,1500,1354,1116,744,366,69,8155,233,154,100,73,48,40,18,3,671,78,115,111,119,114,97,57,9,702,1398,2188,1715,1549,1278,882,441,87,9532,17,25,18,32,32,26,25,8,185,578,719,594,511,389,361,300,105,3554,2510,4969,4038,3394,2651,1918,1026,263,20777
31103,473,242,163,98,36,8,1604,38,211,186,175,109,63,17,0,800,527,1863,1569,948,590,380,108,19,6010,582,1498,1461,1146,890,435,112,28,6147,2056,3617,2991,2594,2238,1205,387,89,15174,474,286,207,129,105,56,11,4,1280,171,216,260,260,232,147,49,13,1348,2705,4124,3453,2986,2577,1413,451,98,17804,35,71,82,53,57,56,26,6,388,1193,1381,1137,827,656,535,419,174,6335,5115,9716,8363,6381,5034,2980,1168,338,39089
31104,248,200,113,81,10,4,819,25,163,202,174,83,62,11,0,726,257,991,1159,766,443,260,76,18,3968,328,886,1088,1084,710,336,107,14,4556,1316,2765,2822,2363,1685,876,293,54,12170,298,167,141,92,64,47,6,0,808,92,139,164,200,171,111,33,3,925,1712,3067,3132,2659,1910,1035,337,59,13904,15,26,37,43,29,42,9,0,195,505,567,605,588,422,301,159,43,3185,2855,5839,6465,5513,3726,2121,714,136,27364
31105,440,310,206,133,28,3,1473,23,156,175,193,147,92,23,4,820,372,1524,1554,985,677,478,183,28,5798,426,935,1097,969,757,512,188,31,4909,1249,2282,2187,1961,1564,1077,416,99,10840,290,159,131,95,72,57,14,3,820,97,142,205,199,162,143,78,18,1041,1633,2584,2527,2250,1798,1282,511,123,12704,15,23,47,41,34,38,39,9,243,633,765,678,562,450,536,470,329,4425,3123,6322,6510,5321,4061,3077,1442,521,30379
31106,815,428,255,148,56,19,2239,24,230,272,198,152,88,31,4,994,489,1879,2120,1310,755,547,189,33,7323,421,1051,1267,1087,802,573,218,39,5449,1387,2296,2110,1972,1507,1117,473,85,10948,396,209,151,112,86,49,18,0,1017,136,138,200,220,209,185,63,21,1180,1918,2644,2461,2301,1803,1350,556,112,13147,26,64,88,63,54,56,40,18,405,960,1126,961,838,612,609,423,218,5755,3855,7502,7986,6233,4430,3365,1507,440,35316
31201,115,58,29,17,7,0,351,9,71,62,55,42,22,3,0,257,181,685,523,334,162,106,21,10,2012,59,281,372,353,270,151,39,6,1532,547,1554,1425,1148,955,424,143,18,6205,126,86,78,50,50,17,0,0,406,38,70,83,75,83,42,19,0,403,705,1713,1584,1272,1083,475,170,19,7021,12,12,17,16,15,13,8,3,90,881,1564,1119,1047,874,411,220,61,6172,1846,4434,3779,3141,2471,1193,472,102,17437
31202,466,362,312,140,36,5,1699,38,256,296,343,267,116,33,8,1355,577,2269,2318,1713,1145,639,179,56,8889,215,948,1402,1622,1370,683,243,54,6538,2000,5239,5169,4636,3985,2184,723,127,24065,515,296,258,185,121,72,18,4,1479,165,176,274,326,283,188,79,13,1504,2680,5714,5700,5149,4391,2448,824,144,27048,35,58,62,68,70,56,40,9,399,1401,1849,1918,1944,1784,1185,894,476,11451,4974,11453,12163,11196,9330,5259,2256,754,57390
31203,78,56,56,60,18,0,385,4,36,55,49,42,42,6,0,236,147,696,431,331,218,168,49,12,2050,111,358,383,396,297,195,64,10,1815,407,944,943,910,765,424,159,31,4585,119,62,62,50,36,26,5,0,359,27,32,59,72,68,51,18,0,332,552,1036,1063,1040,862,507,181,33,5271,10,25,21,26,13,9,15,0,118,330,602,430,449,413,319,144,32,2731,1158,2871,2460,2343,1912,1299,479,85,12602
31301,73,119,159,198,79,11,683,3,24,56,83,110,150,44,4,471,88,237,365,443,501,683,349,66,2727,81,224,380,522,746,788,380,73,3192,420,697,889,1105,1496,1545,819,151,7122,81,51,56,52,77,92,38,6,448,45,46,65,94,150,231,112,16,763,545,805,1005,1253,1718,1866,975,170,8337,5,8,10,24,38,80,54,14,234,188,147,210,281,403,652,586,293,2767,908,1484,2103,2726,3677,4407,2464,635,18409
31302,193,154,137,127,26,7,793,35,186,170,171,127,76,39,0,809,311,1344,1153,759,547,465,191,33,4802,396,1191,1196,1082,890,584,218,39,5592,1862,3596,2947,2584,2108,1264,548,118,15023,412,286,204,123,105,74,22,0,1223,147,197,223,235,225,198,66,14,1310,2421,4079,3372,2938,2435,1527,640,134,17556,21,55,53,46,50,56,26,14,326,889,985,822,764,623,655,556,356,5642,4076,7977,6964,5917,4806,3501,1697,579,35521
31303,33,38,48,30,0,0,179,0,28,33,35,36,39,3,0,179,50,211,256,191,139,139,44,9,1030,35,127,177,211,201,143,50,5,942,178,472,500,493,445,307,91,17,2505,46,28,26,21,20,9,10,0,154,12,40,26,43,46,38,8,0,217,237,538,555,549,511,361,112,21,2882,3,18,14,15,13,21,9,0,85,151,151,202,187,210,190,114,49,1247,466,1096,1273,1223,1150,917,339,83,6555
31304,258,216,147,91,42,0,892,24,159,220,180,138,99,24,3,849,362,1143,1282,1033,616,425,180,33,5069,312,943,1181,1294,929,525,193,35,5415,1648,2703,2725,2716,1980,1282,526,98,13677,376,172,146,99,66,63,16,3,947,134,132,205,234,209,137,63,7,1117,2160,3008,3076,3046,2259,1484,602,111,15745,29,38,32,38,51,66,24,9,289,531,584,586,558,441,469,416,216,3792,3429,6003,6632,6365,4579,3157,1485,409,32055
31305,350,332,342,275,89,17,1579,13,124,199,257,243,238,65,10,1147,290,919,1260,1324,963,855,375,82,6075,203,600,932,1254,1157,923,396,94,5569,981,1570,1930,2132,2033,1471,712,202,11023,231,98,98,102,96,88,22,9,752,83,94,156,212,201,250,118,28,1141,1291,1764,2188,2443,2336,1814,850,237,12917,22,28,28,46,69,82,68,22,348,399,469,539,622,617,683,651,486,4470,2229,4059,5500,6285,5722,4865,2501,937,32100
31401,1072,1183,728,418,101,14,3962,43,307,535,677,461,267,75,13,2382,794,2520,3822,3336,1887,1099,380,56,13890,443,1050,1701,2295,1718,966,310,66,8563,1491,2446,2658,2854,2278,1281,517,86,13607,330,135,112,119,84,70,21,0,881,126,117,225,320,290,215,104,12,1405,1952,2694,2992,3295,2650,1563,649,98,15886,17,39,52,84,66,78,43,9,382,332,359,441,523,372,363,286,103,2776,3597,7402,10610,11398,7877,4758,1843,355,47842
31402,1046,484,258,118,37,6,2563,50,306,393,309,174,74,29,5,1346,587,2640,3076,1830,776,413,177,35,9542,487,1754,2057,1624,966,524,200,39,7647,1969,3563,3157,2582,1704,898,397,78,14347,465,278,169,107,96,53,15,5,1185,154,227,286,311,178,152,49,15,1367,2587,4074,3612,2993,1983,1097,460,97,16900,22,46,102,86,53,39,43,4,401,526,882,767,545,389,363,313,260,4049,4286,10293,11045,7882,4597,2626,1260,453,42444
31403,266,157,133,66,13,0,828,23,115,146,133,106,70,18,5,612,212,979,1009,626,378,251,87,14,3555,196,636,810,636,495,298,100,16,3184,859,1653,1541,1300,953,659,230,45,7228,205,128,75,64,56,43,9,0,584,66,94,98,114,129,101,35,11,650,1130,1873,1715,1479,1138,803,273,57,8469,16,18,25,31,28,27,22,8,170,285,364,309,306,238,203,160,83,1953,1867,4155,4275,3364,2512,1723,673,182,18765
31501,90,72,51,30,0,0,299,3,48,69,74,55,31,5,0,278,78,449,370,283,257,112,29,4,1592,72,204,273,346,333,149,39,0,1416,519,1163,1034,970,712,365,102,9,4876,201,187,109,102,76,27,3,0,704,48,58,60,67,81,28,13,0,365,768,1417,1198,1136,868,425,118,10,5943,7,11,9,5,11,3,8,6,55,690,782,607,651,637,394,170,32,3958,1617,2962,2606,2568,2216,1145,377,42,13540
31502,155,63,78,20,0,0,483,7,89,83,57,50,10,3,0,302,230,815,510,252,191,76,26,4,2107,87,266,304,265,253,91,24,0,1284,553,1298,1043,927,751,270,87,15,4943,152,70,42,38,36,10,0,0,349,24,63,54,61,38,16,10,0,268,734,1434,1139,1024,822,295,97,11,5558,5,12,14,15,16,5,3,0,62,584,712,592,547,490,282,162,47,3414,1642,3485,2802,2217,1904,778,326,69,13222
31503,47,43,42,20,6,0,200,10,46,41,44,34,15,6,0,193,102,365,260,183,148,112,30,5,1213,34,119,177,219,253,107,33,8,957,317,606,467,421,442,248,71,14,2582,70,43,22,31,23,17,4,0,214,21,24,39,37,44,29,8,0,200,400,673,530,490,510,296,84,14,2999,0,10,5,7,13,9,3,4,45,232,260,253,307,399,274,208,92,2021,782,1509,1316,1298,1396,835,365,122,7629
31601,587,598,365,283,109,21,2390,21,125,293,317,248,197,57,21,1275,410,1638,2020,1803,1059,814,411,108,8268,265,625,969,1201,981,785,359,142,5321,1102,1405,1661,1750,1558,964,575,155,9170,279,109,61,65,63,52,24,5,657,87,78,143,187,163,172,99,49,974,1470,1593,1864,2000,1790,1191,696,204,10802,24,32,27,48,49,59,57,20,311,483,451,419,404,330,423,428,386,3323,2688,4867,6180,6372,4824,3746,2117,905,31694
31602,694,591,530,437,170,27,3022,25,244,352,407,396,280,94,8,1812,630,2564,2690,2188,1554,1265,605,126,11620,353,1059,1598,1918,1605,1179,595,151,8464,1613,2726,2979,3086,2879,1981,1014,327,16604,347,145,125,111,111,111,34,13,995,159,154,202,285,295,338,176,52,1660,2123,3021,3309,3481,3284,2435,1220,394,19267,28,34,61,86,92,99,113,31,551,543,744,738,746,770,831,910,606,5889,3729,8214,9435,9410,8236,6534,3707,1346,50616
31603,532,435,443,350,117,24,2438,19,194,267,280,281,224,72,5,1332,416,2141,1892,1549,1307,1017,406,100,8829,283,896,979,1104,1256,951,386,103,5963,1030,1807,1714,1992,2071,1445,534,154,10751,173,81,82,82,98,80,23,6,632,82,107,148,196,248,254,114,30,1174,1285,1996,1947,2269,2416,1775,667,193,12549,17,39,55,57,59,72,46,25,371,473,715,650,692,693,724,642,419,5005,2514,6482,6323,6391,6453,5113,2342,874,36494
31605,390,420,366,368,147,9,1874,5,58,142,231,237,207,65,20,977,153,922,1539,1508,1117,1048,483,97,6868,143,444,776,1036,957,854,456,120,4772,491,825,1167,1349,1353,1020,467,115,6797,93,50,64,62,64,66,27,7,429,56,50,86,154,200,214,102,31,891,639,928,1319,1564,1613,1305,596,149,8118,5,25,41,53,65,91,73,21,372,228,320,396,437,409,459,509,381,3149,1186,2859,4606,5247,4764,4331,2329,794,26127
31606,342,432,397,348,130,22,1862,21,111,205,251,258,245,63,9,1161,255,1183,1358,1348,1202,965,363,75,6732,222,629,918,1148,1136,906,339,86,5388,1034,1838,1950,2043,1974,1359,538,107,10830,237,97,76,83,84,68,32,0,673,73,95,143,161,218,192,99,19,997,1333,2030,2176,2289,2274,1616,664,123,12505,8,23,37,45,72,69,31,10,293,417,485,550,613,587,607,456,193,3908,2259,4650,5576,6120,5918,4752,2054,526,31853
31607,267,294,267,190,58,7,1255,14,108,169,207,168,131,46,0,848,181,1070,1309,1048,794,533,224,47,5205,175,591,882,954,829,587,248,52,4321,801,1730,1843,1746,1593,1025,458,101,9299,247,94,89,60,76,65,19,3,649,64,93,110,155,149,138,68,23,810,1113,1919,2043,1960,1818,1229,541,133,10761,9,19,25,37,50,54,36,6,244,300,334,425,449,425,370,360,221,2890,1799,4198,5126,4954,4357,3099,1520,469,25519
31608,110,147,185,159,54,5,704,4,32,73,115,140,99,27,6,491,55,297,569,720,576,439,143,17,2815,56,172,370,529,578,446,159,16,2321,321,501,724,942,955,675,248,52,4416,81,26,40,43,52,39,11,0,289,22,33,45,80,104,123,41,6,450,422,559,809,1063,1107,833,303,62,5154,8,3,19,24,33,31,18,4,142,156,158,228,295,308,249,204,118,1721,705,1266,2169,2897,2923,2254,907,225,13344
31701,1312,1117,899,580,219,23,5433,77,517,588,615,571,383,130,21,2897,1184,4502,4154,3112,2241,1746,727,170,17841,675,1894,2083,2389,2130,1454,657,160,11442,3424,5822,4843,4364,3896,2397,1029,239,26005,888,493,289,230,154,125,39,4,2211,243,266,303,413,380,350,171,65,2195,4550,6580,5427,5005,4430,2873,1242,310,30416,61,118,90,96,87,107,91,31,675,1365,1433,1220,1171,1157,1184,1150,632,9315,7994,16260,14867,13503,11507,8331,4217,1346,78019
31801,70,71,83,38,20,0,374,11,51,65,72,62,55,9,6,321,134,537,485,450,347,255,83,16,2314,73,217,296,398,388,283,109,35,1792,603,1258,1202,1310,1355,925,354,63,7072,180,83,64,68,51,32,12,0,494,39,50,58,104,88,78,26,4,447,824,1397,1323,1475,1492,1037,397,70,8012,13,19,14,22,30,21,22,9,152,638,583,551,652,631,586,481,240,4363,1696,2892,2805,3149,3039,2267,1118,370,17329
31802,1407,1195,898,527,172,18,5437,111,622,756,660,505,314,61,12,3042,1453,5438,4582,3658,2442,1474,592,103,19736,626,2194,2601,2966,2439,1434,497,90,12832,3571,7146,6585,5829,5212,2930,1117,218,32602,937,526,306,255,194,125,44,6,2389,244,326,382,444,450,316,132,38,2331,4752,7992,7274,6528,5854,3371,1290,258,37325,69,96,81,116,89,107,76,17,659,2784,2782,2325,2175,1834,1422,975,519,14818,9863,20283,19014,17297,14065,8644,3657,1023,93849
31901,263,301,237,201,68,15,1306,18,156,228,230,248,168,49,7,1106,289,1423,1524,1346,1131,864,339,72,6987,185,650,827,1128,1306,948,435,70,5551,1437,2757,2717,2911,3209,2576,1158,231,17006,469,300,194,159,142,122,46,6,1441,138,140,187,234,267,243,149,25,1390,2043,3200,3100,3307,3618,2944,1358,267,19836,24,40,34,46,70,84,87,18,406,735,910,806,959,1114,1217,1068,456,7260,3322,6595,6788,7315,7717,6423,3395,905,42455
31902,103,90,82,96,28,0,473,3,58,71,95,89,85,24,0,418,154,514,553,553,450,394,119,31,2765,78,303,386,616,674,506,192,28,2784,709,1316,1239,1440,1602,1274,470,79,8135,227,158,106,112,116,64,7,0,791,62,75,84,134,146,153,35,5,689,996,1545,1429,1684,1864,1489,518,89,9618,8,21,33,33,37,58,32,8,223,641,583,538,719,896,948,679,211,5214,1882,3086,3105,3788,4098,3570,1593,367,21495
31903,105,142,127,124,37,4,621,9,68,103,128,149,123,35,3,604,92,507,666,653,652,556,177,37,3347,84,384,548,712,877,627,241,36,3506,816,1605,1714,1900,2097,1529,550,113,10326,259,151,103,131,117,93,30,0,878,66,76,108,162,207,193,68,5,882,1141,1829,1927,2202,2415,1810,645,126,12088,14,13,17,26,52,51,28,13,220,456,512,533,677,736,742,586,196,4430,1797,3397,3905,4534,5006,4025,1741,414,24819
31904,236,224,239,185,74,9,1169,18,98,143,173,180,193,58,8,874,201,842,1040,954,830,722,268,61,4911,98,405,684,938,1139,964,366,78,4671,826,1575,1736,2078,2302,2180,1032,195,11929,230,123,120,106,102,125,33,0,839,63,86,116,162,220,248,119,38,1058,1115,1783,1974,2349,2626,2552,1189,241,13825,8,14,25,35,53,81,66,14,303,395,390,434,581,694,977,1061,485,5022,1839,3722,4533,5253,5757,5676,3087,900,30767
31905,71,104,115,93,33,3,455,4,45,59,123,104,90,20,0,442,90,323,457,483,534,447,153,21,2500,71,253,395,563,817,644,204,35,2984,717,1233,1390,1607,1984,1775,593,88,9377,257,134,100,98,107,61,23,0,780,45,64,87,134,172,185,68,13,764,1020,1425,1581,1841,2259,2015,680,98,10927,14,18,16,31,32,44,25,10,186,448,352,428,500,716,864,555,233,4086,1646,2464,3012,3632,4560,4198,1668,408,21589
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,10,0,6,0,0,0,0,14,0,0,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,10,8,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,14,34,52,29,8,0,0,0,136,16,45,64,42,5,3,0,0,170
39999,85,57,57,46,5,0,369,0,35,21,29,44,33,0,0,168,91,514,200,142,202,146,33,0,1322,45,152,136,156,246,194,29,0,959,161,379,378,331,509,408,59,4,2225,51,34,26,13,30,26,0,0,183,10,29,34,32,59,46,9,0,208,221,439,436,377,593,475,68,8,2617,5,8,6,17,14,10,7,0,72,425,801,750,645,528,371,97,18,3642,799,2066,1632,1417,1684,1277,239,26,9143
40101,696,393,332,319,153,30,3406,26,184,134,103,122,130,41,7,747,1127,2461,1047,544,531,558,250,53,6576,376,369,247,238,243,245,132,19,1875,340,350,261,226,250,140,46,17,1636,55,31,27,18,21,16,0,0,168,23,19,27,44,54,57,31,11,268,420,405,317,291,328,205,79,27,2074,64,49,26,21,21,21,10,8,226,508,467,269,214,175,197,146,137,2115,2639,5304,2737,1804,1745,1678,814,283,17006
40102,832,955,750,572,178,27,3840,22,233,413,541,442,386,95,10,2145,561,2114,2724,2585,1865,1514,574,111,12055,148,711,1154,1607,1478,1174,445,108,6825,1159,2232,2201,2274,2062,1340,528,126,11916,159,187,143,133,110,79,27,3,839,68,111,152,233,261,261,123,40,1256,1390,2531,2489,2648,2436,1687,678,169,14016,18,44,51,56,67,69,51,20,366,492,418,500,554,609,584,434,250,3839,2662,6564,8164,8942,7643,5976,2450,689,43091
40103,1392,1189,887,703,332,69,5369,20,137,294,354,387,317,116,19,1649,649,1813,2299,2352,1729,1464,760,212,11273,101,277,455,666,662,717,460,152,3484,361,383,380,440,568,396,215,89,2832,49,26,27,36,34,27,22,6,217,26,25,59,112,127,136,106,43,633,430,433,465,582,727,565,338,134,3681,22,27,43,48,30,56,43,24,283,112,153,177,196,166,224,267,193,1483,1368,3608,5124,5379,4587,4043,2325,806,27235
40104,1305,681,403,237,85,20,4052,17,192,302,258,213,177,55,12,1229,776,2697,2489,1652,978,661,374,95,9727,201,609,808,885,774,550,287,89,4195,547,1010,980,1188,1064,641,418,146,5991,71,63,72,57,56,40,13,5,362,47,86,97,159,143,124,79,29,760,667,1154,1149,1401,1257,802,508,180,7117,22,47,58,41,62,35,28,10,306,253,330,259,259,269,255,389,270,2281,1995,6285,6371,5175,3956,2723,1729,677,28911
40105,955,637,503,364,163,25,3749,16,205,234,240,276,225,72,11,1277,644,2357,1855,1420,1056,830,360,106,8622,149,403,474,485,513,496,247,68,2837,367,540,490,570,576,352,192,110,3195,56,52,40,26,30,18,11,8,240,24,41,60,73,121,100,45,25,487,442,637,585,671,730,476,244,142,3920,11,33,45,25,30,29,23,8,203,155,268,221,189,200,210,204,178,1619,1460,4958,4370,3663,3301,2631,1313,541,22228
40106,780,484,368,228,107,28,2799,12,166,206,206,188,163,45,7,995,526,1730,1550,1128,803,630,211,61,6645,107,336,424,471,465,351,134,45,2334,345,457,445,489,522,319,131,71,2771,38,43,33,26,25,18,4,3,196,9,32,50,75,78,63,36,15,348,390,528,525,590,623,400,168,84,3315,6,38,25,21,30,31,13,7,177,118,223,178,163,160,163,119,110,1238,1206,3797,3687,3064,2637,1969,802,347,17503
40107,1059,808,663,489,209,52,4163,17,194,305,335,320,259,84,15,1524,610,2088,2060,1733,1243,1150,454,150,9498,101,321,447,566,575,529,292,121,2946,317,450,414,474,464,366,177,73,2724,45,33,41,41,35,28,8,0,242,21,24,38,87,109,109,69,23,480,381,510,488,611,612,504,253,87,3446,11,28,37,21,29,37,27,16,209,82,156,141,156,150,227,222,235,1370,1258,4131,4532,4228,3588,3199,1544,681,23152
40201,146,147,101,53,24,6,603,12,86,107,105,98,75,16,0,491,245,641,571,544,341,256,97,23,2712,71,355,558,663,622,336,126,30,2755,675,1560,1384,1363,1162,668,319,79,7215,111,147,105,65,70,33,11,4,548,32,52,102,123,101,87,45,16,552,823,1759,1592,1547,1331,797,378,99,8316,14,22,13,25,23,17,21,3,143,229,210,228,262,293,256,284,203,1963,1403,3198,3217,3282,2802,1784,935,362,16988
40202,323,168,130,55,13,3,959,39,199,168,135,114,60,15,5,731,462,1561,1147,727,483,300,108,27,4807,220,1181,1178,1090,906,492,132,28,5226,1914,4586,3363,2665,2151,1176,476,130,16467,339,635,355,196,149,68,19,4,1764,130,259,229,242,222,129,61,19,1292,2380,5478,3944,3109,2527,1370,555,155,19519,24,60,53,42,48,47,28,4,313,992,1185,964,832,748,758,596,359,6431,4132,9917,7782,6100,4955,3088,1442,585,37996
40203,1914,646,309,181,46,13,5560,26,348,391,257,182,140,33,9,1386,989,4408,3584,1582,846,560,227,58,12257,384,1243,1286,1002,786,572,211,48,5535,861,1935,1649,1492,1156,770,445,131,8445,116,193,144,118,91,39,17,0,726,63,105,139,183,172,131,62,26,879,1045,2237,1932,1790,1418,949,526,155,10045,35,124,102,74,42,38,48,13,472,519,746,590,527,351,381,345,197,3656,3186,11377,9789,5880,3937,2823,1436,487,38908
40204,1396,563,251,140,41,3,3999,51,302,422,243,209,127,37,3,1392,1231,3883,3324,1705,1030,647,206,54,12072,451,1717,2028,1708,1392,847,281,44,8466,2217,4574,4282,3823,3254,2078,987,255,21472,387,562,385,250,222,115,14,8,1945,155,219,369,371,320,221,105,24,1792,2763,5364,5034,4445,3799,2416,1107,288,25212,56,127,120,94,86,84,29,10,609,951,1193,1148,1011,883,927,804,517,7435,5603,14084,13464,9764,7655,5188,2497,928,59185
40205,1069,592,394,264,97,17,3389,35,297,421,354,296,237,73,9,1723,864,2965,3092,1972,1335,992,408,98,11722,282,1124,1654,1843,1653,1253,481,87,8374,1409,2968,2913,3009,2643,1950,1029,263,16185,248,224,196,174,107,97,29,8,1087,105,133,220,318,340,294,172,60,1634,1756,3328,3327,3501,3092,2341,1228,327,18905,22,47,90,68,59,79,56,27,448,338,428,472,469,459,560,656,416,3802,3357,9086,10127,8804,7293,5731,3000,971,48365
40301,530,462,447,324,114,30,2379,13,116,182,209,231,218,71,15,1052,370,1356,1455,1135,986,885,381,127,6694,82,291,508,676,809,685,316,99,3467,353,619,614,694,826,655,330,124,4221,60,47,38,35,33,35,14,9,275,26,47,57,93,123,174,83,35,627,441,712,710,823,982,863,425,164,5121,8,22,28,27,23,52,44,20,223,104,149,181,195,250,326,309,203,1723,1045,3077,3597,3524,3729,3357,1662,661,20662
40302,1680,804,506,361,97,27,5195,29,416,502,407,341,258,89,15,2054,1213,4738,3956,2288,1514,1123,406,102,15332,341,1144,1598,1542,1558,1116,409,137,7847,1259,2721,2473,2377,2230,1600,729,267,13658,197,205,178,137,107,100,28,11,956,91,130,227,284,277,288,150,43,1492,1544,3049,2881,2797,2619,1993,907,320,16108,49,88,72,87,80,84,68,24,546,437,622,556,517,511,564,461,298,3964,3691,11697,11243,8440,7135,5492,2437,913,51045
40303,1397,1232,921,698,296,58,5512,14,259,447,561,528,379,127,23,2339,830,2809,3184,2829,1953,1579,735,199,14131,147,533,849,1146,1103,979,483,156,5397,709,951,1072,1260,1173,719,432,161,6485,121,89,69,72,67,51,29,9,496,54,52,109,187,206,229,132,65,1026,882,1088,1254,1521,1443,998,596,231,8005,24,24,37,49,77,54,64,14,343,232,292,275,264,291,328,353,283,2322,2166,5885,7443,7612,6317,5018,2655,961,38049
40304,1149,848,698,494,177,26,4233,42,429,607,619,572,452,161,12,2895,1011,3960,4110,3148,2255,1830,672,133,17119,319,1765,2739,2986,2709,2059,793,154,13531,2908,6622,6344,6029,5376,3907,1668,462,33309,608,591,517,341,264,194,63,11,2589,198,332,454,587,562,570,258,74,3039,3717,7547,7311,6955,6205,4666,1987,550,38937,55,94,122,123,148,163,124,38,874,953,1076,1181,1187,1212,1305,1199,698,8808,6155,15664,17214,15869,13798,10977,5118,1607,86399
40401,1653,889,628,382,119,26,5677,42,483,533,455,422,299,66,4,2313,1431,5803,4281,2748,1856,1330,426,104,17976,416,1525,1797,1907,1796,1173,432,112,9158,1445,3184,2734,2954,2714,1764,910,308,16007,223,262,166,151,147,93,37,5,1092,80,147,245,364,346,332,138,55,1705,1754,3596,3142,3468,3206,2190,1081,364,18798,49,93,98,95,97,95,57,29,616,598,910,711,755,771,718,667,398,5533,4393,14288,12223,10317,8765,6195,2850,1042,60072
40402,612,363,301,158,39,11,2214,9,150,220,215,195,135,24,0,953,550,2160,1687,1080,823,511,150,44,7001,185,792,844,926,867,538,134,25,4311,872,1816,1760,1607,1647,948,330,108,9098,143,171,141,108,86,61,5,0,715,64,123,126,173,180,132,57,7,861,1068,2108,2024,1894,1913,1145,395,123,10672,23,35,46,48,48,41,18,11,272,371,494,499,482,538,476,329,188,3375,2260,6424,5930,4997,4694,3012,1089,398,28802
