SA3_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
21101,716,2588,767,697,82,6278,1283,711,3605,1866,1969,256,9695,65,25,272,154,201,13,722,182,50,428,467,1326,52,2509,285,68,714,385,809,244,2508,7393,2661,19608,10163,16907,1531,58261
21102,148,461,117,101,14,1080,319,146,703,238,174,43,1617,17,0,63,28,29,3,142,30,20,77,68,160,9,367,40,9,158,63,85,35,397,1351,586,3908,1507,2174,234,9761
21103,763,2277,604,488,65,5422,1009,705,2736,1388,1476,172,7477,65,26,226,123,137,9,581,146,62,370,337,844,28,1783,158,37,453,264,473,177,1558,5518,2549,14530,7364,12063,1030,43053
21104,341,1127,270,227,30,2858,732,311,1623,599,491,70,3810,34,14,119,63,56,7,297,124,37,245,140,286,21,849,165,20,344,141,143,76,887,4772,1393,9922,3430,3908,502,23920
21105,918,2800,925,878,71,6833,863,727,2767,2000,2350,251,8958,58,48,271,190,296,18,873,137,51,325,470,1764,52,2796,114,34,395,344,1013,284,2183,4194,2731,14078,10170,22760,1574,55513
21201,538,1721,603,676,53,4298,672,459,2162,1535,1814,182,6821,28,19,137,140,244,19,578,71,27,194,347,1225,45,1905,104,30,299,301,845,242,1817,3219,1569,9447,7823,16759,1293,40111
21202,463,1712,626,607,76,4419,982,495,2582,1608,1688,219,7571,39,25,144,108,132,12,456,87,32,275,373,992,52,1820,212,28,571,384,713,284,2200,4986,1706,13239,8490,14018,1504,43938
21203,618,2115,1006,851,92,5761,1555,817,5238,3318,3557,379,14872,45,27,205,186,297,26,779,150,44,420,617,1671,88,2985,328,41,799,680,1381,520,3751,7857,2455,20542,15509,25025,2527,73920
21204,432,1563,564,419,73,4119,1260,487,3604,1795,1889,300,9335,49,19,168,101,151,13,503,148,39,464,536,1123,76,2393,417,42,872,542,900,595,3371,7801,1831,18992,9987,13281,2341,54229
21205,728,2828,625,452,99,7648,2237,700,4765,1376,1190,250,10509,126,32,312,139,147,11,763,280,64,580,420,756,61,2156,708,73,1146,394,440,403,3160,16256,3279,28700,9212,9423,1893,68759
21301,481,1771,561,573,88,4263,900,463,2935,1376,1703,210,7601,40,13,289,130,167,33,677,96,38,410,464,994,85,2077,233,28,672,396,791,496,2610,5253,1812,17008,8832,14092,2053,49062
21302,525,1596,370,309,45,3744,753,429,1648,629,569,97,4128,69,26,270,121,145,14,653,97,48,233,203,501,24,1101,141,24,358,168,284,153,1130,4563,2024,12103,4985,7339,808,31820
21303,579,1575,300,201,44,4063,1252,494,2241,640,569,98,5302,128,59,409,144,164,9,916,133,45,352,207,353,30,1125,222,41,527,193,244,189,1423,7110,2365,15770,4947,5680,910,36782
21304,798,2521,888,947,102,6258,1044,610,3474,1975,2164,285,9566,41,24,236,175,262,30,764,108,31,311,429,1430,64,2371,207,27,566,407,975,398,2577,5897,2378,17743,11366,21287,2067,60746
21305,877,3032,1178,899,159,8295,2240,963,5450,2887,2806,397,14744,167,55,496,281,326,31,1354,315,54,561,664,1471,87,3153,879,85,1298,750,1183,722,4916,19817,3945,33991,17224,23511,3523,102009
21401,682,2232,741,720,81,5354,791,631,2750,1945,2384,247,8746,45,18,192,150,236,17,663,63,39,239,394,1243,33,2015,93,49,353,359,867,232,1946,3183,2119,11711,9355,19154,1445,46965
21402,794,2796,747,732,108,6191,1007,654,2985,1784,2158,244,8832,69,62,316,224,343,40,1057,76,40,273,377,1281,54,2098,96,49,492,341,777,242,1998,3977,2572,14494,9852,19918,1742,52553
21501,214,768,220,271,36,1679,234,247,999,882,1256,123,3737,5,9,59,41,94,5,216,17,13,54,79,441,11,616,14,8,43,59,225,90,429,802,727,3439,3027,7974,723,16690
21502,250,816,262,349,28,1872,286,214,975,632,930,82,3123,4,6,33,31,66,6,148,11,3,48,101,485,21,675,13,6,70,71,279,135,579,751,675,3408,2635,7280,709,15453
21503,137,505,109,226,19,1079,129,112,450,359,507,64,1631,3,8,13,23,51,4,101,10,12,13,44,356,8,438,0,3,36,46,197,98,377,337,360,1961,1588,4885,561,9697
21601,142,472,130,169,19,1027,134,151,616,462,766,100,2227,4,3,31,36,64,3,145,21,10,39,71,386,17,539,7,6,31,37,195,89,359,424,424,2204,1786,5454,499,10792
21602,113,322,111,171,14,794,76,89,402,338,451,48,1398,0,0,13,8,38,3,65,9,4,22,52,237,17,335,0,3,26,34,160,46,278,252,287,1488,1356,4029,394,7816
21603,356,875,280,386,38,2220,495,310,1340,964,1144,131,4385,8,4,31,26,74,3,145,23,18,77,133,610,17,882,20,13,81,99,334,125,678,1307,961,4324,3440,8137,739,18901
21701,128,463,122,203,20,1067,136,166,623,455,683,65,2136,5,0,28,24,50,3,113,8,8,29,53,291,7,397,8,6,23,36,183,58,318,469,447,2127,1721,5223,432,10423
21703,124,464,126,183,7,1036,141,127,502,370,669,82,1887,9,3,39,24,51,0,136,17,5,21,53,293,10,395,13,4,48,37,181,88,371,560,415,2333,1776,5438,527,11048
21704,231,857,215,313,29,1955,416,334,1274,723,982,99,3831,10,10,51,41,85,11,202,19,5,56,101,445,19,647,13,11,66,59,252,80,479,1132,836,4273,2803,7242,598,16880
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6
29999,10,25,9,9,0,76,35,13,52,24,41,8,167,3,0,16,4,12,0,32,0,0,8,5,14,0,35,4,4,21,8,23,16,68,149,53,385,164,432,59,1239
30101,284,1143,408,514,36,2811,391,258,1524,1011,1225,123,4519,18,7,75,58,127,7,299,48,24,162,191,815,24,1264,46,19,170,189,454,115,990,1769,1038,6574,4797,10808,734,25722
30102,352,1354,491,623,48,3314,459,272,1620,1212,1505,141,5211,24,8,86,65,130,4,322,43,26,148,245,948,24,1434,60,15,209,204,584,152,1233,1934,1121,7020,6016,13075,890,30057
30103,353,1326,325,459,49,3089,477,327,1787,810,937,86,4429,33,9,154,71,106,9,376,45,28,186,203,602,24,1085,76,23,231,150,371,109,962,2693,1369,8838,4822,8943,763,27423
30201,191,889,217,291,37,2027,586,259,1684,490,608,76,3706,21,8,70,47,74,5,225,47,12,141,120,352,14,693,69,11,154,96,171,64,563,2326,944,6636,2869,4907,435,18120
30202,319,1428,336,363,39,3160,877,421,2810,848,876,118,5946,36,20,200,64,117,11,447,56,30,229,193,530,25,1072,102,24,274,168,260,136,961,3476,1621,11580,4612,7674,711,29674
30203,169,693,166,229,22,1599,392,203,1383,517,530,54,3071,16,12,130,51,89,7,299,42,21,161,107,341,20,699,60,8,207,100,198,73,645,1920,945,6761,3015,4989,428,18061
30204,256,936,287,384,37,2264,464,291,1712,821,987,100,4374,18,5,92,58,114,9,298,37,23,126,153,424,16,780,53,16,201,164,319,100,851,2140,1088,6832,3996,7175,601,21834
30301,309,1275,249,253,27,2705,757,307,1956,498,505,66,4094,33,17,151,51,95,11,360,54,21,163,155,361,18,773,97,8,266,110,192,83,756,3286,1354,9496,3279,4980,496,22903
30302,552,2040,354,332,53,4818,1590,532,3769,809,691,117,7516,89,50,332,118,132,13,739,111,42,324,162,442,23,1114,180,25,418,150,225,125,1124,6463,2384,16545,4538,6336,811,37078
30303,308,1575,340,369,34,3586,1000,375,2565,759,711,122,5529,29,20,190,84,103,12,428,95,56,285,203,449,21,1097,224,30,437,173,287,167,1315,5378,1430,12305,4321,6151,766,30358
30304,250,915,179,193,23,2213,582,248,1475,369,350,58,3077,46,7,114,48,50,4,276,50,20,146,103,201,10,530,99,16,199,76,147,75,619,2859,1037,6779,2105,3309,371,16463
30305,219,989,279,317,32,2357,694,263,2027,822,787,123,4723,33,12,85,57,70,7,260,71,14,200,164,466,25,936,153,16,325,156,307,185,1150,3730,905,8689,3866,6028,770,23986
30306,134,640,184,202,19,1609,513,176,1378,470,475,77,3098,25,5,67,20,54,5,174,82,12,156,107,233,18,607,137,16,281,111,207,150,900,3053,627,6436,2622,3592,604,16935
30401,182,773,172,211,25,1892,404,199,1044,360,274,50,2333,14,10,72,26,46,0,166,52,14,111,82,222,8,489,64,20,149,64,103,44,443,2108,764,5021,1996,2923,299,13114
30402,295,1139,240,220,35,2991,755,256,1528,373,290,65,3265,37,12,114,39,44,10,250,88,27,153,98,176,7,548,120,23,214,68,101,42,566,4303,1217,8005,2412,2887,386,19226
30403,315,1334,208,195,35,3693,949,233,1717,290,296,67,3542,57,23,166,56,60,3,362,77,23,236,81,206,9,623,144,16,285,57,101,58,664,5519,1315,9860,2149,2824,415,22076
30404,329,1174,305,311,22,2857,587,323,1648,533,504,66,3656,50,20,170,56,90,4,398,58,33,162,104,345,15,718,72,20,169,75,160,49,538,3158,1448,8337,3300,5096,414,21756
30501,337,1409,279,228,46,3832,1429,400,3123,619,563,126,6260,123,49,457,125,152,12,920,120,46,380,228,421,33,1230,291,38,641,189,255,218,1633,8411,2273,19061,5370,6167,1149,42435
30502,218,904,174,202,21,2085,687,260,1627,370,332,62,3336,39,27,190,66,76,8,405,49,19,165,119,250,14,610,93,23,293,106,152,72,736,3249,1302,9228,2777,3785,472,20811
30503,510,1820,347,336,50,4257,1901,634,4282,873,834,160,8679,95,39,408,126,178,16,867,130,51,424,271,524,32,1430,237,42,662,197,311,167,1626,7871,2987,22159,6142,7961,1084,48209
30504,375,1475,212,194,38,3519,1173,330,2528,397,329,84,4846,69,32,324,61,101,7,598,99,34,224,139,238,20,758,166,29,426,97,139,83,945,5831,1928,13807,2981,3706,549,28802
30601,284,1059,335,417,56,2662,536,330,1924,912,1027,119,4847,22,10,90,53,110,6,289,56,32,175,148,468,21,905,24,14,110,108,267,111,638,1808,958,6001,3917,8189,711,21586
30602,375,1297,502,781,51,3421,698,452,2536,1334,2077,200,7301,28,12,117,93,185,18,448,102,31,281,240,1045,46,1747,39,10,169,146,572,194,1144,2023,1309,8336,5749,14571,1132,33123
30603,92,410,133,235,21,980,58,65,343,289,548,50,1351,0,0,9,12,38,0,62,12,13,29,34,271,13,372,8,0,46,52,204,112,420,309,246,1520,1304,4662,543,8577
30604,35,108,39,66,3,288,28,35,123,91,122,14,415,5,0,16,14,37,4,74,0,0,18,27,107,5,160,0,0,22,19,71,34,145,191,110,897,665,1818,196,3878
30605,149,548,207,282,30,1361,145,98,631,431,606,77,1988,6,6,32,20,56,7,126,21,11,60,63,355,13,523,12,4,67,60,231,87,466,550,393,2448,1909,5448,578,11328
30701,116,693,158,329,21,1416,100,92,536,298,496,59,1576,0,0,5,9,30,0,53,8,10,39,57,397,7,521,10,4,53,45,293,100,507,392,359,2788,1902,6182,548,12174
30702,114,509,186,301,16,1222,83,71,474,356,640,49,1685,0,0,12,5,42,0,57,9,9,27,65,398,8,519,9,7,44,47,286,74,465,303,316,2202,1757,6163,466,11202
30703,135,550,167,280,34,1315,106,77,556,366,743,68,1919,3,4,17,11,43,3,75,6,7,35,53,353,13,463,4,0,39,58,224,83,410,431,338,2135,1612,5491,470,10471
30801,105,443,89,215,18,957,46,56,276,145,192,21,733,0,0,8,4,28,5,48,3,0,20,38,277,11,353,11,0,29,23,149,57,261,274,250,1649,1115,4830,351,8478
30803,448,1976,571,970,66,4654,566,379,2452,1298,2250,201,7141,12,3,41,43,165,8,272,30,27,134,190,1226,31,1633,20,16,92,95,583,158,959,1806,1268,7732,4856,17653,1187,34503
30804,37,224,36,92,12,429,15,17,131,83,142,12,408,0,0,0,6,9,0,12,3,3,11,17,133,5,163,0,0,8,8,43,39,98,118,97,787,473,2237,199,3912
30805,181,934,189,485,22,1988,138,114,670,439,793,62,2223,5,0,22,17,46,7,98,14,8,44,102,612,9,791,12,13,79,86,558,120,858,700,548,3512,2468,10980,641,18843
30901,235,1205,316,354,49,2687,714,242,1742,653,723,122,4197,54,16,277,164,274,28,808,27,17,185,240,496,38,1007,103,24,334,197,336,141,1129,2406,954,8389,4517,7817,887,24967
30902,258,1120,314,366,49,2463,505,221,1555,683,878,106,3950,33,11,144,105,151,17,465,38,11,116,174,414,22,773,46,18,227,151,354,110,909,1602,792,6241,3760,7677,658,20732
30903,205,814,302,327,44,2130,569,210,1380,821,978,145,4106,21,5,132,115,223,13,516,37,11,121,170,571,28,936,66,20,198,151,415,132,982,2005,763,5491,4216,8050,813,21330
30904,80,306,116,131,16,809,162,57,382,237,218,27,1082,9,3,42,34,65,4,163,3,10,34,60,199,7,315,16,12,71,48,147,26,318,550,265,1673,1331,2856,219,6898
30905,183,682,245,254,27,1671,375,142,847,485,481,74,2404,13,3,87,54,112,9,269,15,17,85,130,363,13,620,19,11,127,103,216,74,549,1137,545,3590,2481,4799,406,12948
30906,271,976,379,465,41,2490,479,276,1389,982,1133,129,4381,16,11,125,150,291,22,609,30,15,131,208,752,34,1169,51,18,193,172,472,145,1054,1661,857,5631,4583,10196,782,23713
30907,535,2067,865,1066,75,5290,941,516,2893,2105,2383,220,9053,56,20,283,303,526,24,1213,70,33,269,522,1600,68,2559,133,29,370,422,1141,329,2422,3568,1719,12257,10817,22819,1715,52902
30908,189,918,308,310,47,2203,528,244,1373,740,717,92,3704,29,20,181,110,182,11,526,44,12,125,185,429,24,812,62,7,231,144,243,122,811,1979,767,5928,3718,6190,644,19221
30909,220,848,266,299,36,2126,686,272,1771,797,853,136,4510,38,15,174,130,240,19,607,55,10,151,176,478,38,921,83,8,254,159,328,145,983,2421,813,6666,4066,6927,813,21702
30910,118,486,183,130,25,1178,421,134,959,394,368,71,2347,32,11,141,113,169,23,492,43,16,115,143,292,17,616,90,8,235,141,181,118,771,1747,587,5235,2993,4184,662,15410
31001,235,923,272,401,37,2366,504,217,1630,788,989,108,4234,20,9,77,54,60,11,225,59,25,209,195,557,41,1087,87,19,233,161,371,161,1037,2438,879,6879,3702,7152,757,21801
31002,171,682,322,600,34,1993,123,152,660,643,1155,69,2798,3,4,30,17,104,3,158,13,9,63,110,608,6,805,11,11,57,86,431,124,725,573,524,2883,3007,9834,672,17496
31003,438,1645,550,960,66,4179,490,455,2100,1444,2258,152,6905,14,14,89,68,168,9,363,34,27,175,243,1095,37,1611,49,8,166,155,711,198,1287,1927,1395,7622,6195,17057,1044,35239
31004,304,1133,451,710,61,3069,602,363,2100,1400,1712,143,6320,11,9,76,69,145,9,310,46,28,188,249,889,38,1437,91,24,225,235,701,232,1508,2547,1168,7966,6033,13840,1105,32656
31101,46,127,58,103,12,382,24,13,120,110,211,26,509,0,0,5,11,35,7,62,0,0,8,26,118,5,162,0,4,20,25,97,45,196,106,92,534,561,1919,195,3413
31102,127,391,190,349,21,1176,135,113,573,592,795,57,2261,3,9,42,29,83,7,181,19,11,41,117,417,15,614,12,5,72,94,311,115,609,575,368,2296,2325,6475,431,12470
31103,168,708,396,644,34,2144,256,195,1226,1108,1691,127,4609,5,7,45,56,111,4,227,33,19,109,217,862,33,1271,60,21,169,169,705,222,1350,1251,624,4635,4467,12584,993,24554
31104,181,737,330,469,26,1919,181,206,773,747,980,76,2954,4,0,30,27,101,4,172,14,9,61,153,804,26,1065,7,12,89,131,562,131,939,681,607,3212,3481,10534,618,19131
31105,198,884,300,450,22,2099,304,169,1038,714,1095,96,3416,12,9,60,45,91,7,216,35,9,114,182,604,20,963,42,11,119,122,397,139,820,1193,630,4473,3501,8881,611,19303
31106,215,956,324,532,49,2452,355,195,1217,790,1095,99,3754,12,8,73,49,85,7,233,56,23,145,161,571,23,984,67,12,164,121,468,167,999,1801,770,5589,3701,8578,821,21261
31201,60,433,88,218,19,881,33,34,229,168,278,26,766,0,0,5,3,34,6,46,0,0,23,32,271,9,345,5,0,15,24,174,74,290,292,219,1750,1207,5702,451,9615
31202,366,1667,446,844,58,3685,558,343,2230,1074,1841,205,6262,9,3,36,33,120,14,213,17,17,153,243,1607,47,2087,34,20,142,135,891,222,1435,1445,1126,7475,4965,21111,1316,37448
31203,58,276,73,124,11,589,54,47,241,165,211,23,744,0,0,17,25,34,3,85,0,9,25,66,251,20,362,8,3,27,45,143,55,286,291,175,1683,1403,4083,338,7976
31301,65,306,128,198,13,795,77,67,370,363,591,41,1510,6,0,12,14,50,5,85,3,3,32,54,267,5,366,11,8,39,53,181,58,343,352,232,1388,1484,4104,315,7869
31302,193,692,313,615,31,1972,175,211,978,1099,1831,120,4409,0,0,45,40,113,6,211,15,18,58,136,785,17,1021,6,7,76,107,511,182,897,565,609,3554,3798,11970,850,21351
31303,45,135,59,105,8,392,27,31,140,145,173,19,536,0,0,8,8,27,4,48,3,3,9,10,122,3,153,8,4,18,14,102,46,188,129,121,686,618,1948,213,3716
31304,201,792,337,598,29,2139,189,203,1070,922,1453,96,3927,4,8,45,33,99,4,198,19,17,73,173,743,16,1050,26,8,82,125,518,137,899,706,650,3900,3897,11177,648,20976
31305,206,783,281,435,38,1996,304,235,1170,850,1230,123,3909,8,6,48,46,90,9,200,22,18,85,118,525,22,782,26,12,104,108,376,105,726,1076,765,4192,3425,8164,684,18301
31401,453,1853,542,682,49,4328,704,505,2607,1097,1207,128,6237,42,22,170,110,162,12,511,67,35,244,268,852,28,1495,85,29,302,182,423,115,1132,3227,1852,11317,6378,11911,758,35445
31402,277,1161,460,609,19,2880,536,367,2266,1339,1751,147,6411,13,9,98,75,180,13,382,40,19,143,261,825,29,1324,59,13,201,184,503,171,1143,2136,1121,7941,5890,12665,898,30651
31403,142,453,192,307,16,1236,160,143,689,535,798,74,2390,4,10,40,33,79,0,168,24,3,64,100,455,14,659,18,8,71,58,257,71,480,659,456,2828,2342,5967,388,12637
31501,81,407,137,275,40,1015,79,89,298,236,423,66,1193,5,0,17,17,59,5,100,0,0,31,24,136,0,188,0,0,24,18,127,95,262,265,234,1314,1072,3898,513,7293
31502,86,474,96,181,18,943,129,89,440,186,296,39,1173,0,4,5,8,16,0,27,6,9,23,54,246,18,349,8,0,22,20,141,84,272,446,271,1913,1119,4599,409,8767
31503,53,279,55,117,8,568,43,54,278,149,205,31,762,6,3,14,13,26,5,71,5,4,10,16,141,6,180,0,0,14,26,76,34,152,170,171,1072,786,2458,252,4902
31601,284,1073,336,367,44,2530,647,279,1844,817,1055,100,4737,21,9,100,58,120,9,314,27,15,93,157,502,22,812,50,9,166,107,276,99,704,1807,908,6195,3513,7488,561,20471
31602,355,1492,419,539,61,3349,872,416,2791,1329,1838,177,7423,16,10,133,96,207,19,481,26,23,144,237,823,22,1278,59,13,209,206,559,145,1186,2202,1201,8368,5552,12956,934,31212
31603,282,1015,294,359,41,2387,517,240,1750,804,1105,114,4530,29,16,96,79,149,15,374,24,18,139,212,523,22,936,51,13,206,142,307,114,828,1740,932,6462,3886,8283,736,22044
31605,178,720,218,205,23,1571,371,143,933,460,551,82,2538,22,10,76,56,84,4,255,20,10,96,149,357,16,638,48,16,161,106,205,81,618,1204,596,4502,2805,5160,523,14799
31606,242,854,312,411,41,2167,379,203,1380,783,957,107,3817,13,12,103,64,137,8,344,24,16,81,121,548,20,802,28,14,139,145,390,103,827,1231,750,4673,3449,8517,639,19264
31607,206,691,247,328,18,1704,316,175,1168,776,983,94,3506,7,6,62,54,117,9,258,18,17,87,128,510,9,767,22,8,116,100,313,71,629,904,602,3869,2917,7446,497,16229
31608,91,357,105,141,17,799,115,77,449,298,350,28,1318,11,6,41,25,49,5,141,8,7,35,59,245,10,366,21,4,63,63,154,55,361,432,298,1875,1376,3284,273,7545
31701,730,2928,888,1299,91,7242,1304,667,4266,2006,3275,247,11760,21,12,94,94,211,16,448,73,41,249,329,1555,57,2305,99,26,265,192,746,236,1566,4301,2161,13791,8005,22030,1422,51705
31801,122,614,160,326,28,1386,46,34,428,291,662,53,1513,0,0,12,0,20,4,40,4,0,20,36,369,9,445,3,0,25,28,191,67,316,305,237,1869,1225,5782,472,9892
31802,659,3140,888,1497,102,7499,1367,913,5292,2209,3468,326,13570,43,16,165,123,298,22,671,75,41,290,414,1754,58,2631,73,16,216,224,1015,283,1833,4399,2463,16084,9517,27660,1765,61891
31901,256,1212,325,647,43,2727,423,299,1822,1044,2220,162,5969,7,5,31,31,95,13,187,14,14,79,132,755,27,1018,10,9,108,71,487,171,854,970,776,5114,3298,12123,958,23242
31902,106,598,203,382,13,1416,88,72,493,440,781,63,1935,0,0,9,10,30,4,57,9,4,21,47,325,5,412,7,8,43,51,228,112,449,345,288,2047,1679,5811,567,10736
31903,152,594,199,397,29,1486,118,98,556,505,932,61,2272,12,0,21,25,71,9,129,8,7,41,81,485,19,647,6,8,57,67,328,99,575,434,388,2210,1990,7319,585,12925
31904,191,796,227,363,18,1791,382,219,1373,760,1569,108,4414,4,7,18,23,73,7,131,15,6,50,113,509,19,714,12,7,58,75,268,83,503,820,553,3313,2473,7298,521,14973
31905,95,462,173,352,14,1174,89,95,523,436,1048,72,2265,0,0,3,13,36,0,52,9,0,22,38,382,9,472,7,0,37,52,231,79,404,279,277,1594,1580,5771,424,9923
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,16,5,24
39999,9,46,24,20,4,124,35,12,96,58,81,9,295,5,0,10,3,19,0,38,4,0,8,11,47,7,73,6,4,32,12,41,24,119,166,74,627,337,893,107,2209
40101,94,361,59,56,12,1081,430,86,885,143,134,31,1719,41,14,121,21,24,6,239,52,12,82,46,88,12,285,72,6,114,35,33,33,286,2459,495,4539,1118,1242,238,10091
40102,395,1650,448,505,54,3811,710,441,2173,907,1111,87,5430,44,28,203,94,133,18,514,51,38,214,147,790,21,1255,62,32,173,129,286,86,756,2969,1595,9175,4708,10293,757,29495
40103,225,847,165,134,22,2181,1059,271,1945,317,246,89,3921,38,7,107,27,43,9,228,63,17,157,52,187,16,486,76,13,158,59,67,33,401,3953,1126,8016,1957,2259,387,17700
40104,216,1111,236,219,27,2508,689,246,1595,546,631,102,3812,27,4,101,33,59,12,237,61,21,151,142,493,21,883,93,10,186,71,112,58,531,3286,930,7532,2871,4829,532,19989
40105,196,819,138,139,11,1907,722,197,1536,285,280,60,3086,34,15,130,30,43,5,250,55,14,138,74,236,15,535,59,4,143,41,73,40,355,2955,895,6588,1778,2546,312,15082
40106,134,699,158,112,11,1531,583,226,1327,269,232,64,2702,29,14,72,27,38,6,180,34,19,98,64,182,12,405,55,10,90,44,45,42,286,2253,746,5203,1641,2231,285,12365
40107,189,809,152,101,25,1952,788,245,1682,343,247,78,3381,42,19,129,37,39,0,271,56,26,157,70,187,3,501,65,17,132,56,59,34,372,3194,1095,7063,1809,2244,309,15710
40201,128,505,204,340,16,1359,105,126,574,494,788,28,2118,13,0,16,14,63,3,110,5,7,41,67,395,16,532,9,6,26,49,189,49,328,498,385,2116,1972,5968,337,11277
40202,178,695,381,601,44,2052,225,201,1157,1003,2152,134,4874,0,4,37,38,100,3,185,21,14,57,138,847,29,1105,13,0,75,100,475,162,820,761,576,3717,3707,13152,836,22744
40203,232,1080,271,294,21,2555,1003,340,2558,856,1042,127,5928,37,10,113,45,88,6,301,82,21,254,220,509,22,1120,144,12,245,117,205,120,841,4637,1124,9893,3993,6715,780,27145
40204,280,1275,509,790,45,3469,776,355,2642,1570,2703,238,8275,11,0,86,63,158,6,333,58,24,227,266,1218,54,1845,103,9,228,159,630,211,1341,3304,1080,9548,6180,17062,1390,38565
40205,376,1897,571,726,41,4287,618,392,2287,1266,1652,146,6365,26,5,86,75,127,8,325,50,28,213,223,971,32,1516,64,8,179,116,375,120,864,2728,1327,9219,5836,13042,835,32993
40301,162,758,198,146,15,1699,456,198,1167,352,366,57,2594,20,10,102,33,64,4,236,30,11,119,66,245,9,482,39,5,96,48,85,35,309,1790,702,4837,2112,3258,322,13018
40302,375,1883,457,469,36,4136,1299,499,3435,1315,1622,219,8388,31,13,185,84,153,14,477,81,39,252,238,782,36,1431,92,15,241,99,268,136,862,4250,1551,12147,5443,11002,955,35343
40303,389,1561,303,286,30,3614,1113,499,2671,675,679,118,5755,46,14,142,81,92,4,378,90,40,244,128,408,16,931,80,19,206,104,132,60,591,4138,1724,10517,3425,5342,578,25727
40304,576,2535,802,1208,96,6144,911,744,3752,2502,4195,291,12397,34,15,181,125,287,26,665,82,54,306,339,1956,62,2804,51,22,231,194,773,179,1451,3276,2089,12972,9260,26450,1573,55616
40401,379,2168,509,542,59,4646,1128,454,3338,1213,1475,205,7822,64,19,279,128,202,18,711,84,38,308,306,1088,58,1876,103,31,316,189,409,161,1219,4732,1801,14569,6527,12785,1179,41602
40402,180,769,238,303,26,1889,461,228,1377,668,1015,82,3825,25,3,102,49,87,8,268,32,21,152,145,516,23,885,35,19,122,80,255,106,614,1795,743,5566,3113,7253,654,19120
40403,274,1279,230,269,37,2694,935,343,2384,803,815,118,5396,62,15,168,87,134,16,486,72,26,207,158,498,19,988,76,25,216,91,188,102,703,3698,1251,9732,3813,6354,665,25517
40501,140,611,192,251,16,1352,105,89,491,409,627,50,1765,4,3,32,15,52,6,117,9,5,41,44,341,10,454,8,4,53,44,171,37,312,517,418,2518,1909,5938,370,11671
40502,68,305,103,136,15,672,67,38,253,196,316,34,901,4,4,3,13,21,6,46,4,0,20,21,191,9,239,4,8,22,22,89,36,184,259,196,1228,898,2975,282,5837
40503,71,369,88,207,7,803,65,74,381,334,561,41,1457,0,0,8,6,35,6,57,10,7,28,38,232,10,319,3,0,10,16,83,38,154,216,214,1213,953,3581,264,6433
40504,51,308,95,168,9,689,48,41,248,240,468,41,1080,0,0,3,4,23,0,34,3,6,9,29,212,10,272,0,0,15,17,90,35,166,154,146,948,864,3141,287,5539
40601,143,923,233,447,39,1933,162,121,867,538,959,96,2738,0,0,23,10,53,5,82,10,7,43,63,524,23,669,11,5,34,56,234,79,424,557,398,3033,2142,8202,691,15022
40602,61,360,66,197,24,797,90,67,282,186,310,39,962,3,4,13,9,16,10,56,7,4,21,26,155,12,233,11,0,14,27,77,45,173,333,200,1234,916,3465,340,6488
40701,136,612,216,256,15,1402,174,142,798,588,1036,74,2817,10,10,51,47,106,12,231,10,16,56,75,478,17,663,17,10,71,62,204,65,431,692,502,3006,2331,6895,513,13939
40702,192,920,234,421,25,1948,171,167,902,588,1239,95,3170,3,0,24,15,77,4,113,10,15,46,87,700,23,881,8,11,45,46,303,123,535,584,569,3624,2567,10029,869,18245
40703,153,721,263,451,39,1759,151,131,792,643,1338,105,3158,3,0,27,18,80,9,140,8,13,42,83,671,23,835,11,0,58,64,303,121,563,538,443,2994,2597,9718,842,17139
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49999,3,10,3,6,0,31,8,5,30,20,23,3,82,0,0,0,0,0,0,3,0,0,0,6,9,0,12,0,0,0,0,10,5,19,45,16,135,69,209,29,489
