SA3_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
12002,339,445,101,126,186,108,21,28,10,1361,418,439,163,188,299,131,20,41,13,1702,432,228,737,241,277,144,83,113,26,2283,50,32,8,26,35,33,8,9,5,211,81,99,21,45,102,45,13,9,8,416,45,88,11,7,19,6,4,8,8,205,44,68,18,23,32,21,3,11,47,267,6607,12508,1502,1290,2525,1126,243,318,321,26434
12003,544,689,480,440,551,337,131,417,50,3632,725,803,687,1014,839,475,200,552,78,5373,771,477,2093,918,869,451,369,490,102,6548,56,50,36,82,135,67,31,75,9,532,152,136,116,164,317,128,64,83,19,1179,63,236,67,58,98,47,35,73,25,702,121,223,100,95,129,87,36,145,280,1222,9610,27139,5618,5486,8169,3898,1732,3539,1231,66427
12101,583,645,216,247,391,192,46,91,32,2444,596,679,283,383,543,263,67,125,31,2970,532,346,1068,453,438,280,94,166,46,3420,51,46,26,35,70,41,9,16,3,301,151,135,77,86,200,81,27,38,4,793,107,182,49,23,70,37,10,27,16,509,124,160,42,47,91,44,18,25,146,708,11425,24397,2868,2675,5731,2572,557,911,869,52004
12102,361,508,212,268,383,120,46,82,24,2011,455,550,319,553,542,209,78,139,28,2862,665,358,1773,676,657,285,215,349,66,5040,43,38,34,55,96,43,11,37,0,357,105,110,81,97,228,69,37,58,3,790,52,102,33,33,76,28,11,18,7,358,65,89,48,61,75,38,27,54,94,542,6025,14942,3463,3132,4617,1645,660,1240,450,36182
12103,608,690,162,208,506,171,40,74,43,2496,583,592,203,316,439,232,39,74,31,2516,532,310,842,323,359,216,77,137,42,2852,47,26,23,32,78,42,11,15,3,277,164,140,45,74,212,97,20,40,19,801,102,188,24,26,70,35,8,16,9,468,93,165,28,30,93,36,15,17,126,604,11889,22892,2205,2220,5673,2301,419,647,841,49077
12104,544,705,137,190,394,200,29,65,35,2287,644,616,250,311,427,264,34,68,51,2660,519,340,805,310,397,238,67,118,38,2833,52,35,17,20,58,23,6,14,4,223,143,155,36,49,182,80,23,22,10,707,102,165,27,19,67,36,3,7,19,444,105,140,24,41,91,43,14,15,102,570,11301,22242,2076,2042,4885,2238,309,598,795,46488
12201,272,326,63,80,149,79,19,23,12,1017,280,301,113,133,202,110,22,30,17,1203,323,154,545,169,173,98,45,66,15,1593,25,26,9,22,36,13,0,0,0,141,79,65,26,41,85,50,13,14,12,374,45,59,16,15,33,16,5,0,4,199,64,72,17,22,37,21,8,12,63,312,5282,8507,1084,1012,1766,999,183,260,314,19403
12202,524,553,150,213,337,160,35,52,27,2055,486,453,213,312,431,167,45,61,25,2192,879,383,2052,457,523,288,180,268,74,5116,37,29,22,33,76,42,12,10,5,276,160,109,61,82,190,98,27,45,11,784,62,71,29,27,44,26,6,11,4,274,70,82,40,53,79,43,6,26,62,463,5506,8002,2969,1783,2700,1332,423,634,394,23757
12203,979,1214,378,521,787,340,125,155,47,4536,1194,1188,607,917,1024,477,158,195,64,5823,1703,760,4699,1248,1207,656,522,749,143,11681,104,84,76,92,218,95,33,76,12,782,315,254,131,229,495,178,73,93,17,1780,133,153,75,57,120,53,20,27,6,640,178,231,103,101,191,90,63,66,147,1179,13809,21806,7298,5297,7303,3459,1429,1957,838,63194
12301,314,339,108,282,257,99,49,40,21,1518,605,469,284,738,628,222,105,101,45,3210,1182,467,3425,1029,1274,592,793,697,146,9605,59,29,30,58,138,79,42,42,7,490,103,55,65,126,251,105,76,69,4,867,31,40,17,21,63,28,9,16,3,223,53,58,45,65,98,39,28,32,65,485,3909,6511,4287,3073,3497,1416,1262,1110,368,25425
12302,314,530,316,385,454,172,240,152,46,2603,711,769,552,1306,1032,413,364,343,107,5589,1203,767,4340,2166,1906,843,1558,1287,259,14325,88,51,65,145,279,107,133,121,15,1008,137,115,112,240,343,145,178,170,20,1465,48,122,58,69,102,43,41,59,15,560,96,136,116,162,183,79,151,155,228,1312,5256,12873,6698,6606,7128,2891,3443,3037,1022,48945
12303,173,179,68,150,140,36,24,32,11,813,301,216,170,382,315,113,51,80,18,1654,864,311,2693,633,799,336,716,541,127,7029,39,8,29,43,95,47,30,38,0,336,67,35,47,75,130,51,38,59,11,510,12,26,11,8,18,4,5,12,0,105,41,48,40,39,67,26,44,30,59,401,2254,3063,3195,1660,1927,717,947,857,273,14895
12401,325,497,131,322,306,86,35,47,18,1772,438,540,303,558,467,153,68,101,38,2663,865,483,2502,1031,927,362,460,592,84,7298,45,27,40,66,97,63,26,68,4,426,97,93,53,110,158,60,28,57,9,662,27,56,22,22,36,10,11,10,5,195,43,94,26,39,76,39,19,33,64,430,4218,10406,3596,3228,3152,1120,741,1149,366,27973
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12403,496,587,219,485,481,140,140,104,39,2694,964,906,529,1316,1288,401,303,204,77,5981,2083,1027,6463,2360,2737,1089,1858,1494,336,19451,108,68,89,137,346,122,104,115,18,1109,190,111,126,229,437,134,147,150,14,1536,66,93,36,48,118,40,40,34,6,480,115,130,95,134,172,90,115,115,171,1136,6762,12820,8323,6339,7671,2714,3276,2641,869,51413
12404,117,125,56,107,105,36,22,21,9,594,189,201,129,320,261,84,60,71,20,1329,505,217,1845,564,573,266,489,374,87,4931,20,13,27,30,76,35,28,33,3,265,49,35,39,46,113,35,26,49,0,391,14,8,8,8,20,4,10,11,0,93,25,22,26,28,44,19,52,26,41,274,1408,2359,2296,1475,1489,614,790,668,206,11294
12405,93,140,68,97,150,45,58,43,8,708,229,249,153,411,403,132,131,79,34,1826,434,257,1821,751,848,308,725,529,109,5790,29,21,25,41,102,41,59,54,0,374,62,31,54,100,146,43,82,63,3,586,13,20,23,15,24,12,16,18,0,139,32,50,40,62,58,30,78,44,53,446,1464,2979,2456,1985,2417,811,1413,991,262,14780
12501,243,223,250,232,270,158,131,229,27,1763,366,376,501,676,447,309,205,403,90,3373,343,209,990,511,426,210,279,287,79,3333,23,22,30,50,67,34,28,32,0,284,56,46,60,98,119,64,53,66,15,577,57,78,50,44,54,31,35,58,14,417,71,96,107,81,72,61,67,112,237,905,4023,10650,3160,3462,3935,2094,1566,2373,827,32084
12502,260,289,158,152,299,116,67,73,20,1432,381,338,268,332,411,173,86,111,30,2122,445,200,1275,445,444,234,201,225,52,3532,37,21,39,41,77,28,16,28,3,284,56,52,65,84,166,56,39,34,10,556,50,55,27,25,51,15,16,9,13,260,50,83,39,43,84,28,20,37,111,489,4128,9595,2727,2013,3793,1421,746,873,479,25778
12503,288,324,273,279,382,141,152,175,29,2048,584,572,504,930,862,349,300,308,94,4508,627,374,2396,961,1024,383,695,646,176,7284,57,29,57,86,149,74,71,72,3,610,100,88,114,159,288,104,104,113,26,1093,35,101,46,50,62,34,36,49,13,440,85,133,96,114,147,67,88,120,231,1080,4174,10096,4507,4203,5427,2132,2132,2326,913,35910
12504,418,513,296,316,437,175,212,177,47,2591,590,673,514,851,798,376,370,324,59,4560,658,478,1971,893,904,409,546,500,110,6473,64,32,43,65,145,73,39,47,6,510,124,109,95,126,275,97,63,76,11,986,96,312,43,76,94,56,72,56,16,829,83,198,75,88,126,62,87,96,221,1040,7483,24350,5073,4892,7765,3119,3015,2742,1192,59625
12601,185,272,78,104,217,71,21,43,7,1001,218,231,162,204,237,117,54,69,12,1305,251,136,522,217,195,123,63,94,18,1612,19,13,16,30,41,14,7,16,0,146,55,46,26,35,97,31,15,17,6,339,33,76,17,10,24,14,3,4,9,203,30,62,22,17,43,10,7,15,51,261,3932,10819,1479,1323,2804,1056,340,507,319,22574
12602,627,692,327,309,558,210,99,139,45,3005,751,785,533,639,809,410,127,216,59,4326,868,473,2152,675,854,416,294,381,90,6199,67,61,40,39,140,66,23,40,7,495,174,161,119,129,342,117,40,68,11,1165,98,172,71,62,99,42,28,33,15,616,110,196,80,73,149,69,29,44,177,927,10686,25934,5158,3923,7930,3384,1165,1687,978,60839
12701,367,414,249,332,492,127,177,118,31,2308,713,669,481,1011,1029,346,314,221,82,4871,1199,552,3715,1206,1511,651,1098,816,198,10935,68,21,62,69,173,87,67,83,7,639,141,91,121,193,338,119,149,123,26,1290,53,76,55,30,72,27,45,36,10,403,106,136,86,109,137,76,106,100,144,999,5112,10620,5490,4261,5823,2151,2450,1824,740,38475
12702,284,316,243,267,425,161,178,163,23,2067,487,527,487,844,948,365,320,291,87,4355,733,372,2716,1248,1138,531,944,825,171,8673,48,39,62,95,185,83,108,115,9,753,119,100,122,212,294,117,151,141,24,1270,43,96,46,33,75,30,43,40,7,404,70,124,107,127,169,70,133,173,229,1203,3437,9301,4607,3895,5385,2099,2383,2222,784,34122
12703,340,471,311,305,470,138,186,138,43,2409,673,620,447,948,871,351,260,181,72,4421,839,481,2792,1220,1145,484,880,666,149,8657,54,29,47,101,188,65,58,59,13,612,108,88,105,162,278,88,117,129,17,1086,52,97,46,40,78,31,34,32,5,421,89,152,92,120,168,57,107,95,158,1031,4653,11114,4721,4413,5604,2003,2219,1763,724,37218
12801,690,778,212,476,603,234,70,106,45,3216,1062,839,430,880,1032,396,83,108,76,4908,1857,690,4489,1108,1381,660,506,657,181,11530,87,55,41,73,188,95,23,49,8,614,271,160,125,164,440,160,51,89,13,1477,79,114,36,50,104,42,13,17,11,464,139,152,64,106,203,84,36,42,93,913,8940,14280,5990,4051,6046,2483,966,1304,686,44745
12802,545,758,255,454,620,154,48,72,40,2955,906,921,443,861,1082,339,106,128,54,4836,1602,743,4597,1182,1532,670,593,723,147,11798,75,61,62,70,205,101,27,39,4,643,221,158,95,177,481,129,51,102,16,1434,70,105,36,29,87,33,9,27,3,399,87,124,46,87,151,58,28,49,82,708,7574,14350,6106,4109,6212,2107,1006,1368,520,43354
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,12,21,7,15,10,3,3,3,0,87,14,23,18,31,23,11,7,23,3,145,40,19,139,75,38,34,58,76,5,502,0,3,5,8,9,9,0,9,0,37,4,9,5,4,3,0,8,12,0,47,5,7,0,3,3,0,0,0,0,16,6,12,4,13,9,9,8,14,16,94,186,453,205,217,159,95,124,224,44,1714
20101,371,454,199,350,316,122,58,93,22,1981,501,588,402,1122,705,252,106,182,43,3901,1261,532,4344,2009,1463,842,820,1148,162,12579,62,41,63,116,155,133,45,118,0,732,69,65,63,161,133,95,41,66,6,705,34,66,22,30,30,11,4,20,6,220,67,101,69,111,85,75,53,75,97,730,4668,11627,5751,5366,4317,2001,1352,2039,473,37589
20102,173,139,77,105,104,37,9,45,8,695,190,159,124,240,150,55,19,72,10,1011,537,145,1244,417,312,161,277,330,56,3480,31,12,22,23,23,34,11,26,0,173,47,18,12,46,32,13,27,25,3,234,12,23,10,5,10,3,0,4,0,72,66,27,37,27,30,21,19,48,27,303,1860,2560,1716,1202,983,417,386,639,156,9930
20103,81,76,27,78,56,25,14,28,9,384,113,102,58,212,99,35,18,36,7,692,405,81,923,451,238,151,291,364,54,2958,24,5,21,25,31,20,13,34,0,177,18,6,12,31,23,13,22,27,6,162,7,6,4,0,0,4,0,0,0,25,49,11,27,33,20,15,23,47,24,257,989,1201,1129,993,640,293,390,601,111,6348
20201,232,384,171,300,243,73,47,65,18,1539,453,609,299,1085,536,222,107,204,40,3553,1136,546,3849,1967,1210,729,865,1188,178,11674,53,22,70,97,138,101,40,136,14,657,70,49,61,140,144,61,45,84,7,672,25,63,18,26,23,10,6,27,3,202,48,107,68,113,79,69,62,83,95,720,3634,10000,4902,4880,3437,1638,1308,2114,448,32363
20202,259,250,119,184,143,69,23,50,23,1109,263,277,177,391,250,101,45,90,25,1617,647,226,1829,667,454,265,366,472,68,4995,28,8,41,46,47,37,14,48,5,276,62,31,52,54,57,31,23,28,9,347,20,31,15,15,10,9,4,10,0,104,64,62,45,55,40,31,34,46,37,415,2956,5472,2589,2000,1637,730,551,948,257,17140
20203,86,35,11,26,20,7,8,6,5,202,70,55,23,69,47,12,8,17,6,313,357,41,376,158,130,65,139,168,17,1445,9,0,13,11,15,12,0,16,0,87,21,5,9,12,10,0,8,12,0,80,4,3,0,0,0,0,0,4,0,19,37,13,17,14,11,12,9,25,9,148,796,574,476,368,299,129,181,292,45,3168
20301,115,119,72,76,82,28,11,25,8,536,164,118,121,215,134,58,21,52,9,900,438,115,1263,399,291,150,281,328,46,3301,19,11,11,15,37,18,16,5,0,142,32,14,14,28,43,7,15,16,0,170,6,9,15,3,3,3,6,3,0,48,31,13,29,26,11,16,19,35,19,202,1282,1858,1610,991,829,333,400,536,112,7954
20302,624,995,493,723,648,229,151,213,56,4128,1047,1083,936,2121,1274,519,340,418,87,7836,1969,935,8024,3835,2214,1332,1629,2150,385,22481,96,59,130,182,191,168,112,204,12,1149,173,108,129,309,265,153,104,136,20,1400,57,122,44,64,59,23,31,49,17,454,110,170,162,240,154,109,109,183,238,1464,8671,21707,11397,10419,7727,3772,3242,4402,1128,72466
20303,466,573,224,358,349,115,45,85,45,2258,519,571,418,798,520,211,72,157,31,3301,1148,422,3556,1234,863,545,444,740,150,9112,40,33,40,64,80,65,18,51,4,390,103,69,50,131,116,81,32,68,6,656,27,53,22,31,22,14,12,4,10,201,84,99,61,108,69,61,18,65,80,655,5368,10713,4951,4011,3319,1582,744,1478,496,32671
20401,335,212,124,197,169,67,27,61,13,1200,371,266,215,553,317,99,59,122,26,2018,986,274,2536,871,647,362,681,796,134,7286,43,12,44,64,70,54,19,76,3,387,81,27,52,79,64,40,39,61,3,454,15,24,11,11,11,6,11,11,3,113,98,50,67,76,66,51,46,81,67,595,3051,3601,3262,2408,1771,816,923,1410,308,17555
20402,233,185,76,178,138,55,27,40,12,940,278,305,141,514,223,86,37,101,32,1713,776,210,1965,900,576,349,479,670,86,6014,32,15,29,61,54,52,30,77,5,353,56,31,33,67,46,34,24,51,7,346,16,25,11,6,16,4,7,12,0,96,84,50,55,64,41,53,43,72,64,514,2317,3656,2464,2180,1423,729,680,1152,245,14848
20403,324,317,155,253,193,61,42,75,16,1433,460,454,267,794,474,201,90,139,34,2908,1334,463,3311,1457,1080,550,835,1029,154,10205,55,18,60,93,97,71,44,95,5,528,84,46,37,122,102,51,46,67,10,566,25,30,8,23,17,4,12,19,6,143,83,53,60,81,59,57,59,116,78,647,3922,6196,4172,3621,2641,1184,1234,1765,371,25096
20501,187,238,103,177,174,61,21,64,23,1050,310,322,183,578,305,135,53,123,24,2036,954,285,2676,960,720,407,651,841,110,7606,43,16,31,64,77,54,27,59,7,364,64,30,39,121,80,38,32,53,6,459,26,32,12,22,20,4,4,10,3,138,63,57,40,79,55,34,38,66,60,484,2564,4381,3267,2532,1874,879,878,1430,268,18061
20502,141,168,62,160,109,36,22,43,19,757,217,256,101,420,227,85,35,87,29,1451,712,220,1611,757,543,341,399,574,99,5251,42,17,32,51,57,35,19,53,4,301,55,34,33,75,52,35,17,55,4,352,16,18,3,17,11,8,0,13,0,80,63,45,52,57,41,51,25,95,60,481,1891,2795,1991,1918,1310,664,545,1028,249,12390
20503,287,280,124,209,185,78,26,74,18,1277,344,321,193,553,335,158,43,138,27,2109,1269,286,2813,941,637,525,607,839,137,8055,74,25,50,66,79,63,22,80,0,452,66,28,47,102,70,54,33,57,6,471,19,32,15,13,16,8,7,14,9,121,104,56,80,89,67,74,51,98,66,679,3384,4852,3542,2602,1922,1143,828,1480,344,20085
20504,158,213,119,168,174,35,27,34,12,941,331,399,230,709,426,123,66,88,47,2415,784,374,3484,1462,1139,517,894,983,179,9817,34,30,50,78,100,64,30,75,3,468,49,17,29,99,81,51,39,43,10,411,16,29,16,18,9,9,6,17,0,132,53,68,68,99,63,56,47,103,64,629,2125,4838,4239,3152,2518,1005,1179,1452,370,20876
20505,162,173,70,140,74,20,12,45,9,710,237,223,127,400,189,69,32,66,24,1370,722,216,1905,809,449,263,455,589,92,5505,35,22,32,43,44,39,14,51,10,297,49,23,32,56,47,24,32,34,8,301,14,13,9,6,6,7,4,13,3,85,82,44,44,53,40,38,31,66,37,435,2000,3095,2342,1842,1114,519,612,955,220,12700
20601,307,524,225,249,272,154,49,88,21,1904,487,649,419,560,478,242,69,138,43,3085,535,396,1748,655,562,273,176,356,71,4775,27,27,37,53,66,42,15,20,3,285,82,96,48,70,135,49,31,39,4,560,41,92,30,25,30,22,12,10,6,269,54,96,48,48,67,34,28,37,109,518,6803,20533,3784,3746,4772,1879,676,1232,610,44024
20602,182,350,144,122,172,81,22,27,12,1122,251,334,208,264,271,132,41,73,13,1599,288,207,888,334,250,142,101,159,29,2399,17,21,21,26,27,21,9,7,0,143,46,51,31,42,62,32,18,21,8,311,21,74,12,9,22,9,8,5,3,146,34,53,23,23,40,18,8,18,66,284,4550,12622,2006,1930,2497,1001,366,574,317,25857
20603,293,384,179,187,269,98,32,63,23,1521,442,425,269,425,432,192,58,106,39,2390,562,264,1249,501,461,227,165,292,59,3780,42,23,24,37,53,31,13,27,4,248,76,65,41,82,126,67,21,37,15,531,38,59,17,16,28,10,8,11,0,185,51,102,46,61,54,40,22,33,89,494,5486,12657,2450,2436,3596,1430,508,984,482,30041
20604,466,626,488,357,325,198,66,162,48,2738,688,741,942,1105,657,441,165,445,84,5265,584,469,1346,885,655,390,216,416,89,5054,49,33,46,84,67,34,22,64,4,410,116,126,97,136,112,68,24,66,23,762,104,246,82,80,72,39,29,66,22,725,97,180,96,140,79,65,42,150,218,1071,10330,33715,5653,6968,7852,4065,1432,3772,1307,75107
20605,571,745,220,256,339,181,42,91,53,2498,820,822,475,660,602,358,83,152,61,4036,821,471,1793,634,602,357,174,318,95,5259,66,53,25,51,70,51,15,30,5,353,141,152,72,96,169,101,23,34,18,802,71,149,43,29,43,29,8,31,17,419,124,201,41,69,90,50,32,45,131,777,10627,21861,3797,3685,5150,2591,698,1316,857,50588
20606,330,376,106,141,192,140,22,34,19,1364,399,462,191,331,310,243,20,83,30,2070,381,218,705,317,292,227,52,141,41,2371,31,22,13,29,36,33,11,7,0,188,77,64,18,49,82,62,9,15,11,385,53,100,14,20,28,28,0,11,5,262,80,128,32,27,64,32,3,27,90,480,6600,15443,1763,1950,3302,1941,285,629,555,32467
20607,357,556,156,192,228,143,28,60,16,1733,578,662,306,469,412,214,51,111,40,2841,530,377,1315,508,426,241,126,255,55,3834,53,34,30,56,55,26,6,33,0,299,98,84,58,76,84,53,13,32,9,511,57,148,20,20,23,20,5,8,5,313,71,125,48,60,40,41,9,35,124,554,9101,25266,3030,3166,4462,2018,458,921,673,49102
20701,775,909,265,326,572,284,57,101,49,3335,848,738,400,632,725,408,81,167,56,4062,842,425,1566,608,567,451,128,296,90,4965,59,47,34,56,87,61,20,39,3,400,185,122,65,115,194,129,20,49,13,890,93,221,26,58,69,44,11,23,24,567,128,243,43,64,121,72,9,32,163,871,15064,33214,3832,4089,7627,3696,686,1387,1123,70726
20702,404,427,244,247,318,189,57,127,34,2054,485,431,349,520,474,281,93,136,47,2819,500,244,1541,608,432,324,170,335,80,4231,31,23,32,49,60,45,10,27,3,281,107,63,75,106,145,87,30,37,10,670,55,98,28,30,34,41,13,16,10,323,100,129,70,57,84,58,20,37,130,684,6041,13127,3367,2969,4482,2354,697,1160,709,34911
20703,364,490,247,277,328,176,73,140,38,2127,503,500,439,603,556,321,144,268,52,3390,552,263,1527,645,497,317,210,341,55,4408,26,24,48,62,73,30,19,41,0,325,73,69,58,99,143,73,31,53,14,623,33,103,31,38,35,29,14,29,8,317,65,107,59,68,66,61,34,49,122,629,6621,17019,3643,3525,4958,2459,987,1674,685,41564
20801,668,729,175,245,402,187,32,56,33,2522,650,581,251,397,521,291,41,70,43,2848,869,283,1450,433,438,359,120,227,68,4254,38,26,17,31,61,35,12,19,3,245,154,111,43,107,139,127,14,31,15,744,75,112,23,24,45,24,0,0,12,322,123,145,45,48,89,61,9,27,120,657,10388,15849,2641,2381,4209,2204,354,686,660,39378
20802,689,918,389,408,584,277,78,145,48,3532,874,928,595,925,852,451,127,206,59,5023,944,516,2617,966,859,499,259,482,117,7250,55,48,47,76,110,74,22,45,5,484,172,163,96,178,244,136,26,71,14,1097,102,200,53,42,63,41,13,44,16,573,153,276,95,116,136,78,44,53,222,1182,12533,28517,5546,5319,7687,3606,1136,1898,1177,67428
20803,646,762,339,459,578,224,54,102,35,3203,922,863,563,929,981,421,131,180,75,5057,1381,611,4165,1201,1122,599,473,665,166,10394,59,44,65,100,143,77,30,50,4,568,178,143,96,169,269,124,42,78,18,1105,67,108,38,40,49,26,13,22,10,366,123,148,85,107,122,72,34,51,142,883,8597,16567,6249,4722,5995,2560,1057,1528,713,47984
20804,190,245,66,74,152,79,22,34,12,870,233,247,119,196,226,101,25,56,21,1209,206,106,443,200,160,119,37,66,18,1361,16,7,10,20,23,23,0,8,0,113,56,47,19,34,71,30,3,10,8,282,28,57,17,17,20,14,0,3,4,160,38,51,15,16,27,20,9,11,45,233,3906,8352,1089,1146,2034,987,226,434,290,18459
20901,493,732,312,405,521,186,55,101,27,2827,700,741,519,851,727,308,100,176,52,4174,1053,509,3517,1138,956,456,403,605,129,8773,45,37,56,75,126,58,26,44,4,470,122,103,80,146,229,113,26,73,12,898,54,128,30,41,45,31,9,19,9,360,97,154,71,79,109,69,38,50,105,781,8148,19924,5710,4561,5722,2187,1029,1558,676,49510
20902,318,472,266,250,297,135,73,131,22,1964,482,592,500,744,581,264,139,250,34,3588,575,364,2182,900,670,337,360,576,114,6076,35,26,50,62,91,42,33,45,5,395,81,56,72,122,137,82,44,66,13,674,32,73,41,24,31,22,23,22,10,274,66,97,86,89,115,61,39,86,144,786,4868,13173,4281,3928,4225,1889,1298,1984,654,36301
20903,402,492,157,290,298,109,28,60,24,1860,500,432,298,500,448,154,62,91,25,2514,1058,347,3019,728,698,310,352,450,94,7069,38,20,45,40,85,41,20,26,0,318,97,67,52,98,161,62,21,40,4,607,30,64,23,24,32,11,5,6,4,197,53,75,58,59,78,31,20,41,61,481,4968,8776,4101,2606,3045,1097,595,873,356,26416
20904,756,814,726,814,889,326,359,297,74,5061,1222,1109,1353,2606,1728,745,688,620,132,10204,1949,848,8425,3314,2371,1351,1928,2071,433,22681,93,62,115,192,310,163,123,159,15,1227,217,131,194,433,416,246,180,229,40,2086,78,141,126,105,104,52,75,71,21,776,124,231,252,279,278,168,171,237,299,2033,8779,20213,13213,11576,10450,4821,4972,5180,1567,80773
21001,248,283,150,182,295,76,34,49,15,1327,392,367,220,382,471,140,64,81,22,2144,598,236,1897,472,516,272,317,365,92,4770,21,18,25,31,77,31,18,23,3,247,72,55,46,89,136,60,27,29,12,532,24,47,14,10,28,10,5,9,9,151,67,81,40,44,73,37,22,26,77,466,3627,7135,2769,1848,2963,1051,634,782,380,21200
21002,138,212,82,124,135,40,19,30,14,791,196,197,150,277,240,76,37,61,21,1247,486,183,1695,375,379,171,283,308,73,3947,22,9,15,25,31,19,8,11,3,148,37,31,22,41,68,28,24,24,0,275,15,14,4,12,21,6,0,5,0,73,37,29,27,26,31,28,16,18,36,252,1967,3461,2167,1245,1327,500,413,537,197,11809
21003,226,285,218,192,250,111,77,89,26,1472,428,447,455,700,508,204,141,213,44,3146,486,276,2016,717,561,256,348,472,93,5217,19,14,27,49,60,42,12,26,8,262,68,51,58,119,133,57,39,51,16,600,33,50,42,33,42,10,19,25,4,274,54,78,59,85,80,45,54,58,116,625,3750,9967,3812,3215,3432,1407,1234,1667,562,29052
21004,172,224,116,188,203,69,33,53,18,1073,277,257,247,495,356,126,85,94,20,1956,575,260,2221,741,701,306,492,463,120,5888,28,13,24,53,67,38,22,23,0,274,39,26,43,76,92,42,47,43,11,427,14,25,18,11,20,11,7,5,3,119,34,43,24,48,58,25,25,35,39,330,1971,3885,2953,2161,2085,836,819,829,272,15806
21005,442,458,508,522,543,231,424,237,45,3410,758,695,1028,1815,1108,511,712,531,119,7286,1091,480,4905,2148,1485,802,1479,1398,273,14056,56,33,93,158,161,125,137,120,14,890,155,84,142,298,273,136,167,173,25,1463,63,90,75,83,77,32,77,54,17,561,98,201,183,195,169,134,179,174,280,1613,5552,12721,8472,8022,6929,3189,4632,3910,1170,54590
21101,591,837,462,503,670,245,125,190,48,3669,926,930,806,1434,1141,523,244,339,109,6452,1573,719,5856,1876,1603,871,950,1164,270,14891,72,48,94,108,164,108,60,104,10,779,163,122,117,207,267,148,90,110,16,1244,67,117,57,44,68,37,13,30,19,439,111,149,112,132,199,95,72,86,138,1096,8274,17865,8968,6357,7677,3412,2054,2720,943,58261
21102,165,170,50,79,113,55,16,25,7,686,176,144,89,134,154,64,10,29,18,818,352,115,746,177,189,98,66,117,29,1894,10,7,9,10,24,11,4,0,0,83,33,27,21,22,60,20,5,15,0,193,16,25,7,8,11,3,0,0,5,78,28,36,13,13,19,8,3,8,21,159,2137,3540,1109,731,1180,505,148,268,135,9761
