SA3_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
50301,322,448,101,157,215,106,23,30,13,1410,263,239,138,172,186,125,33,61,14,1232,368,129,584,331,198,146,67,135,33,1992,30,16,21,51,36,39,6,27,0,225,46,55,19,43,70,45,6,15,8,304,46,137,6,27,32,11,0,10,4,281,70,106,20,40,51,31,0,20,56,397,5855,14391,1306,1802,2495,1175,283,556,420,28290
50302,490,741,344,314,349,155,59,116,22,2587,615,638,584,733,493,275,131,283,37,3795,750,509,1993,947,688,386,331,441,95,6136,45,35,46,115,109,80,37,58,3,527,114,86,68,140,174,79,22,63,7,762,75,211,46,63,59,25,14,46,9,543,95,189,72,87,98,54,32,77,116,818,8229,24328,4473,4620,5074,2184,1075,2289,618,52887
50401,273,454,287,297,272,90,61,85,18,1833,480,511,503,651,500,198,138,185,44,3208,677,452,2901,1119,868,448,577,585,99,7718,58,31,58,107,136,97,46,106,0,645,68,65,71,138,161,57,45,56,12,681,37,73,36,39,46,21,16,27,8,298,58,110,62,98,91,53,60,62,94,684,4214,11039,4683,3707,3748,1569,1254,1560,444,32217
50402,146,277,117,122,162,54,29,29,12,956,223,225,199,274,224,86,52,60,20,1366,534,306,2132,710,544,233,430,338,93,5316,27,16,52,62,70,50,32,68,3,390,51,34,45,81,85,45,42,39,4,410,20,31,14,19,30,7,3,11,0,134,35,41,39,64,45,27,36,30,51,363,1822,3836,2801,1704,1566,614,675,641,228,13890
50403,366,543,395,457,455,152,202,127,28,2731,793,749,776,1390,907,400,358,315,71,5754,1600,890,6910,2801,2029,1020,1848,1401,282,18789,109,55,160,215,264,231,164,258,24,1480,148,86,167,337,311,157,135,155,27,1511,61,114,98,67,93,41,65,51,9,605,113,110,134,194,166,105,110,132,186,1257,5352,10196,9619,7236,6011,2774,3460,3022,806,48479
50501,767,1239,543,608,731,203,101,139,42,4370,1013,1063,808,1160,1055,389,151,201,59,5911,1854,1016,7264,2320,1921,950,1077,1216,266,17882,88,51,128,206,223,184,61,159,13,1106,201,141,169,273,462,149,64,108,19,1587,120,152,84,80,93,42,20,36,10,637,137,227,111,187,193,113,56,100,145,1271,9169,19877,10147,6704,7340,2843,1806,2371,797,61046
50502,823,1160,587,656,662,306,177,253,57,4679,1115,1235,1145,1556,1259,559,344,455,96,7761,1579,937,6201,2399,1716,937,1065,1362,281,16481,92,76,147,229,252,199,86,167,13,1264,199,176,165,339,397,181,101,156,14,1733,135,231,82,122,131,64,43,90,18,914,163,269,206,247,210,126,105,184,222,1735,11277,28736,10526,8907,8892,4128,2869,4115,1184,80641
50503,656,937,552,679,720,229,186,237,43,4229,1125,1211,1017,2079,1313,575,368,427,122,8242,2100,1209,10089,3875,2701,1319,2115,2163,397,25984,142,77,209,386,373,335,171,374,22,2089,188,146,236,410,447,229,149,241,30,2071,100,152,117,127,142,69,70,85,14,878,148,185,228,276,239,138,141,219,276,1838,7610,15657,13706,10099,8381,3832,3755,4485,1107,68636
50601,251,366,252,266,246,84,118,83,15,1689,409,463,537,804,576,203,267,205,48,3520,860,508,3971,1741,1168,517,1092,861,150,10864,54,32,104,124,135,151,92,164,10,873,68,40,84,155,157,77,76,74,11,746,44,48,53,44,42,23,42,43,7,344,54,79,93,112,98,62,86,76,125,778,3074,7398,5808,4354,3595,1544,2192,1894,488,30346
50602,252,351,274,216,218,80,103,94,21,1601,448,449,566,626,456,206,169,210,40,3168,584,436,2484,984,767,396,588,501,109,6848,39,36,69,121,103,103,68,104,7,652,66,38,64,119,130,52,61,55,8,596,39,91,58,36,42,8,32,41,7,351,58,88,85,115,81,47,57,79,110,714,3778,10114,4522,3548,3404,1522,1505,1723,479,30604
50603,257,411,335,298,265,117,139,139,33,1993,325,376,627,752,472,227,273,343,45,3441,578,371,2474,1153,659,374,619,642,102,6978,42,24,85,122,91,99,68,128,7,659,70,50,85,123,136,52,54,72,3,647,47,107,54,59,57,34,34,49,3,437,53,84,104,111,73,51,52,101,141,772,3859,12081,5106,4583,4011,1877,2024,2568,587,36690
50604,280,434,397,310,315,116,167,160,25,2207,457,492,702,971,662,272,378,297,41,4268,881,508,4528,1894,1229,668,1219,1167,181,12269,34,37,123,170,176,206,131,216,12,1106,73,59,123,225,198,92,96,128,13,1014,40,80,74,75,68,31,61,45,5,478,71,118,145,140,105,65,109,126,159,1039,3524,9107,7232,5439,4593,2127,2855,2914,638,38424
50605,186,307,182,183,217,66,59,47,10,1242,331,302,291,375,382,102,113,78,29,2005,708,386,2841,943,786,346,670,471,118,7266,36,17,72,81,110,89,57,102,4,571,45,37,58,103,144,35,46,46,11,528,27,38,41,22,31,13,9,7,0,189,57,57,63,52,76,26,52,34,65,479,2522,5017,3869,2275,2452,866,1130,935,303,19375
50606,91,120,72,83,97,30,37,21,8,560,182,135,153,312,230,68,72,50,10,1214,420,177,2028,595,534,212,502,368,90,4925,15,14,39,38,76,44,36,48,4,319,40,15,50,69,65,30,37,24,6,337,11,26,22,9,11,6,20,12,3,117,30,32,30,40,36,18,37,31,52,295,1148,1855,2530,1417,1301,479,824,623,210,10395
50607,182,272,95,103,131,62,34,30,8,919,234,219,147,228,223,112,42,64,20,1296,289,184,822,360,318,177,132,167,40,2483,9,9,26,54,50,36,12,19,0,218,35,30,25,33,66,35,7,14,5,249,26,51,9,24,33,8,3,16,3,173,29,76,20,35,33,24,9,17,48,302,2906,8196,1564,1529,1934,835,400,583,256,18207
50701,400,595,373,341,360,126,104,133,32,2463,665,671,693,927,743,308,189,243,59,4501,1281,726,5618,1866,1487,667,1056,1026,222,13949,85,64,128,160,196,152,77,170,12,1052,137,82,142,203,243,116,78,102,17,1114,52,126,86,62,58,26,27,45,7,494,110,157,142,136,127,60,75,102,135,1049,5317,12958,8207,5138,5093,2028,1970,2280,661,43650
50702,175,318,129,112,119,45,13,31,16,956,244,220,157,211,172,69,21,50,16,1162,342,195,1018,378,234,127,131,209,33,2676,21,25,19,48,29,36,15,32,3,228,40,40,29,64,61,33,14,28,0,314,28,52,17,15,16,14,3,7,0,153,32,66,28,49,26,28,5,19,39,297,2761,7391,1737,1513,1348,605,292,536,196,16372
50703,80,118,115,107,95,42,58,38,4,651,192,209,232,439,270,81,112,104,12,1654,354,232,2101,887,553,289,583,474,82,5554,23,17,60,89,82,79,60,108,3,526,25,30,51,92,75,32,42,55,6,401,10,22,32,26,14,14,22,20,0,163,14,32,49,45,46,26,65,61,46,387,1196,2936,3034,2259,1654,778,1155,1098,210,14317
50704,426,704,260,263,437,169,55,81,37,2436,540,541,406,510,561,260,85,101,22,3020,921,463,2559,957,850,438,343,441,106,7083,48,38,66,110,114,125,32,82,11,634,104,104,84,138,229,92,45,41,11,851,74,148,40,42,58,25,13,24,10,432,78,147,68,80,115,59,24,54,109,738,6746,16787,4366,3435,4798,1963,883,1268,544,40781
50705,387,507,362,414,344,117,113,125,41,2405,704,729,728,1261,777,305,236,207,57,5001,1518,926,7483,3187,1767,890,1724,1538,315,19349,95,47,191,252,232,235,165,280,10,1497,126,80,153,283,217,135,128,124,9,1262,46,88,55,67,56,29,32,36,16,429,65,100,139,206,140,79,95,137,141,1112,4366,8197,9647,6746,4401,2102,2702,2720,670,41553
50901,283,277,92,200,163,64,38,67,14,1204,300,229,180,404,245,95,55,131,23,1662,929,289,2353,1111,597,431,577,805,86,7177,70,30,81,114,109,123,61,137,12,741,106,28,49,101,100,49,39,84,3,567,34,42,9,20,13,10,10,21,7,178,90,44,66,84,52,48,34,115,51,579,2862,4064,3033,2460,1671,935,883,1621,228,17763
50902,223,155,66,127,126,40,46,50,8,844,283,143,132,258,213,66,69,86,16,1251,987,257,2108,655,564,263,720,609,98,6266,65,17,55,92,104,53,57,100,4,554,103,26,39,68,76,45,47,65,5,485,35,22,14,18,24,3,8,24,0,157,138,33,62,76,54,48,75,101,71,667,2707,2447,2622,1572,1438,586,1101,1221,235,13929
50903,114,53,24,38,35,13,13,23,0,308,125,47,34,94,68,22,24,45,0,446,425,65,621,233,183,85,237,233,37,2128,35,6,18,22,34,20,19,27,0,195,50,3,12,23,25,3,9,27,0,153,13,3,3,4,0,0,3,5,0,43,57,13,25,23,21,12,13,43,15,219,1220,878,769,534,472,179,357,482,71,4964
51001,91,151,36,99,62,26,13,36,6,522,184,173,62,242,147,45,19,52,5,933,414,248,985,492,350,130,239,324,68,3258,27,46,15,77,67,32,13,27,9,313,33,32,16,62,46,15,10,27,9,244,16,11,5,8,6,3,4,12,3,76,31,72,45,72,47,29,26,67,67,447,1423,2783,1288,1452,1044,378,362,678,201,9608
51002,58,64,79,46,37,14,36,26,4,370,114,104,159,122,115,24,92,54,14,792,256,173,2196,215,277,72,678,294,102,4256,20,7,58,36,52,27,60,51,5,319,18,12,25,28,28,17,44,24,0,205,4,0,18,4,11,8,4,10,0,51,17,15,30,23,22,11,53,40,50,267,770,1403,2772,614,713,222,1054,611,193,8352
51003,70,85,102,56,58,22,33,17,4,461,144,125,182,183,152,35,85,60,9,974,398,192,2494,319,446,109,695,332,126,5107,23,16,61,35,70,33,57,50,7,359,29,20,27,33,35,15,41,30,4,230,9,11,19,7,10,6,13,16,3,96,30,24,39,18,26,13,50,37,34,278,1154,1889,3186,860,1018,307,1072,663,211,10366
51101,61,41,21,30,26,13,16,9,0,228,102,58,42,69,77,21,23,25,8,435,279,82,699,204,187,86,266,206,41,2053,22,4,20,19,38,23,24,35,9,199,23,5,11,18,30,12,10,12,0,124,8,11,4,4,3,0,8,9,4,47,33,14,27,12,14,12,28,33,17,193,810,847,861,411,488,192,404,373,101,4483
51102,36,34,17,25,21,13,8,8,0,156,45,37,30,51,32,11,11,21,0,244,161,78,400,135,120,57,97,124,21,1198,11,15,14,19,23,20,4,28,0,133,15,3,7,8,12,3,6,21,0,74,6,6,3,0,4,3,0,3,0,24,14,13,15,18,11,20,8,27,17,142,421,542,531,387,307,160,134,320,69,2877
51103,73,93,52,48,65,10,44,24,6,423,145,134,145,199,154,47,111,45,13,1009,415,215,2485,428,424,155,837,294,86,5333,31,19,73,67,78,37,93,80,6,477,32,25,37,45,51,26,68,19,6,305,15,9,16,8,15,10,9,12,0,94,26,32,49,45,39,21,79,61,49,398,1165,2355,3048,1070,1029,374,1381,635,178,11240
51104,207,211,86,111,94,38,42,37,18,836,241,232,140,415,243,74,52,95,17,1506,701,310,2495,923,649,334,681,655,100,6857,56,25,53,107,124,129,72,124,11,711,64,22,40,86,79,37,26,66,4,423,28,30,21,17,22,11,15,18,5,162,62,63,48,69,45,30,54,78,52,499,2029,3435,3000,2041,1534,744,990,1187,236,15202
59797,0,4,7,0,0,0,0,0,0,11,0,0,5,0,0,0,0,4,0,17,4,6,50,0,0,0,15,15,3,100,0,0,0,0,0,0,0,6,0,5,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,3,4,33,67,9,3,0,18,60,6,199
59999,10,12,4,12,3,0,3,13,0,52,10,17,20,27,17,4,7,21,0,121,13,26,164,51,33,19,49,63,5,421,0,0,4,7,0,5,6,17,0,43,0,0,0,3,4,0,5,5,0,21,0,0,0,0,4,0,0,0,0,13,6,0,3,0,4,0,3,6,3,32,80,233,220,161,97,42,89,176,23,1126
60101,32,45,23,32,38,8,5,9,0,189,92,88,36,144,112,28,10,17,10,540,245,100,906,510,316,128,183,207,57,2649,16,6,18,26,45,38,19,37,5,219,15,6,10,43,33,16,11,14,0,155,0,5,4,10,5,0,0,4,5,30,16,15,19,31,17,14,15,35,19,184,555,849,1068,926,673,272,267,361,108,5082
60102,179,227,99,180,184,42,11,34,7,954,349,327,217,405,342,109,32,74,31,1895,785,344,2184,1022,841,321,246,393,100,6231,30,27,43,78,104,64,25,58,7,429,43,42,40,112,110,39,13,40,8,443,9,38,17,32,17,11,0,11,0,133,38,62,30,64,43,34,15,35,36,350,2856,6199,3042,2797,2453,919,499,990,278,20034
60103,97,135,98,151,100,33,20,34,11,678,201,226,204,449,315,95,57,94,23,1667,561,342,2161,1215,810,354,372,528,122,6462,33,23,57,123,88,70,32,77,7,505,34,25,27,117,72,40,22,39,10,391,13,20,10,29,18,15,4,24,9,139,34,46,51,98,44,40,43,79,63,495,1721,3660,3186,3404,2130,1137,898,1553,357,18045
60104,131,132,64,96,99,38,7,21,7,596,204,192,147,257,203,83,19,52,23,1168,467,225,1207,505,429,189,142,215,51,3434,20,11,23,43,40,44,6,24,3,210,42,23,17,52,66,22,11,28,9,268,11,25,10,18,14,3,7,9,5,109,23,56,25,28,26,20,13,18,24,232,2091,4817,1841,1635,1516,630,272,610,208,13619
60105,163,246,107,154,136,44,16,33,12,913,258,252,204,267,235,97,27,78,23,1450,399,218,873,479,346,167,74,199,33,2788,16,11,24,61,42,40,10,37,0,239,43,35,28,50,57,26,9,28,4,284,25,52,18,34,12,15,8,13,3,186,44,70,34,40,32,30,12,33,42,331,3445,10117,2064,2638,2243,1088,403,1071,316,23375
60106,56,78,29,53,53,19,4,11,3,302,99,95,49,130,128,41,8,24,6,578,308,117,918,397,331,141,171,204,49,2642,20,5,15,35,47,20,12,19,3,170,16,11,12,28,27,12,3,18,0,144,7,10,10,8,10,5,0,6,0,50,23,22,31,27,23,15,11,24,14,188,827,1292,1150,853,784,302,220,359,107,5884
60201,201,305,124,208,168,54,35,51,7,1157,400,399,258,680,437,147,77,139,28,2556,1153,455,2917,1673,1142,616,606,739,128,9432,46,27,82,147,135,124,55,151,9,777,57,55,67,144,138,81,37,64,8,649,23,62,19,40,43,15,10,33,4,244,47,83,57,99,73,53,47,97,79,627,3352,8152,4052,4280,2913,1508,1199,1860,383,27705
60202,99,85,31,65,60,9,11,19,8,383,133,103,53,131,105,28,13,33,9,604,441,94,959,375,289,141,274,274,53,2906,20,10,18,48,48,31,16,36,0,226,28,11,15,41,30,6,10,25,3,171,5,5,6,13,3,8,5,0,0,47,37,30,25,30,24,28,21,36,21,254,1117,1435,1188,849,687,308,379,513,116,6585
60203,161,110,49,84,70,33,14,21,4,553,174,123,87,214,134,68,34,57,15,898,716,156,1491,670,417,234,441,495,89,4706,42,9,29,51,57,50,38,85,9,370,45,9,26,59,53,26,21,30,0,277,16,12,9,15,13,3,3,19,0,89,62,29,31,44,28,27,38,82,40,380,1739,1993,1854,1363,987,505,626,920,190,10170
60301,42,23,8,22,24,6,0,11,0,135,65,35,39,75,47,22,0,12,6,290,212,55,470,266,138,68,165,168,32,1587,8,3,16,27,25,13,11,27,0,138,11,0,16,19,16,4,5,11,0,92,3,3,3,4,4,0,0,4,0,26,15,8,20,19,14,10,18,16,12,132,532,477,604,502,329,132,212,289,67,3142
60302,77,95,42,44,47,16,7,16,7,356,97,98,59,112,84,27,8,27,10,535,343,130,801,311,250,117,174,283,36,2438,16,11,15,28,26,20,15,32,6,164,21,14,19,36,21,12,7,18,3,149,7,14,5,13,8,6,0,9,0,59,32,18,22,20,16,19,15,44,30,228,1008,1684,1102,783,644,269,255,552,124,6427
60303,28,21,11,14,22,3,0,9,0,110,35,23,22,31,26,14,0,23,0,166,127,25,196,92,46,28,39,104,16,681,3,4,0,15,10,4,0,11,0,49,12,7,4,13,8,5,0,16,0,71,4,6,4,0,6,0,0,9,0,23,10,13,3,4,6,0,3,12,10,74,348,347,301,263,175,73,57,251,37,1857
60401,105,134,42,121,88,18,8,19,5,548,211,236,117,347,217,86,35,50,13,1313,729,253,2043,1074,656,370,605,583,102,6417,37,18,42,96,63,86,40,94,5,476,45,22,30,110,82,34,28,49,5,402,12,18,20,23,17,6,8,14,4,119,40,34,39,63,43,39,54,79,52,437,1614,3166,2466,2204,1391,708,819,983,233,13576
60402,113,163,59,94,67,17,14,34,4,568,198,204,136,389,207,71,37,72,18,1343,729,270,2080,1050,638,390,481,577,80,6289,34,15,49,100,80,71,41,106,0,500,39,23,33,113,64,43,31,62,5,407,15,15,8,21,18,8,8,11,0,88,49,27,29,76,33,35,44,83,57,435,1713,2866,2553,2224,1323,700,713,1227,200,13518
60403,71,33,16,39,18,6,8,20,3,214,107,42,40,81,61,19,15,32,12,407,361,78,652,286,178,87,249,322,37,2248,23,8,6,25,19,30,19,51,0,185,22,10,8,24,17,6,8,24,0,124,7,0,0,9,0,0,4,3,0,31,35,16,23,30,19,14,25,50,15,231,849,766,792,584,393,189,341,632,82,4627
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
69999,0,5,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,0,0,12,3,3,30,8,10,5,7,11,0,79,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,7,12,45,34,22,20,10,7,28,5,181
70101,154,132,74,76,68,25,17,26,4,580,264,222,165,271,191,75,31,84,23,1331,365,201,880,404,324,94,129,132,41,2569,18,9,17,39,40,21,3,22,4,182,39,32,29,34,39,27,16,19,4,230,14,44,18,35,10,14,4,7,0,144,31,41,20,42,32,28,9,22,40,271,2272,4216,1600,1746,1533,607,326,600,223,13137
70102,119,196,97,145,140,31,28,48,15,815,326,317,242,485,331,99,70,83,31,1991,512,344,1734,799,710,237,255,342,80,5022,32,30,33,71,76,56,27,62,0,381,41,36,51,76,94,34,17,37,9,398,19,62,20,44,27,5,4,15,0,203,39,65,60,81,61,38,28,53,77,494,2562,6885,2703,2962,2429,917,659,1015,321,20460
70103,84,85,35,65,57,10,8,15,9,355,163,121,92,152,157,30,18,29,10,769,435,182,1330,386,454,118,275,208,73,3460,21,6,34,39,49,30,24,29,5,233,28,14,33,31,39,14,24,22,6,210,7,9,0,7,11,0,4,4,0,49,24,23,38,32,30,14,31,22,27,238,1099,1274,1642,844,976,239,399,369,149,6993
70104,89,88,56,149,85,19,17,21,3,529,272,221,180,484,321,79,43,51,32,1680,515,316,1893,854,821,272,368,286,101,5430,37,24,37,80,98,55,27,53,6,417,32,23,36,61,71,32,30,25,4,309,12,11,10,17,11,10,11,14,0,93,32,33,30,58,38,18,21,31,48,315,1562,2712,2497,2295,1923,655,593,595,242,13067
70201,75,106,41,102,63,24,5,22,12,454,213,170,146,381,169,55,23,39,19,1207,408,252,994,626,448,156,166,275,66,3389,17,26,18,80,52,23,8,33,0,276,30,29,19,91,46,12,17,25,7,276,4,29,13,12,12,5,3,10,4,93,32,62,42,94,28,22,22,53,58,403,1582,3528,1488,2114,1246,426,289,607,254,11528
70202,12,14,0,16,10,0,0,3,0,56,29,15,3,38,16,4,0,13,0,124,53,26,107,58,31,5,16,90,4,395,5,8,4,15,3,0,0,16,0,54,5,5,11,8,0,3,0,3,0,36,0,0,0,0,0,0,0,0,0,0,3,8,4,20,0,0,3,14,15,64,182,276,148,208,107,22,36,148,19,1145
70203,27,26,10,19,11,5,7,5,3,108,35,37,14,48,19,4,4,16,0,184,124,96,209,143,71,25,63,86,8,824,9,41,11,35,21,6,8,19,0,149,14,10,4,16,10,5,3,8,0,76,3,0,0,0,3,0,0,0,0,10,13,40,13,38,12,3,13,23,31,178,368,616,283,373,192,71,96,188,44,2229
70204,14,35,7,21,13,0,0,0,0,92,20,40,13,43,36,6,17,5,0,175,68,71,298,106,78,23,82,34,17,784,8,18,6,24,18,14,3,14,0,95,7,24,5,34,10,10,14,12,5,110,0,5,0,0,4,0,0,4,0,12,13,15,8,20,17,3,16,3,21,112,285,696,358,317,220,68,139,88,51,2214
70205,41,44,22,48,23,4,5,11,5,201,88,78,24,149,79,13,8,28,0,470,212,113,537,299,170,53,77,157,35,1640,15,29,9,42,23,5,12,30,8,171,18,17,15,39,20,8,0,16,0,135,7,4,3,3,5,0,5,3,0,27,20,28,16,30,18,11,15,39,27,207,628,1055,686,791,478,149,135,347,91,4354
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,6,6,0,0,0,15,0,40
79999,0,3,0,0,0,0,3,4,0,18,8,9,3,6,7,0,0,9,0,31,10,11,20,7,13,0,13,20,0,96,0,3,4,3,3,0,0,0,0,11,0,0,0,6,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,3,0,4,5,5,0,0,0,11,8,29,44,104,33,42,35,18,16,73,13,378
80101,343,448,190,271,389,99,36,74,27,1889,720,695,442,784,780,185,72,150,70,3893,860,708,2725,1161,1148,349,306,476,128,7873,54,70,64,114,135,91,30,55,6,621,96,86,76,133,176,57,30,56,14,720,32,83,25,36,48,18,8,23,9,295,58,98,49,84,95,37,31,56,106,618,7542,15262,4637,4621,5796,1804,842,1592,835,42935
80103,11,4,6,3,4,0,0,3,0,28,10,4,4,8,9,0,0,4,0,33,22,8,40,17,20,5,9,12,6,135,0,0,0,0,4,0,0,7,0,12,5,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,94,81,61,47,45,15,11,33,9,403
80104,410,408,187,226,343,90,55,61,29,1812,738,683,458,785,741,173,89,151,71,3896,770,606,1795,931,1015,287,194,325,111,6040,46,49,46,80,108,55,15,55,10,448,95,80,65,120,155,49,16,42,9,637,35,81,35,39,44,14,9,16,7,285,62,125,72,75,94,34,27,33,132,645,6965,13243,3765,4289,5568,1629,814,1246,815,38327
80105,169,214,79,101,100,31,9,30,12,754,295,291,168,250,234,75,15,68,24,1430,394,260,592,332,283,120,61,122,52,2216,56,32,17,47,31,29,7,14,0,226,45,47,28,31,49,20,8,20,5,253,32,72,12,24,15,8,3,3,5,169,42,68,26,38,41,14,4,17,62,311,6591,12801,1532,1957,3146,780,235,743,595,28387
80106,132,150,53,37,79,42,10,10,10,529,188,174,70,108,135,54,10,22,15,780,195,139,264,169,138,70,26,40,14,1053,20,5,4,14,19,4,0,0,0,75,22,19,8,19,36,13,0,4,5,124,27,42,6,6,11,0,6,3,0,96,21,40,10,15,23,8,7,3,19,139,3892,7106,611,866,1610,400,103,193,344,15123
80107,436,516,158,257,434,64,40,35,39,1978,835,743,299,654,952,175,70,107,94,3920,1043,738,3151,1103,1524,356,440,521,189,9057,69,74,55,98,166,83,19,41,7,603,114,97,76,143,250,63,52,53,21,872,25,68,30,28,49,18,10,8,6,247,63,90,66,68,111,39,32,39,79,577,5905,10353,4324,3500,5476,1107,813,998,717,33192
80108,106,132,44,63,94,13,9,8,7,479,175,156,80,120,186,27,12,16,16,790,180,130,477,184,200,75,50,90,23,1410,11,6,8,12,18,13,5,9,0,87,22,27,6,21,38,11,5,17,3,146,9,16,7,8,9,6,0,3,0,54,14,28,7,8,16,5,4,4,14,101,2159,3730,790,729,1187,238,123,202,172,9334
80109,153,171,57,91,113,32,9,26,14,665,240,240,121,241,242,67,21,69,31,1261,276,166,544,258,263,82,60,108,28,1775,13,12,23,26,31,29,7,15,0,154,39,38,18,40,68,11,4,17,0,230,23,43,15,13,8,4,4,0,0,113,24,65,20,19,18,13,6,19,42,215,3552,6968,1209,1431,1974,556,235,655,314,16891
80110,44,53,25,28,42,13,8,10,4,218,89,86,44,79,77,30,11,12,11,440,81,64,186,99,112,33,21,35,10,632,9,4,3,12,4,9,0,4,5,42,3,14,0,4,8,4,7,3,0,55,5,17,9,4,7,0,0,3,3,50,10,16,8,11,8,4,0,4,15,73,1046,2589,417,523,734,198,81,139,113,5840
80111,7,3,0,0,3,0,0,0,0,23,6,7,4,3,4,0,0,0,0,25,14,3,44,5,5,0,0,8,0,84,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,64,71,55,25,32,3,4,8,6,274
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,3,0,0,0,0,0,0,0,5,0,3,3,6,0,0,0,0,0,11,3,0,10,8,6,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,19,19,20,11,0,7,0,138
90101,9,4,0,0,6,0,0,5,0,26,11,6,0,9,10,0,0,7,0,51,26,13,79,25,17,3,14,21,3,202,0,0,3,9,8,6,3,3,0,33,3,0,0,6,3,0,0,0,0,11,0,0,0,0,6,0,0,0,0,3,4,0,3,5,3,0,4,0,6,28,81,87,100,74,64,4,27,38,7,495
90102,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,7,11,4,19,11,6,0,0,8,0,59,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,16,27,25,22,21,12,4,4,19,0,137
