SA3_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
10102,26103,26046,52153,14171,9893,24065,3337,5978,9312,898,1269,2169,611,516,1120,19018,17648,36668,5670,7112,12784,3.2,2.9,3.1,72.9,67.7,70.3,70.5,65.8,68.2,2332,2093,4432,604,1063,1668,3564,4961,8522,2420,3014,5434,6001,3064,9064,230,380,605,345,581,918,6567,4023,10589,25817,25450,51270,4743,4656,9400,16156,15820,31979,12622,12581,25204
10103,8897,8471,17367,3844,2413,6255,1361,2332,3695,321,303,623,172,132,306,5698,5178,10874,2530,2653,5176,3,2.5,2.8,64,61.1,62.6,62.1,59.6,60.9,302,341,638,105,230,333,944,1343,2282,595,921,1515,2573,1185,3753,85,156,235,143,216,362,2797,1556,4353,7987,7674,15665,1637,1574,3206,5424,5118,10544,3779,3726,7505
10104,31925,33732,65655,9308,5851,15163,4605,8023,12633,1122,1244,2372,710,491,1198,15748,15615,31359,13802,15729,29529,4.5,3.2,3.8,49.3,46.3,47.8,47.1,44.8,45.9,1020,1277,2296,528,1110,1638,3046,4612,7656,2284,3736,6027,9142,4686,13823,319,612,931,593,973,1568,10055,6271,16324,29565,30669,60235,4753,5171,9926,19715,20315,40029,13153,14179,27335
10105,15814,15818,31629,6534,4006,10544,1874,3682,5553,566,659,1226,412,319,738,9395,8668,18056,5336,6102,11444,4.4,3.7,4.1,59.4,54.8,57.1,56.8,52.8,54.8,405,489,896,168,394,566,1146,1886,3032,1092,1758,2854,4378,2408,6790,146,285,436,277,440,720,4807,3136,7941,14754,14958,29711,2540,2627,5164,9994,9889,19884,6371,6813,13182
10106,14991,15773,30759,6806,4155,10968,1778,3884,5658,511,682,1197,350,295,649,9450,9018,18467,4485,5748,10227,3.7,3.3,3.5,63,57.2,60,60.7,55.3,57.9,625,678,1298,222,477,696,1451,2438,3889,1055,1648,2707,3761,2029,5792,138,278,411,215,417,635,4119,2720,6839,15209,15738,30944,2054,2175,4234,10477,10750,21228,5850,6317,12168
10201,70212,77025,147240,25860,16235,42096,10345,18102,28453,4027,5300,9325,1992,1588,3578,42227,41226,83454,24381,31674,56055,4.7,3.8,4.3,60.1,53.5,56.7,57.3,51.5,54.2,3374,3690,7062,1040,2105,3140,9503,13302,22802,6236,9391,15629,18311,9566,27874,663,1263,1919,1447,2393,3840,20419,13219,33635,69925,74569,144494,11278,11827,23104,47091,50241,97327,29979,32205,62186
10202,65572,71437,137009,23065,14126,37196,8814,15659,24469,4051,5243,9293,2203,1685,3883,38130,36711,74843,23489,30303,53791,5.8,4.6,5.2,58.2,51.4,54.6,54.8,49,51.8,1343,1637,2983,556,1321,1877,4798,8082,12877,4511,7643,12158,19866,11926,31797,744,1348,2091,1204,2066,3265,21814,15336,37159,65385,69120,134508,10484,11297,21775,42773,44771,87541,28739,31568,60302
10301,20084,19929,40011,8516,5486,14001,2479,4983,7467,661,779,1439,521,431,953,12179,11670,23853,6688,7087,13775,4.3,3.7,4,60.7,58.6,59.6,58.1,56.4,57.2,712,762,1474,270,563,834,1832,3191,5020,1230,2038,3269,5443,2944,8388,218,374,601,334,588,930,6005,3907,9910,18421,18757,37180,3607,3869,7481,11803,11912,23709,9004,9639,18643
10302,21948,22296,44247,9363,5095,14461,2198,5192,7391,695,756,1452,632,471,1103,12886,11521,24405,7063,8919,15977,4.9,4.1,4.5,58.7,51.7,55.2,55.9,49.5,52.7,275,420,701,140,402,543,1230,2492,3726,1038,1978,3024,5633,3238,8865,244,455,700,343,570,912,6223,4260,10479,21354,21544,42896,2954,3079,6032,15192,15026,30221,7786,8346,16134
10303,19644,19493,39139,7794,4025,11817,2033,4749,6779,754,889,1650,558,419,979,11140,10088,21225,6946,7996,14944,5,4.2,4.6,56.7,51.7,54.2,53.9,49.6,51.7,343,498,841,146,386,541,1291,2213,3503,1124,1857,2985,6142,3041,9185,232,416,651,295,538,838,6674,4003,10681,18740,18619,37362,2900,3029,5927,12707,12407,25111,7831,8171,16000
10304,23224,24976,48201,11137,7127,18268,2847,6271,9117,734,950,1685,555,463,1021,15276,14812,30091,6467,8663,15129,3.6,3.2,3.4,65.8,59.3,62.4,63.4,57.4,60.3,930,1061,1992,312,683,997,2568,4194,6765,1610,2638,4250,6207,3671,9874,256,481,742,347,699,1045,6807,4857,11659,23565,24643,48209,4162,4292,8460,14979,15589,30565,11013,11806,22821
10401,22403,22697,45096,6467,4053,10519,2711,4965,7679,696,725,1422,742,548,1290,10613,10294,20908,10200,10814,21018,7,5.3,6.2,47.4,45.4,46.4,44.1,42.9,43.5,386,431,818,229,463,690,1413,2388,3804,1262,2202,3468,6140,3596,9740,279,517,792,418,692,1111,6833,4801,11640,20448,21088,41533,3233,3467,6692,14080,14071,28150,8405,9326,17733
10402,36422,39775,76197,12429,8259,20683,5817,10468,16288,1189,1418,2606,1248,982,2231,20680,21126,41808,13284,16021,29306,6,4.7,5.3,56.8,53.1,54.9,53.4,50.6,51.9,1113,1435,2549,545,1154,1703,3949,6101,10053,2690,4614,7309,9940,5660,15601,387,715,1098,659,1091,1746,10990,7454,18448,35096,37405,72507,6165,6804,12972,22599,23942,46544,16585,18275,34862
10501,8629,8639,17273,3522,2240,5757,645,1523,2165,310,303,615,252,189,438,4728,4251,8973,2451,2892,5345,5.3,4.4,4.9,54.8,49.2,52,51.8,47,49.4,86,146,230,46,120,167,423,947,1370,372,627,1001,1772,951,2726,81,164,243,109,145,255,1959,1262,3223,7614,7385,14998,1216,1306,2521,5513,5286,10795,2712,2875,5590
10502,8029,8435,16461,2937,2087,5026,810,1545,2354,296,326,613,294,163,460,4342,4113,8458,2942,3502,6446,6.8,4,5.4,54,48.8,51.4,50.4,46.9,48.6,111,174,286,67,185,251,359,796,1156,375,611,988,2107,1139,3243,87,146,237,95,182,274,2286,1467,3752,7521,7782,15304,1079,1182,2267,5687,5751,11439,2465,2784,5250
10503,28930,30004,58936,12739,8364,21095,3051,6732,9790,930,1157,2088,744,620,1368,17462,16869,34335,8500,10164,18671,4.3,3.7,4,60.4,56.2,58.3,57.8,54.2,55.9,767,966,1732,247,654,900,2213,4222,6435,1497,2736,4238,7277,4260,11532,273,594,872,398,732,1127,7944,5582,13530,26910,28041,54954,4718,5023,9738,17907,18258,36166,11687,12824,24510
10601,39432,38796,78236,16859,8666,25518,4376,9967,14335,1679,2186,3866,1220,994,2214,24128,21815,45937,13109,15020,28124,5.1,4.6,4.8,61.2,56.2,58.7,58.1,53.6,55.9,600,748,1341,228,643,869,2237,3934,6169,2196,3752,5951,12886,7454,20343,445,918,1360,524,1094,1619,13853,9469,23319,38045,38575,76619,6656,6785,13447,24368,24288,48656,17623,18508,36134
10602,32838,35586,68430,15810,9365,25171,4261,9557,13818,1268,1797,3063,1062,937,2001,22403,21655,44054,9031,12553,21587,4.7,4.3,4.5,68.2,60.8,64.4,65,58.2,61.5,875,1098,1972,349,821,1172,2821,4813,7633,2620,3908,6529,10473,6451,16924,362,694,1063,488,915,1403,11324,8058,19383,33562,35277,68841,6452,7050,13501,20414,21154,41568,17076,18805,35882
10603,31322,32588,63908,10750,5770,16519,3849,7682,11532,1335,1519,2856,954,692,1648,16881,15668,32550,12637,15154,27798,5.6,4.4,5.1,53.9,48.1,50.9,50.9,46,48.4,791,829,1616,338,663,998,2405,3630,6041,2535,3669,6203,9936,5131,15068,342,678,1023,553,1038,1591,10830,6847,17675,30130,31094,61218,4993,5132,10120,19463,19913,39376,14162,14826,28981
10604,12299,12179,24478,5796,3263,9062,1217,2905,4117,478,479,957,351,275,627,7840,6921,14762,3599,4481,8088,4.5,4,4.2,63.7,56.9,60.3,60.9,54.6,57.8,150,217,369,72,172,248,617,1285,1905,641,1058,1703,3816,2108,5925,133,262,397,172,329,502,4118,2702,6819,11881,11679,23562,2109,2233,4346,7830,7646,15478,5354,5544,10892
10701,31467,33173,64634,11852,6687,18541,3914,7312,11224,1783,2261,4044,1030,748,1777,18579,17006,35588,11404,14587,25993,5.5,4.4,5,59,51.3,55.1,55.8,49,52.3,954,1136,2089,295,673,965,2597,3893,6489,2261,3320,5576,9207,5133,14340,286,629,915,484,1036,1518,9982,6801,16774,32721,33760,66480,4178,4428,8610,23187,23864,47047,11591,12305,23900
10702,5,0,4,5,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,5,0,9,0,0,0,0,0,0,5,0,4
10703,38864,41983,80850,15461,8763,24231,4978,10288,15264,2235,2979,5209,1073,856,1925,23740,22889,46628,13120,17109,30232,4.5,3.7,4.1,61.1,54.5,57.7,58.3,52.5,55.3,1297,1552,2844,499,1131,1625,3904,5811,9710,3243,4913,8161,12083,6383,18462,371,806,1183,676,1413,2093,13130,8598,21736,39410,41244,80657,6040,6595,12642,26615,27687,54302,16366,17879,34241
10704,54790,57441,112228,21312,13374,34683,8100,13867,21964,3343,4232,7568,1802,1445,3242,34553,32911,67465,17700,21859,39563,5.2,4.4,4.8,63.1,57.3,60.1,59.8,54.8,57.2,4653,4766,9425,1044,2036,3083,9406,11885,21295,4725,6129,10856,13061,6095,19159,473,867,1340,883,1597,2475,14416,8560,22979,52848,54254,107104,9892,10329,20215,35601,36872,72476,23959,24716,48683
10801,13918,14941,28862,3531,2151,5685,1735,3227,4959,446,525,970,422,274,694,6133,6170,12304,6725,7556,14283,6.9,4.4,5.7,44.1,41.3,42.6,41,39.5,40.2,280,309,589,132,253,389,1000,1513,2511,943,1452,2404,4171,2094,6266,132,309,446,255,452,707,4563,2859,7422,12569,13362,25927,2197,2350,4546,8511,8842,17356,5710,6317,12033
10802,21212,21644,42862,5348,3569,8916,2738,4688,7424,674,763,1436,800,545,1345,9555,9565,19118,10036,10384,20416,8.3,5.7,7,45,44.2,44.6,41.3,41.7,41.5,285,413,699,180,426,606,1306,2227,3537,1078,2100,3181,5969,3386,9357,243,479,731,307,625,927,6518,4490,11014,19524,20319,39846,2778,2966,5738,13322,13624,26951,7865,8585,16452
10803,187,193,379,60,47,98,45,59,108,11,18,35,3,6,6,124,124,245,43,48,96,3.3,3.2,3.2,66.1,64.8,65.4,64,62.7,63.3,4,9,13,0,5,5,21,28,55,7,32,36,67,30,94,0,7,6,5,5,18,72,41,114,173,181,355,28,28,58,122,124,251,67,76,137
10804,34472,38444,72918,11516,7745,19261,4822,9240,14060,995,1281,2277,982,805,1789,18312,19075,37391,14341,17490,31829,5.4,4.2,4.8,53.1,49.6,51.3,50.3,47.5,48.8,1076,1213,2293,476,943,1419,3349,5320,8669,2694,4372,7065,10165,5804,15973,361,771,1140,707,1221,1927,11239,7798,19041,33045,35945,68991,5969,6602,12570,20736,22295,43032,16533,18683,35211
10805,23313,24865,48177,6713,4207,10914,2889,5328,8222,777,829,1606,822,625,1448,11197,10992,22192,10381,12131,22515,7.3,5.7,6.5,48,44.2,46.1,44.5,41.7,43.1,462,554,1015,229,472,695,1544,2577,4122,1410,2560,3970,6804,3780,10585,277,522,803,416,743,1161,7496,5049,12546,21950,22937,44882,3556,3879,7433,14730,15277,30006,9649,10390,20038
10901,26082,28191,54274,11595,6806,18396,3394,7640,11030,779,1046,1825,825,647,1475,16592,16134,32729,7791,10390,18176,5,4,4.5,63.6,57.2,60.3,60.5,54.9,57.6,820,1041,1857,388,846,1235,2545,4300,6846,1929,2949,4878,7139,4175,11311,268,477,744,360,671,1033,7767,5321,13086,25312,26773,52086,4771,5147,9913,16152,16934,33085,12179,13289,25463
10902,5466,5170,10636,2349,1222,3571,523,1194,1718,185,206,386,137,98,236,3194,2721,5910,1521,1806,3325,4.3,3.6,4,58.4,52.6,55.6,55.9,50.7,53.4,46,75,120,27,99,121,278,532,814,290,473,760,1247,658,1904,49,98,151,58,87,145,1352,846,2199,5023,4760,9787,705,685,1395,3581,3329,6910,1816,1774,3591
10903,17893,18449,36343,7136,3806,10937,1841,4478,6316,620,752,1372,355,278,628,9944,9306,19252,6348,7522,13873,3.5,3,3.3,55.6,50.4,53,53.6,48.9,51.2,209,288,503,136,411,549,1029,2028,3052,1011,1680,2689,4974,2552,7528,132,301,440,237,327,563,5351,3175,8524,16705,17014,33723,2639,2763,5397,11555,11617,23172,6867,7336,14200
11001,14746,16086,30827,5877,3816,9694,2091,3783,5881,455,605,1066,466,391,857,8895,8600,17496,4486,5920,10401,5.2,4.6,4.9,60.3,53.5,56.8,57.2,51,54,1122,1273,2396,268,539,809,1747,2687,4432,902,1537,2439,3183,1742,4924,210,308,512,206,385,589,3592,2433,6031,13259,14064,27324,2930,3236,6166,8633,9048,17683,6699,7460,14168
11002,15739,16381,32125,5374,3317,8690,1689,3439,5128,475,526,999,554,421,970,8081,7704,15787,6093,7147,13239,6.8,5.5,6.2,51.4,47,49.1,47.9,44.4,46.1,178,243,420,111,287,402,874,1684,2560,777,1427,2202,3857,2409,6267,189,356,546,231,388,622,4278,3159,7439,14432,14890,29317,2385,2590,4971,10266,10499,20767,5670,6221,11886
11003,9801,9852,19647,4498,2664,7158,858,2034,2891,298,382,679,237,187,426,5888,5259,11150,2271,3007,5279,4,3.6,3.8,60.1,53.4,56.8,57.7,51.5,54.6,138,160,300,53,172,224,604,1144,1748,466,802,1272,2101,1270,3366,88,168,253,103,215,309,2284,1647,3930,8767,8680,17440,1377,1429,2802,6335,6192,12528,3169,3367,6536
11004,32688,34769,67450,14725,9283,24007,3627,8012,11633,1044,1280,2322,946,866,1810,20342,19435,39777,9632,12626,22265,4.7,4.5,4.6,62.2,55.9,59,59.3,53.4,56.3,675,908,1580,296,753,1045,2349,4386,6742,1766,3277,5039,8820,5391,14212,359,716,1082,508,974,1477,9688,7085,16773,31557,32648,64205,6058,6385,12443,20483,21090,41576,14803,15887,30690
11101,49825,53753,103573,20909,12249,33163,6785,14741,21530,1767,2431,4205,1526,1169,2698,31001,30588,61587,16776,21032,37806,4.9,3.8,4.4,62.2,56.9,59.5,59.1,54.7,56.9,2009,2253,4266,687,1475,2167,6231,9064,15300,4181,5971,10155,14996,7416,22414,483,902,1388,861,1668,2529,16344,9987,26326,51298,53762,105063,7188,7866,15057,35902,37328,73226,19646,21493,41136
11102,33682,36054,69737,13498,7775,21279,4175,8861,13035,1356,1730,3080,1107,816,1922,20137,19188,39318,12005,15189,27200,5.5,4.3,4.9,59.8,53.2,56.4,56.5,50.9,53.6,1082,1184,2269,384,809,1189,2853,4748,7600,2578,3968,6542,11014,5929,16947,357,701,1059,641,1116,1755,12010,7748,19764,33706,35295,69000,5476,5885,11359,22084,22840,44922,14922,16167,31091
11103,72748,76841,149592,30490,20288,50780,11749,21159,32910,2758,3609,6367,2781,1840,4619,47782,46892,94671,21120,25999,47118,5.8,3.9,4.9,65.7,61,63.3,61.9,58.6,60.2,4643,5126,9770,1249,2416,3660,12072,15975,28048,5589,7614,13200,16809,9239,26053,726,1133,1866,1089,1702,2785,18628,12077,30704,67725,69969,137695,14810,15785,30595,42701,44127,86830,35733,37654,73387
