SA3_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
30302,55,15,6,0,71,0,0,0,71,3,0,79,0,0,3,0,7,0,0,0,7,0,0,7,1033,137,31,6,1208,7,0,14,1223,56,0,1276,9,0,0,0,13,0,0,0,13,0,0,12,13,0,0,0,11,0,0,0,13,0,0,13,19,3,0,0,22,0,0,3,26,0,0,26,1048,139,31,6,1226,11,0,12,1245,54,0,1298,125,16,3,3,146,5,0,5,155,20,0,176,0,0,0,0,0,0,0,0,0,0,0,0,1175,159,39,8,1379,12,3,17,1397,81,0,1476,296,31,6,0,336,4,0,6,342,14,0,355,238,26,7,0,270,4,0,4,274,20,0,294,25,6,7,0,32,0,0,0,32,0,0,37,0,0,0,0,5,0,0,0,4,0,0,4,564,64,22,3,648,10,0,11,657,33,0,697,8,0,0,0,9,0,0,0,11,0,0,11,4,0,0,0,4,0,0,0
30303,61,9,15,0,88,0,0,0,86,6,0,93,6,3,0,6,10,0,0,0,10,0,3,15,1278,225,41,16,1553,29,11,34,1589,84,0,1682,19,3,0,0,21,3,0,3,28,5,0,28,21,6,0,0,29,3,4,7,33,0,0,33,41,11,0,0,54,11,4,10,63,5,0,69,1315,228,45,15,1608,35,15,46,1654,89,0,1746,205,56,7,6,274,3,0,8,278,72,4,353,0,0,0,0,3,0,0,0,3,0,9,13,1519,287,51,21,1883,38,15,48,1932,162,16,2110,353,28,9,0,399,5,0,5,401,25,0,428,237,40,3,0,285,4,5,7,291,21,0,316,19,4,11,0,34,0,0,0,36,6,0,41,3,0,0,6,4,0,0,0,4,0,3,11,615,74,26,6,725,10,5,12,741,50,3,791,4,0,0,4,8,0,0,0,9,0,0,8,8,4,0,0,14,0,4,8
30304,27,7,6,0,40,0,0,0,40,0,0,41,6,0,0,4,7,0,0,0,7,0,0,7,544,95,27,3,665,3,4,12,674,22,0,702,10,0,0,0,4,0,4,4,10,0,0,10,5,0,0,0,8,0,0,0,8,3,0,12,13,3,0,0,16,0,4,6,16,3,0,17,562,93,27,3,679,4,8,16,694,24,0,722,66,10,0,0,77,4,0,4,83,21,0,106,0,0,0,0,0,0,0,0,0,0,0,0,624,103,25,8,758,11,8,19,781,42,3,825,170,17,7,0,185,0,0,0,192,18,0,207,122,25,3,0,151,0,0,0,147,8,0,158,12,0,0,0,15,0,0,0,15,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,300,40,16,0,353,0,4,4,355,29,0,382,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
30305,42,12,14,0,65,0,0,0,67,3,0,66,0,0,0,3,3,0,0,0,3,0,5,8,926,154,35,13,1126,21,3,24,1148,69,3,1221,10,6,0,0,11,9,0,9,20,3,0,25,11,3,0,0,11,6,0,6,15,0,0,16,20,3,0,0,23,13,0,13,38,3,0,44,951,155,34,13,1150,28,3,33,1189,77,3,1262,200,58,3,7,266,4,0,4,269,56,0,326,0,0,0,0,4,0,0,0,4,0,4,12,1146,214,44,16,1420,33,3,40,1462,131,11,1598,231,31,5,6,274,6,0,6,278,10,0,296,141,49,6,0,198,0,5,5,199,21,0,221,14,0,9,0,23,0,0,0,23,0,0,25,0,0,0,3,9,0,0,0,8,0,0,11,386,85,24,11,502,7,5,10,514,31,0,546,4,3,0,0,8,5,0,5,15,0,0,15,9,0,0,0,5,3,0,3
30306,30,14,3,3,53,0,0,0,51,0,0,51,4,0,0,0,4,0,0,0,4,5,0,3,510,121,22,0,653,16,0,18,675,56,0,727,4,3,0,0,11,7,0,7,17,0,0,16,5,5,0,0,12,0,0,5,14,0,0,15,9,11,0,0,25,6,0,7,28,0,0,32,519,131,19,0,677,25,3,30,701,57,0,760,155,34,13,0,205,14,5,15,223,65,0,286,0,0,0,4,7,0,0,0,7,0,6,10,673,165,41,8,880,37,6,49,931,125,6,1056,154,23,4,0,183,9,0,9,189,15,0,203,119,36,5,0,160,6,0,8,163,9,0,176,24,0,3,0,34,0,0,0,32,0,0,33,0,0,0,3,4,0,0,0,4,3,0,5,301,55,16,6,376,12,0,14,390,29,0,419,0,0,0,0,4,0,0,0,6,0,0,8,8,4,0,0,8,0,0,0
30401,43,0,9,0,57,0,0,0,57,0,0,57,5,0,0,0,6,0,0,0,6,0,0,6,665,107,22,6,803,12,3,19,814,33,0,842,3,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,6,671,106,22,6,807,14,3,17,825,31,0,858,85,12,4,0,103,0,0,0,103,25,0,130,0,0,0,0,0,0,0,0,0,0,0,0,758,117,31,9,911,14,3,17,923,51,0,980,191,20,8,0,215,8,0,8,222,3,0,227,123,20,0,0,148,5,0,3,149,8,0,158,16,0,5,0,19,0,0,0,19,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,327,44,18,0,384,12,0,6,397,16,0,411,10,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,3,0,0,0
30402,73,9,3,0,89,0,0,0,88,8,0,99,3,0,0,0,6,0,0,0,6,0,0,6,1227,141,43,8,1423,19,0,19,1445,55,0,1504,5,0,0,0,8,0,0,0,8,0,0,7,12,0,0,0,18,0,0,0,18,0,0,21,24,0,0,0,27,0,0,0,27,0,0,28,1252,148,43,8,1448,19,0,19,1469,59,0,1534,174,20,6,0,206,3,0,0,210,25,0,232,0,0,0,0,3,0,0,0,3,0,0,3,1428,169,49,11,1657,25,0,24,1684,81,0,1764,384,37,11,0,435,6,0,6,441,17,0,457,299,36,0,5,337,4,0,4,343,16,0,356,44,4,4,0,48,0,0,0,48,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,724,72,22,5,828,9,0,9,835,35,0,872,4,0,0,0,4,3,0,3,7,0,0,7,6,0,0,0,5,0,0,0
30403,59,6,14,0,80,3,0,3,84,6,0,88,0,0,0,0,0,0,0,0,0,0,0,0,826,87,44,8,970,8,5,15,977,48,0,1030,3,0,0,0,8,0,0,0,12,0,0,12,14,4,0,0,14,0,0,0,14,4,0,16,17,5,0,0,23,0,0,0,23,4,0,32,846,94,44,8,991,8,5,14,1008,52,0,1058,159,18,6,4,192,7,0,5,195,36,0,234,4,0,0,0,3,0,0,0,3,0,0,3,1010,114,53,6,1186,17,5,19,1206,93,0,1299,207,23,9,0,234,0,0,4,237,9,0,248,198,32,5,0,234,0,0,0,235,12,0,253,31,4,3,4,38,0,0,0,36,0,0,36,3,0,0,0,3,0,0,0,3,0,0,3,435,54,13,6,512,7,0,4,516,24,0,541,3,0,0,0,3,0,0,0,7,0,0,3,4,0,0,0,4,0,0,0
30404,41,10,6,0,51,0,0,0,51,0,0,59,0,0,0,0,3,0,0,0,3,0,0,3,1097,119,37,6,1259,9,0,9,1266,59,0,1322,13,0,0,0,12,0,0,0,12,0,0,12,13,0,0,0,13,0,0,0,13,0,0,13,27,0,0,0,25,0,0,0,25,0,0,25,1124,122,37,6,1289,9,0,9,1292,59,0,1353,127,18,0,0,149,6,5,8,159,28,0,187,0,0,0,0,0,0,0,0,0,0,0,0,1255,142,36,8,1440,10,5,11,1454,85,0,1538,256,31,8,0,294,4,0,5,298,18,0,316,183,31,5,0,215,0,0,0,215,20,0,231,16,3,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,453,66,16,0,533,4,0,5,539,37,0,576,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,6,0,0,0
30501,19,4,9,0,32,3,0,3,38,0,0,36,3,6,0,0,3,0,0,0,3,0,0,7,529,82,26,0,642,10,3,9,656,61,0,715,3,0,0,0,9,6,0,6,9,0,0,11,8,0,0,0,14,0,0,0,14,0,0,12,15,0,0,0,18,6,0,6,23,0,0,23,547,85,27,0,660,11,3,16,673,60,0,741,94,10,3,0,118,4,0,3,121,28,0,152,0,0,0,0,3,0,0,0,3,0,0,3,650,99,31,0,780,19,0,24,804,86,0,889,142,19,4,0,170,3,0,3,168,18,0,187,90,22,4,0,116,4,0,4,124,4,0,124,25,6,11,0,38,3,0,3,36,0,0,41,4,0,0,0,4,0,0,0,4,3,0,7,262,44,12,0,324,8,0,8,330,22,0,353,5,0,0,0,4,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0
30502,29,13,0,0,39,0,0,0,45,0,0,45,3,0,0,4,3,0,0,0,3,0,0,5,738,78,13,4,830,13,3,18,845,26,0,870,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,8,0,0,8,16,0,0,0,18,0,0,0,17,0,0,17,749,83,13,4,847,13,3,11,864,26,0,892,105,7,0,0,114,0,0,0,119,10,0,131,0,0,0,0,0,0,0,0,0,0,0,0,856,88,15,7,965,15,3,20,980,41,0,1025,222,27,5,0,255,4,0,4,259,8,0,271,135,20,5,0,164,0,0,4,167,6,0,178,20,6,3,0,24,3,0,3,27,0,0,27,0,0,0,3,3,0,0,0,3,6,0,7,382,57,16,3,450,4,0,7,460,19,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30503,68,9,19,0,97,0,0,0,99,3,0,103,4,0,0,0,13,0,0,0,13,0,0,13,1306,164,50,7,1524,20,7,26,1555,75,0,1629,9,0,0,0,12,0,0,0,12,0,0,14,7,0,0,0,7,0,0,0,10,0,0,11,19,0,0,0,24,0,0,0,22,0,0,23,1326,169,50,7,1547,22,7,28,1575,76,0,1656,175,25,6,0,204,9,0,7,212,22,0,241,0,0,0,0,0,0,0,0,0,0,0,0,1501,187,56,11,1753,28,10,37,1791,97,0,1895,393,37,6,0,437,3,0,7,442,24,0,467,280,48,6,0,332,0,4,4,335,8,0,349,36,6,5,0,53,0,0,0,53,0,0,57,5,0,0,0,5,0,0,0,5,0,0,5,710,92,21,3,827,5,7,11,836,38,0,871,4,0,0,0,3,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0
30504,69,11,17,0,93,0,0,0,96,5,0,103,5,0,0,0,8,0,0,0,8,0,0,8,1077,126,57,5,1260,11,3,18,1281,43,0,1329,16,0,0,0,16,0,0,0,16,0,0,16,9,4,0,0,9,0,0,0,13,0,0,13,18,6,0,0,23,0,0,0,25,0,0,25,1094,130,57,5,1286,18,3,21,1306,43,0,1355,138,17,0,0,154,5,0,5,156,16,0,178,0,0,0,0,0,0,0,0,0,0,0,6,1236,145,59,5,1443,20,3,19,1466,64,5,1532,318,39,10,0,372,5,0,7,374,23,0,395,264,30,8,0,303,0,0,0,305,10,0,314,36,3,10,0,54,0,0,0,53,0,0,56,0,0,0,0,5,0,0,0,5,0,0,5,620,71,29,0,727,5,4,9,734,33,0,769,5,0,0,0,5,0,0,0,5,0,0,10,7,0,0,0,5,0,0,0
30601,10,5,7,0,25,0,0,0,26,4,0,32,3,0,0,7,10,0,0,0,10,0,0,11,930,160,31,12,1137,14,0,15,1150,46,0,1194,12,4,0,0,15,0,0,0,15,0,0,14,12,5,0,0,21,0,0,3,24,0,0,24,19,10,0,0,33,0,0,3,33,0,0,37,952,171,31,14,1166,14,0,14,1181,45,0,1236,82,24,8,0,105,0,0,0,108,19,0,127,0,0,0,4,4,0,0,0,4,0,0,5,1027,189,36,15,1271,18,4,18,1296,62,4,1358,78,11,3,0,90,0,0,0,95,9,0,101,83,16,0,0,101,0,0,0,97,3,0,101,3,0,3,0,3,0,0,0,3,0,0,5,0,0,0,6,6,0,0,0,6,0,0,6,161,26,5,6,200,0,0,0,199,10,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30602,26,14,9,0,41,0,0,0,41,9,0,51,4,0,0,3,6,0,0,0,13,4,0,15,1129,211,38,15,1389,25,9,33,1419,115,0,1540,7,5,0,0,11,3,0,7,15,3,0,18,13,0,0,0,21,0,3,10,26,0,0,26,24,10,0,0,29,7,4,8,40,3,0,42,1147,219,38,15,1416,32,13,44,1461,117,0,1579,139,40,6,10,196,21,5,22,220,77,0,289,6,0,0,0,6,0,0,0,6,0,0,6,1296,261,47,19,1616,51,16,67,1681,191,0,1882,107,14,0,0,121,0,0,0,123,15,0,138,75,20,0,0,98,3,0,3,100,7,0,104,0,3,0,0,7,0,0,0,7,0,0,7,0,0,0,3,3,0,0,0,3,0,0,3,188,36,0,3,222,0,0,0,230,22,0,250,0,0,0,0,3,0,0,7,5,0,0,5,4,0,0,0,4,0,0,0
30603,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,7,0,0,0,7,0,0,7,378,46,6,10,442,4,7,10,455,38,0,484,4,0,0,0,4,3,0,3,6,6,0,7,0,0,0,0,4,0,3,3,6,0,0,6,3,0,0,0,5,3,3,7,8,3,0,15,381,46,6,11,446,5,3,14,466,39,0,502,43,7,4,0,59,0,0,0,55,44,0,99,0,0,0,0,0,0,0,0,0,0,6,8,422,56,9,13,506,8,3,17,523,81,9,609,25,0,0,0,30,0,0,0,30,0,0,28,10,4,0,0,12,0,0,0,15,0,0,18,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,42,0,0,0,47,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30604,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,105,20,3,7,138,3,0,3,139,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,110,21,9,7,141,3,0,3,144,0,0,145,11,0,0,0,12,0,0,0,12,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,120,21,9,7,151,3,0,3,153,6,0,163,5,0,0,0,5,0,0,0,5,0,0,5,3,5,0,0,9,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,9,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30605,4,3,0,0,13,0,0,0,13,0,0,13,4,0,0,3,11,0,0,0,11,0,0,10,483,90,16,13,601,7,0,7,609,45,0,660,0,4,0,0,4,0,0,0,9,0,0,9,0,0,0,0,4,0,0,0,4,0,0,4,0,6,0,0,7,0,0,0,11,0,0,11,485,93,16,17,607,11,0,10,623,45,0,666,49,17,5,7,78,0,4,9,87,21,0,103,0,0,0,0,0,0,0,0,0,0,0,0,536,112,21,26,691,8,8,20,706,62,4,771,34,5,0,0,42,5,0,5,42,4,0,49,31,5,7,0,44,0,0,0,44,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,14,4,3,86,4,0,4,89,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30701,6,3,0,0,14,0,0,0,14,0,0,14,5,0,0,7,13,0,0,0,13,0,0,13,466,50,19,13,542,3,0,6,546,28,0,569,4,0,0,0,4,0,0,0,4,4,0,4,0,0,0,0,0,5,0,5,3,0,0,3,5,0,0,0,5,5,0,5,7,4,0,11,469,50,19,13,548,3,0,9,551,32,0,584,45,8,0,4,56,3,0,3,53,32,0,86,0,0,0,0,0,0,0,0,0,0,0,0,516,53,19,13,605,7,0,9,610,59,0,671,29,0,3,0,36,0,0,0,36,3,0,36,18,3,0,0,22,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,3,0,58,0,0,0,54,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30702,14,4,0,0,16,0,0,0,16,0,0,16,3,0,0,5,14,0,0,0,14,3,0,16,633,53,12,13,713,5,0,11,723,32,0,755,3,0,0,0,3,0,0,0,3,4,0,4,9,0,0,0,9,0,0,0,13,0,0,13,11,0,0,0,11,0,0,0,13,4,0,16,645,53,12,13,726,9,4,13,734,38,0,775,72,7,4,4,83,0,3,5,88,25,0,116,0,0,0,0,5,0,0,0,5,0,0,5,717,63,18,17,811,7,7,13,827,63,0,889,57,3,0,0,64,0,0,0,64,6,0,69,29,5,0,0,35,0,0,0,35,0,0,35,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,85,8,0,0,97,0,0,0,97,6,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30703,13,3,3,0,18,0,0,0,18,0,0,21,0,0,0,10,12,0,0,0,12,3,0,9,519,73,14,15,615,5,5,8,625,49,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,3,518,73,14,15,621,5,5,9,626,49,0,683,77,15,4,4,98,0,3,7,101,29,0,130,5,0,0,0,5,0,0,0,5,0,0,0,596,89,12,16,719,9,5,16,730,82,0,811,37,0,0,0,36,0,0,0,36,0,0,41,29,0,0,0,33,0,0,0,35,4,0,36,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,74,0,0,0,74,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30801,0,0,4,0,8,0,0,0,8,0,0,8,0,0,0,7,12,0,0,0,12,0,0,12,416,28,5,17,464,5,0,4,468,15,0,486,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,417,28,5,17,463,4,0,3,470,15,0,488,49,5,0,0,54,0,0,0,54,12,0,64,0,0,0,0,0,0,0,0,0,0,3,3,468,29,5,17,513,4,0,3,524,27,3,560,10,0,0,0,12,0,0,0,12,0,0,12,14,0,0,0,17,0,0,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,34,0,0,0,34,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30803,29,3,9,0,43,3,0,3,45,7,0,48,4,0,0,17,23,0,0,0,23,3,0,25,1528,158,53,33,1773,27,4,28,1803,66,3,1873,3,0,0,0,10,0,3,4,6,6,0,11,15,4,0,3,23,0,0,0,24,0,0,23,18,6,0,3,25,0,3,5,31,3,0,35,1544,162,50,39,1802,33,6,35,1835,69,3,1911,148,38,11,8,204,3,0,3,208,28,0,237,9,0,0,3,10,0,0,0,10,0,5,9,1697,203,66,46,2012,33,6,34,2049,101,8,2157,170,6,6,0,181,0,0,0,183,3,0,188,99,20,0,0,117,5,0,5,120,6,0,123,5,0,4,0,9,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,276,28,4,0,309,0,0,0,310,15,0,322,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
30804,4,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,177,10,6,11,202,0,0,0,202,4,0,209,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,5,0,0,0,5,0,0,9,177,11,6,11,205,0,0,0,205,9,0,213,20,0,0,0,23,0,0,0,23,4,0,28,4,0,0,0,4,0,0,0,4,0,4,4,199,9,14,9,232,0,0,0,233,10,4,241,8,0,0,0,8,0,0,0,8,0,0,8,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30805,20,0,0,0,23,0,0,0,23,3,0,26,0,0,0,4,4,0,0,0,4,0,0,12,980,69,32,9,1093,13,0,12,1106,45,0,1150,5,3,0,0,15,4,0,4,17,0,0,17,12,3,0,0,14,0,0,0,14,0,0,20,22,4,4,0,30,4,0,4,36,5,0,32,1001,69,33,11,1120,15,0,23,1135,48,0,1187,181,20,11,0,212,9,3,9,221,39,0,257,4,0,0,0,4,0,0,0,4,0,0,6,1184,95,44,14,1334,24,3,26,1364,87,0,1448,70,0,0,0,70,0,0,0,70,0,0,69,49,3,0,0,59,0,0,0,56,0,0,61,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,121,3,9,6,134,0,0,0,133,5,0,139,5,0,0,0,5,4,0,4,3,0,0,3,4,0,0,0,4,0,0,0
