SA1_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
11504162511,5,0,3,0,5,0,0,0,0,23,5,3,9,7,3,5,0,0,0,25,0,6,4,6,4,10,0,0,0,27,0,3,4,0,10,3,0,0,0,31,0,0,6,8,5,8,0,0,0,27,0,0,6,7,8,0,0,0,0,23,0,0,3,17,20,9,0,0,0,56,0,0,0,6,0,4,0,0,0,16,0,0,0,0,5,7,0,0,0,19,5,3,0,0,0,3,0,0,0,12,58,32,50,67,81,62,22,19,4,379
11504162512,0,0,7,9,0,3,0,0,0,19,0,6,6,10,3,0,0,0,0,24,0,0,13,13,6,0,0,0,0,30,0,0,9,11,5,3,0,0,0,33,0,0,8,18,4,4,0,0,0,28,0,0,8,14,8,0,0,0,0,33,0,0,11,32,17,6,0,0,0,71,0,0,0,12,4,0,0,0,0,22,0,0,0,18,7,4,0,0,0,28,0,0,0,0,0,0,0,0,0,3,26,20,69,153,77,47,24,3,0,414
11504162513,0,0,0,0,0,4,5,0,0,15,0,4,3,12,6,4,0,0,0,30,0,9,10,3,6,6,0,0,0,34,0,0,5,6,9,5,0,0,0,27,0,0,9,6,8,5,0,0,0,27,0,0,7,0,12,0,0,0,0,23,0,0,5,11,11,3,0,0,0,40,0,0,0,7,6,0,0,0,0,12,0,0,0,7,0,3,0,0,0,15,0,0,0,0,3,0,3,0,0,10,36,37,45,70,74,43,32,14,3,350
11504162514,4,9,6,5,6,0,0,0,0,24,0,7,11,5,6,6,4,0,0,25,0,8,4,7,9,8,4,0,0,40,0,0,4,3,7,8,4,0,0,29,0,0,6,16,12,4,0,0,0,36,0,0,0,6,15,0,0,0,0,27,0,0,8,25,15,4,4,0,0,59,0,0,0,0,7,0,0,0,0,14,0,0,0,12,14,0,0,0,0,32,0,0,0,0,0,4,0,0,0,14,54,41,48,108,114,53,33,9,6,467
11504162515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,8
11504162516,0,7,0,5,4,0,6,0,0,23,0,6,4,3,8,6,0,0,0,28,0,3,3,10,10,7,6,0,0,34,0,0,5,9,15,0,0,0,0,26,0,0,4,11,4,0,0,0,0,21,0,5,4,6,18,5,0,0,0,33,0,0,3,10,28,3,0,0,0,45,0,0,0,4,5,0,0,0,0,9,0,0,3,6,9,5,0,0,0,21,0,0,0,0,4,0,0,0,0,4,57,38,33,66,111,42,40,14,6,404
11504162517,0,3,0,0,3,3,10,0,0,26,0,3,5,8,5,8,3,0,0,30,0,7,7,6,4,7,0,0,0,27,0,6,11,8,6,0,0,0,0,33,0,3,5,8,12,8,0,0,0,29,0,0,5,3,7,0,0,0,0,19,0,0,17,29,24,8,0,0,0,80,0,0,0,13,7,0,0,0,0,25,0,0,0,22,9,3,0,0,0,37,0,0,0,0,0,0,0,0,0,4,45,47,51,121,101,57,35,13,0,469
11504162518,0,9,0,0,4,6,0,4,0,27,0,6,4,0,3,4,3,0,0,20,0,6,5,8,6,4,0,0,0,24,0,0,5,6,11,7,0,0,0,26,0,4,6,10,10,7,0,0,0,33,0,0,0,7,3,3,0,0,0,20,0,0,0,7,10,12,3,0,0,40,0,0,0,3,0,0,0,0,0,8,0,0,5,5,8,3,0,0,0,25,0,0,0,0,5,0,0,0,0,8,39,36,34,59,79,64,23,19,3,358
11504162519,0,6,4,3,7,3,3,0,0,28,3,0,6,4,0,0,0,0,0,16,0,4,9,4,8,3,5,0,0,34,0,0,9,9,10,0,4,0,0,25,0,0,4,0,3,6,0,0,0,11,0,0,9,3,0,6,0,0,0,24,0,0,6,12,11,6,0,0,0,41,0,0,0,5,0,0,0,0,0,6,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,34,23,49,63,55,45,22,3,3,301
11504162520,0,4,0,0,0,0,0,4,0,10,0,3,0,4,4,0,0,0,0,12,0,0,8,13,3,0,0,0,0,22,0,5,0,11,0,0,0,0,0,18,0,0,7,11,4,0,0,0,0,24,0,0,0,7,6,0,0,0,0,12,0,0,5,25,3,0,0,0,0,39,0,0,6,0,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,8,0,0,0,9,0,3,0,0,0,8,27,11,30,91,34,17,9,5,0,237
11504162521,0,5,8,6,0,0,4,0,0,21,0,4,10,8,3,3,5,3,0,34,0,0,6,10,3,5,0,0,0,35,0,0,11,8,7,7,0,0,0,39,0,5,12,9,9,0,0,3,0,33,0,0,5,4,8,0,3,0,0,24,0,0,14,18,10,7,6,0,0,49,0,0,3,0,3,0,0,0,0,7,0,0,0,13,13,6,0,0,0,30,0,0,3,0,9,9,3,6,0,30,16,21,99,97,66,61,48,33,0,451
11504162522,0,0,0,7,0,0,0,0,0,17,0,0,5,3,0,4,5,0,0,23,0,0,3,11,3,0,4,0,0,24,0,0,14,6,9,4,0,0,0,29,0,0,7,12,0,0,0,0,0,20,0,4,5,13,3,4,0,0,0,26,0,0,11,19,6,0,0,0,0,46,0,0,0,7,3,0,0,0,0,13,0,0,0,6,4,0,0,0,0,16,0,8,6,4,3,0,0,0,0,19,32,27,61,107,56,36,26,16,0,361
11504162523,0,7,4,0,0,5,0,0,0,13,0,0,0,0,0,0,5,0,0,11,0,6,0,4,0,0,6,0,0,12,0,0,0,4,0,0,0,0,0,12,0,0,6,4,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,15,9,4,0,0,0,28,0,0,0,3,5,0,0,0,0,11,0,0,0,3,8,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,19,15,42,29,33,16,7,0,173
11504162524,4,0,0,9,5,4,0,0,0,27,0,4,3,10,10,3,0,5,0,30,0,3,8,8,10,5,0,0,0,41,0,6,6,10,0,0,4,0,0,32,0,5,4,7,7,6,0,0,0,31,0,0,0,8,13,4,0,0,0,25,0,0,7,26,19,10,0,0,0,70,0,0,0,6,4,0,0,0,0,14,0,0,4,11,8,0,0,0,0,24,0,0,0,0,4,5,5,0,0,17,42,40,47,100,98,55,28,7,3,420
11504162525,3,7,0,0,3,6,0,0,0,16,0,3,0,0,4,0,3,0,0,22,0,0,4,0,9,3,0,0,0,18,0,0,6,8,6,6,0,0,0,28,0,0,0,3,14,3,0,0,0,24,0,0,0,3,9,0,0,0,0,17,0,0,5,9,8,3,5,0,0,34,0,0,0,6,11,0,0,0,0,16,0,0,0,7,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,11,47,29,32,41,88,38,22,9,3,314
11504162526,3,8,0,3,12,3,3,0,0,28,0,9,0,5,9,3,0,0,0,23,0,3,3,5,3,5,0,0,0,29,0,6,0,0,13,3,3,0,0,29,0,0,8,10,23,5,0,0,0,53,0,0,0,6,12,6,0,0,0,26,0,0,4,15,44,12,0,0,0,73,0,3,0,4,13,0,0,0,0,20,0,0,0,8,24,6,0,0,0,44,0,0,0,3,0,0,0,0,0,3,90,67,35,68,163,57,21,6,0,514
11504162527,0,6,4,4,8,9,0,6,0,30,3,0,5,10,4,3,0,0,0,24,0,5,3,12,7,4,4,0,0,34,0,5,0,4,5,0,4,0,0,20,0,0,0,9,12,11,0,0,0,22,0,4,0,4,8,3,0,0,0,22,0,0,3,10,23,4,0,0,0,41,0,0,0,7,6,0,0,0,0,10,0,0,0,9,14,3,0,0,0,28,0,0,0,0,3,0,0,0,0,0,58,47,28,64,101,48,27,13,4,388
11504162528,3,5,5,3,0,3,0,3,0,22,0,8,0,4,7,3,0,0,0,24,0,3,4,8,6,5,0,0,0,31,0,0,0,8,7,0,0,0,0,21,0,4,4,8,6,8,5,0,0,25,0,0,3,4,4,7,0,0,0,21,0,0,3,10,22,4,0,0,0,48,0,0,0,8,7,0,0,0,0,11,0,0,0,3,12,0,0,0,0,14,0,0,6,0,0,0,3,0,0,3,35,43,36,58,93,46,37,11,3,361
11504162529,0,4,0,0,6,6,4,6,0,16,0,4,0,3,0,0,0,0,0,14,0,5,0,0,3,3,0,0,0,15,0,0,0,4,6,0,0,0,0,16,0,0,0,3,11,3,0,0,0,16,0,0,0,8,8,0,0,0,0,15,0,0,3,9,13,0,0,0,0,31,0,0,0,7,5,4,0,0,0,8,0,0,0,8,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,44,23,17,37,66,29,10,3,3,229
11504162530,0,0,0,7,7,0,0,0,0,16,0,0,8,0,9,0,0,0,0,16,0,3,6,5,9,5,0,0,0,20,0,0,0,0,6,5,0,0,0,14,0,0,4,6,9,6,0,0,0,17,0,0,0,5,3,3,0,0,0,12,0,0,7,16,9,3,0,0,0,44,0,0,0,3,0,0,0,0,0,8,0,0,0,4,5,4,0,0,0,16,0,0,0,0,0,0,0,3,0,3,38,15,27,54,69,33,11,9,0,261
11504162531,0,3,7,0,4,4,4,0,0,27,0,0,6,0,4,3,0,0,0,16,0,6,4,6,4,6,0,0,0,23,0,0,8,3,8,3,0,0,0,24,0,3,0,5,9,4,3,0,0,20,0,0,4,5,7,3,0,0,0,25,0,0,0,6,20,5,0,0,0,42,0,0,6,4,7,0,0,0,0,22,0,0,0,5,10,0,0,0,0,17,0,0,0,3,0,0,0,0,0,5,40,46,31,56,93,54,38,12,4,364
11504162532,0,0,0,3,0,4,0,0,0,15,0,3,3,0,0,4,0,0,0,16,0,0,9,3,0,6,3,0,0,21,0,0,8,0,3,0,3,0,0,19,0,0,5,0,3,4,0,0,0,15,0,0,7,0,3,4,0,0,0,16,0,0,4,0,6,11,5,0,0,33,0,0,0,0,0,6,0,0,0,10,0,0,0,4,9,3,0,0,0,14,0,0,0,0,4,0,0,5,0,10,22,11,46,30,34,62,35,12,4,252
11504162533,0,0,3,0,7,5,0,0,0,18,0,0,0,3,0,4,0,0,0,15,0,0,0,10,5,0,0,0,0,24,0,0,9,3,6,0,0,0,0,19,0,0,3,9,0,0,0,0,0,18,0,0,0,8,9,0,0,0,0,17,0,0,3,22,9,9,0,0,0,46,0,0,0,12,3,0,0,0,0,13,0,0,0,3,5,4,0,0,0,15,0,0,0,4,0,0,0,3,0,7,19,16,35,97,43,25,19,15,0,267
11504162534,0,6,0,0,0,5,4,0,0,14,0,4,0,0,3,3,3,0,0,11,0,0,4,3,10,0,0,0,0,21,0,3,0,10,0,0,0,0,0,17,0,0,4,9,3,0,0,0,0,19,0,0,0,3,7,0,0,0,0,17,0,0,0,7,13,8,0,0,0,28,0,0,0,3,5,0,0,0,0,4,0,0,0,3,9,0,0,0,0,14,5,0,0,3,0,0,0,0,0,10,32,28,23,50,69,40,21,3,0,265
11504162535,0,6,0,4,4,3,0,5,0,22,0,0,3,3,0,3,0,0,0,15,0,3,3,4,0,6,0,0,0,21,0,0,10,3,8,6,0,0,0,29,0,6,0,6,6,0,4,0,0,23,0,0,0,3,5,3,0,0,0,18,0,0,3,17,19,5,0,0,0,39,0,0,0,11,7,3,0,0,0,16,0,0,0,7,3,3,0,0,0,15,5,5,0,0,6,0,6,0,0,17,50,28,30,74,83,43,17,11,7,337
11504162536,4,5,3,5,5,0,0,0,0,18,0,4,0,3,3,0,8,0,0,17,0,3,0,5,0,5,0,0,0,24,0,0,0,6,3,5,0,0,0,16,0,0,4,4,0,10,0,0,0,17,0,0,3,0,5,3,0,0,0,11,0,0,4,19,17,8,3,0,0,42,0,0,0,4,4,0,0,0,0,9,0,0,0,9,11,3,0,0,0,26,7,0,0,0,0,0,0,0,0,10,40,28,24,59,61,48,23,21,5,303
11504162537,3,4,0,4,3,0,0,0,0,13,0,4,0,3,3,3,5,0,0,17,0,0,0,3,4,4,0,0,0,16,0,4,3,4,0,6,0,0,0,14,0,0,3,0,3,5,0,0,0,10,0,0,0,7,7,7,0,0,0,20,0,0,3,11,13,5,0,0,0,34,0,0,0,6,5,0,0,0,0,10,0,0,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,35,23,20,50,61,42,12,10,0,251
11504162538,0,4,0,3,0,0,3,0,0,15,0,0,0,9,3,0,0,0,0,18,0,0,4,5,10,3,0,0,0,26,0,4,3,7,11,4,0,0,0,23,0,0,4,3,6,0,0,0,0,21,0,0,0,5,8,5,0,0,0,20,0,0,5,21,24,11,0,0,0,58,0,0,0,4,8,3,0,0,0,13,0,0,0,6,11,0,0,0,0,16,0,0,0,3,0,0,0,0,0,8,29,27,30,81,82,35,34,21,0,343
11504162539,0,0,0,8,3,0,0,0,0,16,0,10,3,6,3,0,0,3,0,26,0,3,0,3,8,4,3,0,0,23,0,0,0,3,9,7,0,0,0,21,0,0,4,4,7,9,0,0,0,25,0,0,3,6,10,5,0,0,0,22,0,0,5,9,15,9,0,0,0,41,0,0,0,3,4,0,0,0,0,12,0,0,0,3,7,4,0,0,0,12,0,0,0,0,0,0,5,0,0,10,58,41,33,44,91,46,23,9,4,343
11504162540,0,3,3,4,8,4,0,0,0,24,3,12,0,5,7,0,0,0,0,31,0,3,3,6,5,3,0,0,0,25,0,4,3,12,11,0,4,0,0,37,0,0,6,10,10,0,0,0,0,23,0,0,5,8,6,0,0,0,0,23,0,0,5,26,12,7,0,0,0,48,0,0,0,6,5,0,0,0,0,16,0,0,4,10,5,0,0,0,0,13,0,0,0,5,0,0,0,0,0,9,61,42,33,84,90,38,26,5,6,384
11504162541,0,0,0,0,3,5,0,3,0,8,0,0,3,4,5,4,4,0,0,13,0,4,3,3,12,3,0,0,0,30,0,0,0,7,3,4,0,0,0,20,0,0,4,4,9,0,0,0,0,14,0,0,0,4,7,0,0,0,0,9,0,0,7,12,11,4,0,0,0,23,0,0,0,8,5,0,0,0,0,11,0,0,0,5,5,3,0,0,0,22,0,0,0,3,0,0,3,0,0,8,29,21,18,52,58,35,18,14,4,252
11504162542,0,3,4,0,3,0,0,0,0,7,0,0,4,7,0,0,0,0,0,16,0,3,14,5,0,0,0,0,0,27,0,6,9,6,0,0,0,0,0,18,0,0,5,14,4,0,0,0,0,27,0,0,10,18,4,0,0,0,0,27,0,0,15,39,7,0,0,0,0,63,0,0,3,17,0,0,0,0,0,18,0,0,0,6,4,0,0,0,0,8,3,3,0,0,3,0,0,0,0,10,20,18,75,141,33,21,15,0,4,326
11504162543,0,0,0,3,4,0,3,0,0,18,0,5,0,9,5,4,0,0,0,24,0,9,9,3,5,5,4,0,0,30,0,7,0,4,3,3,0,0,0,26,0,0,0,5,5,0,0,0,0,15,0,0,5,0,9,0,0,0,0,13,0,0,0,4,18,4,3,0,0,37,0,0,0,0,0,3,0,0,0,3,0,0,0,7,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,30,27,26,63,70,27,25,8,0,267
11601130301,3,3,6,5,0,5,0,0,0,19,0,0,3,10,0,4,0,0,0,20,0,4,4,13,0,5,3,0,0,25,0,0,3,0,0,3,0,0,0,10,0,0,8,6,3,0,0,0,0,20,0,7,6,0,0,0,0,0,0,5,0,0,3,3,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,13,11,23,50,43,22,29,16,10,3,207
11601130302,0,5,4,3,0,3,0,0,0,21,0,6,4,4,0,4,0,0,0,17,0,7,9,3,0,0,0,0,0,25,0,7,5,8,11,0,0,0,0,28,0,0,7,11,5,0,0,0,0,20,0,0,3,4,0,0,0,0,0,10,0,0,4,3,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,4,5,5,0,0,0,31,13,39,56,47,32,33,26,10,4,262
11601130303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
11601130304,3,0,3,8,5,5,0,0,0,33,0,3,6,10,6,0,0,0,0,32,0,0,20,11,7,6,0,0,0,50,0,3,13,3,4,6,0,0,0,29,0,4,5,4,3,0,0,0,0,17,0,0,8,4,3,9,0,0,0,21,0,0,0,3,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,5,5,3,4,8,0,0,22,22,33,77,72,63,54,31,21,7,376
11601130305,0,3,9,6,3,4,0,0,0,25,0,6,13,4,5,3,0,6,0,24,0,0,10,10,8,6,3,0,0,34,0,0,7,5,3,0,4,0,0,20,0,0,5,7,5,0,0,0,0,20,0,0,6,0,5,5,0,0,0,12,0,0,6,8,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,4,4,0,0,4,0,15,15,25,67,65,48,36,39,27,15,328
11601130306,0,3,9,6,3,9,5,0,0,32,4,5,10,9,8,9,0,0,0,45,0,12,13,12,16,5,3,0,0,51,0,0,19,9,6,7,0,0,0,44,0,4,5,7,7,3,0,0,0,24,0,0,0,4,7,4,4,0,0,13,0,0,5,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,4,0,0,0,0,22,29,56,90,74,72,58,45,19,7,463
11601130307,4,5,8,3,0,0,5,0,0,27,0,0,6,15,5,9,5,0,0,38,0,7,10,11,7,0,4,0,0,35,0,0,9,7,5,0,0,0,0,31,0,0,4,10,5,0,0,0,0,16,0,0,0,5,0,0,0,0,0,12,0,3,10,7,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,17,24,29,71,78,49,35,34,18,7,334
11601130308,5,0,3,4,7,3,7,0,0,24,4,3,4,9,4,8,4,0,0,36,0,6,11,9,4,8,0,0,0,34,0,0,7,13,7,3,3,0,0,33,0,0,6,21,6,5,0,0,0,46,0,0,6,12,6,0,0,0,0,33,0,0,9,16,13,0,0,0,0,38,0,0,0,4,0,0,0,0,0,5,0,0,3,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,7,32,20,69,103,63,47,65,11,0,408
11601130309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11601130310,0,5,4,7,0,5,0,0,0,20,0,0,6,4,3,0,8,0,0,21,0,0,5,9,5,3,3,0,0,21,0,0,3,7,0,0,0,0,0,20,0,0,9,7,3,3,0,0,0,17,0,0,5,5,7,0,0,0,0,17,0,0,9,13,13,0,0,0,0,33,0,0,0,3,0,0,0,0,0,7,0,0,0,7,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,16,9,41,72,43,29,30,3,0,251
11601130311,0,4,6,0,3,0,5,0,0,22,0,0,8,10,0,0,3,7,0,29,0,0,6,10,12,0,4,0,0,39,0,0,8,12,10,3,3,0,0,33,0,0,14,13,10,4,0,0,0,36,0,0,4,7,0,0,0,0,0,10,0,0,3,13,14,3,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,0,3,6,0,0,6,0,0,16,24,19,54,85,64,38,60,18,5,372
11601130312,0,0,0,0,8,3,0,3,0,17,0,0,4,0,0,9,0,0,0,15,0,0,6,13,8,3,0,0,0,38,0,0,9,10,8,3,0,0,0,36,0,0,6,12,0,3,0,0,0,29,0,0,0,5,0,0,0,0,0,13,0,0,0,9,11,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,24,11,43,74,55,45,26,17,4,296
11601130313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
11601130314,3,3,0,5,3,0,0,0,0,21,0,3,11,7,0,9,0,0,0,23,0,6,14,7,3,3,0,0,0,37,0,0,0,3,10,6,6,0,0,28,0,0,6,14,3,3,4,0,0,37,0,0,3,6,3,3,0,0,0,24,0,0,11,8,5,3,0,0,0,39,0,0,3,7,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,6,5,3,0,0,0,12,24,22,68,87,38,49,28,14,7,337
11601130315,0,8,6,8,7,0,3,0,0,29,0,7,8,6,3,6,7,0,0,45,0,3,6,11,5,11,0,0,0,43,0,0,9,14,5,4,5,0,0,36,0,4,7,9,5,8,0,0,0,30,0,0,3,10,4,4,0,0,0,21,0,0,8,17,8,0,0,0,0,40,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,3,7,3,3,0,0,0,0,17,24,38,77,101,59,59,47,14,7,414
11601130316,3,3,5,0,0,8,0,0,0,17,0,3,0,9,0,0,0,0,0,10,0,4,11,7,0,0,0,0,0,24,0,0,4,4,0,3,0,0,0,7,0,0,0,3,7,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,0,3,16,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,25,36,25,20,12,8,3,151
11601130317,0,0,3,4,0,3,5,3,0,19,0,0,0,3,6,0,4,0,0,15,0,11,4,0,10,5,4,0,0,25,0,0,0,9,0,3,0,0,0,15,0,0,4,0,6,3,0,0,0,16,0,0,5,0,5,0,0,0,0,15,0,0,0,10,4,3,3,0,0,24,0,0,4,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,11,20,17,29,49,38,29,25,12,0,220
11601130318,0,3,4,5,3,0,6,0,0,26,0,0,0,0,0,0,0,0,0,9,0,0,6,7,3,5,0,0,0,28,0,3,4,3,3,4,0,0,0,22,0,0,3,3,4,4,3,0,0,13,0,0,0,5,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,6,7,16,15,17,82,20,27,47,60,35,39,56,46,41,376
11601130319,0,4,15,16,6,0,0,0,0,45,0,5,19,11,3,5,0,0,0,48,0,3,16,16,12,0,0,0,0,56,0,0,8,17,8,0,0,0,0,34,0,0,8,11,0,0,0,0,0,18,0,0,3,6,0,0,0,0,0,16,0,0,4,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,8,0,3,0,0,0,37,17,57,140,118,37,26,25,0,0,418
11601130320,0,3,5,13,4,3,0,0,0,23,0,0,5,10,9,0,4,0,0,31,0,3,14,18,7,0,0,0,0,55,0,0,5,5,3,5,0,0,0,14,0,0,8,0,0,3,3,0,0,14,0,0,4,4,0,4,0,0,0,12,0,0,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,9,3,4,6,0,0,44,18,33,86,82,48,27,24,15,5,344
11601130321,0,5,3,0,0,0,0,0,0,10,0,6,5,4,3,0,0,0,0,20,0,0,6,3,3,3,0,0,0,20,0,0,8,3,3,0,0,0,0,16,0,0,7,0,4,5,0,0,0,9,0,0,6,3,0,4,0,0,0,10,0,0,7,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,3,3,0,3,0,0,0,18,24,22,54,28,26,33,16,13,0,210
