Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"BEDRD Number of Bedrooms in Private Dwelling (ranges) and NPRD Number of Persons Usually Resident in Dwelling by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" None (includes studio apartments or bedsitters),  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 01",50,71,0,29,0,0,0,154,
"Segment 02",76,144,0,34,0,0,0,259,
"Segment 03",70,110,0,19,0,0,0,204,
"Segment 04",57,218,0,27,3,0,0,301,
"Segment 05",76,195,0,31,0,0,0,299,
"Segment 06",24,154,0,35,0,0,0,218,
"Segment 07",21,161,0,26,0,0,0,216,
"Segment 08",17,31,0,20,0,0,0,70,
"Segment 09",73,195,0,82,5,0,0,355,
"Segment 10",33,105,0,34,0,0,0,172,
"Segment 11",76,168,0,50,0,0,0,292,
"Segment 12",50,220,0,46,0,0,0,321,
"Segment 13",37,203,0,55,0,0,0,288,
"Segment 14",18,84,0,49,0,0,0,145,
"Segment 15",10,37,0,13,3,0,0,65,
"Segment 16",4,3,0,4,0,0,0,11,
"Segment 17",25,95,0,54,4,0,0,183,
"Segment 18",14,21,0,48,0,0,0,85,
"Segment 19",21,115,0,34,0,0,0,167,
"Segment 20",39,129,0,57,0,0,0,223,
"Segment 21",8,15,0,14,0,0,0,40,
"Segment 22",22,56,0,61,0,0,0,146,
"Segment 23",48,80,0,21,0,0,0,155,
"Segment 24",30,125,0,27,0,0,0,186,
"Segment 25",42,57,0,56,0,0,0,156,
"Segment 26",87,199,0,79,3,0,3,371,
"Segment 27",120,281,4,104,4,0,0,518,
"Segment 28",72,166,0,64,0,0,0,301,
"Segment 29",32,88,5,75,3,0,0,200,
"Segment 30",27,121,0,57,0,0,0,205,
"Segment 31",23,37,0,64,4,0,0,126,
"Segment 32",22,76,0,59,0,0,0,159,
"Segment 33",36,204,0,19,0,0,0,267,
"Segment 34",64,190,0,18,3,0,0,278,
"Segment 35",47,81,0,10,0,0,0,132,
"Segment 36",29,116,0,45,3,0,0,193,
"Segment 37",24,99,0,75,3,0,3,204,
"Segment 38",17,47,0,20,0,0,0,93,
"Segment 39",40,55,0,16,0,0,0,111,
"Segment 40",56,134,0,40,0,0,0,239,
"Segment 41",21,29,0,8,0,0,0,58,
"Segment 42",5,10,0,0,0,0,0,19,
"Segment 43",39,75,0,20,5,0,0,135,
"Segment 44",93,202,0,29,0,0,3,331,
"Segment 45",28,44,0,15,0,0,0,84,
"Segment 46",28,48,0,22,0,0,0,99,
"Segment 47",15,15,0,4,0,0,0,38,
"Segment 48",4,3,0,83,4,0,0,88,
"Segment 50",4,10,0,0,0,0,0,15,
"Total",1865,5126,21,1855,61,13,30,8973,


" Six bedrooms or more,  Not applicable"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",26,9,0,4,5,0,0,48,
"Segment 02",21,0,0,3,0,3,0,29,
"Segment 03",44,14,0,15,4,0,0,78,
"Segment 04",7,6,0,9,0,0,6,17,
"Segment 05",8,0,0,5,0,0,0,18,
"Segment 06",7,4,0,3,0,0,0,14,
"Segment 07",3,0,0,4,0,0,0,7,
"Segment 08",6,3,0,16,4,0,0,31,
"Segment 09",10,0,0,4,0,0,0,15,
"Segment 10",8,0,0,8,0,0,0,16,
"Segment 11",5,3,0,10,0,0,0,16,
"Segment 12",3,0,0,9,0,0,0,16,
"Segment 13",7,4,0,14,0,0,0,26,
"Segment 14",13,3,0,16,7,0,3,38,
"Segment 15",0,0,0,7,0,0,0,5,
"Segment 16",8,0,0,16,0,0,0,17,
"Segment 17",5,0,0,3,0,0,0,13,
"Segment 18",4,0,0,17,0,0,0,24,
"Segment 19",4,5,0,8,0,0,0,22,
"Segment 20",10,5,0,14,5,0,0,37,
"Segment 21",16,9,0,22,0,0,5,46,
"Segment 22",0,4,0,7,0,0,0,15,
"Segment 23",4,0,0,5,0,0,0,10,
"Segment 24",11,5,0,6,0,0,0,25,
"Segment 25",3,5,0,9,3,0,4,20,
"Segment 26",0,5,0,6,0,0,0,10,
"Segment 27",0,4,0,9,5,0,0,17,
"Segment 28",0,0,0,9,0,0,0,13,
"Segment 29",0,0,0,11,0,0,0,16,
"Segment 30",9,0,0,17,0,0,3,19,
"Segment 31",25,10,0,55,11,0,0,108,
"Segment 32",0,0,0,6,0,0,0,6,
"Segment 33",9,0,0,5,0,0,0,11,
"Segment 34",16,13,0,8,0,0,0,37,
"Segment 35",29,18,0,15,3,0,5,77,
"Segment 36",5,8,0,7,3,0,0,28,
"Segment 37",12,4,0,37,4,0,4,60,
"Segment 38",35,15,0,37,6,0,6,99,
"Segment 39",16,0,0,9,4,0,0,35,
"Segment 40",14,8,0,16,0,0,0,35,
"Segment 41",8,3,0,15,5,0,0,33,
"Segment 42",7,11,0,6,0,0,0,26,
"Segment 43",14,7,0,15,8,0,0,44,
"Segment 44",95,34,0,75,16,0,11,222,
"Segment 45",26,7,0,4,0,0,0,38,
"Segment 46",25,16,0,57,10,0,3,116,
"Segment 47",37,6,0,50,20,0,4,116,
"Segment 48",13,3,0,39,10,0,4,73,
"Segment 50",7,0,0,11,0,0,0,23,
"Total",606,269,11,751,154,15,54,1857,


" Total,  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",21055,6096,133,12577,835,1140,142,41976,
"Segment 02",30637,8918,92,11861,819,1105,180,53614,
"Segment 03",20882,5427,129,10071,771,2112,216,39609,
"Segment 04",15181,8816,60,4558,403,124,94,29233,
"Segment 05",19116,6734,31,3463,437,261,101,30137,
"Segment 06",6708,10176,97,4690,214,61,51,21999,
"Segment 07",5086,5676,40,4115,178,21,60,15180,
"Segment 08",34721,24102,219,61095,1551,1145,268,123103,
"Segment 09",12892,3871,56,6885,509,405,115,24733,
"Segment 10",13916,8494,66,15027,486,611,126,38715,
"Segment 11",24059,7886,105,8290,631,929,162,42054,
"Segment 12",14268,10264,67,4220,358,138,90,29401,
"Segment 13",15906,19652,212,15856,459,1391,168,53647,
"Segment 14",17854,17363,148,26879,763,468,152,63630,
"Segment 15",4991,7789,40,13797,256,64,61,27001,
"Segment 16",13757,18110,121,65543,1481,118,144,99279,
"Segment 17",10172,7551,112,13083,451,221,65,31652,
"Segment 18",11663,12179,70,32020,788,262,86,57068,
"Segment 19",18497,13539,125,11650,532,250,117,44698,
"Segment 20",37258,14773,192,17998,988,1696,247,73151,
"Segment 21",15208,8048,145,28979,902,1592,197,55074,
"Segment 22",7960,7269,59,16309,515,208,61,32383,
"Segment 23",20402,6528,65,11305,647,648,137,39736,
"Segment 24",21492,10133,155,11490,510,1217,156,45162,
"Segment 25",29146,19005,247,35314,1070,1349,223,86347,
"Segment 26",9286,4485,51,9764,404,225,98,24305,
"Segment 27",16797,8382,109,16136,655,400,160,42644,
"Segment 28",9243,4765,67,8847,404,179,88,23589,
"Segment 29",18730,11931,217,22143,564,1301,178,55076,
"Segment 30",21723,14492,244,21251,518,1376,217,59816,
"Segment 31",25989,18582,304,81323,1487,1839,440,129954,
"Segment 32",9413,5641,172,49507,371,804,127,66048,
"Segment 33",14644,9992,50,6686,418,185,94,32076,
"Segment 34",20090,8286,55,5098,584,237,107,34468,
"Segment 35",35391,8896,142,9148,838,1505,241,56157,
"Segment 36",44223,17712,134,28837,1113,964,250,93239,
"Segment 37",50008,23939,275,57297,1586,1669,369,135137,
"Segment 38",71703,12971,970,38416,1584,13153,907,139710,
"Segment 39",5496,2167,20,2909,420,96,44,11157,
"Segment 40",11195,4942,68,7176,547,244,98,24262,
"Segment 41",5638,2081,11,3086,627,68,68,11574,
"Segment 42",3359,1369,12,1822,263,101,32,6963,
"Segment 43",9690,3823,47,6015,593,246,117,20525,
"Segment 44",29447,10079,94,11928,2272,615,358,54791,
"Segment 45",9386,3335,13,3569,937,183,103,17532,
"Segment 46",16909,5438,51,8470,1894,319,153,33231,
"Segment 47",2067,556,3,958,515,24,49,4178,
"Segment 48",2124,830,13,5467,923,28,75,9459,
"Segment 50",1043,379,3,624,112,13,30,2209,
"Total",886410,453471,5913,853554,36174,43311,7819,2286660,


" Total,  Two persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",37252,13568,96,13077,543,560,90,65191,
"Segment 02",57111,24537,82,14651,627,562,152,97726,
"Segment 03",37355,13382,83,11127,568,1224,126,63865,
"Segment 04",33701,27202,72,7456,357,67,75,68925,
"Segment 05",45576,21395,49,5330,365,158,92,72971,
"Segment 06",13708,25980,134,9053,245,51,64,49233,
"Segment 07",9840,13439,41,7660,195,26,45,31249,
"Segment 08",32787,28072,96,62848,934,424,131,125295,
"Segment 09",23375,9338,48,9750,542,180,76,43311,
"Segment 10",18750,14838,71,17358,359,332,76,51792,
"Segment 11",38890,17578,86,12399,568,531,139,70194,
"Segment 12",29270,27265,69,6704,278,95,99,63774,
"Segment 13",27977,45011,218,27201,420,1358,154,102336,
"Segment 14",21409,30680,129,34646,572,172,115,87731,
"Segment 15",4548,12014,40,16334,166,30,38,33168,
"Segment 16",12436,18223,84,73214,1009,66,79,105114,
"Segment 17",14029,12577,102,14922,363,150,63,42203,
"Segment 18",11350,12498,28,35617,442,74,47,60059,
"Segment 19",26711,26747,118,15902,347,113,101,70033,
"Segment 20",52195,28789,133,20997,656,910,160,103836,
"Segment 21",16180,9992,90,26441,533,854,89,54191,
"Segment 22",8178,9466,51,23062,490,82,62,41397,
"Segment 23",28257,11339,33,13226,439,243,98,53638,
"Segment 24",34428,22355,151,12988,359,918,129,71318,
"Segment 25",28402,25200,124,36320,733,564,142,91487,
"Segment 26",13357,8267,59,11453,303,100,87,33634,
"Segment 27",23805,14243,80,18603,603,187,145,57681,
"Segment 28",12658,8138,58,9657,356,122,77,31071,
"Segment 29",20625,17759,170,21301,361,775,119,61113,
"Segment 30",25195,22334,171,21246,358,733,125,70154,
"Segment 31",21433,20172,133,63373,926,661,126,106836,
"Segment 32",10422,8640,124,29380,265,278,79,49194,
"Segment 33",28069,25719,54,9169,293,111,81,63502,
"Segment 34",43758,22435,50,6206,394,148,93,73084,
"Segment 35",61155,19727,96,9769,579,1091,161,92579,
"Segment 36",59078,30544,100,25331,625,532,172,116390,
"Segment 37",54544,36198,162,45374,823,767,181,138058,
"Segment 38",74101,20206,567,27983,914,8636,506,132914,
"Segment 39",10043,5047,18,2544,345,59,32,18086,
"Segment 40",19046,10545,63,6876,392,166,65,37164,
"Segment 41",11980,5681,15,3170,632,56,52,21590,
"Segment 42",6160,3071,9,1588,211,71,21,11122,
"Segment 43",18361,9241,29,5745,491,128,75,34076,
"Segment 44",53131,24187,72,10165,1954,415,275,90204,
"Segment 45",18743,8326,24,3358,844,136,106,31530,
"Segment 46",29037,11795,30,6672,1679,206,157,49577,
"Segment 47",3626,1368,8,820,506,21,55,6406,
"Segment 48",2326,1319,9,5313,693,22,77,9753,
"Segment 50",1698,915,5,485,73,6,12,3197,
"Total",1286092,837393,4347,873856,26723,25204,5326,3058941,


" Total,  Three persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",10221,10865,11,6958,231,11,36,28338,
"Segment 02",17440,22705,31,9758,309,21,54,50328,
"Segment 03",9058,9751,10,5383,231,21,40,24497,
"Segment 04",10354,24755,25,5562,159,12,31,40894,
"Segment 05",13316,19344,28,4222,170,10,41,37136,
"Segment 06",4294,23865,87,7707,82,4,43,36078,
"Segment 07",4597,16645,20,6992,111,12,61,28440,
"Segment 08",8229,15477,31,23671,333,20,33,47795,
"Segment 09",9489,11218,30,8101,242,16,36,29128,
"Segment 10",5424,12919,23,10027,146,19,41,28605,
"Segment 11",14194,18410,30,9704,239,23,60,42657,
"Segment 12",8435,21982,28,5027,103,14,61,35648,
"Segment 13",5691,41168,89,20680,190,41,99,67955,
"Segment 14",6028,22434,61,21583,238,20,55,50418,
"Segment 15",1538,11693,18,10312,68,5,17,23654,
"Segment 16",2797,8186,37,24282,255,14,39,35611,
"Segment 17",5378,11841,56,9998,150,16,39,27475,
"Segment 18",2928,5677,18,13386,160,16,27,22213,
"Segment 19",7587,20826,49,10708,160,20,40,39398,
"Segment 20",13559,22763,42,13143,266,25,57,49841,
"Segment 21",3486,4941,10,8870,137,14,23,17472,
"Segment 22",3197,7470,23,14441,177,20,16,25342,
"Segment 23",9693,9952,19,8248,227,12,52,28207,
"Segment 24",7532,15905,28,7872,118,18,39,31514,
"Segment 25",8520,17490,54,19528,263,27,65,45948,
"Segment 26",6333,9929,28,9671,187,15,57,26225,
"Segment 27",10412,14650,63,13627,270,24,89,39137,
"Segment 28",5678,7112,42,6521,168,11,48,19571,
"Segment 29",5585,12868,63,12873,138,22,39,31602,
"Segment 30",6688,15619,80,13203,124,22,36,35772,
"Segment 31",4590,10585,50,28929,365,28,39,44577,
"Segment 32",3407,6221,53,15001,102,72,34,24885,
"Segment 33",7274,20284,20,6352,123,7,35,34098,
"Segment 34",10371,16489,16,4148,162,11,39,31235,
"Segment 35",10326,11564,6,5310,194,17,37,27452,
"Segment 36",10933,19286,19,14266,241,29,61,44854,
"Segment 37",11170,22066,47,24195,299,51,61,57885,
"Segment 38",8413,9602,22,11939,256,86,47,30365,
"Segment 39",2212,2962,3,1399,167,4,19,6777,
"Segment 40",4490,7261,10,3975,147,10,29,15925,
"Segment 41",2496,3407,4,1711,278,6,34,7928,
"Segment 42",1152,1714,4,890,100,3,11,3868,
"Segment 43",3903,5867,14,3297,193,4,24,13305,
"Segment 44",10264,13402,14,5070,698,29,88,29562,
"Segment 45",3743,4458,7,1586,383,5,32,10216,
"Segment 46",5551,5871,12,3159,641,20,67,15320,
"Segment 47",780,744,3,412,177,3,12,2135,
"Segment 48",582,752,4,3883,183,6,30,5444,
"Segment 50",327,481,0,210,27,3,6,1055,
"Total",329654,631481,1451,477788,10384,922,2104,1453788,


" Total,  Four persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",9170,18237,12,6198,254,5,24,33910,
"Segment 02",14778,41016,18,9579,268,13,45,65720,
"Segment 03",7487,16085,4,4855,254,6,37,28723,
"Segment 04",8070,39430,21,5658,108,6,43,53335,
"Segment 05",9827,31893,19,4429,141,8,37,46354,
"Segment 06",3448,34519,88,7336,76,0,35,45496,
"Segment 07",4340,25942,28,6985,59,16,38,37413,
"Segment 08",5749,16442,11,12586,236,11,44,35076,
"Segment 09",7303,15683,19,8121,204,14,38,31388,
"Segment 10",3985,17801,19,7852,113,6,26,29806,
"Segment 11",10714,27774,28,9238,227,8,56,48051,
"Segment 12",5860,30134,26,4414,96,11,35,40573,
"Segment 13",3945,50478,82,18473,134,22,75,73195,
"Segment 14",4021,26473,63,16403,229,11,29,47230,
"Segment 15",1025,13205,23,7351,60,10,26,21694,
"Segment 16",1157,4467,13,11594,125,11,23,17381,
"Segment 17",3715,15625,42,8082,118,9,29,27617,
"Segment 18",1842,4703,6,6671,88,3,15,13329,
"Segment 19",4868,25394,45,8522,149,10,38,39027,
"Segment 20",9078,31477,27,10546,196,9,48,51386,
"Segment 21",2198,5239,3,4905,116,9,6,12477,
"Segment 22",2022,6816,12,10422,110,16,23,19420,
"Segment 23",6773,14237,9,6177,186,0,43,27439,
"Segment 24",4514,20474,6,6330,87,12,39,31469,
"Segment 25",5644,19643,35,12654,198,16,37,38226,
"Segment 26",4626,14081,33,9141,154,10,42,28093,
"Segment 27",6936,18501,34,12199,233,23,69,37993,
"Segment 28",4261,8789,34,5154,130,10,42,18422,
"Segment 29",3025,13373,53,9183,121,12,34,25800,
"Segment 30",3365,16216,50,9368,107,18,29,29151,
"Segment 31",2323,9111,25,17631,365,17,27,29508,
"Segment 32",2068,6742,51,9559,103,36,21,18586,
"Segment 33",4837,28490,8,5591,108,9,37,39089,
"Segment 34",6736,23556,16,3597,131,5,33,34070,
"Segment 35",5883,15109,9,4583,190,3,39,25818,
"Segment 36",5609,21999,16,10457,184,10,28,38304,
"Segment 37",5581,23396,55,16385,228,27,40,45702,
"Segment 38",3768,9908,15,7758,221,9,32,21712,
"Segment 39",1437,3977,4,1076,154,7,21,6679,
"Segment 40",2927,9225,8,3286,162,13,40,15658,
"Segment 41",1587,4333,3,1390,290,0,32,7646,
"Segment 42",790,2298,0,690,97,3,13,3903,
"Segment 43",2511,7162,6,2547,205,6,20,12459,
"Segment 44",6350,16588,13,4206,808,18,91,28079,
"Segment 45",2385,5563,6,1419,456,11,35,9877,
"Segment 46",3873,7270,7,2761,828,13,74,14818,
"Segment 47",554,823,0,367,265,6,16,2031,
"Segment 48",308,738,6,3476,180,4,26,4748,
"Segment 50",185,592,0,169,20,0,0,965,
"Total",223455,821039,1137,357389,9575,518,1748,1414861,


" Total,  Five persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",3822,8096,4,2311,84,3,13,14337,
"Segment 02",5503,15958,17,3569,118,4,20,25178,
"Segment 03",3141,7105,5,1858,125,3,13,12256,
"Segment 04",2996,15436,18,2695,59,0,16,21225,
"Segment 05",3570,12710,6,2097,66,0,18,18463,
"Segment 06",1301,13819,59,3860,27,0,20,19089,
"Segment 07",1823,10386,14,3706,44,4,22,16001,
"Segment 08",1867,4594,8,3040,81,4,7,9598,
"Segment 09",2671,6018,14,3377,73,11,13,12174,
"Segment 10",1608,6604,4,3252,43,9,17,11541,
"Segment 11",3901,10671,10,3922,85,6,33,18629,
"Segment 12",2094,11991,12,2211,45,0,23,16374,
"Segment 13",1589,19200,33,9149,69,0,39,30085,
"Segment 14",1405,9394,28,7145,108,4,11,18094,
"Segment 15",399,4524,10,2897,26,4,12,7873,
"Segment 16",283,971,5,2839,35,3,10,4142,
"Segment 17",1448,6165,26,3776,50,7,11,11483,
"Segment 18",551,1314,4,2032,39,0,0,3936,
"Segment 19",1611,9441,29,3829,45,3,12,14963,
"Segment 20",3098,11220,14,4138,86,5,20,18587,
"Segment 21",792,1683,6,1411,38,0,3,3934,
"Segment 22",711,2022,6,3582,53,4,12,6390,
"Segment 23",2625,5197,14,2379,64,3,19,10300,
"Segment 24",1592,7954,12,2807,43,4,13,12423,
"Segment 25",1967,6064,17,4530,55,5,18,12662,
"Segment 26",2223,6599,14,5384,79,8,35,14345,
"Segment 27",3146,8845,33,6950,126,15,54,19164,
"Segment 28",2003,4243,25,2924,74,3,36,9313,
"Segment 29",1172,5540,16,4577,47,4,12,11370,
"Segment 30",1283,6634,30,4621,36,6,22,12640,
"Segment 31",884,3245,16,7144,148,12,12,11457,
"Segment 32",863,2981,15,4790,50,13,15,8735,
"Segment 33",2006,12542,8,2717,44,3,15,17332,
"Segment 34",2640,11013,8,1815,59,3,11,15558,
"Segment 35",2185,6347,4,2181,94,8,20,10836,
"Segment 36",2111,9589,5,4997,99,9,16,16831,
"Segment 37",2091,9587,12,7547,116,12,16,19387,
"Segment 38",1343,4072,3,3276,78,9,16,8799,
"Segment 39",643,2043,0,560,78,0,9,3335,
"Segment 40",1342,4265,8,1671,82,5,11,7383,
"Segment 41",749,2037,0,773,186,0,16,3755,
"Segment 42",340,1093,0,321,40,3,6,1796,
"Segment 43",1157,3530,3,1400,93,7,14,6198,
"Segment 44",2972,8371,7,2211,452,8,52,14061,
"Segment 45",1169,3022,0,756,268,3,26,5253,
"Segment 46",2307,4153,0,1360,533,7,24,8384,
"Segment 47",307,465,0,228,154,0,12,1172,
"Segment 48",174,369,0,2661,100,0,10,3325,
"Segment 50",86,279,0,91,5,0,3,468,
"Total",87565,329396,587,157398,4625,223,847,580638,


" Total,  Six persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",1054,1992,3,668,39,0,6,3757,
"Segment 02",1303,3623,3,937,25,3,3,5894,
"Segment 03",936,1766,4,439,39,0,3,3193,
"Segment 04",855,3901,16,953,25,3,3,5756,
"Segment 05",1075,3285,3,713,39,3,6,5132,
"Segment 06",419,4027,28,1552,15,0,6,6046,
"Segment 07",675,3690,8,1747,20,0,9,6156,
"Segment 08",440,904,0,632,20,6,0,1997,
"Segment 09",997,2339,4,1306,35,4,6,4696,
"Segment 10",576,2164,5,1311,21,0,8,4083,
"Segment 11",1242,3179,3,1452,35,3,16,5936,
"Segment 12",700,3735,5,867,26,0,3,5337,
"Segment 13",626,6135,21,3675,31,3,16,10510,
"Segment 14",389,2446,14,2591,42,3,5,5492,
"Segment 15",143,1401,3,1069,9,0,5,2630,
"Segment 16",81,228,6,778,3,0,0,1097,
"Segment 17",491,2068,7,1523,17,0,9,4116,
"Segment 18",155,332,0,643,11,0,3,1140,
"Segment 19",532,2584,9,1490,8,0,6,4643,
"Segment 20",878,2711,9,1411,28,0,4,5041,
"Segment 21",186,382,0,432,9,0,0,1010,
"Segment 22",262,743,0,1296,16,0,5,2327,
"Segment 23",888,1394,0,882,25,4,12,3211,
"Segment 24",533,2112,3,1019,12,0,9,3684,
"Segment 25",593,1599,6,1621,22,0,10,3850,
"Segment 26",1079,2945,11,2780,31,0,19,6874,
"Segment 27",1580,4019,17,3401,48,0,34,9102,
"Segment 28",856,1833,10,1501,28,0,20,4250,
"Segment 29",454,2050,11,2170,20,3,10,4724,
"Segment 30",458,2376,11,2152,21,0,13,5036,
"Segment 31",317,1000,5,2810,44,0,0,4174,
"Segment 32",393,1190,5,2610,15,7,12,4223,
"Segment 33",655,3563,0,1080,24,0,3,5331,
"Segment 34",884,3130,4,717,28,0,0,4765,
"Segment 35",761,1844,0,854,28,3,6,3498,
"Segment 36",702,2902,0,1992,40,0,8,5641,
"Segment 37",702,2825,8,3055,44,8,11,6653,
"Segment 38",440,1171,0,1222,31,0,4,2876,
"Segment 39",276,745,0,233,24,0,4,1283,
"Segment 40",555,1577,5,785,17,0,10,2943,
"Segment 41",307,687,0,344,68,0,8,1414,
"Segment 42",133,308,0,130,14,0,4,592,
"Segment 43",473,1132,0,629,56,3,13,2304,
"Segment 44",1159,2891,0,952,158,4,18,5183,
"Segment 45",491,1045,3,302,99,0,6,1946,
"Segment 46",728,1307,0,534,165,3,9,2755,
"Segment 47",146,177,0,99,71,0,4,495,
"Segment 48",104,156,4,1961,46,3,13,2296,
"Segment 50",37,119,0,37,7,0,0,199,
"Total",29701,99753,272,63362,1697,93,407,195284,


" Total,  Seven persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",225,370,0,154,6,0,0,753,
"Segment 02",360,696,0,234,11,0,0,1299,
"Segment 03",211,372,0,134,8,0,4,733,
"Segment 04",251,935,0,265,6,0,0,1467,
"Segment 05",332,824,0,278,10,0,0,1444,
"Segment 06",139,1160,6,568,4,0,0,1881,
"Segment 07",220,1258,7,684,8,0,0,2177,
"Segment 08",122,152,0,148,8,0,0,430,
"Segment 09",341,636,0,446,9,0,3,1444,
"Segment 10",205,601,0,485,6,0,0,1299,
"Segment 11",356,821,0,474,9,0,7,1670,
"Segment 12",217,1075,0,320,5,0,0,1614,
"Segment 13",205,1859,3,1353,14,0,14,3445,
"Segment 14",130,673,5,816,5,3,7,1636,
"Segment 15",62,452,0,437,4,3,5,966,
"Segment 16",16,50,0,179,0,0,0,243,
"Segment 17",211,622,4,583,11,0,3,1430,
"Segment 18",35,81,0,200,0,0,0,319,
"Segment 19",137,718,0,525,5,0,0,1395,
"Segment 20",232,653,7,436,8,0,0,1331,
"Segment 21",49,80,0,124,3,0,0,255,
"Segment 22",95,195,0,454,3,0,0,754,
"Segment 23",270,384,0,282,8,0,6,952,
"Segment 24",128,582,4,298,9,0,0,1015,
"Segment 25",166,403,0,561,13,0,3,1144,
"Segment 26",499,1112,3,1092,19,0,8,2731,
"Segment 27",633,1578,10,1468,12,3,9,3715,
"Segment 28",361,770,4,657,13,0,11,1817,
"Segment 29",203,727,11,848,10,5,0,1795,
"Segment 30",172,839,3,777,7,0,0,1806,
"Segment 31",83,262,0,865,9,0,5,1231,
"Segment 32",158,405,5,922,9,5,0,1502,
"Segment 33",198,945,0,305,3,0,0,1453,
"Segment 34",252,849,0,209,8,0,0,1323,
"Segment 35",222,449,0,229,3,0,4,905,
"Segment 36",225,736,4,652,9,0,3,1625,
"Segment 37",197,742,0,966,15,0,3,1926,
"Segment 38",135,294,3,349,5,0,0,790,
"Segment 39",83,208,0,65,9,0,0,363,
"Segment 40",189,564,0,281,11,0,0,1048,
"Segment 41",85,163,4,96,11,0,3,361,
"Segment 42",26,60,0,38,0,0,0,131,
"Segment 43",134,285,3,229,6,0,0,658,
"Segment 44",364,743,0,287,43,0,3,1444,
"Segment 45",126,253,0,94,34,0,3,502,
"Segment 46",160,267,0,165,42,0,5,642,
"Segment 47",35,43,0,47,15,0,0,136,
"Segment 48",36,42,4,1128,37,0,11,1247,
"Segment 50",5,29,0,15,0,0,0,54,
"Total",9292,28009,108,22216,511,34,140,60304,


" Total,  Eight or more persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",96,146,0,94,0,0,0,341,
"Segment 02",154,307,0,128,5,0,4,599,
"Segment 03",130,198,0,71,10,0,0,415,
"Segment 04",132,489,0,168,3,0,0,793,
"Segment 05",165,381,0,150,5,0,0,701,
"Segment 06",78,700,5,351,0,3,0,1140,
"Segment 07",141,867,9,538,7,0,5,1571,
"Segment 08",55,91,0,101,3,0,0,247,
"Segment 09",192,371,3,352,11,0,0,923,
"Segment 10",121,391,0,330,6,0,0,843,
"Segment 11",216,468,0,360,12,0,6,1053,
"Segment 12",137,598,0,215,0,0,5,947,
"Segment 13",139,1126,4,928,10,0,6,2210,
"Segment 14",78,348,5,523,11,0,5,957,
"Segment 15",31,271,4,268,7,0,0,583,
"Segment 16",5,17,0,88,0,0,0,109,
"Segment 17",131,462,5,453,9,0,3,1067,
"Segment 18",26,44,0,110,4,0,0,190,
"Segment 19",82,410,0,330,5,0,0,826,
"Segment 20",115,306,4,304,0,0,0,730,
"Segment 21",26,38,0,82,0,0,0,148,
"Segment 22",56,148,0,309,0,0,4,527,
"Segment 23",141,248,6,194,7,0,0,598,
"Segment 24",96,300,0,169,3,0,4,567,
"Segment 25",104,242,0,392,5,0,0,754,
"Segment 26",364,857,3,861,12,0,10,2110,
"Segment 27",464,1151,8,1163,19,6,6,2810,
"Segment 28",255,693,5,610,7,0,5,1575,
"Segment 29",125,542,4,773,3,0,3,1455,
"Segment 30",112,546,0,626,0,0,7,1295,
"Segment 31",69,195,0,630,5,0,3,903,
"Segment 32",92,336,7,795,3,0,9,1237,
"Segment 33",95,472,0,163,3,0,0,739,
"Segment 34",177,438,0,159,3,0,0,773,
"Segment 35",104,206,0,143,3,0,0,459,
"Segment 36",119,388,0,410,7,0,0,926,
"Segment 37",113,404,0,599,11,0,3,1128,
"Segment 38",72,156,0,250,6,0,3,485,
