Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"HIND Total Household Income (weekly) and STRD Dwelling Structure by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Negative income,  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 42",3,0,0,0,0,0,0,3,
"Segment 43",7,0,0,0,0,0,0,8,
"Segment 44",5,0,0,0,0,0,0,3,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,4,0,0,0,6,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,4,0,0,0,4,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",96,3,0,46,0,0,6,147,


" Negative income,  Improvised home, tent, sleepers out"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,4,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",3,0,0,0,0,0,0,3,
"Segment 35",3,0,0,0,0,0,0,3,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,0,
"Segment 39",0,0,0,0,0,0,0,4,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",5,0,0,0,0,0,0,4,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,4,
"Segment 47",10,0,0,0,0,0,0,10,
"Segment 48",3,0,0,0,0,0,0,10,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",30,6,0,10,0,0,0,48,


" Negative income,  House or flat attached to a shop, office, etc."
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,3,
"Segment 02",0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,4,0,0,0,4,
"Segment 09",0,0,0,3,0,0,0,3,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,5,0,0,0,5,
"Segment 23",0,0,0,6,0,0,0,3,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,6,
"Segment 27",0,0,0,8,0,0,0,8,
"Segment 28",0,0,0,0,0,0,0,6,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,5,0,0,0,8,
"Segment 38",0,0,0,0,0,0,0,3,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,3,
"Segment 44",6,0,0,0,0,0,0,4,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",18,3,0,44,0,0,0,70,


" Nil income,  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",1121,368,11,212,66,6,13,1790,
"Segment 02",1804,423,4,293,42,7,21,2599,
"Segment 03",1044,275,0,161,44,12,13,1546,
"Segment 04",1232,420,0,229,28,4,16,1932,
"Segment 05",1591,369,0,179,35,0,12,2190,
"Segment 06",620,386,6,296,20,0,19,1359,
"Segment 07",653,356,0,342,26,0,11,1387,
"Segment 08",476,116,0,160,37,8,10,813,
"Segment 09",1300,412,7,400,64,4,7,2191,
"Segment 10",778,247,0,329,37,7,11,1408,
"Segment 11",1947,461,7,513,58,13,33,3028,
"Segment 12",1137,435,4,231,28,3,19,1859,
"Segment 13",1297,570,6,802,61,30,30,2791,
"Segment 14",847,364,3,572,29,0,23,1839,
"Segment 15",226,136,0,176,10,0,5,556,
"Segment 16",32,3,0,17,0,0,0,58,
"Segment 17",757,242,4,363,43,0,12,1417,
"Segment 18",228,64,0,170,9,0,4,478,
"Segment 19",1171,389,3,410,41,4,26,2054,
"Segment 20",1995,416,5,478,64,14,24,2992,
"Segment 21",393,90,0,98,26,3,4,619,
"Segment 22",337,117,0,223,26,0,3,717,
"Segment 23",1839,256,7,327,34,0,27,2489,
"Segment 24",1143,300,3,319,27,8,13,1817,
"Segment 25",1209,253,3,613,50,15,18,2159,
"Segment 26",893,274,3,545,43,3,18,1780,
"Segment 27",1633,482,3,853,58,5,29,3075,
"Segment 28",859,253,5,494,37,6,24,1683,
"Segment 29",958,315,7,577,34,8,29,1930,
"Segment 30",1079,384,6,573,34,7,21,2105,
"Segment 31",632,186,3,588,35,6,8,1458,
"Segment 32",440,131,0,752,35,5,10,1379,
"Segment 33",1102,332,0,242,16,6,12,1707,
"Segment 34",1443,311,4,190,35,5,18,2001,
"Segment 35",2057,299,6,270,44,5,15,2703,
"Segment 36",2171,374,4,547,46,9,27,3181,
"Segment 37",2121,427,0,974,75,17,24,3645,
"Segment 38",2117,287,5,488,54,55,28,3023,
"Segment 39",410,89,0,76,14,0,3,600,
"Segment 40",784,182,0,220,26,5,16,1226,
"Segment 41",399,86,0,86,23,3,9,604,
"Segment 42",188,40,0,34,9,0,4,272,
"Segment 43",669,149,0,157,29,11,18,1028,
"Segment 44",2056,439,3,278,102,18,35,2925,
"Segment 45",639,150,0,101,31,7,8,953,
"Segment 46",984,217,0,181,72,4,19,1480,
"Segment 47",146,28,0,16,16,0,7,219,
"Segment 48",114,20,0,116,10,0,0,264,
"Segment 50",59,11,0,15,5,0,0,90,
"Total",49118,12951,140,16312,1800,345,762,81422,


" Nil income,  Semi-detached, row or terrace house, townhouse etc. with one storey"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",72,17,0,68,12,10,0,175,
"Segment 02",145,37,0,79,9,6,0,271,
"Segment 03",92,17,0,38,3,19,3,177,
"Segment 04",17,10,0,22,0,0,0,49,
"Segment 05",23,3,0,5,0,0,0,31,
"Segment 06",13,7,0,20,0,0,0,39,
"Segment 07",39,10,0,26,3,0,0,78,
"Segment 08",211,51,3,138,14,3,6,430,
"Segment 09",105,12,0,69,6,5,0,203,
"Segment 10",90,18,0,90,0,12,5,221,
"Segment 11",135,25,0,69,9,5,0,252,
"Segment 12",17,10,0,12,0,0,0,44,
"Segment 13",45,17,0,73,4,13,3,152,
"Segment 14",102,12,0,173,0,3,0,299,
"Segment 15",36,20,0,77,6,0,0,141,
"Segment 16",5,0,0,12,0,0,0,26,
"Segment 17",69,23,0,93,3,0,0,190,
"Segment 18",59,12,0,82,3,0,0,157,
"Segment 19",52,24,0,73,4,0,0,149,
"Segment 20",152,22,4,135,9,4,0,330,
"Segment 21",95,21,0,64,4,19,3,215,
"Segment 22",38,21,0,79,0,5,0,146,
"Segment 23",119,19,0,99,7,5,0,249,
"Segment 24",84,13,0,51,0,10,0,167,
"Segment 25",258,73,3,348,13,10,0,701,
"Segment 26",48,15,0,108,6,0,0,180,
"Segment 27",107,42,0,220,7,8,0,384,
"Segment 28",50,20,5,116,8,6,0,191,
"Segment 29",89,30,0,160,9,5,5,300,
"Segment 30",100,31,0,167,7,15,5,327,
"Segment 31",162,42,0,442,15,12,4,671,
"Segment 32",48,9,0,332,3,10,0,405,
"Segment 33",22,3,0,29,6,0,0,61,
"Segment 34",23,3,0,21,5,0,0,48,
"Segment 35",70,4,0,33,7,11,0,130,
"Segment 36",121,17,6,173,6,7,3,341,
"Segment 37",182,31,0,359,15,13,4,610,
"Segment 38",430,11,22,226,14,128,22,847,
"Segment 39",3,0,0,11,0,5,0,24,
"Segment 40",26,0,0,41,5,0,0,74,
"Segment 41",9,0,0,12,0,0,0,26,
"Segment 42",4,0,0,11,0,0,0,20,
"Segment 43",14,3,0,29,4,0,0,50,
"Segment 44",15,0,0,36,0,0,3,58,
"Segment 45",5,3,0,12,0,0,0,24,
"Segment 46",21,9,0,23,0,0,0,48,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,21,0,0,0,20,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",3657,798,55,4576,223,351,76,9736,


" Nil income,  Semi-detached, row or terrace house, townhouse etc. with two or more storeys"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",129,28,0,84,5,3,3,249,
"Segment 02",138,44,0,56,5,0,3,250,
"Segment 03",128,31,0,46,6,3,3,218,
"Segment 04",10,5,0,9,0,0,5,24,
"Segment 05",16,5,0,3,0,0,0,21,
"Segment 06",0,4,0,3,0,0,0,11,
"Segment 07",23,17,0,44,0,0,0,82,
"Segment 08",259,98,3,224,18,0,3,604,
"Segment 09",156,70,0,125,11,0,0,369,
"Segment 10",78,26,0,81,7,0,4,198,
"Segment 11",92,38,0,69,7,0,4,209,
"Segment 12",8,0,0,10,0,0,0,16,
"Segment 13",30,12,0,41,0,0,0,91,
"Segment 14",73,44,0,131,5,0,0,259,
"Segment 15",23,21,0,77,5,0,0,136,
"Segment 16",17,9,0,34,3,0,3,72,
"Segment 17",28,21,0,54,3,0,5,112,
"Segment 18",106,39,0,221,19,0,7,391,
"Segment 19",18,11,0,27,0,0,0,60,
"Segment 20",97,21,0,73,3,5,0,193,
"Segment 21",85,26,0,83,10,0,3,198,
"Segment 22",100,47,3,148,14,0,5,318,
"Segment 23",66,21,0,63,7,0,0,164,
"Segment 24",32,4,0,18,0,3,0,67,
"Segment 25",161,79,0,226,10,0,5,476,
"Segment 26",59,45,5,138,4,3,0,240,
"Segment 27",126,61,3,196,9,5,3,398,
"Segment 28",41,21,0,71,9,0,0,136,
"Segment 29",55,22,0,97,5,5,0,178,
"Segment 30",47,6,0,71,0,3,0,129,
"Segment 31",163,63,0,377,6,0,5,611,
"Segment 32",32,16,0,305,5,6,0,362,
"Segment 33",10,5,0,7,0,0,0,18,
"Segment 34",6,0,0,0,0,0,0,15,
"Segment 35",29,3,0,10,5,0,0,42,
"Segment 36",22,10,0,28,0,0,0,63,
"Segment 37",43,12,0,100,0,0,0,156,
"Segment 38",149,22,0,103,12,15,5,309,
"Segment 39",0,0,0,3,0,0,0,4,
"Segment 40",8,0,0,15,0,0,0,31,
"Segment 41",0,0,0,0,0,0,0,10,
"Segment 42",3,0,0,0,0,0,0,0,
"Segment 43",3,6,0,12,0,0,0,16,
"Segment 44",9,0,0,9,0,0,0,20,
"Segment 45",3,0,0,3,0,0,0,5,
"Segment 46",7,3,0,0,0,0,0,5,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2687,1031,10,3498,197,63,65,7555,


" Nil income,  Flat or apartment in a one or two storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",45,19,0,83,3,0,0,155,
"Segment 02",59,7,0,85,3,12,0,158,
"Segment 03",59,12,0,49,4,11,0,143,
"Segment 04",4,0,0,5,0,0,0,15,
"Segment 05",7,0,0,4,0,0,0,14,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",4,0,0,5,0,0,0,17,
"Segment 08",186,64,0,411,17,10,5,694,
"Segment 09",36,14,0,95,6,3,0,160,
"Segment 10",32,11,0,95,3,3,0,141,
"Segment 11",32,15,0,36,3,11,0,103,
"Segment 12",6,0,0,0,0,0,0,3,
"Segment 13",10,0,0,10,0,0,0,21,
"Segment 14",31,10,0,106,3,6,0,163,
"Segment 15",30,8,0,95,0,0,0,135,
"Segment 16",31,11,0,108,3,0,0,152,
"Segment 17",35,8,0,82,0,0,4,132,
"Segment 18",48,10,0,238,6,4,0,302,
"Segment 19",8,0,0,19,0,0,0,36,
"Segment 20",41,6,0,91,0,9,0,149,
"Segment 21",45,11,0,114,3,7,3,193,
"Segment 22",53,13,0,190,7,0,0,268,
"Segment 23",46,8,0,114,0,0,0,176,
"Segment 24",19,3,0,42,6,0,0,62,
"Segment 25",68,34,0,268,14,6,0,392,
"Segment 26",37,9,0,180,3,0,0,229,
"Segment 27",28,9,0,190,5,9,6,240,
"Segment 28",8,3,0,72,0,3,0,89,
"Segment 29",28,0,0,80,4,8,0,119,
"Segment 30",22,7,0,59,0,3,0,85,
"Segment 31",102,21,0,482,11,10,15,649,
"Segment 32",11,5,0,275,3,6,0,300,
"Segment 33",9,0,0,9,3,0,0,18,
"Segment 34",3,0,0,12,0,0,0,18,
"Segment 35",16,8,0,14,3,0,0,46,
"Segment 36",29,5,0,74,9,0,3,121,
"Segment 37",55,9,0,198,8,3,0,278,
"Segment 38",145,15,5,144,7,39,3,359,
"Segment 39",0,0,0,5,0,0,0,8,
"Segment 40",12,4,0,24,0,0,0,40,
"Segment 41",0,0,0,4,0,0,0,7,
"Segment 42",0,0,0,3,0,0,0,5,
"Segment 43",5,0,0,22,0,0,0,30,
"Segment 44",12,0,0,16,0,6,0,32,
"Segment 45",3,0,0,3,0,0,0,3,
"Segment 46",4,0,0,14,0,0,0,23,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,11,3,0,0,16,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1473,384,21,4241,152,158,54,6492,


" Nil income,  Flat or apartment in a three storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",52,16,0,86,5,5,0,166,
"Segment 02",29,8,0,51,9,0,0,92,
"Segment 03",78,13,0,59,11,4,0,171,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,4,
"Segment 08",318,102,0,548,35,10,5,1016,
"Segment 09",38,7,0,71,3,5,0,119,
"Segment 10",44,20,0,96,9,4,0,170,
"Segment 11",12,4,0,4,3,0,0,26,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,3,0,0,0,4,
"Segment 14",20,10,0,41,0,0,0,74,
"Segment 15",22,17,0,85,4,0,3,128,
"Segment 16",68,38,0,234,8,0,0,354,
"Segment 17",41,17,0,85,8,4,0,152,
"Segment 18",90,36,0,367,13,0,0,505,
"Segment 19",3,0,0,5,0,0,0,7,
"Segment 20",13,0,0,14,0,3,0,30,
"Segment 21",60,25,0,169,7,0,3,268,
"Segment 22",122,55,0,304,17,0,3,509,
"Segment 23",8,8,0,18,3,0,0,37,
"Segment 24",7,0,0,10,0,0,0,18,
"Segment 25",46,16,0,98,3,0,0,169,
"Segment 26",23,9,0,74,0,0,0,114,
"Segment 27",27,7,0,76,4,3,0,112,
"Segment 28",14,9,0,34,0,0,0,61,
"Segment 29",6,0,0,13,0,0,0,19,
"Segment 30",4,0,0,3,0,0,0,10,
"Segment 31",123,54,0,333,17,5,3,528,
"Segment 32",14,4,3,201,7,9,0,234,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,4,0,0,0,3,
"Segment 37",7,0,0,26,4,3,0,34,
"Segment 38",63,8,5,42,10,13,0,143,
"Segment 39",0,0,0,4,0,0,0,4,
"Segment 40",0,0,0,4,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,3,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",4,0,0,4,0,0,0,13,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,4,0,0,0,4,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1381,482,15,3176,181,61,20,5319,


" Nil income,  Flat or apartment in a four to eight storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",88,16,0,57,7,5,0,175,
"Segment 02",30,4,0,9,0,12,0,50,
"Segment 03",86,13,0,52,12,3,0,165,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,3,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",285,79,0,428,28,7,6,839,
"Segment 09",51,30,0,75,9,0,0,163,
"Segment 10",93,29,0,111,3,0,0,240,
"Segment 11",8,0,0,11,0,0,0,19,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",3,0,0,6,0,0,0,11,
"Segment 14",15,0,0,10,0,0,0,33,
"Segment 15",45,27,0,140,3,0,0,220,
"Segment 16",310,133,3,1035,63,4,9,1551,
"Segment 17",37,13,0,64,3,0,0,118,
"Segment 18",218,92,6,796,46,0,3,1166,
"Segment 19",0,0,0,0,0,0,0,3,
"Segment 20",9,3,0,4,0,0,0,19,
"Segment 21",78,30,0,312,8,0,5,438,
"Segment 22",288,151,0,652,34,8,10,1147,
"Segment 23",14,3,0,20,0,0,0,36,
"Segment 24",12,0,0,0,0,0,0,15,
"Segment 25",50,14,0,68,8,0,0,140,
"Segment 26",13,10,0,60,0,0,0,91,
"Segment 27",26,15,0,59,0,0,0,108,
"Segment 28",13,4,0,29,0,0,0,44,
"Segment 29",10,0,0,0,0,6,0,15,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",122,34,0,335,8,0,0,503,
"Segment 32",8,6,0,119,4,4,0,147,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",3,0,0,0,0,0,0,4,
"Segment 36",0,0,0,0,0,0,0,3,
"Segment 37",5,3,0,9,0,0,0,11,
"Segment 38",89,12,4,46,0,17,0,172,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,5,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,3,0,0,0,3,
"Segment 44",0,0,0,3,0,0,0,8,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,4,0,0,0,8,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2009,739,19,4535,254,73,31,7663,


" Nil income,  Flat or apartment in a nine or more storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",35,6,0,32,0,0,0,72,
"Segment 02",4,0,0,0,0,0,0,3,
"Segment 03",57,16,6,34,3,0,0,106,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",150,29,0,159,16,4,0,359,
"Segment 09",4,5,0,4,0,0,0,15,
"Segment 10",20,4,0,16,0,0,0,40,
"Segment 11",0,0,0,16,0,0,0,18,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",5,0,0,0,0,0,0,5,
"Segment 14",0,0,0,0,0,0,0,8,
"Segment 15",3,0,0,0,0,0,0,3,
"Segment 16",1199,586,3,4423,222,8,21,6463,
"Segment 17",4,0,0,8,0,0,0,16,
"Segment 18",39,20,0,130,9,0,0,198,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",410,110,3,1769,88,4,0,2375,
"Segment 22",68,34,0,95,6,0,0,207,
"Segment 23",0,0,0,0,0,0,0,4,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",8,3,0,8,0,0,0,19,
"Segment 26",8,0,0,3,0,0,0,10,
"Segment 27",4,0,0,4,0,0,0,8,
"Segment 28",0,0,0,6,0,0,0,8,
"Segment 29",5,0,0,0,0,0,0,5,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",95,11,0,213,5,4,3,337,
"Segment 32",13,0,5,222,0,9,3,250,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,
"Segment 38",95,8,0,26,11,5,0,147,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,6,0,0,0,7,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,5,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2233,835,17,7173,362,30,30,10689,


" Nil income,  Flat or apartment attached to a house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",5,0,0,0,4,0,0,10,
"Segment 02",5,4,0,3,0,0,0,15,
"Segment 03",0,0,0,3,0,0,0,8,
"Segment 04",7,5,0,0,3,0,0,10,
"Segment 05",5,0,0,5,0,0,0,9,
"Segment 06",0,0,0,4,0,0,0,8,
"Segment 07",0,0,0,4,0,0,0,9,
"Segment 08",0,4,0,4,0,0,0,6,
"Segment 09",4,11,0,12,3,0,0,29,
"Segment 10",0,3,0,6,0,0,0,9,
"Segment 11",8,4,0,12,0,0,0,21,
"Segment 12",6,0,0,0,0,0,0,6,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",5,0,0,4,0,0,0,5,
"Segment 15",0,0,0,4,0,0,0,4,
"Segment 16",0,4,0,38,0,0,0,44,
"Segment 17",5,0,0,4,0,0,0,13,
"Segment 18",3,0,0,3,0,0,0,3,
"Segment 19",3,0,0,0,0,0,0,5,
"Segment 20",6,0,0,3,4,0,0,11,
"Segment 21",0,0,0,0,0,0,0,6,
"Segment 22",3,0,0,4,0,0,0,10,
"Segment 23",5,0,0,0,0,0,0,12,
"Segment 24",4,0,0,0,0,0,0,10,
"Segment 25",0,0,0,6,0,0,0,9,
"Segment 26",7,3,0,21,4,0,0,35,
"Segment 27",5,7,0,27,4,0,0,44,
"Segment 28",11,5,0,14,0,0,0,23,
"Segment 29",0,4,0,3,5,0,0,9,
"Segment 30",0,0,0,4,0,0,0,6,
"Segment 31",0,0,0,4,0,0,0,5,
"Segment 32",0,0,0,4,0,0,0,5,
"Segment 33",3,0,0,0,0,0,0,10,
"Segment 34",4,0,0,3,0,0,0,9,
"Segment 35",0,3,0,0,0,0,0,5,
"Segment 36",6,0,0,0,0,0,0,7,
"Segment 37",3,0,0,0,0,0,0,9,
"Segment 38",0,0,0,4,0,0,0,6,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",3,0,0,0,0,0,0,4,
"Segment 41",0,0,0,0,0,0,0,4,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,4,0,0,4,
"Segment 44",0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",135,58,0,210,45,6,5,464,


" Nil income,  Caravan"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,3,0,0,0,5,
"Segment 03",7,0,0,0,0,0,0,11,
"Segment 04",8,0,0,0,0,0,0,8,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,3,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",3,0,0,0,0,0,0,4,
