Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"HIND Total Household Income (weekly) and STRD Dwelling Structure by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Negative income,  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 30",0,0,0,3,0,0,0,5,
"Segment 31",22,6,0,19,0,0,0,46,
"Segment 32",0,4,0,0,0,0,0,4,
"Segment 33",4,0,0,5,0,0,0,11,
"Segment 34",4,0,0,0,0,0,0,4,
"Segment 35",21,4,0,12,0,0,0,42,
"Segment 36",14,0,0,3,0,0,0,20,
"Segment 37",7,3,0,4,0,0,0,11,
"Segment 38",52,3,0,27,0,0,0,84,
"Segment 39",5,0,0,5,0,0,0,17,
"Segment 40",10,0,0,6,0,0,0,17,
"Segment 41",20,3,0,4,0,0,3,31,
"Segment 42",0,3,0,0,0,0,0,4,
"Segment 43",23,4,0,17,0,0,0,49,
"Segment 44",57,5,0,38,0,0,5,105,
"Segment 45",0,0,0,0,0,0,0,6,
"Segment 46",83,16,0,39,4,0,0,142,
"Segment 47",64,7,0,55,0,0,5,124,
"Segment 48",44,9,0,17,3,0,7,82,
"Segment 50",5,0,0,8,0,0,0,19,
"Total",498,78,0,292,15,0,29,916,


" $4,500-$4,999 ($234,000-$259,999),  Cabin, houseboat"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,7,
"Segment 02",3,0,0,0,0,0,0,4,
"Segment 03",6,0,0,5,0,0,0,12,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",3,0,0,0,0,0,0,5,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",6,0,0,0,0,0,0,6,
"Segment 14",0,0,0,9,0,0,0,7,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",4,0,0,3,0,0,0,6,
"Segment 21",0,0,0,5,0,0,0,4,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,3,0,0,0,3,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,5,0,0,0,11,
"Segment 30",0,0,0,9,0,0,0,4,
"Segment 31",0,0,0,27,3,0,0,35,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,6,
"Segment 34",0,3,0,0,0,0,0,7,
"Segment 35",3,0,0,8,0,0,0,16,
"Segment 36",3,0,0,6,0,0,0,7,
"Segment 37",3,5,0,12,0,0,0,18,
"Segment 38",29,4,0,18,0,0,0,58,
"Segment 39",4,0,0,5,0,0,0,7,
"Segment 40",4,0,0,4,0,0,0,8,
"Segment 41",5,0,0,0,0,0,0,3,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,4,0,0,0,0,0,3,
"Segment 44",13,6,0,14,0,0,0,35,
"Segment 45",0,0,0,0,0,0,0,5,
"Segment 46",5,5,0,13,0,0,0,23,
"Segment 47",0,0,0,3,0,0,0,3,
"Segment 48",4,0,0,3,0,0,0,3,
"Segment 50",7,0,0,8,0,0,0,13,
"Total",100,33,0,170,13,3,3,313,


" $4,500-$4,999 ($234,000-$259,999),  Improvised home, tent, sleepers out"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,10,6,0,0,11,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",4,0,0,3,0,0,0,6,
"Segment 38",4,0,0,0,0,0,0,9,
"Segment 39",0,0,0,0,0,0,0,5,
"Segment 40",7,0,0,4,0,0,0,13,
"Segment 41",0,0,0,3,0,0,0,3,
"Segment 42",0,0,0,0,0,0,0,4,
"Segment 43",0,0,0,0,0,0,0,3,
"Segment 44",0,3,0,0,0,0,0,9,
"Segment 45",0,0,0,0,0,0,0,4,
"Segment 46",0,3,0,6,0,0,0,9,
"Segment 47",15,0,0,9,0,0,0,26,
"Segment 48",5,0,0,9,0,0,0,17,
"Segment 50",5,0,0,0,0,0,0,3,
"Total",50,13,0,51,10,0,3,131,


" $4,500-$4,999 ($234,000-$259,999),  House or flat attached to a shop, office, etc."
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",6,4,0,15,0,0,0,25,
"Segment 02",3,8,0,12,0,0,0,27,
"Segment 03",10,11,0,15,0,0,0,41,
"Segment 04",0,0,0,0,0,0,0,3,
"Segment 05",0,0,0,0,0,0,0,4,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",10,28,0,75,0,0,0,111,
"Segment 09",0,5,0,0,0,0,0,3,
"Segment 10",0,3,0,4,0,0,0,6,
"Segment 11",0,0,0,0,0,0,0,4,
"Segment 12",0,0,0,4,0,0,0,4,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,3,0,0,0,8,
"Segment 15",0,0,0,0,0,0,0,3,
"Segment 16",0,9,0,18,3,0,0,28,
"Segment 17",0,0,0,0,0,0,0,4,
"Segment 18",5,9,0,10,0,0,0,19,
"Segment 19",0,0,0,0,0,0,0,5,
"Segment 20",0,0,0,5,0,0,0,12,
"Segment 21",4,13,0,27,0,0,0,46,
"Segment 22",8,7,0,11,0,0,0,24,
"Segment 23",4,11,0,9,0,0,0,16,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,4,0,5,0,0,0,12,
"Segment 26",0,0,0,6,0,0,0,5,
"Segment 27",0,6,0,4,0,0,0,4,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",3,0,0,16,4,0,0,21,
"Segment 32",0,0,0,0,0,0,0,7,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,4,0,0,0,5,
"Segment 35",4,0,0,0,0,0,0,3,
"Segment 36",0,4,0,0,0,0,0,4,
"Segment 37",0,0,0,4,0,0,0,10,
"Segment 38",4,10,0,8,0,0,0,22,
"Segment 39",0,0,0,4,0,0,0,4,
"Segment 40",0,0,0,3,0,0,0,5,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,3,0,0,0,0,0,9,
"Segment 44",0,0,0,0,0,0,0,4,
"Segment 45",0,0,0,4,0,0,0,4,
"Segment 46",7,0,0,6,3,0,0,6,
"Segment 47",0,0,0,4,0,0,0,4,
"Segment 48",0,0,0,0,0,0,0,3,
"Segment 50",0,0,0,0,0,0,0,5,
"Total",94,147,0,284,12,0,0,538,


" $5,000-$5,999 ($260,000-$311,999),  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",4140,5883,0,1093,45,0,9,11168,
"Segment 02",5668,12638,3,1757,39,3,4,20113,
"Segment 03",3159,4848,5,788,47,0,3,8860,
"Segment 04",2344,9242,0,776,19,0,0,12384,
"Segment 05",3062,7629,0,609,19,0,11,11325,
"Segment 06",620,4831,6,567,11,0,3,6035,
"Segment 07",734,3410,0,587,10,0,4,4746,
"Segment 08",1470,2994,0,941,26,3,5,5436,
"Segment 09",1863,2965,0,818,25,0,0,5678,
"Segment 10",915,3014,0,545,10,0,4,4500,
"Segment 11",2459,5337,0,926,9,0,5,8745,
"Segment 12",1043,4144,0,276,6,3,4,5478,
"Segment 13",637,5326,3,1202,19,0,0,7188,
"Segment 14",937,4467,5,1477,49,0,0,6939,
"Segment 15",134,1365,0,309,3,0,0,1813,
"Segment 16",55,72,0,59,9,0,0,190,
"Segment 17",745,2249,0,471,9,0,0,3473,
"Segment 18",388,790,0,380,7,0,0,1569,
"Segment 19",876,3783,5,574,7,0,3,5255,
"Segment 20",2177,6242,6,950,21,5,3,9411,
"Segment 21",541,950,0,279,7,0,0,1785,
"Segment 22",257,624,0,281,4,0,4,1172,
"Segment 23",1434,2797,0,627,16,0,3,4888,
"Segment 24",915,3126,0,412,8,0,4,4474,
"Segment 25",1101,3118,6,848,12,0,6,5093,
"Segment 26",749,1663,0,438,12,0,3,2863,
"Segment 27",979,1968,0,563,8,5,8,3530,
"Segment 28",475,938,0,243,0,0,0,1663,
"Segment 29",306,1189,4,310,10,0,0,1830,
"Segment 30",338,1162,0,282,5,0,0,1788,
"Segment 31",358,1129,0,897,63,0,4,2445,
"Segment 32",277,811,0,241,8,0,0,1342,
"Segment 33",916,3839,0,341,14,0,7,5111,
"Segment 34",1650,3941,0,252,14,0,3,5866,
"Segment 35",1445,2574,0,365,21,0,4,4416,
"Segment 36",862,2171,0,391,15,0,0,3444,
"Segment 37",869,2318,0,655,19,0,0,3866,
"Segment 38",762,1307,0,360,18,5,5,2460,
"Segment 39",296,654,0,82,18,0,3,1042,
"Segment 40",574,1296,0,224,16,0,3,2113,
"Segment 41",264,530,0,85,26,0,0,911,
"Segment 42",162,273,0,45,4,0,4,492,
"Segment 43",481,904,0,137,22,0,0,1556,
"Segment 44",1345,2383,0,325,66,0,6,4117,
"Segment 45",448,675,0,90,32,0,4,1238,
"Segment 46",617,889,0,176,71,0,0,1746,
"Segment 47",110,135,0,27,20,0,0,292,
"Segment 48",32,87,0,116,32,0,0,268,
"Segment 50",45,86,0,14,0,0,0,140,
"Total",52045,134739,82,24238,946,48,136,212236,


" $5,000-$5,999 ($260,000-$311,999),  Semi-detached, row or terrace house, townhouse etc. with one storey"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",91,198,0,127,0,0,0,420,
"Segment 02",132,398,0,186,0,0,0,713,
"Segment 03",68,226,0,120,3,0,0,421,
"Segment 04",10,52,0,12,0,0,0,77,
"Segment 05",6,39,0,7,0,0,0,62,
"Segment 06",0,23,0,12,0,0,0,39,
"Segment 07",9,53,0,12,0,0,0,81,
"Segment 08",227,891,0,486,4,0,0,1608,
"Segment 09",25,95,0,53,0,0,0,174,
"Segment 10",22,106,0,64,0,0,0,193,
"Segment 11",47,190,0,73,0,0,0,304,
"Segment 12",0,19,0,0,0,0,0,19,
"Segment 13",7,50,0,24,0,0,0,75,
"Segment 14",28,158,0,99,10,0,0,289,
"Segment 15",11,50,0,44,0,0,0,111,
"Segment 16",4,30,0,17,0,0,0,49,
"Segment 17",17,66,0,35,3,0,0,115,
"Segment 18",43,164,0,123,6,0,0,328,
"Segment 19",8,45,0,30,0,0,0,81,
"Segment 20",49,201,0,61,3,0,0,309,
"Segment 21",98,263,0,231,0,0,0,592,
"Segment 22",8,45,0,37,0,0,0,96,
"Segment 23",45,175,0,63,0,0,0,288,
"Segment 24",7,30,0,19,0,0,0,54,
"Segment 25",74,327,0,171,6,0,0,577,
"Segment 26",6,54,0,27,0,0,0,90,
"Segment 27",25,62,0,33,3,0,0,117,
"Segment 28",12,35,0,25,0,0,0,67,
"Segment 29",4,32,0,23,0,0,0,71,
"Segment 30",5,34,0,18,0,0,0,58,
"Segment 31",18,87,0,112,11,0,0,222,
"Segment 32",18,67,0,38,0,0,0,123,
"Segment 33",8,8,0,9,0,0,0,25,
"Segment 34",4,14,0,3,0,0,0,23,
"Segment 35",3,9,0,9,0,0,0,25,
"Segment 36",7,19,0,17,4,0,0,51,
"Segment 37",10,33,0,52,0,0,0,93,
"Segment 38",35,42,0,40,0,0,0,115,
"Segment 39",0,4,0,0,0,0,0,9,
"Segment 40",0,5,0,10,0,0,0,19,
"Segment 41",3,4,0,0,0,0,0,5,
"Segment 42",0,0,0,0,0,0,0,6,
"Segment 43",0,6,0,7,0,0,0,15,
"Segment 44",4,13,0,6,0,0,0,22,
"Segment 45",0,0,0,0,0,0,0,3,
"Segment 46",3,6,0,0,0,0,0,15,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,4,4,0,0,5,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",1191,4423,3,2550,59,7,3,8240,


" $5,000-$5,999 ($260,000-$311,999),  Semi-detached, row or terrace house, townhouse etc. with two or more storeys"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",242,377,0,271,3,0,0,902,
"Segment 02",219,639,0,283,8,0,0,1155,
"Segment 03",216,368,0,234,6,0,0,830,
"Segment 04",19,106,0,39,0,0,0,156,
"Segment 05",16,63,0,20,0,0,0,100,
"Segment 06",0,18,0,7,0,0,0,16,
"Segment 07",11,110,0,44,0,0,0,166,
"Segment 08",467,1267,0,1045,14,0,0,2792,
"Segment 09",110,262,0,168,0,0,0,541,
"Segment 10",56,278,0,172,0,0,0,515,
"Segment 11",93,394,0,157,0,0,0,646,
"Segment 12",0,16,0,0,0,0,0,21,
"Segment 13",9,57,0,45,0,0,0,113,
"Segment 14",61,424,0,299,0,0,0,789,
"Segment 15",12,136,0,91,0,0,0,236,
"Segment 16",30,74,0,71,0,0,0,173,
"Segment 17",28,121,0,75,0,0,0,226,
"Segment 18",142,365,0,399,7,0,0,908,
"Segment 19",7,85,0,37,0,0,0,140,
"Segment 20",63,305,0,138,0,0,0,503,
"Segment 21",147,340,0,315,0,0,0,811,
"Segment 22",30,131,0,176,0,0,0,341,
"Segment 23",57,213,0,139,0,0,0,411,
"Segment 24",14,47,0,24,0,0,0,90,
"Segment 25",104,520,0,330,3,0,0,951,
"Segment 26",37,162,0,88,0,0,0,293,
"Segment 27",68,233,0,126,3,0,0,434,
"Segment 28",32,88,0,68,0,0,0,182,
"Segment 29",4,41,0,42,0,0,0,90,
"Segment 30",8,20,0,21,0,0,0,51,
"Segment 31",56,185,0,247,6,0,0,497,
"Segment 32",48,134,0,118,0,0,0,305,
"Segment 33",0,7,0,0,0,0,0,9,
"Segment 34",3,14,0,7,0,0,0,20,
"Segment 35",28,38,0,19,0,0,0,84,
"Segment 36",8,19,0,20,0,0,0,44,
"Segment 37",13,41,0,59,0,3,0,109,
"Segment 38",52,84,0,76,0,0,0,207,
"Segment 39",0,0,0,0,0,0,0,3,
"Segment 40",0,19,0,9,0,0,0,29,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",3,5,0,0,0,0,0,4,
"Segment 43",5,4,0,3,0,0,0,17,
"Segment 44",3,0,0,5,0,0,0,11,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",3,11,0,12,0,0,0,26,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,3,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",2527,7829,3,5524,70,8,10,15969,


" $5,000-$5,999 ($260,000-$311,999),  Flat or apartment in a one or two storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",46,81,0,117,3,0,0,252,
"Segment 02",24,100,0,58,0,0,0,180,
"Segment 03",47,89,0,136,0,0,0,275,
"Segment 04",3,7,0,0,0,0,0,15,
"Segment 05",0,0,0,3,0,0,0,12,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",131,454,0,555,5,3,0,1141,
"Segment 09",19,40,0,44,0,0,0,107,
"Segment 10",15,42,0,53,0,0,0,114,
"Segment 11",9,48,0,25,3,0,0,85,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,3,0,3,0,0,0,9,
"Segment 14",8,51,0,37,0,0,0,100,
"Segment 15",0,21,0,20,0,0,0,42,
"Segment 16",5,40,0,62,0,0,0,106,
"Segment 17",0,25,0,30,0,0,0,61,
"Segment 18",20,55,0,98,0,0,0,171,
"Segment 19",5,19,0,5,0,0,0,24,
"Segment 20",5,31,0,19,0,0,0,57,
"Segment 21",40,76,0,112,0,0,0,227,
"Segment 22",11,29,0,56,0,0,0,92,
"Segment 23",6,51,0,45,0,0,0,102,
"Segment 24",0,9,0,6,0,0,0,19,
"Segment 25",15,81,0,65,0,0,0,168,
"Segment 26",0,22,0,29,0,0,0,51,
"Segment 27",4,27,0,15,0,0,0,51,
"Segment 28",5,5,0,12,0,0,0,20,
"Segment 29",3,9,0,5,0,0,0,13,
"Segment 30",0,0,0,3,0,0,0,9,
"Segment 31",18,53,0,120,3,0,0,199,
"Segment 32",3,12,0,20,0,0,0,37,
"Segment 33",0,6,0,0,0,0,0,7,
"Segment 34",0,3,0,0,0,0,0,5,
"Segment 35",0,3,0,0,0,0,0,7,
"Segment 36",3,3,0,8,0,0,0,10,
"Segment 37",3,14,0,25,0,0,0,41,
"Segment 38",13,9,0,21,0,0,0,51,
"Segment 39",0,0,0,5,0,0,0,5,
"Segment 40",0,4,0,9,0,0,0,15,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",3,0,0,5,0,0,0,7,
"Segment 44",3,3,0,5,0,0,0,12,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",3,0,0,8,0,0,0,10,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,3,0,0,0,7,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",489,1546,4,1838,22,12,4,3911,


" $5,000-$5,999 ($260,000-$311,999),  Flat or apartment in a three storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",47,74,0,103,0,0,0,228,
"Segment 02",17,33,0,44,0,0,0,101,
"Segment 03",61,88,0,173,3,0,0,327,
"Segment 04",0,3,0,6,0,0,0,8,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",5,0,0,3,0,0,0,11,
"Segment 08",208,776,0,967,13,0,0,1961,
"Segment 09",9,45,0,38,0,0,0,90,
"Segment 10",24,76,0,84,0,0,0,177,
"Segment 11",5,9,0,10,0,0,0,23,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",3,37,0,28,0,0,0,67,
"Segment 15",4,37,0,55,0,0,0,94,
"Segment 16",35,138,0,229,6,0,0,405,
"Segment 17",6,46,0,48,0,0,0,96,
"Segment 18",37,153,0,215,4,0,0,416,
"Segment 19",0,4,0,0,0,0,0,4,
"Segment 20",4,3,0,6,0,0,0,13,
"Segment 21",35,98,0,192,0,0,0,325,
"Segment 22",20,107,0,147,3,0,0,272,
"Segment 23",4,18,0,8,0,0,0,30,
"Segment 24",0,4,0,7,0,0,0,14,
"Segment 25",13,51,0,32,4,0,0,98,
"Segment 26",3,16,0,17,0,0,0,31,
"Segment 27",0,16,0,14,0,0,0,37,
"Segment 28",5,4,0,7,0,0,0,17,
"Segment 29",4,0,0,0,0,0,0,5,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",20,69,0,120,5,0,0,221,
"Segment 32",0,21,0,20,0,0,0,37,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,6,0,0,0,4,
"Segment 37",0,0,0,3,0,0,0,5,
"Segment 38",12,24,0,28,0,0,0,64,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",4,3,0,3,0,0,0,11,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",581,1960,0,2622,39,8,0,5206,


" $5,000-$5,999 ($260,000-$311,999),  Flat or apartment in a four to eight storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",88,102,0,154,6,0,0,350,
"Segment 02",6,32,0,21,0,3,0,66,
"Segment 03",65,100,0,131,0,0,0,300,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,5,0,0,0,0,0,5,
"Segment 08",205,709,0,866,4,0,0,1792,
"Segment 09",14,62,0,90,0,0,0,171,
"Segment 10",45,167,0,220,0,0,0,438,
"Segment 11",0,11,0,7,0,0,0,18,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,7,0,0,0,0,0,10,
"Segment 14",9,32,0,18,0,0,0,62,
"Segment 15",4,123,0,90,0,0,0,221,
"Segment 16",122,438,0,756,5,0,0,1325,
"Segment 17",3,49,0,65,0,0,0,109,
"Segment 18",92,310,0,426,0,0,0,826,
"Segment 19",0,8,0,3,0,0,0,11,
"Segment 20",3,8,0,0,0,0,0,11,
"Segment 21",59,136,0,166,6,0,0,365,
"Segment 22",36,357,4,492,3,0,0,893,
"Segment 23",0,15,0,6,0,0,0,25,
"Segment 24",0,6,0,0,0,0,0,8,
"Segment 25",8,78,0,45,0,0,0,132,
"Segment 26",3,19,0,21,0,0,0,44,
"Segment 27",0,28,0,33,0,0,0,67,
"Segment 28",0,14,0,9,0,0,0,23,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",29,88,0,134,0,0,0,249,
"Segment 32",3,20,0,51,0,0,0,71,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,8,0,0,0,0,0,12,
"Segment 38",18,34,0,29,0,0,0,88,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,3,0,0,0,7,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",3,5,0,5,0,0,0,9,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",5,0,0,0,0,0,0,5,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",846,2976,8,3862,28,14,0,7720,


" $5,000-$5,999 ($260,000-$311,999),  Flat or apartment in a nine or more storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",59,37,0,75,0,0,0,168,
"Segment 02",0,3,0,4,0,0,0,12,
"Segment 03",68,63,0,92,3,0,0,228,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",96,176,0,222,4,0,0,502,
"Segment 09",0,4,0,8,0,0,0,11,
"Segment 10",24,43,0,48,0,0,0,115,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,
"Segment 15",0,6,0,5,0,0,0,12,
"Segment 16",412,1171,0,2851,22,0,4,4464,
"Segment 17",3,0,0,10,0,0,0,12,
"Segment 18",33,99,0,77,0,0,0,208,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",63,102,0,239,4,0,0,409,
"Segment 22",10,68,0,61,5,0,0,140,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,4,0,0,0,5,
"Segment 26",4,7,0,5,0,0,0,13,
"Segment 27",0,0,0,4,0,0,0,8,
"Segment 28",0,4,0,9,0,0,0,8,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",22,33,0,81,0,0,0,135,
"Segment 32",3,7,0,6,0,0,0,18,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,
"Segment 38",44,41,0,40,3,0,0,122,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,6,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,3,0,3,0,0,0,6,
